,MGH258,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
SFRP1,0.0785274698830948,-0.04313940920515718,0.033868431378511685,0.023755380756425436,0.0071700355383208,-0.011509621150169524,0.09018234484940987,-0.05255444219106879,0.05688180775791962,0.0051606589155385775,-0.037057408999842986,-1.874020584635401e-05,-0.023706661299508013,0.09700227337015661
CXCL13,,-0.002926259715088529,-0.014785274072774624,,,,,,,,0.031316172436667546,,,
MICA,0.13111006681957077,0.0019071910036014222,-0.001317902318899138,-0.03990211644212354,0.009609101033337323,0.02846763631541605,-0.058919022693821016,0.08675895646510025,-0.10693690245909676,-0.0056863028339922995,-0.018517673469847586,-0.05027571126762244,-0.043847172875178406,0.0794016427636659
TG,0.07932430130145005,-0.01591328168736974,-0.03164338528463319,0.01272464155948881,-0.0215253052396033,-0.008329462760569162,,-0.03376409733196152,-0.047217761806749727,,-0.019879649378619236,,-0.005482067690060327,
ADA,0.029296843180739943,-0.02171129002675225,-0.02821260173289238,-0.02515938695636408,0.0791465696974256,-0.013527717379005372,0.1909662900017448,-0.029071260873090945,-0.08295215511759312,-0.051601758042255606,-0.033464276689808524,-0.061605868062647715,0.04095936831493212,0.09405223680386124
LAMC3,-0.045125081363219,-0.016954275015795266,0.03764203619238335,0.06232688091879983,0.02495361910256617,-0.025242686997284117,0.02734505105030722,-0.0009816447425495982,-0.05000784802656948,-0.04844763463518997,-0.10492382785131091,-0.04189609095180297,0.022344921870605224,0.002366849584281932
CCL7,,,-0.019602543658118924,,,,,,,,,,-0.017174632128587584,
NGF,,,-0.0037196233111275747,-0.0024306587409672576,,,0.031052876817166373,,-0.04309490150500269,,-0.032269723572123446,,0.04733156194336931,
TNFSF15,,,0.034889821434713995,-0.010196156771830186,,,,-0.031121950604448424,-0.04352220691123977,,-0.01499962391217502,,-0.015940718795037376,
HMGB1,0.058334142689318795,-0.01924275589473232,0.027139292114877304,0.0911249528424235,0.05364651329595301,0.015463699030475201,0.06501391912284897,0.004714609793863667,0.07752602381282396,-0.005407423355882008,0.010728705035202376,0.010473272131913127,0.0399271573030827,0.05239396326742997
ITGB3BP,0.023639623455553264,-0.026760062094129244,0.0180329091107917,0.05282216154353538,0.0034747524965963498,0.03437505845396969,-0.03597713599573122,0.13188461105994756,0.007516751545696563,-0.03142550545869644,0.0037381239759809817,0.06609450944358623,0.01458064568523132,0.03453414016907894
AANAT,,,0.014405395494235215,,0.15233250169845375,-0.009601505145978722,0.00280382918096333,,-0.030204064224219875,-0.04062194400770461,,,-0.018171477011615145,
RELN,0.0324878862729833,0.023697944717743145,0.04974207791096975,-0.0029120610275048973,-0.04720634313011388,-0.01395069771061357,0.04930085031322672,,,0.016636732778305047,-0.018117920141745465,-0.05479410943060833,,0.02758976465184875
IL15,-0.003334675658082629,0.04336907517657498,-0.01100594957537511,0.02386158764642299,0.05149051557013731,-0.02063678116008132,0.0470685342604996,-0.02233498835517737,-0.0510580981467188,-0.03728715910296344,0.038448455930140124,-0.03196493296666837,0.024735747677174173,
UTS2,,,,,-0.044941222700871336,,,0.010842001228180671,,,,,,
BSG,-0.11859510969971933,0.03690198885499899,-0.03927363220081227,0.07844795273231162,-0.08917971707629446,-0.03516919882156212,-0.12210514572916875,-0.06948913371086927,-0.04985128518963302,0.022651996327196996,0.027209200793937422,0.042963279082903545,0.01745272790696655,0.08377520714633953
ADAMTS3,-0.06812232852784346,-0.016571178151103046,-0.01638714936749308,0.021527102850569725,-0.007652362621067295,0.025154246118734767,0.056739570975694736,-0.025542888809831694,0.025860314495870573,-0.028385313095950264,-0.017969177996455536,-0.03675032267523333,-0.017042157060220203,
CD34,-0.03849874746703095,-0.0005239644044609869,0.013655998481772295,0.055499169883248975,0.04766448233609024,-0.017964155427170312,0.008936106524538473,-0.04142260547660649,0.004000028311947822,-0.06542601563021745,-0.011800826652767845,0.06412831243671727,0.052329467713369354,0.016823060048461316
CCL23,,,,,0.022763418135782785,,,0.07395066402420329,,,,,,
PLAT,-0.03588432681080474,-0.028954496192587838,-0.0031686433623127285,0.0827889560697262,0.0053989987303947416,0.013807474421766538,0.014074384683162642,0.07251273401893231,-0.024511702335040117,0.03656335799847949,0.03495612593131344,-0.07220596985190492,0.015572980553553039,0.03448126835485211
NTF3,,,,,,0.002470923975085242,,,,,0.0430297186432234,,,
LTA,,-0.011702677372188726,,,,,,,,,,,-0.02445606955032393,
CKLF,0.02597590974577914,0.018938234145219727,-0.043323694117762025,0.06205811137663148,0.08230373812657778,-0.008933029048561459,0.014998383795769113,-0.003922220954693747,-0.09324816582348192,-0.038669206123531,-0.005626381746608216,0.15439051406049045,0.0020498130753858626,0.04700216515422335
CD24,0.09124282010670771,0.0012007266337582616,-0.0036204175952339163,0.01577490579494041,0.016254720481643413,-0.03392007439142299,-0.09926197614871626,-0.05934884186351121,-0.035117937723728114,0.025529077428498106,-0.02101630288347737,0.0037331896999607244,-0.034811331344459295,0.009171159789261219
HSP90AA1,0.10741496203911884,-0.018131930954749995,0.15324662903855948,-0.08662873483306811,-0.03656176751829008,0.07734347540311018,-0.09022353814105884,0.0033176788830505833,0.0991124832889243,0.037494533911862166,0.017982306643062038,-0.0832406966084616,0.020908887350350725,0.020616038901477726
BMP4,0.04276248592476644,0.09170725119253419,-0.025379336579006345,0.10792525953227189,-0.033774573753315495,-0.005164994148601466,-0.006721054300165488,-0.014556039772179697,0.060844264507787446,0.11898580768410118,-0.051977251429612736,,0.003648641704907614,
SCGB3A1,,,-0.01557389384901762,-0.022837687209876785,,-0.008098963499973291,-0.016115821668107006,0.04871952032693059,,,0.03064789951972156,,0.0014943438578786231,
IGFBP4,-0.03283680355545309,-0.002692636957347309,-0.01528167724390377,0.04568012855396424,0.0023542564853871926,-0.03566767670452219,-0.024379391982792407,0.013321601463153575,-0.06193628119073803,-0.004278237832613318,-0.04306795546127779,0.04596017816705317,0.05521197692521752,0.0888997264918802
RSPO4,,0.07054936259534393,-0.017974805118619108,,,0.06103210736855914,,,,,0.05063873465400661,,-0.018861005528166896,
LEFTY2,0.019297701608543945,-0.01184640405563097,0.058054059150147434,0.0731984513408256,-0.03049451685822539,-0.008880611231230191,0.03834626570924756,0.03917406935321709,0.06909551266126424,-0.010319524249423596,0.013428207636864411,0.05858619817975736,0.0016255838877388155,
PF4,,-0.010645175630218265,,,,,,,,,,,0.044512656426642254,
ANGPTL2,0.03711918489901142,0.07317682504758433,-0.027211358467896643,0.07692790844820341,0.050799755574453966,0.027812050902421503,0.08142650573060416,0.011514104897605074,-0.011588058376138848,0.019334349827977895,0.005824713917796834,0.11292825216392254,0.021853630414150487,0.1106952071433746
LRIG2,-0.02180007393092748,-0.008944151219475054,-0.005014402949187622,0.006368514657860716,0.0019232684887485329,0.026575788846009973,0.042166901168602604,0.035486057057038174,-0.03359195901008131,0.05737585697173316,0.01607395543246824,0.10704192490297432,0.024374102116540633,0.02619030498095529
ICOSLG,0.12880481224920476,-0.021770730267759216,0.008529128801865586,0.0960412586976927,-0.049822687756822054,0.057320954140923426,0.045656811372028386,0.12231167175107452,0.013471015869788418,0.08201949071741563,0.08267811967083769,-0.05705682658496526,0.012470816209829604,-0.027245719888340254
WIF1,,,0.040222631661639745,-0.05839336295793472,-0.05812275582617944,-0.015240570225646136,-0.09322559633183057,,,,-0.019500946367714787,0.031500142701159285,,-0.03142618925006205
NPPC,-0.06869542620692955,,0.03966309601209786,-0.024839895678703774,-0.025059101093524546,-0.011255575630202042,-0.021753810564289138,0.0035193903301505374,-0.036166222547775385,0.06489102465581575,-0.02330676968208688,-0.05552104408362894,,0.03584103097589859
LYZ,0.09083011265720713,0.032835700719777476,-0.026104307838926064,-0.0006222585814434928,0.07008327530234112,-0.015584378074266225,0.051413648236656034,0.04614091070504917,-0.05901383833851311,0.01031143790402288,-0.022437394980358953,0.045307253264546085,0.036843806390176696,0.033072371468744956
EREG,,,-0.025294815674805158,,,,0.04035378887217763,,,,0.0036213582472418753,,-0.03693432139084953,
SPTAN1,-0.041622420927821153,-0.03055217547370179,0.07847376508550886,-0.008409087892759322,-0.07372184315095127,-0.0049979456284582795,-0.11234025728654332,-0.005689660932123854,-0.07486426609873446,0.03262090003568535,-0.0019234880737829668,0.0056501404443608134,0.06341600036631902,-0.05700454287303362
PTH2,,,,,,,,,,,0.0002776271329183398,,,
LIPC,-0.014756532831807506,-0.016021558250349118,-0.017402569838494582,-0.027743757375009625,-0.004900959400365672,,0.0010610103976168815,0.029353669731929502,-0.0005662807110133775,0.0006332566917943932,,,-0.030921721322733613,
COL8A1,0.09105171905274512,0.004981347716211882,-0.05915670655709465,0.04035807441797151,-0.023383349806247213,0.029846442453853626,0.045419541847901784,0.004630941381123817,-0.04418987097750319,0.022250255907197203,0.04575111474294981,0.10002084956948398,-0.020175055308986205,
GSTM2,-0.05898849680840058,0.03494660325063961,-0.035237570443021816,-0.015128924492962723,0.00041948646364814413,0.05398601774809331,0.03252068601444219,-0.03942014362845044,-0.09099050921709492,0.010570079804418903,-0.01095376976383076,-0.05730997053553851,0.014267573623120686,
SPX,-0.06085957629674406,-0.02013344539622837,0.1706789052402938,0.00235141063318224,-0.04299088126129264,0.04377295779684146,-0.016015431816392724,0.11996375675061995,0.03797163090432588,-0.052224235366156585,-0.013357781904927264,0.022322106338454738,-0.03416189740302289,-0.015557760283010022
MFGE8,0.022970471413604053,-0.009803301441939206,0.07094093736005133,0.03568019701027217,-0.021151154423873327,-0.000904001934654136,-0.0424578197816428,-0.04208927795537947,-0.06666903507018525,-0.0046323421067973386,-0.013385025357026795,0.08181346226634105,0.06615894250610088,0.05601134068830325
TGFA,0.15803748013380112,-0.04292881749281884,-0.11121280701921564,0.0753875981205628,-0.01102092167312025,0.07228331827670666,0.08315827619385072,0.08082267766084554,0.09738496423983665,0.019887633731823923,0.005311455503040682,-0.09909968954720332,0.002341473826191414,0.06655702219350443
SLIT2,0.15186640570805648,0.02309971563292352,0.07204443136935873,0.0646305382722605,-0.053456944177531586,-0.03131311249388408,-0.03376397738181178,-0.038242469869972553,-0.040900799257432646,0.02918969836172375,0.007582320552713706,0.002716788639363208,-0.019373253698064342,0.06566303167904912
PLTP,-0.06113895005684316,0.0064405671228664665,-0.08221334448668605,0.03639266896566539,0.030526702472670194,-0.022905638229295963,0.04041470028675958,-0.024695692381028048,-0.026151179873664023,-0.022118462090591196,-0.009415963794473702,0.0723744269347585,0.022047546747537772,-0.01410496395063008
APOD,0.1587582796906896,-0.08534128440472684,-0.0488003587206301,-0.023236491970591504,0.12670049464825664,0.020159819057458075,0.1066786324048523,0.02911192505782018,0.06855942350659909,0.08643959885158314,-0.04282757681911443,-0.032618462233528225,0.008763346329352188,0.17314732942668132
B2M,0.12030508346321346,-0.015090838244212914,-0.06128273783126836,0.02928724484268016,0.022645634905414196,-0.006375290306037946,0.07176736846059162,-0.0025968692079213276,-0.0012297316415912944,0.0344375506937678,-0.010505148324540156,0.14324734204036596,0.040665951932275964,0.00938140701779038
OMG,0.06985855841252495,-0.05002114493522626,0.0204436448331331,0.009610130632221438,0.0743753937127501,-0.0058046996789731945,0.04862304535140037,0.013099255361362245,-0.05908597452974776,-0.02989388374529566,-0.02168724351903171,-0.04224193070487886,0.0707826410610991,0.05459150009396186
CXCL3,-0.02884020585539667,0.04055243242344759,-0.05943897263621814,,-0.021122373751794193,-0.00866417774555937,-0.004169872741187597,-0.02674070182878049,,0.017365707244958152,0.0026733266074159454,-0.04458023557912722,-0.06370821856246288,
CXCL10,-0.07840119459774451,-0.03570095363549784,0.03841803130520214,-0.024454444709309964,-0.025847517488401583,-0.013161520141409375,0.05066776195794863,0.00040049246501644165,0.02806742389862526,0.00077359940830931,0.05033215373920601,,0.06454573722973221,
RSPO3,,,0.12921259302022317,-0.05938455388554555,-0.02641684729219716,-0.007429937554525314,0.0010496933951078655,,,,0.011300843174988487,0.03548359841682348,0.030146239576884035,0.03854801000022513
CORT,-0.008910032364326761,-0.0017773046187874915,0.24121660277132387,-0.0033253163346836524,0.013923269188744687,0.015003489409327388,0.003436184252829828,,,,0.02517972204021024,-0.06179267822810847,,0.1766363944238531
NCAN,0.07182868871097121,0.011757607484213535,0.12505663315004797,0.06574673258666791,0.026712472300146384,-0.007134223052787436,-0.03319339862954421,0.018062242661182806,-0.0010661346070959933,0.03807698350465042,0.01616500295411431,0.15110795510403532,0.03369927758567024,0.06717278134453142
PRG4,,,0.10214305747881823,,-0.006497126532696893,,,,,,-0.01725079969067992,,0.005874748024443748,
ZG16B,,-0.012809738725161555,,,-0.02470713560011176,,,,0.006998002163792685,,,,-0.021731954218592114,
TGM2,0.05585997844060554,0.0266741438849392,0.02611401616927973,-0.028401940244847074,-0.0235632457198488,-0.02849345625830043,0.050969767236463195,-0.005609234870167689,0.03174830497605335,-0.0314529193014883,-0.002762521985654803,0.06273221738289411,0.1008734706448991,-0.047042746832513145
VEGFC,0.1326342742036565,-0.016448197820056853,-0.019180330290493767,0.034082286238036476,0.02053092564801157,-0.03666673635633362,0.044611654151619974,-0.027401004512508823,-0.007243397851241149,-0.01641857433988218,-0.014219513772130732,,0.00976334845676359,
WNT6,,-0.011846404366533959,-0.01716891444729424,0.10098536554990227,-0.0225035815606492,,,,-0.03193154773972807,,0.027723537651890378,,-0.026245801141387175,
NRG4,,,0.002499693101811048,-0.022464109393102418,-0.028503681563270367,-0.038735536199076055,-0.03145883068110807,,,-0.03807186176451246,-0.00035743421871314,,0.006145680601832994,
PMCH,,,,,,,,,,,-0.015949552261399106,,0.044879048252817855,
COL9A1,-0.02192312537437965,0.06986616987121914,0.00596397202730613,0.056758731553049634,-0.058657481727587196,-0.01715614086867297,-0.003066485748867837,0.10912258310203006,0.04993572714309304,0.007962025643577288,0.01511802254796316,,0.08071610066394753,0.07303871837890928
GDF11,0.026905026059276683,-0.05034223314365967,0.05011789278622218,0.04807482731631939,-0.008699695409132149,0.036379864160083826,-0.054017408464556015,-0.07081492534169608,0.04820622335765573,0.016251400778894455,0.0013894407420444663,0.05534250315630527,0.0774308968535327,-0.004210877724098984
RAET1E,,,,,,,,,,,,,0.0031805598300576657,
SORBS1,0.0026141540517748427,-0.030524475146099295,0.04484752475737477,-0.019208179789231915,0.03317895808507937,0.029317854482820826,-0.027919456489984635,-0.00856076689502757,-0.04439962925697023,-0.002700454352224928,0.026216279728842166,0.02416450376516764,0.037132380148226264,0.011030848556490896
DLL1,0.03651827448283787,-0.0004017482146953889,0.0012046239469160594,0.030047359783770503,0.03668577804687421,-0.0022204555930249253,-0.012173386539601773,-0.00017532637285973344,-0.04139853535323482,0.03863151480357694,-0.005218108406918394,0.03213432000344442,0.059814579869592974,0.14926015253966937
TLN1,0.03387657563071066,0.015881146613170357,-0.09468231393163239,0.08067037860108896,0.025957176232980207,-0.0019633843301177264,0.09385104306492137,-0.054021541927883755,-0.03476301566802562,-0.010968568128129647,-0.056836316236467045,0.04596679771327613,0.05656501301818914,0.014231438270670837
COL2A1,0.050481309078629424,,-0.01112882190047204,-0.01988022199219604,-0.021122380939972082,,,,,,-0.009835109977765086,,-0.025364930518500653,
SHH,,,0.022328020038471032,-0.021699342414398914,-0.016604757922317723,-0.009299054486686806,,-0.01697499823767599,,-0.013441857628232742,-0.03693264491570627,,0.029714928215645166,
PON2,-0.05763100521188055,-0.020534405073889837,-0.05958912038179659,0.017778575406920346,-0.026315839008378118,-0.033655130652355,0.04362872673898464,0.01721669753306954,0.030237820791750823,0.047478592955595096,0.048574860253898094,0.13652896823363958,-0.04244933823730722,0.03994424587848991
ICAM5,,-0.015248982929772064,0.10773066842110701,0.006276273522923812,-0.04127519649643677,0.015363863950940032,-0.0881919451247527,,,,-0.06779869845423027,-0.06767491335718963,-0.03758331759703348,0.06552790728228589
HPX,0.0580405360258238,,0.025421399583326884,-0.018350260335504676,0.020152976576088975,-0.008098962674303468,,-0.02674068783862,-0.02803054327626824,0.00802423450279083,-0.026724520944850096,,0.03487658480113101,
SFRP2,,,,0.027411375311843972,-0.016857623378614153,-0.0019872591569491463,0.007041455953813059,0.0348342582420002,-0.009428256987941704,0.014958015275615235,-0.03558918847851419,-0.033996065784255264,0.040789426621462316,0.1545732189121127
CFC1,,,,0.028860663685250212,,,-0.021206520851679924,,,,,,,
CD70,,,,,,,,,,,0.10614582679344747,,-0.026590928832657738,
HP,0.048850012948251684,,-0.035437635835391605,,-0.007344111422815115,-0.030218840130802126,-0.027693325072612896,-0.0011325535372349788,0.05047702423727298,0.025206829607869824,-0.043826890484080845,,0.006001183421609986,
CXCL2,0.16961365671357853,-0.03007134721218864,-0.0007194117908534321,-0.02836112174224893,0.014535735563064926,-0.011255574749305941,-0.03252218818252033,-0.047993947287814906,,0.019509050586835712,0.05925866259253054,-0.08451334926393875,0.014806904556246137,-0.08381219691441387
NPPB,,,,,,,,,,,-0.02383825431515915,,-0.017679673149345026,
CCK,-0.04110051802639803,-0.05323024628733217,0.17117716235123825,-0.08715530947269237,-0.09071555724706107,0.049346973598625984,-0.14724897908831414,-0.027513867757054826,0.03290215175827735,0.06502846442080942,-0.023277997859516716,0.1014399004304791,0.10497229421239981,0.05746520476957531
SEMA6A,0.05240527577054041,-0.016347232810075503,0.04833622636395756,0.05114817863151046,0.07833919718118733,0.04074557709251293,0.05359269306143933,0.0013732986724523044,-0.008205041282724923,-0.0032924758593940342,0.03073286316150579,0.14085081937152225,-0.00327907112756037,-0.008264276596749666
IRAK4,-0.0051237099385075735,-0.021854718776531556,-0.0016156254458814239,0.027163601389235622,0.049054228115477744,0.11852000697550291,-0.018104218408497665,0.006896321918636339,-0.01651469169142038,0.04012029474603401,-0.0031172222442490322,-0.027596646310979866,-0.03498887635053414,-0.05988394256945668
GSTP1,-0.10337679970471274,0.011491471994491872,-0.07461038371406363,0.06282290845704211,0.04529929505579708,0.03927109903563158,0.08970405195314805,-0.026047465824053487,-0.039113132032044945,0.0926129771107117,-0.04721871032940965,0.11388634495279432,-0.008497660057539639,0.011496276674911942
VCAM1,-0.0030151587086901114,-0.022686246350080833,-0.05991094234992562,0.07935013741009705,-0.013411106844220555,-0.01055591195458988,0.03001523825416898,0.0036714775794687918,0.1158504864550541,-0.07766529042892753,0.05892248947840884,0.042026519869825724,-0.04683678413253284,0.12113831733374607
NXPH3,0.07918246883213771,-0.04237757512567263,-0.021635753173459876,0.025662033859070857,0.012039759173302213,0.02371759898268724,0.027720634086890007,0.011068667409649777,-0.013854093602990884,-0.036048285965775806,-0.008336184474818997,0.0021650889237927874,0.03653475567319805,-0.0028910941690022084
MTMR4,0.025269357407810753,0.013054465822118012,-0.027972512506207626,0.002589397462182068,-0.04216566776958425,-0.008994363881205865,-0.013737427825458127,0.06968442642309577,-0.06486342499920583,0.00684300994594188,-0.007323359201133748,-0.062352625803640455,0.045351637368446204,0.12235243840268999
LAMC2,,,,-0.010773762151817166,,,,,,-0.03703250737423257,-0.01548152824599225,,-0.03368519903902128,
IL10,0.002937121865467521,0.23409216763494678,-0.023410723869694644,,-0.02771727991003231,,-0.04219518756092685,0.008274736734619637,0.04962985221879191,-0.054185787254509635,0.0010172591908732675,,0.04027286827965063,
SEMA4D,0.09702222299628509,5.017032153207585e-05,0.027943339844923726,0.003308686483769933,0.034750226529289156,0.06668773436690663,0.1336331550554252,-0.02912938289097229,0.029156297831840688,0.05063075304813056,0.07286033640738135,0.07165363226955421,0.04289228850988574,0.08749162485592525
TRH,0.06616030364813556,,-0.010951604497542499,0.021307795633683374,-0.04375957057163009,,-0.06825827497250234,0.022562116677627423,,0.04297062202438128,-0.019461141521472956,-0.03362649777361144,0.08443306262035621,
SEMA6D,-0.05677213894451557,0.042485565318597894,0.10642338794323222,0.08910557254049879,-0.01618540014469236,0.0020775965171714577,-0.01856853826570093,-0.03759932607975036,0.00789129821956818,-0.008828887585962533,0.057593937588079826,0.11763245236363427,-0.007454766342888471,0.08142584583253612
CEL,,,-0.004677004471895741,,,,,,0.04218458031533294,0.03412884498101872,-0.000971471890520551,,-0.01486389430039053,
PDCD1LG2,0.052043019526894274,-0.030582556696851535,-0.024349943363245943,-0.017656564767674833,0.00538137166554431,0.002364128008535761,0.06297904588383307,-0.07365408117531577,-0.0015855807528697618,-0.03917770935380086,0.03310417100846854,,0.02841010957736039,
SPINT1,0.003925670187327607,0.000920289307557368,0.05947929838425718,0.1095205437349263,-0.028940649634908652,-0.013235486824051781,-0.006483462127771365,-0.04249849059674688,0.014861659661139379,-0.07483840593841118,-0.013846072543880936,,0.06053104850075393,
CTHRC1,-0.029480965076593393,0.019157359646665803,0.0353201607465073,0.06728775899827769,0.043851275612899976,-0.021039251510746187,0.027148160771667717,-0.002113514529150121,-0.08290077105134745,-0.025998009033279926,-0.021552439298717422,,0.05261534454870677,0.03892456833516215
PODXL,0.02218018305673062,-0.04044519380879397,-0.0672741688781028,0.061945003248330875,0.00539873256503651,-0.009756747097359422,-0.04436477329279674,-0.02342615987465732,-0.07129409780059441,0.023332426471358737,0.02241487744109381,-0.08867242650225353,0.04587656140820507,-0.02136379242592003
