,ZH1007nec,ZH881T1,ZH916T1,ZH916inf
SORBS1,0.05535913363466655,0.07058211227822876,0.01197952258536597,0.03695003090012459
DLL1,0.068684280090065,-0.031199170507471518,-0.010151639486158862,-0.02386417178608988
TLN1,0.01499888795960537,-0.006962414033756167,0.02113968300686536,-0.02020210542818765
COL2A1,,-0.03649004084648601,-0.02014731435847357,
SHH,0.000274442400743654,0.03613617653907689,-0.023256187592129312,
PON2,0.08026932211122509,-0.04821104436296284,0.02403796230034782,-0.0005555152599847904
ICAM5,,-0.01101318438300805,0.01660346359235628,0.016580923496754135
HPX,0.007613518974397265,-0.04507184681181745,0.011267474369785382,
SFRP2,0.08240758747041846,0.016570790919698496,0.020191032714310525,0.029239084864784236
CD70,,-0.01791060998734132,0.15867732552720484,
HP,0.1002459565614263,0.11567548974663894,0.12967541396583013,
CXCL2,0.03372834139823361,0.016927122968164125,0.04020480405194247,0.06313402361050577
NPPB,,-0.03612250312557736,-0.028285304146478493,
CCK,,-0.013735710802905818,-0.013449661998099181,0.038300957130881476
SEMA6A,-0.05067979607750921,0.005390619246512592,0.012257662790553661,-0.0017776561462551934
IRAK4,-0.015855833661980984,0.04673476238661798,-0.0036039787697571633,-0.020331047194987083
GSTP1,0.12307140978347171,0.02865301605451632,0.062338255260265735,0.10710177507912497
VCAM1,0.025532999937129555,0.09722258766622029,0.006833788150152195,-0.005868748069155735
NXPH3,-0.032914125097480935,0.017732799583394108,0.006607678857790416,0.09996851105557711
MTMR4,-0.009612810883061283,-0.01801287014506274,0.010484270050691654,0.06985659859161536
LAMC2,,-0.02345941716457587,-0.014288237947862428,
IL10,-0.01837499546682033,0.01990140452160175,0.07949342456062966,
SEMA4D,0.021485472742575895,-0.01343590070524377,0.005973131463772157,-0.09715551098995877
TRH,0.1277752679103504,0.021417214236824234,-0.01785634236268372,
SEMA6D,0.11608206842984245,-0.014159456534417691,0.04290461750226242,0.07866785602335861
CEL,0.001530635678021071,-0.012317436773047254,0.015622891249779758,
PDCD1LG2,0.09053696401004925,-0.046859538427553624,0.06957099449207584,
SPINT1,0.025313027037365408,-0.01125354170553859,0.04465868439155511,
CTHRC1,0.0443243161597935,0.09847910383566941,-0.02101318917567549,-0.055785853589630376
PODXL,-0.013139677785843061,0.03280633375740531,0.053359771239902515,-0.08763649052417467
JAM3,-0.008208970158829928,0.053092305914963084,-0.03689876248017299,0.022625350193211595
TGFB2,0.06966407980978039,0.0005920957851713408,0.021249838988964747,0.0001578640847954971
COL18A1,0.04683834571396986,0.06747277692599092,-0.03635456203628721,-0.04106435433341669
NODAL,0.05359201816640159,-0.026827603016498686,-0.023071277629073288,
INHBB,-0.01837650415464667,-0.0010080828404840226,0.11658806879266605,0.08861760646544473
LCN1,,,-0.00602938576326237,
ARF4,0.06373389923998836,-0.015261891801304573,-0.02701260348935794,0.09897518262958464
CXCL14,0.06299710722515485,0.02018878696613709,0.017656701554638055,0.031040748893054512
LIF,0.028310547445080866,0.06401155743117133,-0.0011166610243013011,
IL17B,0.04302870299918872,-0.033376031027696214,0.06471619462940516,
MMP1,0.12964045554576323,-0.02416861982301231,0.007928586364037983,
MATN1,,-0.03439758305962715,0.034980954274103845,
ADAM28,-0.08070650046872344,0.043497374822758735,-0.021265295116880398,0.12369371153129259
TCN2,0.13254439733124204,0.05761564454062274,0.011341927007508645,-0.04300138733484313
THPO,-0.04622540894902187,-0.0039412918518130355,0.09082887365139554,
CUBN,0.002451139223433534,-0.029457792013397693,0.06877741953634359,
TIMP3,0.0397430115124017,0.04353658177622107,-0.06425552239213227,0.08500867903493188
PIGF,0.04372118972813288,-0.014580513630626209,0.052261812336539946,0.0029128761278425304
CRH,,0.00038822496783247513,0.07519948204223946,-0.03204485910126667
BDNF,0.04881585481242777,0.023291210853544204,0.01296085398125982,-0.003546465640171897
CCL5,0.09364259944392833,0.05946192535648021,0.02575908727001826,
GAD1,0.11276731915307826,0.013407614649672606,-0.013833681584103544,0.02993993188859988
COL14A1,0.12247008765381594,0.04881733628443849,0.02415906358438989,
HLA-A,0.1612878691684875,0.04052835847932425,-0.00899417032114833,0.026868945339531578
FGF18,,0.07120883348385465,-0.018347660368122864,
ADM,-0.0048032067244346,-0.04632774955911645,0.04666227507914129,-0.022946347758117557
CCL15,,,0.0332272537986824,
GNAI2,0.002159270111975718,0.009054242468717269,-0.09157292322112386,-0.012154265536726062
HDC,,,-0.025547641979439966,
COL11A1,0.04712915064540528,0.027926060080528215,0.02531161904465659,-0.05070718944425056
NUCB2,-0.09574714675923664,0.07404325761902579,0.05460740101814367,-0.06086352600764287
CXCL1,-0.034701448260927414,0.032159714364754656,-0.04295538492908264,-0.034025125803209474
VCAN,-0.052791250176296475,0.03586876156572368,-0.001605463149795923,0.019820505459786062
MMP7,0.08159743492836881,0.025138510803804092,0.01292376431140377,
PTPN6,0.05765580340893711,0.0797706926236643,0.029924332153691623,0.023842729298876632
PTGS2,-0.01584069503958467,0.06694292016771085,0.10503125803338964,0.029098750520600517
CD58,0.0812988009506134,0.04401707119977811,0.10630962985534914,0.08316472205001882
TNFSF14,0.0747621770341652,-0.03489821862764362,-0.026353269271386932,-0.03694765917091685
CNTN4,,0.019468638151455147,-0.01888703097321361,0.01730409601463445
INSL3,,-0.01397026796922302,-0.037622670617335575,
BTLA,,,-0.001592061359647049,
MFNG,-0.08353719873118343,0.08267859745392156,-0.03362807451903941,0.04201939705390077
ICAM1,0.06460934647953374,0.05786823730331445,0.09746253134866617,-0.08631700711266975
PROS1,0.025014586082972308,0.06061251146008972,0.07329059106446062,-0.05131438332424367
CLCF1,0.03502934102477737,-0.022902832343830174,0.030994611286429642,
PSAP,0.11025372577645491,0.024677935454002504,0.06358444745585737,0.023337248745944488
EFEMP1,-0.0030876874863867724,0.020738226015953997,-0.01714863923986746,0.02582002525507273
C1QTNF1,0.03776064259388118,-0.0241392889700738,0.029719163689057155,-0.030338002650776217
ALB,-0.051613307437715285,-0.01152040247351369,0.031931248456398977,-0.01519240019584524
CCL13,,0.0006331077642362714,,
EFNA3,0.01719229927405675,0.05893183175644334,-0.017980931893020007,0.011564411591142406
DRAXIN,-0.03877940036684724,-0.008925369860649473,0.031146872937268033,0.08370350563900128
RAET1L,,0.0017032478971176067,,
NPTX2,0.08304640993199155,0.012315376243947703,-0.02578496700734835,0.02233185017953255
FGF11,0.022870465225423735,0.04177123780362982,0.020642969270341607,-0.005127388582405817
CD59,0.031099342781888164,0.048736588952868434,-0.0728706706311667,0.049236495648920076
COL9A2,-0.05825568517545705,-0.01546903297815112,0.06165567246434965,-0.0012665281414299759
DLL3,0.08148780019994682,-0.019385710660600554,0.029021761490080386,-0.06054547341565247
FGF5,,,0.028009773516859304,
LIN7C,0.03621872357827213,0.008619401229692313,0.019921088115904036,0.11605678351792204
GDF7,,-0.0020800688681666324,0.03732737253400662,
PSPN,-0.03452319763519416,0.052311812510711986,0.038430708230277486,0.0220010690820485
ANGPT1,0.017734741989725133,0.07148914983135629,-0.000366449351364256,-0.020751653961591787
PNOC,,-0.03363404507114078,0.1307773412433808,0.04972935945704439
L1CAM,-0.039755615313926046,-0.014349892690717002,-0.02864612080282255,-0.003726600670378461
APOA1,-0.013956610207303646,0.07471162634129866,0.06554418369260558,-0.03086469798323644
PSEN1,-0.08836862783484598,0.009407747305692998,0.022354882937297944,-0.015874121753252545
CALM2,-0.0044213492200268125,-0.013236383556469179,0.019651688916291404,0.01018554539608338
CLEC2B,-0.0048051890792679824,0.04123540875179401,0.04851744561499895,0.005758683761306088
NTNG1,-0.01951716068051289,-0.03646863845005597,0.03350462283415053,-0.05700513774495781
LRIG1,-0.014363956585712954,-0.07790860828787434,0.013876016766965598,0.05871023339026806
CPAMD8,,,0.03819715220541765,-0.02289756659195536
GHRL,-0.011893465235511365,-0.017829608066359998,0.059724794822906824,
NPY,-0.050745836542324056,-0.02196839707703966,0.019652979289499255,0.05396074418958584
MMP2,0.09398572913301222,-0.009894216583412118,0.030622995410593483,0.1079624365596814
PPY,,0.018599873242654417,0.012200341082713027,
ALKAL2,-0.04715643779014432,0.044436780236804814,-0.026621292662153042,0.031543853551135904
CSF1,-0.09628558050260408,-0.06512072890158017,0.00559348510031881,0.06412721464882383
SEMA4C,0.08068313066779645,0.03977654112994501,-0.006626381650734947,0.056367799887080024
BMP8A,,,-0.00817696765401529,
ICAM2,-0.06969293060687483,0.011213689122221638,0.03421460493176258,0.009988766640663714
SYTL3,0.1729769447404466,0.015512929328653165,0.05725133244252021,
IL1A,0.057048517680509676,-0.019707894883721905,0.024610533618065984,0.0488112100550034
HLA-G,0.22968304650693114,-0.044286144055527846,,
PGF,0.04258611856899004,0.08592804122391338,-0.0054308378586744345,-0.05328978336055271
LGALS8,0.049108662446336576,0.0005761353100442682,0.022404714964296645,0.09851034261222105
DKK3,0.06800313238696178,-0.03225018564018656,0.05060388054521291,0.0758578207663015
COL16A1,0.07161328850712924,-0.0006421220460665865,-0.012607405040325472,0.036393819552818896
TPH1,-0.053735746360996955,0.09275883647464359,0.004556747315920262,-0.029516809693593302
TNC,0.009162676028722476,0.016150685589417398,-0.017121880534001037,-0.033769747598667015
TNFSF9,,0.001901739118129966,-0.018517809841442554,-0.04576498752125837
C4A,-0.0485264602054901,0.07559165372462522,-0.04547427369411396,
CNTN2,0.10479566476973895,-0.03933010224702242,-0.016430913933739192,0.007477532698873183
F7,,-0.015525976409806568,,
LUM,0.010442897947417916,0.10937134751835717,-0.018564764569139882,
BTC,,0.02700422398555723,0.006978893534175974,
APOC1,0.02518777143170921,-0.0162931882042724,0.05715912054713905,0.134012942714184
PKM,-0.02351291273717681,0.035819862863734495,0.033768686278390324,-0.058475018217100876
TNF,-0.026816729301327714,,0.022047107680719095,0.0547165321279222
GNAS,-0.12276462670092657,-0.029573021765379546,-0.020375784656011017,-0.026121664523851815
BMP8B,0.059111178189746816,0.031811712669758165,0.035233041595854026,0.12142388590790033
LIPH,-0.04132244012019743,0.006464009670235909,0.04265399572023708,
CCL28,-0.00886040343816127,,0.04166733098768006,
PTPN11,-0.11095463640340089,-0.04152695864353026,-0.02499086358171367,0.023530370268200845
ADAM12,-0.042101616500878854,-0.047747454677146084,-0.008622428558852882,
EPO,,-0.013403247210166768,0.047749704281397645,
EDN3,,-0.021129055885741103,0.06609437843827073,-0.048478787469775915
CCL22,,-0.02381653269485576,-0.004386793133615206,
CCL2,0.023941449585495867,0.04035316150770498,0.02025695775919219,0.06935537763026664
DSCAM,-0.016635396532782787,0.02239808247704572,-0.012133740068214445,0.1502908258179209
ANG,0.02001934974462299,0.009288307962704419,0.04693777768228316,
FBLN2,-0.0036367607536725586,0.05729840593043044,0.027584930388693,0.0859112348383837
VTN,-0.03587767019437509,-0.03514612573000358,-0.03511123423367488,
VEGFA,-0.055554910087928594,0.006273934607510669,-0.05797452014738278,0.03281857678205131
F10,,-0.004560629495332445,-0.03191946148138275,
SERPINA1,0.016508600244056832,0.03963962504456005,-0.01710182182472844,-0.06881823860091223
VWF,0.05837111005002829,0.026357345082440472,-0.023822760842981332,-0.050497061365402406
GDNF,,0.003297731445289675,,0.01644797490219666
VASP,-0.014622388942844643,0.044180097311577175,0.027230901128721532,0.018378762414370087
ADAM15,-0.03740775709250922,0.008067169846646264,0.006505906615569675,0.01866065135463436
WNT2,0.27764107286873796,0.026144798443218823,-0.030945202862415828,
CALCB,,-0.024841774732885992,,
OLFM2,-0.08228519181711248,0.03549189305909588,-0.016179082957524484,-0.02620426127608572
MFAP2,0.07270795230965127,0.04731653150894044,0.026699068470629677,
HLA-C,0.09565670854281146,0.006212305838771942,0.013738733340406272,0.10265903399449229
THBS1,-0.09260802999733425,0.08313934917859846,-0.0444047256106272,-0.013061533982089087
HSPA4,-0.0017787172505867397,-0.0006578115140408221,0.07498527398604084,-0.019735516536140488
LMAN1,0.04658840799684057,0.013773787017312201,-0.0016941483364919417,-0.03285172714668234
LYPD3,0.004854686539363414,-0.04322970827230197,-0.028833064255262917,
APOE,0.07014095629740752,-0.031788790363373946,0.021748557684154048,0.07177912077611313
SOSTDC1,,-0.07332889805872697,-0.015917382874387744,0.04185785850870526
ANXA1,0.053952276645675805,0.04656515519378016,-0.009088440844719135,0.055425394229411416
WNT2B,0.14779920400851004,-0.01738750865302213,0.039394954804560144,0.18257141206882244
AMH,,-0.00020053389332070574,-0.0382950330004153,
GDF10,0.08953252654074624,0.0925166139512094,-0.038469668348330634,-0.006642427789983625
EFNB3,-0.012567155746353179,0.0015015315165734103,0.024115412055062794,-0.009251355686928805
LTB,0.11599159885529116,-0.010698719927973294,0.027499448073136746,0.2935547721949485
ANGPT2,0.04486551234319394,0.05789309138798669,0.011091843294964739,-0.03175254807897587
NRTN,,0.00821887863398325,,-0.043767303345891295
ADAM17,-0.00950017644085903,0.0183866682469848,-0.02852562039578102,-0.0923649445916054
LRPAP1,0.06134807423203779,-0.032742552852795856,0.012373996928869266,0.061091616148474595
NID1,0.06919946271788617,0.09709174592589535,-0.02033166810882806,0.006040365283342767
MST1,-0.05939371451790329,0.07876509430591401,0.029988825424106715,-0.04847872780740082
IL13,0.023059091794759796,,,
DCN,0.04214076128951642,0.0792157953749105,-0.00958647161084052,-0.019861686842621244
IGFL2,,,0.03343879904529899,0.029595859004394477
COL7A1,0.08137435532878246,0.03213944964583127,0.02702142186124438,0.04746826027570392
CALR,0.0689212864338051,-0.005055365461208755,-0.006991175968314954,0.12025475304623902
PIGA,-0.007547446832473354,-0.026124516959538997,0.012658759518681924,0.14037266155206157
CD200,0.07159810606896111,-0.027916521000114814,0.03486383580473345,-0.006931971091638586
GRP,,-0.026509027675466635,0.018635008306444895,
CDH1,0.03837528631276707,0.004532207968782438,-0.014735217109455823,0.19554889690998875
LPL,-0.07819027611708695,0.02881520958911269,0.0131971491632125,0.08336758515175305
SEMA5A,0.03752776286608364,-0.003028675737358782,-0.005472750606487017,-0.012974019422804305
SEMA7A,-0.05010095076776704,-0.03145596738040596,-0.012275336124538046,0.0295939998163729
SEMA4G,-0.006684671083215701,-0.011878547102997192,-0.0064035491085189826,-0.03750870882070031
SEMA3B,0.054608271365262924,0.05466197691920502,0.04780783943144829,-0.034233836913780825
RPH3A,0.11195774450218275,-0.04310730287551958,0.0024781743088209914,-0.006903892167322731
JAG2,0.036202248601925474,-0.024954217065151187,-0.01107089804968112,0.0234094232117489
CGN,0.010359117080404214,0.04655351763100752,0.015534167342295865,-0.03341425904887852
GDF15,0.06771929130790673,0.046339488111992864,0.07540849322883685,
SEMA4F,0.013769749757707263,0.012459552979114165,0.03926431282186296,0.055413369556580765
NXPH1,0.05924857661605217,-0.028366699040529002,0.018526520115265538,-0.00852194459371955
ARF1,-0.056144656808137156,0.00291727914844079,0.030717739190999106,0.06163097483441033
DSC3,,,-0.027884090294490467,
EBI3,0.07073383058167425,-0.006204641808634623,0.032274722324645,0.05762866617930905
TIMP1,0.030424995367277188,0.06968522025184887,-0.03005310461028373,0.09439509326485909
SEMA3C,0.1623673554942046,-0.021064661948170867,0.037878015623994156,-0.09788960047526817
GNRH2,,,0.02464643739344989,
GAS6,0.07613247295191541,0.03203724555727122,-0.004669546057756262,-0.014639392339863248
MEPE,,-0.02081266861702873,-0.005735269524703301,-0.03341401616887139
SERPINE1,-0.030306136871226172,0.019957528816808328,-0.03862800101648858,-0.04455053106226733
RSPO2,,-0.05510540865285936,0.05305179556506111,0.010859031286596012
SHBG,-0.03529380662943959,-0.038466596756550356,-0.029609162663008164,
LGALS3BP,0.1427336897663168,-0.008407995099852484,0.0772845377688585,-0.038977519582932656
LAMB1,0.0649610764620062,0.06839608860518828,0.004424958638037126,0.0006524317767643519
SPTBN2,0.02990330680930989,-0.011053489069259372,-0.00019895208631479178,0.03681752164829236
COL1A2,0.05330641854570754,0.09959152973377906,-0.04773626522070993,0.0874995213090884
DEFB1,,,0.07289899432080109,
CEACAM16,0.10487674829396945,,,
WNT11,,0.027883825255664796,0.0068416827019229624,
LGALS1,-0.029401123322415422,-0.02422424587050814,-0.05638418629157836,0.09924571640187965
BCAN,0.024335060589168064,-0.028405543476039397,0.08127096819958936,0.11950351154201246
ANOS1,0.049746292448627334,-0.023902987623978782,0.007615194618837304,0.083290346989951
EDA,0.0808527516246852,-0.054424512497945776,0.020923495055226112,-0.04376740210458852
FGF22,,-0.011651152067879344,0.02473012158541243,-0.03052797171643564
SHANK1,,0.0014019936400282208,-0.016809189159534714,
RAET1G,,,0.06695036044533123,
TGFB1,0.026918787351226447,0.01938843347026849,0.03169340957745259,0.14032590535571426
MSTN,0.018707549429352363,-0.014122078021272326,0.05980018914509441,0.21988489995578142
WNT4,,0.026105665250383703,0.01774334459962555,-0.03402507892735377
TNFSF4,-0.054505263259215564,0.014696267076141254,-0.03716832908787765,-0.009859901103720467
NTN1,0.05011110575964507,-0.04857342782733147,0.046566083372097944,0.03449840382240758
CXCL12,0.018418821358475595,0.056671163692848185,0.021042460950112384,-0.0003368604864546106
GNRH1,0.0997847147442285,-0.038237909779363005,0.03845768339942191,
FGF8,,-0.048900776110277155,,
RIMS1,,0.008518604552326304,0.007385797905994774,0.011866484967920301
FGF14,0.02345157422229717,-0.03369517268441104,-0.0031846209696320986,0.12941927358596586
IGF1,0.19297718545386094,-0.0073021196100639665,0.01803033916835778,-0.005784410983339676
TNFSF10,-0.03838482450674607,0.07262151134102811,0.0472592403993909,-0.01687735853906675
GDF5,,-0.024205867357306104,0.0210472317106226,
CHAD,,0.0032630370627200873,,-0.044740555565419525
RGMA,0.06228353555814741,-0.005756039840641238,0.03999035449714188,-0.013054453299410799
WNT16,,-0.024168618547007917,0.01994656336574641,
CX3CL1,0.015874338144691424,0.00928455739502653,0.04881549688652239,-0.07842896738915683
FGF1,-0.014496052111386097,-0.06971274190754174,-0.0031975480512853255,0.049586127946464414
ALOX5AP,0.11982590861236818,0.06704833150326586,0.005634248904981529,0.053889974151009754
IL1RN,0.018834900370878097,0.001973057752363362,0.027525570242473155,
PCSK9,,0.009810396144707,,
FGF23,,,,-0.008846200392767695
NPW,0.03264967833229313,0.0662847716770676,0.01649016238750774,0.21309545872334132
CXCL9,,,-0.05392040202738263,
ANGPTL4,-0.026179420796384217,0.05908861884520257,-0.030641709437295977,-0.01061727013722768
UCN2,-0.040805738665498664,-0.012211657516321677,,
OBP2A,0.10476043399472769,,-0.03132112208005288,
COL4A3,,-0.03707588206839917,-0.05066517679690796,
NRG3,,0.04176080437433694,0.027978266226086023,0.09827037544962076
IL23A,-0.04431702938770081,,-0.0355377993875626,
COLQ,-0.019321271548178035,0.014596396777471415,-0.05179861094249243,-0.04227430366459858
SCGB1A1,,-0.027142694183381152,,
TNFSF12,-0.005015632671575017,0.027803269503791826,0.031955186075054653,0.10259520559214069
DKK2,,-0.031242433803730082,0.06759770237065629,
FYN,0.04820617272456187,-0.007540272225865523,0.024855008789625394,0.08153823421133431
ACE,0.05309889320255626,0.02813631660417128,0.00490856976281431,0.09141575451275802
IL18,0.036796754425858724,0.011749633453490317,0.02518390825792016,0.03840887018880955
CCL27,-0.022349483542665638,-0.00901732234610249,0.01728446137422239,
SERPING1,0.07817826093904325,0.061117111718084684,0.018091130136674093,0.011447107830869715
AZGP1,0.09849527425763231,0.028258533531310956,0.056367202160849575,-0.009405033062634358
INHA,0.07804061739975247,-0.06494263153466248,-0.03958496829102165,0.28649719937718565
SEMA3G,0.030690966996264613,-0.018997643036221368,0.03277713474579743,
OXT,,-0.02272917941822075,,
COL6A1,-0.0975941169575469,0.04854529266020738,-0.055785463072603465,-0.011780094709972268
FGF17,,-0.007273942012955036,0.026968407257618638,0.09283265919093038
TNFSF8,0.04999379111166775,0.006739821079437959,-0.02625068419763321,
FGF20,,0.019676515756961832,0.06998981484625548,
ICAM3,-0.005740963244293604,0.04538009918232076,0.03813765480555807,-0.04522099944467402
LAMA4,0.1097138925813237,0.048158545961920894,0.0019893368337413494,-0.008102882710019748
DLL4,-0.030885221228410517,0.009576244085432485,0.034994098876234586,-0.04227419821788289
SEMA3A,-0.010034572759659155,0.047792010006239886,0.037871632712258706,-0.028701426575146332
RLN2,0.13034911878811334,0.017462217502408808,-0.03443804182797173,
C5,-0.011569888990843907,-0.014176789008355934,0.04105243111771141,-0.009137765413232026
COMP,,,-0.021275189388632428,
C1QA,0.12990750503650228,0.12068789047575572,-0.026183483783217158,0.01955752906061179
UTS2B,,,0.09029527038788218,
COL9A3,0.07223896979478554,0.022924028162171154,-0.0039888260054760215,-0.04056761314823147
DLK1,0.045422312966162705,,,
HGF,0.018206062445148934,0.018989831629101887,-0.004216589559141662,0.08257922168098017
P4HB,0.08571339361899948,0.0167035355077029,-0.016879991250362898,-0.03644547523844227
ADCYAP1,,0.008057985686884173,0.010874359109779085,0.009652280310578073
GREM1,-0.038831372540701015,-0.0097693076578222,0.045453702020454456,-0.057686539857490615
EGF,-0.062447817062621765,-0.033376030555177585,0.024594863919528122,-0.03860991967316272
VEGFB,-0.01844940223779417,0.04507529508154769,0.01310637646679987,-0.008044069766819177
FARP2,-0.07786084460519664,0.07856673379776691,-0.01627252468413023,0.04103202774040106
IHH,,0.03355241919415127,,
