,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,-0.0023481723619709367,,0.0030549496517398088,-0.016114408324866433,,-0.03210685434020772,0.1417653971846659,,0.009113671081571626,-0.03203435710873043,,,,,,0.07382153962049012,0.008432237256306952,0.05585515710942564,0.04844855043522622,-0.0037477892196191567,0.11176845785637772,
PDAP1,-0.0021618627207253705,-0.0317453280899066,-0.07129073696610509,0.012966197793181398,-0.014066956088823395,-0.0037531987662071413,0.015167109159467534,-0.002699217363899805,0.06824608500358965,-0.0385129774930929,0.0018104995242883375,0.031174175055268736,0.011099129787975972,-0.021021000919472475,0.046546958888074724,-0.008483851655766053,-0.001189323600793832,-0.030306391916257724,0.05743164647550799,0.025524529488761098,0.03706964405159193,-0.057967878306079204
QDPR,0.012955860443799056,0.024492423711580193,0.028961588708416895,-0.05146744457612487,0.08365219938856708,0.040347739020556155,-0.020799607243061777,-0.023253587627733937,-0.0650148991319249,-0.014563399991731082,0.0036135256498539313,-0.02851947719796385,0.0590120907413633,-0.010516663119585485,0.01745807218097239,-0.03642253673988892,0.022665482334368405,0.0520860004805911,-0.08927497696233958,-0.003679375680049034,0.013479282658921505,0.014675847165639879
POMC,-0.007256062025158855,-0.01258342467607032,0.014382947498216047,-0.004627834444358461,,-0.029017515237313742,-0.03221791080586612,0.026318286500143447,0.04059007337794828,-0.02363367140282241,-0.0014691138374093755,0.05049236050968068,-0.024535742917996563,-0.03152612620437321,0.02028611275216286,0.025892182839794203,-0.0110539167048716,0.06217666154386338,0.003064435989997377,0.00772164959939824,0.025282588621057936,-0.018570974527669388
CCL18,,-0.03153000378646536,-0.03861691214668866,,,,,,,,,0.008123029087923797,0.012256626731943575,,,-0.034616364454817763,0.06686194113928642,0.034627729486985136,,-0.011788018964294893,,
CCL17,,,,,,0.01270998501937236,,,,0.030486957369097505,0.09508621177807158,,,0.011295529967114198,,,,0.008864845617030322,0.06442772804184621,,0.06101595979771204,
VEGFD,,-0.028249498783083447,0.052852604342153484,-0.023080656901843615,,0.003077114178701023,0.08085225148698134,,-0.013364487476685437,-0.0056185253670344715,0.0031928865459081852,-0.033227767587522425,-0.016577339734849202,0.0776019583070166,,-0.03899920402285891,,0.006356402413091693,0.05510424186075179,,,
TNFSF13,,,0.019526925204966565,,,0.0664142275342492,,0.07393418221766172,,,,,,,,,,-0.019193750118357493,0.0012432955313114106,-0.008683599435805045,0.03307177091976163,0.020622900063961808
WNT5A,-0.022745799927422292,0.05396600874040831,0.004670445862338458,0.0048729285852385515,0.04386489823109168,0.03807029951716488,-0.03994198641857077,-0.019064991122635253,0.03303545725143063,0.04573693731569392,-0.014878747885222594,-0.03323485895671789,0.033192124570772585,-0.01421317398430703,-0.01674683902974219,-0.053305733111039616,0.037403116050007984,0.03236697648688389,0.020918770633148166,-0.046592843331117954,0.06479413551893827,-0.020502788166874914
CXCL8,,-0.07757414628420131,-0.06184718238329089,-0.021611359088722693,-0.027403808523912557,-0.07377747881632908,-0.002543993345106278,0.024243282461537403,-0.004716153346014137,-0.020356999570384518,0.06915911641849384,0.053829742912264535,-0.013214307535140284,-0.012216508767009386,,-0.09791585168462406,-0.042229156794284975,-0.0897887836418599,-0.04844575600962343,-0.05027304315512285,-0.013195096177927605,-0.03306370673579274
GRN,-0.005349654494657729,0.02360553269787687,0.02057641827931471,0.012256642330243168,-0.06826828724021264,0.02478813230663755,0.010774841388256205,0.018926200146673584,0.0875685083668705,-0.01850926879161906,0.028334423964874848,-0.024551221148383814,-0.022193360943191666,0.00013065893665316027,0.0012992715784817593,0.1557365154780346,0.030021536736638748,0.02300504473741646,0.09057776863693585,-0.0030844371263565695,-0.02015316103391047,-0.03574965735958439
MIA,-0.029524323298981896,-0.019612442552698898,-0.014612591273917468,0.011151031427401231,-0.0433830748274647,-0.056768302127204504,0.019765880096497993,0.05873392118475901,0.03531298006398466,0.019023737202168222,-0.012739354861369847,,-0.005103638554559452,-0.019730223570673548,0.04631406964678528,-0.005922337697014709,0.046737949063962426,0.060265591921653136,0.060359795795266895,-0.12578732292358022,0.1475418021828932,-0.017215191787601385
COL4A4,-0.026123007689471504,-0.028480929684487406,-0.029793302055816748,-0.024311222147888358,0.030699979682200423,0.015306797554869916,0.0044493480789741845,-0.015399499175404929,-0.0206357762130707,-0.026521659376288944,0.04202890051505337,,,0.2834098602896095,,,-0.030324381969568676,-0.04111242296794707,-0.0390477957591073,0.018598041083602704,-0.04730525748086794,0.11103924884032045
TAC1,-0.022556342833578328,-0.012619206690476304,-0.008412548644856391,-0.039838678797573815,0.03863132650647029,0.03004700355346545,0.016351828672751256,0.01618688140087825,-0.046293641201162646,-0.029300418012232637,-0.043964997500358316,0.002138269071903431,,-0.033918400002558864,,,,,,0.03564587995281575,-0.024219117143792785,-0.015418724588919214
RARRES2,-0.03692393902873379,-0.00703367575380711,-0.030449735956521656,0.04925353867850679,-0.033258838534785104,0.07519598293701878,-0.005596977181858092,0.06661958630587404,0.09920891155651951,0.03379620410145172,-0.0025442050739851816,0.04039475942871033,-0.006567791632550322,0.05912262015813491,-0.029102914698584337,-0.03776141824606033,-0.07816136173654853,-0.005101079051328167,0.06949079666770572,-0.005930727846284001,0.06871691465077215,0.03497785667717061
FGF7,0.027572679953567738,0.10434153287022327,,-0.01356845720404848,0.07108985172193305,0.010825154826869843,-0.029330309303650375,-0.01061546414271698,0.018670730972170757,0.027235448194514532,0.01874497614117325,0.05355098318924829,-0.013824537369787117,0.03246122506679531,-0.018838496143743923,0.025904007787948585,0.08181943470407227,0.10352587374717402,-0.01631408496482105,-0.010362315277396466,0.0992496947467029,0.07217122255009754
EFNA2,,,,,,,,,,,,,,,,,,-0.02440399180484381,,,,
HBEGF,-0.026868076958799808,0.04923472619158238,0.05047964956707101,0.02164039278905835,-0.07492301965619254,0.018708540171408605,0.03522135232111807,-0.00038675888990357017,0.037379380560210465,0.06073268410608014,0.01921709656709723,-0.00239758625248042,0.041561308169950906,0.03645248797648823,0.05435901838905632,-0.12646648171432448,0.023637174502118448,-0.0031289245906021834,-0.004201347893195618,0.026875814999345028,-0.07173173692764373,0.036827858974593564
CSF3,,-0.0546838106327933,,,-0.02310723096827856,-0.035173093075432295,-0.012618044926172911,,-0.021832254044058565,,,,-0.02490457246056553,,,,,-0.07935411051576408,,-0.01838342873629325,-0.01744538352498754,0.03271759966855496
PI3,,-0.09507265739906459,0.005104817622167404,,-0.031548044635210035,-0.004766444106361481,-0.016156610137017784,,0.038071685561518936,,,,,,,-0.05541174996339471,,-0.11319315367607583,-0.01057779253741417,-0.046549209781642495,-0.06944357514465829,-0.020035030329684716
PCSK1N,0.008787205608888345,0.08750747619766266,-0.041162881874070904,-0.04392860319586671,-0.00948695713804772,0.05294962114284072,-0.004355222016470304,-0.07246409380164089,-0.049825441176160744,0.06241955483217443,-0.04586482829726996,0.016020860201204315,0.005433161170671106,-0.030498533442197353,0.06850415063530614,0.039378036924755784,0.008521579079925306,0.05968711175633221,0.045202355916460976,0.05825929503519546,0.138035717008509,-0.06715351237350824
NTS,,,,,,,0.041990990085790186,0.020784419945964392,0.15162483410269662,0.06201556835919778,0.018293873037469037,-0.011427100714293634,,,,,,0.028861527535452538,,0.1042289460523143,0.1543022901103571,
SFRP1,-0.03282004859127071,0.05139097939783891,0.029694125054133658,-0.012527791479340938,,0.022603439017156016,-0.017475658483484778,-0.025438782337777386,0.0066414100076216285,0.03228516885142098,0.0002513649895970426,0.013599630651972089,0.11031423913878068,-0.012134540879406675,0.04222572883419294,-0.044776206179934414,0.015283442208522,0.006563243752275967,-0.036126420917611854,0.03935753804254397,-0.05224748141463016,-0.0487840411863143
CXCL13,,,,-0.0022557221189997536,-0.01677858379505939,,-0.017318600731487003,,,,,,0.1335723310677544,,,,,0.025210122782005014,,-0.0354854326512084,,0.045224957521342875
MICA,0.014508387321723317,-0.031769653812387666,0.022591585342077017,-0.01831243150638156,-0.04381484018744133,0.004061669220409373,0.020076565624522723,0.011090674372323913,0.08412510559037514,0.04079955147471756,-0.025204122745828148,0.02193451486623661,0.04693907612475997,0.048345470952946716,0.008575503275752048,-0.10720135727928876,0.01474804927284017,0.03092656910953491,0.10942281236666555,0.06675684514731199,0.02569124290196772,0.05924342354001964
TG,-0.026123001802551143,-0.018534191886384364,0.02818520469629416,-0.007399749860446656,,0.015558215128722575,0.001526883530813146,-0.021699335941878038,-0.026349577343611603,-0.02559269764876041,-0.013850895228668099,,0.05492411883477079,-0.02019204869963196,0.007460445459089958,-0.013717022005908668,0.03448734464181388,-0.01453329278451381,,-0.025385186595064287,-0.034184495764277435,0.007677147213536824
ADA,0.02736716495579388,-0.015596605706849205,-0.017008123956101982,-0.016065249899652037,5.580823972474057e-05,0.0001659579454834083,0.042361722096889834,-0.03273596706857248,0.05711205792188144,-0.021151217678368184,-0.03475817490426717,0.009390315700001197,0.045597129688222174,0.03535906777879686,-0.00914832626474557,0.11805462519573325,-0.06621632786580658,0.07105128649055899,0.06021831998959569,0.01828318519629309,0.04431906989289201,0.045931807862082986
LAMC3,-0.021529833735046314,0.0691306090335145,0.053669242371733074,-0.013580308622971137,-0.01820741248557578,0.04921584152342302,0.04450988673128934,-0.02189337175634575,0.1061977362656204,0.06687238564920588,-0.0070385632765604805,0.0024464700231591517,0.06759977962361371,0.02581028516834762,-0.017219033539926307,0.2079224185927883,0.050280787810635025,0.042880527153023276,0.10027258789318143,0.07851382210520075,-0.021690691841211363,0.009098303302496872
CCL7,,,-0.009593596144338126,,,0.036440022964216126,0.07396724436969518,,,,,,,,,,,,,,0.0023001699081502593,0.019248011690504746
NGF,,0.004986212717069997,0.01751457856925506,,,0.04286529906526599,-0.024508762776019592,-0.0026839848588104025,,,,0.09830388793805585,0.0445552353660793,,,,-0.03564304537604761,-0.02407596109806519,,0.021772111502296854,-0.07010888459033589,0.0039847246089234145
TNFSF15,,-0.06766045128383338,,,,-0.02237085558386329,-0.017000444233783652,0.10710776794192457,,,,,-0.01585972125833464,,-0.031953499848857064,,0.021897779852512764,,,0.0010598667334169715,0.035618602763855735,-0.059825893213282993
HMGB1,0.0015536063210516906,0.061461159222290854,0.0781886761691182,0.044756945360799154,-0.022061665488168,-0.006309643421899377,0.032369384415243695,0.0021312423911773906,0.1369542246210823,-0.01660052739530622,0.06467190686923951,-0.058502056066754946,0.03578827488222235,-0.04518952943028894,0.006994227339568744,-0.004786057751867096,0.057275947109045336,-0.009169712859473525,-0.03948184000034577,-0.026423462800389708,0.007475553370788859,0.014976541989831081
ITGB3BP,-0.04223506226872118,0.0659835301359321,-0.004532037301559059,0.035092052282454836,0.06326248612681518,-0.004930594331403609,0.07807583629541649,-0.020785847192260766,0.06779837573508375,0.008473875193108986,0.0038927746773525424,-0.010808361502636425,0.025755838230398072,0.029685635432856083,-0.006127233361431158,0.059329926192444184,-0.019758117627830318,-0.026035824607937887,-0.009690057037023445,-0.042912073391946436,0.037842025996199416,-0.007850410142083125
AANAT,,0.015642755187723286,0.004591632895407759,,,-0.020355192807758403,-0.015318416979048883,,-0.019693283970465523,0.02665316290858221,-0.0327783273622364,-0.028125142720329746,,0.05625662398947785,,-0.04714273050749273,-0.024981257505831675,0.01660712064443591,0.03545552897483253,,0.08266104428086268,-0.03751261686960192
RELN,-0.0006341109481017432,0.12583323041081926,0.045542131934900414,-0.010080511303975683,0.055694045908318675,0.022384906404332307,0.0319859449887035,0.01741027554630901,-0.05017644469685285,-0.026862486338725903,0.05368625313804263,0.03477709523087284,,-0.003050035062345696,,,,,0.10972876030415704,-0.023135558115393022,,-0.003298807788302378
IL15,0.1041394387396326,-0.05486421033807512,-0.052950435047731,0.006954783667004898,,0.07225199663918891,0.05250090327885742,-0.017890612158451183,0.09291192109736891,-0.015968489087076466,0.008030463268192659,0.04390114872020555,-0.0051189793486635556,0.00358927389805116,-0.027391992411218452,0.02904976697322647,-0.04222926716393424,0.0698984462451526,0.009213609744424135,0.02071099742413716,0.058458399763008165,0.02091778936277188
UTS2,,,,,,,,,0.0025530973039329203,,,,,,0.19823060897232847,-0.032783096077706096,,,,,,
BSG,-0.041040685057954406,0.044441410030250754,0.03196118853207145,0.01630053031591764,0.03677026034369502,-0.058814208697189445,0.0071318356634560735,-0.050111905007867046,-0.015842710560604854,0.007594990213718056,0.019636412507032516,-0.024851940085457217,-0.029304791585587825,0.048096124242725885,-0.006703557812943391,-0.08288826570594214,-0.024933789859306502,0.025732473137931443,0.13520155602355885,-0.08218387582405545,0.0018819411490639353,-0.013732125334431904
ADAMTS3,0.02180062712663134,-0.046291461658477036,-0.011009903531750593,0.03962800510850862,,0.013487887753490902,0.033327621911052985,-0.001998400816158007,0.03981065772810332,-0.021054859833010562,0.06003693895932442,0.08827980728158102,0.055105302877920266,0.02067584931205483,0.05913277572225576,0.07566487412130316,-0.029912512665799054,0.04485307003065422,0.04078564133553488,0.07506110873459639,0.08234202037113339,0.027409070752902942
CD34,0.11176893922471845,0.017915254277947178,-0.00984362073473685,0.03926447530089627,-0.0113166612260711,0.02196523053947363,0.06517317391627542,-0.0010116758899119049,0.10510137266384513,0.03327535111125817,0.0166337757494182,0.0037112987142128313,-0.02249938579031977,0.02034617256105039,0.06702923163436239,0.13452584269956808,-0.021056368845720454,0.051084213948915616,0.12561755857704676,0.04228215605196065,-0.03128849907974016,-0.05834054047330489
CCL23,,,,,,,,,0.06199369566198097,,,,,,0.06651125743387253,,,,,,,
PLAT,0.008767862756316722,0.0667027353395311,0.08607429716111216,-0.01580315191702617,0.004203256949140111,0.018533507569404563,-0.0003072774400963533,-0.01900705846874635,0.06372377869929582,0.040311342845929764,-0.03275554557792719,0.04092401635428069,0.014460778463233296,0.029202686503250547,-0.032927579399274175,0.06984219437569324,-0.03140796673434591,0.07616557868722686,0.07726931840401759,-0.04020160832934156,-0.0011901174292871684,-0.0561657324634929
NTF3,,,,,,,,,,,0.006856059842715436,,0.07364413300181483,,,,,0.10086988617823209,,0.08800586903950444,,
LTA,,,,0.003797558237327375,,0.02065937597618876,,,,0.028655922968463147,,,,-0.016723288991000642,,,,,,,0.06595171866028045,
CKLF,-0.009751997137526626,0.03272309812971484,-0.00313759662332259,0.05352674067931638,-0.012310800516968083,0.06872500277574696,0.05944308506578352,-0.007843432930982221,0.10715659928000527,0.04020807410798538,-0.01168898944743577,-0.0008295780606347897,0.08898515987339524,0.025777528868307132,0.04726432104418286,0.14573039318524617,-0.011480247381660967,0.03599416122277004,0.06361356345910045,0.02943262231478906,0.08248182030843978,0.06385747587919466
APELA,,,,,,,,,,,,,-0.029236546149137694,,,,,,,,,
CD24,-0.015840406472258855,0.01747796036844821,0.022413903860788,-0.010490439045187367,0.018116267363920708,-0.027712017892528123,-0.012387364181706773,0.02176804934523525,-0.02686560334482807,0.030722730943395105,-0.01519554645681092,0.015415930334489502,0.06205377040111315,0.004478451000069027,0.09672232070754519,0.11905997499127119,0.026393511180678484,0.035282042239010165,-0.01069476069155181,0.1211940645124588,0.04161885529445575,0.010315458137933964
HSP90AA1,-0.01945305281801995,-0.04630837746938159,0.0019686525319632694,0.03273813886858372,-0.04770834234211222,0.07927094963024525,-0.021302899749418548,-0.021465856119393244,-0.14115210330495503,0.08255819842936368,-0.017655105414406357,0.009346982640316227,0.016984255746733748,-0.010129554442046421,0.03267841893171495,-0.08153658449736234,0.02320883281919023,-0.1218076351534001,-0.024071600418447605,0.00436692046421353,-0.12373333133380243,-0.025543393650725235
BMP4,0.07476041651691143,-0.02188582896299129,0.04599697376271892,-0.01708221920400765,-0.007613472803349129,-0.06007417495645774,0.11003794934987646,-0.009406964194837624,0.055208461176640855,-0.036243524299657416,-0.014129756393764624,0.0023196017586797823,-0.04932042835177306,-0.014249969475627958,-0.0009228327618948243,0.0884704128643078,0.05336058667509575,0.02010264706538152,0.03729929185112042,0.04415737771451841,0.012347286986940922,0.02517145986993978
SCGB3A1,,,0.03271161479709143,,0.01714529097895153,,-0.01824234356956237,0.157678448417254,,,0.03506335529430755,-0.03826580023743019,0.01723762449652496,-0.011669289901672692,-0.03720952931604732,0.21432147071963817,,0.07791820732409767,,0.06388394398417857,-0.0053101803093042665,-0.00537955161521101
IGFBP4,0.03730754606576615,0.06831552935492016,0.09535865738302272,0.011976834059193212,0.06589911636978019,0.01896885662172479,0.054629137134097325,0.006231712631690136,0.0753176157765232,0.04947036201838558,0.005560950515875666,0.06391919075520722,-0.020572683923209115,0.007438858720483547,0.08325635542881803,0.14013254640488065,0.05893736180564957,-0.022561151665066177,0.16016010479603177,-0.0031220319669058535,-0.06922166712995745,-0.042912491313628634
RSPO4,,0.014384104642975104,,0.010856957314947855,,-0.008716218460065915,0.06599628228994832,,,0.04820388981077838,0.09081043446746906,,,-0.023197834608490835,,,,,,0.027373175421994536,0.16194551172744454,0.04226048846724347
LEFTY2,0.06486109293770496,-0.015059174826532995,0.051466676827195176,-0.016312319450674625,-0.004683891583300594,0.04637217976375828,-0.0100592173590017,0.008189744947541273,0.06889876095726709,0.0675669177663481,0.004806614227475289,-0.02991568418557395,-0.017932426016435927,-0.0043890453766581685,0.001735077036208465,0.11706790385057222,-0.03192392993505293,0.058381562618517985,0.13156211276841104,0.005289160621036378,0.06719377255014672,-0.03019284095215038
PF4,,,0.0022923414864146224,-0.014658246052827888,,-0.01752786123760602,,,,,,,,,,,,-0.022367948056201292,,,-0.030198798425773787,-0.027633582048814956
ANGPTL2,-0.0074516474533383795,-0.012463790503980738,0.07044486000991283,-0.04165524671615062,0.0007593870374925239,0.005936882490471271,0.027913932399270217,-0.027510432146743802,0.06347433451618267,0.03351464695314704,0.005681657619053745,0.029432292916536193,-0.03124028645773432,0.018542489540459842,-0.002079425550166638,0.02175120119872452,0.04354548293585678,0.11695353357152127,0.013751760269459607,-0.03056756532862323,0.006394079133315943,-0.05578909602029463
LRIG2,0.06283028732578984,0.02336568181664218,0.006255033740151729,-0.04674537049574306,0.062449043528521785,0.01305453705944514,-0.00925696921090704,0.01763614858932646,0.08937703502382775,0.04597456837400542,0.027672491090156494,-0.030987769640908956,-0.008905256731298225,-0.000889449302059682,0.1262439545434175,-0.0054686852485668095,0.005572340933802242,0.013159701413890069,-0.0006897245779924292,-0.0002968798781142047,0.11061372143101021,0.014000625892381076
ICOSLG,0.05464334757360688,0.033920249955245986,-0.02069576141109266,-0.0016969731430145133,-0.03272324636184731,0.027012187847617025,1.5576143590270575e-05,0.03187362675539646,0.056202470916068024,-0.031670145979999745,0.06368081199825364,-0.0029723295565458824,-0.004943430550878811,-0.017834437294023696,0.0024838478956856333,-0.020270633494527554,0.0075862046755344305,0.06896996556648531,-0.010249274564846504,0.005369552349610958,0.08984360760845074,0.03434461256063574
WIF1,,0.049489027119084664,-0.013607234724635516,,0.027313565593832734,,0.037771447322596366,0.06568199707358936,-0.10367583913428607,-0.01989456207449215,-0.011455720345171443,-0.044078151099178564,,-0.031659529382232314,,,,,,-0.009361654990576831,,-0.06473816050355448
NPPC,0.07000337764917312,0.011504437001422164,-0.010275939640939777,,-0.013826990675556775,0.06054524693651458,-0.01716658774541484,-0.04381401379266666,-0.04533427024540673,-0.016832776698642814,0.00035072889533904294,0.03782415678683186,,0.04969218757750028,-0.026639996794791617,-0.048720922803282087,-0.0049715693859147675,-0.01157991804206519,0.06454833553571618,-0.05756453566302316,,0.057486607431523264
LYZ,0.011587891655602277,0.005852681533883973,0.03401708438741723,0.03945264817554552,0.00342735382509979,0.02161247058267738,-0.02803899017662338,-0.05118483706804495,0.037897013703206146,-0.04150231451007652,0.014875725286266923,0.05037761864834837,0.03439715260699368,0.09943490775336897,0.00300389211055804,0.03449308383750276,-0.03051266472581001,0.07298944882653803,0.020235267775549248,-0.02274947486556544,0.0075246323647681175,-0.01577874520551585
EREG,,,,,0.020666545358118696,,0.021327782226960676,,,,,0.09405195309853158,-0.0025177958703582934,,,,,-0.021167855777313286,,-0.021807182141649985,-0.024993617993997498,0.00933769965395267
SPTAN1,-0.06549103230904782,0.07405204713781781,0.08555267396084976,-0.06239589281178811,0.0746437457843026,0.04643779804271637,0.05421100350751781,-0.016770513186259484,-0.05274923814438607,0.005414494077144116,0.03608449750063304,0.0035635554946270146,0.06951707805477102,-0.04478368470191174,0.029784577546266237,0.12191640839140788,0.02176749653313847,0.012933380643529134,0.09197386772631658,0.09857618763868897,0.08648078381821808,0.11110943681820244
PTH2,,,,,,,,,,,,,,,,,,,,0.04723749473429692,,
LIPC,0.06544220784171437,0.034567670355338954,0.00150009361182091,-0.02206144371321348,,0.014245526270136553,-0.020384347104507004,0.09822940599183477,0.09618417549067065,0.005872809337434776,,0.05830874919469665,0.004014501943483616,0.03741862624942167,-0.028248989621024363,-0.035126056919221244,-0.037279279659291745,,0.03156847813320299,,0.09309456216327683,-0.014321566435950644
COL8A1,-0.033641688432091484,-0.05151716591347416,-0.003365227733104426,0.004223478928245273,-0.028849799580489936,0.015818388997835938,-0.0052052482350758485,-0.02331039257237521,0.017623446322482268,-0.010903562377072223,0.03153709764363235,0.06614490782422991,-0.04166914367000667,0.04874457273093013,-0.05523833578049493,0.00821901018381154,0.060913374535054014,0.03554145160262162,0.11482223152826453,-0.05151426267359366,-0.04037651654558045,0.023846431251330878
GSTM2,-0.053895349498957815,0.04701561367094348,0.02200941955666825,-0.03212000303959161,-0.024835655427889222,0.010360393825714008,-0.005741311645271325,0.010199819153065821,0.04551849348611538,0.0056953787110662615,0.034263902945779384,-0.036893717783138685,-0.038440849103661974,0.09068126287897145,0.046245190372747984,0.05985559687316206,-0.032720547759390796,0.004192771093257689,-0.047871173956106454,-0.004043688485193206,0.06694921146412965,-0.02255610674189164
IL4,,,,,,,,,,,,,,,,0.09365061899546326,,,,,,
SPX,0.015912044787355514,0.0724264133238002,0.02160249779637443,0.03253813833239389,,-0.01603802569352642,-0.012530346114759663,0.006443451985048964,-0.057870874864913546,0.009570831363122846,0.06463852173714765,-0.04355163521111035,,-0.045536807850772354,0.009267198364013138,,0.02277765400099477,0.07414042458809915,0.012776255972242205,-0.013032856391638223,0.21519121466089572,0.12862579811574915
MFGE8,-0.02228737198038394,-0.03357206747766153,0.0368284688959068,0.04060925347753759,0.03420775847718669,0.004238827996439997,0.029901229290374733,0.024765911023071078,0.052254538163763464,-0.008429268660115353,0.050617921346954524,-0.05261567359871808,-0.03026602687819834,-0.04110844441203335,0.016318369770430517,0.13773828521045078,-0.0826889532412801,0.05030712672644748,0.11549691123336157,0.05046288640312441,0.0021856580879869294,-0.06341703648395093
TGFA,-0.023488107787087067,0.00401486883747903,-0.008534108422636834,-0.017264446683887266,-0.012627575640461838,-0.02596856058545746,0.027848848545003062,-0.026867958573713796,-0.010330609110090932,0.030847711965103542,-0.005009310297283985,0.06401447638266419,0.06988078067015818,0.04702591054264221,-0.0005147532264480649,-0.1209894973214969,0.05968344402632265,0.01173521361906527,-0.046410501690787975,0.023598770122279462,0.12160629222604383,-0.014668404852333044
SLIT2,0.006981138555508195,0.021716441719342165,-0.031559193487540854,0.015755876415846564,0.009739106465448405,-0.0021656469295149024,-0.003264734845166755,-0.004730983905770589,-0.041222769695103155,-0.023748047335895195,-0.034429575471123255,-0.006470819149259019,-0.03473045630161954,-0.03761710363829189,0.08445325668459158,0.04639935858784361,0.055053802067642724,0.058598482582484825,-0.01558592286313932,0.013722888708198957,0.04258687570833836,-0.04456206928577818
PLTP,0.015276013692546515,0.05319673132151704,-0.019044649344026145,0.00260038768336705,-0.04912699512062151,0.03408670564706811,0.043267792825155714,0.028844939982706635,0.06724719850153847,0.04880583544748972,0.07835900491467254,0.043411653291771914,0.003627269542652209,0.018248030166376664,0.02022481999182207,0.0979739959830005,-0.10986315518177621,-0.03810852611227276,0.06546300330975532,-0.0718575497929328,0.034351363991045186,0.046170633023578926
APOD,0.03455241487249236,0.008207720856728416,-0.014831524037018347,-0.06873326606218687,0.008562858875420864,0.06886339080604788,0.004932763286490801,0.010170720454321984,0.07655115972246504,0.05666704544259429,0.024252524265174387,-0.011066355756380793,-0.05425113170123924,0.00527761699091229,0.01786189144226675,-0.046993785094184115,0.07172037174664295,0.04757283429605996,-0.044369159509010256,0.10118348992738797,-0.09765702027429571,0.015481544450339184
