,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
PDAP1,-0.011852461443549836,0.010988403768490456,-0.006124573396911956,-0.04645073315223414,0.01421721329937744,-0.16659289524208476,0.0027338155229987304,0.07169944473137563,0.05266056547523548,0.07747352019062065,-0.01564271885287682,-0.044880891678430575,-0.03473111062181026,0.030752009140644108,0.015509835182990407,-0.044957032309973735,-0.007595764773866335
QDPR,0.02328307003798648,-0.019469201475376462,-0.015665863491813353,0.022603622667699667,-0.020470394574176442,0.07279510723632043,0.046190329902837474,0.04470230721730365,-0.1715197855484548,0.09041118790186546,-0.001690361321152212,0.0881802285553713,0.10635095103096645,-0.05117559190852164,-0.04223814117615024,0.10816028302908016,-0.07278310866418615
POMC,-0.047545736456381334,0.004174734844746004,0.009372658137488495,0.10505942936353091,0.01272571146150823,-0.006469088118599909,-0.02487610985978458,0.06025156366281507,-0.020278497138319404,0.009806055379997175,-0.009076823999510597,0.050444485833791984,0.004533531413048618,0.01461339532444324,-0.007311627781779796,-0.05464633034626641,0.05661471814963775
CCL18,-0.025033666869240866,,,,,,,,-0.018277751632462983,0.10468134537690041,,0.007578846181392778,0.0302051767576146,,-0.06096934540878539,,
CCL17,,,-0.007093169816329174,,,,-0.02673859588360192,0.007303024329781944,,,0.06878439051267281,-0.03766449093969141,-0.02689676944096123,0.037166761457190445,,,
VEGFD,-0.0250336748186026,0.019460741108791018,-0.01187435952714227,-0.011917627765010704,,-0.04436324714362704,0.012223209502442252,0.005425276167224134,-0.007995347224818046,-0.01640739049443925,0.002941954566027195,,0.039701762790366815,-0.03664781070288461,,,
TNFSF13,-0.018891214344030287,,0.06393877273702143,,0.02685046247019149,,,,,,,0.04969276684749224,-0.04264649100052646,-0.037262121799513395,0.0347667079306322,-0.028249097877842,
WNT5A,-0.008104876553775854,0.028322627812453104,-0.006776618659399341,-0.061794633381405374,-0.014256633537498502,-0.14082588498515175,-0.0052551417563542965,0.0013260962267524327,0.022381533725175432,0.030806795907141075,0.04031584644037203,0.0179872966556384,-0.02769793314506296,-0.02292315482937412,0.048640109640830494,0.00044331017399979773,-0.07792628035092125
CXCL8,-0.0411275879550556,-0.02600396199619236,0.01040665552305961,-0.056075372933579226,-0.028374467369572158,-0.048208000105331626,-0.026754358278709603,-0.028791870857747155,-0.029612609253256213,-0.0766584040300734,-0.023103048735933062,-0.17291589098725754,-0.08418752211551365,0.08035769342826667,-0.06206970449018934,-0.07481819927212026,-0.05865354790638954
GRN,0.040737284409165936,-0.0004616370395420354,-0.00203222186050516,-0.023085288056502236,-0.021385972771744113,-0.17599219813841685,0.05497981727686405,0.014472292285555705,-0.1338431646768433,-0.017549794221174825,0.005494139770615184,-0.04491067473632471,-0.06059425460828554,-0.02928788695645781,-0.02617376888894255,0.05435955371547064,0.054413737463440866
MIA,0.016611854638236685,-0.024698386575169658,-0.03796218412504121,-0.026391488861684888,0.058044368056650954,-0.03788221497516119,-0.017805191493825045,0.015598312447796518,,-0.030803285669724245,-0.0234066858081046,0.22842575720696956,0.21610555441798,0.019577199092495935,-0.040056191945777406,-0.010681492815493902,
COL4A4,-0.017995471472356313,9.936955645860969e-05,-0.03328850044971018,-0.0696176240429946,-0.035154812838382704,-0.026095335689268927,0.06220007233421618,-0.048523958520732546,,,-0.022705353600801646,0.0732266493506557,-0.013355130362276408,0.018529102334765117,0.007434385709454705,0.020866692645562884,
TAC1,-0.0077812866640540905,-0.02627715177328896,-0.03096039915278677,0.08195618310711977,0.04135443223650982,0.22660285344330244,0.11435927705847086,0.05187277258113372,0.15864308742483785,,0.05952957175151026,,,,0.09096569983660524,0.13249285955428908,-0.05220126851022231
RARRES2,0.04649025500581376,0.028015451012810666,0.03942185185711974,-0.09734925336631531,-0.024474898622411867,-0.20204761073081634,0.05764286457326595,-0.010567150393615969,0.029399172901766153,-0.1283196862648957,-0.01301116201682274,-0.1371877463506977,-0.030914127491655816,-0.01509361982110735,0.06720279313330758,-0.08569858619873309,0.054313570074579647
FGF7,,0.010623807703950683,0.011996010824012861,0.08284598131123921,0.03894650512649643,-0.01268056558836236,-0.04912852168821204,0.06138932585518252,0.0286200532029469,0.019101576880061807,0.13616074536543513,0.09309990553854423,0.03258334454187072,-0.007523868604088264,0.0036836162237004607,0.0009128603296419637,0.04198823882900305
EFNA2,,,,,,,,,,,,,-0.04030677904173401,,,,
HBEGF,0.03741378236369797,-0.003627509256057031,-0.014681800072927248,-0.016102388324756342,0.0018560067125826982,-0.12413477979661926,-0.07961901737674593,0.024503603938993947,-0.03798773552398654,0.04574797846461199,-0.042278065105293104,-0.007572927052104262,-0.01028334557665879,-0.013772204959002528,-0.005383830123587889,-0.030150873025105142,-0.08297351714548558
CSF3,,,0.020923176571262393,0.03675413961867307,,-0.027608362886405342,,,,-0.04454688995028393,,-0.10964270287228174,-0.11084510841092127,,-0.015710876858059282,-0.06762414812512789,
PI3,-0.026336473009750713,,-0.010197697320227482,0.007065543547660871,,-0.031087381001040627,,,,,,-0.21688330280573329,-0.16071196984816502,0.005784164962940368,-0.10580198237765237,-0.04338669267272624,
PCSK1N,0.025760781815520578,0.04530099976923335,-0.029315234276279137,-0.01206824703970332,0.001957845039086782,0.11581039882590659,-0.041740472624134675,-0.0434561850034188,0.21288702425700043,0.0577097638959799,0.04775366212965781,0.013251727278821911,0.012917266869694348,-0.02552049843760456,0.06918590728360287,0.1626825899366185,0.026906957202294725
NTS,,,,-0.008453843759069475,0.07806749536586212,-0.03393399903504355,-0.03189069513481854,0.023595291896334015,-0.042260638918116315,,,0.06904253341669947,-0.04910616150995847,,0.07702211198968285,,
SFRP1,0.054282260358415144,-0.01728932583465991,0.1056173254054569,0.04435471974633264,0.0071799426086312035,-0.044973217821865405,-0.0034061660572009852,0.05641922863808528,-0.07497714210563221,0.15129938629718329,0.03676082739622562,0.09010201788452114,0.06554598466227221,6.78147453675468e-05,0.06190014477025679,0.022840098515171284,-0.04492432608913531
CXCL13,,-0.01856803125421857,,0.05918415602536418,,,,,,0.008394728547242245,,-0.0181297391800851,-0.05308483959983846,,-0.02715158321202493,-0.05485237012090678,
MICA,0.00854959278289631,0.06424200101399274,0.01205904428930518,-0.043817754801007795,0.09035290264335231,-0.12261874983642496,0.05347255414820287,0.0008534600754137323,-0.039847969781313886,-0.0039774849980604415,-0.04630442277574921,0.06416702182043833,-0.023032979960487143,0.005642853554690032,0.011337690222116873,-0.074471724190277,-0.027023939517877085
TG,0.00606836240593477,0.011998251217991508,-0.02008102028321075,-0.016087159082919147,-0.017052880264396914,0.01469555336119047,-0.006144530108189717,0.008873119054428474,,-0.031380059200166274,-0.00971156456897856,0.06378524642543941,0.06883604526894077,,0.004497558857323719,0.01094718846083906,
ADA,0.04147212815102255,0.058063630405324244,0.024717427245904113,-0.020900777652844954,0.03472054408446548,-0.13537310462807836,-0.015141003098526616,-0.007152091768153972,-0.09784196090989268,0.08515644947788095,-0.007469571978231777,-0.03326639359590491,0.038228720869390845,-0.05047736132305389,-0.0489967334909627,-0.03137146878535319,0.05624871194191474
LAMC3,0.044489451824834755,0.019268809202029783,0.03176117309679485,0.06183012924429591,0.04601025242062407,-0.08106181710967146,-0.05401338849406308,0.05627029111039045,-0.03504674704038482,0.07297735262454555,-0.03169340951314831,0.042492957416368056,0.030382574931069606,-0.05820047391419396,0.008953677247238832,0.020865448197319895,0.06578226482165599
CCL7,-0.01592352691706967,,-0.014518545580726775,-0.019460721756741385,,,,,,,,-0.03983914434107642,,,,-0.04117004011774832,
NGF,-0.027339904968812296,,-0.02478238492857446,-0.04159483943457672,-0.014455574242340046,,,,0.05138695617454438,0.04830220589820184,,-0.0016863204145540777,0.0029733055917505998,,-0.03744725854626295,0.03825600448654535,
TNFSF15,,,-0.016167110597107442,-0.016284193738702563,-0.017102437602437667,,,,,0.02777679083816163,,0.059208358150814676,,,-0.048770908584577964,-0.04508935129091025,
HMGB1,0.040139560306472144,-0.027703647281895644,-0.02772944285622462,0.0049357032588809744,-0.005005474259386784,-0.13496771730634885,0.06541582383572818,0.01994475271392892,-0.0958919853754008,0.10470301240137556,-0.004585509356574956,-0.08394785775817123,-0.07721648545777396,0.02694973363549593,0.02362092473439328,0.008818881570233228,0.05170775205075599
ITGB3BP,-0.002093321030826438,0.03205614185590948,-0.0056343556379790235,-0.033448095019813225,0.05728246747971897,-0.09674346593548203,-0.06357562785161207,0.008006642628714087,0.0012357266923189612,0.0872704231534312,-0.002142384277918317,0.021028510081404297,-0.047812574017912925,-0.0633604325904045,-0.023300919671985342,0.006167604353811389,-0.024449402040906294
AANAT,0.021763054477108787,,-0.014710418746158903,-0.025997521803053363,,-0.02490349045886098,-0.013022713006266048,-0.008090223568568491,-0.025312646020414626,,-0.021391305213777627,-0.03211987199642153,0.106785772673527,0.01651081221471967,,-0.02780948835441462,
RELN,0.0023485517708093924,0.05520755875836224,-0.013945785383680659,0.0010923552159569823,0.02295236915724714,0.11021133304689447,0.08471686549111236,0.015462537239806142,0.04325885393136774,,0.005030464900848319,,,0.07984298700030452,0.022275725415360496,0.0048104502355060304,0.022150000463106466
IL15,0.024275196100269823,-0.033590044767347775,0.061412234650825764,-0.027816780128136407,0.08795406556313101,-0.05902740665274837,0.008727350815964957,0.039916645232527984,0.029340248348111525,-0.05484193330706122,0.01503926615640621,0.026144537114605088,0.06653442509539201,0.0070732587446361225,0.04898345136610484,0.009845233333267969,
UTS2,,,,,,-0.08214775647754985,,,,,,0.09971015857293249,,,,,
BSG,0.09533198826922457,-0.03023352297928591,0.03141634883137683,-0.038227995833403264,0.053650283355516554,0.09658239508642559,-0.036014249607901394,0.06428725021954604,0.2043143662832402,-0.06677982216676015,-0.07719320948580466,-0.01864803170877696,0.052923163374903215,0.021272384553060835,-0.0663029384125002,0.003581025721309253,0.01570178693415919
ADAMTS3,-0.035506308007460054,0.01899536950361985,-0.02627686654431304,-0.04609162833920741,-0.01733419067074739,-0.1722758531836031,0.007324726159900792,0.019118834087134846,0.06130361315466819,-0.023186809752778984,0.04296825436478051,0.022654648580584365,0.03857104255025255,-0.037178295151035115,0.06888011603286667,0.023837640279824792,
CD34,0.031513877579601376,-0.026974119244792167,-0.031953168122943285,-0.01374503448522253,0.06252945223511665,-0.1149742683449174,-0.03644020766919971,0.0054017161053819766,0.0061190038682020775,0.05584436029480191,0.0017836583771000591,0.08361696541053294,0.07544760673270622,-0.04200159351175863,0.02937604625692916,-0.0131865696602671,0.021485879543689895
CCL23,,,,,,-0.028336218973267654,,,,,,,,,,,
PLAT,0.0074099491084608044,-0.044813470843182455,0.009922192013300322,-0.02447528577823847,-0.03775823427398329,-0.1617213718843273,-0.11908030111481675,-0.006504218114504787,0.08847394624261143,0.0027557118912134495,0.030471409379653955,0.15727716632786018,0.1258733385089686,0.017524449710441998,-0.0802673632181446,0.009089556918375671,-0.013708946440960221
NTF3,,,,,,,,-0.0062710209209353275,,-0.004092176159702631,,0.05651759928252712,0.10340260056216442,,0.11661677656917369,,
LTA,,0.013686015929378894,-0.0030011968302350862,,,,-0.023331788928845916,,,,-0.01983944934472549,,,,,,
CKLF,-0.004091229740119913,0.01177590867646725,0.006567242476918792,-0.04569297359474039,-0.028544085155470387,-0.17399609509782107,-0.014281267538555154,0.009258211649085857,-0.09510640548731339,0.04245128827332207,-0.006653597767094684,0.09527078805254129,0.044632605928961795,-0.02380432118396124,-0.038431328618244456,-0.013569769417545905,-0.0841852086713694
APELA,,,,,,,,,,0.003376981635740653,,,,,,,
CD24,0.04150656498863651,0.07455433983754362,-0.004828348957917531,0.026482270136244414,0.06993077958131949,0.03094882173806343,0.07038562111316676,-0.017025407270130275,0.01702457825973163,0.14344384123610654,-0.03064920243572281,0.08196849820363496,0.10282308264106628,0.01614529286842486,0.12091436230471467,0.03619039063768737,0.035035137277663934
HSP90AA1,-0.010076552409815429,-0.022078917761371386,0.03961499232974506,0.12506663886898112,0.054242760285171096,0.21213426507077032,-0.014295319095392053,0.03432721607988649,0.24846491878892388,0.027934772900462743,0.09476285694531485,-0.20671404109335692,-0.14445591321229237,0.03511090542058618,0.028772842225119603,0.06356350949614223,0.04596837814011004
BMP4,0.07252601507598219,-0.02055425469393264,-0.029035385863694682,-0.014251967509310346,0.06714303106093178,0.03294001869886249,-0.015318836962812424,-0.00825373192248975,0.026420825350801598,-0.013369493860073602,-0.01690525994783333,0.0013297108312242442,0.09354340731179484,0.02541286469519722,-0.016869046222977503,-0.006286420838573269,
SCGB3A1,-0.01592352532473825,,,-0.01878007292207113,-0.0297823682993473,,,-0.02965976999648832,-0.03472307958515951,0.05392818614820146,0.08435497647591386,-0.010293908520132952,0.02275872878201021,,0.007796549540351969,-0.04617680955792119,
IGFBP4,0.014982062895731365,0.015306762424377809,0.022075588308278805,-0.0033333992961847585,-0.01266279192425758,-0.10697233068751634,-0.07744332127852309,0.02884866418952398,-0.053354917233404936,0.09364376467761737,0.005571848142406434,-0.013920570239394178,-0.1047567972519366,7.252100543742699e-05,-0.05375797383266898,-0.0038086401430347376,0.02068927094627673
RSPO4,,0.020674721940272037,-0.028482859729378873,-0.03573268698428651,,,0.004915830332557696,0.14412376322127932,,,-0.027520439601931176,,,,0.07352027134350517,-0.052066594799565324,
LEFTY2,-0.030576253662883256,-0.01962786946085413,-0.03392443039562902,-0.02103330775005447,0.09561381830670754,-0.11898996460272465,-0.009698591589188546,0.03164248813900845,0.04782683017407098,0.017770096179310982,0.031874892499226516,0.01139092363578171,0.06075423292522676,0.029117369829296167,-0.028906212433035747,-0.008274502417017092,
PF4,0.004452407157118457,-0.017637598437179165,0.03295057462927811,,,,,,,,,,-0.03694395356006224,,,0.014139856803526443,
ANGPTL2,0.09266719152532826,0.04896130287596406,-0.03791717192896658,-0.10987827462425372,-0.005882394964082215,-0.14230336930138746,-0.020302704877152994,0.009313087080524394,-0.13685174831848904,0.012391718449724868,-0.08640621267780935,0.16132686893196918,0.06908492768205811,-0.06950063584807453,-0.05736762096102672,0.0591071928226526,0.03087101769082547
LRIG2,0.02953573699557812,0.029060576469636543,-0.04182866969098722,-0.03060761953221622,0.05373062246408056,-0.06753513410935086,-0.0016005731471982142,-0.01490714921749451,0.022779476549969934,0.014749146483201447,0.024107726990630584,0.0919757792330526,0.0708631591498189,0.029409602433686507,0.016749537045907217,0.020281075296192528,-0.05867537973594126
ICOSLG,0.01702160381560205,0.03891235511538869,0.0218654690365862,0.006182867311693364,-0.014614368763694928,-0.10110730699865797,-0.04176795049124808,-0.0034277369687748167,-0.09025747559088709,0.020822528608423124,-0.009351364071259142,0.003720521386215559,0.039411163325722386,0.04876059319264233,-0.07706527500126008,-0.05436993983115503,0.04507839807300239
WIF1,-0.029721642406038536,,,0.09454048140501405,-0.03150817135513146,0.23835029103743868,0.16748525320065416,0.018034893448072672,0.09046147323874998,,0.055656208659598694,,,,-0.01602091843156652,-0.0613233826290414,-0.017336136722846382
NPPC,0.052388804978703116,,-0.019649865673843227,0.05132916344996351,0.08079575809323508,0.016178507695636273,0.08464062116277746,-0.017495415619523242,0.14432102231601532,,-0.0627075452821107,0.05572266814782917,0.09008619753162032,0.022679421799193872,0.008506122774099035,0.03253373636662425,-0.07150063691150889
LYZ,0.021254439389903252,0.014611624697742185,0.030517450857093953,0.01521212309130309,-0.008682118463402992,-0.10542432930998165,-0.007406970958078726,0.02067690911484836,-0.14169093327171836,0.029011533748051703,-0.01185436328607044,0.009562791692098248,0.03249904786817269,-0.052618725334809865,0.01672416535884749,0.02182750852508952,-0.06511235328586114
EREG,,,,0.03591998936783675,,,,,-0.04347387589146404,-0.016469421043594407,,-0.015728850175285015,-0.02059278449946959,,-0.05293008200151582,-0.011827747602308269,
SPTAN1,0.039617683468824307,-0.0027355559895210434,-0.04537319172925801,0.06862393664511271,0.021845979744463704,0.15286434944385813,0.038985922630588685,0.04030697646306053,0.2476574603192184,-0.009428097235009385,0.08878040905131966,0.039234006087613106,0.039363820620981996,0.036134406969310084,0.09020385687435868,0.13724972457931492,0.05847036597383385
PTH2,,,,,,,,,,,,,,,-0.06030892423778891,,
LIPC,-0.020222497840780916,-0.02654552828187942,-0.022763802956669847,0.007174378134967358,-0.028750480692382528,-0.05123219609457538,0.039761059883084544,,0.017053029749966107,0.10600872731962858,0.024812787783539635,,,-0.007442711952010283,,-0.022897860926126026,
COL8A1,0.011584744130116306,0.06526757493173951,-0.0023827049457218717,-0.014108646650479681,-0.07013300402997917,-0.0755663636303137,-0.02842620813007518,0.047389359304485984,-0.08905454190946553,-0.053002914202754596,-0.08613548609786882,0.08149195445554654,0.12318203521554086,-0.03783326729035472,-0.05062196320937991,-0.09005477613635193,
GSTM2,0.04653823348431363,0.014016895441933729,0.010606367890460093,-0.04755429005012139,-0.03453712365270843,-0.04892363512202644,-0.03197186130581393,0.012952276436216737,-0.03053288937926881,-0.03548522054950856,-0.03904549985420152,0.03793524494452655,-0.014162922709379511,0.042957714036137996,0.0013283929048046681,-0.034921790074134956,
SPX,-0.022373219278156293,0.07560980137915435,-0.021887691218641418,0.1193909978513943,0.03597292080370248,0.1594637026969231,0.026646526466030433,0.022740787379804676,0.05657282679814412,,0.04472141865807113,-0.017298930302889436,0.04032026402740831,-0.010805292042704119,0.039404668289504195,0.013092293911967723,0.03288728162807866
MFGE8,0.03448374048333763,-0.05668172277135342,0.018000223010630697,0.08185117879720852,0.0057372754482307945,-0.10914988189062283,-0.0619250718548602,-0.009506134608532694,0.08378087523683202,-0.04902884134100974,-0.059217985336210234,0.03957412112372883,0.03597991623718016,0.05098407381767845,-0.037640807501943145,0.001472131003745531,-0.02660666903868994
TGFA,0.03276217217454939,-0.005270788252107413,-0.004182869719050009,-0.10161682486620532,0.05343576845749309,-0.10571159581904126,-0.0663551220229892,-0.01400515098425674,-0.07814196264631583,-0.012171196876089065,-0.060743325923518145,0.08874667951579393,0.04323590177652767,-0.02640385494821822,0.008684326549343879,0.028202076578617473,0.03877425201611196
SLIT2,-0.012907371498780303,0.0072412739752623564,0.0004461300677837794,0.06249673462998571,0.07218595520015267,0.0414761619339218,0.07171590494975741,0.011798996987752743,0.09307444678733809,0.0529202329288808,0.06582602115065342,0.05047041115220974,0.10190260699013347,0.0421993809325287,0.019346282343367213,-0.02142536668398671,0.002523901205729474
PLTP,0.013726252878702633,0.0025810602304611754,0.04082210090084305,-0.03253511309075877,0.0064699411118212345,-0.20867710521239075,-0.014347965164190152,0.02687903631371222,-0.1618598275986523,0.060354689939747665,-0.01989590554873708,-0.052386819632643335,-0.07922245447626194,0.025490517456112846,-0.025475493511697263,0.0038571145343544756,-0.004897783362304386
APOD,0.05887362914976408,-0.003553266079875561,-0.013000396648022055,-0.07808012979927574,0.016933104754364308,-0.18403961090675552,0.006322347887003816,-0.011864339947591453,-0.19012588435135774,-0.007489444850078991,0.038550909201708006,0.26539377118735535,0.13219467415380273,-0.017505198891305394,-0.017928740570605877,0.0888498163352792,-0.06876054941626326
B2M,0.07236468589063942,-0.0657103988120534,-0.034738486549098384,0.002115932843931906,-0.025499591413036142,-0.2447917194950068,0.02474119720420666,0.031168055108326643,-0.23682790270200313,0.06380267882537174,-0.0377175302847154,0.011075340653144897,0.024871866307180017,0.008008528370403776,-0.062265971980135816,0.049201063161838206,-0.05439209974687039
OMG,-0.009491316273843805,0.05549943468219943,-0.02549413004406218,0.03258682075207971,-0.0018074778485602393,0.04133574193553286,0.07100443538343151,0.022882157150890564,0.009778694703422509,0.010715429346371126,0.05173744550835192,0.1842506857905766,0.12849802627883453,0.02544769756391852,-0.021821974592048123,0.15218962319027987,-0.0498207119746808
CXCL3,-0.006745396572131855,0.029471536251950047,0.003613689781947566,-0.01555232046298718,,-0.032697092521327686,-0.08252497333134697,0.006013715203049486,-0.04182370425109268,0.09939504616411664,0.07966676763089098,-0.1107643603114743,-0.092025459779643,0.03463672825097266,-0.03130654984079106,-0.02737811282562429,
CXCL10,0.030520384597766823,0.03571529944642189,-0.022583063535197914,0.0161598027837887,0.05254426145256643,-0.16264957392032717,0.034884563606925885,-0.02888627884272972,-0.015057474031839399,0.04942163370104002,0.02315304455903502,-0.05018118910242245,-0.032181290299791755,-0.04077685885794605,0.07372983877905472,-0.009757778985577862,
RSPO3,0.041137852267773244,,-0.014710417659225507,0.09480410340105545,0.09010087762009068,0.07579247961842267,0.13507769301906505,0.057848615576793466,0.07308678155166172,,0.09956461580350869,0.042539659245695444,0.12282096753591631,,0.07051779028640213,0.13685013819408517,0.06451399045415075
CORT,-0.03188578906143697,0.07309909575136922,0.050995897594132596,0.028608994680699756,0.00386045756206911,0.08620410858311336,-0.023314895724274913,0.015694504544388196,-0.00133996979264728,,-0.011078562328298723,0.06547811113532213,-0.03865996968338126,,0.07703818327919372,,0.014440862487880079
NCAN,0.04535417640449674,0.05120219135146692,-0.033182852872598735,0.07264217933853945,-0.010758124235528153,-0.11724871727636024,-0.08429563947573829,0.04422035295452954,0.17907352292232914,,-0.04039866909127966,0.19421854625603213,0.13201385113610734,0.08047787913514919,0.0253100871000495,0.12387663649891427,0.07033252282750471
PRG4,-0.02394708280785844,,-0.014518547843226584,0.004158523563093356,,0.009248407479915264,-0.03467910253545465,,,,-0.01745643379663353,0.020732519604130514,-0.0022271288932141785,,-0.013899915700992044,-0.017212079482140003,
ZG16B,0.025630585122352657,0.01009803311342714,-0.016850550386706444,,,0.03562164388261534,-0.018539224328352283,,,-0.02392970006924752,,,,,,-0.03479524660370544,
TGM2,-0.03344183439978509,0.04692842335415133,0.006174911438903163,-0.00800686480760126,0.05147996689481581,-0.08331123596188184,-0.05307211828374566,0.039325337493863494,0.11479975535674587,0.00609902771764342,0.011920473333890744,-0.11557283804608569,-0.06388046899018521,0.0207551066506878,0.005732342828697733,0.033962754764575415,-0.07515908234672215
VEGFC,0.013482136443094917,-0.027252411631605956,-0.013867244643491277,-0.018413490017578853,-0.025261004404592766,-0.020810611652441358,0.009742776426394484,0.021939626477992392,0.06715649628405473,-0.023532721313988175,-0.017814986500529845,-0.024108521809296082,-0.049585175374368524,-0.039923409719763096,0.046833469203647615,-0.07486031897170115,
WNT6,0.02656774928932995,0.06522387539654084,-0.020081021116985367,0.041979034209844786,-0.006127536946282979,-0.03483517984276221,-0.018862573913745385,,,-0.022516249504299517,-0.015548020615600356,0.06754310134644169,0.059758402875186044,,-0.04560030947746746,-0.03595392906889732,
NRG4,-0.01466612732640553,,-0.01766973688885411,0.038614474418914524,0.007312214527240156,-0.04412323748383384,0.020950551245536783,0.010108988957712615,0.08615991534941078,,0.02894375659460867,,,-0.032057921351532896,-0.016969741693218486,-0.008003591972801618,
PMCH,-0.016903501014919026,,-0.02448314190755053,,,,0.035540469438476684,,,,,0.018219924869471642,0.07274835995072901,,-0.022533042841952934,0.055980266806807205,
COL9A1,0.020592148046468754,-0.03405432546167343,-0.018454750541823304,-0.0008434635719693412,0.021465585223754576,-0.05968797486812749,0.018032881380971904,-0.010623835373078762,0.019348017697972907,,0.004622531746789554,0.17356764826870336,0.06505348601545691,0.0794136189276794,-0.028762074923289287,0.044987112481729735,-0.04166067875727949
GDF11,-0.07424257200761142,0.004152646448343393,-0.01915656161332709,-0.00583397404914599,0.029495753983922637,-0.09967096871456059,-0.03192174235527462,-0.009503750912246782,0.021703661761205827,0.07541843526587287,0.012977498069389104,0.03427528480939682,-0.015197185318409651,-0.01325561322866393,-0.026212766727627818,0.024044523409210046,-0.06077735001892228
IL24,,,,,,,,,,0.003089876010874436,,-0.04277960635850917,-0.03635490100354366,,,-0.025572958247729875,
SORBS1,0.023833305521858326,0.04652531117107786,0.025969744705331067,-0.055207370027181304,-0.004086165293131676,0.005143165872614396,0.02291098732134144,0.002261384968617372,-0.09419913055506576,-0.014468381616450272,0.018609532519327853,0.016732981072260365,0.002607664223984882,-0.0402845601594807,-0.07509759613219358,0.018301902007382215,0.03022377139512893
DLL1,0.04976291179549577,-0.03996590229236272,-0.01328555348466388,-0.057246880643442494,-0.02310013668663886,-0.06493964140729674,0.06821530983234758,0.04743542950126059,0.004019917283793161,-0.007058830841179513,-0.028176670468872386,0.1732260081465538,0.11452046911612764,0.04147775870881026,0.07594637747245535,0.031501944540749824,0.0290533365427619
TLN1,0.05052894370485286,-0.007480450121354804,0.01777749253176568,-0.06436507460861923,0.0038998741711670356,-0.1724896613557556,-0.03784302530102804,0.00695631684803293,-0.182104565247571,0.03492023703850765,-0.070057595153071,-0.05933218482400863,-0.08078089212990074,-0.018128583705278044,-0.0734823357633887,-0.01952734024534594,-0.06673058137730288
COL2A1,0.06315924696564733,,,0.011722003999200871,0.062074330642342454,-0.03269710364851065,,,,,-0.01450524949389955,-0.02668739215852223,-0.0643346767998558,,0.02080132137618381,-0.02791644604545786,
SHH,,,0.02294521843859992,0.06867031747602062,0.014869385015148449,0.00416477007521382,-0.04479935499459323,0.01816545286405869,,,-0.01384370417697867,-0.01969714131027958,0.10241434724762434,0.05449663553800321,0.014899750434392121,-0.004129046536607472,
