,MGH258,UKF243,UKF251,UKF259,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
TLN1,-0.030708258124929607,-0.02695511462941433,0.00686435092945272,0.027194555713263,0.060686247366732574,0.03299415473280047,-0.0007982305088292376,0.016602824431934594,-0.036922988742777094,-0.035274151511531106,-0.031736710928022625
COL2A1,-0.018205896959106856,-0.024802066080305968,,,0.13608562044902467,0.05823809028337985,,-0.015024264932763539,-0.05142081968762995,0.04727804131982716,0.02960968608003698
SHH,,,,0.0655389011982577,-0.01858353378929805,-0.021747234041065627,0.057725872672322556,-0.014339048721168667,0.010443701928480738,0.001491261105227254,-0.020192160542912188
PON2,-0.03636252586640556,0.1259063164414772,-0.09445334955125385,-0.033306330672411254,-0.029751950592183957,0.09397719957101298,-0.047529700669321814,0.0654441264059951,0.08791363382873532,0.09018688196414226,-0.03816820076406166
ICAM5,,-0.05779368895029307,-0.015709237047488157,-0.008985332920419416,-0.014029480812921654,-0.04604259340680732,-0.029917175331911218,-0.015617203603805566,-0.06574872647069903,0.08284001380354974,0.03554077082781861
HPX,-0.02067975264320764,0.003585871179902115,,0.026293258878018214,-0.015715346413492377,0.009995740243374273,0.04326714207291442,-0.017626557635369994,0.06532804088061984,0.034191301712208536,0.0602411815258885
SFRP2,,-0.032290854917583114,,-0.01639314362704767,0.003149901873597257,-0.022078411664052118,0.020996354171562235,-0.02812954403451802,0.002008726585815172,0.03671967517746681,0.0007102997218768262
CFC1,,,,,0.03069301183729278,,-0.011587553860601155,,,,
CD70,,,,0.014024551242719948,,,-0.021614845126211788,,-0.03180842490437463,0.06391821087254461,-0.03236565559525982
HP,0.11981878637735999,0.011063045030643244,,-0.001329220304913533,,0.002076525548139892,0.06863967017954407,-0.042219715702245676,-0.02203199764679243,0.03323919557989025,0.002379827965703523
CXCL2,-0.04427970772978434,0.02334261691270889,0.027292860145364285,-0.0013266627272881118,0.05439953750759185,0.01364613237477229,-0.0010213185070744495,0.10414745947315163,-0.04411296283915992,-0.006376225776401343,0.030433919587274313
NPPB,,,,0.09291447459094286,,,-0.010146533410954308,0.05529757561460665,-0.06197005565359821,0.027436771336596333,-0.01912555902418441
CCK,-0.029334903965822546,-0.023550900156315707,-0.007143050498349646,0.015990072153121076,-0.10057721064432612,-0.05571310699662307,-0.041691044824028294,-0.018974192935385097,0.06052691575178774,-0.007288908719306324,0.018116641199159074
SEMA6A,0.04269762490492622,0.09493945071619672,-0.01187384370918339,-0.03971663791973793,0.10798587642835344,0.0738428650160522,0.011916378679524643,0.035481080284646395,0.06354922787196435,-0.0091181748211129,-0.040104643033584284
IRAK4,0.06036205965437121,-0.005505823490059223,0.004686584366162319,0.007716393375680475,0.043990427346846564,0.058162309169386216,-0.0030847601583007494,-0.011986841003672125,0.03368356075189514,0.008419344110726217,-0.01712318123485716
GSTP1,-0.06808912537145054,-0.004938560402058046,0.002858096112862747,-0.015817205860978286,0.0614973450091859,0.06716481015547698,0.0025683299594483687,0.026325358086018505,0.0678589009594547,0.12446680321274642,0.05799051451857268
VCAM1,-0.043627120019130834,0.026131967243673705,0.08265307979299388,-0.027814767593384835,0.06640321266398695,0.0920282444200255,-0.016535665810617956,-0.042327535760246754,-0.025765836760706703,0.03563822349947918,0.037391121646661585
NXPH3,0.010511643577619285,0.012124161379281018,-0.042854564501750264,0.04138049251745354,0.0926145801191612,-0.01011691278013181,0.02187915810138532,-0.014311026676371734,0.08114328748404219,0.061427571517285284,0.022253294199519047
MTMR4,-0.03424860528080952,0.08701236567668479,0.006740267578519049,0.041379162930462045,0.036563481333569244,0.0498972249685442,-0.024495871165029832,0.026905753567389532,-0.014807064588916313,0.03896660810998478,-0.007785401517750084
LAMC2,,-0.022127707324624032,,-0.0035995818789026,0.05013708961566775,,-0.01277335357465853,,0.06098556403701308,0.004740853410632622,-0.012420912972012909
IL10,-0.020133371334806437,0.06758125147657798,-0.01747999626032612,-0.01983631340903145,,0.025909047707905097,0.027988410122493677,0.06315854402051031,-0.055040788764628694,0.08638792508223735,-0.030930614377386464
SEMA4D,-0.017950680124832103,-0.004646318418520045,-0.01929741022545332,-0.019568453392137482,-0.03175278390556868,-0.05895198798564158,0.005375896462760492,-0.0038532952690326565,0.0613994729585116,0.0582103380074612,-0.11478837343529337
TRH,-0.01779761077688837,-0.04318139495094394,,-0.016752097625839606,0.09535218132901387,-0.010794343630702322,0.09454801345258347,-0.035790853565195464,0.008607090818164949,0.06566620657477912,-0.03276858214508652
SEMA6D,0.017628744197809187,0.03134837819598162,-0.05555548415991436,-0.011572416712143912,0.05208405719084774,0.04343102450058171,-0.03539175970747585,0.074730907412681,0.024318010770645295,0.04769149906329642,0.028373602204339533
CEL,,,,,,,,,-0.03561953434004822,0.055597429714047616,-0.031442557032892345
PDCD1LG2,0.030168150607037782,0.05357447066160585,-0.03150561810460814,-0.027591236559179933,-0.015121258593775867,0.05528142926142691,0.003081434428572714,-0.02825522774585936,0.023364242611947455,0.12145264803748348,0.013019409509443629
SPINT1,0.014443740181456681,0.03533671814266924,-0.002657914862693916,0.028368610695228957,-0.019558429629166933,-0.021915061490231647,-0.022190910563864238,-0.02424420449248513,0.02140205751009627,0.01016878157235826,-0.030172268007357894
CTHRC1,-0.05690590629809297,-0.0038145749102820835,-0.01830731685456436,-0.012830507658962114,0.041124029878726535,0.02060238981366245,0.08930059486363182,0.0008446205850764554,0.0816332463740885,0.03889741795338931,0.02190744050341648
PODXL,0.03641477165150178,-0.04606198877870346,-0.004386991327342677,-0.08067880524340826,0.05824324472087384,0.06593467806815652,-0.05479366556402455,0.07513453432486646,-0.0407450289261886,0.035133168154049245,-0.012759628911846886
JAM3,0.061030621254946675,0.01935910045526655,-0.011726315269297023,0.00886776511946042,0.05302113766830587,0.0648958248600035,-0.00475436998543611,0.04531444468033716,-0.019974529505541568,0.08072007960723607,-0.043445529999954054
TGFB2,-0.010458425414908728,-0.011906597107176597,-0.026857844991188224,0.06009091912671388,0.02862266006667683,0.09321865308570099,0.004849755872575934,0.023140836862918006,0.015254461755027059,-0.0195440307080492,0.014119241007100911
COL18A1,-0.010470071528769812,-0.024789532909003043,-0.021606839747333555,-0.03193943124888649,0.050940627797239485,0.10507972328323706,0.03863388838260901,0.029170017022827854,0.08742027613712382,0.025530501412265597,0.005329303731270023
NODAL,-0.028156734579814106,,-0.011754459387930797,-0.02834755379585301,0.04888290368745899,0.08049185298238326,,0.04258046264506569,-0.009885786628907232,0.04252685884252133,0.11478965047110813
INHBB,-0.04267938065515531,0.05901798435414204,0.004536738462717044,-0.03949485280881256,0.013253304963913899,0.05299114451066749,-0.012641382697215764,-0.004772443456947264,-0.0033876388645482244,0.018216286576478568,-0.0511116776095812
LCN1,,,,,,0.008326011266879346,,,0.04525816623253531,0.10169555599188843,
ARF4,0.024332523797711114,0.03007281106051001,-0.032377731791838456,0.039893143313351156,0.05690891145720807,0.043722064686203176,0.03647990693286973,-0.037510427387931485,0.09140093344379181,0.0686873932614107,-0.01485574024902935
CXCL14,0.03319703071829711,-0.08909021822182998,-0.09407492975481972,0.039340676084145425,-0.07032095149777043,-0.04482043757771091,-0.03641572859884397,-0.06281612753318588,-0.10202689582182131,-0.08389883454926815,-0.03777815384773276
LIF,-0.024039017616287628,-0.03152262631028479,-0.014874594060997405,0.05397881872086473,0.057186597118945304,-0.011220497301965048,0.057312995864311725,-0.03055943660187964,-0.0858312899342465,-0.02724152276070447,-0.05553702396548695
IL17B,,0.08022533522238542,,,,0.02605052075802571,,,-0.019561200536479206,0.04130289500670386,0.003649145626775773
MMP1,,,,,,,,,-0.018414702789107645,-0.03872062790583983,-0.012796410131135041
MATN1,,-0.02083883208574401,,,0.06235971378295122,-0.025452500638157877,-0.01027396591417201,0.07257216095349796,-0.03739777037660949,0.03959747880311885,0.12353968370558185
ADAM28,0.0778508253923077,-0.08372894017567034,0.0024208349994230527,0.013495154190588903,0.030225756073607304,0.08694761821003076,0.006876773016403064,-0.01871560277173146,-0.003996636348536253,0.04538746539926059,0.035465379171282584
TCN2,0.00966958901068881,-0.00037439416354331627,0.003908931773909778,0.0020480801220199825,0.051648572642666465,0.028872381313626773,0.04057537814274634,0.0030563476154705674,0.07680994052275783,0.039366565141633246,-0.018152109368217297
THPO,,,,0.009624430637501742,-0.02618900246108557,0.0726955583982288,-0.021092006536040694,-0.015024264788940601,,,-0.015798306077848302
CUBN,-0.019197487793942078,0.0767795229081322,0.018881963979164276,-0.024164391562942422,-0.021527617380974192,-0.015742413580939814,-0.037821772964350985,-0.03531741834497001,0.1198979523450376,0.10985979633660581,-0.007067723670601333
TIMP3,-0.053086784812304805,0.046522111483208964,0.03989916799883814,0.009077909713070797,0.002973918613861622,0.12785405829401048,-0.053353338980746935,-0.004787011809403872,0.09833079245353639,0.020711260217795093,-0.03878691862813762
PIGF,0.023482659551403075,0.05442529629805852,-0.003923095533943722,0.006399352251163144,0.022966359231227567,0.06470527482528413,0.01067296395674079,0.04535587968493696,0.025711742805020164,0.06491442687154708,-0.03973146409651369
CRH,,,-0.014751815537279587,0.05387044561750991,-0.015519699548139067,-0.03733122637934352,-0.016173620565533422,-0.004314500939498906,0.0015335116127186896,-0.021209770918698304,-0.034483025559011296
BDNF,,-0.037748911252245686,0.11108794023286138,0.03195560853403803,-0.05753725462862121,-0.05771428031039618,-0.034218577132092066,-0.01692118093959328,-0.0010389580208627414,0.01624779540377732,-0.029593120033924235
CCL5,0.012358185488684094,0.03804508162029838,-0.010970414843705223,0.0066222480350690525,0.025284741083629048,-0.0402934828192408,0.07289746850140001,0.012352044721611917,-0.0238052187241105,0.067083709436389,-0.0074034755870171585
