,UKF243,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
WNT5A,0.10854977333403287,-0.03841495078941427,0.006711013449118203,0.0627318420366273,0.048766943673515376,0.009144838886936941,0.05749694073182747,0.004627201166884369,0.049233661099227694,-0.045519658915041214,-0.03516956259217405,0.06130416851826447
CXCL8,-0.02761098536561136,-0.017298398895740898,-0.044528962664032445,0.09952332698917263,0.026695747578269674,-0.010043005486426717,-0.03791187789144001,,-0.008688955473941615,0.035215127961660146,-0.00959054856275876,0.038185827344130126
GRN,-0.004226968293410295,0.05483687722413504,0.04312600945086708,0.10603451863998678,0.00616421482905461,-0.00674377115673318,-0.06822522508685806,0.026465996241442098,-0.05678333311467965,-0.05377597499821217,0.00784564795657788,-0.06586229674095744
MIA,-0.03312052457672077,-0.01642990184038324,-0.007128674126792167,0.10032370920969501,0.01630956056180849,-0.012265109964387375,-0.007692238952179802,0.018995794503773433,0.05245312247665351,0.06098064514159453,0.12333616583420126,0.037732868663784495
COL4A4,0.05669346906158891,0.022999202896181608,0.01981909658933353,0.07035113928961505,-0.013864227203243833,0.008336441890949385,-0.0289463082663866,,,0.032568132274920905,0.02019908742116378,-0.031229377706641817
TAC1,-0.020836826459793976,-0.010219336407482864,-0.0040388034037176085,-0.07340346928567705,0.059603610705369466,-0.025153231345914646,-0.05129891619669105,,,,-0.029100775545979854,-0.004695590787131573
RARRES2,0.10317869098144962,-0.02568502634625717,0.02523557688982156,0.12974974628610214,0.04172134609569208,-0.043573860214755934,0.10122244181520955,0.03521883898779901,0.036173937996164404,0.044689506957471536,0.023320611774828796,0.008583025605073995
FGF7,-0.010468102407233282,0.041361360684473665,-0.00656006162472248,-0.02436963869316264,0.0534817490820614,-0.04277051960580722,0.010155948181515074,-0.05767247567794658,0.025596272168287828,-0.035165010760775516,0.15012835775047095,-0.017858822350242994
HBEGF,-0.036236928861571406,-0.0061066078573655405,-0.01136308836583381,0.02469827135823551,0.021820269206465345,-0.027695658066415774,0.030704005958002042,0.07829269470534908,0.0728898651998674,0.0006695700507440589,-0.033183252882808274,0.080210982103412
CSF3,-0.037747570308978254,,-0.02217810717178454,-0.018300801384782333,,,,,,,-0.02330639591581096,-0.017801136285694883
PI3,-0.044717625985787185,,-0.03827271719957893,-0.02060694390369828,,,,,-0.07442837694511455,,-0.015831512192396594,-0.003630369650568722
PCSK1N,-0.002881226624994277,0.022766119179744883,0.024947898514282082,-0.023444682034363486,-0.010595397055438154,-0.05129651033848069,-0.0761225690598617,-0.007482030321252316,-0.0445489593013398,0.0969007199030256,0.06694710598830064,-0.0645495404728612
NTS,,,,-0.022493886330272925,0.052987100113009104,0.010092415490287525,,,,,0.05273925669882534,
SFRP1,0.06947052120538863,0.053243956707608335,-0.01623546257562857,0.10899730943203259,0.028847794469744663,-0.014702567437194695,-0.018912051021813692,0.002620491014821022,-0.0572906995885928,0.0985102320213147,-0.03371158577031148,-0.0020167847444287346
CXCL13,,0.02422714908081286,,,,,,,,,,-0.02664559509493374
MICA,0.05653616388265875,0.026999993617465943,0.002357541750249581,-3.4703755313287395e-05,-0.032907906760047886,-0.04194925142403594,0.0028353843514391636,0.0683135390561981,-0.025664772680606,0.005519396659819116,0.07369025896893923,0.10565653135360456
TG,-0.030090838493212844,-0.017539320128385487,0.04810901914536856,0.01279259017295085,0.006989933798439533,0.09672232478390083,0.024815358869920444,-0.030419336000552053,0.05241048251621001,0.013713843056447537,-0.04545191755324584,0.004277030018031923
ADA,-0.016922541606955027,0.014298482239551403,-0.023421344049469515,0.0683422045521775,0.013347128089050789,-0.017280514661701763,0.013278288585133701,-0.0781493761419053,0.06635294154301954,0.1195235150885542,0.017524696861185164,0.05412328257890969
LAMC3,-0.06317509626883569,-0.010505329023247762,0.0033202320073028742,0.11181064899963526,-0.031351836378868805,0.02797035016190263,-0.047116311630778784,0.012175757288940358,-0.10482152992938099,-0.07546679543196558,0.037841466532419196,-0.002807884181335327
CCL7,,,-0.012667392103964125,,,,,,,,0.02996904262372903,-0.007970696515230415
NGF,-0.021747448286252056,,0.011115737984266955,,,,,,,0.052863294521415624,-0.003427514374648433,-0.02375810507334897
TNFSF15,-0.026904307685718644,,-0.014105760661975473,,,,,-0.028038927358888223,,-0.023946620499050313,0.053455565640523874,-0.022402073902670027
HMGB1,-0.03357652073012115,0.041894202799121136,0.022575802297277348,0.13161411150385902,-0.0039053156143850857,0.000976473430025206,0.044739423261869214,0.040240612071659604,-0.005890400230642109,0.08168185181688749,-0.055235069765813896,-0.04795578718823497
ITGB3BP,0.03199372757408724,0.04208172091304067,-0.02227101757821104,0.059204778549468734,-0.05506203280466784,-0.028288954297414175,0.005736520407219475,0.06133827167319663,-0.038501877821102266,0.02111664079614112,0.007356598792699994,-0.026420019961823683
AANAT,-0.023433333263976563,,-0.01283480092651065,-0.01650781810390702,-0.012031463432730795,-0.012265110646604108,0.021755161201563688,,-0.029193676875682736,,-0.025840387143128436,-0.020058006028391074
RELN,0.009015499996350776,0.008024888965014276,0.04442539760285326,-0.04049667687833445,-0.02648939870959768,-0.02552812429057696,-0.030191429694245795,,,0.01493177887844684,,0.010810168225391728
IL15,0.021631190313045452,-0.02234482550760754,0.0007463236598863708,-0.023080929638411022,0.019249942934701926,0.006142710486673778,0.05556005575763491,-0.03249070440248064,-0.034963167704199216,-0.001501657718712606,0.054587476609660464,0.06746071082843785
UTS2,,,,0.13962394734832798,,,,0.03360562705011499,0.07106062012718564,,,
BSG,0.1129449368748975,0.028147917536311642,-0.040040496347781576,0.022023172699568497,-0.06518417133222101,-0.014112894754200132,0.06563683313805133,0.120243153287318,-0.02834615607676106,-0.06684752318752893,0.08123909436428764,0.0747918991116426
ADAMTS3,-0.005131732171707913,-0.03081785709444339,-0.007009201922555937,0.11408028279694249,0.0841844976828228,-0.010572451034098868,-0.0165589425450545,0.12230831391232766,0.054373117963319985,,0.08605983085097497,0.028253652062247184
CD34,-0.035825683091873194,-0.0013348823540187316,0.0034267635726638553,0.06435927325359264,-0.00714045491801679,0.013767759473375666,-0.020618100765870794,0.003916802922189385,-0.07511761322312593,-0.09535848451506049,0.04094019502419379,0.041980295075435846
CCL23,,,,-0.018783276558597555,,,,-0.026457798613407368,,,,
PLAT,-0.008028414077545806,0.06226608649332214,0.030289918978911114,0.11131306550934113,-0.03008777654865203,0.01407749839247532,-0.017562694801682557,0.0044537787859609225,0.03223504247846438,0.06335995580395307,0.028669761519186616,-0.026298417308110996
NTF3,,,,,,-0.019798814481235053,,,,,,
LTA,,-0.012898471152744196,0.0012610489623789225,,-0.011587553160305459,,0.0007183868495722358,,,,-0.03477726685484633,
CKLF,0.050531607009460695,-0.025651334548355803,0.04436344317540691,0.0857324680824914,0.02772635720759479,0.04904613704006771,0.063610550726057,0.0866277247148909,0.008076335924388615,-0.009336600969099896,0.08704920757039304,0.00466850381109282
CD24,-0.025262750061675835,0.020944797254493917,0.05326984024224068,0.012498108829234812,0.05740585068221705,0.040760046365830145,0.08695939210570897,0.06252378746720288,-0.10397621095670437,0.017320813907529257,0.051111308061799365,-0.016392903488666722
HSP90AA1,0.0447282154365868,0.056683754396088346,0.019987506308089206,-0.09311393119764315,0.03860920849712137,0.019085056925153446,-0.10216802854170785,0.01796173339874819,-0.032955701205553696,0.05786392804146298,-0.1507578620254742,-0.062131883206041676
BMP4,0.06624008922988818,-0.013673135530361254,-0.03018255965400578,-0.01657388957033511,0.03859864892238363,0.013779005704681097,-0.0056700828973125054,0.039140205304230645,-0.04326633021064063,0.04489734251619153,0.08702181325849398,-0.010647107654951787
SCGB3A1,,,,,,-0.010345740791649068,0.057914606514166904,0.057526701256307176,-0.018402608271685997,0.051544310702632753,0.04098461715389671,0.03648743295508256
IGFBP4,0.012066191123486707,0.031506105099594485,-0.0060364638054156705,-0.0026764596796910135,0.012364174172989219,0.009325291301170994,0.012991902694214415,-0.02784223670169377,-0.014771059620926189,-0.029977919307279888,0.025095535099797228,0.018669781859314515
RSPO4,-0.026566737712151612,-0.020851851758829934,-0.02485121876899397,,-0.013477029757715937,-0.01034573927835044,0.03340881968288202,,,0.10941306896353743,0.011019946886251662,-0.005781301712756559
LEFTY2,0.00926123776833134,-0.013056884003180034,0.0577425259197939,0.06050676994424383,0.02469487048100745,-0.011344229649882732,0.03444557636548031,-0.0786944056862698,0.10895632984687799,,0.010873553279606684,-0.04242927292094291
PF4,,-0.011732912599006879,-0.011052050048203406,,,,,,,,-0.03477725880712882,-0.019812929765540034
ANGPTL2,-0.03792678382830192,0.036051756915630194,-0.02175253362491806,0.0674435686250077,0.0158469459797578,0.01164267781101874,0.1419836231676132,0.018642716167226667,0.05287509814903081,-0.0875143525358717,0.05225927841534972,-0.052650046641571774
LRIG2,-0.057571045126814976,0.00027795617199275814,0.004510575690203725,0.06779016331682179,0.019944985156215317,-0.009194992230962993,-0.009966343489824255,0.010029427107148721,0.0033616902679894124,0.022513659328844117,0.050870388930816635,-0.019813178845826566
ICOSLG,0.015939516616565053,0.09082719886920632,0.026262019646578868,0.0689698462478061,0.09113334665217562,-0.019634281167278486,0.044039683308233,-0.014342560338692622,-0.01408861434884785,0.0499795745022844,0.02283730667659554,0.05511322426807207
WIF1,-0.012119920370460729,,,-0.0869058658152413,-0.01039990465138052,-0.01946853928554925,-0.00323239724565543,,,,,0.07517688761527652
NPPC,-0.03297099333445531,,-0.0171444551313202,-0.04444664700480809,-0.02028690954289496,-0.014378045774778025,0.04400067008827955,0.007930926689501969,-0.010892230650544073,0.017079280951323425,,-0.04761504675931894
LYZ,0.027861618025032786,-0.016740135351681926,-0.0008056571506847714,0.13652947465209508,-0.04699945796064367,0.019822732191310994,-0.01878514927084463,0.06796125023107487,-0.06820438793601075,0.023026334795014612,-0.02093613399502765,-0.00382330482035811
EREG,,,,,,,,,,,-0.03620648034109009,-0.022810551399599133
SPTAN1,-0.0008126732266001938,0.030795721282241117,0.05091621032695765,-0.018056897484793794,-0.03878402490932584,-0.040152322296826776,-0.027569304086275614,0.03170008772302868,0.011196978079046998,-0.07080416126450852,0.017900837280179504,-0.06667094554432423
LIPC,-0.022540647369265362,-0.017658660522014286,-0.01986135706405105,0.09747709416598573,0.008211756684216856,,0.029878553465953663,-0.02478825079232192,0.08975059085125844,-0.0260314528228956,-0.03385468565176756,-0.03089707798787723
COL8A1,-0.03858147855035339,-0.014927224365725867,-0.0033763143549747666,0.029366420480884305,-0.011416822276860169,-0.029870741294367984,0.0400648116879968,0.03747513735325105,-0.06796658235733971,-0.062471964780239725,0.009329231109028177,0.09920705571192397
GSTM2,-0.0039331435690441625,-0.0257098418859369,0.011647718694476514,0.01582866874864325,-0.03204221673985341,-0.030578649619871955,-0.021971364191977618,-0.04867012898599106,-0.025087136673096772,-0.02987751996423302,0.020834348399682963,0.029979296675596918
IL4,,,,,,,,,-0.03680418662118334,,,
SPX,-0.05586537740723774,-0.02726866210423989,0.0031030309448945304,-0.02408128543313187,-0.020546735224616808,0.014463852089334843,-0.043040088889826876,0.016227776477783003,,,0.0939687524355542,-0.012945475490245658
MFGE8,-0.03523095762434039,-0.02632790739809978,-0.03712757009092495,0.052119542163903985,-0.04228594041536976,-0.01099571011046057,0.03046981374914992,0.01012620967183417,-0.0022502107292768293,0.0023294605789120934,0.050495481102175915,-0.02043825687316209
TGFA,0.015676161102933853,-0.029150244445079788,0.0653225898250761,0.05164527514587723,0.006929681080221867,0.012638298466878348,0.06381245556262938,0.13786651608478187,-0.11006697932403472,0.1558854544806996,0.08890912026391248,-0.026881077209288045
SLIT2,-0.02019032800283927,0.028457346264501922,0.009470140758094955,0.017066555475359707,-0.026137521380802692,-0.008095660049460952,-0.03321185584981257,0.03951364781673152,-0.04259700279576889,-0.032457735344023436,-0.01079094683480094,0.03385440678957115
PLTP,0.020064443112224762,0.02899502169861089,-0.012044272739067576,0.08264457359307209,0.030240148312828112,0.04556293079500144,-0.007848277858698113,0.03926589206489757,-0.04125434568435904,-0.0361391005401834,-0.011749378544738356,-0.07033498778350306
APOD,0.005211624069262581,0.010750428389111416,-0.008901111082427427,0.0811864236026144,0.031301537709082165,0.0056079947695422995,-0.0666561912639177,-0.093314329558266,0.015934230153611128,-0.026796917817152887,-0.07900637634733193,-0.03210190560694417
B2M,-0.012111405104078458,-0.01586363727212451,-0.007257830701410459,0.12197515963305751,0.06188568355010985,0.019485235412551052,0.02359028284024469,0.059934582368009456,0.007853043123125297,-0.03724681269541285,-0.0434840071051791,-0.03877709289678446
OMG,0.05407131675631731,-0.021824274912895125,0.05840000023448303,-0.006000510444070313,0.03217791958075038,0.009765526598670768,-0.024283420895347817,0.019836536788462145,-0.027513444082018505,-0.025786646025673165,0.10446098723655652,-0.02736068263461857
CXCL3,-0.08852638017867837,-0.01022172462044656,-0.050680677703126,-0.021673976054093387,0.02002483600693941,-0.011067754179732657,-0.018215296237074144,0.037014616106354536,-0.020350174837491554,,0.015746070631000454,0.011494876452780207
CXCL10,-0.01150427379067552,-0.03934892041775591,-0.0009109802999759931,0.09824973830098355,0.04395026188855315,0.05163098083303353,0.10357545919582155,0.06736064219531664,0.05786900969857766,-0.0057343087877327874,0.04249963148632367,0.043288797549050496
RSPO3,,,-0.012834799978164177,-0.027106712643368898,-0.020355016207720004,-0.026875867206667105,-0.019034633502296745,,,,0.009922107587158679,-0.011317218971586851
CORT,0.05130338896223452,0.03999436145120139,0.04397127214843395,-0.046914239329031486,0.001539808134350509,-0.02043661303705275,-0.014141029755555885,,,,,
NCAN,0.05283567629023981,0.007685696264657833,-0.005836701915987027,0.06624209764927326,-0.013683574363529977,-0.00025380265741458834,0.025148616370762638,-0.09398415461995946,0.03538153612159538,-0.01223534453477637,0.092567964418586,-0.0803541806192987
PRG4,-0.04065088797788745,,-0.012667394077989147,0.009265615492200075,-0.01722310901263333,,-0.022254633105175826,,,,0.05409223878906577,-0.009182555911730466
ZG16B,,-0.014118653378699842,0.043159673822735334,0.0347625601928356,0.1956534165572191,,,,,,0.022299870911272036,0.04137895667468545
TGM2,-0.015651426217706113,0.027347702945443697,-0.0674131271507117,-0.0023320667332474773,0.0065402986196411985,-0.01311416202956459,-0.041094501824369405,0.021267160130828678,-0.13147065754474296,-0.07734430559951092,0.024321893064292877,-0.08127074066751666
VEGFC,-0.02916782374618136,-0.018128894640881153,-0.022576688065068677,0.04434107721205936,-0.024793156636533472,-0.014013097999627572,-0.008042391031832111,0.07669975673285472,-0.04712572645536055,-0.031692165747202114,-0.030434453661742012,0.03273427373351257
WNT6,-0.03699257107046657,-0.013056884345851468,-0.01752063709980127,0.0782220357280463,0.047393071650413045,,-0.01982165993025591,,-0.0923173825875871,,0.031426738460058216,0.012067298413315285
NRG4,-0.005613359792216494,,-0.0154167980739149,-0.002123762856585644,0.04579560788206725,0.0652178824734711,-0.026495893964837657,,,-0.031107682232474062,-0.024784413501001124,-0.026265152573994168
PMCH,,,-0.021361475690212614,,-0.013477029107303687,,,,,,0.03134851243826347,-0.01910548528351419
COL9A1,-0.015042195340959866,-0.0019015945430780833,-0.016101720381995584,0.043387919640765896,-0.024676935075396696,-0.021915518746675786,-0.030191441274578356,0.02500108189517259,0.020875236427329368,0.033863794628113154,0.08245073361153467,0.016213747167410336
GDF11,0.03722007261074927,0.0020268991350841674,-0.0006742004308759773,0.07472937980216851,0.008116243830309549,0.013487703527377189,0.060204113022964696,0.024515288456025193,0.014785011390602539,0.02415674806919537,0.0599259876945507,-0.004891604518909398
RAET1E,,,,,,,,,,,0.03496944239116137,
IL24,,,,,,,,,,,,-0.02936356682255762
SORBS1,0.058296983499594286,0.04083309423038569,0.011314174485238583,0.014843433201768574,-0.006646541818522135,0.044175002720154594,0.019343386100194062,0.04747850323000952,0.02761087167813301,0.025852223762126404,0.0795365658612646,0.04825235890094646
DLL1,0.054133585516621126,0.016978021613021168,-0.00298237381923043,0.05761895646801785,0.05732308692607881,-0.032508316564097875,0.04224879191573577,0.07272168730671554,0.017317583706893614,0.0005403229013639647,0.05537357484090107,0.049219295257629726
TLN1,0.08046763188886864,0.018027477894865356,0.040873564424059046,0.0939548337020283,-0.016873076216007445,0.028928596175072853,0.08736864890207115,0.11396645651693521,-0.16468883764817457,-0.11118127451866153,0.012946809247014239,0.03455815469073038
COL2A1,-0.028217843777553958,,,0.04964444960966116,,,-0.018492265335891538,,,,0.04829136633939546,-0.0236634927006526
SHH,,,-0.013163502256630153,0.07100677354204558,-0.043381312967177496,-0.01187875551322095,-0.017648882977155667,-0.045312837079559416,-0.03832438010033803,,0.06340619917129788,0.017967627517721758
PON2,-0.02685865954869411,0.013209748629723713,0.07508310553737449,0.04831771880575682,-0.036318652642394346,0.05061118554325245,0.0010931340123473035,0.07212317084001357,0.054375572322662456,-0.031153404982926184,0.07257137699283436,0.08534675145547456
ICAM5,0.013303578394414239,-0.016807142517299648,-0.005688509643588339,-0.042353081666106775,-0.019808514847091528,-0.019730687211962694,-0.034467315115143615,,,,0.06093129118549927,0.025657523655439923
HPX,-0.031740064207559184,,0.016262040311500817,0.04324940096541447,-0.018068879011719927,-0.010345739736925711,8.347066140335732e-05,0.03640353393227558,-0.035081025414426564,0.20601955747724982,0.07985263198913095,0.019816310698093115
SFRP2,0.07972052020110354,,0.024636870513524197,-0.017297853438748675,0.057051937426206525,-0.02002617750380449,-0.024614250725709563,-0.0248411955512324,-0.08185285821109131,,0.03362157387029986,0.031789240733011426
CFC1,,,,,-0.011587553860601155,,,,,,,-0.023240527402362782
CD70,,,-0.025481798737413842,,-0.00832833216291589,,,,,0.04925288942169081,0.01828086278087137,0.0023655876270060635
HP,0.04965315054854235,,-0.060300015647757346,0.05497291288891935,0.03570005315644452,0.021634703788085602,0.01221829192717737,0.03971796393230561,-0.03945732353450323,-0.06377190312574935,-0.0015307624633538104,0.006570831370743177
CXCL2,-0.025416426078373824,0.034994333851786456,-0.018063449184973625,0.009023181946658,0.05285150158625848,-0.014378044649507768,-0.01421780474731055,-0.009953269274377419,0.14656128275003263,-0.030646063235869235,-0.005727723856160814,0.03344558192325057
NPPB,,,-0.01264707159470043,,-0.010146533410954308,,0.0963167821547734,,,,-0.025141027251171247,
CCK,0.023207869134060376,0.008881952027808677,0.02259263800418769,-0.0913178413044122,-0.008946205442721651,-0.08076318182088935,-0.053202794391984956,-0.02478827079983375,,,0.060557522871370305,-0.07105123820644266
SEMA6A,-0.01741495382356355,-0.018772054859226353,0.022874222427011256,0.06671422513070852,0.0026274617786680825,0.008561347871408784,0.04561167863519024,0.11305346767781492,0.007957110961374553,0.01578346528786437,0.03640053945900091,0.03684177405868733
IRAK4,0.016246082793656552,0.06730059089510629,0.002177590300133066,0.0760952889362404,0.031829890818872164,0.07776925866691627,0.04110464614430148,0.051952822340077975,-0.051065829519986755,-0.04461644213030982,0.16105087443810845,0.0036588969971967675
GSTP1,0.10037071090718429,0.00572945745343899,-0.014060828549396715,0.11360138236758612,-0.021258354439778845,0.013726999241001122,0.032273352942141315,0.05245371231923663,0.0407890047113668,-0.03442724158822088,0.023845114375926974,0.04373650447902308
VCAM1,-0.020969048644749303,0.005704899918536742,-0.008984879230627742,0.12648525686062154,0.041031700615680455,-0.0008530654697274686,0.07217136875934159,-0.030370641754714822,-0.0230972593797533,0.0817614398522059,0.07866908764197217,0.032176413243758244
NXPH3,0.02228404403354,0.057555878890601875,0.023624083335568855,0.06793487205204236,0.054662365136368185,0.037656641600404876,0.0012710158437863168,0.07537866284317121,-0.016050232580950053,-0.029473337576167064,0.029609979472848068,0.02494177254704466
MTMR4,-0.05465423276836059,-0.04562362927019505,-0.031659273369979014,0.03330677654953553,0.034585100374871884,-0.008684662337084526,0.04353579646188553,0.03402524223542953,0.036836838712474736,0.09035753754430052,0.05260277999562507,0.004205011132273041
LAMC2,-0.025175168327507925,,0.022466529654552675,,-0.01277335357465853,,,,,-0.031107700881678642,0.11270963123354745,0.015171202093180673
IL10,-0.03994128245799292,-0.01870165861404081,-0.006129086011940278,0.026184830409043285,0.04161510797085774,,0.04557018275934453,0.0033541467228689267,-0.0653269115941844,-0.01809349626739409,0.024982072494932936,0.12854297498348408
SEMA4D,0.002160051115780861,-0.02509741811325798,-0.006824652862819868,0.00467415605036273,-0.016358027658879278,-0.0317634043826799,0.015972587271709325,0.004934305207626543,0.005408688590476308,0.04993000307475444,0.060750974158269126,0.03231182140894564
TRH,0.03133804799860017,,-0.003325493756541779,0.08279734150582674,0.04999691942983671,,-0.02434490765055479,0.0054359382240595205,0.09096082418597477,,0.048405714178503416,-0.012811196363146185
SEMA6D,0.04170681421521726,-0.022723098167876456,0.0034628179820303116,0.050421715693164136,-0.030721315375181975,-0.0265990521970072,0.047472406206480446,0.11231434986822526,0.04318983610203087,0.0277119117276556,0.10164286761239204,0.040554920590929085
CEL,,,,,,,,,-0.09245222098099287,-0.019831783216003637,0.029802370984641714,0.04758023956294763
PDCD1LG2,0.013898328956888384,0.006708297125286288,0.009822940609799232,0.035527372053559575,0.006055611332552869,-0.04565412060454028,-0.0347772866719788,0.03835969009513445,-0.03127409781663271,-0.015539217992639718,0.050441034447498125,-0.01336877270737103
SPINT1,-0.023135398643091314,-0.007388492921887905,0.03153128651359236,0.021099583986169523,-0.022190910563864238,-0.016907214847107024,-0.029840412448729606,0.08041940302780677,-0.08460539084999913,-0.016607265963979594,0.08724797124441844,0.011669896989099631
CTHRC1,0.03836705880107179,-0.01958679995431249,-0.01459391607666534,0.0182719717174098,-0.029019440582885032,0.03953791865624106,-0.0006319436255414982,0.1280154386870344,0.10148281798164517,-0.09529092217639028,0.04151130352627944,0.045539748875527
PODXL,0.014922827224465283,0.012976809955617756,0.004157384891871644,0.09873558244453041,0.009546577574165434,-0.04297263482996834,-0.016142084137841347,0.06145886193315819,-0.0235891461641855,-0.026105623806121386,0.052617241026455104,0.000791466551218864
JAM3,0.05841676225134813,-0.007486986267372434,0.045954563203845056,0.05156527045841979,-0.04215220912065239,0.009911190887032002,0.02488007507601793,0.009618176599315733,0.00771779581509366,0.08016561461890409,-0.032832803038152954,0.0064573014292406816
TGFB2,-0.03141078574478425,-0.015316800560838315,0.02003550718006063,0.08887911648707517,-0.012997196082166792,-0.01302205187012168,0.023355621173727713,0.065455511439983,0.14421458231865586,-0.01686415785665305,0.0031390784808651762,0.08081681458087449
COL18A1,-0.0049098172173114175,0.04655862491807111,-0.02848445150439039,0.04976153015579138,-0.03710052790330838,-0.03251557997671649,-0.008921756499748136,0.075688829474867,-0.037503137230002245,-0.12719893194712356,-0.005508709932911011,0.010396128595026002
NODAL,,-0.012575968746894206,0.040796770842484224,0.017007744380939976,,,-0.009772100464871904,0.06975284936181358,-0.03849291409703421,-0.0426007996207649,-0.03853902339458966,-0.05268808308498634
INHBB,-0.008483223954001374,0.024298191081013436,0.005652850091061413,0.0877762871489993,0.027489190498781384,-0.004199421083253659,0.025078216294060898,-0.0749857359788407,0.04080086191538397,0.005116274608907318,0.08818174746474372,0.0262938122599162
LCN1,,,,-0.019020177661513163,,,,0.11157960512945228,,,-0.028476557141810608,-0.017740436161127967
ARF4,-0.032493624998155425,0.0519783166756284,0.03145467402134599,0.009511074513108647,0.01658152011000497,-0.01843200932816089,-0.010348585383043053,0.11687719136907283,0.091421539323779,0.024121990974090006,0.0026987167810984753,0.02221181995838428
CXCL14,-0.023978457639566582,-0.022572499689351176,0.011774464894834939,0.019957246247246783,-0.00021011699885485502,-0.014090264838219122,0.02022530205496216,-0.03091160547515362,-0.06190856055773935,-0.06531240521300331,0.0385962076379771,0.005704307410746292
LIF,-0.07167403909177604,-0.01591416702889057,-0.0036394058160972706,0.08582985112421679,-0.027299409517849333,-0.012265110646604108,0.03482242920748503,0.001121152246152225,-0.07205518421310766,-0.028541639110031467,-0.04187904269245688,0.06700773366944605
IL17B,-0.030090852420788232,,,-0.031412105972984265,,,,-0.01868606008109577,0.01114816291990136,0.0014007972831542833,0.13200595176303387,-0.02005800200019459
MMP1,,,,,,,,0.11195296989578454,0.06451100880643523,,0.05308336502668574,-0.022634497109117083
MATN1,-0.02370878725982934,,,-0.01994136319169018,-0.01027396591417201,,0.11080534207929271,,,-0.03245779932218884,-0.03424813536025495,-0.018279058636175613
ADAM28,-0.004628555398875324,0.01536437593478307,-0.0035123983911599355,0.06763321083098686,-0.02147984864314636,-0.004704305420232456,0.08569892335774838,0.024198822014354658,0.029352435720883203,0.016984099324674973,0.053380504248247154,-0.028127367611608764
