,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
COL4A4,-0.03590708375028763,-0.011761556451389404,0.040261664545903575,-0.010831676538660798,0.011053174930127896,-0.01988040723305839,-0.013864227203243833,-0.025631448490810418,,-0.017888228888024507,,,0.10384596877784642,-0.04591546352519471,-0.0366737142315669,0.009099616906741461,0.042253028894576466,-0.008006720186157541,-0.034350257186988135
TAC1,0.022809889474796115,0.058107641950303685,0.03314815872292705,0.040138813792280244,-0.0447604045189002,-0.08405784903055402,-0.06348448473091738,-0.002976301072231194,,-0.03170168527845047,,,,,,,0.13528694815449285,-0.03405514284616454,0.06064059478490056
RARRES2,-0.02235753959792841,-0.013022071741913919,0.001327737010493723,0.03129370569009752,0.06294816763885065,0.11143946193380817,-0.033806520532951835,0.032158822111456695,-0.05530642668646312,-0.010187607181818626,0.04410870791102218,-0.008367866104046929,-0.061308263112520044,0.044573067943900334,0.012931139697505274,-0.06512465921402343,0.01913352511306336,0.00020795881184420146,-0.0856684894888829
FGF7,-0.059114369181062255,,0.03535863397758151,0.032101558091090575,0.06301093483020559,-0.00805677923613848,-0.03160527851273665,0.005447149909541455,-0.0013448051739429966,-0.01762563595735457,0.10709242516233301,-0.0772733005607653,0.15844034921190556,0.09766182649073707,-0.020013598283803124,0.038056852963768796,-0.023320348485073212,0.008056530687432941,0.07637607953863824
HBEGF,0.08101632931680153,0.1299551731096374,0.07908587981336282,0.012736544769261976,0.057981598384763244,0.08057739490950705,0.016992853507383842,-0.0069563537629089706,0.04378335053220192,-0.004750488427509673,0.01509144107583179,-0.024768981316129327,0.02469687556114116,0.03891560652649929,-0.0639591933282994,0.06676189485376546,0.033591512324573865,0.09999647394593497,0.030869168914274613
CSF3,0.02788072643209349,,0.007689726652817022,0.016341214521078576,,-0.002027031863231022,,,-0.009089942902901514,,,,,,-0.027846578156171413,,-0.024606835926078797,-0.035319606740648754,-0.005653147341104219
PI3,0.026133347280955205,0.04359489941258262,-0.02107357037745588,-0.020088504374701176,,0.009160505573814764,,,,,,-0.08103250614321107,,,0.038289543005944116,0.22728101139436027,-0.03133940576454395,-0.07673777165840233,-0.03144789377383545
PCSK1N,-0.0367090900241194,-0.004762868258474765,0.04750833250440579,0.020591567298665486,-0.10223736107845212,-0.006369008209380775,-0.012112242091991347,-0.0007314911824852961,0.04030133962454543,-0.01415083918787634,-0.048048496864540276,-0.0485389121923264,0.03571053990382427,-0.039959591524226415,-0.05673511818328222,0.036468151836387,0.03607835770283227,-0.056460747125530286,0.03800963067766382
NTS,,,,,0.06577299476097795,0.0031117490291787597,0.07098345989959864,-0.031639654640757575,,,,,,,-0.032379560731835455,,0.04689181156728106,0.044530911932232915,
SFRP1,0.03250065589834712,0.048285716107443165,,0.04120557346782921,0.11306350528457505,0.04603456968967883,-0.029408340856306232,0.09132062519952305,0.05021058453628374,0.06625833197036692,-0.058128227411912294,-0.0337033530998096,-0.06817681600740765,0.005626215196272025,-0.004952220468767526,-0.03545775021613894,0.005130577798492423,0.03202137603384921,-0.023031353203449238
CXCL13,,,-0.005287648279981426,,,,,,-0.007976297937849253,,,,,,0.03027517432550951,,0.08603042802083279,,-0.029308398425648502
MICA,-0.01924363837875451,0.1024772233230598,-0.04916675958572303,0.1043325114041279,0.002330619092439928,0.12177512244646092,0.04475667481973998,0.003477237841681722,0.052057595709554344,-0.024519367225367957,0.09476375954811139,0.0631985128798281,0.010912923707270048,0.10295293227507935,0.09956070266369693,0.11302957297183977,0.06487311393912885,0.1097629023163839,0.00689970542468686
TG,0.0529184199770772,0.07826441982065721,,0.0324628150366013,-0.02019712128640987,0.050559776180974826,0.007223479771433056,-0.013236163499387301,-0.022825969473955963,0.053153752930677645,-0.029036611284636853,0.015094738805820102,-0.029678277908877813,-0.0353239802355032,0.1510499133873411,,-0.020251804090095804,0.029290113845927383,0.030703666292076114
ADA,0.01863861950206591,0.11637735932637933,0.06704256564830627,-0.03858693015882061,0.037617640059771924,0.07694540887423501,-0.020022408380246267,0.00586732699467652,0.0037645077734229856,-0.016578675232682707,0.09635210417245395,0.23906512112446635,0.018649719953395493,0.06453692333023317,0.023491026667806194,0.02346032678680586,-0.02322004947083909,0.17586043345830596,-0.008059652040281782
LAMC3,0.03134276726238486,0.15637028902435482,0.11453080946475784,0.04407095535962127,0.11589198797926102,0.1866482259525199,-0.031098310206694967,-0.03384628784446624,0.009118148631982284,-0.015302702343600566,0.11380121549489786,0.13563026077417553,0.09347390337015268,0.034798289433027055,0.04664978508847438,0.08625823956683681,0.06185716208427615,0.16903075705749968,0.037125835040829135
CCL7,,-0.021101049213638333,,-0.015469198428240497,,,,,,,,,,,0.06208942570553917,,,-0.014585886799532892,-0.00699565539454844
NGF,0.14574585319227815,-0.03622945364099449,,0.00631544083198437,-0.0192734709189948,,,,-0.035285645900922875,,,,0.04219950039236752,-0.015019074411209208,-0.024024940440018704,,-0.005439152593273328,0.0019826923941462507,-0.040949258158942244
TNFSF15,-0.025592493942743117,,,0.05073220676280866,0.043096207531382894,,,,0.009143291492653575,,-0.05135806797076875,,-0.01757718677087595,1.4304185289835748e-05,-0.02027986379803686,,-0.015280422662845954,0.07243378752883753,-0.039989540165489605
HMGB1,0.008988195329796302,0.007130156334583148,0.052977093734868655,-0.017931993894244568,0.03812817691844608,0.1059947438857735,0.0043959526921871495,0.0014694085886499894,0.0275934011994682,0.052496821193104316,-0.09001499704444803,0.025891287431530078,-0.10302964470756049,-0.12325331140646321,0.008596452746875996,-0.07139756243126663,0.03053535936984449,-0.06220025858079991,0.06790295530550834
ITGB3BP,-0.014599549242680651,0.001136104481115673,0.012890999981748662,0.03151674735828439,0.060274252576323725,0.12493499005561666,0.0013507281077088425,0.005174459475749628,0.013258948522013654,-0.005382348870064551,0.1431011596605017,0.029091172834927393,0.10181912172645373,0.10508597185960973,0.04531889814964301,0.029198192592268937,0.024345848064799388,0.06420794566821314,-0.05997777271265164
AANAT,0.02685334835424428,0.06124011102146655,,-0.015673635164180796,,-0.01897241475419436,-0.012031463432730795,0.06040884397058767,,-0.016852966512009578,,0.02819785605162771,,-0.0018430820161373324,-0.018249448259969166,0.030284703812991233,,0.09696468810887462,-0.022062484632438158
RELN,-0.0021839197430656852,-0.05446669745997808,-0.041329658918226424,-0.02720592061213835,-0.03422482248059689,-0.055671017674536,-0.02648939870959768,-0.023614730092844306,,-0.01865768856799321,,,0.1753273840075681,,,-0.041036611384262865,-0.018457094601741653,,0.0879199097930607
IL15,-0.0038217951223844075,0.08366806388805373,,0.020118083531019695,-0.016652070119574564,0.025251238924480314,-0.03412645718673844,0.019028626999695503,-0.01561227754543872,0.07251627362179708,0.12609522699723305,-0.020460566660268527,-0.03839820761894198,-0.028765609924478044,0.01776235092988913,0.07047802717246049,-0.026795116028677523,0.09974448802559685,-0.02615165375609245
UTS2,,,,,,0.13651881030543225,,,,,0.030938066208557827,-0.03523135586011497,,,-0.015540740826469708,,,,
BSG,-0.06574794306339457,0.028221543639173872,-0.012177204204469114,0.008932860181202807,0.0338378956692598,-0.015731997783675046,0.08252633008319421,-0.02029697633851931,0.014080159256603659,0.035838936462642315,0.10578608988042526,-0.14048274198259048,0.010640245435594614,0.1341610587008121,-0.024505804650492586,0.1240502694311858,-0.06435735562567826,0.12684840156466357,0.028190544939823182
ADAMTS3,0.0037089060092460836,-0.0031661679541868395,,-0.027816640963088522,0.05608203717273576,0.1285551642542803,-0.04291005006625235,0.04567441006998482,-0.030718895700512984,-0.025972592984068673,0.13353678661227608,0.025616168497039224,,0.004359495063190365,-0.045850474664599204,0.009897096729778447,0.05740842014565,0.06690031123061582,-0.017279690510552163
CD34,0.11046997781975293,0.14612683938699844,0.04523586809140558,-0.016393159681700558,0.12964064448995233,0.14755160220977986,-0.028681615312396234,-0.00689642933021966,-0.020274742396895532,0.09133077685718649,0.10051223684188841,0.11383356759427815,0.10713080436964506,0.1292348932000332,0.014343783424097062,0.04519277003284453,0.06953929385660307,0.1650222305241309,-0.008624858420512574
CCL23,,,,,,0.050402073462836254,,,,,0.0632266592139313,,,,,,,,
PLAT,0.055584078719449814,0.09652536433066247,0.07788993682460528,1.9251817838382377e-05,0.08546706768563608,0.13754404701845852,0.045604566651576195,-0.006198146349527794,-0.0009812840344030408,0.1353332674943579,0.015714458165802376,0.1247575786296164,-0.0196057459650096,0.0929887908066338,-0.08525236812406237,0.15628142722395186,-0.008435075898335724,0.10008875647756217,0.07143880264379894
NTF3,,,,,,,,0.021862012867951263,0.11178036636975333,,,,,,-0.05768437282890598,,0.022110446052927092,,
LTA,,,,-0.019826462964614766,,,0.24676679554990535,,,0.06856835373130234,,,,,,,,0.0703098154650331,
CKLF,0.0415491675246054,0.04078129930317102,0.0482290742889058,0.019229876958475542,0.09285867880927082,0.12412087198363406,-0.04025115358275303,0.03431017560056224,-0.013855932772149483,-0.016626002683964785,0.1535873277143052,0.05990731002674784,0.07985988794146165,0.05782512899743572,0.0752683110484075,-0.05070551452623739,0.0029124434422504205,0.018567033004217904,-0.009784507626619829
APELA,,,,,,,,,-0.02886337804544062,,,,,,,,,,
CD24,-0.053645911545199966,0.032218122910724935,0.03790099811581785,0.038750302050417934,0.027732369234241692,0.0736786807188167,-0.04624623774282008,0.002670236157712244,0.0363638440954329,0.008660558435779907,0.10867223160968532,0.046569924574332004,-0.11240711877578316,0.013261143498118527,-0.055788211751008815,0.029566565480995538,0.07332344218101884,-0.03958655705454288,0.020227035256749487
HSP90AA1,-0.041270496862259996,-0.06113713302098846,-0.07952675184455028,0.0014636848838490478,-0.1050997557450108,-0.1197884341765636,-0.03243207728128961,0.004243520987905776,0.07676969815905228,-0.025990723888764854,-0.08945344408347518,-0.18105961110039415,-0.056574752326405305,-0.16688262324935957,-0.0227371822790386,-0.024289242745441645,-0.06598293087157174,-0.10044038364295542,0.047027607823870825
BMP4,-0.0033514222594734286,0.1039720393501907,0.00021497351288700322,0.004290346716312072,0.01908491570353249,0.02514223244693736,0.010413752578227319,0.017132185477604325,0.004742884966562044,-0.013318672092722616,0.14886655547337166,0.014568805338819652,0.06447945044052387,0.058212539656048744,0.05625029983557627,-0.0035607551383300363,0.005493866753526744,0.14511127435860896,-0.0028869034878413395
SCGB3A1,,-0.0211010471035616,-0.005256336339183053,,-0.02125666202137118,,,-0.01286988226523885,0.07454450602769165,-0.010906651135015785,0.017178804414540096,0.14119663033477606,0.001604020724523955,,0.12442833152707196,,0.02915645264889555,0.08864005366635744,-0.044334690775928415
IGFBP4,0.11034543299963287,0.14324601686466867,0.07454716540026496,-0.014596618862929777,0.1078555847297323,0.17900540996332534,0.007718345824718755,-0.0073942918998703665,0.028569862217249407,0.006763403838439469,0.13238143639071048,0.09541586281523161,0.05607471462836095,0.06777036877572162,0.06839783938654362,0.15743741430125258,0.028425364077562777,0.1812077340043594,0.06334611070281751
RSPO4,0.022573986831416433,,,-0.01016666855686042,,,-0.013477029757715937,-0.01286988038272743,,0.05962259233414155,,,-0.050605623460192845,,,,0.047231312525108274,0.02895948481868808,-0.027819919206569232
LEFTY2,0.07207239008688522,0.12204227341970222,0.1346006966530666,0.004266411829681226,0.07362377933212863,0.11485011433650548,0.03011040771817883,-0.014111981241756097,-0.017703540929356693,-0.01929549182701733,-0.08749234746315102,0.11421804382556307,,-0.002447876868200706,-0.017658759752834315,0.13636216234794618,-0.02906255865886727,0.08266419179671845,0.07266126462983903
PF4,,-0.021888949156428843,,-0.01349657086725857,,,,,,,,,,,,,,0.013472143713252529,-0.021792916895980546
ANGPTL2,0.06178751380568974,0.10424759714057652,0.0665481392923411,0.0447155648828873,0.13529066615289598,0.07130340566589632,-0.019757052329344587,0.03770436715712238,0.06683347950099199,0.08859864340004056,0.01869768784236425,0.0906935122034993,0.038414110028687394,0.03167562169944074,0.05979860446900338,0.0484691535995387,-0.035030579563204566,0.16582787116077777,0.06463055774317733
LRIG2,-0.02820179918883376,-0.00024225143211529395,0.09038709143701468,0.0012864139859949655,0.06246157366050792,0.09233309636832489,0.05066777651379615,0.027900180014359826,-0.024230792359698352,-0.020778350263017064,0.04134114391794307,-0.1325274262721205,0.07688617852210738,0.1313484213821127,0.04063330938684427,0.06808440707360161,-0.0038536840993698236,0.06904350089201448,0.03800771064661916
ICOSLG,-0.013564724665231854,0.026771472746239172,0.02350177461280903,-0.009804031424079531,0.05245262150202611,0.05470531902118441,-0.011700144522489414,-0.02442462962047522,0.01109954129777982,0.02624623506966807,-0.014041098199772775,-0.019827503925359365,0.13983097203730216,-0.024773335765493735,0.025301979595775865,0.05916212015384859,-0.06206119848065697,0.05247080933884713,0.03460417753597774
WIF1,-0.007214400519456722,-0.03938561113918046,-0.03845293058424784,,-0.07047776994227242,-0.06899692012644032,-0.01039990465138052,-0.024218450232528808,,-0.016165438205793387,,,,,,,-0.019866011612618067,,-0.027405452060738807
NPPC,-0.03988645715209859,0.052762306684770034,-0.029647630232341033,0.10549362445284413,-0.004236428141141767,-0.04367392061654137,-0.02028690954289496,-0.01788598419892491,,-0.01267757442883177,-0.024011541988562743,-0.004756124526242675,-0.11342647593228727,-0.01130042873050408,-0.0031050239610087922,0.26917356756259264,-0.04055674280879527,,-0.028907536081608565
LYZ,0.010473196644708001,0.07712570877627352,0.05186189488113039,-0.036014083938440286,0.05825183154591428,0.11696789038269972,0.004216314941432787,0.012558828091265026,0.005980768825139798,0.05352578263054695,0.04379555302466266,-0.031826684883841196,-0.0573512216140601,0.01555323565428421,0.0254379796327434,0.03605418584104819,-0.01199999862679052,-0.0027629186079094984,0.055187272495592875
EREG,,,0.0288620307876159,,,,,,-0.0024412372912728836,,,,,,0.04610258599649896,,-0.026617400961462954,-0.01647959159619873,0.015184112206620873
SPTAN1,0.01994009964816506,0.05706091259681927,0.07576544023178813,0.0188470197863563,-0.06693882464295653,-0.02881189691633056,-0.021986800700288616,-0.02763918385655324,-0.04151584713100174,0.033849754745739806,-0.01555241402018703,0.04159514201786321,-0.05459134678626476,0.16043046688248197,-0.03482386619295948,0.09694815467191245,0.023364182867913266,0.02274261564267356,0.02546373149092734
PTH2,,,,,,,,,,,,,,,,,0.03185533256688564,,
LIPC,0.017348442701647652,0.011857016815065357,,-0.024254343037332406,-0.02582309094190829,0.05609885480472043,0.018292973981954994,,0.05157568234170569,-0.024553817300564596,0.023007405316650287,-0.027120066068346396,-0.01877040611098705,0.04752562882082816,,0.0701280560693637,,0.008602541588925792,-0.004205668075717763
COL8A1,0.0012881096666290087,0.047631459712910246,-0.033040595577963836,0.015753479253934142,0.011353296263788922,0.04459270747610462,0.004190094735877727,-0.035389279736113784,0.07061067283634521,0.06414324567058093,-0.008583341200993152,0.07800994932283228,-0.013954991086935473,0.020558157488002535,0.06748096184695802,0.13798863403245917,0.015251266956643321,-0.0132810450355084,-0.048238668215406115
GSTM2,-0.007590486583324081,0.0007394637821439138,0.08466356856841394,0.032030737046060444,-0.014081567530825645,0.11651493616179875,0.014631387110268946,0.017402364350278986,-0.03795019953475104,0.018776803753405277,-0.04474265047800459,-0.06624149825485089,0.02079007958849586,0.22448499252477916,-0.05004931066064116,-0.027108149430605633,-0.04537056121198214,-0.04335886867081838,-0.04192051484445322
IL4,,,,,,,,,,,,0.13590330781935947,,,,,,,
SPX,0.003793974739147322,-0.010670893679211086,,-0.00790815453805068,-0.00806660370296841,-0.043497006223256314,-0.051071916491471726,0.0004820703424402045,,-0.0341952918083076,-0.05676321583451835,,,-0.03326257462548971,0.060546802904123606,-0.05064202656612674,-0.031717635842341274,0.005806750281775906,0.03549086228218509
MFGE8,-0.032529017099096474,0.08452924503382109,0.03192169733025569,0.009513762726937642,0.08996144929225497,0.07180658291181422,0.021102635056690744,-0.019788812146847783,-0.0011697523389563398,-0.03908456690004894,0.06276150054798195,0.1561429204015077,0.0885303879667587,0.1492142396338997,0.05101985949422149,0.10254306872858489,0.00916847367897532,0.21470312851076498,0.027400431078279754
TGFA,0.0010577687396078927,0.018463363308477157,0.03674230313610301,0.004506385116543953,0.011812253480947181,0.015850639762267964,0.0730031106782808,0.047131177167900384,0.028897390974499077,0.014664492681662953,0.037043825659526415,-0.07266823580291923,0.011282891645025814,-0.04281693142157255,-0.0018325242685829247,-0.016627549769043688,0.02614172502847201,0.0690331750735856,-0.015955393545596955
SLIT2,0.0309347992692331,0.1253198924482706,0.03809352746429729,-0.02647076431616843,0.00040278553159369323,-0.02055213489886116,0.005314324739168113,0.03941463887753084,-0.011648831048722167,-0.03515866257069961,0.04343210029032123,-0.1185169592676047,-0.054201656149631065,-0.023342862942814683,0.06670786273487138,-4.8164170931680257e-05,0.010548595359756234,0.044583847178318564,-0.034368570146776856
PLTP,-0.05408564573377346,0.014042519434358983,0.1258895942103684,0.02209303339560051,0.044116263639554114,0.15501482906445016,-0.07606181499042063,0.028994387392664276,0.028274082304182945,0.05686264710679269,0.03346596528597336,0.03454724149924691,-0.03260662709444674,0.1231180109848743,0.026470043090318574,0.12747179311957688,0.03344262007785693,-0.01971718048114696,-0.015951245587621003
APOD,0.06553138106851061,-0.008390946616189996,0.10166642251010062,0.04324216466890805,-0.04688940343957934,-0.025218012069106947,-0.0599835290031009,0.03079886031806815,0.0803963809854423,-0.05673988961642313,-0.1340688654633581,-0.08205690129850789,-0.028428954528087358,-0.1661504848774341,-0.06203680457743522,-0.01182804704491346,0.05559142225443271,-0.1781514635440791,-0.04041048027137657
B2M,0.10075805439927371,0.12714596017284527,0.18225134453221153,0.002456387024306714,0.1225355630592899,0.205395751670457,-0.11360648053107003,0.030962634729388764,-0.025539776902692164,0.006999750028493132,0.1395070893902768,0.12664928990236982,0.11201749384645363,0.006571715687422733,0.09900515693131437,0.1327283884676071,-0.0013736686229915797,0.07388498287444287,0.09914925654814795
OMG,0.051830172822164226,-0.02200759500656257,0.13354429321117517,0.035415171387085484,-0.051715502033758916,-0.10550742432813398,-0.044717176070189046,0.052977264885968926,-0.013110391395666823,-0.029530839346000037,-0.00703435871709409,0.18092242714295437,-0.06151215471071986,-0.11096559635901489,-0.024005238146355398,-0.10808047474255392,0.0031800663796569383,0.02425536564989052,-0.004462129147350457
CXCL3,0.09431185168406535,-0.054054100936927404,0.020136005043119017,0.017391249402368445,,0.07026580980004034,0.04510590025619902,-0.013768051616829658,-0.0367078566306164,-0.011256682038805246,0.038943221031673934,0.010037875408970508,,,0.01834090510930384,0.10560494816143863,0.09420685406544492,0.03502899282739301,-0.02327008459419464
CXCL10,-0.022155866039407317,0.027595328113346352,,-0.02092028599493028,0.19522011889669844,0.18877706799740582,-0.045066616406471784,-0.007059929037305844,-0.017864251323033487,-0.017888230018120104,-0.012493782031047848,-0.03479209398929016,-0.10453930633619424,-0.02212060994525689,0.018148738456140436,-0.031131429448930954,-0.02920091263152102,0.11407482639490629,-0.01777649485118915
RSPO3,,-0.02866309138999929,0.021951114348018632,-0.015673634006076614,-0.0012024153716389692,-0.031153711026840104,-0.020355016207720004,0.003884409170641849,,-0.01176301577925703,,,,,-0.047249771777477446,,0.08094736240904402,-0.026470476417215637,0.04513509446063127
CORT,-0.028333673289496916,0.019326101170719888,0.00912222954548565,-0.008977355841478024,0.029021956005077842,-0.02522699695364114,-0.021507207151116117,-0.04523508475006524,,-0.008056043659317549,,,,,-0.02372007699710829,,0.06205779280821484,,
NCAN,0.09040780422772512,0.025367237208286316,0.049548229752929614,-0.024496518146380913,0.031227218183496375,0.00853065447878129,0.007689832469958817,-0.07982366532509075,,0.03606965993650045,-0.16044808957853338,0.0512522918856847,0.05422661587016366,0.12370717192385891,-0.013999127262116969,0.08455825350522975,-0.025318429629612376,0.053404671060314615,0.0055584114522333515
PRG4,0.020210179792393,0.0007062271425179235,0.005685850511620261,0.003324649659416941,,0.1352239112981888,0.04825597422606633,,,-0.01375290994419053,,,,,0.014721618332362341,,0.04319361509623751,-0.040309615793927396,-0.03033277131183672
ZG16B,,-0.00529275490783469,,0.01401464002220552,,-0.0027569568987219698,0.05082141805444123,,-0.02335418573195618,,,,,0.04218108725671437,,,,0.035464723824445835,-0.018591593189724386
TGM2,0.06303445485960339,0.04555505201760763,-0.00995550330810105,0.005379923320464577,0.08999368643289492,0.09334471210985952,-0.019306483075745135,0.021668982709105902,-0.013993717174235861,0.01901622094004644,0.07163960524071597,-0.11213778130420944,0.1588920207718979,0.07205098871031049,0.04969036468553921,0.04401269815271365,0.053882619105310225,0.1005628723622627,0.06107806346679225
VEGFC,0.013826476444203628,-0.006039634172521603,0.027352072134543694,0.01399063773768254,0.09041949528652724,0.07426497167745733,-0.024793156636533472,-0.011110880344499334,0.005688638788894695,-0.014035392787157172,0.023803536192425485,0.08996568713398197,0.03891523669443346,0.01207538472263822,-0.00976336912229048,0.1034957892926568,0.027865417410353848,0.07949708708707857,-0.047154636744082185
WNT6,-0.03518886871599208,0.15149957765835234,0.012232920221255168,-0.02139589661878406,-0.017079893075803557,0.09610367963785414,0.006247242112134437,,-0.026114753475612335,-0.012249382080434246,,0.09994753749277052,,-0.03998857194871965,-0.01565551349411901,,-0.015575286406964437,0.05410221694554052,-0.019210693645434918
