,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.01808145738531581,-0.00040103774066705354,,0.011840810760821779,-0.01926855530849389,,-0.0323032967819714,0.05867197945062057,,,,0.07570106782263268,0.009011117874945452,-0.028971605743048308,0.020171599590619826,-0.018605750324497676,0.06424588607655153,0.029272814324105403,0.005685037311172373,,
PDAP1,-0.04811570444449511,-0.051162876191941466,-0.007693708540495886,0.011046259020929323,0.014747036254467135,-0.045102511313362,-0.04706623953495749,-0.1271454544900023,0.01265924031993415,-0.02510071374257549,0.03640988384396864,-0.01592649384195473,0.0013598706904137904,-0.016114501021817114,0.04517413631772362,0.006642541342665537,0.014294174180234445,0.005939065358972412,-0.003471411393318803,0.04807264119389997,-0.041437021823174,0.0750642044373365
QDPR,0.06846268241341005,0.07256915328524016,0.0423935581394794,0.05351928005298727,0.04555785754429798,0.0702468142240861,0.0609643512831865,0.04035953381185029,0.028140440694374994,0.040987556313098236,-0.2155632821708295,-0.005047242299996,0.00232881451733632,0.019848989209871652,0.02581859689678971,0.03393160512078397,0.018293269714779008,-0.13491066400901022,-0.02403008150450439,0.05467849235921869,0.023710672918821445,0.030863747453368076
POMC,0.11744143800820818,0.00914685252949415,-0.032825892399299526,,0.030958922843478315,0.03915943593592152,-0.009403299566545795,-0.00472074636684986,0.09473838633689009,0.033389592872197234,0.014708053049376306,0.01100154444735213,0.001162961875775103,-0.07346376131237681,-0.03862859406429672,0.01242043988389686,-0.03717845584728768,0.09614655745397663,-0.04353637593239521,0.026852480260594874,-0.004132131002811619,-0.009237891625108909
CCL18,-0.043149400738189944,-0.027492309696462963,,,,,,,,,-0.07822401649181698,,-0.011983733480167959,,-0.020541344810713034,0.05861903143683005,0.04435374693660195,,-0.05202449330939406,,,
CCL17,,,,,-0.010219093311286884,,,,0.02063034260198961,0.027967800090380714,,0.02288259903133807,,,,0.05445618018774407,0.03055715376841777,-0.03191090652397625,,0.012486677788048304,,
VEGFD,-0.035698567334125825,0.0012257844104515765,-0.026460735305828213,,0.058460715352113266,-0.018435062769047657,,-0.03521291794505469,-0.0034125589155169916,0.003431949984201393,-0.00209019940553442,-0.008458873598877566,0.10819711239957383,0.17897144301890106,,,-0.03168997602866626,0.02704303101290762,,,,
TNFSF13,,0.02207054933586195,,,0.05224318832535242,,0.039344915782137176,,,,,,,,,0.06122523795145148,-0.006874589760371977,0.06920999380591406,-0.029885304496141653,0.08240442969183974,-0.006339903797235452,
WNT5A,-0.06328593114270126,0.06193182173841943,-0.005180575443478229,-0.006566607159788634,0.03824966189440856,-0.05036798946375969,-0.1090166156884684,-0.12501053393621955,0.027079030024574638,0.028679051589781724,0.022484053946507314,-0.051024901840445704,-0.004493238732764797,-0.07520356329962795,0.08339219544694895,0.08697056893431891,0.07012932561736679,0.04456391043531831,0.027023316452113116,-0.025567728896941536,-0.005546776485499794,-0.0015270323989273657
CXCL8,-0.06588744127087295,-0.008365121391714561,-0.011990788760193589,-0.04313956953651953,-0.03442461317596906,0.002654419877017128,0.08027379375638495,-0.056041796378436676,-0.00956043710201491,0.0052892421209337235,-0.07702701974874483,-0.01584382637530373,0.05242406688466825,-0.054053224277417815,-0.036166271635002065,0.05001393812423221,-0.026626431799887385,0.057386049891915834,0.003863817651414348,-0.07651463646286086,-0.08349763869773333,0.03598663965382412
GRN,-0.023238592593060416,-0.014616458749278123,-0.012313817396003408,0.010278278412022484,-0.06506711302472268,-0.04480880452717894,-0.10209711861566431,-0.20286788037903553,-0.07355295525035022,0.04970568136662456,-0.13755758660300044,0.024873956607642377,-0.040745353880640954,0.08304620084864642,0.05116677070883084,0.017677018771975046,-0.004757613153706698,0.06526248404084897,-0.03509595063579899,-0.12649223022123854,-0.07699021110311555,-0.18112559466289355
MIA,-0.008908804969789772,-1.0219036665639381e-05,-0.009741832774425977,0.0031612836290478485,0.03130079114462906,-0.001078416861027974,-0.01638790701097613,-0.06790998526513767,-0.013627148726194431,-0.003066606338196137,,-0.04156030098960161,0.14486971637898444,-0.001017564421537846,0.035586840728085996,0.06719456443707383,0.08201026021843959,0.0713876552422119,-0.05758952319299949,0.17185591202029224,0.01973432003468802,
COL4A4,0.0504062450783436,-0.04486861285484463,-0.00540977016307915,-0.033053545524981194,0.0010827200358066668,-0.01630501659648523,-0.03206330744838162,-0.02957102874227811,-0.02590394871494898,0.009215088096332745,,-0.04031503380960982,,0.019435044812186452,0.02752381561069036,-0.0038130794053434706,-0.017323488362705586,-0.04915617198122991,-0.008170667524564234,-0.05981071013889204,-0.030277539149194285,
TAC1,0.08463094825006132,0.07049509062790907,0.058274936252765884,0.010845969150292973,0.11679066144232607,0.10204280159502913,0.13701985054896137,0.27795087803364116,0.007279997958863577,0.08085020637783252,0.2254162189192563,0.1818013988641447,,,,,,,0.05157493022633021,-0.03908061521387901,0.03508136339937696,0.33183493914842244
RARRES2,0.07192827475732005,-0.023662263986994253,-0.0012805564648305206,-0.0025479012118415885,-0.028611375907796523,-0.08627253764280873,-0.0308604809448924,-0.1860661071683327,0.07154270812915954,0.009609998816448433,-0.025390524827886382,-0.0874097224780446,-0.031154655907344574,-0.0169952190434411,0.025449030683401822,0.05062812669418882,0.03459675419775156,0.045097861325956105,0.03550445286061286,0.04816559354123683,0.038582415054057885,0.061190332822630776
FGF7,-0.03229572990654886,,0.025607730495673907,-0.029229037259941047,0.007957794013279599,0.0623685345504674,-0.0034273575730570448,-0.05245438394055705,0.018936070172397262,0.02291941998403315,0.07746993448407408,0.02834560112828624,-0.027568923199337056,-0.03902404287316043,0.07146817627578825,0.04976090657680433,0.07139093326770976,0.003805763151714466,-0.020318940244741,0.13972005133877308,0.007447016484548369,0.04486988651629193
EFNA2,,,,,,,,,,,,,,,,,0.06678837610794153,,,,,
HBEGF,-0.02761375895098802,0.0031576272930242603,-0.0016171921984316406,-0.0769731816896501,0.0026940964178791527,-0.01906318178861039,-0.0509894912331058,-0.027830067554849174,0.008918013089001338,-0.008433599866952803,-0.10820705179568887,0.011941186452414366,0.05863551986979215,-0.02658130834137895,0.04822303601453737,-0.04326165243955238,0.008400757813716388,0.01407077384546918,-0.020763873792124417,-0.08711639722048724,0.015831516444024946,0.07593565239767434
CSF3,-0.011130250163766337,,,-0.03757346580633059,0.024184060179747387,0.05845462645864163,,0.02259424769497118,,,,,,,,0.052040810697201276,-0.060797161978220784,,-0.028588018011045876,-0.03129910711035867,-0.005725278015892788,
PI3,-0.05797817038006629,-0.02155828709090181,,-0.01070504262568675,0.0017536970486534255,0.013858963064433417,,-0.03522797514660663,,,,,0.030311920102235674,,,0.024572420339691987,-0.027125513881210737,0.028192997614632023,0.05013794493609832,-0.01851506269709036,-0.035351532870502224,
PCSK1N,0.10901544228322668,-0.0065381001257012695,0.028007694944936278,0.06935826973383219,0.01316992577250509,-0.006019857061393949,0.08539939536962071,0.1425102632256939,-0.002736187859482942,0.01758106453833162,0.22898066914607354,0.2054419806851928,-0.02849094824313657,0.022877854646792223,0.09059354972000375,0.08821891494452025,-0.0010365964166571084,0.04156869434461841,0.0653756928516365,0.1220434340579273,0.005999975745654604,0.21054053332830286
NTS,,,,,,-0.05453724674336123,0.01637221112994978,-0.018440547205531645,-0.0024764635555581424,0.033944347577554206,-0.030434066339084784,,,,,-0.021718732105947835,-0.036694531413011544,,0.02658135364887997,0.11604618399236982,,
SFRP1,0.010384572657402578,-0.021779025157656288,-0.03180794593767537,,-0.025748429533673567,-0.021031214093790433,0.026350360117206355,-0.05086465342192361,-0.04304585486407486,0.06524789663041206,-0.05543576727026783,0.024787368686633057,-0.03613365399085371,0.011474165676256682,0.0595034315101926,0.08515575284162707,0.019999226720313314,-0.026919438638019433,0.016754271993250528,-0.04527265981820972,0.010197161317138501,-0.021663935535467065
CXCL13,,,-0.01988711132580536,-0.02728278197278443,,-0.020842201747819252,,,,,,,,,,-0.002360888507284867,-0.028985000859825593,,-0.009107078280258227,,0.10107130418267286,
MICA,-0.08132520659130454,-0.000794085320962766,-0.02100980196017779,-0.025753573933517196,-0.005113489370909406,0.04606207183722583,0.01342217357498475,-0.07904537946550359,-0.00966590678302036,-0.014820479918023382,-0.04150922849053998,-0.0354662849302949,-0.05471757313025794,-0.07690423265238142,-0.014381921798264813,0.11375145109465089,0.06411065198559622,0.03407803435598776,-0.0001421013204459609,0.04839542756840269,0.04071723193509656,0.043162633393862906
TG,-0.00955132441841913,0.03829741071332434,-0.011711832134566957,,0.015147592242271666,-0.027453608396535066,0.0005220172595656836,0.005767496176958054,0.02051973071875709,-0.001491418610821945,,-0.025011633635672638,-0.005727702498243522,0.06400773483050916,-0.033446111874221904,0.0406531330354813,-0.008503010388644532,,-0.03140153458723327,0.0040417162290682365,0.0007240491115421277,
ADA,0.00869896602975534,0.010042709699837315,-0.03245834241178762,0.028491622927062994,0.00067921510827157,0.005958303990364327,0.057244846418110125,-0.15049563252619055,-0.03214665714726637,0.0037271714934570947,-0.0881135707579001,-0.1019983116696075,0.010461972656359403,-0.026373444989090226,-0.046486067104096494,-0.024244416860929527,0.07991891310925635,0.009285314152445953,-0.038003868607828874,-0.05222821985448546,0.013317662859190003,0.24587236445581973
LAMC3,0.0426249465723075,0.005571150960796614,-0.014154417766740214,-0.023842221701044733,0.0033623259627441502,-0.019880526747474148,-0.00019903488349458747,-0.12373120598370108,-0.052282823488660604,0.008106304006468019,-0.1016895202706647,0.08112809662360371,0.009073623081274875,-0.07167458239737962,0.002523671246258493,-0.01602431656616537,0.02231686472023634,0.09132757549097588,-0.019551428470045328,-0.07744743632344771,-0.02013429762772907,-0.06800241687129088
CCL7,,-0.023763881142212756,,,-0.02008969263702703,0.027117149575082267,,,,,,,,,,-0.03524767857195431,,,,0.030389891969648346,0.004941567034503747,
NGF,-0.028196426672398772,-0.005536848317517406,,,0.0014318156041704957,-0.02949525693715693,-0.025522424049685383,,,,0.04529444683534994,,,0.09502966116361392,-0.030525735269791073,0.0600251128253635,-0.02971434868528279,,-0.023433648865896467,-0.06581615395418408,0.048487706526007014,
TNFSF15,0.04789636256117058,,,,0.0037099298238130987,-0.020459313891269915,0.040538378635967466,,,,,,,-0.018504200334056187,0.06355716724561032,-0.02209771060383871,,,-0.023693134627426195,-0.03128426652804294,0.049361997612898674,
HMGB1,0.08672566943490302,0.04273013569376044,-0.01805143633807086,0.04521540713463962,0.009413188427378849,-0.028030997759339052,-0.029423431618570774,-0.1823699561382306,-0.005362376904088373,-0.04578166068298289,-0.14012303429658485,0.012924882277879801,-0.09899100869991835,-0.02120001854815777,-0.08203190571793356,-0.03392944168240217,-0.015742832667287574,-0.05133476435912536,-0.0248725799853582,0.034699292497509256,-0.04698663019408682,-0.022791598121118424
ITGB3BP,-0.022326934063655195,0.02675489171607656,0.05133479237350991,0.03614278634668149,0.02212477493695621,0.009561608953109566,-0.08404874320955909,-0.1359945479626499,-0.00961968348803391,-0.008088903729412894,-0.030984213245660214,-0.08025765016804307,-0.1221451225048504,-0.0812976820411028,-0.04166712923109395,0.0700706542869866,0.005525732322890383,0.05829507431351966,-0.02882804532256242,0.0592516018030563,0.01718034476947156,-0.020013237044611314
AANAT,-0.0027738967348926173,0.026433771943663722,,,0.009012551516476744,0.06050919064163258,,0.0004901651277032794,-0.02048506616663854,0.00356878765221397,-0.009201504398696068,0.0645131045536191,-0.054961206283939405,,-0.021394671675332,0.026959619695238357,-0.04053228746321186,0.07871531935396829,,0.04046460580328567,0.014171360466551274,
RELN,-0.03708781770376329,-0.019395065403599122,0.04240191176273455,-0.04231346344463896,-0.017974955683969975,-0.02937656061953153,0.0637747081631746,0.13913545554446802,-0.01448678266476601,0.05581986080127244,0.00875744591385961,0.06530204134754226,,-0.030329471251168413,,,,-0.008444609217168962,0.040694947168491244,,-0.0026206105408275917,0.0578579516951491
IL15,-0.013617973170727053,-0.026596212837797464,-0.021524967339293617,,-0.050890331997098866,0.022661982247119,0.04812189010215265,-0.06833161235628879,-0.020048202348886913,0.01284510142235339,0.039642301958660454,0.04362508080354455,0.007310358124898393,0.07151776137958897,-0.03616636615876287,0.038006412182529155,0.010187166945913375,0.002323307828514217,0.0071096265254986185,0.001649960378645009,0.04528995401287631,
UTS2,,,,,,,,-0.08897878854113812,,,,,-0.11151968276740172,,,-0.026332482159271565,,,,,,
BSG,-0.050730197209390045,0.04899989425626629,-0.0051749724299293585,0.004012603983783539,-0.08427768426739145,-0.0016611561239874833,0.017208763730052798,0.09263207410123477,0.02330204053180539,-0.006513055144872751,0.18329994328278654,-0.09395089159807216,-0.06939457352741522,-0.05099967295347234,0.02718719259963262,0.1163945894913794,-0.03641379038350652,0.082386818019089,0.009018474577983639,0.07137803690270504,7.648738527450073e-05,0.17501578437413753
ADAMTS3,0.040925726125246135,0.046374352635597756,-0.012719820513117831,,0.10172954964126922,-0.003469850366751423,0.06890135921356269,-0.15853092634571744,-0.03728141913388713,-0.0013015162439119444,-0.03348641313245066,-0.05853491538097142,0.032109169829473726,,-0.025617941263348543,0.06459095045736758,-0.02668280353960526,0.10316378339138738,0.0475555832007452,0.06839879070288157,0.10490084347969386,
CD34,0.003001665970560224,0.044919715259379,-0.018582606444173488,-0.05337525047004761,-0.045029273137703676,0.004286377317967283,0.009633654373396727,-0.11518827604204354,-0.023524543631325338,0.04995107106094135,0.0236982690858797,-0.03359228236983155,0.010825956679065524,-0.05778802783133469,-0.0009577626347118926,0.024588337721457045,-0.032364360717652724,0.09238499696940153,-0.03445918857375693,-0.030164568483332717,-0.0018514450886382677,-0.013524043082466885
CCL23,,,,,,,,-0.032110380019007116,,,,,,,,,,,,,,
PLAT,0.08556808263688206,-0.01375304419624822,-0.012451080048180897,-0.016199405121359065,0.03694601520471245,0.05348379629982249,-0.11070187733149743,-0.18828725158232812,-0.018880765700112895,-0.0022631332362338338,0.07841660989318444,-0.054244010155772085,0.01717414291902517,0.08036598841771422,0.035635751379718215,0.028205358328125582,0.05139084862185058,3.646814619973634e-05,-0.021402679619867394,-0.06835172827430641,-0.043914357806648714,-0.04989265340647173
NTF3,,,,,,,,,,-0.009787075758605358,,,,,,0.06956861863322196,0.040481313483543675,,0.007920467331451436,,,
LTA,,,-0.018474306813011477,,-0.025748428329121564,,,,-0.02854982145100946,,,-0.03522640894121156,,,,,,,,-0.005579977644119917,,
CKLF,0.005472798712097888,0.00519280310372532,0.04651405396727119,0.03748876715651274,0.02792081577815463,-0.0027350406848738475,-0.08677996966701954,-0.1637549183864345,-0.022752185668888734,-0.03615406630166124,-0.13521500727335184,-0.0872975331379627,-0.058097444830547934,-0.02204684443394957,0.09921534172441154,0.03222874623669235,0.04032274532112052,-0.022636947680547557,0.020697977240901777,0.1595099789620918,0.015949410533626904,0.03623080676474354
CD24,-0.07780908091757793,-0.05139061926982019,-0.019982956326032936,0.021416405220874117,-0.06561725570334226,-0.04781603093587402,0.03465063269691889,-0.032118572105287305,0.03734666432955773,0.013769104678233335,0.013804472578060526,0.016695724163228096,-0.06401943345094989,-0.005409859577905623,-0.026957906071113702,-0.034198002040595005,0.01783090546154115,4.809023848802469e-05,0.058927384968917224,0.04133256968686322,0.008266139813718027,0.12513888045319263
HSP90AA1,0.08223498116389708,0.014546635234458385,-0.015124679431267754,-0.029739463116709525,0.04568673897022522,0.08518949635816787,0.10516757988342859,0.2217778701952413,0.023944643706789285,0.013861573764357212,0.2307656199605184,0.16842070923831842,-0.04135147785695608,-0.04919685930604118,-0.022717184250280506,-0.0017900110384994014,-0.05110727554059592,-0.058351827134886625,0.08424609469363897,-0.09225698814040807,-0.042140201840368464,0.04700107114870455
BMP4,0.058757734086705066,0.06133177292446497,0.0820612010677205,-0.07626463102976201,0.0321213547374146,-0.025375624222758453,-0.055442951678393616,0.02657330488216413,0.005515578107844586,-0.05752410731145132,-0.045637585507228316,0.028431397069628536,0.17554608383765236,0.0023750349360799924,-0.044448141640307276,-0.022159526693964503,0.04656866278387217,0.0721219327392629,-0.019902821388067614,0.08592408067380135,-0.05251484700916983,
SCGB3A1,,-0.023763878765856394,,-0.040162319291982475,,-0.0219538870908081,0.0068381527696586755,,,0.007269356700850656,-0.050366037111826294,0.05936254856980515,0.0029270236180253674,0.05364565974138719,,-0.05364845687806154,0.00893964946690424,,9.99425825704647e-05,-0.030428554731891523,0.096324521551339,
IGFBP4,0.09708681397103426,-0.0028005714176777613,0.03688790699104659,-0.009576163874176735,-0.0416536632259085,-0.053808474187725434,-0.04448327620917723,-0.11753160392363274,-0.054860798295269096,-0.005583988431251587,0.004978509909717308,-0.01619574017136496,0.026315781885921753,-0.02655968820811611,0.02437576023025921,-0.020726196526803336,-0.03977900767496562,0.10380376315849678,-0.10858525901709631,-0.10320573177639507,-0.02838567238510214,0.17860748050400044
RSPO4,-0.034444825984438814,,0.013654526339951527,,-0.008033540362175838,-0.02533835442048652,,,0.08581638358311118,0.07560864776264148,,0.000699800398874825,,-0.04852240587447411,,,,,0.012584714386001322,0.10479241500678756,0.06321413514143609,
LEFTY2,0.004939801696137959,-0.004632012948805351,-0.01870119940884077,0.03480324389630787,-0.047362948337394045,-0.020037139785833567,-0.039439204069541926,-0.1161802017843797,-0.00492760787580975,-0.008256503548868492,-0.0304340863778982,0.04667361049416218,0.05570598549544675,,-0.027340577206224258,-0.029921287623197772,-0.02306288290094295,0.07388750538306048,-0.03633464020929822,-0.010992717437318951,0.03261859311235928,
PF4,,-0.024651209559054144,0.06004611697690417,,-0.017527861035261046,,,,,,,,,,,,-0.02760633335504399,,,-0.005611800660741269,0.01763076234069808,
ANGPTL2,-0.0063623138209524055,0.015589909282230436,0.042859294481500505,0.07395308017758767,0.05930895931931651,0.001860778894853399,-0.13626714949941438,-0.13204297547657937,-0.0018851278167012163,0.0723741237495861,-0.1266450432839915,-0.14871246081395062,0.06393039370666241,0.05027478608399498,-0.028894944214431735,0.05602390476422165,0.0688358908313064,-0.03291280302221086,0.047538896040621094,-0.022436382696493732,-0.06554324236483759,-0.03170796770194807
LRIG2,-0.05087695017374464,0.01006503938449229,-0.05321757586936242,-0.007737370485552562,-0.004543277186870875,-9.876211047798379e-05,-0.0256650789940909,-0.052861643434202424,-0.03237053335066894,0.036042260235569584,-0.027431067043980205,-0.08798108205054045,-0.010191144222571372,-0.05096597093822288,-0.05999946380255422,0.02189112089893712,0.08942282128622295,0.052651082627380906,-0.014602378628233619,0.12027519867207236,2.619983714284665e-05,-0.03693008797661117
ICOSLG,-0.014168905701458423,0.011566669618434899,-0.03478218792950362,0.08178370955798878,-0.004558217904478862,-0.025000905767022116,0.034913842989497755,-0.0713134966230862,-0.04614183597453825,0.0069019682529171955,-0.06012779497106728,-0.021980577249079647,-0.09702918610546299,0.02283426510955499,-0.006079954753768694,0.03846166142031187,0.03550409582229498,0.07122617100184823,0.05004146118350829,0.09594200511696793,0.014824504626265575,-0.05942911462106071
WIF1,0.07206187905948251,0.004546975390146072,,-0.029907860150856752,,0.0702561610622339,0.15294462557886085,0.24776728743136825,0.0951786349480248,0.0010474346399250794,0.08241832320444632,0.17015564298484956,,,,,,,0.018078368946128343,,0.03613511680672769,0.25390408780639934
NPPC,-0.04394894217010542,-0.019259677483973087,,0.025659219924684465,0.1350588707245313,0.11162512845178628,0.05693457182007168,-0.004108921152247199,0.035634660695657724,0.04584814506242008,0.08903793437523691,-0.10180537817333672,-0.05680113688173999,0.038361574971772186,-0.025617892062558302,0.043803555677531344,-0.011520491810342329,0.05671356777705267,-0.03683367569710504,,0.03276617067801643,0.17635278568968366
LYZ,0.037750524354552034,-0.043881685530991636,-0.06354313718094026,-0.0750661832933024,0.017524373242426682,-0.021651744502718697,-0.005635301829582626,-0.15748252303973131,0.05157014533600086,0.0030361989447814657,-0.1638968523041368,-0.04538848548131091,0.013646465209633127,0.01856302633510924,-0.04839733146156703,0.028020219743597835,0.04527679864096232,0.024591650145598293,0.06126417304949144,-0.05814338534523543,-0.07566424375524464,-0.0460711854566895
EREG,,,,-0.009546644613474726,,-0.03565707668814656,,,,,-0.031307780875285664,,,,,0.024656559257847134,-0.023628678551009925,,-0.041271742171473925,-0.04630768676273226,-0.02841882867231631,
SPTAN1,0.08990990637751106,0.01525481446713691,0.028497935617365036,0.025301394809828265,0.024503862547011878,0.05204151123437091,0.08499005249297659,0.12047847628588516,-0.03354246498550703,0.04130637234083416,0.25656338554573793,0.14825905358647906,-0.0015155731964815544,-0.009811070186437905,0.02847550706111918,0.047164555752064415,0.01639084403588504,0.009158298457676217,0.06576198489168975,0.08382584979876832,0.013838399176025296,0.16684386512671165
PTH2,,,,,,,,,,,,,,,,,,,0.0166321958724116,,,
LIPC,0.06815757761150586,-0.007938335090359442,-0.025292262046195946,,-0.031498871709052544,0.005804881102487473,-0.014029474266877605,0.0011792892802122328,-0.026519475456281222,,0.008386141348297536,-0.024127893063552418,-0.04095160461636554,-0.07383352508326005,0.004934124029769054,,,-0.024412384322480433,,0.005829561692907106,0.006308468931590843,
COL8A1,-0.0854222261000441,-0.012073236470325693,0.07491093681897039,0.001464143501579647,0.036344745796930714,-0.023300665991460107,-0.06502493155412468,-0.07067560498702682,-0.025720527734611892,0.02937774488617065,-0.12388557307584537,-0.10597722949620735,0.033329869723952625,-0.0023382565017666585,0.08698405666668277,0.07931636636922122,0.020447434574481102,0.12276088914929091,0.014288858574609752,-0.08535152550233506,0.07236312314314251,
GSTM2,0.005686038068636566,-0.018128722267362757,0.045000361216308155,-0.017524352559251017,0.023543318012945683,-0.0496729751955575,-0.01868791295951287,0.02863656152732528,0.011262906355011204,-0.009184931606535466,-0.03854908190387438,-0.025961516330418613,0.029603175449892702,0.10949854087542836,0.07223240037840833,-0.0023312509336670863,-0.006355688628290412,0.009015714793168246,0.04172029621007087,0.0631188863502449,-0.02214341619641104,
IL4,,,,,,,,,,,,,0.07895946885546781,,,,,,,,,
SPX,0.08645757841018832,-0.010895982584727416,-0.008496011042631927,,0.008703847748302577,0.0208184548538992,0.027283221025738887,0.11180430524706801,0.05375923592113248,-0.028407427336944485,0.1242182741788127,0.10929956940287273,,,0.04272660711995545,-0.010630949409075824,0.002699136289470739,-0.08529152323755178,0.02128260205743926,0.22081041807388002,0.09168756621555191,-0.0844255841935377
MFGE8,-0.10076194517310863,0.06560963567591044,-0.011706731861668188,-0.013021665261863453,-0.011697890837805591,0.051436703669090866,0.0064148509595775205,-0.037936073452486584,-0.04720456862696378,0.03552983967401399,0.07537236053925393,-0.04756447095239282,0.031141260343653693,-0.05154774473498367,0.058022280206690924,-0.016267834081741216,0.029125117645068303,0.07088533506085329,-0.057064041273307164,-0.058464749351110505,-0.01729612026175758,0.034697868561581746
TGFA,-0.11911966723542668,0.03094663124444998,-0.023000708918987204,-0.0788458706634876,-0.058684539881221826,0.015453065205919702,-0.01610923500217036,-0.15824707785327893,-0.02970367024529235,0.09259795193610214,-0.039356610624888114,-0.08220475216191275,-0.005756135687024696,-0.015102287224893582,0.04093532491047218,0.011223753919956591,0.038680730362741465,-0.038483425020532966,-0.04478602062281279,0.07436063722357346,0.0004898398147215342,-0.15230324089576
SLIT2,0.15425500782509138,0.000660894846549437,-0.012067602025713475,0.04168446341753839,0.08150348586981633,0.051525242812756465,0.04601397982076563,0.12235036211599579,0.05597877888478514,0.06751157010411231,0.044155334508699844,0.17609460736884866,-0.07286767649120561,0.021824983265892724,-0.028971570344819574,0.09618798645510412,-0.012308903699419203,-0.008397939916246284,0.019324076285044418,0.009448527689346911,0.013658794807313792,0.19161774499802084
PLTP,-0.0592276319550042,-0.06290666770887865,-0.02327381524030521,-0.018696544011284656,-0.006408581931876596,-0.025378926847302922,0.006045514905135209,-0.19599779603693596,0.03867111020951393,-0.02130161918781834,-0.21126341253017816,-0.017996511698064637,0.06374491567722024,-0.13302180173824335,0.05562288050490384,-0.046178586254329405,-0.04433777571706096,0.10802328810159231,-0.1272474155472685,-0.0038431832042850286,-0.04324434191921234,-0.07358288967983397
APOD,0.10180297091985518,0.010892732566757954,0.046324403172347935,-0.020620576439503237,0.03723530529875914,-0.002021593960895722,-0.011761988796564466,-0.21319258677521447,9.407220858856995e-06,0.00535498289046721,-0.16566722587846913,0.09591513523800735,-0.07443390833958197,-0.030146699341941783,-0.031422211667692844,0.055153728994250424,0.04698247815597514,-0.060876894119579535,-0.04155715695816906,-0.07217417731117559,-0.06885607563334774,-0.19120714050268284
