,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
LYZ,0.01147367595722631,-0.06454799532645147,-0.004833393918661016,0.0301041261756498,0.10510671519693818,0.025967782121571324,0.004302878812376893,0.0008049319111979156,-0.0013630290906943576,0.02263634315799599,0.0010466230953445849,0.11847853783585809,0.08863784271484586,-0.050014660995240136,0.06466621807981147,0.010880545632090021,0.05120024461332476,0.013759578367970522,0.024691250330755816,0.01066023567704119,-0.08636416417014697
EREG,,,-0.029993373475481075,,,,,-0.018074974177493666,,,,,,0.034818892708880216,-0.042627700690253796,,-0.02486665869339342,,0.010593943038199388,0.04661738927325774,
SPTAN1,-0.0047385745202041425,-0.01392221630687963,0.029164572901222534,-0.006357463302821566,-0.05500227863859625,-0.03355792137265558,0.00447062711729358,0.019646237926814223,0.02136725322170453,-0.01272771296196508,0.10263362693435324,-0.03863123962645867,0.027266491722558826,-0.023562774674733312,-0.003927606639673327,0.05973944310410638,0.02944895470368761,0.00243019762873778,0.029034608235974747,-0.037369738340120404,-0.023544589556388683
PTH2,,,,,,,,,,,,,,,,,0.01932895596637143,,,,
LIPC,0.008692143854467257,-0.021717876334798263,-0.020635128688405866,0.03351596931987013,0.0714049272215314,-0.02866216943592802,,-0.03237194931444466,-0.017805484370288723,0.07005871430997283,0.033042506888098316,-0.0023873604644850804,0.0902954392880128,,,0.020813420051701108,,,0.006984920681684959,0.0010960635976109783,
COL8A1,0.02958407959647326,0.029429055347795018,0.05398124731871937,0.009490357209446599,0.039164174572649035,-0.046642977650058724,0.009591715709994451,0.05321166414043525,0.05949762821845246,0.07351460438054874,0.11415498406871476,0.1129055430043438,0.07996715442648808,0.07424388814073411,-0.0009995904246890665,0.027544426785534846,-0.008992959300588943,-0.023062656184345165,0.018302770083592223,-0.01769190189419378,
GSTM2,0.020994357541506557,-0.007828797911597237,0.025076779030923525,-0.016469359908418208,0.10639025070933866,0.04046545507643549,0.035939160365210575,-0.02874846911456413,0.01268927470002945,0.06812674248781656,-0.032630281976224355,0.07627347811023687,0.020692435917435213,-0.04214840985936521,0.00236735421289559,-0.035119821846468446,0.030869744779511325,0.1092132465858442,-0.04964205079106708,-0.009449718807294857,
IL4,,,,,,,,,,,-0.039803683371108664,,,,,,,,,,
SPX,0.003248328485135839,0.012779040752529558,0.02436955853884869,0.012730748661923426,-0.01847731172324662,-0.022910903777638675,0.010160913909274429,-0.05740012693817179,-0.024166331574415403,-0.02642794271859156,,,-0.05878020430128631,-0.0273691537432871,-0.016656813331575065,-0.049968064240158004,0.02487581951328363,-0.00221213320822754,-0.002160130569022164,-0.09562829142208835,0.04187081309488685
MFGE8,-0.02540566639611588,0.007632306232074765,0.048154341585098306,0.020821337799655337,0.02786562944786769,0.027134016735542586,-0.02132772791646133,0.03143345929892618,0.00823696661838208,0.03134182529863608,-0.02881002995266884,0.008678596516208762,0.11679918477418606,0.009115568757319522,0.06604102929198837,0.05099650731676042,-0.06407825607017477,0.024164055098377095,0.0700635438775722,0.010025160676689448,0.11375863349564447
TGFA,-0.05179032252599808,-0.021290150910379262,-0.0035941963402258653,-0.015332972449548099,0.024929614071643253,0.02054598933545782,0.03814966226341971,0.022862465908114568,0.0005921164307489683,0.08664371431393819,-0.08399785829851082,-0.029555369494033357,-0.03723466373078374,-0.05623389973409171,0.04524232083916764,0.012307377116538733,-0.01776063399657826,0.026495770657426025,0.06677947404174013,0.04209929759774233,0.06144776331894309
SLIT2,0.04325065069455387,-0.0259114313078372,-0.017608030202258082,0.009056295035098971,-0.005310443570868635,-0.023683660089603615,0.0683918667436725,-0.035919184483006864,-0.046895380428584384,0.02519040735932339,-0.04361974065761389,0.07442664899381646,0.12229389851933938,-0.026943952520375535,0.014643124517560765,-0.015105483700894576,-0.05636400433865791,0.08547089072224938,0.04972057563782645,0.06243929022681344,-0.024677579026239644
PLTP,0.013530591858321834,-0.013423099762984945,0.03208024401195805,-0.003947166453789723,0.11821567238122144,-0.0038870258855558354,0.06925641536267753,0.028412636625436433,-0.04071768036142476,-0.053988605484155475,0.09323252500262198,-0.06221023924473299,0.10572855658878774,-0.07453255800546935,0.06220348901961471,0.022307676665722427,-0.00855787482770248,-0.006037532823228116,0.028649808100674207,0.033684374510572795,0.04321884700334606
APOD,-0.06087951479035648,0.009807749236379764,-0.06457338443112938,0.07316538041546884,0.04101219060014512,0.023300832582080832,0.02596578303776691,-0.08953852233772105,0.014783864413142583,-0.11119942390051779,0.13927364302293477,0.0010207983012870748,-0.1752098970612982,-0.0024115596438095237,0.032708528412319866,-0.057662717031180886,-0.04577115274015612,0.1108353909338034,-0.1319387179723604,-0.013402106238920086,0.0191543297052543
B2M,0.04049415689906492,-0.01634079370809598,0.008227506461788872,0.05544712325268887,0.13766024344257258,0.05798586923315003,0.042969503241776376,0.006599634162752737,-0.008226048747820932,0.06545343628575291,0.04012411733854239,0.10043597945876262,0.007144183272326276,-0.04400481450986581,0.12799462716421117,0.061949664164907006,0.0155463838862586,-0.00619724175326174,0.0064569509568454374,-0.0011391566212819427,-0.0728585759906814
OMG,-0.08009588522728887,-0.010698741580762793,-0.05009390362868184,-0.022295339625349055,-0.048000432972943305,-0.016031025669049646,-0.06295401642336111,-0.056396347666328485,-0.030471054372809125,-0.0003254013589431364,0.04769620581044152,0.00023011137437108358,-0.10722119945281287,-0.04558406881595371,0.06772181342462584,-0.08022421246281347,-0.028577915578527926,0.049254843387322694,0.1165816996202339,-0.06591419695240393,0.09850410392461109
CXCL3,0.03830385005314563,-0.006778664169585743,0.02174331506115838,,0.025808436878424577,-0.006417165217081327,-0.01521407428762923,-0.004130347098858301,0.07000737386675132,-0.034454356831956606,-0.030548739402019506,,,-0.028484846795022417,-0.014555341227945509,0.010424370081854777,0.04907378878940694,0.08798578030818066,0.006104607553306228,0.0922159213692743,
