,MGH258,UKF248,UKF259,UKF269,UKF275,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MIA,0.09370714403059545,-0.0006591356255557209,0.014923171493320937,0.08218953450681346,-0.04216670075682664,0.037773563265580366,-0.021869723888359796,0.01791768416212471,0.12536800159941258,0.03331854425678281,0.03501153795472899,0.027584830474945504,0.09296545421312624
COL4A4,0.0008722162831420095,-0.025976648126209024,0.01051839594682611,0.05618890970960778,-0.022397885471709237,,0.07377822091212448,-0.0059139268567776305,0.06064270953145016,-0.0440395544991272,-0.0020224493243893547,0.03962812212683636,-0.025770317618229094
TAC1,0.0857118293377046,0.03497996650580624,0.05829930651235618,-0.06437355452946167,0.06282688109166973,,-0.03759643372178887,,,,-0.03391468932552559,0.006753982605533859,-0.02671720165103566
RARRES2,0.01272807604513514,0.012308485251095704,-0.0731353157811278,0.07629903295966703,0.07328987373948115,0.08663117100921962,0.036197919151514636,-0.07656958543239631,0.04622179641102772,-0.0015564505070602443,0.02215747390083185,0.05676683015954772,-0.04160364280429111
FGF7,-0.059998813797799505,,-0.03167104390136869,0.0407101791130446,-0.023063971297347392,0.047430560695900875,-0.02640880069891024,-0.03710288597274268,0.07782440717811157,-0.015717249764391688,0.018775390219880957,0.08802420368966597,0.06242496623027367
EFNA2,,,,,,,,,-0.03780276598646793,,,,
HBEGF,-0.002013271560593613,-0.01127917341008796,0.027227570764041573,0.0656667396274098,-0.06362314144754208,0.03096103105972525,-0.05624925145537564,-0.010864345828275744,0.024987623872130573,-0.02032331450638552,-0.013206321009179973,-0.015791849311549287,0.10832162547851061
CSF3,,,-0.02129599262788688,0.051266442765051316,,-0.027610774778355492,,-0.0703899049597804,0.020503658419653962,,-0.02818162979508497,0.1027186952913499,0.04869933873380373
PI3,,-0.022754965802329552,-0.03675045381547994,0.009841237729352617,,,,-0.09271966631477206,-0.022256913133381573,0.01635908779125969,0.017065285187835795,-0.024280595884550202,-0.010043685327054963
PCSK1N,0.0742733212542716,0.021286772846128454,-0.0059357148135264146,-0.055195033171322495,-0.051894984718689516,0.01665183232437244,-0.028327679591483135,0.01711344024592312,-0.06622445590037465,0.05530708375630953,0.04692627873943575,0.05815197096881368,0.014381979077952902
NTS,,,,-0.02568527192614514,0.01701116344067496,,,-0.013528925915561475,-0.04605549677220742,,-0.00682217484909164,-0.02858261230684103,
SFRP1,-0.02645008420619436,-0.01289132609101788,-0.01558971145025353,-0.075377779176118,0.002532640059757918,0.056483681158196394,-0.042545577876029264,0.11309276633711986,-0.03741035060137956,0.039144066196221725,0.043429972034056304,0.027510985637934107,0.08359245780028593
CXCL13,,,,,,0.05740594188885695,,0.03331105525573004,0.02830625557305506,,-0.010709709558555507,,0.10239407567129727
MICA,-0.004678581435926581,-0.025836264725052148,0.007370372226066994,-0.01746083956068871,0.004725950969107907,0.009863886706714113,0.0045111315821856615,0.06926619245604382,0.09912409333280403,0.060566019277107225,-0.0029068065144435672,0.05124241646546666,0.08539856597900657
TG,0.024251493850659417,-0.0136033274298077,-0.016823768598964412,-0.02522114834761974,0.003988463695413835,0.03298335794993815,-0.022381628278031238,-0.021746098619908637,0.10562838310453136,,0.010841422862962425,-0.026831186242817946,-0.010359905025637198
ADA,0.05373300344314537,0.03400638151260905,0.05579203890461399,-0.007137639624111557,-0.03447579368571297,0.03458504170099865,0.031439964186778836,0.0656817974638242,0.06474667084184227,-0.060367217076886005,0.04145445235899707,-0.027524169620957103,0.014574996915150932
LAMC3,0.016331850325312935,0.03568838990367212,-0.012303973898945919,0.06647780136646259,0.0064064575989023495,0.0775496166004978,0.017512524598851262,0.049178927059607344,0.027872062707761464,0.01887541971896986,0.03733858732270887,-0.0269005311439654,-0.004151432206377129
CCL7,,-0.013758080298612627,-0.012163557817223142,,,,,-0.048997996652531454,,,,0.03089328747848022,-0.02734619097773553
NGF,,0.006741916211504105,-0.027869817677789673,,,0.020500810468425903,,0.012582890478291345,0.019792799330287946,,0.021547563697406492,0.023498477575161426,0.05002665961860633
TNFSF15,,,-0.013544716541470086,,,-0.017583084086456577,,0.03586125663655262,,,0.17887836547037161,0.059618999370138794,0.09138378540895158
HMGB1,-0.01844873681459898,0.07539875853517906,0.0011315292384234891,0.039504130856977994,0.02145452864621847,0.0767464536597749,-0.010897625094607115,0.04992680093359795,-0.02648253414882523,-0.03642654679787282,-0.012260910939344628,0.011025731266930646,0.06710256072313764
ITGB3BP,-0.012546135337831504,-0.02693121539228048,-0.01752161720304021,0.06971949478006294,0.027617379065507233,-0.023331554366015562,-0.057735120975454524,0.07524527742983295,0.06796395871678346,0.018585500937803826,0.05021677176263821,0.055167216310192134,0.013737516320159028
AANAT,,-0.019960881367508374,-0.012324308102320946,-0.018849912846565394,-0.01943702566849969,,-0.019986679979912582,0.019190189515317094,-0.013622337096906845,0.058927702278724306,,-0.014202308411039585,0.02924884985290025
RELN,-0.017453371751366648,0.015761925541466573,-0.021392238897937996,-0.018309484488089244,0.005102490599309357,,0.055604121135816545,,,-0.007238910961637243,0.118104276611317,,0.003991859784515693
IL15,0.12955475591592014,-0.024555033776428647,-0.01036334519804935,0.030635256585800213,-0.014054774090531777,0.008521702914116075,0.017125764444254822,0.05401217983780242,-0.018529525622021186,-0.04403954891815367,-0.025098604161604386,-0.006945260460473375,0.0859919096855794
UTS2,,,,0.041422755030194325,,,,-0.03660493186973859,,,,,
BSG,0.039747090627462574,0.0030234372231189768,-0.041400763321276374,-0.039876176630150424,-0.06250074969808238,-0.036716398675665604,0.014835805469821467,0.011048816187097731,0.12174677011772903,0.059886985898998164,0.06818621209503448,0.022595482301147347,0.10153004674967185
ADAMTS3,0.030698835345855654,0.01406482355872084,0.01931351317641605,0.07560759359354323,0.010959785451747764,-0.0234514654928415,-0.00894088685822969,0.033437102101241616,0.06451013386186623,0.11571437546245833,0.04287155377481619,0.029428080237691764,0.0620764717914513
CD34,0.01888295023288446,0.007056375204580038,-0.018923143809121447,0.06070839639927086,-0.0026101900378723984,0.014248426287853387,-0.0028272020937264047,0.07165891733639532,0.034232720428220266,0.05619426038079444,0.007856510586338721,0.007450736596279292,0.00411571007707867
CCL23,,,,-0.021448208592672834,,,,,,,,,
PLAT,0.00010114380828681165,0.04045331642593324,0.0027648288682957244,0.06902331944813528,-0.03787823381499958,-0.03267393787661245,0.009114271009071265,0.035464201794893416,0.004901485196855432,0.023133255055789777,0.0927154650405981,0.020992956679565935,0.12357707937136694
NTF3,,,,,,-0.037453011942827553,,0.006511842738306267,0.025569146507588087,,0.010068993566600066,,
LTA,,,-0.015589710720942323,,-0.018719881373636168,,0.05614476035583358,,,,,-0.017920799036901,
CKLF,0.016351117469354224,0.02001286818306985,0.0053339375318652675,0.0602020959061957,-0.02122557360592538,-0.015294229805486517,0.00028635214777807545,0.11231036750517984,0.0747569812867064,-0.0011335082110713241,0.02623627570823138,0.0221861129817402,0.01672095084369939
APELA,,,,,,0.049621420741608975,,,,,,,
CD24,-0.02898210532731564,0.05288191905456407,-0.021429495441197623,-0.04009846981161988,-0.009868564900497914,-0.08206841886978239,0.01843898668105932,0.050017988600780335,-0.05676215227843179,0.01559252692100487,-0.029179672504333346,0.06436033985595303,0.009635937169965365
HSP90AA1,-0.023328472995410892,-0.04554285534146394,-0.022852268179238022,-0.08676376308983841,-0.004034408030979802,-0.0343539655889477,-0.024974138724788035,-0.07951421477925256,-0.13253892469512019,0.05253592860487463,0.004771626575723388,-0.05807983587390016,-0.057729829459047685
BMP4,-0.02166644017872283,0.022734663513381163,-0.036372666579405945,0.0003927049015861928,0.013505737082507076,-0.03681804597506928,0.06934074817175358,0.026610812879347648,0.020641895120979026,0.08683145133670032,-0.01943597266018755,0.01885682077447214,0.03054133646295745
SCGB3A1,,-0.013758078922822981,,,,0.02555297838618961,-0.012934681008994515,0.025825193659986787,-0.0003884724340211506,,0.01572232385696692,-0.01286790362116442,0.0568994359487724
IGFBP4,0.021892106653949413,0.045570397399710735,0.006030949105189434,0.09821085280277922,-0.04365960233284195,0.005166199802136003,0.015775216906110532,0.025277768807665378,-0.046586093594214076,0.046610463380617265,0.004388190608725356,0.0003857176602472197,0.04217063242093284
RSPO4,,,-0.02386278358199112,,-0.021772361674909143,,-0.025713354736112227,,,,0.14560702430537056,0.014388945586473745,0.07644579317453033
LEFTY2,0.06863265554499197,0.012078486611759153,-0.034833852775370204,0.06759057615854382,-0.02355965764889185,-0.0005810181685324257,0.0816680394444801,0.06740717658588012,-0.012422254942369917,0.0481228102283947,-0.021489321263512863,0.03365683321871653,0.08649783721968632
PF4,,-0.014271798387719678,-0.01061246455914922,,,,,,-0.03464885223401096,,,0.07839393819965527,0.017872124312644944
ANGPTL2,-0.01592585313761386,0.02609807735478972,0.012218065050436303,0.04148004268916556,0.053484888929134396,-0.07606852910341774,0.040978139064123315,0.07741097711399787,0.010795902803943835,-0.030747844958518122,0.002150207093808138,0.04437299257645911,0.11045138093457238
LRIG2,-0.05403267738233118,-0.012483312577127318,-0.0014970003433690668,0.017831466098147373,0.05996312818608731,0.014727402732958748,0.01773393937884297,0.05310890276029328,0.09228085166895957,0.0980261620124608,0.05081818918949253,0.020277612615372975,0.09024430962835252
ICOSLG,-0.02224960551266215,0.03178053907061824,0.03391094779889226,0.07943095833093472,0.021763483487910015,-0.01571528618226456,0.014706777095884088,0.06557715792230447,0.06759371390674064,-0.020820139499855315,0.018038796576144003,0.06933924369840312,0.0917786408284566
WIF1,,-0.025679784695850447,,-0.05823927175055737,-0.01680121581127989,,-0.05130796481461352,,,,-0.0227520753360376,,0.012034436603575012
NPPC,0.05138453901293345,0.013851223854773031,-0.016462549633191007,-0.026125922873313636,0.010049353167303324,,0.04893997982355008,0.041170191577668325,0.09798001189271131,0.02630115174690338,0.006117359161350649,,-0.051954661936701646
LYZ,-0.026555424103237944,0.042839716890537234,0.004384479665145108,0.12502871432942675,0.020217988344835822,0.0020048826969015885,-0.0013469387690815237,0.051643217440447205,0.04338041961564939,-0.0483598072306027,-0.004607540965946851,-0.029398933520088693,-0.024705469517013797
EREG,,,,,,-0.02324774389418599,,-0.04364968827902671,0.13770570485603834,,-0.030484282589469138,-0.04480761273224092,-0.04379770200285584
SPTAN1,0.015620552906050938,0.027383389968616906,0.013789023276037102,-0.055190398192768615,0.013398673971532746,0.0034648009205323605,-0.02586382377057651,0.024723991485908675,0.02244822749113014,0.006373441935767154,0.07119742485875183,-0.018775758979520763,-0.042695814625156814
PTH2,,,,,,,,,,,0.009869213445594625,,
LIPC,-0.026953951609472778,-0.017472432494445415,-0.01907138920105716,0.02574223252823145,0.06015995860381457,-0.029068317348835204,-0.029119460263681955,,,-0.04118118326898098,,0.002398321525992175,-0.01639435125548009
COL8A1,-0.03591353941668906,0.02076659327630782,0.0669281499036447,-0.0334121163966476,-0.038651774875053356,-0.006867562157063076,-0.008988111996609142,0.031738575406369124,0.02340982503672621,-0.005623841603318519,-0.015761915445941528,0.07706020326793755,0.04707528989788324
GSTM2,-0.040866607904944764,0.036578801203964256,-0.003940289878834987,0.0056444207840601664,0.0036156836964025404,0.013305241590616051,0.02043929054029664,-0.022536692796183484,0.07851993691210601,0.03950163867052557,0.10662420997867503,0.04314069427286334,0.02318181560676465
SPX,-0.028639318865928708,-0.028258899111242936,0.047561811914524965,0.013681689065460504,0.0003893451608224731,,-0.03419364668074034,-0.01452808689148864,0.06964269882844479,0.057757724592395795,-0.0394582290054219,-0.011861139965029925,-0.04984950542679204
MFGE8,0.05204593255711273,0.013630848466557906,-0.023449671928592736,-0.011065827269380506,-0.020337051515670373,0.01087896880250336,-0.03687386291707748,0.0203814568907867,0.005221266477853563,0.014617230150078452,0.02050713528643505,-0.004598257551935306,0.01806021891584524
TGFA,-0.03362361339953354,0.029352621188142223,0.029951368193908062,0.08746105059653946,-0.014332268013747358,-0.0059915499291301995,-0.01779662434697686,0.05661934674652022,0.02929425071720667,-0.02131461975630029,0.036738032093532796,0.05049001026260512,-0.0067026658748008915
SLIT2,-0.021666436711767482,-0.00798535907952231,-0.03611932777096082,-0.043007908605225825,0.029710323515000244,-0.028689595067086255,-0.007569067563076953,0.06742353732687814,0.048633950607299505,0.051453623501845715,0.05860234881408555,0.07896326797501386,0.038549682859154874
PLTP,0.07590735602170282,0.011668105975977146,-0.06520738741963844,0.09417469667770723,0.08501553199660034,0.04173732855736271,0.047169481123304484,0.06437650584367197,0.02536126217901107,0.026097945565267785,-0.030912013473006074,-0.03583847121209363,0.10875823604078988
APOD,-0.0304054635113589,0.06834122794610514,0.0163416165764786,0.06265873825313857,0.020320019044847887,0.02273118760581752,-0.0581913185586766,0.07792569777321898,0.013120159687676144,-0.04948576228965888,0.014670013297072302,-0.01664483460134448,-0.12159409986827711
B2M,0.05803910659157025,0.03186760816447835,-0.03392531673481056,0.11762987468123984,0.05025883115621575,0.05623265464214996,0.025423078678804754,0.07702400479059834,0.10607766101078196,0.0023820129853925755,0.010580532799805599,-0.025838167695864608,0.04756246538205207
OMG,0.046303712284329814,0.03683163505286898,0.027180246511611356,-0.013429283305011072,0.03888642061782731,0.0370161028385506,-0.05070523308072371,0.145123358594145,0.059160793797118506,-0.0041810617118628705,-0.060309660226751285,0.0785259858459852,-0.026821589980981265
CXCL3,-0.016953927795015755,0.014068225254922451,0.007059029333367859,-0.024749034493026716,-0.021447263528388782,0.07619299984662618,-0.013349798172618747,-0.06793864482282388,0.09668258011633282,-0.024903406487158504,-0.012097668458097831,0.02257164493739083,0.03950599102947612
CXCL10,-0.01747131228432819,-0.020917677817126442,-0.021345508229076368,0.12026718812528153,-0.024853179798525145,-0.0003570430215216173,-0.021214444858978138,0.002164195236989509,0.02623101688563626,-0.03355020056267174,-0.022348388081079407,-0.02684315284030735,0.03976435768806378
RSPO3,,-0.018688602114401074,-0.012324307191694112,-0.017874886305708965,-0.015444352204820848,,-0.01395028179823032,0.07304611272494602,0.10958724743431954,,0.04283324460358658,0.0937429808137265,-0.02128763000716763
CORT,-0.02105285554535246,0.00672928495101268,0.12711327351541984,-0.046239980101760864,-0.03494895753530532,,-0.018603964308832474,-0.007244278531316171,-0.0019090496117436643,,0.016684062261952907,,
NCAN,-0.0790203481370664,0.0976546431977856,-0.00425916897781819,0.04412792561731848,-0.03956123777972212,,0.05087462915829839,0.05855896179718926,0.04349097239069592,0.009748228887835116,0.027528683778425735,0.004137228337359558,0.007015146166929708
PRG4,,0.013570161759841135,-0.012163559712733068,0.03097531779488307,-0.027824213890657194,,-0.016310185488781163,0.013670912573147237,-0.014036183821454364,,0.0675160190490757,0.028750305679165446,0.10637377320195543
ZG16B,,0.05364161331008916,-0.014117298646830125,-0.028949291323808413,-0.014874645113770577,-0.026226669352877555,,,,,,-0.023132176138650075,0.029559835221040207
TGM2,-0.027634138682409812,0.0014345181576663213,0.02018304901220852,0.07040816016110298,0.05389566152670998,-0.00425277504551375,0.020668307829140007,-0.024572121496073265,0.058054364050558964,-0.0220143660714543,-0.016461825749375346,-0.0006555200366817991,0.014314122929669292
VEGFC,-0.021052856900879307,-0.02627071828856923,-0.021678720319625797,0.032237150123171854,0.00494720010029599,-0.015836770064212764,-0.01664519441306561,-0.04106166450163972,-0.05445316013096975,0.012522927920838112,0.0038013916964084312,-0.004309727536254147,0.0449031554055641
WNT6,,0.009197276055738857,-0.01682376929749621,0.13594938828405395,-0.016606199961392207,-0.0158750700197589,-0.014527085152566517,0.0971089729249808,0.025897173522996038,,-0.009250909157885576,-0.02212321956686701,-0.03353450686901261
NRG4,,0.09331564882886635,-0.014803608603055312,0.026149093116768246,-0.009511755151279703,,0.049621134816050405,,,-0.026376472369124052,0.0953018254502331,0.1141928968275945,-0.050430754844249595
PMCH,,0.0781491991768158,0.03657102745612291,,-0.00872617844039293,,,0.008625122135674098,0.007858611926091904,,-0.018608605335595614,0.01200156022270505,0.014274648999156338
COL9A1,0.021345300488335706,0.08920208276656785,-0.01546128873376179,0.03641355644766241,0.004618707508291117,,0.03874244225947173,0.02359164435901706,0.041306145761301,-0.0053935453111678385,-0.03116508991357694,-0.03202138674651922,0.1060816719897276
GDF11,-0.013012446752987584,0.000496243823256174,0.04835267909784192,0.04086591480464063,-0.021996439479249737,0.014590339360907884,0.07211728611834986,0.0122716567635345,-0.003277560861625003,0.010656829446811577,0.0007567788269178003,0.012080805785545663,0.061402488266220634
RAET1E,,,,,,,,,,,,-0.03071326368404494,
IL24,,,,,,-0.016538447910644384,,-0.03713198439567873,-0.007669163155514223,,,,-0.021734199119804006
SORBS1,-0.03759908148942497,0.01536747608799706,-0.016555609271039513,0.018966894204445337,0.042465916607896385,0.04751877246406276,0.017455562587542946,-0.009822454144274113,0.050376840804150703,0.050728536725738536,0.07062950983221475,-0.0013212550042954593,0.027063907215973248
DLL1,0.01164352625793237,0.01310874340707237,-0.03844768264236927,-0.02689549485890029,0.03527217071804115,0.012683222681118395,0.001360614225595643,0.08100171849387523,0.028964469975255626,-0.028663523382648395,0.002522408529325468,0.05167266690778514,0.15361714978378566
TLN1,-0.032953796669820984,0.036051349702473895,0.0368450616942665,0.07623020846418302,-0.012680584204426483,0.04643618602935503,0.08511555962857931,0.05075685733408825,0.0007006576459039914,-0.01119947024550759,-0.06004291089938389,0.017533844832829954,0.06315363252852703
COL2A1,-0.019774015434085867,-0.01500999604311677,,-0.024749042915397444,,,-0.013552785899040604,-0.001456408410098587,0.05092902460006853,,0.029702800538802636,0.03164333546658407,0.0243056363698453
SHH,,,-0.01263993562854677,0.0003655368201973377,-0.06288651033636339,,-0.012934679878422874,0.016517693943787427,0.08339848234930052,0.07655615310972368,0.0821481917290351,0.09370541982371448,0.1598190324740313
PON2,0.005756170910333684,0.07119677090692057,0.025242652792372484,0.05324134288191277,-0.005830472050870274,0.08654304730226764,0.06698793118316917,0.07855843614626597,0.12278897595111768,0.027071671925939653,-0.02158117001493342,-0.009007991946959493,0.05971127852838248
ICAM5,,-0.017381688129701443,-0.019700236811434606,-0.04836204840424235,0.0642756591658403,-0.015655673005428934,-0.025260731110301613,-0.022850344836169077,0.06746015882206788,,0.05236698269427365,0.014957377554188508,0.043087227390550764
HPX,-0.022460950364509083,0.017224674767994563,-0.02060206234933066,0.018270661083988445,-0.02919056913695011,-0.006549998544868044,-0.022491596586669618,0.09329631303508071,0.07113369925508331,0.09237081687370885,0.0806672893744726,0.09927095792819986,0.07858145678175904
SFRP2,,-0.01829140259234844,-0.01439551689285637,-0.019752036744086883,-0.0013371384365435373,0.15120241643369578,0.001651755234332957,0.061729081844744474,0.027386219122052156,-0.019721201994669365,0.004000526915250302,-0.028861576411481692,0.03289739371291684
CFC1,,,,,-0.0187198825049753,,,,,,,,-0.04462328313447865
CD70,,-0.013207686827413646,-0.024468282791402788,,-0.03491913530617505,0.012617105836109496,,0.08598129953921772,0.05258622411258175,,0.07469566750776181,0.015701838748979843,0.07315477470251505
HP,-0.03923604762942635,-0.05051078488575057,-0.024736182283047494,0.07214209948939364,0.040253708255984025,,0.01230621217508791,0.05215681032770358,0.014269226990789757,-0.03378146984017078,-0.03553060080425534,0.039403684082819856,0.08029448736957816
CXCL2,0.01844817654412292,-0.04071091030014414,-0.0007009409364646372,-0.012143035387306433,-0.035605501731809264,0.06872144873299973,0.12701847782320533,-0.02810332179670824,0.12972783784112585,0.04136239496537112,0.025641176369988805,-0.01590754352546738,0.03385875600808038
NPPB,,-0.01774925338076398,-0.04502639969096913,,-0.016391890434416228,,-0.016645195623718335,0.007332150516961848,0.06358175173907399,,0.025164085614477957,-0.012631050068821105,
CCK,0.025380273593693648,-0.004061748913187115,-0.026689785372672456,-0.04265614330179895,0.08055789105063799,,-0.08500077974175167,0.06693592757854662,-0.045925857353979034,-0.022011380068589333,0.036048553147816305,-0.012453913081986918,-0.09365634187580034
SEMA6A,0.03871623484736589,-0.023899231341798787,-0.0026608087026103408,0.03726203330550066,-0.047112555249602776,0.02911874333404327,0.018860063783608483,0.06269331608151718,-0.009501064326422714,0.05828722759783331,-0.02623506995204136,0.05116025416238232,0.14857329874710892
IRAK4,0.011153691112880509,0.0431103890490264,0.04312240093104982,0.004355449475964925,-0.021946489878827663,0.06336611159993731,0.025691179856525442,0.038526319317890544,0.03194101961334398,0.047105701519248935,0.018727501901842393,-0.003754116225215285,0.04530115458444529
GSTP1,0.0633576169263878,0.08360657448344273,0.04625383863136798,0.07004393181198407,0.025935553146485085,0.04664644844714275,0.01885525640872876,0.03809590634147878,0.08670498750722667,-0.03168534749827541,-0.0050192833941070806,0.002961250482082722,0.1157260994960569
VCAM1,0.02496231878797727,0.041474267619745125,-0.006230035171015238,0.09395062715930273,-0.008082771851521089,-0.031669084226161666,-0.01566749568109495,0.0032181801540410882,0.09610806245206951,0.0594846815627231,-0.004698061750269107,0.028010083847772975,-0.0070373979565699595
NXPH3,0.015477562861571544,0.031560178708478305,-0.0635477420215254,-0.03800399365859633,-0.005019031028711124,0.023012273205093105,-0.013865226263776852,0.12115511556875025,0.037626054818883314,0.059267862714636445,0.013778634186974236,0.05414402582211312,0.04508557972621195
MTMR4,0.010240134070325141,-0.00856460465570806,0.053395271876148065,-0.011562988076854146,0.024085180123688075,0.004218766186465459,0.005852058821960192,0.10062137061506228,0.009229113042823119,-0.0010286250377453648,-0.004192450322621349,0.07663621701269704,0.1126923135644336
LAMC2,,0.010346866053975936,-0.028252475274608894,,-0.020635561309029264,-0.024022848525445947,,0.026213476688987786,-0.023782833831429467,0.05286565941644085,0.0019921097437328146,-0.012056126648295376,0.030033993032755724
IL10,-0.021867507896418153,-0.017448753130157715,-0.03174070826590431,0.11430684134701814,0.04089261501171602,0.020043698553385565,-0.014899816541590656,0.11052495122624176,0.03260467922090581,0.05568394072933085,-0.010917199615405817,-0.026369828137611455,0.034041459898417406
SEMA4D,0.0013776831901466272,0.002992316583142868,0.09722353050556375,-0.00241796635068271,-0.0069864381830076275,0.01961458404594548,-0.03329326436253551,0.07306193969923704,0.019275192708227633,-0.0022724755324520698,-0.03673986034133445,0.026306399845508276,0.06277735306367037
TRH,-0.019330562563466717,0.036215552300566355,-0.029962852224515845,-0.042427003975468384,-0.033141783771516095,,-0.001905415432130564,0.04173588112799136,0.026130538777748322,0.05533635435808967,-0.013125731061689455,0.022894739561660916,0.1540760109056457
SEMA6D,0.032733514653746174,0.06336034816686878,0.026945989418605765,-0.00210806469825511,-0.05966701795163663,0.029179924885141026,-0.02674051898833578,0.10182444136560405,0.047613497152050224,-0.003379262007675213,-0.006839337594014005,0.0034847523133324882,0.15773115197913282
CEL,,,,,,,,-0.015343477459958343,0.0688305739093053,0.002557033010086738,0.02498517570336624,-0.022639566128752266,0.0856535233306832
PDCD1LG2,-0.013796839189657897,0.05759030040457262,0.022444228308754335,-0.023634839360915667,-0.006615497817774864,0.008222826375290475,-0.02548790598954293,0.02413154383326139,0.10934236100669505,0.08120756217249553,-0.03484146042004468,0.015279093935013048,0.05692944448521144
SPINT1,-0.0072332178691492145,0.04821797597998947,-0.03522289292563494,-0.0398644652537139,0.019719302956140113,0.07160893589515524,0.038578205879214206,0.011729070820594663,0.06859737011433763,-0.018222621539588202,0.02611280154122632,0.096848320787683,-0.00702754569109978
