,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
LRIG2,-0.07381618811895799,-0.008721407582116958,0.03670310702504879,0.10155722489966254,0.03652715091071565,0.04655081434014905,-0.008698922638831996,0.015541067191238631,0.0745079842369783
ICOSLG,0.004482122962827381,-0.043436234036296734,0.09583039473614775,-0.014281783367336253,0.038349255070360806,0.07991115270732761,0.02973508539422097,-0.009778212611582841,0.07184839954209696
WIF1,,,,,,,0.13114064586913113,,-0.040851522057571275
NPPC,-0.02594669464565512,0.008942217155684851,0.07280440353241377,-0.02666343329429517,0.028180130576746044,0.13148176975655224,-0.038055921170821384,,0.04200987532550959
LYZ,-0.05841928152369949,0.03368368779146438,-0.005086712688183797,0.07181403481500194,0.07638966254659747,0.09863974154113378,0.0545079774054522,-0.05629124047549779,-0.03583157805069723
EREG,,,,,0.1336737220644247,-0.040173606385114906,-0.02661739811673322,-0.03430998015977885,-0.025630927013990695
SPTAN1,0.03262039227838465,-0.06797014670103954,0.02735291325724414,0.013744391309435066,0.004918425870044631,0.03151480711635075,0.08481738668691709,0.030250621287212245,0.042226320727256385
PTH2,,,,,,,0.023132925153358953,,
LIPC,-0.027513813661130104,0.04595748518358942,-0.05168492190203259,-0.013996631166120477,,,,-0.02872460099813948,-0.006554334978877072
COL8A1,-0.009221378536258273,-0.0044612151885453375,0.0012021320929882524,0.13085391584484035,-0.01115333894138508,0.06559895279687951,0.026686945253024112,-0.051352244872859915,-0.022016483581006007
GSTM2,0.03315552906581936,0.04767339433830225,-0.003633088470587858,0.07300313843723125,0.010600647131222156,0.07675026794219067,-0.011903252767466429,-0.012387976091247319,-0.042283733746462236
IL4,,0.18080533705691282,,,,,,,
SPX,-0.0343973210380978,,,-0.0032712260856650847,-0.023115191466898413,0.15365539033248152,0.032238843215677555,0.0033124523386543203,-0.0053707996955599776
MFGE8,0.05107138003591929,0.08220356730055238,-0.0045044970833564586,-0.02499910164749475,0.09536361630099056,-0.004227987835089422,0.044041037631672705,0.0031660294169488963,0.023138397898009228
TGFA,0.05803603133114385,0.031683592555105874,0.03448189497493933,0.040747055478298766,0.026370706731110673,0.03819014583730603,0.023142241397055435,0.05289566915733215,0.024986584192140112
SLIT2,0.054196218236837464,0.011831836383150949,0.005954717452045387,0.06274595179309315,0.0050670784617427135,0.12629546318891066,-0.03679107076988103,0.011554630054572572,0.01230550589445128
PLTP,0.07014567812330219,-0.040924621513438404,-0.04330326194841501,0.08801901417419025,0.07630753318470199,-0.03724581509529006,-0.04327853161875134,0.014508093249643578,0.09346979749755062
APOD,-0.037369351661687075,0.07794854844285672,0.036947326832574054,-0.06134307419347531,0.12945925816883577,0.07049007564766077,0.06373957375679631,-0.08713787333646092,-0.0342107316087536
B2M,-0.019585432657874102,-0.01936749089744985,0.050664734577773644,0.10268754971411172,0.09438504293356643,0.08582897606492593,-0.033023427468320835,-0.050820026569976216,0.08228838128232686
OMG,-0.05056578097739777,0.05124204401789469,0.06699616895503722,-0.01295706980667999,0.010447985639571142,0.12503760873201925,0.019316076096321827,0.024815634307554547,0.07987466585508497
CXCL3,0.0006277020627905216,-0.05514050464765556,,,0.0964241064424489,-0.035736540784074344,-0.019083152965069104,0.06724671515290083,-0.022423969886967907
CXCL10,0.036363817270010736,0.00395178677404077,0.005290649174365823,0.09773875300503254,-0.0236741817543805,-0.00529750060830081,-0.029200909510678965,0.013694785083629151,-0.029958776515457853
RSPO3,,,,,-0.052073915765156464,0.1109100641746801,0.017444498730632755,-0.01619049599278136,-0.043463729220899354
CORT,,,,,0.03842271253554449,-0.006527391258410841,0.08583143132862499,,
NCAN,-0.04712084405238453,0.048129980904656984,-0.10977644611290442,0.03984833537917424,0.10009725228513004,0.07263275207252376,0.01352585650114037,0.08717250069292296,0.011492413160620038
PRG4,,,,,0.19599697732366683,-0.012942195174481561,0.0003541543584423144,0.03361874435009076,0.06878267476821869
ZG16B,,,,-0.024754395127918036,,,,-0.02018780608374317,-0.01899233995840787
TGM2,-0.06181176392786881,0.06995062515257884,-0.05210930670153741,0.025096012673525438,0.04889051674040199,-0.026702074979715072,0.06924287830613926,-0.05265553186540265,0.07461929707656663
VEGFC,0.056609725563366416,-0.027964289819174974,-0.03354539433785924,0.012833827387382136,0.030594425608514685,0.005312376563147203,-0.025664813498623047,-0.012044227238168878,-0.017257187345941765
WNT6,,0.016944131252596906,,0.09329673287189873,0.06874265362920415,0.02126568901246302,-0.00022241498320972313,0.009984924582422708,-0.019624785290191404
NRG4,,,0.010696602184172052,,,,0.10641326890469938,-0.016190497807349685,0.006429085099137829
PMCH,,,,,0.0146761158494675,-0.008743302575947767,0.029561652951714302,0.03819705996052691,-0.037795217539845306
COL9A1,-0.02427776105166441,0.03274318574471811,0.015128657382737016,0.12384828888371383,0.011013918945998506,0.09543012970971458,-0.03137864255754735,0.050008868172524104,0.07546517793885366
GDF11,-0.019932995307034095,-0.0797009842483525,0.029029367249728207,0.07564051804859319,-0.024994414507494515,-0.004484331017273029,-0.03189289162129799,0.01769926670612688,0.03990500203753132
RAET1E,,,,,,,,-0.017760861058072622,
IL24,,,,,0.08248273837679493,-0.022839845774456732,,,-0.03299417997026759
SORBS1,-0.006870552619456786,0.016140729846419757,0.03381189277155405,0.020112132698154275,0.04445790345574953,0.056869708839463344,-0.02034943315488423,0.02569956776400766,0.04067126584027494
DLL1,-0.011443962223237139,-0.01968977063035748,0.014077935937761478,-0.07380010565654793,0.0048030244205982025,0.09744476791185297,0.062311619200144275,-0.012100860503113318,0.10238842812778978
TLN1,0.01107048748433573,0.039688610138997306,-0.02567853360310097,-0.04696836449475412,-0.0242858166979096,0.009831818528493142,-0.01842904718596167,-0.05054236217770006,0.03461022356038062
COL2A1,,,,,0.06720900027533909,0.02785964592484944,0.010097545841408857,0.20934640151074943,-0.026589328932977357
SHH,-0.017220013166130473,0.01946094680936329,,,-0.01308907810841003,0.12242641861186057,0.014948413166859525,0.14418134326888066,0.11758207831374307
PON2,-0.040322265626371645,0.016803885185264475,-0.04314309484284043,0.0008835760870268706,0.07432394660621067,0.16275770847177054,0.010607674452819762,0.03237550567398872,0.00570816197045993
ICAM5,,,,,0.01798395715871787,-0.006779344317957386,0.01249652347718491,-0.03491286241453337,0.07017006049691986
HPX,-0.02674065684622324,-0.03128270019829715,-0.05046679889997363,0.04602276844644435,0.09746967431322963,0.11585781982978674,-0.009206588302259696,0.05666508057360413,0.04355812631916121
SFRP2,0.034145227698751064,0.1359162907458189,,-0.03609762259903604,0.07580350406186138,0.021142652076540137,-0.013216506574883628,-0.07209016021410102,0.058795481015015895
CFC1,,,,,,,,,-0.026114066739617678
CD70,,,-0.04210229015741123,,0.05501615956521789,0.041570233598501954,0.008550099082898388,-0.024701529805407747,-0.03246540688590545
HP,0.017052107687123758,0.04901974205980866,-0.07434291677142951,0.15565139438668682,0.053307297256573856,0.030856802509081467,-0.028751996548025863,-0.02421921389562301,0.01423629331987969
CXCL2,0.15256283847561755,-0.011664311355423026,-0.03821790034704606,,0.07171116200026914,0.027246376792750403,-0.04946279262793822,0.018692597964236723,0.0027374611437983214
NPPB,,,,,-0.007047873503356451,0.06945583553940995,-0.024284513043977666,-0.016423456886246867,
CCK,-0.027513835868544285,,,-0.030809904401451055,-0.041600595606039854,0.09250471743015753,-0.004254404661922398,0.05496758817105155,-0.02234412675610413
SEMA6A,0.11752308577850994,-0.047353999308712244,-0.07842153955992247,0.032755377400506304,0.016466930005851026,0.01206811611156726,0.034275119973306276,0.03596025929527147,0.10851159968586802
IRAK4,-0.0013600136174083603,-0.03727686502822979,-0.013552938067299729,-0.0008710645969985066,-0.024620205122331158,0.04062419294658479,-0.012667273931279489,-0.005807550108680272,0.06530844019668805
GSTP1,-0.033190375131712635,0.016909450565321327,-0.08538664551156307,-0.011740960675898608,0.04925020477826944,0.13432443110067224,0.09269274808529172,0.012774170718140094,0.017243974222100552
VCAM1,0.04470408161709672,0.056018051155841804,-0.19789194055800088,0.15720478059577528,0.09273186879043609,0.007393567462115185,0.013919811878119973,-0.030134231496134492,-0.026435583141234016
NXPH3,0.03539725828825814,0.0421778103872149,-0.026181623596908992,0.10193086249081407,0.06923539432466051,0.03746497210772716,0.01510974926579049,0.003514599611584044,-0.04196739409540641
MTMR4,-0.004445199684114472,0.07810087995439294,-0.006583655768009837,0.06739426272974391,-0.01534716944778803,0.07420051825960704,-0.009198447637960948,0.03029875163948471,0.06110356553874889
LAMC2,,,-0.03879359652727644,,0.018631283493465274,-0.015835779877315107,-0.01577134674628533,0.13276942931330618,-0.028419600658126657
IL10,-0.018322663284238344,-0.05878340901671087,0.0011404721077452116,0.07798033814630587,-0.029180699527284287,0.034767635219238216,-0.00030222543900245845,-0.03004321554510349,0.013137039332776039
SEMA4D,-0.023034397863594257,0.027300815642432724,0.00012920685567383234,-0.10882472823268012,-0.029863450429275146,0.09297370947962039,0.03292383999781367,0.0270222791094642,0.033799167817822655
TRH,-0.00828431699019981,0.06984442650389419,,,0.008369708078022094,0.042070301482822016,-0.02444692291540041,0.09586942637408098,0.1258713608648313
SEMA6D,0.05593353448384306,0.0022035022015354623,-0.051770896960120466,0.015710971317650542,-0.0213506411789454,0.05022291561339147,-0.0016854835409172032,0.08628001638697166,0.049588950323420734
CEL,,-0.05830136955765812,-0.054331504051950905,-0.0342216661230123,0.07592420814937055,0.05380220730903822,0.01958776601622159,-0.025044543641586706,0.0392357418203874
PDCD1LG2,0.006336494914166072,0.004412084353062772,-0.04523476269305928,0.07204986029651946,0.009942920892635489,0.0340405185605011,-0.0008020484739005648,-0.006905617603704849,0.06699616696768605
SPINT1,-0.004097068178653128,-0.05022728956679585,-0.00983931424367704,-0.004167550511800908,0.024903256823325632,0.057908217793409426,0.01601796569716268,0.07085450935924364,0.03092705247213306
CTHRC1,-0.0962619447645938,-0.039351705237467026,-0.044645409159542855,-0.003530889228097521,0.015990943632606294,0.05250128839456829,0.057018638677365945,-0.019033280915653865,0.10822522726999514
PODXL,-0.025802916460947487,-0.03682892465977916,0.032897378968556254,0.07890201640166469,0.054035235675584416,0.030995105699212572,0.07106020576186624,-0.028198869848851157,0.03648147418899742
JAM3,-0.022789264586841714,-0.026203827009709895,0.058653577568468854,-0.1297448845751242,0.08341102499976885,-0.0055930311564255115,-0.0769689663488944,0.06524533845841857,0.06189038789410166
TGFB2,-0.03779392965579084,0.0018048166089870026,-0.05825597494432046,0.0936033893134871,-0.040801924682817244,0.054606036638361034,0.006175297299836206,-0.03444364254026315,-0.030562973780448647
COL18A1,-0.06670257914903754,0.04458590522637061,-0.007261550379708952,-0.03892752990824679,0.09356896220989241,-0.013610768720876947,0.055138325977776126,-0.0600597338633103,0.02890570743860237
NODAL,0.014419246226349026,-0.036995087457159626,0.0036182735427141076,0.08432240762494769,-0.025972455169690017,-0.012968277730051781,-0.01803571787724508,0.02293407110808192,-0.029783933567789043
INHBB,-0.006646962880782741,0.053387373222434184,0.03996290381578267,-0.012484860887339846,0.04593723930427019,-0.034285254653666636,0.01999887516692628,0.04988943873735228,0.00802221482556768
LCN1,-0.035329289714785,,,,-0.012203426359357493,-0.026643222587229076,,-0.01860240251183387,0.08213960626870193
ARF4,-0.040795885859936196,0.05464233196914655,0.013862728123103244,0.04008416711935263,0.03440373736953936,0.10712341557897229,0.0021881632846385,-0.02879568720886268,-0.028045877803852162
CXCL14,0.07027733342458764,0.03378419358534254,-0.0678517545815293,0.020717765565385453,-0.042043135674774086,-0.03773707441417105,-0.04110761676372089,0.07780925390110492,0.030060874310888056
LIF,-0.012145987142771535,0.05506698723322178,-0.020415080269950907,0.04704693184773419,0.04477682673838601,-0.05852862359554919,-0.005475963042135471,8.248064168763734e-05,-0.0024727330506311286
IL17B,-0.04216821509925843,-0.06002508053672253,0.06685899445134284,,0.04900701400927024,0.03772934545925666,0.010975941650340632,-0.01741110154664553,-0.02253804286916544
MMP1,-0.07540423771646482,0.10603313501571142,,,0.021228201995942872,-0.024999171348650234,-0.016248131014245666,0.0053725039107835664,-0.029413636026353208
MATN1,,,0.125397836213687,,0.06429476179808656,0.024480827988143203,-0.02312488012220137,0.014777318513865559,-0.02053914478351922
ADAM28,0.030252160313985074,-0.09682015968746692,0.03220353006029863,0.06036906041647414,0.013576023436121677,-0.020385265802088017,0.03554953803881995,-0.01760518147401176,0.02481481095506591
TCN2,-0.09773982318662469,0.027633973408607918,-0.02943560215081435,0.04253314704482885,0.07168917526513487,0.05287684259160495,0.06951872965232213,-0.01650007855194726,0.06000029237024756
THPO,,0.14608385555514453,-0.013711829478105644,-0.02553362306121079,,,-0.02005976241191827,-0.0072526891517868805,0.03347121861196244
CUBN,-0.010745831591565981,0.05823556928790552,0.04081245902431347,0.02444698071605904,0.009694669513842362,0.022556833671419186,-0.005589957775465417,0.029464377917906116,0.034566690677996156
TIMP3,-0.033920777593502004,0.04440105181434314,0.012405964283323285,-0.02387352508298057,0.001580702758570887,-0.0325482081428285,0.042386122144045024,-0.03795106065527479,0.06484905608409551
PIGF,0.08694055247664269,0.0005967354527963254,-0.04122577902189208,0.00944624137153565,0.04404501325023954,0.09383769210562104,0.0003336529252218336,0.09580076546313426,0.003015728743693293
CRH,,,,,0.017957872941591596,-0.04442881493857577,0.09511787719730452,0.017837438528624093,0.006348335213499478
BDNF,0.05910920974867907,0.04960071144623349,,,-0.000749851266459022,0.032571544236406506,0.024714536749260968,0.08669743301079913,0.024833435333707157
CCL5,-0.00689825697264759,-0.10929739269201066,-0.006132106843882304,-0.04839540186990548,-0.025514288094631507,-0.007316849180056535,-0.02144133231667671,0.023533036506871465,-0.029516223286343943
GAD1,0.0013747630569655653,0.0223592236317986,-0.04263213446786642,0.09519672599450202,0.050266442136315016,0.0462699836367795,-0.029593777022778354,0.1697392934350989,0.04215754237191409
COL14A1,-0.013063274594032675,-0.011332788358845595,0.04606747523864797,0.05940952772900356,-0.014679184242138859,0.04113582503391137,0.033748053009593236,-0.026929191798128218,0.03913139711892964
HLA-A,-0.09405467077825005,-0.052513474482105686,-0.010899285412203735,-0.006490443945302733,0.013888882553023188,-0.08685148669582073,-0.05849480661036165,0.013660911876155415,0.058432072326599555
CD5L,,,,-0.005539801854608685,,,,,
FGF18,,,,,0.03619198277505569,0.04606993775126408,0.12099019521074274,0.026648160411670417,-0.028196538058952
ADM,0.02927063612677833,0.052782378278769464,0.07475139235582791,-0.06641710241298529,-0.02588625205614411,-0.07601664968024438,0.03688415206242601,-0.0181897906862575,-0.01783802133388773
CCL15,0.08818550491877805,,,,,,,-0.01595430693618298,
GNAI2,-0.03354484031418902,0.06273547803350345,-0.08633579372165234,-0.005927595130213078,0.023061434374588154,-0.037013670780286397,-0.002871744922443623,-0.005298231885597645,0.11273493557265926
HDC,,,0.08233639443986797,,,,,-0.03594243118040056,-0.020539135481534933
COL11A1,0.0917658437536244,-0.043461501888803204,,-0.031031628929339593,0.014263099434031992,0.013085245493852917,-0.018635740356233742,0.04508436211900244,0.031206973841952982
NUCB2,0.04378811438516333,0.030544842555360163,-0.10615498935842059,0.09652747672092722,0.01647278455745172,-0.08054771034063044,0.03214982917307043,0.0007840176685527003,-0.050459881804643864
FGF16,,,,,,,,,-0.020238647946128605
CXCL1,-0.028638502864711014,-0.04332885497147862,-0.05456104844582397,,0.04643508004200786,0.030754886841187743,-0.013470298874901008,0.08072717370108147,-0.0047732262653616235
VCAN,-0.026945910066848027,-0.13682922362904953,-0.07374313911116007,-0.03927455788479119,-0.004786863168812898,0.02049841737431493,0.03597130328180979,-0.06292327089012735,0.030807056962862144
MMP7,0.050100344091088225,0.1254991359753413,,,0.03445081887318975,0.008312987650352951,-0.0472446288060908,-0.07161676963696868,-0.009080214669027495
PTPN6,0.05024415201594275,0.0016776653381589872,-0.03856058481523292,-0.02316180376404918,-0.009793289764374557,0.04299405922935393,-0.005159913675730382,-0.018067118731423075,0.047547823394355
PTGS2,0.08278276195933769,0.07052183673086687,-0.009413853334525915,-0.045030436740065856,-0.01608825034552089,-0.09734523945940951,-0.03418263536219946,0.03708883821111061,0.022338140094478962
XCL1,,,,,,,,,-0.00980874430551435
CD58,-0.024585423883750606,0.0022079003614804346,0.040374144221830825,0.07457148088955017,0.12212407590880532,0.07882574502154908,0.040529153455090255,0.07730073566831192,0.015044975586040338
TNFSF14,-0.034081916196566545,0.15340307909393064,,0.04643483835861346,0.05394345551737554,0.011467055997086209,-0.02346144846408813,-0.015930621862443553,0.07126522927659344
CNTN4,0.014831309274429723,,,-0.03023316260113907,0.000239623194946756,0.047746403708873134,-0.02419731858054362,-0.02714724541461318,-0.0069648377800262075
INSL3,,,,,-0.025284929913142035,0.0844625422212869,-0.02346144619733444,-0.021845065042590508,
BTLA,,,,0.05558344060653876,,,,-0.021123085628534485,
MFNG,-0.01633486469250211,0.028142109052784012,-0.11928450852947693,0.045486664786351605,0.006325844433560437,0.07323186925470573,0.008775047029658178,0.04176069075265383,0.04772060428905081
ICAM1,0.061859484936948,0.05542880911278611,-0.060100604426414066,-0.03618124178960357,-0.008858499193551809,0.02830129416174542,0.018844262173039264,0.04289940228357893,0.026192973466669777
PROS1,0.015562538542249345,-0.032915279122018685,0.06692831435743167,0.0355390998038107,0.027564699534736174,0.027534042171931106,-0.02009497330832217,0.03930189966405405,0.028457704815264395
CLCF1,0.0699351210270307,0.10581036786042483,0.03329177794513786,0.09607788594546564,0.05116659604196769,0.08591203450573645,-0.0005796664864577445,0.027156366591444065,0.02068378283481439
PSAP,0.020560226520076157,-0.03252275873730982,0.07952208944505075,0.11172652583673985,0.09590229181985993,-0.02171755290160947,-0.02963667975953572,-0.00354011967831045,0.06373764657882583
EFEMP1,0.07904223941662811,-0.01972208563152117,0.08860391607585326,0.1318717274522516,-0.006498414183294415,0.06559565915938792,-0.055272542276180205,-0.038858117847255076,0.03650019783347631
C1QTNF1,0.014965754738305288,-0.09582348661865381,0.0998590217807477,0.1005406575343462,0.06291716149189297,-0.07518358913011244,0.013269616435354337,0.08150139952475353,0.03492503065058765
ALB,-0.014820270205299853,0.1099727065741253,-0.032992301038934656,0.049137746294223024,-0.037480828113149456,0.007053019010778193,0.039730424463794614,-0.02470153751445449,0.14822935438502194
CCL13,,,,,0.009065083781941444,,-0.026316887107242226,,
EFNA3,-0.007167683467052841,0.012875291964196655,0.05052408668751282,0.05860763339397791,0.05228368306548447,0.03781008991076269,-0.019272285663688413,0.09322932663182201,0.015674566290323915
