,ZH1007nec,ZH8811Bbulk,ZH8812bulk
LTF,0.09319627600349369,-0.03116019917708483,0.06410662953307608
PYY,,-0.0005985901188478447,
PENK,,,-0.022473658509771066
CTF1,0.17370312938869453,0.1040594316722664,0.03080908327728466
COL3A1,0.02117342892854964,-0.04045539325296594,0.10127573931799118
S100A10,-0.011597770307578336,-0.15534388939692476,0.03142935949904677
FGF13,,0.08044502467501619,-0.017819746832078574
SEMA4A,0.059030088937187905,0.009058923356167516,0.06813090594944934
EFNA4,0.02910311811516393,0.01057480285335138,0.033992961342661596
HSPA8,0.05948467334366092,0.105199441981869,-0.07946852233718504
NPB,-0.07072993004420004,0.073352535698447,0.01162951863695134
ULBP1,0.0009160810197871616,-0.01726000625327195,
SEMA3E,-0.017053037237440196,0.05578645008677667,0.011928355468938088
FGF3,,0.09056260080106356,
ADAM9,0.023234660811048708,-0.1096954387096225,0.029770085427801567
ASIP,-0.09964404441309692,0.04536559500286649,0.08603041159932928
IBSP,0.004007307943182305,-0.09026377647198568,0.06336099404723355
FAT4,-0.014332380504750001,0.08093648971881424,-0.0029749669813766135
MDK,-0.08746152817965433,0.021262977453077425,-0.01572209124906184
BMP5,,0.07767254202454892,
CAMP,,-0.00040319049173404464,
HSPA1A,0.02856942941252363,-0.08761715015312575,0.008198665227584685
SEMA3F,0.05524716927828377,0.06984313617119221,0.08249962612191403
ARF6,0.01933076941080215,-0.04767761353437077,0.09631590251018123
IL6,-0.04547868216963379,0.07749815283102701,
CALM1,0.027757065487012355,0.0035635101984024,-0.08083100097155557
NMB,0.031746719973951266,0.17372160829051456,-0.0026933088124854363
CCL26,0.2072422212075097,-0.011185739304636783,0.21294197227328907
FBLN1,0.023212704030047902,0.006023227471518942,0.053978869402891635
SAA1,0.04152763317120325,-0.18197976618090814,-0.021289938445292297
MICB,0.12061750883896505,-0.007717120876985645,0.09540721738279195
F13A1,0.028636050659447083,-0.13731942747125442,-0.014768406031321422
CXCL11,0.15029101450077284,,
COL5A2,0.010162271298719359,-0.058538480531741155,0.06719480034311627
EFNA5,-0.04915349970580205,-0.03731312339555566,0.08599568038837202
AREG,,0.12104589943941858,0.017413283739572256
EDIL3,0.0034832543799541774,-0.01986152388773938,-0.06069690675812725
CD86,0.014635604748207617,-0.019820080900751706,-0.014354558508124591
AHSG,-0.0033312882411579074,0.12805943084742016,
HRAS,-0.015455884640064628,-0.03708224676417162,0.023390840416502252
C1QTNF5,-0.02432554959474695,0.11886891138239136,0.03340503330765147
RLN1,0.08887488939369959,0.0662432483977379,0.06925551991554628
COL4A1,-0.0037017782200669735,0.038733783748516055,0.051324371274089314
CCL3,0.06391528002223532,0.007109613291645669,0.03711506931988832
BGN,0.028710685452523723,-0.02150905780385211,0.019743775365459865
RETN,0.08253497790472585,-0.0074722997439610655,
S100A9,0.04721331614376005,-0.1405130174459205,0.05226753300381803
HCRT,0.02060269602026419,0.024834349504688304,0.05785002776259013
FADD,-0.016517676331191253,0.06507623270994957,0.04107347582786504
ACTR2,-0.04165456132407475,-0.05864114063303993,0.09272934789469675
BMP2,0.04402252743849209,0.026151372014093902,-0.0037192128038103915
PDYN,,0.20848407950920522,
CD55,-0.021758478138973344,-0.01610203673006318,0.04619408044848831
OSTN,,,0.011275067517109279
PDX1,,0.01303817110094737,
CD6,-0.038150762969486614,,-0.02291304021188593
IL16,0.03533291506515046,0.006271416008417278,0.020757263802153526
LAMA5,0.03098910509975744,-0.05421927332271698,0.013061269028555592
RGMB,-0.02645238061164141,0.0022186294165580794,-0.040578057519834926
IL12A,0.053566972359953176,-0.009469608581997534,0.04249855853585144
S100A8,0.0823383679075116,-0.11443983458168923,0.00019827848891295597
TAC3,,0.018152490297217515,
MFAP5,,-0.023149166082452273,0.11518730911710899
CXCL16,-0.04265097489175207,0.03225364982845444,-0.003595878359805658
AGRN,-0.009829009762429682,0.13173576391800548,0.030948895315083023
COL4A6,0.06405903715886133,0.08831649292009666,0.04591683254301815
FST,-0.13914185762338538,0.029750687302266165,0.061559359920052396
MEGF10,-0.041273400292150444,0.09983515984160868,-0.007830867457929656
C1QB,-0.033504138885301224,-0.010954457153375136,0.08930651185224076
HLA-B,-0.049523676706959244,-0.1350818790139751,0.07715890749848903
PDGFA,0.05485786406240059,-0.10562283987289481,-0.0028555358010710226
LAMA3,,-0.015022634514444496,-0.020147844713885647
DKK1,0.06511400238194152,-0.07088322784221078,0.009065481572100931
INHBA,0.030749119321508218,-0.050148501748401,0.0497364240470251
IL7,,0.059125486922577325,-0.018887360230441425
FABP5,0.05586919827828895,-0.009803577333862378,0.06538480783843782
CCL4,0.0035057874587106994,-0.032826818741811224,0.03717072474227794
FBN1,0.02657874115462426,0.016893051611761356,0.05876968847157352
TCTN1,0.0077228211504731005,-0.014020518653395686,-0.0014196459142654884
NCR3LG1,,0.04987120263507317,0.00706210433762002
BMP7,0.1042769471056597,-0.005409322697053184,0.07198374986472354
NLGN2,0.015625126121380596,0.0639474419170227,-0.0010145805246394057
CCL25,-0.057465666428168596,0.07272343239637992,
NPNT,0.00597439289811683,0.028374463352243976,0.057930871409580614
KITLG,-0.050696001050840954,-0.024733565140609048,0.06295279700046916
MADCAM1,-0.015170091712168115,0.0758446910585177,-0.0053807022231910214
F12,0.07465084118537213,0.02545658504083794,0.10022524510106365
S100B,0.005398874511180285,0.16999742112294605,-0.0549411816377009
IL27,0.02739502297430291,-0.021393818460639754,
CD99,0.015674026576045115,0.008288209146155346,0.05013955396419625
PDGFB,-0.017362075669166217,0.004365033891206901,-0.005117963483306338
CLEC2D,-0.1080512022015698,0.09055709151884844,0.013341573934051101
F8,-0.07982867299421165,0.11230462964271151,-0.0009082560897979662
C3,0.04695369418341161,-0.05943846355879842,0.014606794734627464
DLK2,0.03316916553656333,0.061219325413826846,-0.020147852761703656
TSLP,-0.05412355800536502,-0.020968552628730375,0.04089251428613258
OSM,0.022805439210285043,0.050445308310694326,0.025603548505563713
SLPI,-0.08024492822370145,-0.1764434227943834,0.04845242152585026
AFDN,-0.0009379077307165359,-0.0074163324021558966,0.023056347222682037
KISS1,0.013247311851662788,0.03111818360554802,
ULBP2,-0.05885335013102799,0.07236125628491603,0.08238010254864506
ICAM4,,-0.014803526627114233,
ANGPTL1,,0.0715682766050967,-0.01668860025707184
LTBP1,-0.03734320615666072,-0.00041985345457331327,0.026681349291803023
NTN4,-0.025015137012860095,0.10830670382825161,-0.010624066989848798
APP,-0.06857099198693116,-0.07687530543672921,-0.011969902585668036
RIMS2,0.002714055428056538,0.02677051780827481,0.0521708432287541
WNT7A,0.10010572780988038,0.005889012019658191,0.09696401629179954
GAST,,-0.016873899105996005,0.06892970879973044
GPI,-0.014157002412816993,-0.05765918466066243,0.1388795320157501
IL1B,0.05728959953741659,-0.05026105517253153,0.02554352725761903
SFTPA2,,0.012979268258402964,
HAS2,0.061653113005524444,-0.10666015386339579,0.07061345874788735
IL11,-0.03139686195951234,0.012189728027215893,0.1322984700475527
SEMA4B,-0.001496594294996044,-0.07551686838765631,0.04915827270258693
FGF12,0.09760824063531293,0.12450954647638189,0.012601427083876848
CP,0.0492496215511984,-0.05830762268543901,-0.030128489494211055
NLGN3,0.04137654880445856,0.08685813918916897,0.007618210575123072
GZMB,,-0.02091782512667023,
PROC,0.13509357753748916,0.1196959301435314,-0.04068904893192612
TNFSF11,,-0.017824575560277344,
AGT,0.02350103586516704,-0.13910186476258057,0.02162119667642283
PTHLH,0.07646281012735895,0.06594464615573438,0.15694515859538952
COL1A1,0.0256447079913149,-0.055383765389277244,0.039924561405909526
LAMB2,-0.10646972667632705,-0.010824413463693538,0.06671205238261844
DSC2,-0.011760788544317686,0.02189177814324273,0.023340269056399382
WNT5B,0.03797072965917688,0.04740814513876509,0.06119535474904443
LEFTY1,-0.05581262880573013,0.04418764960063812,0.05397850917044703
FGL1,,-0.02364560035095478,0.037103322736745076
CXCL5,-0.046786383157053475,-0.02418276427730083,0.04984021596286245
S100A1,3.2020006854283405e-05,0.12983917162157363,-0.06775075908558927
NPTX1,-0.07076692102120222,-0.06485726621056964,-0.0180921636464666
TGS1,0.01660235269728964,-0.03432474454662374,0.032507623133287776
SST,,0.01876274357053525,0.0019039805993513006
IL34,-0.09080269979423466,0.006229659583797143,-0.0017007872601374763
DHH,,0.011334629392384542,-0.03186670937665704
TF,-0.0023476588339165524,0.13158555203643302,-0.07123290835159538
IL33,0.0033918697784248663,0.042383272504488596,-0.035750600424504675
RBP4,-0.06528849431856162,0.1047077197548279,0.05878363028132911
CCL20,0.12261095055140944,-0.012003066761897087,-0.020147855677582125
NAMPT,0.023508800244562523,-0.16393164243819597,0.04960951020080251
