,UKF243,UKF251,UKF259,UKF275,UKF296,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1
HMGB1,-0.0247697871027761,-0.046984484751913184,-0.09869856140225862,-0.006165272897601895,0.021236543579552063,-0.02488741318022822,-0.05973603016933856,-0.0032065767772002382,0.04545632549711993
ITGB3BP,-0.013131893242859436,-0.07463309695602406,0.08165607793891945,-0.024046555846951465,0.03162293767864049,0.05756303210721513,0.03831696627150159,0.01924471348412322,-0.013081747669002584
AANAT,0.020958803013838758,,-0.004525884982930845,0.08005988651405285,-0.013623969286356181,0.05338507220276561,-0.0001602438709956682,,0.0423211226442298
RELN,-0.019054736813686378,-0.0047683133388684955,0.038789333618824466,0.020800935780996226,0.03699981921435188,-0.02046201903727098,,-0.0443533958887623,
IL15,0.05341776753844934,0.0749417344241327,0.029040836945314567,-0.024927560564256362,0.021041592170781845,-0.017141912681813906,0.009794816701083025,-0.008087087085680764,-0.04433489202297028
BSG,-0.07145588956087316,-0.0718828407988545,-0.0019378311456478717,0.008361431832268076,-0.056112640515897816,0.052729675705591054,0.04280277479661946,0.07084976470307582,0.10420227872894139
ADAMTS3,-0.01307638905426709,0.02980250476161688,0.03948066190647332,-0.03580489331949637,0.01926421991206999,0.06540271292312304,0.04672002915026988,-0.020649089192841544,0.04621667325898312
CD34,-0.04401934804094035,0.0033090832475719777,-0.030024141723621167,-0.025984657423287875,0.04059484239754295,0.016453553274981415,0.004397797519162096,0.07545062507610235,-0.06111093101588175
PLAT,0.016978479809827644,-0.025415463434531552,-0.00658537958712973,0.027084221834894263,0.03769692094744103,-0.025997740770670113,0.037901333501685695,-0.05661375963826811,0.022778870104355052
NTF3,,,,,-0.009273402709970112,,0.035423644017647284,0.034758326299552604,
LTA,,0.05094169013367878,-0.02556144673269645,-0.011419278626902495,,-0.01714191479781961,,,0.05324181115793788
CKLF,0.01450157192364428,-0.04870958736728709,-0.061121452356289255,0.04728898541347381,-0.05110108097770442,0.025328804880442358,0.09229366436829939,-0.024538479917109824,0.0047140492494641625
CD24,-0.007336605790549086,-0.029301100016671303,0.05394396923075561,-0.011486295151307844,0.03943780429687549,0.03460625453962742,0.08086799342109191,-0.05750870221370637,0.05319588653834824
HSP90AA1,-0.01890760847399249,-0.05288969073423701,-0.0695397001063158,0.032211740957929176,0.04593075513652369,-0.018022531505812546,-0.08770965558616527,0.015669492168040824,0.08189685487813268
BMP4,0.061342220815628026,-0.027038469741423998,0.021469619226175497,0.0014345270367477128,0.09070332085099128,-0.014606681900563662,0.0778321318237113,-0.0028101997424865564,0.03462656710607718
SCGB3A1,,,,,-0.011491951344854324,-0.011961401453576204,-0.01507337612721166,-0.01255165408926335,-0.049633675448620476
IGFBP4,0.013460119084049458,0.0015417784000214519,-0.06976501427277662,0.05269002170034929,-0.010474149498108118,-0.021767813145367798,-0.038942406594324144,0.13086194642919782,-0.022077497487045305
RSPO4,-0.04124040030262674,0.03291928768315157,0.02878237397022401,-0.013281316231075447,0.08621751511916641,-0.02377853450757518,,-0.008438918685743504,0.06976321165011026
LEFTY2,-0.03574691799779398,0.027312849612883883,-0.04318643675220767,0.05334008816404686,-0.012601063356094983,-0.02116150238327201,-0.017310292434145946,-0.039216412912974806,0.03485186203193055
PF4,,0.03488075398565575,-0.023114234200323838,,,,0.015372085407554545,,-0.03370796209890841
ANGPTL2,0.0445999559793083,0.009401587818621784,0.03787670877963865,0.05808138779146243,-0.0008953899323061266,0.08629229442395144,0.010845222087157168,-0.16216366303921181,0.04967317530232481
LRIG2,-0.10162508299061697,-0.06819353473712285,0.047019204192310086,0.001358065412596443,-0.025042869945658873,0.01582880106036705,0.0014611557648948395,0.021953142421855813,0.013005681922876856
ICOSLG,0.022093851203583134,0.011607688190111093,0.03204272699754674,-0.0037896084949876744,0.004012396238333397,0.011529270241047338,0.01626940132798189,-0.04296908800386464,-0.0318807544834751
WIF1,0.06838290298290133,,,-0.010248877158480522,-0.021625469913716548,0.036082905784112,,-0.038641299316881844,
NPPC,-0.03608853984895033,,-0.0038435416439096363,-0.006224568866253851,-0.01597099770866191,0.08390504001205637,-0.009731465028430723,0.08635777517819514,
LYZ,0.07338462372931297,-0.0617411703917522,0.03360959014216229,-0.002866300932974015,0.019388363955784135,0.027959572556057168,0.032252664532666585,0.04303330602188652,-0.03049654486584819
EREG,,,,,,,-0.005353087163189009,-0.020542750066456106,0.0181502897149737
SPTAN1,-0.08431072076575238,0.03697847595108536,-0.12462089785410649,-0.0024170562468011094,-0.03904574949886071,-0.061595565373550674,0.06327871997221753,-0.09204863224750758,-0.0026194419115983755
PTH2,,,,,,,,0.032567516304783425,
LIPC,-0.07890468655474024,0.03338159870528421,-0.012942471847638049,-0.02483077323271451,,-0.02692834512758007,,,0.037442086445368505
COL8A1,0.01447103371673422,0.01763456738899468,0.010105207920737479,-0.03804277679255438,0.04318323683130927,0.010052978255259488,0.022382402195739472,0.10448105895677202,0.01950975067729065
GSTM2,0.08121840717413568,-0.03766098726994589,0.06588542605182766,0.007190208347927857,0.012032996250484538,0.028218631653393066,0.0604212976050908,-0.009592172943849411,0.006146844128885393
SPX,-0.002655014993502715,-0.0013941490165507938,-0.04584830873747526,-0.03972473731521575,0.04489868968670005,-0.03176265251424597,0.031177124274935845,-0.08082312913151286,-0.06546058204101485
MFGE8,0.013303848649590421,-0.02069422388620494,0.027769242682618184,0.04815105297645795,-0.0014432896779551024,0.029481918074264053,0.039395490596253004,0.013827624325952149,-0.016325664468711774
TGFA,0.05981971840737253,0.016059569615391064,0.050260256814962316,-0.008908380949682916,0.021522534584319637,0.05646187300038458,-0.004397756915761432,0.04856485313771664,0.06399664661439325
SLIT2,0.08374158174895967,0.041105565851210814,0.023721808126548297,-0.02602182744266951,-0.016965864948981082,-0.03855875395416258,-0.013201828189880178,0.02474200135702846,0.07839479532427779
PLTP,-0.08324820693192153,-0.05332039665932866,-0.05749425805890712,-0.025410594288508483,0.009391581427630758,0.0276305608434574,-0.015210210948798375,0.20152582204364733,-0.029596766395902255
APOD,0.023175800706951574,0.03310426019177815,-0.0522137140934534,-0.004351255806270365,0.02854470525584096,-0.04185792750493267,0.04830174625433273,-0.06413700961832394,-0.027561442408129935
B2M,0.02263903587154869,0.07960729022814583,-0.027502787675220214,0.03922811162179607,0.008938888162816497,-0.03496403540722914,0.020649866193661656,0.14408068695943516,-0.04605860301731983
OMG,-0.05421834237353444,-0.02734289163376329,-0.058020014232080606,0.00998310393818553,0.0529033173107086,-0.012757296197929558,0.06429193633650547,-0.006366112670872327,0.019266244077824398
CXCL3,0.01870116942217749,-0.02066969313313046,0.07104037657207962,0.02315225209975141,-0.012293957010112004,-0.012345282821885673,0.0136408391872166,0.016645804989498136,-0.026406178378126918
CXCL10,-0.04182524912484952,0.03802594480562351,0.020128334036945313,0.01743332358659178,-0.0186754205139825,-0.019618148402464477,-0.01850812179576367,-0.009281263830719373,-0.028910394530951677
RSPO3,,,-0.02684267365019972,0.022255180516342885,0.008723515200380165,-0.012900582616851187,0.06723136265217662,0.10238836098703046,0.009877272436944933
CORT,0.08485702702780513,-0.008016453331132286,-0.038774049411288404,-0.010148260635391733,-0.0011215914621478184,0.017637313539542652,-0.014439688850448293,0.003744092707963611,
NCAN,-0.09425702641737561,-0.006950525403032044,-0.15647879663280148,-0.005784161517471165,0.015157331053657339,-0.053232957893804105,0.05491275682290819,-0.21426819900762026,-0.0022461877367332835
PRG4,-0.06310367915811145,,-0.004976365981675812,-0.016972994895118214,,-0.015082913624073224,-0.02130664452181618,0.012827273744473181,-0.008387365334032506
ZG16B,,-0.027919476210994845,-0.03074785742558051,-0.009073653493854734,,,,,0.02484740290178423
TGM2,0.07426466300808668,-0.006980176894618831,0.030443913356635384,0.02747069877651145,0.005348577813420486,-0.05143841908098967,-0.02498410466129394,0.0060563617256070125,-0.031134421404116527
VEGFC,0.0591583606155918,0.056668184915163164,0.002884474810766035,-0.024433110230973824,-0.010846887183422747,-0.015392714556242365,0.026980866679316356,0.051072786672067466,-0.004642983428647177
WNT6,-0.00408824415632317,-0.025819840044637523,0.03954072725544351,-0.020193092214855206,,-0.013433983979914332,0.03591018196389237,0.03992003967659658,7.989314526486824e-05
NRG4,0.015873365756552033,,-0.03224265903116295,-0.017431957517007633,-0.011380357004261848,-0.01795739692384796,,-0.05463757711675557,-0.006277116256613408
PMCH,,,-0.01606702521869638,-0.013281315590108488,,,0.06126210756578625,-0.039045144264014106,0.008879345245109593
COL9A1,0.0036904540463772264,-0.005123110082192953,0.039126304717036195,0.08242002216819574,-0.02434355163212018,-0.020462026885756057,0.012303742361282153,0.05159922062235261,0.059155061329493656
GDF11,0.06902197517101293,-0.020262829621030584,0.03244055593292957,0.04238589339118704,-0.011489091748733832,0.061295937758999094,-0.02892533702704038,0.052470837946844394,0.018674916547449558
RAET1E,,,,,,,,,-0.026352365808754077
IL24,,,,,,,-0.01357873435957924,,
SORBS1,0.0043123605268556514,-0.011968348608794215,-0.006552203795281852,0.023455684218860684,-0.04169717411485499,0.006273244193334967,-0.0004966691001420017,0.06410724489750434,0.03453306855736925
DLL1,0.0072969152022704315,-0.06333204677773238,-0.0416599936025284,0.014256083884766195,0.016362477466077965,0.0676381623485053,0.09255650152623242,-0.04353896594871627,-0.03557552525265316
TLN1,0.01975623306002242,-0.06090992934857797,-0.004561542305593166,-0.037589756161388384,-0.005942057370707949,0.03841349365281162,0.030838723535780987,-0.0017880011897304575,-0.027965855208657974
COL2A1,-0.04380346528324505,,,,,-0.012532996588015056,-0.03539033557762244,0.012151473031932558,-0.01128758752510816
SHH,,,0.04955341279057349,0.018625898715663596,-0.013194809646259858,-0.011961400408075255,0.015366563456400674,0.03630516118196989,-0.0019467954655220507
PON2,-0.11243634496830024,0.0560447111301369,-0.12141044272515436,-0.0007040565366047944,-0.01697287586219323,-0.01741572265574187,0.029868912441233623,0.01896480799947088,-0.005327642776833563
ICAM5,0.03199130936180353,0.042014465472924103,0.0152685059792401,-0.02948271788864721,0.0030078734057063503,-0.023359968878323926,-0.004100908141742688,0.07070481017239721,-5.0950464151994886e-05
HPX,-0.00110966069808672,,0.01737864851347707,0.012707578415575353,-0.011491950173277561,-0.030403492561388357,0.052364766261766546,0.0014172394116757855,-0.04765399540001002
SFRP2,0.026650122110633015,,-0.03135382427348954,-0.014840538846040063,0.039984718705868706,0.0903721996911388,-0.03167472452003333,0.004297932584715782,-0.0028575866807075906
CFC1,,,,-0.011419279317028491,,,,,
CD70,,,0.059282752237902,0.0043139166702563965,,,0.06888894769184095,0.022947115018592694,-0.0021283484221447093
HP,0.019000565372322083,,-0.03246255198238956,0.007834435443976781,0.005718143239839028,0.030169188285738856,0.014596266873985013,0.14567953074646714,-0.01254836962449077
CXCL2,0.12451767986118427,0.016570601011276002,0.06543106113406714,0.029798060955760527,0.01944152815953465,0.005436129298982398,0.019511356623664017,0.07568897355166365,-0.049989551472359346
NPPB,,,0.08792342919421155,-0.009999185377097182,,-0.015392715675798635,0.03525359353182467,0.009486524644841515,-0.024368015846504516
CCK,-0.004450410829394447,0.030862399715512665,-0.01536337083284495,-0.03057003501856266,-0.05508458128442164,-0.035467175678211324,0.040967552970936176,-0.010925830793535589,-0.03161189483055631
SEMA6A,-0.14131814519917416,-0.028863797528127646,-0.018886680677252174,-0.0672488614831695,0.07936110152111407,0.06862597787116495,-0.036318807582867985,-0.025697999875215195,0.03026769855522989
IRAK4,0.014119132720087755,0.009283522447070211,0.02628587274593402,-0.05265076206202164,-0.01697478488371488,0.018227277993298697,0.05770004419143597,-0.03584237676898709,0.009920829962699598
GSTP1,-0.016265081775620867,-0.013376048417189437,0.003474688608165392,-0.014867010219702782,0.042022592156440455,0.027901601450653558,0.08915680791863881,-0.07862734726642524,0.0057856867431479555
VCAM1,-0.032164176482943105,0.011322718303061875,-0.05610461472523015,-0.024878276849591926,0.0018411222768861951,-0.033430253152909484,-8.761861790967835e-05,-0.032332388974277156,-0.046783087687427234
NXPH3,0.06538989700221953,0.0311933811639418,0.0038235305266201285,0.07012951605457764,0.031960916494835456,0.058428068114983585,0.07240881522581248,0.016499787286855607,-0.02784806045986522
MTMR4,-0.0012813061544443927,-0.004840284457390782,0.0009655345603375147,0.028197943499516803,-0.015148805492147017,0.08654947800069746,0.03411009982728687,-0.011464000222606933,0.019760814297859766
LAMC2,0.023778753504728974,,0.09953611755983759,-0.012587858838795752,,,0.07458925873333233,-0.03789940268449589,0.00904596469243993
IL10,0.020253125050571634,-0.03698231685244064,-0.0009818534891809561,0.03516332107844501,,0.010817581767799025,0.05077523135412222,-0.025351036938466395,0.012520058494271395
SEMA4D,0.0014418796103722897,0.032655453290078545,-0.04369174901790477,0.022477622697493028,0.051658662288880636,0.012181018353856286,0.022238249355503264,-0.0877395600914259,-0.05589120889347625
TRH,-0.039312578221816004,,0.02884220773163692,0.09686429941367246,,-0.005711452517399883,0.004114862581018316,0.09946173654784793,-0.02729381190314793
SEMA6D,-0.0804982293393547,-0.0036565288739394152,-0.053874886672632225,0.014058643933630075,0.06325148827651307,0.03339128232000117,0.0041998598496369765,-0.1632280701383097,0.07057238543514911
CEL,,,,,,,-0.022169084426405063,0.019147722951360625,0.02972190959265258
PDCD1LG2,0.008661919487201127,-0.02114102308600273,-0.027367170479621877,-0.02342627264368729,0.032906654962117705,-0.009103247972154291,-0.01319886238253183,-0.012388394353098495,0.041227592966519934
SPINT1,-0.06050810379081025,0.06911686246446137,-0.025100596638855277,0.06558358996098346,-0.0038672859898701774,0.0127680461814614,0.004871343563239188,0.06257161477076538,0.014038830585305298
CTHRC1,0.042827139213106206,0.013880628373340403,-0.02767554861031942,-0.02076245020186983,-0.02985345651878112,0.048425257000205356,0.06231012508718804,0.060948407670031075,-0.039850218958609365
PODXL,-0.00410144142931304,-0.02725924061166904,-0.0072179125526642945,-0.03170955493000833,0.07376473002067478,0.009784453537864347,0.007009517295867947,-0.06658628128323256,-0.017100830337709937
JAM3,0.020907327792961262,-0.03830347875072979,0.051750252607171685,0.01994760372360706,0.036243651133349715,0.020941392743490606,-0.013974267204312787,-0.06607853951768719,0.04500663072967048
TGFB2,0.01310936189146883,-0.0013887847426132542,0.03503514404508509,0.012525428872633488,0.03176205052672606,-0.05162658907026208,0.0018045893225901706,-0.020167034625851107,0.005341350143963488
COL18A1,-0.019579141904689696,-0.0015804894025376651,-0.06989087520525575,-0.0404624941471406,-0.02404494537507611,-0.011758040979229513,-0.012611614812796138,0.20356198160948377,-0.05419037845256339
NODAL,,-0.024868834926483677,-0.007104736150365938,,,-0.021161500016125653,0.07974729280432076,-0.04334080947745755,0.0990182866853263
INHBB,-0.015076956151580164,0.01162172112946906,0.05174564706325568,0.03133459854505173,0.07735329454359541,0.034287813891311324,-0.01570017192903704,0.058185763925427916,0.09777758745112339
LCN1,,,,,,,-0.01583991615213656,,-0.02760098816778478
ARF4,-0.024725594592694546,-0.028423806779590395,0.10204209325503331,0.010538199025162008,0.03682305262842942,0.02620539421720816,0.07977554203419969,-0.018373535320706763,-0.010699107452353626
CXCL14,0.1656178876560706,0.050831377484315605,0.08064465819186446,0.02118731401789773,0.04190156965000103,0.019985668804550844,-0.05833597910612184,0.16699735692024684,0.08960865587201675
LIF,0.10245894701698852,-0.031470083999032554,0.08958261773198477,0.02545915094135964,-0.013623969286356181,-0.025492183236719007,-0.021698403519953127,-0.05529695046680118,0.07999343989619939
IL17B,-0.03234312742734043,,,,,,-0.009274067258917157,0.09007289636766665,0.0868309938649805
MMP1,,,,,,,-0.02610815532387752,-0.0075458083728171975,0.01691250061137976
MATN1,0.028457041946600325,,,-0.010124767304552886,,-0.012532995028343598,-0.013724466354994228,-0.0009206164158219392,-0.03319510761570193
ADAM28,0.005909613345688812,-0.048304240440737604,0.020332381946337838,0.08942966233879798,0.06832252221594518,0.03266447160326011,-0.002870395891382065,0.03266151505740655,-0.007480520163470047
TCN2,0.019037701681721184,-0.012152822505097544,-0.064056217084316,0.021062101572508752,0.02199947598440069,-0.043690767696625284,0.030792007038781072,0.04426715547583277,0.04482097735303204
THPO,,,0.05670418393326919,0.033744225514210295,-0.014177033811149353,0.09662135450678286,,0.009177789984472454,-0.024605224304920934
CUBN,-0.029281295530053132,-0.02374906654174587,0.0010680459704399598,-0.03727252489532368,-0.01747681527152633,-0.018574985871980004,0.08355158550259947,0.012793112980353842,0.04849018539448876
TIMP3,-0.047783877582609574,0.009765270727887064,0.11469204563979854,-0.021002685405817283,0.001997808598528385,-0.09238006243629207,0.02631647280627639,0.18997196550780787,-0.004233967668505859
PIGF,0.05048037360161894,0.008939582427704415,0.004458702426912904,0.036633599398133855,-0.016058661674281896,0.042739100229335,0.057133743087061574,0.020122018784376496,-0.014021830140354049
CRH,,0.054007863428555826,-0.010950039575094528,-0.015938747127073185,0.03411237542943044,0.021422662153139302,0.013942108900303299,0.014799989034836581,0.011269065384157778
BDNF,0.05267041024516146,-0.0029026361963100504,0.017417786167379802,-0.027635139008234895,-0.023062566096352495,-0.014115372960352852,0.029507907878803745,-0.0021564177243450847,0.07687110790486348
CCL5,0.07713942069985685,-0.01727075484344179,0.05751994210733552,0.03874524023864682,-0.03542627645946113,-0.017002516871766318,0.03362141435803692,0.030002525537966156,-0.03811837381373572
GAD1,-0.0012257082401603983,0.07362988138827883,0.03414416420634746,0.008393777612376512,-0.013882534056385237,-0.03567106581604481,0.04289815489382914,0.04912156924932283,0.04192987847203673
COL14A1,-0.013519123956389918,0.02432175711406179,-0.01727198841232118,0.04062658396632106,-0.01856993030099819,-0.014326152384294188,0.03779088678526025,0.2698675864012684,0.010513753208550601
HLA-A,-0.11902341916209874,0.015525120358901977,0.03970193646185468,0.06406614670412637,0.01798472742411189,-0.004461624830310253,-0.0620815996904847,0.11665932862760738,-0.01736041373187579
CD5L,,0.016546157025216276,,,,,,,
FGF18,,,-0.013031120361918768,0.014338127785112436,,,0.008187201331277072,-0.026666717427219933,0.03429785619062191
ADM,0.0605620250552618,0.024772565837606998,0.12754942204593284,-0.0334674699841078,0.06971623901534256,0.14072743624643808,-0.017880031148368163,0.028675445480127012,0.08007863740291508
CCL15,,,,,-0.03320478695434415,,,,-0.023671922843872588
GNAI2,-0.011590690978154676,-0.018593302570120963,-0.11949696130445951,0.03218891855468485,0.044436945839652055,-0.05138384770159205,-0.04963401766687978,-0.04985961844834732,-0.012431577339954723
HDC,,,,,0.08038798349952768,,,,-0.02028265200626908
COL11A1,,-0.037921474175466666,0.016465860225375547,0.006704654253248219,0.02185367506215771,-0.0011022461498908774,0.04403498466566876,0.12753112624961926,0.0013418865829877527
NUCB2,0.07464102351286005,-0.0015074020517526143,-0.004104540804891259,0.01823157747571033,0.03427433747966563,0.02777041009171236,-0.003075888993878645,0.0616554300438727,-0.013391397980703258
CXCL1,-0.0037505304945031357,0.006086283996638183,0.010539359259858386,-0.02290968844903743,0.009143259658934217,-0.017002519754398794,0.000618927827873922,0.05885012425206399,0.02963553606568701
VCAN,0.02836384027792597,-0.07753392961929072,-0.1535077960393241,0.02521001994430806,0.02159584693066666,0.017926008298314994,-0.01600470527231844,-0.027335435043193607,-0.010197100106182728
MMP7,0.06957084570822746,,0.1075732702772973,-0.00999918532246536,0.032993569384439966,-0.019371022882504002,-0.04290186335758406,0.05893449272003855,-0.0013279718661540268
PTPN6,0.020250378459601193,-0.008810182355428249,0.010392099290977622,0.054598581320066605,-0.019227190568903603,0.01994189848309065,-0.016175652642669007,-0.011832184547794774,-0.025083865444425837
PTGS2,0.045709720855073424,-0.02988022531161737,0.12077742478924519,0.023726946531979074,0.014263942909947426,0.06523973728384397,-0.0315021496649607,0.044471274562652346,0.07977792915013351
XCL1,,,0.01653676645863208,0.05003785985333395,,,,,
CD58,-0.03307968519567221,0.015134768427878626,0.031098971423950874,0.04493862988885793,0.011686619464038633,-0.017392423303973666,0.0369593633417011,0.1226811007795601,-0.0004735628265468008
TNFSF14,-0.03294230626919682,-0.015613277716191016,-0.00667718785827717,0.03870003287639469,-0.012601063356094983,,0.0036811600725969243,-0.04173422456167138,0.051266754403413765
CNTN4,0.026699270218854553,-0.02733510819688895,0.044594137841612,0.021990656492996957,0.06719794747847338,-0.029381206554663808,0.00939526248243559,0.0748850401519808,0.013498837055732696
NTF4,,,-0.015676726865981476,,,,,,
INSL3,,,-0.024670762847573562,-0.011530112347915325,,,-0.015647094366928422,-0.007627884488294986,-0.03241223177390486
BTLA,,,0.008243795197125578,,-0.01609198889411177,,,,-0.031341007492413926
MFNG,-0.04633744335855171,0.01243846653905086,0.008361128683848461,0.03414634107296059,0.029992022510205777,-0.05211024143237136,0.021369326771373404,0.03216706369038393,-0.04861308112153737
ICAM1,0.03397955613720793,-0.00982486029171463,0.07917841006370613,0.033377120169635316,0.04424357526489818,0.03527472612049122,-0.0051524590007224255,0.015315282493428806,0.040800421159130344
PROS1,0.038216979837611464,-0.070773281336651,0.037783141150124225,4.127063095175666e-05,0.06506053375727404,-0.023610747115377306,0.03217071352726479,0.261667856526919,0.0819956812082814
CLCF1,0.11903093424796557,0.007331146496696991,0.14314817520871892,0.03248990633371483,-0.03441533575669018,0.001130607049321939,0.01010107672327783,0.06779182363749557,0.09661198137755693
PSAP,-0.04585284562574953,0.029685120041587614,0.018238380450415557,0.016149709414614983,-0.022929320696470325,-0.07247798529844215,-0.024083735487989442,0.09613241702559833,0.009681407725411258
EFEMP1,0.016800041124655076,-0.00639790224668409,0.0764386160985157,0.046101891434997516,-0.025725034983628617,0.004866048109914688,0.04549225571852437,0.08161621023096022,0.04644917044516684
C1QTNF1,-0.007389205842339671,-0.06978848335975878,-0.020270010851348115,0.019986046614449388,0.03454616819779764,0.02764276840914354,-0.05345026582354351,0.020193209643932827,0.031577240465796005
