,UKF243,UKF251,UKF259,UKF275,UKF313,UKF334,ZH1007inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MIA,-0.01857435092326667,0.08500684713111668,-0.03879827380407981,-0.032013673282165846,-0.0157685044453358,-0.018705428680445665,0.025612945085288063,0.03015142181821851,0.00962405121554991,-0.07708406897018956,0.007025639513938752
COL4A4,-0.024712808407629617,-0.006893507888194914,-0.0561863318447332,0.006068996597141768,,-0.018144959774571662,,-0.025362187151916366,0.021903857582999873,0.1293843675566722,-0.04971960938295303
TAC1,0.12177019963551944,-0.05101722453640223,-0.0957398593502156,-0.04031650305440215,,-0.032156666138630774,,,-0.03622901041417658,0.10724304665747594,-0.19158567516541788
RARRES2,0.06073209029534766,0.014434291126609166,-0.01610798699772829,0.06788401959125817,-0.022094252015931612,0.04294820177429938,-0.04686405915396414,-0.06357320622184129,0.061226457001056354,0.12727077465889164,0.0509137803853088
FGF7,-0.046979627028828505,0.03398434900496152,0.025189138453539997,-0.02459900150437986,-0.0009446883915810873,0.03148332440468703,0.04598442727308514,-0.015213727313806083,0.0258601362591105,-0.01257144788602597,0.0222324892306223
EFNA2,,,,,,,,-0.015054783024849494,,,
HBEGF,0.02047727959741453,0.022372916740547696,-0.03700756900132839,-0.025558880082228844,0.09168171063395208,-0.0451964139933288,-0.019149906419335894,-0.01792215713440319,0.030115297018112292,0.013780982804276382,0.06922184087634865
CSF3,0.01927647951573864,,0.024781429176758626,,0.028856727661197266,,,-0.04240747665294167,-0.005537168994264962,0.04145023846375211,0.1215028284676941
PI3,-0.04762138949325283,,0.12027287652832355,,,,,-0.06529192934449252,0.11066151563392136,-0.09279053593414377,0.1566382460054969
PCSK1N,0.012807100920557531,-0.028129005264760695,-0.040145218126793336,0.03259359450934588,0.04549090069676317,-0.015414761721231218,-0.012984019897867492,-0.009092845295663116,-0.032020248657907986,0.07386017386560159,-0.059422170836120454
NTS,,,,-0.0355500327982779,,,,-0.018341396268607327,-0.019297025342023388,-0.05219883753972697,
SFRP1,-0.019318981428016205,0.005119950110766971,-0.04365342899835646,0.0010402094726174487,0.09373548293048133,-0.036389726577755105,-0.020319118255043837,-0.014653868865843826,-0.08349245029980365,0.08679902203275537,0.047228367876701746
CXCL13,,0.012891303199416016,,,0.02597260855299567,,,-0.038680029258626444,0.011143560490867897,,0.062387576718109565
MICA,-0.005525344436455565,0.013795960980330618,0.027974592150627378,0.008744303720337711,0.08991807365879796,0.004745410433789537,0.02137625436605825,0.011524681633097224,0.006229317965854902,0.12135127986413312,-0.03855428532090519
TG,0.005243496583396166,0.0002827702523698101,-0.009740082315251964,-0.011682202039249108,0.026757531334895775,-0.01914326644653208,0.0636286160304515,-0.022589434520679467,-0.024776655254943398,0.06076162215400122,-0.03372107226143535
ADA,-0.03497601375178752,-0.003257726429676619,0.009279025901291022,-0.04000797763904052,0.046320918783021116,-0.017506506221146516,-0.09924746765218917,-0.014933669018401033,0.05179363066395804,0.047565607264038454,-0.010729179962414091
LAMC3,0.0700784943518789,0.014200938938425651,0.04550269312121422,0.06415635007339036,-0.0029958446808287854,-0.014542819552141666,0.06711373871629651,0.004025949459806629,0.0708630870309821,0.15105118180401755,0.028517410840451382
CCL7,,,0.12763369048305567,,,,,,,0.0046316271795987605,0.07300928892157281
NGF,-0.023159630738294253,,-0.03196742105228728,,0.006171989512948889,,,-0.014852421413047117,0.05968478169601392,0.12934794798925747,0.02125375912438147
TNFSF15,-0.008013022379309686,,0.027791683964463708,,0.0947173081252689,,-0.02849777104890504,,-0.01869452038854714,0.07625524160044436,-0.017666001259922567
HMGB1,-0.023356215490137156,-0.014788807864258235,-0.02680687478508331,-0.010035223777291989,0.05301081444617843,-0.021563753969379706,-0.08369873419306136,0.09472089695500951,-0.008839930450474015,-0.18842269845666101,0.041134924208708845
ITGB3BP,0.02898004855972368,-0.03313535806971463,-0.057360494432004284,0.06009764601869002,-0.07240430409618538,0.0061311324207879115,-0.006400287859499192,-0.03546297943519344,-0.0011022039808981081,0.010220896937663426,-0.05019682272925571
AANAT,0.027860598686556177,,0.000697844718169027,-0.006525771799231133,,-0.01709483936933165,,0.02140231398206658,,0.027945017443342286,0.03316686782720564
RELN,-0.03993221201235141,-0.0015322172046248665,0.014342560344595702,0.027069883289483898,,-0.018925462697951284,,,0.16016292385264908,,-0.005252438440728934
IL15,0.04611290966126419,-0.02240473422624266,0.06198557779312892,0.02160640055728443,-0.019864517870467096,-0.015854673404432276,0.06612260909541826,-0.02527181235082039,0.022099646597440372,0.07059310552478627,0.054287687523237406
UTS2,,,,,,,-0.022985284638310396,,,,
BSG,0.07205033626254942,0.01061134548389412,-0.059416760531267925,-0.06745936238574034,-0.04629242704441446,0.035900897725543786,0.010676272697702428,-0.034470838018515394,0.11811465376408611,-0.03574876135086366,-0.05364281161792284
ADAMTS3,0.07102710080821895,-0.013398924479207234,-0.08809853396865361,0.0601728013433983,-0.05003313015100186,-0.013748882767778471,0.06858439487209515,-0.014924057630443388,0.020195997136068847,-0.10395222086916393,-0.019597407584848372
CD34,0.05033758470600874,0.02682862451596943,0.10614875431512212,0.03723486464160099,0.007704245283575072,0.0018469324749103466,0.078700967526508,-0.00038766095588971814,0.08291394575131145,0.11727475005092346,-0.0033086156197178964
CCL23,,,,,,,-0.026890767884667644,,,,
PLAT,0.032325557642370974,-0.004088771963076237,-0.10505252612902045,-0.031978811557732106,0.026865866702434293,0.009517789166557556,0.039145244169394355,0.02912994925058963,-0.02097989580516865,0.058336873742411,-0.07231412787709177
NTF3,,,,,0.013159931124229437,,,-0.011896768558323681,-0.015365399684607923,,
LTA,,-0.018590944886108872,0.024937793492552544,0.041711900099238246,,0.06987788540466137,,,,0.07182773252981615,
CKLF,0.044872535020832,0.019870577525197476,-0.051112152870559105,0.04428793514511527,0.010019702563244836,0.008732917908082827,-0.08461871661470277,-0.025449260435378637,-0.0031244864775737723,-0.010052427890652756,0.11811927808422162
APELA,,,,,-0.009992539512921254,,,,,,
CD24,-0.01091739921499248,0.0660553404290732,0.03710336740987301,0.08701766467703158,0.011750536714314991,0.022752074155041255,0.0076508911708871264,-0.03757447205927796,-0.10900367361779571,0.0598204534939141,0.050996003955331215
HSP90AA1,0.020120665362387852,-0.01404746242324823,-0.07597158797018264,0.1318667820372933,0.014628899023232233,-0.05213551080086879,0.04739881020914661,-0.045388337956350146,0.04703114086035462,-0.17356589403811992,0.02148188839389707
BMP4,0.0011544572820215873,0.048150980546176336,0.03861696288442857,0.022829504865062234,0.05252462455197648,-0.013509820949068291,0.062355837596851635,-0.0300725467237034,0.02954444015595878,0.02617370595003493,0.08757957960002612
SCGB3A1,,,,,0.0676536108351631,-0.011063182797970281,-0.010991007008044828,-0.028818723464480944,0.09867325931425426,0.01655499534255118,-0.039293542832038744
IGFBP4,0.09359882446277717,0.059036604839633536,0.08483342533359543,-0.0025308893514833846,0.0759140668233279,0.016034670980776246,0.06345540689419606,0.030087562093048675,0.12785578622889496,0.2259220953300219,-0.011789677055266451
RSPO4,-0.028291863359597123,0.037452611065556383,-0.047172266869205316,0.007971001982324165,,0.13613437171667753,,,0.0612226500873016,0.0680141389069092,-0.028641795457803595
LEFTY2,0.09302802863510128,-0.018819269974937516,0.012100772637808841,0.02601959991797289,0.031229944093323348,0.015520585426177883,0.10760722656222471,0.0757784396428138,-0.03555599261744182,0.03692945232724344,0.03560888163852373
PF4,,-0.01691099114760296,0.0073551852940023105,,,,,-0.013798750933459005,,-0.009200995037535574,0.03326356791092066
ANGPTL2,-0.06117676430591999,0.03408668719336191,-0.03416554921920456,0.03477961157763317,0.057901196494922424,0.06612276044405188,0.042330535310269306,0.07623428395426346,-0.002433708817744694,-0.00045264172355590003,-0.02423017717187716
LRIG2,0.015181952994570029,0.001856015611646729,0.03578639559512437,0.022656602361304207,0.03375346612689027,0.09730549016847569,0.05152749763578454,-0.0786648210037198,0.0013603461755739325,0.014309783784738834,0.013858483990864152
ICOSLG,0.0882301656354519,0.0016666568381321697,0.014196684774660689,-0.008239636533916312,-0.05999825129956952,0.04984816013665325,0.11478630535173484,-0.04869168063334305,0.028300381124566513,0.11769495462150013,0.1284806837443525
WIF1,0.005558580805395207,,,0.024404190043043165,,-0.017123979730041587,,,-0.024304665343728965,,-0.033107727636821405
NPPC,-0.0017294100708825243,,0.012217537555894067,0.008368010840215804,,0.02449057109257992,-0.023758916331310432,-0.026108161834443897,-0.025505961510620352,,-0.02802885300116927
LYZ,0.049511455361840886,0.05203831372666262,0.09756339149463293,-0.004648666310497846,-0.01698167936122412,0.018579669105755217,0.038770870292147444,-0.043107325255892504,-0.013990465728423362,0.15519368544130702,-0.03503884951695839
EREG,,,,,-0.04634665747987573,,,-0.022471416459016118,-0.00903251086617421,0.012693622573563584,0.12335430618044183
SPTAN1,-0.02210868263587689,-0.036448002440898915,-0.08300746214934876,0.016254022394830106,-0.04747981779326733,0.008690928106014819,-0.002975035968951069,-0.03014574189496008,-0.022609315856251602,0.007480856997921536,0.05330414866756537
PTH2,,,,,,,,,0.06647701220297295,,
LIPC,-0.029589041942781977,0.09128945248450201,0.0037256241079515547,-0.00515202013937989,0.11888762045807372,-0.024906212348903393,-0.025193898708771395,,,0.19268652115524107,-0.0419856405378574
COL8A1,-0.06288309259197684,0.04652396666417806,0.05995699057871007,-0.05080324273157286,0.0001741074439934716,0.0524713595411343,0.02256855074049608,-0.023844359827850308,0.08991526166727176,0.19469596769183894,0.01588733273602399
GSTM2,0.024036872434249,0.009805922808770528,-0.022230846876414034,0.0076489782101087445,-0.05093652863063273,-0.01131708688443055,-0.0346264486842904,-0.024090888813309695,-0.039993146814379536,-0.04865098735634556,0.05496410556095988
SPX,0.02000938829623927,-0.031835859027703486,0.09546488576185229,0.019240604193881728,,-0.010482860104704951,-0.03149700120675065,-0.017132913020737287,-0.06434236208592634,-0.037891660489114416,-0.05180386073706394
MFGE8,0.004169241622239624,0.06173096826591442,0.050360508290376124,0.0019566747804531243,-0.026092300002283686,-0.006705263070071722,-0.0645725975591151,-0.012628525183543172,-0.02081146722234647,0.02608554594119106,0.030024861556695835
TGFA,-0.007573576364019377,-0.00017444120988652483,0.03626097640113515,-0.010951776392899558,0.014527511569782716,0.004142226610239115,0.0076123252432388445,0.05091744099856847,0.030600194453320715,0.03265424284622237,0.014005447276348388
SLIT2,0.0301950798257836,-0.028507737180441632,-0.09247756686889326,0.0031621262719891017,0.04567614779402823,-0.03566325778066089,0.06389317136582147,0.0121235644911063,0.04678802678354569,0.08795767252051354,0.0008090142814622441
PLTP,0.020856612260297863,0.013728012794243561,0.1454419257721987,0.03674156250640961,0.06896363219570897,-0.003645725128723831,0.024237487155602134,0.018485622218174284,0.06380706851163742,0.16616163786096871,0.02161756426254133
APOD,0.057621435991650365,-0.04144152514502593,-0.04747912645075401,0.059277138997300895,0.03297262178584095,-0.024432599120404644,0.027834193909011446,0.062254715589518665,0.13205125359684894,0.3138099132490756,0.011975222553798395
B2M,0.05448821404147277,0.11605642327903375,0.2714001745650167,0.05613197454132382,-0.052876745246632,0.04571147659423844,0.14584970742922956,0.012098654332839668,0.0720842724435195,0.11403248463202555,0.1904997172460079
OMG,0.03128911140049856,0.024598798631941577,-0.0869340134082083,0.07785174743000109,-0.029351592828645988,-0.004188284646600366,0.020563679263775773,-0.026580534292727276,-0.07449430935791924,-0.014269938453485047,0.024590379614189268
CXCL3,0.00665063232193605,-0.005644973121956083,-0.041622828733004456,-0.032677591579051236,0.03842479218997649,0.10599157194448446,-0.024485945887167456,-0.04194044858742925,0.09224430028682606,0.03998596236432556,0.041081150861302165
CXCL10,-0.04810758576462517,0.05550697560790565,0.14669610219273754,0.0702698830905685,-0.010564055991461195,0.03974502918602989,-0.024079000966199554,0.14019047264699347,0.08509508033723123,-0.010475745735837177,4.72487599301999e-06
RSPO3,,,-0.023405041854158835,0.052961902357235205,,-0.011931837940935575,,0.0001618627312729656,0.06613952282715758,0.0849475121401964,0.018291365773529685
CORT,0.043757333820554495,0.014768098304877929,-0.041898514711252485,0.0022502324400266657,,-0.009743384064781153,,-0.014439691515115557,-0.04348327730663608,,
NCAN,0.07406638732283287,-0.06268375773642611,-0.01236340647539328,-0.03948324118973043,,0.006157459383634299,0.021412210491608998,-0.011484969090397552,-0.07514659027335725,-0.20979389994128267,-0.10834338121769348
PRG4,-0.02874092239605258,,-0.0010533421482019764,-0.023625170354544183,,-0.013950290958525548,,0.057009097853054566,0.15996420404781636,0.19771250781237182,0.039887129378314914
ZG16B,,0.17141841351648304,0.12712230181927725,0.006047227321851961,-0.052285437540447004,,,,,-0.05848782396321259,0.04570193869371727
TGM2,-0.001394430576841319,0.029981338961657545,0.10999129575354678,0.0035596607822647457,-0.0005701713568151757,-0.029176992872726334,0.07290600932450868,-0.02050110932098928,0.04190584257769318,0.17637232543823975,0.07980476370362423
VEGFC,-0.03106185233824639,-0.013295331334175204,0.027190314409747677,-3.332811498020174e-05,-0.07333968874831576,-0.014236827979866314,0.019733089409346295,0.01256433048768281,0.18180365881466498,0.09001086655659372,0.05612087876469066
WNT6,0.018724655366580446,-0.018819270468839907,0.008354519323334883,0.005440616564987018,-0.0288877178499395,-0.012425184544772682,,-0.02683681208067611,-0.03469918921884592,-0.03939629619835651,-0.015016496662776905
NRG4,-0.029358330825994313,,-0.034636894226134175,0.017414294993336195,,-0.01660892041081376,,,0.009632600100972588,-0.06653304065633217,0.020009401836547924
PMCH,,,-0.054953536586644466,0.006877094935722591,,,,-0.020259659710741996,-0.019878447065389635,-0.029071910687933966,0.03980202671788954
COL9A1,-0.019793693474683235,-0.04674243953384725,0.08300997428820445,-0.0026881662328994606,,-0.00026830106945693,-0.036358700402627946,-0.04861168962565065,-0.11495584680204815,0.0271037175255761,0.10354177679540633
GDF11,0.02937085366489625,0.015838944600614677,-0.005226864070436875,0.009437811522685217,0.02631304352452396,-0.014894454568324967,-0.017222904942036394,-0.03609116319980115,-0.0013638304817579839,0.0895713939083435,0.03290280388080844
RAET1E,,,,,,,,,,-0.011038790557875926,
IL24,,,,,0.0744985491028982,,,-0.013578736865367924,,,-0.07127424989763076
SORBS1,-0.029616816057615555,-0.06019637158163947,-0.06941276036927659,-0.013184253304722022,0.037591205638567646,0.020105352238074234,-0.08129831284098496,0.01860923809446231,0.046199721808861026,0.019647544069568323,-0.019782309813564436
DLL1,0.06706913783054944,-0.02668834496748413,-0.0740151450143187,-0.01714835492946894,-0.018923181859014225,0.01643890825044951,-0.030845597415696074,-0.03142984082518158,-0.020661189429452293,-0.018741317896680168,0.007155501243165968
TLN1,0.009120713189644056,-0.023449472790063586,-0.05630174135493317,-0.007742340984252745,0.00803508155941533,0.04879633052766102,-0.032210915324262464,-0.006302178779675552,0.0433879621068297,0.17673457169507253,-0.0038244035033061902
COL2A1,0.04737500928140502,,,,,-0.01159185508468103,,-0.03539034210847429,-0.04187715122723036,0.02765168532761515,0.13513039295911652
SHH,,,0.05549300015888169,-0.024172859595452068,,-0.011063181830979232,0.009990980609035485,-0.07335835328169049,-0.0619711501340343,-0.1258119492970889,0.05688163780409276
PON2,0.03579920918012365,-0.01902012291816956,-0.1505520813545475,-0.05186816219840356,0.036429684112602743,-0.004077653591480295,-0.0507435531262448,0.009474392364032308,-0.062338114641663445,0.006469916134467724,-0.020963768711001723
ICAM5,-0.025470856554632524,0.057534307791858245,-0.015286275182699378,-0.04179748204134187,0.033245349436786496,-0.021605796516304336,,0.014832179307248327,-0.05762379670375238,-0.04518641791811172,0.04659655878426292
HPX,0.0279223228716081,,-0.02609571524549724,-0.005627352035957932,-0.021755810487893133,-0.015720800218795936,-0.024485933076646815,-0.014923038631295377,0.06265899949642265,0.013361999550583347,0.017210829265403862
SFRP2,-0.039123601950390684,,-0.03983290888083937,0.025418316805252892,0.03132217567230723,-0.021703131534589436,-0.0024616506853663727,0.04669428024244431,0.07530341396249904,0.17851434911101705,0.008361539283960478
CFC1,,,,0.11571088885293872,,,,,,,-0.05641178293626864
CD70,,,0.015334944105547943,-0.017515400041457498,-0.05254420423212385,,,-0.01190698366300602,0.10744741271813427,0.07537803745947202,-0.018432527736608546
HP,-0.013310727815398339,,0.0440728085472219,0.052968069694259934,,-0.038643123886641095,0.004148119332412296,-0.013270376678096496,-0.03280792580221905,0.05909894185198582,0.15194226397979294
CXCL2,-0.009942049000874576,-0.033579052100487054,0.026282064676709103,-0.020454071969254212,0.017490738517254252,-0.021896695818316422,-0.026960249965086377,-0.015774772580482738,0.047987286973469816,0.05030579136980558,0.03802427682941367
NPPB,,,0.023247970682611162,-0.02277456072281976,,-0.01423682901535164,,-0.039585512708082506,0.17553426285393223,-0.042875195720145066,
CCK,0.014805128915267446,-0.009223409745383224,-0.06557612368531195,0.031897407262106325,,-0.053106617737303304,0.12352445059604424,-0.03594124588516128,-0.03051471531356414,0.06855473646431863,0.03190769912749494
SEMA6A,0.025778432090521775,-0.04843619693917826,-0.07639852119549985,-0.013715617571854166,-0.01649377553490774,0.05185269100360145,-0.02722568817683839,0.03288437586680513,-0.04001879081495138,-0.014267985750666238,-0.017558278881544948
IRAK4,-0.004257158185147492,-0.00033965318792164605,-0.02306540053368863,-0.009269899261231814,0.026493364938861893,-5.2037597462627044e-05,0.030855420637915954,-0.007247862907604487,0.05607570694270866,0.06024355914424191,0.07174842429012686
GSTP1,0.031920319703195345,-0.046026525534612735,0.051217721537829,0.09469040353882181,1.6546703350472276e-05,0.04544556408921728,0.017287896332341166,0.04867294580420815,-0.03285917936355111,0.08359905227040149,0.0899906969869306
VCAM1,0.015051911812629905,0.034346500957135886,-0.024027075173527732,0.05461378454294503,0.10756856455431464,0.14328366507359724,0.003183070301678961,-0.05435790501339377,0.05743087343387229,0.08904402196339464,-0.023749909594598783
NXPH3,-0.010538620785786794,-0.0008807991688304425,-0.03242329804674542,0.023609780099027793,-0.04816698928991794,0.016670419590525714,0.02889093078544171,-0.03988358010230707,-0.00787782919125383,-0.0031238505082338236,0.05010205980867238
MTMR4,-0.03885181406779355,-0.011269643649548666,-0.03518758117897574,0.00563384404385961,0.0246563711745419,0.04230520598075406,0.017774192337709202,-0.013715414257856455,0.004317250040452731,-0.07247396959811257,0.023158240445129066
LAMC2,0.12744570010400944,,0.05805059456860961,-0.02867063112471897,0.01003562747696415,,,-0.017832691624679452,0.11861055412493042,0.03485868388651839,0.01015840905202783
IL10,-0.01361184929762442,0.0103506936028339,0.025780981762969207,0.04967122073301069,0.012929487456420493,-0.012743986028044513,-0.0461236801674481,0.009371673657324981,-0.013013504868101529,0.12731767665469299,0.06558666063084959
SEMA4D,0.05991326370379341,0.033470040672311054,-0.015272422600103506,-0.0032939342619609153,-0.013348147092343299,-0.005735948442877875,0.0498804429536398,-0.02100540690409231,-0.03699875090908902,0.08491448181964058,0.0293124056513447
TRH,0.04544195997595387,,0.017384638549963246,0.03305695053336722,,0.010399687179155468,0.05329558914019197,-0.037742482306235475,0.0011795318349165597,-0.0684422948697634,-0.07883808100243139
SEMA6D,0.02407699741115513,0.003376060115737267,0.03720446530632614,-0.027317400573003966,-0.027136718447470645,-0.008316665536408951,0.030746286704024347,-0.05076686062779978,0.02718885241973825,-0.0804350834069936,-0.061856655226365326
CEL,,,,,,,,0.04992377834029387,-0.04884410156248379,0.10229614658719889,-0.029842439710725522
PDCD1LG2,0.03006939059722293,0.02864979491812349,0.036152540607492525,0.0013399618302700077,-0.0027509686739018236,-0.021800101827305494,-0.02359086864152359,0.019819174477494792,-0.020178629162115217,0.12459747942723774,0.04234789526940415
SPINT1,-0.04150995121375891,0.03467834383927907,-0.008271251284288359,-0.02082026175329139,-0.02284142855467423,-0.0010368429698201346,0.048263593265093926,-0.02961701587208236,-0.024256180527113806,0.043485099308734045,0.018916539447858448
CTHRC1,0.044998974456157345,-0.016877126948949002,-0.011126499491988536,0.013572909380763503,0.12051715749628675,0.014878787375610566,-0.006800109604977976,0.024504192328594687,0.05194329944702347,0.16720258577289787,0.043402814148404016
PODXL,0.051879424386538496,0.04212323881879628,0.013052934825759728,-0.013123248416147728,0.00937685606952249,0.003934612583342895,0.06725184895200943,0.031773914425607015,-0.001663390497683808,-0.04458643308166783,-0.04415774940312128
JAM3,0.009419004910101983,-0.011060470430156366,-0.01819016059469532,-0.014704293772106278,0.05413809434094254,0.020101959371533695,-0.010843171165251384,-0.06132288987469324,0.016056365590019054,0.13739231567160726,0.03942154461638589
TGFB2,-0.011404534757756024,0.028634986946318143,0.0004403087706221773,0.05096658562902683,0.10492191121033664,0.040159308651057976,0.0762275771828644,-0.05805334048326136,-0.004325199682736185,0.05194922947097574,-0.0734792112065364
COL18A1,0.027658750364169624,0.036502489638120965,0.08671628589726871,-0.03244883991882835,0.011521462370856226,0.020176891269583823,0.04744018189836882,-0.03630454958143828,0.08835408001472947,0.14425074445079789,-0.025550981663792494
NODAL,,-0.0181261127070239,-0.006551401081619838,,,-0.019572417485214842,-0.023575195537149044,0.006929958136191686,-0.022065432288921567,0.025603916637075768,0.004320025069368272
INHBB,-0.001928727678326845,0.02824811586588066,-0.03803029117569199,0.029507766850047794,0.048171969122040026,0.022523350818946637,0.07653516706680084,-0.018979107672043864,0.13132483598615327,-0.10918065514826271,0.05742521010974823
LCN1,,,,,,,-0.032350387972009446,-0.015839919075198577,,-0.06571031520189519,-0.043061399450622505
ARF4,-0.04623423649631875,0.011704994008525928,0.012689389598390324,0.008134273013306149,0.07782700562543927,0.05798872372667504,-0.11115533193395372,0.054520502693562616,0.0024120761471277926,0.04323552398340855,-0.02433178996631454
CXCL14,-0.032716353219411846,-0.05317138671303086,0.07088556150041612,0.0032179342694184216,0.09161037224775735,-0.038824915451153096,0.004787680997433456,-0.04601274254146527,-0.011020598569741052,0.0077296125517815895,0.03527445009143023
LIF,-0.011206879724308488,0.092778609006548,-0.007535397375777658,-0.05212260057687246,0.011803652880899816,-0.02357789629933846,0.058541720534231345,0.05017083793130646,0.02338665923474156,-0.04699856831873692,0.04262160194106286
IL17B,-0.032044818384808556,,,,-0.07449187952224208,,-0.01852242438933655,-0.02536218864949909,-0.027451448132047546,-0.023202069285842505,0.054742089294655266
MMP1,,,,,0.15792192598336907,,0.04432771207738582,-0.026108160141816987,0.1496933938462321,-0.05375679854209834,0.10773996955294006
MATN1,0.06813996740107162,,,0.001238570010123832,-0.03297102267361833,-0.01159185364213013,,-0.028016423154147364,-0.02829166435174932,-0.03799093326724941,0.04083163326102022
ADAM28,0.0887785600262862,0.041363660200199485,-0.07676923259338075,-0.0011847926428606402,-0.03968825390716134,0.05161971957661147,0.010619534906363276,-0.04226915849622447,-0.06138702162320273,0.15065645696784538,0.13097868082621872
TCN2,-0.008958685894409799,0.0567744724103802,0.016736570769840805,0.0073263103847842695,-0.03476615185322909,-0.043203099810266765,0.01548598781907661,0.045956804434160864,0.05903180872285774,0.18321888558312024,0.030760587898134874
THPO,,,-0.025821925590370897,-0.009061280356056887,,-0.011591854973715558,,,0.08484350142269745,0.042782870896783176,-0.0023567450746184724
CUBN,0.0986661118238462,-0.013199433711137376,0.01871014599401778,0.010399491123557038,0.07968332671743461,0.0691158958549312,0.06195702069632629,-0.007865328099977814,0.09645958865507909,0.008148287463703443,0.013476681161287037
TIMP3,-0.0010790114670576007,-0.004702520591725345,-0.03658790972547378,0.03204297697387784,-0.04406880317696659,-0.010045734826328322,0.026506252196625047,-0.008348752398870982,0.03466540584017876,0.2144398267107679,-0.014759527034642875
PIGF,0.09395371045807184,0.013296635606105365,-0.02111103850080552,0.008964408651770447,0.042541845458311175,0.042786278771034726,-0.05610580149204743,0.0346983232887418,-0.06984104833929533,-0.045910672991663196,0.045456981240652186
CRH,,-0.02274822365174098,0.015644965657662005,0.07893483539842802,,-0.01585467194349276,,-0.01656147614206442,0.02060863582801799,-0.037415654129408615,-0.021870639652360187
BDNF,0.04901693930818477,0.04375321091067549,-0.07590134942501234,-0.07688961182753559,0.05872107093625755,-0.013055405917775771,-0.029728588738108214,-0.054219082526252356,-0.05018232753887991,0.11067561115187574,0.09673361640648505
