,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1
GRN,0.02310845162550224,-0.03864152921773928,-0.10604888881794929,0.18617991684836022,-0.010605595176331096,0.013084555691700004,0.0843864963921267
MIA,-0.02861925738073749,0.04127280744434869,0.013657370936445267,0.01430282612108752,0.057106695506557004,-0.05028042501453704,-0.011158039010581228
COL4A4,-0.015201826028453276,0.01224930319882496,,,-0.03361156839279086,-0.03231602685868057,0.03044549441096298
TAC1,0.054774828528714625,-0.03759644183622604,,,,-0.02766490854794131,0.01560656887974882
RARRES2,0.04937195394911872,0.07612638552095151,-0.00957739150096859,0.04550999457869863,-0.08948877213335396,-0.029400207981661895,-0.0019062219931610513
FGF7,0.0019986598513852282,-0.00384020573880109,0.003846202299811146,0.018419166316286425,0.019561786591636515,0.04428083031685881,0.022305478456933144
HBEGF,-0.07805146202229818,-0.00502678292066066,0.05486065602584224,-0.01630534502818691,0.010656684980863116,0.0404980999009211,0.0091871988699559
CSF3,,,,,-0.04391145364070175,-0.022988334156025213,-0.017482573539507586
PI3,,,,0.016758828795558872,-0.11187539313229994,0.01671405798927257,-0.037983824285675434
PCSK1N,-0.06555353146604985,0.008555328750912462,0.005854557147313045,0.11028501323195165,0.005092175864386303,-0.04144918246080832,0.03252700601788995
NTS,0.015101371494717183,,,,-0.029675963912317183,-0.039107930717304625,0.03876597724572997
SFRP1,-0.013715891186653485,-0.04254558705864007,0.05125951992276006,0.05983197929230182,0.03870222048440793,0.004452712177586399,-0.025287705550520793
CXCL13,,,,,-0.02857319919956785,-0.0374987567858591,
MICA,0.012831198139446564,0.017144411012860968,-0.0014028456676199734,-0.07805256982107789,0.050578351636313454,0.11387542966184509,0.06452600564058032
TG,-0.014669358795969116,-0.007476048754392338,0.05451603966009581,-0.019677881436266958,-0.01690257013115182,-0.01891975226250345,0.025883922920312413
ADA,0.05238422289011143,0.05424096240536338,-0.0028693463280340843,-0.016470496061286595,0.010047725577021329,0.08068440958744373,0.022265443518485913
LAMC3,-0.03603428725702286,-0.012511165304907666,-0.03302644607734108,-0.07702783188377371,0.06555216036551023,0.02769995676951668,0.0323861124379737
CCL7,,,,,-0.01906532970600425,,-0.018320042401552772
NGF,,,,,0.017935974580225826,0.0685569543931318,0.01395601554476108
TNFSF15,,,-0.0319534981710852,,0.09908324482765554,0.012114801272068708,-0.022223827411097477
HMGB1,0.03258290015206059,0.014445784039659931,-0.10019878772905925,0.01716940155172937,-0.0005615897019347996,-0.0007853244185519945,-0.027425860444337882
ITGB3BP,-0.014293019455297193,0.014622737105024508,0.08430013429785164,0.030028562548807567,-0.052403580927830325,-0.027884327665459157,-0.05944742402276082
AANAT,-0.013192240093214668,-0.0023193496138074776,,-0.05195582524858216,-0.016725673719534907,,-0.01938336884651563
RELN,-0.009258538362102426,-0.022126984634529893,,,,-0.01724308885257886,
IL15,-0.007718445285107361,-0.0002889999766279174,-0.05454424097974553,0.026349972732736256,-0.030642119533205673,0.08488177934127947,0.027637503928639978
UTS2,,,0.03916255687698671,0.08582270313492547,-0.014243135283906205,,
BSG,-0.05028281300215798,0.01114529297358166,0.04988974259650121,0.06506149548558035,-0.02943401499178923,0.08858650308544196,0.009487407843344942
ADAMTS3,-0.047049944177686716,0.07393121603165621,0.047249597115932226,-0.06029907470483032,0.09165723191695578,-0.03562364263034542,0.07303405274125756
CD34,-0.04053025049776576,0.0390820057584365,0.031822442841273,-0.018596714236816286,0.06688910441880301,0.1001376542794584,0.04732386631649706
CCL23,,,-0.030151624874353786,,,,
PLAT,-0.03883764378860916,0.026487170748752266,0.001535181238242055,0.00033611181557214323,0.048824121168614884,0.008925082701208325,0.028505511310049084
NTF3,,,,,-0.012031149695819995,0.030241916657521718,
LTA,-0.012705502056198489,0.05378473420681648,,,,,0.006294089590160196
CKLF,-0.011747942968993933,0.006993608186963085,0.02867480957442686,0.029360870306163363,0.05622836487752717,0.03070845600387868,0.04940364316973056
CD24,0.0687130992601353,-0.014955560550909274,-0.06250666469888887,0.09555431370188579,0.07012172174479087,-0.027391506706631295,0.01361534725879641
HSP90AA1,0.013876556267580177,-0.05835643474368683,0.022262577835533825,-0.033418692254067496,-0.06865956903884642,-0.027214967934420978,-0.05196033204412472
BMP4,0.00136603858768699,-0.01579520698258247,-0.006038908309854828,-0.039267173834197866,0.08616900333859231,0.04858184924350228,0.09697214769634208
SCGB3A1,,-0.01293468380068633,0.04109349326602072,-0.04298083368419486,0.06690988918420684,0.044828488740384274,-0.015793407111724743
IGFBP4,-0.055159382776249787,0.011808345434830706,-0.004133727143634888,0.054832544007988974,0.05590301662762068,0.05200163010577964,0.043933791895419384
RSPO4,-0.01477727238263597,0.02621493570684215,,,,-0.01996492871706544,0.09387357069300721
LEFTY2,-0.03639125978482754,-0.022883383952743926,-0.05678734303336686,0.0016068680699493159,0.03794456446716988,0.0009335475163566941,0.01196806944480108
PF4,,,,,,,0.005899253686479641
ANGPTL2,0.0009138180738745566,0.044216244516815516,-0.009769054637988252,0.033510833321401326,0.06999921379521729,0.06392850713566607,-0.0037377617969841666
LRIG2,-0.05145453045322916,0.035649210477360964,0.07183998326893541,0.027514014973207532,0.04426959303846242,0.04914210127287953,0.03504951131402663
ICOSLG,0.012312527401268009,0.012840373111192554,-0.023920470748884374,0.04447246349574189,0.04188648728498851,0.02713241158089499,0.005478848344104022
WIF1,0.08383255075003608,-0.04488760657296921,,,,-0.018559335083562542,
NPPC,-0.022244158654144197,0.011614394694323422,-0.026639995396014107,-0.05369514501742029,0.06666970936881784,-0.007130330597387278,
LYZ,0.014203767398819114,0.011326325249505245,0.04697326337203216,0.11644702414480682,-0.03840846165900756,0.011238814422676408,0.01479758451975138
EREG,,,,,-0.0004461377412640095,-0.024866655327210302,0.04663004325025951
SPTAN1,0.04223067053793243,0.03476987586124677,0.004058896393549689,0.10311401786732344,0.020083856222937835,0.013427565398692587,-0.0015763823653209257
PTH2,,,,,,-0.03175088781525046,
LIPC,-0.016930396759114823,-0.004361759351840707,-0.028248988137763997,0.022341607794954317,,,-0.02013655293026553
COL8A1,0.0005930044721557243,0.1030998271075546,-0.02608869904482509,0.034075397549873813,0.059135859022251186,0.03462221480258726,0.049625284130588296
GSTM2,-0.017075970621587323,-0.051511007149405694,0.068531821837958,-0.05339412246023688,0.02101577407779057,-0.014498947077879527,0.04914327244055587
IL4,,,,-0.03700525907678369,,,
SPX,0.03295309241373039,-0.02391880631055602,0.051486301246224095,,-0.01922254364264987,0.04434760793751183,0.03641653408130225
MFGE8,-0.04031070624187645,-0.006336209604422699,0.024192119036231682,0.021798574621550222,0.034694148647938745,0.09020138504422744,0.023003684546436517
TGFA,-0.011578741269547353,-0.019350071065919915,0.08501823503913455,-0.03702192987456892,0.027860638642042343,-0.005522772007143466,0.07421240567526992
SLIT2,0.08536383018786572,-0.04169622531952077,-0.03328049172536359,0.006988072648280477,0.011450049358843332,0.013281344935352234,0.047115869507586186
PLTP,0.06307417815116455,0.04842395679715035,-0.05518470353496195,0.17887675028594663,0.05148050452402432,-0.015369614022583288,0.03340240407218176
APOD,0.05118862091768245,0.03816330340122012,-0.10622598829445955,-0.023236277315819332,0.058604811543665765,0.035251697097708076,0.017186010990275013
B2M,-0.016196001903084803,-0.01689566518076815,-0.0807637617097105,-0.028945566192716415,0.06540364222807642,0.04211676425036491,0.022291699762881572
OMG,0.030250873520779344,0.03994450151561498,-0.07588791204152409,-0.04586397857085577,0.08463708908885274,-0.03421185382738573,0.03751802932509758
CXCL3,0.0053314641804638255,-0.013349801053905288,0.05617448881433946,0.053301698102889976,-0.06414915751238703,-0.016228451881571876,0.02400073886339286
CXCL10,-0.011760960573174366,0.08930473796062352,0.047668805557061565,0.04292381352131144,-0.019687398766706672,0.10005264542035902,0.010598237439332718
RSPO3,0.0025511630781444683,-0.013950284809119223,,,0.01828332847685147,-0.02146960134573134,0.1361336335300568
CORT,0.01362882002165923,-0.017037115608593646,,,0.057714414937459164,0.024039754816732536,
NCAN,-0.06469403327986085,0.10317748022780295,-0.0863120437334409,0.03898337378393094,0.03103332158406351,-0.04243015524479917,-0.02110261126044666
PRG4,-0.01888476746961262,-0.01631018900900801,,,-0.02088181194108495,0.13282258094356547,-0.011245402664816901
ZG16B,-0.010095674769840985,,,,,,0.0485514106482039
TGM2,0.0017959226703998246,-0.03626547657618975,0.00905245814304845,-0.009147620684202688,0.025407340575542593,0.054351018891597574,0.03499528472924835
VEGFC,0.05953114136112967,-0.016645198005597425,-0.045442089263937106,-0.014182437127297581,0.06622123413348181,0.15597339190470827,0.022553817307518903
WNT6,-0.02246756411148555,-0.014527088287946872,,-0.04692518462944618,0.06136877977829875,-0.012471266761460478,-0.027996185663423438
NRG4,0.03616059214957017,-0.019418564956194664,,,,0.10835965866709923,-0.018591262811719043
PMCH,-0.01477727166947297,,,,-0.01937859527465713,-0.015179421514751181,-0.019131443511054565
COL9A1,0.057177752509903354,-0.02212699312163512,-0.004425390922204979,-0.03564870312343815,0.06133665080184644,-0.05142952191912325,0.026690007347474096
GDF11,0.017196876519000363,0.05021749663021009,-0.06055255056923074,0.10817101169868658,0.005899572471529831,0.0444940218443743,-0.008226839196383087
RAET1E,,,,,,,-0.020394483209970324
IL24,,,,,-0.014448213672124597,,
SORBS1,0.08810540680808554,0.01868924284778848,0.009894586759234896,-0.1075562015362525,0.03540739170497324,-0.007183296043286578,0.05188352508816437
DLL1,-0.007801737599273245,0.07170350184708481,0.027341316715556997,0.022793899166892662,0.07888463694195459,0.04638593523031641,-0.009406978100830462
TLN1,-0.012442774076833288,0.0163685263982651,0.008675412426937144,0.10154102843954572,0.019010842663887213,0.07079037528326763,0.06524508273645648
COL2A1,,-0.01355278882413798,,,-0.03158568913887095,-0.007389327856208195,0.019219586880659827
SHH,-0.053598990368974975,-0.012934682670114446,-0.0014274122524181169,0.0337077117923353,-0.03717543409973215,-0.027195523835165523,0.04559099902707074
PON2,-0.050981859594209256,0.10379363038136041,-0.07439975490282706,-0.06940361273939008,0.08226841706446555,-0.0036477060540743554,0.03699744837209421
ICAM5,0.012280722748521425,0.0023607236666719923,,,0.04158842353256267,-0.05046268967638152,-0.040089823573141156
HPX,-0.019812136027392117,0.022074597206302338,-0.027455172421704574,-0.02026883404863456,0.036169733756963286,-0.0042152016409936705,0.04815072312503179
SFRP2,-0.01651211980932301,-0.025374537238607484,0.03848608298954794,-0.037005280857497456,0.011801394051060446,0.009065386316651778,0.05470509947682999
CFC1,0.1397206500851963,,,,,,
CD70,-0.011394939572552613,,,,0.060644354691256015,0.11088648789027818,-0.013402058880378136
HP,-0.04238827083746126,-0.022338492611685253,0.00976396187196617,0.028610157318703203,0.021621130683554538,-0.003298758431841743,-0.02781049576019625
CXCL2,-0.06110936932050651,-0.025600845783882015,0.019597821802723545,0.040908718091527324,-0.06806058099389559,0.04324099661396769,0.030004094550298253
NPPB,0.038661926763619126,-0.01664519921625041,,,-0.03806564978317449,0.009619111778676965,-0.018858765609451888
CCK,0.11514191885037814,-0.062273888184910774,-0.028249010938564623,,0.08578527360744032,-0.04235052296460416,0.07593169374091137
SEMA6A,-0.02202262100107853,0.024214914825166932,-0.04196012136733843,-0.08925450810414,0.04422178538258509,-0.0060793796049182815,-0.02830999110737739
IRAK4,0.047560414284071074,0.0486730705089234,-0.050628871644261435,0.03191796500274393,0.006514069207157467,-0.002029772444814584,0.037720777360546714
GSTP1,-0.03303295906607917,0.053299415107304335,-0.02661124357576726,0.08749832687763039,-0.04459560342677355,0.04022624850523968,0.066572393572927
VCAM1,0.030250866794464346,0.039883664512025616,-0.07737986724250723,-0.020618852719751078,0.019779237905001853,0.0064886934761505385,0.08456397936940295
NXPH3,-0.014230164180517474,0.04387548650639295,-0.016436545031697065,-0.015948216063287845,0.04690453752970161,-0.0011989163842839195,0.06287640182424457
MTMR4,0.01143262884896225,-0.004146530169594459,-0.014900507587234433,-0.015428274868188756,0.07903762641347395,-0.06697048114509442,0.002361292387996535
LAMC2,-0.014005706628671559,,,,-0.01776276070736043,0.11062809798095549,0.0942085641049761
IL10,-0.030010017405419743,-0.014899819757417615,-0.022873734659140294,-0.007927051187749919,-0.03380928686938153,0.049365653710278096,0.048468229083250096
SEMA4D,-0.05503399377346392,0.02081005977209275,0.01565739248825963,-0.027449986039884734,0.08523927746314774,-0.02456463404355936,0.07362959044882313
TRH,-0.03690728824220928,0.10023531190748151,-0.07140371749215947,0.10769902698768206,0.024356614531316368,-0.019337461570960657,-0.021123082179207053
SEMA6D,-0.013000899462884546,0.08800664315255485,-0.03463827156584714,-0.043898051901766745,0.03720953132782619,0.030530953350042137,0.024170799100314742
CEL,,,,-0.047399662504839776,-0.021879611133596027,0.042507888614735305,0.034698676561751074
PDCD1LG2,0.04185888666093567,-0.012227729707380322,-0.06257701323194176,-0.08009570352483539,-0.005806031998183751,0.027471315725473493,0.07033530484944832
SPINT1,-0.024331854697671258,0.009138730759292826,0.06847079730606784,-0.04809174269526901,0.05633489379693495,-0.049220162577792416,0.05683397649194759
CTHRC1,0.01856006085208692,-0.026096379468733315,-0.012864483221790254,-0.021807821767025056,0.002636440516537794,0.04901121921725805,0.07045367566360014
PODXL,-0.04831861514652318,-0.015331568027990773,-0.01683416575068579,-0.024679951456191365,-0.008417286703549689,0.02425414966900405,-0.024939132185529907
JAM3,-0.04756473289540491,0.061393994527304374,0.017827175202785227,0.14607589294336862,-0.00902677235448759,0.050915072452620516,0.0059243260008065455
TGFB2,0.0074681489778543955,0.038905818177235284,0.0028881788058004046,0.07035460950997229,0.07248968019037486,-0.0025672724260151275,-0.01713968035678175
COL18A1,-0.06670851161596758,-0.013958563416534425,-0.024748183405006282,-0.06274966126968079,0.07735393762412875,0.06971270310500198,0.027050771407862866
NODAL,,-0.02288338139298621,-0.01113544142780977,-0.07923685772106798,-0.02159863800916739,-0.016849429762645102,0.029983260086276057
INHBB,0.007515241920940737,0.06974847143988763,0.003045017956701446,0.08952459883179871,0.02455968948866939,0.03731685116397762,-0.03094804324724961
LCN1,,,0.13287333393449585,,-0.02297364267167445,,-0.02136081040509395
ARF4,0.06188984470585366,-0.02793389670977234,0.04932735656570001,-0.048546299569824675,0.029791040382302583,0.09772490180279227,0.028131955211336712
CXCL14,-0.034382764366396736,-0.07217068485379706,-0.04466490528079563,0.01322322379858826,-0.008039271175735191,-0.050545484051255245,-0.032991346784554475
LIF,-0.016761630497471685,-0.02756644619243456,-0.02887619425346195,-0.060269067069476434,-0.04623997927010033,-0.02076831837622901,-0.015302210209290311
IL17B,,,-0.009927614873796444,0.12008546235141604,0.02419921130273383,0.10124929993970068,-0.02453587456647867
MMP1,,,-0.015983629046368648,-0.059338953911738476,-0.003229932586251655,-0.015179420312633876,0.009014222376911176
MATN1,-0.011265181979487428,-0.01355278713755826,,,0.017746105865612313,-0.021603855529377842,-0.025690181664702647
ADAM28,0.05836859682649578,-0.008628509286657243,0.05498243657006077,0.11546302731451287,-0.02399517199612329,-0.02537877260051371,0.07057785535308937
TCN2,0.03251308129459005,-0.06126735298871992,0.011761825342847997,0.0599478860656712,0.05099740721097702,0.024158064916104914,0.05151938484520748
THPO,-0.011045052860447897,0.13392105097240722,,0.04971137299077009,,0.0009176182598641166,-0.02781050422631422
CUBN,0.030087952115537935,-0.003512919268483662,-0.004607868781970127,0.015828983344348124,0.06660208355216182,0.07399159383268017,0.023007240770294465
TIMP3,-0.03222666012028707,-0.009584344460978304,0.039180942366709055,0.10545575347641357,-0.031054912575849532,0.03975129406549805,0.032891127007114135
PIGF,0.052694224210445804,0.04399070536121036,0.01207419403098875,-0.08979605677073266,0.03654498850752869,0.006769393510342203,-0.02767434400365774
CRH,-0.0020231185462242433,-0.0185367242047484,,,0.008261160616384516,-0.017055553201477936,0.02351831064810409
BDNF,-0.033209794663782294,0.11584975739964128,-0.033333568588290834,-0.0207702583153243,0.05071269187584098,-0.010828474342736236,0.06447023416175425
CCL5,0.0062886569819215485,-0.018385987662539304,-0.015829632630205447,0.03839225625508714,0.036005656460864045,0.12324684784747114,0.04035979408346933
GAD1,0.07874968091742643,-0.04100650719313877,-0.05592168610706998,-0.005713243475258181,0.020571758358163786,-0.036266880777254554,0.023752647171680068
COL14A1,-0.024470413095930274,-0.011086389008320466,-0.052818407832852306,0.14991461588638794,-0.03564813969468855,-0.010354394387173364,0.07363398244598396
HLA-A,-0.09016000101781171,-0.011310636951777602,-0.018732430312586985,0.05491928696674344,-0.04673619611277282,0.0717795214933899,0.010677719462182817
FGF18,-0.012071086304508753,,,,-0.02363524933958523,-0.026231118434382365,-0.021123083873895363
ADM,-0.03684229184303067,0.010752873944118956,0.021635257192924494,-0.0038902682813171142,-0.10009877378824322,0.04636323025540926,0.0014123508717486233
CCL15,,,-0.027455186785668242,,,,0.14167726346706316
GNAI2,-0.07364485549030042,0.03831557265833831,0.002768189820023137,0.03772710448059386,0.0036733300498672005,-0.01487292723734273,0.0192789312069704
HDC,,,,,,,0.04369800053864392
COL11A1,0.06428282615250018,-0.04083551382996868,0.03861207011993497,-0.05652046431014055,0.03734297492382418,0.019257230649686482,0.030532145730803106
NUCB2,0.009390773943767547,-0.008888479054222055,0.0656836422127834,-0.04576179404193616,0.012861102895429724,0.09965940017955356,0.020671448792202073
CXCL1,-0.025490147250664612,-0.018385990779727517,-0.029403729256604717,-0.03522684146104188,-0.04991531108172385,0.019348386151659486,0.002099173562312477
VCAN,-0.02766757404761861,0.08911770069003547,-0.016113270884804347,0.07119435774072301,-0.01263570176228227,-0.041686322171237265,-0.013061909818594791
MMP7,-0.011125454928088967,-0.02094721566310586,0.06775067412739562,0.1229982548928064,0.024962400266660554,-0.008878972116007132,0.019262486304342945
PTPN6,-0.022949903940560644,-0.021213219088581665,0.038136453826390776,-0.05661395659675433,0.03265169279897876,0.07081409205645392,0.06947917949363264
PTGS2,-0.005970280258346381,-0.03128314269886527,-0.017908774118632315,0.030209689644470718,-0.0582859736301035,0.022223795408931737,0.011353171730559658
XCL1,-0.0027863169263947353,,,,,,
CD58,0.006961069152406222,0.09686040367713407,0.010497451578833316,0.007219602512383939,-0.0007880333595266989,-0.010921792004903286,0.03451660311138054
TNFSF14,-0.029466270175280675,,0.00664437455765058,-0.045478494854666124,-0.018906956324991113,-0.02191828629811956,0.06418398723368658
CNTN4,0.032544571183582865,-0.04262225576202616,0.061905771626403566,,-0.01650306842887627,-0.04724519901165591,-0.03117270266317561
INSL3,0.07426622011449711,,,,-0.021026893480538093,0.04496765926561844,-0.02508430254451687
BTLA,,,,,,,-0.024255266328887155
MFNG,-0.02039320721240868,-0.0008953914836357752,0.026051705936623964,0.1054302527073744,0.0418394467420698,0.0783697102747695,-0.051242392591874214
ICAM1,-0.015191657087901093,0.03218505021981935,0.03267034803426884,0.14113292905531172,-0.06933152473285148,0.04449837683382459,0.014040495855282104
PROS1,-0.0712461821795734,-0.004639653580721154,0.07379279208123539,0.0028837740600543,0.02366640510677698,0.0442916646795836,0.021809771410396767
CLCF1,-0.05849533315077162,0.011825647185035648,0.06686737426172783,0.058235068437011955,0.00539622576417903,-0.0012376206154529011,0.04193897321113021
PSAP,0.051330162638005106,-0.05436521423043928,-0.021839135273150616,0.18332240271103065,-0.027008766865650687,0.10472496692575611,0.042090093655523214
EFEMP1,-0.03657745804274138,0.003626200290670263,-0.014698863645805601,-0.03373323137787676,0.004083944912024815,0.023646687205380094,0.01745568615168824
C1QTNF1,0.007329344246400288,-0.014149634765226817,-0.058511113684261325,0.04410611122748581,-0.03440330899895849,0.028459296522966592,-0.0729728500308336
ALB,-0.014005706270161877,0.016552801219605857,0.04440329172777662,0.04208857743725979,-0.031168976263917878,-0.015452041917079311,-0.02836433945695552
CCL13,,,,,-0.014035219670608107,-0.024585910242274793,
EFNA3,0.03820335674051822,-0.03502464713767732,0.0213329828378405,-0.021153400100730527,0.04215780536143481,0.0030898802736267278,-0.00893319341687073
DRAXIN,-0.06389485878740851,-0.007778840392011391,0.055061190483942674,0.051706381642816004,-0.04282423648810724,-0.029521198286881156,0.05067024729440954
RAET1L,,,,,,-0.026628671616849477,
NPTX2,0.07778123708677723,0.025180029465595617,-0.018295576608676884,0.03159183285901918,0.07423351185158396,-0.022197376139577302,0.06603243791861776
FGF11,0.007759683976585119,0.0041007303508713315,0.01638116561142833,0.07916752036396048,0.012538515147742036,0.050176148237379585,0.033479742843718435
CD59,0.014615854136083375,-0.05852298881927956,-0.024940814354097212,0.00039538146106074073,0.01800028658173354,0.06177340272988231,0.050174222932222165
COL9A2,0.06033554316390202,0.056647055983963274,-0.00554991482067799,-0.03733420074998805,0.06701106785787918,-0.025729365492926898,0.07607381772074835
DLL3,0.01630076184162566,0.01704470404117142,-0.00906758858381359,-0.08231553942518646,0.026299182309358123,-0.0327124342854106,-0.013498979520911406
FGF5,,,,,,,0.013512404857120566
LIN7C,-0.000570457880977682,0.06640468373056481,0.035904483654034654,-0.09499696384515234,0.038738121316370486,-0.07163558572761432,-0.006359492096393892
GDF7,0.0074855726193802045,,,,,0.08726723004032005,0.0008792238844459335
PSPN,-0.023119074304669848,0.022370148564256457,-0.017758947776709368,0.005386041900838969,0.05544096749445267,0.016236355402464556,0.02593219543395421
ANGPT1,0.030187568029041663,-0.021478701371590688,0.0041682399532627,-0.05297227694801584,-0.0019252834988290413,0.01016785943873952,0.018253474481886883
PNOC,0.06995292130490874,-0.026816429584453013,,,,-0.021124305429422938,0.10305840511052428
L1CAM,0.08715738096220761,-0.059502673955810235,0.03285463696046356,0.013185546983933991,-0.013485068633163753,-0.015426227290251386,-0.03150854939497187
APOA1,-0.01670535487050554,-0.02603606130644494,0.034762016683832275,0.044333611750399196,0.03224072064959908,0.048124579743390884,0.010615444740022417
PSEN1,-0.011946719022718807,0.05179145386260098,0.08563172569362619,-0.00011931624986505182,0.010533680971137455,0.07511168156247201,0.036407947933872906
CALM2,0.08465361432202363,-0.006159014361682812,0.0038582989632968486,0.03578351535840285,0.1268706034081429,-0.07397206729149383,-0.056752701328145215
CLEC2B,0.011730713909101593,-0.027179807805006707,0.04041061599898709,-0.06477327403551185,0.014934514234465754,0.004192372956070053,0.10565691821085145
NTNG1,0.006693710459512625,-0.04099288119455821,-0.03895332817701168,0.01659490594917936,-0.0006640653885590729,0.06358175365686365,0.06425296002927783
LRIG1,-0.05634310290174298,0.03176780853829732,0.007037044490158801,-0.003264927398528269,0.07439381237007413,-0.04166719265591464,-0.014875225922449572
CPAMD8,-0.01423012299500232,-0.02503181840580898,-0.004296553740303055,,,,-0.026283529896811875
GHRL,-0.024950453833686177,0.002167406407555988,-0.03961621967292765,-0.031666614974970926,,0.019533393398985115,-0.002152690029934786
NPY,0.03482595225407066,-0.018285746245662725,0.011452063978118288,-0.05151414791806214,-0.03870740619528264,-0.02142676772946535,-0.004528517346760048
MMP2,-0.02242067013310954,0.07541913658669883,0.01490787903245182,0.014446188479552584,-0.012624678324142066,-0.005972987399360882,0.027151170477814575
PPY,-0.010399904829109718,,,,0.012694363838468968,0.1187356143718204,0.02857788544043349
ALKAL2,-0.025086247007410644,-0.013375529054004139,-0.029171590392069575,-0.0478704042958149,0.029519571347304832,0.02057736735173238,-0.007733707541184991
CSF1,-0.059302270891599035,0.027633293224894915,-0.01995431731117178,0.07055110097195172,-0.06605246392840305,0.04455276685516804,0.013847503537168581
SEMA4C,-0.02146149852185881,0.004896799363087224,0.0019481438744594782,0.13684769100314997,0.009716773021827076,0.059882076562554884,0.010415196059332013
BMP8A,,,,,,,-0.022514511801793993
ICAM2,-0.004852735939008286,-0.01764365885619349,-0.002655052968574752,-0.06762314845226151,-0.0002273527749276363,0.06406726960802935,0.04227071809662871
SYTL3,-0.028894459245607133,-0.033857925067783325,0.09199328560428473,-0.0032195587009234334,-0.02256249678488131,0.0070546935137792794,0.11959980700823768
IL1A,-0.07423762157771428,-0.012966828399910238,0.0713391890024404,-0.03741106593758675,-0.022254685546326158,-0.0006922150860823643,0.031017881551106432
HLA-G,,,,0.03930720613097948,-0.030959039635558364,0.015186950795574467,
PGF,0.00864627807248093,-0.02977020225881931,0.037565353069755766,-0.046727235716528946,0.08224474366709271,0.08178300901259185,0.051756206617705545
LGALS8,0.012433526166282132,0.014520199352978375,-0.016136668334397544,0.04460933276786014,0.02059751513971508,0.004634941854552007,0.024625107884307558
DKK3,0.036174328806988836,-0.10021653435491966,0.03264876273296261,-0.016537440938724904,0.01705214393861607,0.03415208058887388,0.04368374667044216
COL16A1,0.00315654387605504,0.11409891554176742,-0.03918664273980299,0.03175776894253891,0.03397827298781032,-0.007459772495660728,0.07875276031942743
TPH1,-0.02405279756395462,-0.016310187883986985,,-0.05454932611504233,-0.006728152767909448,-0.034166721325577874,0.09314344398994363
TNC,-0.07756964980778372,-0.001528789576920873,0.027049127293096865,-0.05765073806809606,-0.04406612855342073,-0.008916282846163451,0.018610249886486074
TNFSF9,0.002433442371703064,-0.027672201855154215,,,0.027323380654935947,0.02707983357725658,0.09573929677890007
C4A,0.07767490805819348,-0.014337274739949375,,0.048903597671677596,-0.015625632402758882,0.06341538229644626,-0.03031923094820702
CNTN2,-0.02039660241954073,0.0532140746714694,-0.013828377664215527,-0.10163325835605698,0.039989347410184714,-0.025015901902232678,-0.05089089457285302
F7,,,,,0.08779869148816703,-0.017818287402801912,
LUM,-0.02453945166378365,-0.029156919883609564,0.04406247701068916,-0.023647765259574786,0.09737659209436238,0.05690331523982563,0.05741233807682883
