,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1
AANAT,,-0.0023401786218046473,-0.007201926195211368,,-0.014820287418434388,-0.026348670165131732,0.035457059964586965,-0.021581748340292632,,,0.016424956448356624,0.04522772405452829,-0.020208434991317237
RELN,0.15454098446284353,-0.04861675973913146,0.011007326486274949,-0.0190819793236851,0.032400876413951826,0.1009391599546306,-0.03879183950075721,-0.04988933612806345,,0.1103243758160939,,-0.04648798567400451,
IL15,0.060199892960249274,-0.0254067424692862,-0.000657469608810914,0.016615218934606785,0.04202881397659315,-0.06430913619290946,-0.0279909924831192,0.11401891514542409,0.028042064430304808,0.011220539026139965,0.01911415950207702,0.046298141001572334,0.013431639382901627
BSG,0.008349751971186689,-0.05921629775612889,-0.049104199942596585,0.01874482156211776,0.02852707120752744,0.009577739979068299,0.010374713635316946,-0.060486084494707805,-0.03654373640603675,0.010704752930273636,0.16420402689781372,0.006263440596709356,-0.00850689753615928
ADAMTS3,0.056366313153442,-0.06435285613950825,0.05150171876261168,-0.017625140822346116,0.0074851651814733695,-0.026576517828367677,0.017783020884817473,-0.034655216680628285,-0.03060824041309088,,0.17390744560057722,-0.028047416427407292,-0.05414897658414818
CD34,0.09133806708928909,-0.046315271699944024,0.028053150095013985,0.009028386502030885,-0.02514950996842898,0.07183712601272758,-0.018270625157170397,0.02373517785235351,0.07335006862695094,-0.021075892327585468,0.12823064843374504,-0.02405551653949332,0.08136056462841497
PLAT,0.015709130908955826,-0.06525033297146644,0.049590350542673446,0.06350795303274825,-0.04449151947947189,0.011732654837453808,-0.0003848306161865723,-0.023356909551781692,0.11459558978892757,-0.07755413858709045,0.06707797566662457,-0.01731559268068785,0.10343602869211185
NTF3,,,,,,,-0.034210860346501816,,-0.03792185344664997,,,,
LTA,,,,-0.01927743605602562,-0.018747015389131854,,,,,,,,0.08117471306702709
CKLF,-0.018435571094668982,0.015075906278177894,0.02793656693892916,0.0008869112307185524,-0.04818220920875582,0.035956286496187075,-0.03961125911149558,0.0007801326455092208,0.03495193810785172,0.013789427364079329,0.07236138260429921,0.0276309689195727,-0.028843147730032482
APELA,,,,,,,,,0.024476580866852133,,,,
CD24,-0.05165635452189174,-0.02893978878578854,0.01950112018696622,-0.010875147550204007,0.012951603005516541,0.04584263595490505,0.1262566529600072,-0.033018572183739235,0.0929948751754001,0.08982349240724573,0.22003603176365508,-0.05590716269150118,0.0023497440885628133
HSP90AA1,-0.07860717430109226,-0.027380403756715698,-0.011443739817540806,0.07219348567928775,-0.011812115456866714,-0.04684215778012886,0.041435728761843385,-0.03557851499922425,-0.07980577790296806,-0.08406955340464135,-0.15833489083239558,-0.0058239815856409366,-0.0679366199960735
BMP4,0.018264993507906703,-0.039332613403682916,-0.05490464782524178,-0.02043521226279851,0.0035872008807830633,0.0322472564040752,0.018015399865137886,-0.03442335690243805,0.08376645566322273,0.0711555329904384,0.10353042142904215,-0.022980535129336472,0.0012101695696121032
SCGB3A1,,,-0.015778082076535634,,,-0.0313780134338173,-0.020034541623727045,-0.03798991668801659,0.009785206723719764,0.043258234639161085,,,0.05884342675354421
IGFBP4,0.07878401863077833,-0.013055782775834366,0.03665369594625047,0.06897926159465545,-0.05339545372514497,0.1028211946071584,-0.0004276686318562943,0.0384980149079689,0.0592054232984232,-0.04350738519555954,0.07766094970601933,-0.002743895302465691,0.11594761848786783
RSPO4,,-0.00036555785357036177,,-0.03116417706954741,0.06749236060536773,0.03571498300917781,0.03925910372720617,,,0.0006832190894839603,,,0.06252548886645044
LEFTY2,-0.02213429777817255,0.12496695697550579,0.018701128527661724,-0.019514192300898865,-0.0418885754669825,0.04183561813258345,0.004755209146176562,-0.022955715245279285,-0.035825807234203304,,0.08674771708448775,-0.02791110479493308,0.026974550866956194
PF4,,,-0.016367227401760366,-0.017535448170550957,-0.012761752925904268,,,,,,,,-0.027197501720362848
ANGPTL2,-0.010526149271321884,-0.028349212033129418,0.04009705002056429,0.0004977815699520687,0.012991453782578502,0.0529421389756163,0.021914518949408497,-0.0032367551794003336,0.018432868186650565,-0.09458378838657697,0.14266052704143192,-0.05862765772755381,0.13814672831698277
LRIG2,0.01290603471057194,0.013178514905924758,-0.004579421954411635,0.028470539154585046,-0.03389572142171057,-0.03218469997239634,0.02735919418811508,0.008281247404874638,0.04250597324650428,0.023358009563852446,0.15306140955578887,0.006542847059596368,0.022256215023473934
ICOSLG,0.0359145542195872,0.1150357976058984,0.03882098944045634,0.09225343216639773,0.02137220677817638,0.06582235186955249,-0.00606876852280586,0.03883208134865443,-0.0601143578003022,0.0075602501613629206,0.013839282183317833,-0.045670488131874916,0.10705229109228091
WIF1,,-0.0801586518538624,-0.017883049942164574,,,0.0025227707832601825,-0.04454910182019711,-0.011705062336340086,,,,,
NPPC,0.06803081288507161,-0.05240710084550258,0.024683106793232844,,-0.019796625918349558,0.03720791795486893,-0.021061471736034607,-0.056992530221382905,,-0.0068553988752310694,0.058600918115054614,-0.03526698610771376,
LYZ,0.01707376932680242,0.004059337376635802,-0.0025252156873948684,-0.020518585598524187,0.0240633371833723,0.08659774759472101,0.01932674429328761,0.018151586099470516,-0.04356819038785702,0.11228272675759193,-0.01370768730420519,0.0077366119762721525,0.09001137760176708
EREG,,,,,,0.0396891040179265,,0.13680393945503033,-0.022789492990212892,,,,-0.009250947666693802
SPTAN1,0.05195368519137178,-0.044925077731693706,0.06257409339474525,0.007125180767505158,-0.018104931318595658,0.04241473916570826,0.018955278319726817,-0.0402630069093971,0.015139022440245686,-0.031980918407732345,0.12095997482679026,0.008658725179537885,-0.0021729394057590683
LIPC,0.0034193177605142252,0.09654895725969746,0.047433613100761815,-0.0023566275724031974,0.06592276822353076,0.020606042940803596,,0.11857292599044816,0.019422881632583256,-0.02886004856544973,0.05073705172413029,-0.017391671594617252,0.040912770453363285
COL8A1,-0.013177080362870222,0.11054370910879807,0.05860542356168484,-0.04968815493995409,0.0012388147598594403,0.05148411886251985,-0.01951346529567096,0.08383483235940026,-0.029034574227243145,-0.014499991943609887,0.05131938830056424,-0.0735170097379362,0.0514616670159275
GSTM2,-0.04866032162251553,0.026812539779076296,0.04032375733818874,-0.01981289261410858,0.003692312960863943,0.023620156240712033,0.0028670717120038896,-0.023194212232373817,0.06527368573531954,-0.011183179305058839,0.045405129715952876,-0.0171425248587721,-0.0007371899382689899
SPX,-0.005863427765497381,-0.00864900566516183,0.0007693556629476196,0.017831267257729537,0.0014076950662708521,0.0023247011575152888,0.06572922073698236,-0.07593349640802416,,,0.017290736100654677,-0.04275842874111852,-0.06427301845301035
MFGE8,0.05901270797617097,0.04515536159059209,-0.0030166388287291247,0.00941921771300541,0.02395173094469254,0.01461145447166656,0.019635760598481985,-0.02738404703381151,-0.01758417257011187,-0.02732256988905254,0.05246891531360818,-0.013155535465586836,0.09676495526004933
TGFA,0.033730612050857006,0.008998732315777804,0.005982262436848456,-0.012612338135552846,-0.032556341141871885,-0.002845969303240165,0.027104334959430928,-0.02926558566566134,-0.042638462417686186,0.007908503892165563,-0.021443699792308955,-0.008655092619364787,0.029262509491676518
SLIT2,0.01715505278184597,-0.06122307629446202,0.09128469321441132,0.02324228780176513,0.05073552714924891,-0.0351051480147946,0.028539811470513907,-0.04340861823152962,0.024187115521470702,0.00916749636816436,0.12293604810918421,0.09554880016403433,0.03198265732487141
PLTP,0.0029837830769025814,-0.023938447325124984,0.014824484901886774,-0.005302790886544696,-0.027670514119561153,0.08902755482136009,0.1322192150585217,0.08635418560690007,0.06710495451364645,0.04988598732886972,0.09792026510624274,-0.06986630312784041,0.05466427731321308
APOD,-0.07466195014224304,-0.15952036025642607,-0.05339411638644145,0.004693527921912822,-0.039796661567114,-0.028946297729064943,-0.01095214819027599,0.01331348929878725,0.001967193762575046,-0.014785005244786204,-0.19382398386505648,-0.0010653455095663274,-0.038282123312008004
B2M,0.0827638667173144,-0.053163391411863,0.04095638826281817,-0.011850143377914072,-0.017535252738948362,0.04555880157253594,0.02693481047741576,0.06693929122531057,-0.014368142448635218,-0.05542690841185824,-0.0033852234368186166,0.011459319149406967,0.1366995784231918
OMG,-0.005958191117613704,-0.07299822538137891,0.0015949912787844081,-0.04674334485089241,-0.01099933885453614,0.026012037915498033,-0.028630487633919566,0.009120106243861526,0.002108025818585388,-0.02404217368994973,-0.10327104402875788,-0.04003703982444317,0.02092285182864475
CXCL3,-0.01800281908632081,0.10966258713167126,-0.04041837530480787,-0.026739493410404845,0.019993209986420263,-0.005676661207949362,0.0018516561824387017,-0.0001289822194369935,0.05592851935878444,,,-0.026177727119084383,-0.00043213908578488875
CXCL10,0.10174813867607216,-0.06046812870804709,0.04057281836243848,-0.05880900831146542,0.076383913100981,0.011815534459243382,0.009550578398390387,0.10366339909125058,0.09511989059990099,-0.05852663194485961,0.05311486899841552,0.05161969467749382,0.06880260539052187
RSPO3,,,-0.021432519737009475,,-0.014820286323382942,-0.03506237674389209,0.04465942985320558,0.030920200974873864,,,,,-0.019382610257536105
CORT,-0.022355335838156083,-0.0386187363856252,0.010162607507883708,-0.020930092813767454,-0.03323563005792416,-0.04255348807876691,-0.0025548228891525233,0.02299203255215233,,,,,
NCAN,-0.04836846393958025,-0.08832808723881473,-0.003976893047193093,-0.03054288522479075,-0.07994138940964256,0.01958162794426269,-0.004189447360034102,0.0036562960101086954,,-0.1346139785931261,0.061842757282071566,-0.05629452756722846,-0.0535107872170985
PRG4,,-0.0067060890245612195,-0.009423945554384857,,-0.014626983476666315,-0.025104535868228518,,,,,,,0.03259710699512296
ZG16B,,,-0.021879437710982826,-0.021101061860898985,-0.016976403200963143,,,,-0.0472607462814077,,0.01774686887416826,,-0.024168029036934418
TGM2,-0.02106787004520764,0.05873718442803353,-0.03360325584469766,-0.01239628776591218,0.01550969862442954,-0.016062180378870552,-0.0025723580998342033,-0.023753362170480217,0.01891906716638849,-0.04605177463109047,0.15365152843067076,0.04457886022053985,0.07284511848017894
VEGFC,-0.001175848380335374,-0.037817254193526946,0.04173630100434243,-0.0036376651637186398,-0.02606920107265112,0.07815050578630288,-0.026049378436182772,-0.02668453354323729,0.021247123767659287,-0.08792142706895047,0.01780945431016711,0.08358666393724117,0.029892016620664714
WNT6,,0.040955984482685476,0.03024605978583446,0.09580646514493868,-0.005608179612539817,0.008039149638161148,,,0.047246003227288294,,-0.042937172222341204,,-0.02918786215461413
NRG4,,-0.035743246972339604,-0.014532168975261281,,-0.01780170801523299,0.05844186337916074,-0.004827692750681122,-0.029728149353716447,,-0.027192907554934927,,0.06768831921097059,-0.019382612429864284
PMCH,,,-0.016749106806132442,,0.02470309945986622,,,,,,,,0.08759725363484389
COL9A1,0.0011897831435370733,-0.003862965042048184,0.015459185028520313,0.024625147320561203,-0.018592584751317504,0.04182169908143348,0.0015881635133222132,-0.023287356928618833,,0.12051291590960023,0.08229184254661186,-0.07238486856316675,-0.0304856693155337
GDF11,0.009480813397734293,0.030918257379448255,0.025586090703973743,-0.008161636871218203,-0.005955647255557955,-0.035376947155612994,-0.03717990127075305,0.0207197243426376,0.0324167437994136,0.049992359720254086,0.020905987712786383,0.01655465135280598,0.043732762903021555
RAET1E,,,,,,,,,,,,,-0.02126258811838495
IL24,,,,,,,,,-0.0025233617467767264,,,,
SORBS1,-0.03365160819151515,-0.034476098776475374,0.015594594402736412,-0.02608543589762686,0.00010805253287718732,-0.028521466546526177,-0.01186704086385793,0.15031398784097683,0.02828703962349541,0.06284136281815036,0.12793560476673455,-0.006787817652261551,-0.021993948699009953
DLL1,-0.02633842416791846,-0.02863561004898535,0.035373727420576595,0.06640411728920334,-0.009134412842429702,0.09629252191163938,0.0397211077857053,0.028852130524139666,0.04348860394626311,-0.029681687760903935,0.017381696864982855,-0.07282654644260689,0.04820140401979051
TLN1,-0.09440819970933945,-0.019853848644384872,-0.006191639357861898,0.03547103379925695,0.01029907142264635,0.012201824276226677,0.03624323885860014,0.05302141955328084,0.07527173505017873,-0.042033224201499436,0.058135158062473644,0.03845234542470564,0.04555436281854042
COL2A1,-0.02099737752655874,-0.003915770281864929,0.0025945688341551107,,,0.043105245445750555,,,,,,,-0.02820824906609166
SHH,,,,,-0.015199837379129968,-0.021978110283929393,-0.00017936538552625717,,,,,-0.011484242451080387,-0.039684402481532134
PON2,-0.008468608335925444,0.012307671772530596,0.06334542502660792,-0.04790587461092766,-0.04374517130905492,0.07390630594357914,0.05749601757674444,0.02704034916167406,0.06614556026723965,0.07834488443270807,0.028370239319151825,-0.00562647945641652,-0.01577699956765813
ICAM5,,-0.06975693153112651,0.01656940613577304,-0.025119148721189453,0.06163361602558575,0.05140087383783703,-0.03436210486472749,-0.06907012574879424,-0.028211694737863457,,,,0.010935799051381919
HPX,0.05714925107773721,-0.019356196835891005,0.0432049826418402,,-0.03698327216747056,0.0080528444246257,0.0022931456279197027,,0.028224264401693497,-0.04572598303928485,-0.030852347184538918,-0.00877509536803862,-0.0058949737889853185
SFRP2,,0.0048952278306061475,-0.02097700216839668,,-0.017310967570575514,,-0.0029949734685479753,0.07572047250614228,-0.029412400304086553,,0.034003652820048226,-0.0018656042058632298,0.02356962314023552
CFC1,,,,,,,,0.043133892191397925,,,,,
CD70,,,-0.028957443541519582,,0.009851819786211961,,,,0.004540593096924668,-0.06353622452526289,,,-0.0018279557005320083
HP,-0.0172161838112917,-0.059387930004317156,-0.0056700686239799245,,-0.022383272039136787,0.07942213201109206,0.0015628965650092133,0.00843836855987381,,0.06089623347175305,0.10538268577865949,-0.03551008572315489,-0.014602835380358949
CXCL2,0.0444980343432767,0.03467872252824592,0.012420323175970272,0.05641828698929792,0.03802629159026968,0.008162337886267695,-0.010492605414779019,0.022507894104047285,0.06815507631121992,0.011868431352581662,,0.0402096715248444,-0.011694625950665472
NPPB,,,-0.02035525295427359,,-0.00023130894897503538,,,,,,,,-0.019661501664278838
CCK,0.10438108749070032,-0.13498818805700968,0.025583027036469176,-0.019656704898327767,0.002004891792933646,0.008618361607920245,-0.14025888585176458,-0.08357005922322763,,,-0.03789767062865993,-0.030105210063500483,0.04010793968807392
SEMA6A,-0.008473862795188088,0.051190378733533375,-0.02480959965750199,-0.021334113383471017,-0.01729606253953115,-0.020271022841230023,0.0046885037192695425,0.01426649832198492,0.07447817279946413,-0.023863769687764224,0.02063374696504642,0.008537983850135296,-0.02299388103157275
IRAK4,-0.005211782906090727,0.04769531657213939,0.019396731847350964,-0.01290166791900883,-0.005280492393891308,0.021657702733450617,-0.012153121232529355,-0.004048062678270073,0.08216018243999036,0.022827440390679795,0.06348316973824697,0.02225763273166257,0.08633630425383791
GSTP1,0.05287159712148687,0.0042041372058176955,-0.02274561737707173,0.002257021845303141,-0.013794379753768519,0.03665080393180848,0.03249055588258817,0.04428949584062693,0.04187700258441271,-0.01745003647816473,-0.12749410833402056,-0.014854107522637416,-0.04001795456755767
VCAM1,-0.013701951335414476,0.11235817523868458,0.009480426353349678,0.0018502831398468607,-0.017836079972133802,0.02957117317917721,0.08417775413139728,0.050591361680791785,0.019294180634793646,0.010470448594960852,0.06575658877256288,-0.07271963469185141,0.045702973070680504
NXPH3,0.03216856419898083,0.04073724680106745,-0.022538021300689298,-0.003719081660281066,0.001108747986358966,-0.02029356537293719,0.0386789352858607,-0.02455840947185034,-0.013556548966937709,0.04796354316695103,0.09619640386651777,0.03910039120399737,-0.059472222700083704
MTMR4,0.02847846498978707,0.04182837355822637,0.028979419088959388,0.012896605859009525,0.022797275326895607,-0.07523285823662304,0.06969682996281656,-0.09792343294118667,0.08055516279473847,-0.003924973457359515,0.09282182004790193,0.046427689073842406,0.01820836956196797
LAMC2,,0.15042112781791145,0.0894680555939507,,-0.008143290514755867,,,,-0.043289436940768936,0.06505235768389324,,-0.026806921056457735,-0.015254914504611411
IL10,-0.02322038841309941,0.007905485756933296,0.021443926169954046,-0.02795060157165142,0.03338356317702003,0.03141816133946347,,0.02962054376942429,0.08105435885507806,0.04113188583904558,0.0011049181583012572,0.013323780716832115,0.09885521270896666
SEMA4D,-0.041736113069813834,-0.020948741694840827,0.005302159973246418,-0.029156531482372714,-0.027543082049843553,-0.030183253635070014,0.005368524704475403,0.003217437998165794,-0.0335449420773149,0.02121140336127635,-0.046742485227846735,0.005884860406200917,0.013575522292234351
TRH,-0.020526489488129487,-0.018250738517508667,-0.009472969832733383,,0.028971972561701694,-0.022065104358433698,,0.0672010808975477,,,,0.006142638838124811,-0.022022200393276365
SEMA6D,-0.011704478566186394,0.016158301304930733,-0.03267276760811849,-0.008264710447248688,-0.037744835241413845,0.0007285507675339442,-0.03848759526909245,-0.002634226733000135,0.05567429946965513,0.056427305089892105,0.06181544690831604,0.018053151679329922,-0.036673215763359655
CEL,,,,,,0.0027489449237072814,,,,0.10549022117971782,0.007878618018779827,0.04405874178981402,0.06867499275199351
PDCD1LG2,-0.005696704882648366,0.08464235054614178,0.025269701527696156,0.027070270097741052,0.04333558099706063,0.02041403972907374,0.05837105260438862,0.009131543791769883,-0.010324957502190433,-0.029483823218991307,0.10746000980786713,0.002244476713769147,0.11141323231171801
SPINT1,-0.010939943334544289,0.06196500326661124,0.00818535062614603,-0.002766625441531433,0.03060349507466787,-0.032322547983193735,-0.017845683680225086,-0.00794539608751366,-0.0059744891741036485,0.07383407190764196,0.05181617594751301,0.0624363896246012,0.012156847606782989
CTHRC1,-0.004894071590340956,-0.07583664462382243,0.060462477335792755,-0.007312055865437005,-0.0004966409701689169,0.0703796029437337,-0.011582075177171825,0.018899668003559886,0.07145857631973063,0.02869843496214331,0.08341877320719733,0.03305948933191393,0.07612894414414222
PODXL,-0.009980608480636737,-0.027001329188740354,0.06365033216294985,0.012498739096654206,-0.010913182467774363,0.05763465347180349,-0.004017871177246164,0.024639815828345346,0.042336783657466556,-0.07800932308706084,0.1280913647255561,-0.006424191581336239,0.0757612243339659
JAM3,0.016329856509088525,0.009679814908666432,0.008502277817437757,0.0222248671579459,0.011155053550629145,0.03749671010927868,0.08091242770089906,0.045999854481923855,0.03210747085373754,0.013932804154501698,-0.09762229826109005,0.026929978116559568,0.021671361561529677
TGFB2,-0.08414761756527954,-0.0013921245298204477,0.02491303649758138,-0.021733837844695084,0.007175178646430872,0.05333156027983747,0.013158733070161695,0.12840206077529215,0.0797659292854842,0.03548868212396403,0.14479300782062712,-0.04826498693784128,-0.03460694153714145
COL18A1,0.0367805362723997,-0.06389145939353856,0.03531576307512195,0.03179126891841278,-0.029088843258792362,0.04246685383928449,-0.03174187741001434,0.11072197755690787,0.06765448453961748,-0.03601525290345735,0.1556626068900501,0.06996784643501798,0.1019370808385402
NODAL,-0.0038709663381448355,,0.010361833339792457,-0.018795439435413345,-0.029934684623606468,0.02066644124940895,,,,0.059400972873186554,0.12398499822286214,-0.015262043496921672,-0.030139383925814126
INHBB,-0.04922334066972373,0.07566711985639432,-0.010835212547877383,-0.02587586711540556,-0.00045445862639290936,0.08574815020981519,-0.038678971115012846,-0.0027144630816612497,0.07390495534339328,0.11104086436398984,0.11561086751394227,-0.060965240291719444,-0.034716949825097924
LCN1,,,-0.015976748754276047,,,,,,,,,,-0.022270047681148628
