,MGH258,UKF296,ZH1019T1,ZH1019inf,ZH916bulk
SCGB3A1,,-0.010478996251236054,-0.023942786691161913,,0.021780678200407428
IGFBP4,0.12062377459565579,0.0122854448151209,0.037724878396938125,0.005787375439743725,-0.03277400725674964
RSPO4,,-0.010478994718445801,-0.05310055332605152,,0.022124589897440962
LEFTY2,-0.02136917924184065,-0.011490345869697136,,0.06578186457171185,-0.04005700087256021
PF4,,,,,-0.01733891516265827
ANGPTL2,-0.005481777366619282,-0.004372286905657766,-0.009028040552292373,-0.047096092119944866,-0.076545865532464
LRIG2,-0.02005875828855367,-0.006171678564709585,0.07197087251990636,0.04427932816140471,0.03956489041686937
ICOSLG,0.05800507208890728,-0.019887175108205143,0.12004755572187698,0.008239589929542192,0.0070840082470466454
WIF1,,-0.019719298433901123,,,0.04795224106769543
NPPC,-0.05050190680144696,-0.014563238226074244,0.004339431791482024,-0.02832909432464147,-0.04166941820294364
LYZ,0.03253588411557035,-0.011561902831959027,-0.05261814859648315,0.00014541550291076178,-0.04531018178517231
EREG,,,,,-0.01996222770743391
SPTAN1,-0.04185129692509126,-0.038706698872524384,0.04637787726514198,0.06476339681311209,-0.026659926648898782
LIPC,0.008058237839621053,,0.07667809290780926,-0.032341103509152584,0.01178360390067742
COL8A1,-0.023595409735041803,0.024422558072988508,0.025264564174407946,0.010072275026049819,0.034230897321535156
GSTM2,0.03781141956335986,0.04145718948298869,0.012995617444062099,0.04967521277642431,-0.005327029720923394
SPX,0.005082359347704882,0.012804198024475563,,0.07831044953551645,0.03160009429266295
MFGE8,-0.06203991996398657,-0.01610978286721159,-0.019089158268826095,0.00019578375177100614,0.02534511315029297
TGFA,0.11477137277663496,-0.03496860283235355,-0.00013132679587899245,-0.027980316564560986,0.0010784314092091433
SLIT2,-0.022211596436380408,-0.0038834514831763054,0.022370389894855822,-0.03203770033175076,0.021976480273758325
PLTP,0.036680867114784285,-0.002880890160489991,0.038982763221279686,0.004555488809003112,0.038916678650255325
APOD,0.028705185873256118,-0.002531482072075928,-0.022068962841737375,-0.07986073183401039,-0.06043034892951157
B2M,-0.023174231853003976,0.032407669353486226,-0.003995799753543741,-0.009018375630145513,-0.09741275724292403
OMG,-0.027871857958088754,-0.009789301788377851,-0.0055425462184505265,-0.01607759737908193,-0.04919412873744468
CXCL3,-0.01738051379671017,-0.011210309333541123,,,0.02630914121273834
CXCL10,-0.005339655803472034,-0.017029280379254885,-0.07687656597497286,-0.03821254294172008,0.06220130199388449
RSPO3,,0.028061335717271478,,,-0.04092739439935428
CORT,-0.021582576656585594,0.005123808307172939,,,
NCAN,-0.004543030213304852,-0.011771224061242643,0.059569957538434685,0.12857030779334394,-0.041472921616776355
PRG4,,,,,-0.024133407700061234
ZG16B,,,,-0.02630079880516651,-0.014791872909621456
TGM2,0.060457245091541954,0.005755214755086622,0.09386262026781575,0.030236914104267005,-0.0056741050092496016
VEGFC,-0.02158257804621951,0.04033836637349623,0.0064846524356779265,-0.03409105867017862,0.12887560458415392
WNT6,,,,-0.025012062751524237,-0.015284442597743742
NRG4,,0.010732200279813912,0.05047783661878872,,-0.022985457355571837
PMCH,,,,,-0.02943618615005845
COL9A1,-0.019324284502106912,0.08212597140883743,-0.0156877939613509,0.13428423455809774,0.012813778921278553
GDF11,0.003232761700683537,0.004410267170443643,0.008912724264573475,0.056863812647810694,-0.022172267129350397
IL24,,,,,0.19035251901186126
SORBS1,-0.04286249968638449,-0.031905594039413614,0.010146128581281444,-0.029394902277852675,-0.04416425814324023
DLL1,-0.042815273952307324,-0.004623482665761117,-0.03608618860366821,-0.03860265141337469,0.038557915775817755
TLN1,0.037010818908042774,0.012914023735306684,-0.01376109464805801,0.0744050796830883,0.03919239134039455
COL2A1,0.025103898232252665,,,,-0.020708663344803174
SHH,,-0.012031756545927415,,,0.06757246365100149
PON2,0.03529351641499612,0.06672180093940967,0.0979592669626355,-0.024300531544753826,0.10733851680376778
ICAM5,,-0.029294783963327544,,,0.002005307451687069
HPX,-0.023026101232561595,-0.010478995182927624,-0.05513309369910374,0.021957436273416595,0.08924135408778006
SFRP2,,-0.005414646728653129,,0.03016602747354115,-0.02096981779224292
CFC1,,,,,-0.020338513169610457
CD70,,,0.03704095160802839,,-0.04037894555103748
HP,-0.04022328485745379,0.019176598613072582,-0.04684275234933415,0.09693930944272228,0.03801499282245541
CXCL2,-0.03505142982127604,0.004852896211702407,0.12142471968061677,,0.006296607852294183
CCK,-0.03615879222736925,-0.060125740656899865,,-0.011083253676079754,-0.11243939410644208
SEMA6A,0.002098885691767297,0.05780012452231925,0.10252495144986554,-0.0022591120368587393,0.03571791524572452
IRAK4,0.07577898719673141,0.0013633429253135734,0.11564649815674435,0.09877814112583518,0.052778576127508185
GSTP1,-0.020783079629409867,-0.04260752665645701,-0.041389282158666545,-0.0045983902263467945,0.09103469414378967
VCAM1,0.01411200206802606,0.00017403254121375525,-0.03006206625056425,0.06427992200519252,-0.00771671069473112
NXPH3,-0.038321541805963415,-0.027740208582619764,-9.595444166674084e-05,0.07598322635535525,0.04826285898727248
MTMR4,0.0226057233483473,0.026554926250240887,-0.022739939318561005,0.041990829745697296,-0.02822679594449876
LAMC2,,,-0.04238055590771134,,-0.022134140500739235
IL10,0.01921646128508543,,0.010696905212858815,-0.015170622481282533,0.013097545046834844
SEMA4D,0.026327164349776094,-0.014003253049345936,0.03354907490145441,-0.04969492632350931,0.008111192510093186
TRH,0.0036887673452292878,,,,-0.07338606281180389
SEMA6D,-0.035501107688658835,-0.004918243588755817,0.06573785508061353,-0.0003954064131135783,-0.024412590179783682
CEL,,,-0.006212414614005491,0.04211917676981404,0.0666428518810592
PDCD1LG2,0.03178563423556571,0.008926081455484342,-0.051223829477739,0.05726895446582446,0.07433758529777651
SPINT1,0.056782772355331884,0.0522456712039657,0.08114685072290029,-0.00621170890598782,-0.05108663296079326
CTHRC1,-0.03989934869413652,-0.027222031277292322,-0.0020863548844669184,0.0957633200523607,-0.05782425241114231
PODXL,0.06063016263331672,0.022134510231750334,0.05701009951051385,0.004682990406036542,-0.057645667828404495
JAM3,-0.06708712003369638,-0.004858096876788829,-0.04321702044306614,-0.05646917171714223,-0.060936387053663534
TGFB2,0.047965311836185506,0.007002299286722598,-0.01351649755236944,0.1011471944539067,0.016059625387146524
COL18A1,0.018258395875397182,0.0002509895985543311,0.04564332504540623,0.0027961754615360287,-0.03643410322388426
NODAL,-0.03135143016452459,,-0.00531331360054855,0.07316404630887348,-0.046108991123694515
INHBB,-0.026723900384685362,0.011869582084565384,-0.11807689189890137,0.07312403769363474,0.07687458282706373
LCN1,,,,,-0.015525211121545033
ARF4,0.12270529831378947,-0.038179355569949586,-0.006299433437618963,0.03615604691843906,0.01966857336510678
CXCL14,0.06714962827948931,-0.02029871986875064,-0.02576213493594285,0.06955216811947276,0.026038232378466135
LIF,-0.026766512284458012,-0.012423088019999907,-0.044729282708144344,0.03457004683620814,0.09300974660253668
IL17B,,,-0.01527489246618837,,-0.017553385548193533
MMP1,,,,,0.01200174978793781
MATN1,,,-0.04421990503404474,,0.015524207802373914
ADAM28,0.021570184065678635,-0.018100320603862963,0.014016572323416061,-0.04189791700713131,0.060138336206365474
TCN2,-0.009561923889622428,-0.00021085356677880292,0.020102582389504537,0.0016077519762263733,-0.05509077951132141
THPO,,-0.012927402814596938,0.02462567805481105,0.10316184747755588,0.1205892255500408
CUBN,-0.03842615623839822,-0.037092966114829644,-0.04032557330108622,0.0328082352725109,0.02719128036258761
TIMP3,-0.06349500810944976,-0.007561580137163471,-0.04632996726424307,0.014410376921187963,0.047702775269834526
PIGF,-0.0545045056565556,0.01789832148721727,-0.028461554977654985,0.11903627043146223,0.03850789341560664
CRH,,-0.023389442812900292,,,-0.004863943229270963
BDNF,,0.007294879510924484,,,0.0842203418308151
CCL5,-0.01546040289623789,-0.02331699137053017,-0.06523427050097227,0.004922515397739913,-0.02792969881922773
GAD1,-0.011412817890838589,0.03033970560600621,-0.046574015301986946,0.10677124705804206,-0.04627339590362166
COL14A1,0.02578440848387309,-0.016933088573944148,0.15242824989562156,0.1497355928046412,0.03489807711619767
HLA-A,0.003169213711391112,0.03381690355501435,-0.004193202594458822,-0.028713543735806923,-0.04576323370108692
CD5L,-0.03788917021791986,,,0.015270060780524557,
FGF18,,,,,0.024118979534320604
ADM,0.008111882748719611,0.11585598893236862,-0.14050782770288428,0.0490830708478229,0.08270182744254563
CCL15,,-0.01285105769779138,,,
GNAI2,-0.0485628023025778,-0.016531249393765296,0.10987677932331474,0.08431637373314238,-0.012499804176558224
HDC,,-0.01573745017511251,-0.050466917097523004,,0.046464329918078494
COL11A1,-0.024958011994386544,0.03635657131659108,,0.08962877556652447,0.029053522379195253
NUCB2,0.03524082078275574,-0.04388683964647894,-0.019971590607733472,0.038701468423120555,0.016297459921161443
FGF16,,,,,-0.01576253947314039
CXCL1,,-0.011764013738708761,0.02116371301465284,,0.0004768513374519492
VCAN,0.061049934116540444,0.05420889252188547,0.031141609528690724,0.02369994833111986,-0.016072498011905773
MMP7,,-0.022725526028820026,,,-0.07817385997890781
PTPN6,0.017970525788648734,-0.027825991470267212,-0.09299076001419664,-0.010573793160292394,0.0019514556881433222
PTGS2,0.02881910398716488,-0.013498097982624248,-0.041073761219977654,0.012647273908876131,0.07558185017420771
XCL1,-0.019352530536468293,,,,0.07932870449151755
CD58,-0.020507868192793367,0.034761515276985976,-0.04585984104059276,0.12890003611562142,0.038638752527933945
TNFSF14,-0.031657623579129913,-0.011490345869697136,,0.2541829237112668,0.06903835147782256
CNTN4,,0.017602290358542296,,-0.03351700212446329,0.024588545024726738
BTLA,,-0.014673564674622023,,0.04981987846744227,
MFNG,0.05169380405059913,-0.03332359503703913,-0.03736940369442751,0.0016246909867235477,0.06049558369308221
ICAM1,0.025937870061258875,-0.009868955842900925,0.031405813894009774,0.0016607053511597941,0.03225256325021296
PROS1,-0.04053323066398479,0.03142161880355585,0.04592332159837389,0.02920099499946019,0.013146545535104163
CLCF1,-0.020781646258600787,0.004590165637087327,-0.04940297963823115,0.2226735441339279,0.08938815973199096
PSAP,0.005628675654944544,0.030744812399057977,-0.0005014661586046356,-0.01774993199626442,-0.10632472096303928
EFEMP1,-0.06894460792152418,0.010960014254001275,0.0059508542027650645,0.05409797721974271,0.055546269586527
C1QTNF1,-0.09026287761040465,-0.0028810961507080117,-0.0005930797913482184,0.0002519760221561907,0.03322590145262835
ALB,0.16829836327798836,-0.013050606062825864,0.050468178248859824,0.0053246965722183745,-0.02264827029707
EFNA3,-0.011471026738568715,0.0132879890787747,0.037293752707048135,-0.0074029084559156435,0.048272962421021345
DRAXIN,0.15009382607172167,-0.010478996251236054,0.006339511937813235,0.10793995031429307,-0.024075789048528598
RAET1L,,0.00982815888503035,,,
NPTX2,-0.007565598865107895,0.010377563375689918,,0.07888866676962925,-0.004035693846860315
FGF11,-0.07908012622685097,0.023426007290016978,-0.013376942391600477,0.029935672441844762,0.050391542532752916
CD59,0.04592049401958757,-0.03943844053999717,0.05734844393807297,0.0035140565270999286,-0.10216396048944586
COL9A2,-0.0557996833138017,0.028580492993574635,0.058163312487179555,0.03845726133768881,0.07744985564224323
DLL3,0.0640679180269787,0.03792110261825342,0.06335760557716953,-0.028857095432841418,-0.0013866894282734646
FGF5,,,,,0.047933798912005554
LIN7C,0.01923855986039436,-0.02335940316012023,-0.011831384650804359,0.08263074549058222,0.011425166616705956
GDF7,-0.02004544050865932,0.03712728011238078,,-0.0010141882402740564,-0.024452888593855925
PSPN,0.04003744008138499,-0.017515721769532484,-0.023049844446083108,0.0798289038624696,-0.008697572635853868
ANGPT1,-0.014733387491119741,0.012053368725457212,-0.04430553881194983,0.06272281918499141,0.013952487774460821
PNOC,0.00598814223478874,0.007892428360971607,,,-0.0015812113786289514
L1CAM,-0.030101318890804803,-0.054245604496266905,-0.058559233019739795,-0.03742435194257875,-0.06708994515766743
APOA1,-0.04221951976242927,-0.01859602087646018,0.1286818220209748,-0.021883530573360805,-0.03455471619810656
PSEN1,-0.047763092619448916,0.0026215017551647546,-0.044578281433856476,-0.00059441848075245,0.023431509340224182
CALM2,0.015267987686841742,-0.037739628473331205,0.0005577496857971519,0.0035903468344518218,-0.03910553625213937
CLEC2B,0.013076876923513135,-0.016808560359553075,0.01601916426618883,0.040228543068359573,0.041555911983612435
NTNG1,-0.009107831935733593,-0.0011579456903326052,-0.03914748332839949,0.01565688522425057,0.012740928481466081
LRIG1,-0.07834954866741484,-0.006348129151196152,0.00633474750189479,0.0392275048821302,0.026541616235585732
CPAMD8,-0.01763826733646982,-0.02126767928081621,0.06947506687257068,0.039653134001557094,-0.017338930748191515
GHRL,-0.028140587507214977,-0.010478996251236054,0.021319369393969882,0.04016979292793875,-0.015284447866868887
NPY,-0.025876026571608923,0.010490394086223301,,-0.03507851863269916,-0.009776297247717863
MMP2,-0.05295072202993336,0.028279815744158245,0.04772051548653216,0.029462597908566382,-0.0683194691416741
PPY,,,,,-0.031038811234242722
ALKAL2,-0.026413450477356038,-0.01652840789013338,,-0.002367293883622081,0.0568317259281208
CSF1,0.05896507286421156,0.023620808265422757,0.03701202216675736,0.04013994155934119,0.06065579031293469
SEMA4C,0.013985831976553443,-0.018116929663523403,0.027236510579000006,0.037881703293764626,0.02866269639970442
ICAM2,-0.00011196290473970141,-0.01207526669906699,0.0435999942358043,-0.004873108911132677,-0.04371352316302728
SYTL3,0.015227297452300392,0.037430216146236824,-0.06787940144038292,0.059068285902780876,0.029853100104755583
IL1A,-0.020495383167744564,-0.019042870902969817,-0.0003487247740076748,0.1428030029711248,0.065746977750458
HLA-G,,,-0.044219868797816635,,
PGF,-0.04109445351194228,-0.018947865754221506,-0.0456520204773755,0.08453423357352316,0.013871531939039514
LGALS8,-0.057880423319208174,0.047860185768385854,-0.0028658231220560788,0.04676457219986296,-0.048792857989612
DKK3,-0.059160050429092365,-0.03308125161539581,0.10895602188392171,0.03853485017801549,-0.0872365417825486
COL16A1,-0.0077780272005849435,-0.0608932297293056,-0.11001598414478035,0.035877471476657784,0.04133450244097042
TPH1,0.03976187033470027,,0.001169154751822123,,-0.004605536176625494
TNC,0.042335320353322756,0.002512956322437832,0.016595761284091733,0.05487228202376412,0.03907795794444826
TNFSF9,-0.017638258965061167,-0.017503088383481635,0.04347632118240358,-0.006354616093878541,0.0020494242913905135
CNTN2,0.008778128002362485,-0.05927650671215213,0.11644760579679578,-0.05573485935819314,-0.05586094080319082
F7,,,,,-0.021431898240965867
LUM,-0.03823135830269839,0.044269540479687654,0.08491270434583773,0.10681050192630687,-0.030908645785496777
IZUMO1,-0.016853915198259177,,,,
BTC,,-0.005372487979747033,0.024605269355829042,,-0.043663795562502904
APOC1,0.012333197364817711,0.033484149779128454,-0.0535695345990804,0.057185255231345836,0.011271687261376728
PKM,-0.003182120930291815,-0.05470675355893805,-0.04885304115577251,0.02310427172496081,0.05835892801927916
TNF,,0.05937530632504461,-0.03410571324308547,-0.04337681869134004,-0.01668026868711356
GNAS,-0.08053830947494703,-0.02747975537849069,-0.1075139886418581,-0.031629481385933925,-0.09453716706434699
BMP8B,-0.015989837367255563,-0.010172362985711132,0.055256049172649244,0.02904344125813918,-0.015572525124886787
LIPH,,,,,0.10484833844670534
CCL28,,-0.01203175744137484,,,-0.0252365105313276
PTPN11,0.0037017513819336788,-0.019078634173531114,0.0695249286298628,0.01069190121152189,-0.08232512639313265
ADAM12,0.004659822542982765,0.10957517652762062,-0.044592725487329274,0.046265536847194026,-0.027707595791008906
EPO,,,-0.024576802095816752,-0.035402467952851555,
EDN3,0.013149497989070547,-0.05185795420959115,,-0.027128645438778513,0.011722917507752813
CCL2,0.00317603146550989,-0.0246713479669051,-0.11487102165497586,0.0875260023023259,0.08018897736473381
DSCAM,-0.07003695715545515,0.056710212237617456,-0.05533788515885498,-0.057145986831988016,-0.014308343935739608
ANG,0.02694860929575959,-0.05265365672464431,0.026749402806161476,0.08353099543380185,0.08729361504070958
FBLN2,0.1189593526381851,0.027407983038618862,,0.00931214732932479,0.020764172850584725
VTN,,-0.016043956404544077,-0.015476864369949283,,-0.027039001548955645
VEGFA,0.009686506425090828,-0.02456951815066969,-0.07875720280101707,0.061239649135086505,0.055828435505898125
F10,,-0.0024654855894142495,-0.0398127719369053,,-0.021960419753739666
SERPINA1,-0.00926608234154423,-0.017925155040166514,-0.09689018866865594,0.02902546576831948,-0.039630341302989175
VWF,0.09450187964883448,-0.027741529847232722,0.028516612077343555,-0.009269636656198935,-0.050162160916549424
GDNF,,,-0.021800711110801216,0.06577995800832659,
VASP,-0.06053111588127118,0.015848580293635242,-0.06213847410394537,0.06118106731629171,-0.012056274471786048
ADAM15,-0.025923265138892863,0.013277617509313208,0.022058211420802876,-0.029801087156816723,0.06691115778811735
WNT2,,-0.013650931176364635,,,0.06549510116340106
CALCB,,,,,0.1318592559068144
OLFM2,0.0313231295205732,0.03669953958206248,-0.05809482663516444,0.041261524369999705,0.0027663733339015734
MFAP2,0.01849343350095068,0.02242665122856102,0.010939528807151799,0.0007237029451528274,0.01934721068759973
HLA-C,-0.046585147706531695,-0.0493906400080935,-0.05684220391837823,0.02731535607754423,-0.025210656225085736
THBS1,0.07702287483696595,-0.010355309305153495,0.006120605626310354,0.04976322072914962,-0.01826115659981812
HSPA4,0.059145867759878686,-0.0038204980344493924,0.022443342695900946,0.04818229478698413,-0.02065702018144937
LMAN1,0.020518898962330515,0.05058816706326262,0.06260237287874647,0.023324781009018487,-0.0037409624654768676
LYPD3,,-0.01594238486603399,0.02923463547810911,-0.03851414490868763,-0.024293602202537075
APOE,-0.0170560031657018,-0.011582173906461726,0.12119158131186782,0.012102117369188063,-0.031162121876967923
SOSTDC1,0.14083665256133962,-0.024603160389503394,,,0.046316232883167725
ANXA1,0.0242614956088664,-0.013629821302155941,-0.10711498678133935,0.10863457198800441,0.12549511199695482
WNT2B,0.06813051366414993,0.004221777800248782,0.03289010313483199,0.009621424049095982,-0.024572564758493686
AMH,,-0.013532866844769387,-0.010854018465778492,0.0022160435583232865,0.070854087090879
GDF10,,0.037494511141998026,0.08498768393916938,,0.010089817905558724
EFNB3,-0.04056667750203295,-0.0272136919906369,-0.0453436172105023,0.08926781694388942,0.012294151427016231
LTB,0.017876012174523493,-0.027157359051763055,-0.025612010315774737,-0.03696363762400643,0.02567666396603386
ANGPT2,0.002664979973465011,-0.020779216162341723,0.07195633092448167,0.05218046161110527,-0.11510684824083892
NRTN,,,,-0.030966694725330573,
ADAM17,0.002978068689960012,-0.0006237473140462407,0.04158428297379399,-0.029391862420994626,-0.019202940215694474
LRPAP1,-0.0418930066115814,-0.0367992060225252,-0.001766614138126188,0.048457427486087876,-0.03542238380976258
NID1,0.045641179191471926,0.012718014174252503,0.10812266107500025,0.017713596896238564,-0.05560594450054552
MST1,-0.045566277260520635,-0.02735102806924196,-0.023118207487525355,-0.05769432880815521,0.016380694410493054
DCN,0.0012890917455588872,-0.016980291796128602,0.03438810842622257,0.0500359213233643,-0.06084303140156026
COL7A1,-0.028475232104418657,0.022534973356236894,-0.0036617929265804544,-0.06742729782579346,0.056423617858432716
CALR,-0.014110531609104344,0.0021914508888453968,0.020935066154465814,0.05127805496118335,-0.022953141593709765
PIGA,0.011291670279586804,-0.021326484323107665,-0.049163056794083754,-0.03978511207607105,0.03540384978806954
CD200,0.03645627256368944,0.03014286500928298,0.0020949690946480875,0.08729707232564536,-0.06956064873838157
GRP,,-0.01673920653698022,,,0.055357777620563785
CDH1,-0.004153077925554602,,-0.03538388167291121,0.05388249419604815,0.0324243874863793
LPL,-0.02356819627456863,-0.01612997974397104,0.1053638454715277,0.07534838267170958,0.006021412245226353
SEMA5A,0.025394814684455657,-0.03127191647691944,-0.008809711739452438,0.03717805208681918,-0.033043627338509164
SEMA7A,0.011433245108691712,-0.01524720548512717,-0.007926125339411148,-0.0461510359995249,-0.09344291461878512
SEMA4G,-0.0448631389787731,-0.01994522287325747,-0.01263430161620934,-0.006893795912231512,-0.0071524685421853924
SEMA3B,0.08308505197857423,0.0008803793110462681,-0.03844013716900973,-0.031178904188762586,0.007353726637355311
RPH3A,-0.09264650722646582,0.010721136507256116,,0.1864021862289847,-0.04079762742994017
JAG2,0.04806996208233153,0.005659265700993096,0.0044878832359848105,-0.022491884014781232,-0.011936549574983137
CGN,0.025923507818055667,0.07678665099655138,0.055127045616153884,0.044861363385945104,0.14059207094199028
GDF15,-0.0453821873641431,,0.03649185271002899,0.03249078602922573,0.023264701990546248
SEMA4F,-0.005317020387297087,-0.004182584814582441,-0.01379919321182133,0.07163537805731998,-0.007859674779016345
NXPH1,0.0065265281594536735,-0.01679187668092858,0.04485401980340197,0.06156718128455416,-0.011787364552470175
ARF1,-0.046568742957676795,-0.020927779766110488,0.09307264604460302,-0.042963904960343614,0.021935965570654494
EBI3,0.071161760861408,0.04396851134222908,-0.03171809756821918,-0.024156515391711292,0.038753204841844045
TIMP1,0.03520718418196305,-0.0024534444232462162,0.0405528970858199,0.046840520116429536,-0.039760976627195355
SEMA3C,-0.01078907520665394,-0.017987592040072168,0.02720624744976376,0.06163245495460855,-0.04419403908000572
GAS6,0.01390615598601424,-0.0030712987411119735,-0.05724698895914347,-0.01390280368715721,-0.0439386734845473
MEPE,,0.017838549403318475,,,-0.04815142816576376
SERPINE1,0.0010912915195141772,-0.028837020134175974,-0.054333527266327675,-0.04034146034182869,0.09074348011683103
RSPO2,-0.018635839360655108,-0.014870278808697866,,,0.0009624070076950189
SHBG,0.06993237914181315,-0.02054675715696856,0.07553426559735074,0.012103890260360291,0.03609537630683912
LGALS3BP,-0.015661096248388868,-0.0019250195753825186,0.1019796251656577,0.05216084355673358,0.07668609477690858
LAMB1,-0.027180295172589714,0.02035521406994848,0.02785652629407412,0.08768339801100782,-0.028903039096471846
SPTBN2,-0.026031617519032615,0.07616014757697943,0.04870614490644721,0.05135350812175682,0.011291298897867194
COL1A2,0.05799321715889645,0.06022706091812615,0.09550636441973012,-0.0021272311476278043,-0.0508514011900339
DEFB1,,,,,-0.020708646000323936
WNT11,,0.062345045837829564,,,0.08706871734020481
LGALS1,0.05661891656771644,0.001754856675485766,-0.05468587776747621,0.0693527287753058,0.020150465198979183
BCAN,-0.04751558595045517,0.0598737183447321,0.1078138443781996,0.03182174818237583,-0.015054211476911964
ANOS1,0.019784100419750414,0.010178064837458712,-0.01132416126569386,0.09946398806551411,0.020119300513923397
EDA,0.04674592478195438,-0.02798917515353956,-0.004222090359261366,-0.03732664526617638,-0.017209573060091233
FGF22,,-0.014783125468063022,,0.08099412075733176,-0.02584895064313097
SHANK1,-0.022211598213474737,0.02791185770687617,,0.1808800312282177,-0.02804607068842782
RAET1G,,,,,-0.017121972618246373
TGFB1,-0.06430072995038941,-0.007084255983629524,-0.014096739796385295,-0.009218327327557226,-0.013942757725477949
MSTN,0.03365728682088372,-0.006934674816954244,0.1043983958379315,0.05709876987362581,0.21222622797794802
WNT4,,-0.010063598001126361,,0.06061887760457545,0.008621987594740366
TNFSF4,-0.01469234779232537,-0.013768049456706195,0.08270945164103917,-0.00256644642616888,0.057904164721577896
