,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk,ZH916inf
HSPA8,0.06493744141627344,-0.010123624202010139,-0.04552179666747638,0.05451491331487837,-0.018313653046548008,-0.07549667425134375,-0.03657699817170119,0.05860579231737999,-0.023551738158761097,0.05710424154291987,0.12804755430267503,0.022737122508095804,0.008582544632585141,0.03484245370088891,0.010064363309313713,0.0138468739738953,0.12261288548848111,-0.021472592118135993,-0.08075583957325422,0.03210118305158374
NPB,-0.028759952034210036,0.06901232724951097,0.030833804761031074,-0.021113134982576175,,0.010983682918573403,,-0.01629836334152614,-0.01681272843228047,-0.034919018417441855,,-0.033388409314690067,-0.03824855482012085,0.037602880794379935,-0.015913609515667296,0.05929133625335915,0.04749301225652756,0.06448179020952481,0.04324433411416575,0.07498067066980187
ULBP1,-0.03531058291026925,-0.021776960221508577,-0.04081086490938661,0.005833372462056958,0.0007980504654458391,0.1091681828005176,0.05315252443126469,0.049604754662333335,,,-0.026208091123019996,-0.016517549543835688,,0.0030027970172273205,,-0.022840770620164763,-0.017906231250116332,-0.00015198987155122154,0.0027608778768445277,
SEMA3E,0.009290879938023473,0.03749746643033751,-0.026441465129290284,0.04571822579084134,-0.004794915121389348,0.06666623924530445,0.0012351019041293133,0.027992572182884794,-0.009544014080606348,0.02480021173527376,-0.022050970889798942,0.11181834255882842,-0.02784551656613157,-0.04814512622706614,-0.05703967700168639,0.04991314486611492,0.0647114807767809,-0.01877228216472612,0.004144153005011602,0.09645175708570243
FGF3,,,,,,,,,,,,,,,,0.033442528043100474,0.11064221635362413,,,
ADAM9,0.0310010086266765,0.011977401714963963,-0.011858289037253507,-0.02884588491566483,0.041072240738550245,0.05616761308744844,-0.005622603648767883,0.012904212364497241,0.036607215574808095,0.03588242623976154,0.05596779896309301,0.061788279747603994,-0.0006809280595906873,-0.05730708050782103,0.008659226928035182,-0.015637080297762965,-0.0867834361651211,0.017172366236400647,-0.022313954159789238,0.1104966347308374
ASIP,0.005779890293740849,,,0.04357345901858725,0.019957625100882732,,,0.02162842525268794,-0.010927011306336823,0.0027263418086336823,0.018586033047141903,-0.021205633041443774,0.009918255904412818,0.024732937535374654,0.15333657316792848,-0.001651289339210501,0.037515684213092364,0.05982071169318623,0.09476180577459954,
IBSP,0.0572719513928706,-0.03822768711692564,,-0.008599765068478135,0.019109117788590525,-0.010332306245373608,0.002307865881321498,,,0.053888625324244654,0.00112911948574214,0.06637878916410785,0.04177504677430965,-0.05720369303954032,0.050274979451130575,-0.09217626114948517,-0.06662726120171865,0.12017718992153147,0.0925083472614252,
MMP12,,-0.015951071059845844,,,,,,,,,-0.016829004220833582,,,,,,,,,
FAT4,-0.02577332531524437,-0.001552896476291917,-0.03201826393310807,0.036279722135415235,0.032106748821266046,0.022561365457750265,-0.0332592884986672,-0.022208017122396763,-0.016326286273813346,-0.009017661964073774,-0.022767042424430967,0.03604630154072379,-0.03267226813388882,0.029944542127946186,-0.05001875764589797,-0.052872989914568166,-0.008751004767277158,0.028264152929829176,0.0007310424804498578,0.02167473343727288
MDK,-0.01153190331159008,-0.0018137609114050677,-0.024626120911965952,0.03504895099988073,0.04187004175935093,0.08639140847034109,-0.0273347564576558,0.02950795876828761,0.02280728799536597,0.020236499377316745,0.12177254179577997,0.053391911273065785,-0.05457391066553338,-0.03963936091217563,0.09671089283306507,-0.03897654981463889,0.03616442158367127,0.020548076395054085,0.007314434432204744,-0.10670538801631624
BMP5,,,,-0.03189463499936831,,,,,,,,,-0.01680890746832142,,,-0.05152605967468235,0.07712517681978881,0.003987624354368418,0.039216105644965506,
CAMP,,,0.042427046346739536,0.0018330247972768794,-0.003807404086459706,,,,,,,,,,,0.015730284178319426,0.046580974681675304,0.004483155503428156,0.018778465687751995,
HSPA1A,-0.025361179615036495,-0.00373242615806744,0.0212858402174356,0.06736409363195706,-0.032070921473634204,-0.07006894630370089,0.0006116597323437299,0.046662320784641886,-0.06562440789032724,0.00935506511151665,-0.051059641838827954,0.027081310658128462,-0.056309671397294106,-0.010951995411355565,-0.015929844132520847,-0.007952172615337127,-0.04845718784818814,-0.030803901575200927,-0.004685021988448722,0.12966875333740258
SOST,-0.026713897228485183,-0.024707896931678845,,,,,,,,,,-0.02038222111009458,,0.1547137103866519,,,,,,
SEMA3F,-0.005799323677950425,-0.032314267234729264,0.04380722999723126,-0.028996493990905106,0.06920618769132325,-0.04822664435118759,0.03396856281436404,0.05912175377139247,0.0012377604805147058,-0.03938984939988453,0.07845213205120352,0.04508221760732219,0.13689665704463913,-0.10344044233882022,0.05148171380740658,0.010280370645976039,0.033528583491083064,0.188743747802639,0.06630183154931846,
ARF6,-0.04522922334069016,0.0028006180742065016,0.03706239758097793,-0.008776470991920237,0.05454009188752952,0.06272097358680752,-0.024081028508628085,-0.04751744510229391,0.040256329955991016,0.029707050687493505,0.0048941843378765,0.04369963612643473,-0.06149777935302986,0.07454295898988389,0.04243463836772289,-0.04219338269558838,-0.03682020565882131,0.05582834163539563,0.030008154605961696,0.023351191884377516
IL6,0.057633774315815595,0.010566362215582695,-0.026864084331853683,-0.004398706782409108,-0.028779963240502165,-0.031881900579221814,-0.032317941638589975,0.07703765107601544,,-0.032029736235560345,0.056155289165234074,0.010788279619537133,0.08059824376519599,-0.020023867731554127,,0.02890919527406664,0.00964194770720817,0.042197292924783275,0.028345926747397138,
CALM1,-0.019759809086157307,-0.03996352886749686,0.009427094496503535,0.00869419444098772,0.05383803363736306,-0.03908842738884687,0.00999084145724029,-0.06281322925833166,0.03373735800394228,0.00926568951953534,0.04335438085432189,0.002851583373684172,-0.02010921980268345,-0.07900059486672675,-0.08572310015275918,0.05604645256707048,0.0004913150618976462,0.07413589332820074,-0.13065059194787818,-0.07635374440923297
VIP,-0.03138249937432722,0.03490097388694567,0.05388089907331918,0.004030603530120828,0.05042398978682544,-0.02516690805305549,0.1005625159245005,0.02872268569887864,0.05652427504284418,-0.06331017581879213,,-0.031026195256001334,-0.03327612073828154,,,,,0.09281701284121559,-0.06369684134624871,-0.05065257619486366
NMB,0.050524885638558434,-0.004372320947465642,0.000912253653988273,0.011378491520919336,-0.05552316421809034,0.03708860470116422,-0.02948299438742063,-0.005699786678187908,-0.006354349052742447,0.0219225239835223,-0.07840795488193644,-0.017776967526436198,-0.036680579982892425,-0.010198201274598126,0.003260544106950829,-0.008293984683029953,0.09396776178176348,-0.01822105864283451,0.03547178291118141,0.05954307499334646
CCL26,0.0023992325658257012,0.10543864255209119,-0.021200058190724527,-0.05427066194029186,-0.00904412424133297,-0.004602497407422719,0.05862781709616931,-0.0101465322821212,,,-0.005571235069161955,-0.023370075423995836,0.019125888612662546,-0.06450413192735163,0.008056660543413478,-0.04984586333427906,-0.04253127234104289,0.11505852068263336,0.02953926477987394,
FBLN1,-0.11016895598425801,-0.020809823357535288,-0.02650268149413189,0.022967657867439987,-0.04161670752177901,-0.04230670354304407,0.01599224011276745,0.012285504861713438,0.024067854891672732,-0.029500675546369898,-0.02469333420162211,0.0779252143941445,0.05359957227222867,0.007247073969270377,0.02095585334452312,-0.037021079848489326,-0.07446219595217125,0.06639862367755803,0.11970749456570923,-0.014426613118872193
SAA1,0.05454203254119357,0.061082683114923736,,-0.024470402512683315,-0.049233056802287116,,0.011390833916613934,0.07424529436674122,-0.012640273989737185,-0.04870822555903289,-0.016811296783902894,,0.07775647624827638,-0.06421131210866084,0.05764267555959739,-0.07144476363540557,-0.11723496964854191,0.015273667675100008,-0.046544422694389256,
MICB,0.033922419677669215,-0.030857541903274097,-0.0002401438451304867,0.04026996439353982,0.06774682254438746,0.016206929044282187,-0.04402681870539151,0.031837640023634976,-0.020124385380803474,0.057755439243525296,0.010165442219282369,-0.00969581717300415,-0.010090410734091042,-0.007676094350709524,-0.05257121866606482,-0.02492261115764886,-0.03428081129048649,0.05585617809714802,0.13222167163340026,0.07848030925380432
MMP13,,-0.018873424296863534,,,,-0.020302744591577555,,,,,0.0007336979414323316,0.2960280216363332,0.02963995516315197,-0.03742343609681999,-0.029809419011398757,,,0.11881880741612051,,
F13A1,0.021569281008699693,0.011760904233515768,0.02860102560786541,-0.010224755161240169,0.051362879608358045,-0.007385317045100798,0.00829026055297068,-0.023818257761533915,0.056908188736127935,0.0003046926112543067,0.11600600855982002,0.003287505027227525,0.07464845477253507,,-0.04489830511504769,-0.05168200307956643,-0.09873252503303391,-0.04537404445210063,0.10410540383802383,-0.045776329567991915
CXCL11,-0.038274007840426574,0.03471571074169311,0.04023510396648507,0.0020363350292425873,0.025584971212272725,-0.007836605592206546,-0.02318529775523914,0.042743062657992804,0.05651374531493972,-0.027762634027048726,,-0.017315926359920616,,-0.002800592281096465,,,,0.08751757759293297,-0.02785879681990527,
COL5A2,-0.004682203788416042,-0.0007488311361977037,-0.03326014425202484,-0.00048805611575337553,-0.03187207345401221,0.009675279194324708,-0.0108406779634025,-0.021632725989042107,0.022495483985700948,-0.0012617560747360246,-0.08939406455458893,0.01852607876718476,-0.05729138046397697,-0.02602746276537452,0.07097370530408537,0.08175035548803222,-0.03559427054603779,0.1264789428800613,0.08177424974308892,-0.01957556335842278
EFNA5,0.07433660416037588,-0.03421386048485193,-0.023394324354096083,0.02623556165428604,0.010660756983756287,0.06037157223955746,-0.026200908544225857,-0.01660256351093024,-0.019184911188270145,0.014997051150600307,0.04520112840360851,-0.04247398855263131,0.056614237746883164,-0.028232214330109164,-0.003910264542130544,-0.03525749521357243,-0.030803061847227156,0.06574600920822872,-0.03150907696297901,-0.046140613263592894
AREG,-0.02083882602411212,-0.0378805973044237,-0.022068168477241606,0.08594304290185119,-0.021265016627588798,,0.027650193799357774,0.013321075584426726,,-0.004919643583879517,0.003806219933364783,,,,,-0.018430083242138344,0.0535017944421468,0.07342453288323389,0.03111123355584364,
EDIL3,-0.0779785530479908,0.01872197671994241,-0.05525546000093207,0.08063916332353796,0.011967383425804624,-0.031119260511513328,0.015103873640757007,0.024817102996772658,-0.02238841622318315,-0.05167963195861701,-0.08163909997104897,0.03281656518539267,0.0017636183120076194,-0.040020036236358046,-0.03776887734607954,-0.019627158280409993,0.009790543327243578,0.04960578732705382,-0.011760631200688154,0.12894051369989862
CD86,-0.04491846160268626,-0.00914421647776763,0.0432396406605548,0.015972692702729645,-0.03752296818222354,0.04288037571062091,0.02998276072020507,-0.03072719889702776,-0.015703637631923097,0.05743199437011867,0.046085085798472335,0.0452296147654,0.025278853936343874,-0.06638126279883622,0.027906516314251343,-0.004208488404267817,0.01342893345791323,-0.017052549376381607,0.07064795113831417,-0.05308524986457609
AHSG,,,,,0.0033690291845750227,,,,,,,,-0.034710361825614613,,,,0.07320167392415006,,,
WNT9B,-0.02851127473374304,,,-0.019158017822498864,,,,-0.012028206731281244,-0.01633290122609809,,,,,,,,,,,
HRAS,0.03706174349833279,-0.025993251771321606,-0.015723275357181276,-0.06012105821357051,0.0015002422570172336,0.07740719773588112,0.048159954458674874,-0.01791619271018834,-0.0032150811804234542,0.03956115818628306,-0.017129432890174195,-0.018423054643356522,0.010273582268635366,-0.022637719314587527,0.000157551863796036,0.030732883576635412,0.01122506209816478,0.06984506596776999,0.004144549140885283,-0.030032706563567733
C1QTNF5,,,,,,,,,,,,,,-0.03362461960367806,0.03604983383389187,-0.01640512531310298,0.006839481547715267,0.1857820240548144,0.04928619635438107,
RLN1,,-0.01643279594624521,,,,,-0.032068134175390055,,-0.01773721243874711,,,,,,,-0.018968151756984068,-0.019796298359915584,0.13801776104318036,,
COL4A1,-0.013456907670271589,0.001147736127041504,0.04747373341331285,0.04020457910976736,-0.019441377649907634,0.038842403924917585,-0.035897646849536384,-0.01277298936845357,-0.029040355682830414,0.01843255257057907,0.08858543191406712,0.07937416855791837,0.06356962197219383,-0.14318363075998805,0.04371149247120652,0.006272666623795656,0.009494287051752242,0.13917882900321152,0.07758172959971388,-0.04902030256511531
CCL3,-0.01767442088200393,-0.01975136425031478,-0.024362962729756098,0.002195617758993389,0.009995102994541418,-0.004532743286502462,-0.016080757770944948,0.09598848700377362,-0.04305359386235592,-0.001780899447421256,0.10125564176653733,-0.03376552065078549,-0.011330460669462883,-0.03696222608947749,0.037280953301007155,-0.020201808887445032,-0.04184080728148829,0.07362938028527115,0.06310475599698423,-0.013445123559933858
BGN,0.02152714436946023,-0.0017864768566068937,0.03625246248495128,0.04803211002509937,0.04070718546728392,0.015941712917889764,0.06012148520958356,0.0006462336463253261,-0.020008808259036472,-0.04133048873635024,-0.11523624427673072,0.11310886018565801,0.06416096750942732,-0.12675394372212376,-0.006341891107286515,0.008751118560120747,-0.02049860325911991,0.12529720238515413,0.0692666802429798,-0.07886303213448187
RETN,,-0.022149906085233526,-0.02000870827176403,0.0014533546783600494,-0.03590185882073182,,,,-0.01609075152774946,0.06805917702057103,0.08693049540216753,,-0.05029061251274719,-0.04699534606802856,,0.02832841299811853,-0.00926659739609773,-0.006291323850567076,0.03489803632755892,
S100A9,-0.06067236451806796,0.017982352233833834,0.01562915608320072,-0.030184469678118966,-0.0175689082451863,0.02378693323765768,-0.03748907334721874,0.0458469475824555,-0.023732531190499135,-0.02573614724875431,0.06714691019428183,0.07762122644051175,0.020810729830709123,-0.073004736925691,0.029261604611875543,-0.025778787343571207,-0.05985023651668694,-0.022242307383563954,0.09801787685224828,-0.05467198400032199
HCRT,-0.02270072439346939,,-0.005277098004806543,0.07147527615369176,-0.05948978674224636,-0.0037581899679980787,0.027479184256620656,-0.014417254620187227,-0.019962174454289335,0.03687002566725747,,0.06254189452821296,-0.014927131184565876,0.001612779355902061,-0.06223377564064763,-0.03290060447773149,0.017653564248533454,-0.00895477805665355,0.038067653015027375,0.09914777397986613
FADD,-0.024673721241901654,0.012353646823790768,-0.011631593727354405,-0.05593752067278935,0.05525699548128447,0.015278191688072231,-0.022880570631230304,0.037436783844745705,-0.03159364236019233,-0.06700086913378807,0.018601766906827362,0.05949458352435836,-0.04477459993248879,0.03770014799546888,0.08743892017267738,0.08372767431885575,-0.02281963243853194,0.08462976102505611,-0.02790053094567664,0.10861840471312288
ACTR2,0.0035142169312988385,0.039085410168509915,0.033916327309995435,0.023048919143445572,0.06677056616316834,0.06248577502323354,-0.062049836012778685,0.016476808428533614,-0.04838308276801664,0.047240687500329476,0.08883856265741268,0.03747834282802631,-0.029257982403465967,-0.02150067598577637,0.018579674679671553,6.617890315144139e-05,-0.046865090674335724,0.052470992458968746,-0.01259569631601099,0.026010716402709775
BMP2,0.0022699511856064934,0.020120499123663038,-0.030777211882060503,-0.010227272290958173,0.00045940247145590554,0.03732502117063812,0.004237469407596337,-0.01759969758757156,-0.03150542348186489,0.027988733807670505,-0.014762465814924448,0.025843832374185666,-0.0848524583528144,-0.028354867116097315,0.05523023536495939,-0.005018459353027962,-0.0050275063697262585,0.04871502920261264,0.039198357279432515,-0.03348783543635442
PDYN,-0.054034746301450325,0.014329968955192108,0.02929880223330579,0.0013978804752813225,0.06325138800457782,-0.012535239319148645,0.10121478220319106,-0.01118867187316482,-0.017052029772618285,-0.005253529094167336,,-0.009859662898332146,,,,0.051877543693424365,0.06015492376736358,,-0.02124976328517947,0.026988562550587628
CD55,-0.07696072070710855,0.012181377432461497,0.03945714374174924,0.08532582526553181,0.06931138813885938,-0.03957803301935099,0.02595232459013431,0.021244868490331643,0.06275370469954233,-0.0052327848851898544,0.06775683817597544,0.08674503436673572,0.0597123419914125,-0.053738235178070984,0.02633501461720449,-0.07179364329131792,0.06299784194560812,0.12077644494129519,0.06545108481015573,0.16682271596570933
OSTN,,,,0.02186667540999141,-0.0067758997087528465,,0.1023325628169823,-0.022279486910082063,-0.0186206113499055,,,,,,,,,,-0.06127868707918984,
PDX1,,,,,,-0.004956050938414074,,0.057512386245229495,,,,,,,,0.01717765381765486,0.18044523806211432,,,
CD6,,-0.01091535103449065,0.051207813746958,-0.016377102242177075,-0.028634376103792367,0.05467176161725416,0.004393857768217293,0.0616222216271062,-0.01543525319311205,-0.033989717872456165,-0.024843412860185658,-0.018635525250839422,0.05723235229852124,0.060831614842863806,-0.026801445375977947,-0.022238371885524442,,0.030891640415262465,0.00852200140452914,
IL16,-0.002355321565171143,0.055447357989679605,-0.01991901003198007,-0.030488951047570857,0.04653736315811199,0.0014036438240772812,0.0038132603508407503,0.0031062625011439456,-0.011715326264342346,0.006049436371115913,0.04153643573299327,0.04485252348986035,-0.05792415941501602,-0.06606807383805673,-0.04434577590163428,0.028883030857359836,0.012621546368670843,0.06313965467123395,0.09687147374401921,0.09708409419138121
LAMA5,0.034517066660642644,0.010741518750856409,-0.031731111898251584,0.036141944283865184,0.019707407212643493,0.009919473486886482,-0.021340205959115392,-0.04442663731915628,-0.026815857571014956,-0.008466646434303001,0.021982183128843865,0.0027713279006285124,-0.05731187735817083,-0.03331804245323179,-0.0015293638748805065,-0.06764231496509722,-0.037339455767189084,0.059869675991384375,0.043974881715951986,-0.08586451039613732
RGMB,0.07683691445906012,0.06679639019087545,0.021722982889725153,-0.017143306244921264,-0.054029372027367545,0.07752659549154303,-0.01976269939820892,-0.0012490838387665486,0.07848906387255558,0.018223626875758514,-0.041433504778468806,-0.03197902651311391,-0.006395397471723062,0.031042792106352027,0.06261322481065221,0.014860707776239972,0.02393613416524117,0.009719512461195474,0.04646947863704894,-0.010666667791864136
INSL5,,,,0.004070675294608566,-0.020270220248862682,,-0.013034501644376452,-0.01842467771663949,-0.019301564183108872,,,,-0.03654422988993865,-0.06107190878714516,-0.03322173294675564,,,-0.04878108021128486,,
IL12A,-0.012827972855462274,0.10972526505435677,0.04670334993856498,0.012063755789962794,-0.03263739471656724,-0.02176104572388374,0.008831435694836267,0.03368008215343363,0.005566633772276669,-0.02776264929610281,,0.09503947416705504,-0.04942127879907157,0.04746479417778902,,0.0023757129959416008,0.026469947756726158,0.036663951084214955,0.08912807004386591,-0.046943618911751826
S100A8,0.08803815128854127,0.03728016269103488,-0.009405874553455509,-0.04437746378930997,-0.015274038914962795,-0.0023645329471545743,-0.03629731340870096,0.024762987348379027,-0.019468539874464424,0.015471359019235818,0.06322592968640538,-0.0176489789118857,0.011921220061665412,-0.10915051531837103,-0.006686362505878523,-0.007287731752440681,-0.07999851188429474,0.030634502368824586,0.08359238485058824,0.031260346132418626
TAC3,-0.04282349845312292,0.02246853888130252,-0.047014410122289914,0.027852007961840303,0.052372922232607554,-0.015850806960012002,0.08018407792750587,0.03562351336023417,0.014969919672129439,-0.053767930972595385,,-0.03122699203385478,,,,-0.043490375976832016,0.01375639373842863,-0.02795931972655182,-0.012075594695049135,0.21795979590574677
TAC4,,-0.007045066288103072,,-0.02852838404795459,,-0.026070302571735475,-0.01975246664967053,,,,,,,0.04096155395839176,0.040515678066290396,,,,,
MFAP5,,-0.017357950257019684,-0.022330703898091473,,,,,,-0.029402525826181233,0.1535837186426253,0.01503884777810905,,0.09669241129166169,0.09436653179003156,0.03731970935178216,-0.0050746191704760975,-0.008427068139100196,-0.02331467751795703,0.0006372193941416464,
CXCL16,-0.10277645951375045,0.02719588767545757,0.06243100820714244,-0.033577986006670016,0.029623793288884974,0.05022539799810226,-0.0493807473797534,-0.045681825358396766,-0.0025358845772463,-0.00884729438797968,0.07351700654005497,-0.011413313909428081,0.007840586748992791,0.011275319860044913,-0.03619322429041541,0.041842064448809134,-0.014614863629511306,-0.011012008133051962,0.07533578942869792,0.09561034315622297
AGRN,-0.0597925752432495,0.003535776463816571,0.007259898633996731,0.055627809826263606,-0.03180346385125592,0.06357845632339211,-0.04945288824540339,-0.0018956736160801763,0.06318879652744168,-0.007222388424389708,0.05873895633581784,0.043472818125537514,0.05985440724410673,-0.06355401372375133,0.06587163449295977,0.03656750786329099,0.11797039361505693,0.16466063572758025,0.11330387134780223,0.019921943966573135
COL4A6,0.10706745705453344,-0.022149906478882788,0.011809565113770602,0.042046864362335255,0.05807728255519258,,0.048099441817775965,-0.01850853306348559,0.04677213258206505,,,0.028317546087939825,-0.062390192379401556,-0.03687776040162159,-0.004235730352270798,0.021847736935791028,0.05497313247643612,0.026841995486936346,-0.018650702508496406,
FST,0.006946481756748281,0.05940209652093113,0.017132189240174383,-0.03594709783242263,0.0034311044836681367,-0.036596885881508466,-0.047782106923552496,-0.031240454019346522,-0.01494445296043545,-0.040493484575193014,0.06932531978354975,,-0.08748191460495824,0.030773887664693876,-0.020998834233810888,0.028757228565358266,0.06928314845959123,0.08300181222054512,-0.04449607951656574,
MEGF10,-0.02020232786583535,-0.05409550334891617,-0.02247013384289659,0.005200869976526415,0.04462727344212595,-0.001030565417098033,-0.03245537757285035,-0.028579073398013723,-0.021411824184608824,-0.08709265847419627,-0.023557069526253985,0.03385787500832457,-0.018113739669581092,-0.027747322152049374,-0.009793860289619538,0.09001104007015784,0.08604820021789204,-0.014030420899637486,-0.005747314114965575,0.02064527975667834
C1QB,-0.09589358197122742,0.057024577553843415,0.03186814310646612,-0.04494806654696331,0.04599543265892517,0.007431289789219533,-0.0362789608967569,0.013358436493697386,-0.047217913753576306,0.013048981498915396,0.12231941915892933,0.013508019823522923,0.052045823053601586,-0.07600179673066841,-0.003759547710615061,0.00039428147771828357,0.005786631191115361,0.018083780085803,0.035533347283858194,0.09969861374262214
HLA-B,0.016607361359167676,0.054010436354862454,0.04130963529161689,0.04275938360463931,-0.0030314076735085712,-0.044471882991927954,-0.03612575491185904,0.059403941084835266,-0.0743491819826891,-0.022286263456106445,0.03725642205570188,-0.029291508087592545,0.1349491144652847,-0.05779341159745368,0.004592863631586767,-0.07146840072561238,-0.10489861684751106,0.10650345784756106,0.08110151746367923,0.06897373752026163
PDGFA,-0.022525913858575476,0.06998410752144651,0.010336356252341361,0.012633512675863776,-0.014329888924001234,0.058814332455301474,0.01065718950331987,-0.003365275973725998,0.07376640956214395,-0.04246674122386038,0.029990637165655205,0.04890089614253576,0.012353138715894569,0.10989438950204272,0.061982016466813214,-0.05139647341117712,-0.10955940621337817,0.12089872867920103,0.02515471670390036,0.05823724977840038
LAMA3,-0.06156192452702993,0.016369176672644363,0.0175500307661066,-0.004420989536272171,0.0688291278598486,-0.04390581044011372,-0.01278364077864861,-0.02319193856779896,-0.023662064525531584,-0.011580945872258075,-0.026605742982235683,0.029981682690855434,,-0.025615649031590047,0.02015544421356638,,-0.015585090970093276,0.00532960070842285,0.07619029381989348,
DKK1,,0.013547839709846882,,,-0.031239156700259396,0.015067567309844196,-0.009820753561416106,-0.0019247889670154059,-0.015125245529107609,-0.002665040420718147,,,-0.031087055805801636,-0.03529002695379467,-0.01836516115999415,0.0004867225087716228,-0.03012722512380492,0.03694030225653867,0.08106823155001774,-0.046787888126826854
INHBA,-0.03046822469001234,0.02770432692824752,-0.020008705363677964,-0.020140257284035658,-0.03605781787013356,-0.020994397231975374,0.020410937770327722,-0.03422591005852057,-0.028982782916812413,0.0063709624487925205,-0.0461535677473467,-0.01844159360284662,-0.08395998470985896,0.01587185665938726,-0.020515072274690422,-0.07865882204236785,0.03438801564959632,-0.023907278793219713,0.06719343114225385,-0.08742031925399742
LEP,,,,,,,,,,,,,,,,,,0.0016988348225960397,,
IL7,-0.02305062198592318,-0.005750590815532277,0.03017779557036824,-0.031712446682010995,-0.002903036653040712,,-0.028503679269004746,0.07600090938253823,-0.02843646671416321,-0.029718053456623608,-0.024136179186863123,-0.01808104760120994,-0.03517682807070729,0.20467106848252506,0.04684761347994451,-0.022223150250064914,-0.029734831631112433,-0.007872168878047718,-0.014878234422037317,
FABP5,0.09950928737972896,0.03606978180359616,0.007857633892177408,0.06116603937338789,-0.023516783290422782,0.025887437318739836,-0.004209465584569733,0.04228048577800877,0.03461791040300988,0.06003406617516689,0.06983832987098836,-0.04129626935509469,-0.055207381413515555,-0.08336718623074679,-0.046091899690265434,0.03701688330276753,-0.032020284043725776,0.03550403902997927,0.03462712052363287,0.016233606803578153
CCL4,-0.026070304741844706,-0.05812880251398097,0.03639201435235408,-0.0024819366667285275,0.036436308059467334,-0.023916405158712257,-0.018478900534022565,0.08152966786910283,-0.03377058891400595,0.010332520642738065,0.08834121019483807,-0.034477811415762574,0.03022022826800442,-0.05693915642735337,0.009257134253534218,-0.008064714286644828,-0.052578275864652635,0.03677470527790256,0.05755393891991084,-0.006292425143707657
FBN1,-0.048055403737057745,0.012005154814132965,0.04206378302446841,0.04028713884550743,-0.053419473818644723,0.012225659954601582,0.019347777309263705,0.02249571307118524,-0.05287428276854038,-0.03437836943042597,-0.08044596687171682,0.07254562831346537,-0.043927377852010424,-0.039762953343138736,0.0687775852644021,-0.0017270837485232947,-0.007735554776174179,0.07060952565771952,0.09006934947584874,0.03443280357270115
TCTN1,0.06022817032686886,0.07297643415413976,0.04415991056410851,0.01171326834928345,0.018171706866027763,0.025035879781381103,0.00770124788006922,-0.0019739790438310554,0.013600994551118052,0.0036066408973102365,0.06471287623218093,0.009701876784510316,0.01470741323040657,-0.0027622202151184024,0.05800766864970541,0.03689640936870049,-0.006092892953615356,0.01870652414969198,0.050419169097508584,-0.0710222910208721
NCR3LG1,,,,,,,,,,,,,,,,-0.03015194761444394,-0.023466248459350643,,-0.008916517788803723,
BMP7,0.036337566483584056,0.006300493886465202,0.026081197293098057,0.008539513770812942,-0.0028078576773552326,-0.034484935732983654,-0.0029170412414006165,0.02314523836653525,-0.07279242223409839,-0.06464878759456306,-0.03127280645127958,0.018083727891732574,0.058640312435912334,0.04887517207201704,-0.014543128777887366,-0.028369757256399907,-0.014541892103280264,0.028823625571783577,-0.019513161607776646,0.07448162724674702
NLGN2,0.0049491984419625865,0.07223530735516519,-0.013903510899427063,0.05523646422959352,-0.02053502893211113,0.09580077139874565,0.03641513973315442,-0.05674023537362977,-0.05280401312990338,-0.07567338109745218,0.015716130654297597,-0.0302555834812056,-0.08458171615042952,-0.08112148518873069,0.03970761244111709,0.039293590347810055,0.054446211151233215,0.0030003884530223944,-0.009977634394780143,-0.003016666326360996
CCL25,,0.001812236145192746,,-0.032614201169068435,,,-0.029734831063396083,,,,,0.0038852301439802482,-0.036093518037114934,,,-0.0005302816719391134,0.01704767158809208,-0.04391324662595444,-0.028725420003304997,
NPNT,-0.03297907268458712,0.02242437203836368,-0.010453195619985861,0.012446647378863083,0.018572013011809208,-0.031299495857075574,-0.05032534954020587,-0.07895507580273395,-0.026397823254701164,-0.020126199007982754,0.06424392978838692,0.013543227716197419,-0.004066775373245148,-0.07195996379112593,0.06865750264126771,-0.016126323801661298,0.08672935371066398,-0.013782398320448867,-0.040350870826540784,0.008334513570708942
KITLG,-0.10095680339130389,0.05944626893468315,-0.01224183097292452,-2.290126501426927e-05,-0.0019812411256619126,-0.033291658860852294,-0.026239133656222373,-0.00893313250685726,-0.021833422792538807,-0.02944617205192179,0.055547409566385327,0.0023831357718307427,-0.01893896114039541,0.07016432938675192,0.047272511362177645,0.08791902675101337,0.012886165022994245,0.06650277770417198,-0.017514101433843316,-0.08543298662487302
MADCAM1,0.007201253326456547,0.11239615795480665,0.07772853134788449,-0.020060984014164333,0.006684924787016019,-0.02058127773098662,0.03710370148890639,-0.020198740827026076,-0.015125246378584985,-0.01174539560466343,,-0.02591362082340195,-0.04080972424887784,-0.05693269599701806,-0.03789095899138572,-0.022840767335383937,-0.018298636192689885,-0.02684654402586535,0.03488015643102603,
F12,-0.041042011459241884,0.011465556588650843,-0.046986093465303615,-0.008051843724000612,0.007797385695243407,0.03772532372898771,0.0455263602681744,0.015527329893597086,-0.020418877237059218,0.022194294702739835,0.04775998625165101,0.031888541845311986,0.037004780564312875,0.036776457017061,0.07703841060994664,0.025897058359070406,0.018334676094453238,0.06090501888560941,0.005940382271027807,0.02318269759927611
