,ZH8812bulk,ZH916T1,ZH916inf
COL3A1,0.04804005223470722,-0.028240244971907535,-0.03279129328117469
S100A10,0.0070004868968644735,0.055752201579883115,-0.009861122615262787
FGF13,-0.022595531405259578,-0.02880815172729357,-0.016768165055634523
SEMA4A,0.047442137880811024,-0.06556689675855952,0.0067639595758484244
EFNA4,0.07164192112754575,0.017950747129051734,-0.03970761272928939
HSPA8,-0.047423189304528525,0.04419256654763659,-0.1377730062757178
NPB,-0.03854043329849423,0.012401384535902782,0.031343514107754655
ULBP1,,-0.02512555593684918,
SEMA3E,0.09065874469314826,0.026360680273390284,0.011392186459127396
ADAM9,0.05953201873066996,-0.09858143125467918,-0.1337316045027511
ASIP,0.03145686214977927,0.05384279453814445,
IBSP,-0.02932884133671227,-0.020241391520393,
FAT4,0.009507378347522553,-0.017462963369522255,0.020292851389668378
MDK,-0.00797899776130724,-0.04359396228834874,0.06580307010390493
BMP5,,0.024764710068039947,
CAMP,,-0.02281370974857081,
HSPA1A,-0.05982748935146318,-0.058206949260117685,-0.07446471330910212
SEMA3F,-0.016583388514860582,0.018902343342254317,
ARF6,-0.0740000648143127,0.0010966563314218978,0.003437560857948977
IL6,,-0.03185314161392783,
CALM1,0.07453308977958692,0.00572591099074535,-0.030789492510070415
VIP,,-0.006365797890106815,-0.029655217314034463
NMB,-0.054244113133657915,0.0166497874992875,0.09814282795266362
CCL26,-0.0273518226239445,-0.055829379919873544,
FBLN1,0.009428328868500991,-0.008753269998609774,-0.01923092731899002
SAA1,0.024413682566853858,-0.047822481368290995,
MICB,0.046576709273285916,-0.004323750252132023,-0.032286915166581484
MMP13,,-0.02088261066127527,
F13A1,0.01404973537178393,-0.05488452981468605,-0.026800354555615226
CXCL11,,-0.03402070306244968,
COL5A2,0.02808907696625444,0.01225469651926147,-0.04180491523295776
EFNA5,0.011174257477630796,0.015238100946678122,0.11450161620879902
AREG,-0.03119307946039564,-0.03399573996250079,
EDIL3,-0.003056057833522965,-0.05767221323373599,-0.09888304323755241
CD86,0.002422384494893026,-0.03476442158884896,0.06249264368161355
HRAS,0.06312940668488429,-0.01823117936455674,-0.062367230428158636
C1QTNF5,0.02005606488535986,-0.0022333114544141777,
RLN1,-0.021889368947550805,-0.016411588283800464,
COL4A1,0.0067086044931947714,0.0033953001505675332,-0.02006517012535452
CCL3,0.023047593541071894,0.053977776693635564,-0.08703219979838324
BGN,0.01904554396123311,0.002414380460395794,-0.005256472698141323
RETN,,0.048108500560705425,
S100A9,0.02020281439624729,0.07727370566024346,0.1116535894141008
HCRT,0.02360696466545405,-0.015381531363532798,-0.04139212965436618
FADD,0.0637565376398816,0.016307288055354578,-0.05140350781920994
ACTR2,0.08237094557528028,-0.028527512880971755,-0.011842964024448751
BMP2,-0.02603614340066785,0.004421001534362153,-0.016524504954048773
PDYN,,,-0.045002928871115774
CD55,0.10158964288861722,0.021068116523644802,0.03111526470878161
OSTN,-0.022595528421857757,,
CD6,-0.02905385382724057,-0.04941901647399929,
IL16,-0.008122413185845345,-0.01016977925317067,0.09895016011651717
LAMA5,0.02780319009935624,0.0020604274090427997,-0.05843821874712796
RGMB,0.01007600989455766,0.033396204819901784,-0.07803133774007519
INSL5,,-0.028656462695501476,
IL12A,0.046174068513929786,0.021160675558139535,0.009510596215225658
S100A8,0.027560595254310306,0.0067930137530929895,-0.056093898131782956
TAC3,,-0.010399285832289582,-0.039277542689847324
MFAP5,-0.031193084525342234,-0.02629182274461218,
CXCL16,-0.0005775886490367203,-0.03743175624041596,-0.09342476307087609
AGRN,0.04359304428620967,0.026182291821700402,0.06972283833093189
COL4A6,-0.017443006073215528,-0.03665277038847568,
FST,0.039684311446173896,-0.012985794612134012,
MEGF10,0.021285252988534602,-0.027311342408075805,0.044591498488397045
C1QB,0.07503663634817942,-0.044038369238029194,0.025015014469039414
HLA-B,0.02236592401462023,0.019526252718833872,-0.07177108015226702
PDGFA,-0.03144174063777927,-0.01363928147007089,-0.025997412847219438
LAMA3,-0.02554757159407936,0.00970113250241756,
DKK1,-0.0010776159326082314,-0.01398870674835668,0.10278460361527231
INHBA,0.05409238664896739,-0.05716093676206833,-0.03779716205679198
LEP,,0.033117642012490615,
IL7,-0.0029323909439002574,-0.04275168973587196,
FABP5,0.04135770212001276,-0.007781295780339928,0.0708572732876925
CCL4,-0.031158661173867463,0.047740117153593414,-0.06155050830685381
FBN1,-0.02351259198829556,-0.013678148376866348,-0.08949401272816293
TCTN1,-0.006038513689519022,-0.05275173652279584,-0.05245071275877402
NCR3LG1,0.05826327812861709,,
BMP7,0.02837584649755172,0.0439071330514878,-0.0514362116157346
NLGN2,-0.008051185817095357,0.009165883717225445,-0.134540445689148
CCL25,,-0.025796852146867905,
NPNT,0.006523810144163249,0.014090556573525648,0.023642524263868807
KITLG,-0.008848898689295209,-0.03804053027688537,-0.07139444743716945
MADCAM1,0.03244483297708532,-0.03433297297072157,
F12,0.07320794088415233,0.0682797028354439,-0.05094957852103157
S100B,-0.01646609633544651,0.01739940590874693,-0.11915759299668995
IL27,,-0.02970452990899995,
CD99,-0.07392351701856228,-0.03170450849843572,0.0033272470360902508
PDGFB,0.0029422212890239255,-0.02488777852440279,-0.02870919200918542
CLEC2D,0.034331527199031237,0.026351815699310385,0.00212827482745517
F8,-0.025360427167817386,-0.00951888575842915,-0.039910629046677734
C3,0.0910514499214526,-0.09839729446446925,-0.010097903133210002
DLK2,0.19993843814950193,0.02608302046997428,-0.04302515945469526
TSLP,0.004435437459820634,-0.05290694264865664,-0.047295149308433135
OSM,-0.04570553689241785,-0.03729328027198314,-0.044612654282811894
PRND,,-0.02167383407454006,
SLPI,-0.033221034323787264,-0.012150163966143402,
AFDN,-0.014835639105683144,0.05460871556646229,-0.08414132731068932
ULBP2,-0.03582135608812151,0.012796291651481145,
ICAM4,,-0.019853127066985304,
ANGPTL1,0.019143378131474695,0.00013610958488704644,0.05585744385144808
LTBP1,0.002136894534298615,0.021454932379507196,-0.08829414150347649
NTN4,-0.025078399241971024,0.0038336666758979595,-0.07488630815098654
APP,0.08005682777297214,0.02972898018902276,0.026444378781970722
RIMS2,-0.03369769341733189,-0.020476545792151447,-0.04375759898185494
WNT7A,0.045537542924674074,0.02287982539228778,0.04010945381242928
GAST,0.04850368420070631,-0.02281370454072799,
GPI,0.03152269819704944,0.024099080874885256,0.050272186847109664
IL1B,0.063406197065481,-0.007819186759857889,0.012736559330472205
HAS2,0.024109180962685828,-0.016098284145351634,
IL11,-0.029053858432895558,-0.02321520568980887,
SEMA4B,-0.036789632583780825,-0.04334052542692898,0.05573419809766734
FGF12,-0.016385678216569027,-0.024282761174356696,-0.00663721427824235
CP,0.027041889841534942,-0.0560168971243706,-0.09034340844900825
NLGN3,0.029613152720615488,0.00580929737231665,0.09235682869112584
GZMB,,-0.053824665675869646,
PROC,0.054208658132492246,0.018799817300369868,
TNFSF11,,-0.02087885644735668,
AGT,-0.05388767101668184,0.05110611805583784,0.05930866275841879
PTHLH,0.02456202102605208,-0.034878463714416365,0.018652509705323256
COL1A1,0.012987559733474591,-0.030857379789035803,-0.03474628860661938
LAMB2,0.04723459980192252,-0.07338277015037313,-0.054071078399560046
DSC2,-0.03171082482114227,-0.041422644280418086,0.037259239318018375
WNT5B,-0.014865894987166887,-0.04701249431338852,0.11895846725274177
LEFTY1,0.031042699741541335,0.06577644782964916,
FGL1,0.07484769819178422,,-0.035690120722904506
CXCL5,0.01260815677167613,-0.034934194438005994,-0.03177568965736713
S100A1,-0.013131632073371455,-0.06419731759493838,-0.09156312580873092
C4BPA,,-0.016661750282224615,
NPTX1,-0.02294095733879442,,-0.04704013617259204
TGS1,0.04932475306029388,-0.023860008601639393,-0.0697809862836873
SST,0.04619742464863458,,-0.06760153956680902
IL34,0.004472701468126368,-0.020018878874841377,-0.047669169209262986
DHH,-0.04040715276640912,0.0981546517595065,
XCL2,,-0.01739180745147314,
TF,0.04273070102639641,0.05060345665382031,-0.0764044279975809
IL33,-0.021367804626203066,-0.02809007365110959,0.013527082264451326
RBP4,-0.012821602047172765,0.03581210594273784,0.05890584303711828
CCL19,,-0.03185266856203395,
CCL20,-0.025547585496103357,0.05127333773551328,
NAMPT,-0.013908326364347546,-0.03080192055271779,0.039165802741942056
