,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
CEACAM1,0.09463714816444767,-0.018564318713978428,-0.008187537791347071,,0.042321337577412216,-0.023041056693000817,,0.08204832855676719,0.06726074710643787,,,,-0.013078998810335503,0.10047380932692097,0.10670511347975783,0.001948006262244407,-0.053819279167608536,0.029089256931556562,,
PDAP1,0.02213549841369535,0.14277284946860955,-0.06328892401789338,0.03131137628360426,0.0239509477119051,-0.07906622864885235,0.2556589639092698,0.2222221032818922,0.08069824082850664,0.03626611743694863,-0.09131638173703273,0.07472952091426316,0.09809821778683255,0.10241329613990097,-0.10506578719706978,-0.15070090329813415,-0.0017874387891313602,0.05388189039852831,0.043966776205997794,-0.023956738674731297
QDPR,0.13422985982008334,0.08392625169723261,-0.16764318484460491,0.21702608731017495,-0.0527925252434436,0.16559426170970049,-0.10897818289578771,-0.31589714998242363,0.11835596332878774,-0.12115045043977345,0.013562113848775842,-0.06891242700953934,0.038594815671542756,-0.06320729961947959,0.21391125946857678,0.2528466049858373,0.030889644309707823,-0.020731633730392374,0.10554407068613744,0.09300926396702783
POMC,-0.008828011801455711,0.021044065030005756,-0.026727149621115363,,0.0014791517819573885,0.06713051814932618,-0.0135232945997467,0.05808141102082931,-0.029493340479911503,-0.0446956805600431,-0.018437925059466048,0.007132011571266266,-0.007475135802937251,0.03936253734784607,0.10203028256293863,0.09866267421634979,-0.05251413752049648,0.02646719945787064,,0.039360801154323256
CCL18,,-0.14636610213203327,,,,,,,,-0.021333468003577383,,,,0.002963055506473739,-0.06055907233963013,-0.14503805717682378,,-0.03365986965370078,,
CCL17,,,,,-0.018330593218694815,,,,0.01843849159950025,,-0.024398377949200873,,,,-0.095260965339006,-0.1317381320618296,0.03411337840451751,,,
VEGFD,,-0.05266304275632438,0.04795072433092167,,0.014957050542094796,-0.0226290895834331,,0.08237499832886053,0.011436564741248031,-0.024773552637744875,-0.026148497347335202,,-0.02211648392945534,,,-0.035258113055202704,-0.016806731820130608,,,
TNFSF13,,0.02431401941348453,,,-0.025396099158122087,,0.007098672481742055,,,,,,,,0.0856114173732038,0.0807461899714004,-0.05401803392581675,-0.0339722544651861,,
WNT5A,0.028013396218841188,0.013311771028262701,0.10608585491304338,0.1902809922381228,0.006015456877283338,0.42767292432158033,0.5056161999086514,0.17610267026873289,0.06923282535156546,0.013459644040358258,-0.023464401794055918,0.026164503176887333,0.046628042645163945,0.035038318180940456,0.0038105915021495016,0.0190739110705912,-0.000546775931234438,-0.04039644722025002,0.12634950648247975,0.0709589051372575
CXCL8,,-0.2442597619596025,-0.04916241219369906,-0.4503547216706855,-0.005884931610064158,-0.4026012403440013,-0.007840159953384754,0.1269542072553249,-0.04674897358829518,-0.05407514183245522,-0.042444933595320644,,-0.003914068580622308,-0.11551374264565092,-0.5085214851453393,-0.5713393393748412,-0.020151590819249464,-0.18781286101590422,0.03978678561355167,-0.09572079906049817
GRN,-0.008184917546926844,0.026131920137917382,-0.1755477541191356,0.29927727882051497,-0.0033563694061862063,0.033733142676775164,0.3811490023173283,0.2290477908134192,0.06477657268460513,-0.05000147883059193,0.02631737672653604,-0.002707262525688845,0.1457124329821306,-0.007573741503503457,-0.04092290365139707,-0.053608352986396976,0.003661434687117624,-0.12576190495538506,-0.013734288253760297,0.028352127122111007
MIA,0.01965471225786667,-0.019382006989927078,0.01406284838808453,-0.025558786110311336,-0.05537099988335006,-0.15348736909431526,0.13926125494554084,0.11922074300107295,-0.04163808731243807,,-0.025620312287433472,0.0516156162879489,0.05854139857572628,0.04638447719145362,0.37460169753208217,0.37898970217936395,0.021206447424928554,-0.26440488289664266,,
COL4A4,0.026909524653903824,0.050290583850909336,0.16753130900150923,-0.046099401822094134,9.222594671910314e-05,0.3135769025743943,0.07118863013938324,-0.037202254988753146,-0.037337258277805145,,-0.034738547052633184,,0.007728498667651357,0.031995055451319886,0.12359449985026426,0.1440596496981932,-0.03782339684084915,-0.02491253877440504,,
TAC1,0.03224977055924273,0.006734026645402395,-0.02883858909461211,0.33535594807046176,-0.009439786286523083,0.043490017350150796,-0.3888305275537019,-0.14536820362850475,0.15399735808947565,0.16065579749590797,0.17562367304693682,,,,,,,0.06063776885467211,-0.08202295904387126,-0.05012522615425157
RARRES2,0.013462694042050534,0.06808761364006115,0.04551387595211606,-0.24422685546014306,0.07262228172439608,-0.39087238514828576,0.28057460250387056,0.25685046302046455,0.20035943247329305,-0.014354781363849899,-0.1599971908962041,-0.03405800151775075,-0.1064977951121144,0.07027029315564283,-0.372145743484255,-0.3303575370059945,0.021546142336883897,-0.15297395017546822,-0.12907107554689004,-0.001651485507847285
FGF7,0.030441156646247497,,-0.033729415424648114,0.00041862484754256085,-0.025672351739830283,-0.045901892714936714,0.04912978158886962,0.06611676555283055,0.016146463475192753,0.02691564367158301,-0.0751554507005645,0.053910227793654245,-0.02488061608745683,0.07634373710921862,0.09488999242058983,0.06949029033768349,0.01082288937581961,0.016208871100603654,-0.01468071714451638,-0.0674449448648782
EFNA2,,,,,,,,,,,,,,,,0.019539267779412204,,,,
HBEGF,0.0386235146106949,-0.023839872908565894,-0.04000935884068159,-0.13064870139049473,-0.03152034540952823,-0.19570299339641894,0.35508985055964326,0.09091745039801853,-0.19309199457219475,-0.07089480880960204,-0.08660099492442613,-0.018903694072409917,0.10963476515598312,-0.017721974177785628,-0.00018740686571671797,-0.004955139727779164,0.14010816365682144,-0.08320928964400975,0.052188216761879444,0.05531038922897992
CSF3,,,,-0.17321318323101212,0.013757300699320513,-0.29044702301731207,,0.005611334733248043,,,,,,,-0.37548130619013165,-0.3895200689432539,,-0.010850751507363794,-0.03947561358957458,
PI3,,-0.1401951823393713,,-0.3183578893423123,-0.03795835367872618,-0.21405063228698384,,-0.0201099794469295,,,,,,,-0.6164002485734377,-0.6456472597792001,0.004413045190138523,-0.19472603554941553,,
PCSK1N,0.017312400326580872,0.18862163294757694,-0.021049606731046264,0.3311791836966447,-0.012934504683583583,0.23188558040893612,-0.1821371248603553,-0.032643466252591874,-0.03824319788125831,0.10941662164894499,0.2314060314318054,0.021772587778529064,0.012567044961163197,-0.029093762000505435,0.18556439403721775,0.28401833088096134,0.001398203982795816,-0.004721210490992236,0.0005462181716478603,-0.06882659871717997
NTS,,,,,,-0.006566591124545498,-0.03308969859287709,0.03400747199671286,-0.005792701094277816,-0.04239455616401585,,,,,0.05238191437333132,0.09115252459922202,,0.06295030243106474,,
SFRP1,0.07566063818957365,0.04174228311766917,0.0378036774069017,,0.007267650151820683,-0.031171413762156337,0.21294092677689105,0.02537437862872113,0.06608814243245414,-0.05419582565454489,-0.046881786911240064,-0.10193406989154234,0.05776873639373533,0.06116079955776522,0.1344910794535876,0.1883889470851625,0.03462483982846128,0.17975210851489187,0.08478332157609397,0.08290083588287979
CXCL13,,,0.16298102994719213,-0.024622541698649233,,0.06082246560561707,,,,,,,,,-0.05071225321271671,-0.18114606773218994,,-0.10839864880869168,,
MICA,0.020376270010173517,-0.01883258530367871,-0.015419999423004023,-0.00473892118970643,0.006573229128590605,-0.09917688738630842,0.037670288410934144,0.1300036798261979,-0.0020640513307336184,0.051800744327636795,-0.0033223500262074797,0.025443731727857605,0.08438674847806911,0.05356718219389542,0.021179380333354574,0.04805832421690472,-0.06018235399517104,0.03795408443172011,0.09827473851037452,0.04909481032911355
TG,0.14399196626444552,0.06456271353778399,0.08576207915993642,,-0.006427103671372451,0.145196031329734,0.003685666946369271,0.055518309386192774,-0.03928669785147619,,0.021493678622639095,-0.049411092190203745,0.022504410257878936,0.05563414248107277,0.09788563353817693,0.04588635761295747,,0.019172045566280153,,
ADA,0.04946200266419314,0.049106186337339874,-0.02817656081400581,0.14543350447936906,-0.02612376403234218,0.002991073692290918,0.12510442821000775,0.1897986656790186,-0.0482446979549123,-0.049593764260011934,-0.0438717235977773,0.050851670948052125,0.04666048387870513,0.016412990273896384,0.06733039379794288,0.11241187728926798,0.017959909993640437,0.029714993284075175,0.07344221384963935,-0.032934728987304145
LAMC3,0.0011069199321970963,0.10848220938297098,-0.02638590240188473,0.1627394956154703,-0.015402434360613133,0.09623010718090058,0.26316456410540406,0.1771479807248266,0.027686070351102935,0.06892211157298352,0.04544022028993705,0.07327074222697906,0.030248550967404902,0.054196897638501954,0.16634004573403682,0.1437427242968463,-0.09254159707844098,-0.07524304173706375,0.035755151679369775,-0.009704116264525156
CCL7,,-0.05673200315907742,,,0.024394636686750838,-0.15898112174039233,,,,,,,,,-0.1258650374359909,,,,,
NGF,,-0.09815116800021584,,,0.016837432891081403,-0.05566548774327042,-0.06671699633616968,,,0.035588395258645454,,,0.028399465671150287,-0.060605955483135805,0.05793623938100709,0.13329744741037272,,-0.12134861830159172,,
TNFSF15,,,,,-0.03752763397998103,-0.07164771548593558,0.09884060940470135,,,,,-0.010868004100931873,0.04706033068253132,0.10937869483132566,0.03187581635550308,,,0.009100797078196738,,
HMGB1,0.024567881702204752,0.32798206199748536,-0.06614183196590195,0.4614003548450478,0.02203360081864057,0.17608853251695158,0.30911793054418,0.2321462805303872,0.010960275721240234,0.0652561882930657,0.0041438139205204,0.09339229218850606,-0.01577771396182899,0.035321857058242874,-0.05197744442440939,-0.03949640602828686,0.01435868421648991,0.047538069818105454,-0.012491037861039873,0.13988380962724142
ITGB3BP,0.010253947279816607,-0.004202513178667872,0.0841568878020066,0.02235060829410524,0.04383014859977893,0.11150040669380912,0.4377047096804473,0.20145106518251468,0.0036657290272005412,-0.045987071519362675,-0.08872668800388346,-0.049020988731384996,0.10119454904065645,0.02045895549601125,-0.013113459677768243,-0.07734408727373572,0.10303753929771116,0.014233178721279098,-0.09918063548434368,-0.04237787004926213
AANAT,,-0.05092529129860939,,,0.019446400782047058,0.020700283848031843,,0.05686005641704028,-0.0046545720603185315,0.1075825675412774,-0.02227951302383557,,,0.03342357165095467,-0.04850298489933751,0.06051924639883966,-0.0822751041162044,,,
RELN,0.05990403202393418,0.180442283553334,0.1897217201375965,0.11036426645998319,-0.0037594588843940487,-0.058151658827236115,-0.1569922160428508,-0.055346462900605506,0.06355251481203407,0.033320563514105,0.08074574045950766,,0.08975095732814851,,,,0.027328279577996464,-0.04247813114533808,0.0035575389518287138,-0.06013131446523698
IL15,-0.011467212676900606,-0.03831120962695714,0.011532472155749408,,0.030199793669348926,-0.02780348856942064,-0.027328988175186447,0.057505128029645004,0.0862453571375864,-0.02709818707055448,0.0973331317620304,0.04309070524902972,0.07488705587767426,0.002128600085687902,0.006950736996705248,0.03785356308167968,-0.012959769905939021,0.012124098502674959,0.12925946853586284,
UTS2,,,,,,,,0.14328538265745894,,,,0.030517996103269277,,,-0.0020933958104919523,,,,,
BSG,-0.0418347426771926,0.21992915384069597,0.0580773034510323,0.07695678198676707,-0.05968473729378792,0.09681861447364379,0.2304949710738749,0.05995366929870609,-0.1779206286189867,0.05034876165122243,-0.14858427494471388,-0.04048875445875918,0.08528763473250742,0.16622435960967108,-0.21857280510497928,-0.21101287697483664,0.018462052582597973,-0.1454877545785607,-0.012015593251712616,-0.06342032600371175
ADAMTS3,-0.0021505363262422305,0.030629398234573477,0.09413704394091556,,-0.004537439269624323,0.10415683720682858,0.0017402540382806988,0.2781197222928338,-0.055970810558570706,-0.05476931096936358,-0.021326127227095017,-0.039226662992748546,,-0.022084862089608994,0.1861508352473416,0.24173076334239124,-0.04124653389391474,0.07763428174535095,-0.04800196668872145,
CD34,0.007036178041275262,0.13597768048963094,0.005568844483422089,0.12509522123749636,-0.0327370024033934,0.1079764078600462,0.16271624420010167,0.1376289159476777,0.009829766238377618,-0.018914945605821767,0.05248246699051336,0.1174960388118435,-0.0009385357773876062,0.07107243620315186,0.11904590488643858,0.09043837126700553,-0.0298918271308033,-0.08728864415240221,0.08100772212464219,-0.04185585786578305
CCL23,,,,,,,,0.0711172020795661,,,,0.024814310797725298,,,,,,,,
PLAT,-0.05133945341720558,0.3127055261548614,0.19850879917384698,0.3003319856481517,0.0278787154268295,-0.06337338662781124,0.5220974410442274,0.2557474042840339,-0.19706937179796685,0.016126773041544345,-0.10357604666004039,-0.019503373945541778,-0.013836473969649623,0.2051145490273401,0.36812329293548446,0.506466899449952,0.05031714503711195,0.21692068909506124,0.05875339679661842,0.07295581209837779
NTF3,,,,,,,,,,,,,,,0.1476509475996042,0.35870552496680236,,0.04884058983885282,,
LTA,,,0.025773110451057128,,0.01350594467740478,,,,0.04192392562118695,,-0.030353794822017038,,,,,,,,,
CKLF,-0.0072178517588550525,0.24275504967993577,-0.03582694865172425,0.15771935878544674,0.005852871359295824,0.09105997194389238,0.4212564695564607,0.26297087366264155,0.03728401187380721,-0.09904133924254013,-0.1237013532738608,0.04642762758594681,0.05511458855145462,0.050919762750268896,0.18266931912333603,0.27652711464892604,0.015412184370219906,0.06122604760797106,-0.06557779054579624,0.09637182537836592
CD24,0.13695082830673397,0.265127090027589,0.12000440216270881,0.08732193485394843,-0.012942634858376626,0.39589666550303265,0.2895269868019353,0.024279257735958255,0.20148139874985319,-0.006258102516615577,0.004725819938101562,0.050188603546559414,-0.07470904238224475,0.06462293140781837,0.2666252990409819,0.28794051423110023,-0.03525707954001127,0.17640912855430294,0.016046897229207664,-0.058318700576289455
HSP90AA1,0.06791488646618961,-0.15194679423011023,-0.060922206253728434,-0.21511253331603383,0.013015118000287077,-0.11614580178191881,-0.49581981060686026,-0.20365716959934252,0.09875783254147838,0.07084668073351104,0.23185429540221256,-0.002389565249931228,-0.020949183088957823,-0.04333789950682756,-0.5943612788803587,-0.6090527203277001,0.08382436204933837,-0.09936016454486866,-0.01532363297331038,0.06506851644314819
BMP4,0.017718338885383374,0.020887826110190147,0.04658831931897046,0.026420571574220144,-0.04784438048192922,0.023564690684266865,0.4134224461711875,-0.03907127488609408,0.05942030235498337,0.02366753375724454,-0.012277948567102168,0.03541864942670015,0.08154064221094745,0.04553990391615007,0.13420105396357584,0.12242614292466801,-0.0033888297390841766,0.06910368444979763,,
SCGB3A1,,0.07193920680532433,,-0.018654793427371766,,-0.019470588017486298,0.054881886027419356,,,0.02392433562205359,0.07944043170743333,-0.038735452795744925,-0.012798702623609536,,0.0946432051566372,0.11368341569206149,,0.01349270941675434,,
IGFBP4,-0.02970220920601487,0.13435198557780492,-0.036907143011815205,0.1045693832282353,-0.0569236657506449,-0.10171469124847743,0.46047393414951265,0.2309492787169658,-0.08487364795510596,-0.013119951608361676,-0.07399530808720561,0.112807275991366,0.08088962935739857,0.030780267250665634,-0.017025584018962987,-0.19665448935634844,-0.020182935053859853,-0.23288278376055763,0.035763201411126384,0.08809138353039764
RSPO4,,,0.003932457202319252,,0.031550039446458476,-0.025261697607077135,,,-0.04170005713164263,,0.007946185567266001,,0.03815033929996584,,,,,0.04636892323829846,,
LEFTY2,-0.007278929311345392,0.010657443758631577,-0.027804053273335284,0.13523659422200018,-0.020511927405036264,0.01705979836554422,0.24348814263770038,0.2711729306646629,-0.03417420592864319,0.047987179656796226,0.0001695134930561353,0.02548819646003745,,-0.05912501463068841,0.060832452354906225,0.00050259095712528,-0.08005268003185342,0.03561115124025059,0.04673565241951984,
PF4,,0.02680206912281282,0.02396059842866712,,0.03283465378284393,,,,,,,,,,,0.011463458445239424,,,,
ANGPTL2,0.05035608378156698,0.18099591248698457,0.07982888973808049,0.3380535967100475,0.008524515836945785,0.11723322732686195,0.6734542459927654,0.2287504797354803,0.052205849703783336,-0.042131954839519675,-0.19892730114719753,-0.07411585990154433,0.05650840870793949,0.12184299750517578,0.4040618091446022,0.48006719249727325,0.022791721112348375,0.22789597416509647,0.054198142282823554,0.13282223753343703
LRIG2,0.055627422433566574,0.0850894532748233,-0.001294680923113001,0.09874703676892446,0.018319988703719484,0.11449954151554699,0.2350377141853777,0.08103827695367077,-0.011776330946288476,-0.023925828411348115,-0.07916069347693291,-0.019415143269814333,-0.03712349996971982,0.14995856186867626,0.07323752238731211,0.0899966340714497,-0.024006113592957908,0.05313596490212391,0.13066912321026775,0.08392899851246927
ICOSLG,0.10215746519988607,0.09454645747511874,-0.01176667355290334,0.09153738372355535,0.0216310005481666,-0.05105041727563765,0.2731522051209377,0.08599656167152754,0.030026181613126632,-0.08407182292869428,-0.06093178730983636,-0.021128675916715578,0.060597619943508145,0.018079065765199822,0.11336948258380516,0.23313683946389563,-0.06549459863919052,0.10581909738550706,0.0032455916821712678,0.006228834522520785
WIF1,,-0.019346156225405656,,-0.12559767041092107,,0.17069837312530298,-0.5040791623385313,-0.08983168311599059,0.060842092545593925,0.12366603232513654,0.22930040652142902,,,,,,,-0.033616985355306994,-0.04248572880971833,-0.06973353416712522
NPPC,0.018475682776704444,0.09300598280757104,,-0.04214047913393743,0.001002300988813322,-0.14421510348789382,-0.10563742584262524,0.008151477594457739,0.02709379270362773,0.03500735637990809,-0.09625923971375933,-0.017081761917415457,-0.022367713647680948,0.05045748555663151,0.010191873728894085,0.088153267026156,0.00259856123052,-0.05004814432838155,-0.039074928832932135,0.00991539458918665
LYZ,0.07682108637358559,-0.032267106806305235,-0.11157720060694754,-0.04323718103343915,0.008198163337222038,-0.29563924157132015,0.07720541599210193,0.15681360861434965,0.025166152702157156,-0.09177501073913732,-0.05933648150737388,0.047062146904767684,0.05177868350228743,0.001445030377564378,0.02110866455622392,0.055464604752985425,-0.0758524071044027,-0.027466970102187703,-0.08503312754829222,0.05964729124318749
EREG,,,,-0.07334951104510652,,-0.22927897289442156,,,,-0.04361163769244492,,,,,-0.18756878859663154,-0.21691191944189028,,-0.00871801190266682,,
SPTAN1,0.036197809116704276,0.3220042277841743,0.014262170559976835,0.27903081125423373,0.05501589526664643,0.1759995431884223,-0.2717705333237685,-0.06206517864609598,0.13089291242443996,0.0914135192173611,0.1516867267509673,0.0025677617048153085,-0.007645147757093047,0.052536408761950704,0.16267181572604017,0.3661423463330484,0.0058937579858509715,0.16598484124372626,-0.05874204516729747,-0.07040840526466999
PTH2,,,,,,,,,,,,,,,,,,-0.04315996270403933,,
LIPC,0.030281025159109534,-0.009646691910003924,-0.019421682005633437,,-0.05284009534165981,0.08490551055953782,-0.10838796008018362,0.09471649979034692,-0.008523689342584602,0.029321607071467047,-0.01652256226458235,0.059121262173629376,0.0566026100311398,0.038118690520918444,,,0.029293953412438307,,,
COL8A1,0.026406483498407303,-0.1548283205595451,-0.0801830027473538,0.07504321690520281,0.017256307595326814,0.0697848376602979,0.30379281074669207,0.09090624210709188,-0.07801798306581391,-0.05746700543044515,-0.12378278087700263,0.05058889636167556,0.08144334205014855,0.013903446649548958,0.2025063937496898,0.06166900819361879,-0.00034561602388713693,-0.06800618026778446,0.015081264957431416,
GSTM2,-0.0679823270503206,0.08166742751860255,0.044466294377227114,0.0122724874866184,-0.0020705899111983623,-0.0016325688954906162,0.015442880551355847,0.058308127361002854,-0.010588395176005625,-0.043064650284494584,-0.02904895576488789,0.02365344773265823,-0.03018691331207063,0.029672132172501052,0.10388257100604116,0.13947197083016738,0.024140025954762417,0.02794125655637445,-0.05991729557638361,
SPX,0.0755310851790126,0.09623351896391025,0.006291184536800754,,0.019779845337387136,-0.022522804282069073,-0.16873081139273038,-0.002846982836188705,0.13164944764942985,-0.00231166073859381,0.21088267773825414,0.04870211967261951,,-0.0421022485973581,0.07664001773665088,0.028706348235684513,0.06462747696554182,0.05083918923308236,-0.022981657953921632,0.10748520599368855
MFGE8,0.0522674767870661,0.06882877824329967,-0.05379958612494456,-0.08483070319520879,-0.005158029776724147,0.004349815673468098,0.2009359567250341,0.11582795460512867,-0.07790044754198962,0.04829858064014275,-0.07822137345196079,0.0156759025323779,0.08294330757267268,0.07151967078627114,-0.07944253370778459,0.03991034143389267,0.033130972847685104,-0.003459320117698211,0.0013383030131566746,-0.009930014970749086
TGFA,0.04507559297503334,0.1551756558766751,0.08296146417837864,0.046773211549845393,-0.028798566059019363,0.2626389985401756,0.3242320998087224,0.14448475633808633,-0.14781374043626225,-0.03520691144976576,-0.029924866125254218,0.05556925770402866,0.08731478189920665,0.08201411949038825,0.09901753016340091,0.20485281913425965,0.04024867274700135,-0.052168076941002096,0.07865883037213789,0.05013978229654073
SLIT2,0.05883628369738492,-0.030517020134447157,-0.018119823822172153,0.1398149858322447,-0.0092804079343439,-0.10680559241658819,-0.021177776368161472,-0.09402954668907498,0.06879884017274715,0.06055032629324036,0.2229005206116327,0.03709954199513285,0.04351206983006413,0.0011190975968746126,0.05721105167851379,0.09422818557072116,-0.05881751984687341,-0.02668253263377493,0.0003364515040636417,-0.06095246704434713
PLTP,-0.04615465815436662,0.06990952493868312,-0.09970661916195725,0.23218416222628788,0.041508260346582594,-0.2294609952343064,0.2428083439244498,0.22836913938594175,0.15536311538665948,-0.05596503539104999,-0.03405787261857366,-0.06552663614023713,0.03418372946198408,-0.027068926132459953,-0.01955031314273741,-0.13864267591683782,0.05771935900786913,-0.22763758342242835,0.08747191282407243,0.0719140718265655
APOD,0.11144075777573702,0.34010379182585826,0.11285171564404585,0.46967455057035123,0.04129664952882971,0.5498632895483214,-0.014281346333259675,0.09627866321458778,0.1310201257622178,-0.08229715652811861,0.15431876457528934,0.11818432319142794,0.19615209369184494,-0.025793892994654163,0.562907636518313,0.6206206345798763,0.08415511199567181,0.035075131089283194,0.11082075692167472,0.2453802273378336
B2M,0.09807037673012144,-0.012275994613388082,-0.3391601492514355,0.2230402849229457,0.09424325642202956,-0.3870460898551965,0.5018790434299865,0.28596824821739614,0.14849920979856682,-0.08174622063847721,-0.2142338007435678,-0.012244212356544083,0.03912489510910436,-0.15585642190317095,-0.03348058519568431,0.09240150971642495,-0.031696992208094375,-0.18902677916690966,0.030388689294973775,0.011856043124152017
OMG,0.10205344012632414,0.37585515734568814,0.0420265327008132,0.333052475304151,-0.017549269897820328,0.4393291623940272,-0.08297995684659244,-0.10003694871564352,0.19266153707544328,-0.037855605401304,0.19772132069115506,0.006417022320083579,0.017906312965550644,-0.016904114857343656,0.544002335490399,0.5224533809188454,0.0004531006537808739,0.20419737306463934,-0.06582165156670919,0.09891923223570948
CXCL3,-0.01929338386510832,-0.12584935582334458,0.010564015492607869,-0.11494469664548053,-0.04401984082130574,-0.1901778222723166,,-0.005196134232075821,-0.12598856589113913,-0.06139405606759129,0.040247454104154486,-0.03913290707291841,,,-0.4110533384053784,-0.33286102102606274,0.050666209915406046,-0.07071207371595399,0.011662065202754236,
CXCL10,-0.049583961684069894,0.06416651368424656,-0.031242974832398313,,0.055671945414005934,-0.08857213088759477,0.029316014124120972,0.2588489734016469,0.06496578230832256,0.07311664814478243,-0.025010546319336788,-0.058901547475261155,-0.044775782479732434,0.01321848755089701,-0.10630718196063611,-0.06497057902077996,-0.03410993355866888,0.0022580275314901515,,
RSPO3,,-0.018229699839984334,,0.1670268809214722,-0.024674186213598313,-0.06998925509907492,-0.08482270963479223,-0.057700374276742655,0.05876817906748361,0.03500714079618364,0.036042411920982766,,,,0.21062140743052093,0.21033394013243137,,-0.09121954851099992,0.07116645094911853,-0.008488941938547033
CORT,-0.01462649189781333,0.005543662370825824,0.02564230484592201,0.20045037484069309,0.04425923678591729,0.03607816216522822,-0.03553828790489719,-0.013590756254326082,0.0009987056943996124,-0.0502609524734631,0.012034564969013964,,,,0.180058596904042,0.1198207891105086,,0.02321880791258178,-0.040980774082532194,-0.005287999231155857
NCAN,0.033217340737273025,0.48948170224768905,0.21019034173982482,0.31914726589416365,-0.015688148693791718,0.32078135987016454,0.30665971111419477,0.10832584212838688,-0.13638455565412128,0.17406299968941197,-0.13424554884155726,0.005235421156879839,0.10716290534895712,0.1275474815244491,0.5485407561733019,0.646161187774979,0.10413862953798404,0.3049397984907043,-0.03394192720012824,-0.071281711342441
PRG4,,0.05723053140206022,,0.08524019507444043,0.00019634931181904098,0.05327532817365663,,0.012552172421459873,-0.01888237101304539,,-0.02670784861919612,,,,0.029615152643491224,0.0720451982595948,,-0.021141327244777523,,
ZG16B,,-0.04139231223345938,-0.03855612070458578,,-0.01519770645836636,,,0.023980036003961588,-0.0021095307509623874,,,,,-0.0007529090980778244,,,,,,
TGM2,0.06877738090877474,-0.12523177367044935,-0.07038880464476574,-0.18050977902612445,-0.011054404289177679,-0.3071003946435016,0.0786339486065211,0.13449368571573264,-0.026212641795426844,0.01916826270273564,0.06224300446828511,0.12142375790789121,0.14677152249133765,-0.04696637976555365,-0.17327942543985542,-0.3275960992025675,-0.015865789843332673,-0.01279825143305129,-0.02501503282227681,0.018525735690763472
