,UKF251,UKF259,UKF266,UKF275,UKF296,UKF313,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
SPTAN1,0.016994537582874683,-0.03581679911952491,0.08774479580432695,0.026797224258099776,0.006192100535622014,-0.0060609810421117,0.0065229624433411106,-0.013729876374069966,-0.021806179237557906,0.397667959805467
PTH2,,,,,,,,0.07183436025638924,,
LIPC,0.01411491896929841,-0.031120303753306308,0.06144192237071483,0.056212404790911386,,-0.027339152901995383,,,0.1856242723967297,-0.044762989616721954
COL8A1,0.02377728996026189,-0.010511878943668925,0.04966750371289305,0.023301890104020607,0.003913413137693733,0.004484185261139945,0.06726842348393595,0.09503545672709034,0.21041270550887578,-0.15024549628836853
GSTM2,0.04577878324899254,0.0152774614216821,-0.010003479968938793,-0.04440891055167108,0.032474712954159886,0.0073328457255725085,-0.018749662300427686,0.031882900049267804,-0.06716868560868637,0.009952199988969995
SPX,0.016863629008724616,-0.01973824255737578,0.08242928571180011,0.005516413417791302,-0.029646574071823025,,-0.033380982282253537,-0.07478940514615669,-0.017675525458421014,0.14634263137687906
MFGE8,0.021608993147696542,0.02861088531010044,-0.05028640471687416,-0.0220098526655003,0.001072706700127049,-0.05138580483078265,0.017807011034733686,0.02926298918930428,0.0950823849440271,-0.029390032220207474
TGFA,-0.009352680267109514,0.05923840949025179,0.016098239205197064,0.03425953928845035,-0.014790654002337674,0.040178118927790774,0.011870651518030887,0.025839928972111233,0.00488826114778455,-0.057314521154517954
SLIT2,-0.032824613455563596,-0.05599641296461766,-0.013296432331661586,-0.02349614594111976,-0.035706242246845744,-0.033679932849021224,0.0505282495556785,0.09105426536185514,0.12167847221208487,-0.20253450025589204
PLTP,0.05584818802433886,0.1028624883376928,0.013748558695801483,-0.031645021381033846,0.0218646785973081,-0.038800241737626306,0.08183782816992888,0.11608641275299217,0.17670807643525843,0.10770952204227303
APOD,-0.006241990621075317,-0.11475740999923044,0.1061946048229397,-0.029939166243575,-0.0035045637648123233,-0.040527006485015574,0.06342781190358629,0.08593065804322374,0.3054396688447713,0.3673992541228372
B2M,0.05131362851170538,0.14612303952311625,0.026448384685227668,0.00979751427757247,0.0339755098866362,0.04930879532298887,0.1108585147242885,0.10338403562827017,0.21446339132076334,0.17045769473421984
OMG,-0.0633297147037566,-0.06442776774090207,-0.009315684726080008,0.01971759862359919,-0.052180298197238684,0.10509055611794776,-0.04946627992571697,-0.10968303717304825,0.0518318479154936,0.3100106372164829
CXCL3,-0.006991270692626112,-0.020261146317262058,,-0.04356713903266669,-0.010478995759364064,0.03293282020845904,0.04654304829720835,0.034866073942291506,0.06816654576779975,-0.1803295860295567
CXCL10,0.031520533744082736,0.12154919863244791,-0.016169658848842416,0.011428185047736862,0.1098889011941185,-0.025948629161252817,0.043786589369860796,0.03992885369669119,0.10747771673431644,0.11008246651335969
RSPO3,,-0.01324193887582316,-0.03926598982860592,0.05092308537600851,-0.025446183020907967,,-0.0046018281563889995,0.005255647080393537,0.07479238506250743,0.1441665134573285
CORT,-0.033999447011545586,-0.05595395339057785,-0.027216200449185195,-0.0169755251291388,0.044488030596563595,,-0.0377518494711786,-0.03559163438938736,,
NCAN,-0.07285489493714079,0.10489000386053553,-0.0022995807315983508,-0.002564653345526498,0.020464240166706005,,0.03130281521602552,-0.13910129660737447,-0.19280931976504895,0.3781924522591615
PRG4,,0.001115275794106068,,0.08759174041939634,,,0.07214281843716087,0.11729358513004998,0.1646588642054937,-0.02920615521099226
ZG16B,-0.028400626496717395,0.06486728316905413,,-0.01929276839188471,,-0.009821636607479556,,,0.00523553850796345,0.006968252197034592
TGM2,0.017108183336377567,-0.011042990938955036,-0.011396974072664231,-0.019826760606254587,0.05844749906819737,0.030230766512624366,0.07818173263141487,0.05751462198092376,0.16740545552288374,0.15282484498148893
VEGFC,-0.03646749811641177,-0.02941259181841954,-0.024250726410080515,-0.022387862422244,-0.021077015409403776,0.007604366070906416,0.077241564385501,0.10313874551119516,0.13484508927861916,-0.11911780116591136
WNT6,-0.026264806251055664,-0.025435351514574663,-0.012133476467118808,-0.0075807822418408125,,-0.037932854913571255,0.0225118906991985,0.015327824261084129,0.029921548955259277,0.040505979819781344
NRG4,,-0.029970123593896933,-0.014853618209177976,0.059495406019070024,-0.012818548337922044,,,-0.04013146499236811,-0.0008692400335405579,0.018113858039754342
PMCH,,-0.0415265260344118,,0.031031608325665948,,,-0.03365197434553039,0.040722537979731084,0.004932093112093466,0.09207552391960637
COL9A1,0.012571019369108418,-0.03130160670257999,-0.011392269869745219,-0.02331422736825092,0.03661075292736098,,-0.027623523243775802,-0.038669268006185545,-0.017469835826805266,-0.05566636726080263
GDF11,0.0544771088377833,-0.007079027865250176,-0.046872150252998665,-0.013272511537062484,0.013869645808299767,0.00048025691637668203,0.021927898127533745,0.021492445303745434,0.13973606246212764,0.004659400018042974
RAET1E,,,,,,,,,0.022775619068367035,
IL24,,,,,,0.0162947066592306,0.11831351540203233,,,-0.14813542113103095
SORBS1,-0.03338431876235422,-0.04503060236356958,0.06266829036167217,0.0008565946202107643,0.02432919083075389,0.08612568561766376,0.015960720800852857,-0.02865003709119655,-0.026722431046419498,0.13749266186711528
DLL1,-0.0481352252302088,-0.03665227587482482,-0.06808984641890345,-0.0054465812825112035,-0.030779009534116226,0.09648656602385769,-0.03785426245937378,-0.024000341633379465,0.06951668201425901,-0.03387625821484457
TLN1,0.0706661891965709,-0.01771294516261081,-0.04631819946413489,0.10220708337315051,0.012532574460201059,0.020262568162715686,0.03461391851439128,0.0012214843593423017,0.17144708993123853,-0.10155844106536895
COL2A1,,,-0.013145111707675941,,,,0.036980054968657146,0.02722880119069411,0.009120946747247533,-0.016927345834119662
SHH,,-0.025589735797815094,0.011512813720105144,0.1147639462137614,-0.011246855200082841,,0.03665386688645411,-0.017667544417686375,-0.15444496841209507,-0.0998028029102895
PON2,-0.08637593895370323,-0.0639110308270787,-0.02632018147582623,0.018374537567417044,0.05118287663625213,0.037401489777207864,0.04946587077842671,-0.07483916353853869,-0.025379739806448278,0.006027900332739891
ICAM5,-0.02369158767463847,-0.009570521659184792,-0.022881663684349778,-0.025184450570975077,0.03102057642451834,0.11474615748814626,0.18792000333353387,-0.01089027319792158,0.023873221295149454,0.16593146958538785
HPX,,0.009713827238023625,-0.01213347728560743,0.021951238664876707,-0.009795389477411357,0.007597085892492576,0.08893137905862063,0.03192894433684472,0.06427875826433989,-0.09226470864987546
SFRP2,,-0.01897183197115909,0.10149157781738039,-0.031554552855840266,0.020955421724443857,-0.021111749404493844,0.03844376395190034,0.054422380806933665,0.2691728888111632,-0.029987908470750033
CFC1,,,-0.02050260724168047,-0.02428013271775013,,,,,,0.16809996465867832
CD70,,-0.002574923587105763,,-0.012622364622219493,,0.02224730116912729,0.06450122626991438,0.050633406037409345,0.03269022006615521,-0.1880739561698537
HP,,0.022735919342248386,,-0.00817661575440714,-0.03182874000989067,,0.09543810807820133,0.05624124366473478,0.06996057345739819,0.04982168806050108
CXCL2,0.007798884914977588,-0.011779389467769881,0.002131175780795558,0.01225302766148039,0.02813780143380488,0.06988684612295802,0.08809773374691293,0.11690970787412285,0.0376801386858199,-0.09911879654165608
NPPB,,-0.0010122508548258012,,-0.021260671648802635,,,0.054414854092593466,0.05551340675809029,-0.02952562431623677,
CCK,-0.059860967073173676,-0.07337591469701472,0.04272919795197346,-0.04134075359440948,-0.034729519602094236,,-0.028122328167215258,-0.02411100578501801,0.04654095634552251,0.38001286998950445
SEMA6A,0.03396684707086777,0.028365308342564226,-0.03515272728578293,0.04865108174279509,-0.028606247970280375,-0.015219960541607952,0.015671034783153272,-0.038020017530154014,-0.048739271213622495,-0.15149984511053582
IRAK4,0.011679433866313241,0.06324797606879734,0.014246387745056424,0.03300657050775021,-0.02383375096885021,-0.018660402543753417,-0.027855129187567922,0.00905962704174793,0.07846974926599402,-0.075906393215487
GSTP1,-0.015348329275999714,0.03188495022847826,-0.03851272402033704,0.007634604544231971,-0.011856757091340814,-0.0018156903834504613,0.04521744396027075,-0.045943776763736864,0.038300820221704376,-0.0742655641339703
VCAM1,-0.008390234086599453,0.027315127809702227,0.05023750995199405,-0.03775295887216111,-0.06293768420855748,-0.03666496926345032,0.11673118953913969,0.012280418964360348,0.20997890317404985,-0.07373348421011411
NXPH3,-0.003033259366172941,-0.05764562660362895,-0.04945484994391753,-0.03544876524621013,-0.019671571703093343,0.02898326512368179,0.028166219699776975,-0.027008665522353998,0.028736909381238993,0.10388154042823876
MTMR4,-0.004261431153503797,-0.06472643469276397,-0.03026333164359073,0.003529342330493544,-0.03704827291342717,-0.03429140934429736,0.013762153554356489,0.04244814124791502,0.04913853477920279,0.034308889753614936
LAMC2,,0.06331565781593947,-0.016624825769624353,-0.005822858670678065,,0.08063178841827467,-0.030845990597244907,0.011976303619575822,0.004291507830954582,0.019279120616799306
IL10,0.02649761609817961,0.02163446136314497,,0.018312032049443552,,-0.026815205553964168,-0.0031065225578050114,-0.035601218761440574,0.19452227086368618,-0.026836994826180474
SEMA4D,-0.020127122490773062,0.04273391770016939,0.002659663202404905,0.009276828411562518,0.025149235143570495,0.02445661956676122,-0.03526983561898709,0.0028498867580638966,0.15354604243263348,0.09602797527310829
TRH,,0.06388096046255351,-0.022743081453909294,-0.024871399650183233,,,-0.08045462044388949,0.0035613986824160975,-0.016503284585184123,-0.15000257464603708
SEMA6D,0.053284345792162874,-0.008292559476624196,-0.05004210519061758,0.06079443728392709,0.046861308730475976,0.0689086695453882,0.050901471956801544,-0.01659993631290702,-0.11388552255339358,-0.25554622606626753
CEL,,,,,,,-0.013836287196853146,-0.0299474052054228,0.07684343757067613,-0.03379914481078501
PDCD1LG2,-0.04289593181144074,0.03001256511071664,-0.011674794996555398,-0.019725366292525654,-0.028812064822084142,0.02260011020007308,0.04877630921027036,-0.019923531571891567,0.14990666066144998,-0.0651622627783107
SPINT1,0.05279776094613538,-0.035581913544510776,-0.01510063828080206,-0.021974977403742452,-0.016007821443118755,-0.010615846519059172,0.12810683754389013,0.021254153615860177,0.08527319689818008,-0.061495131935318886
CTHRC1,-0.030907563374615577,0.017126817930712763,-0.09297614110327104,-0.0019430104447395052,-0.00072595781903016,-0.025085948884558642,0.0765699723590795,-0.016142936158955828,0.1973846022488443,0.12852446902672005
PODXL,0.022836874519410057,0.060924931848721726,-0.0389033188095668,0.002623686427572746,-0.010599799491731721,0.00825733563501123,0.009917019759510403,-0.008209264662869281,0.006683089488887735,0.004387590962400902
JAM3,0.010546821848882882,0.042300697250588604,-0.04241225994092849,0.04617950704418695,-0.03875031367451164,0.009073385884146098,0.09484839188366985,-0.024211505537897807,0.08707841502797833,-0.07829332463104864
TGFB2,-0.026716196017384015,-0.038237498098212155,0.022420353352638298,-0.00434264748924281,0.011618022163439797,-0.04031781916253501,-0.016021404667459643,0.00840305229964015,0.02577943128594616,-0.11384496505722042
COL18A1,0.013790213093794442,0.11715165350342396,0.036684562309781,-0.01758888293336824,-0.04772712005509189,0.04464045328189724,0.06533337069608969,0.11640874724866063,0.21231408584391648,0.2015762073078376
NODAL,0.0012739136455900458,0.025017822960974642,-0.032671102380138865,,,,-0.03750719811633811,-0.02564811893255323,-0.05221081131454334,0.11576701465627973
INHBB,0.11332721055716373,-0.008875447512615438,-0.018080223745501063,0.004195786145220924,0.017262996358209035,-0.014887982953186626,0.04694656285182356,0.0895974575355303,-0.05409219946977232,0.06436261505569468
LCN1,,,,,,,0.03068779530171406,,0.011738030936315879,-0.031753031599295156
ARF4,-0.03433019694479589,-0.019696244532906595,-0.03882057131755714,-0.008779884649565415,-0.007863239293466407,-0.03678697674395338,0.043136010981026505,-0.037816292804902486,-0.03133897438788917,-0.21837593089531618
CXCL14,0.007776223469327677,0.006345131422425954,0.04494691019808336,0.030107351960226264,-0.024793656158680205,-0.059575229327247785,-0.056695611336773075,0.03891663431491249,-0.12460105839525747,-0.04195031617297195
LIF,0.09433155942688144,-0.024261342869198902,-0.01472869337645889,0.07826598522685384,-0.011612657849706602,-0.0107068149233071,0.05432579794936505,-0.016081195351448325,-0.09622084754459491,-0.28362048480494184
IL17B,,,,,,0.008543864929204536,-0.034717062194264944,-0.03190864322721968,-0.01609627338434864,-0.03994185312481904
MMP1,,,,,,-0.04607665656674297,0.030206183015512363,0.16153661247656892,0.08931080192477417,-0.11023384692584547
MATN1,,,-0.014218944739007793,-0.021527689013114623,,-0.021391734540070456,0.06891295656577048,-0.03288528239974073,-0.013864511972386464,-0.018977718361446374
ADAM28,0.06578244258061923,-0.05428186940938054,0.05447570525081782,0.02769088588781372,0.019857595806001164,0.025703251804043162,0.03653170258535981,-0.0010023348625935965,0.21827622451530282,0.13084976322658726
TCN2,0.03453008729365126,0.024216463378735325,0.0034097210024407517,-0.0011834325158712148,-0.024235362810512865,0.05109710480378102,0.0239032692534319,0.07076383183433949,0.2229162816399471,0.15102601449003947
THPO,,-0.03405327750993356,-0.020219959403598227,-0.006177502204335326,-0.01208407326178226,,,0.08006523329852847,0.03918102210600365,-0.08630034540280188
CUBN,0.003944076940039022,-0.014290355063021783,-0.025295091887684053,0.13752633830510394,-0.026066545020934043,0.03205090659698926,0.026116457839275364,-0.012133031975867938,0.061360534231575385,-0.06327152702723039
TIMP3,-0.047311595069785974,-0.029132563706664553,0.06933657968032389,0.011092433588179651,-0.013561113713074214,-0.012469925122857913,-0.004585856617640422,0.11379529113387565,0.3297747196126167,0.13103436313932273
PIGF,0.0013788293024069244,-0.016077401219587718,-0.024739681387673948,-0.018664712003036748,-0.003237034267230919,0.08545361560428552,0.055494466420803475,-0.03921646302759506,-0.018798953789241624,-0.11483677596355038
CRH,-0.03174818533789263,-0.01862843121168321,-0.011982422594587282,-0.008003564887058558,-0.02186361363971824,,0.050242786763258114,0.05305041651724999,0.0017132210999663642,-0.05963045444812559
BDNF,0.008637483566101145,-0.06254518820416821,0.009199306637672901,-0.04563391505375892,-0.019657831251968034,0.01518128478137834,0.051178128191299604,-0.008093856144015145,0.0942596907063305,-0.2195624055846294
CCL5,0.059186961743765115,0.06744617278681599,0.07022622504720756,0.016839239452826806,-0.01993645902944173,0.05751252145631108,0.11431954803513776,0.016418510829238165,0.23350220130817376,0.1604467254985061
GAD1,-0.03775134290050361,-0.04664433117222436,0.02382386936519769,-0.00988494249857258,0.013786844194575596,0.017379335687637425,-0.0012098430899992647,0.004765872594296838,-0.0040339542880406575,0.08270537489338509
COL14A1,-0.03961772892808396,0.05921490682091972,0.10686085885186132,-0.009847118834802153,-0.01582844487871472,0.02106189927683697,-0.0020848869492204832,0.1503327155219931,0.2988302685460243,-0.07267212051334775
HLA-A,0.04064329302854725,0.06699604238981574,0.02496034889084768,0.04728250752714081,0.036798364696719564,-0.030813932115089256,0.10802049838857908,0.08990944435207936,0.05703808914575921,-0.08614358146492689
CD5L,-0.0168802130610617,,,,,,,,,
FGF18,,-0.022931916254460092,-0.016624823347885075,-0.02306776690222233,,-0.022211703166092556,0.024804708705003512,-0.030579566819272805,0.05678954914459971,-0.06111201036557013
ADM,-0.033141957155239696,0.004023034581914878,0.006493435018310541,-0.016558508061880556,0.035791818077625284,-0.05999991427738327,0.07260391070405554,0.09078936718299356,0.01896773403627522,-0.36858490515210274
CCL15,,,,,-0.03447780642206906,,,,-0.01037532981355659,
GNAI2,-0.013187941594845952,0.03678719734900218,0.006532928119315394,0.0717240595322715,0.019467691132335287,0.013902832218706794,0.03624295259088384,0.008008646065449274,0.12312881962475399,-0.06397772659463101
HDC,,,,,-0.014710804915506687,,,,0.02909993147257877,0.0015354284583443845
COL11A1,0.07054489311118002,-0.021259383231718186,-0.06926162539129911,-0.010427978779771523,-0.003699646430551071,-0.09857311041790041,0.032175390076359986,0.03344487570745228,0.12297075110126571,-0.1612398759322064
NUCB2,-0.004480998025603244,0.026406136306095913,-0.01884237769626672,0.039585324082604186,-0.040625242368156206,-0.013659601055393976,0.00903731663844502,0.01594276575167572,0.09410431525649754,-0.01920844049068402
FGF16,,,,,,,,,,0.05134929352941364
CXCL1,0.025333221374728935,-0.03202270073696493,,0.07104927814546391,-0.010996578810915777,0.013743494532092983,0.06673568453197223,0.036499092601343396,0.017356801086989674,-0.04122761134079639
VCAN,0.04258930932646523,0.028039094466646326,-0.04983184038835375,-0.01924499797787524,-0.009185008132129508,0.07028091869620358,-0.07456200724977596,-0.04670142404426357,0.13396396524601475,-0.14595321520828264
