,MGH258,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CCL17,,,,,0.030496983284577985,,0.0019337992605264016,-0.024466578193528685,0.09219414994136388,,,-0.030235166276806648,-0.02757603370357701,,0.05056087094196978,
VEGFD,,-0.040212716062885095,-0.012246267145164039,,-0.010945170907099086,0.04055026261266496,0.00022429999271112762,0.044458925963590204,-0.013464879681973988,,-0.00919893995672917,-0.02094482256508696,-0.029084204233255844,,,
TNFSF13,,,0.022252093279199154,,0.030545472836480472,,,,,,,0.11768989331659302,-0.02957172992863662,-0.014734002349801103,-0.01464873496470217,0.06394774684312698
WNT5A,-0.06935898434507182,0.0037526523389573695,0.007245042389913354,-0.03042483347938172,-0.03668790977823544,0.06539956670661272,0.019833475144709168,0.0005463245949798494,0.027899110709598555,0.018642778622560016,-0.021682143103456234,-0.0027327857626276483,0.04468123560225033,0.0016487030219719799,0.009237440006242242,0.037497694302466966
CXCL8,,-0.029964758995440762,0.07598323675429011,0.08836999402432577,0.023665572316764808,0.016999140310047994,-0.048277060067752536,-0.016712589998714042,-0.004914846942675328,,-0.10297175385469905,-0.11851593236740875,-0.03915195670792197,0.019240216446967547,0.021631416170774853,0.030936241427296538
GRN,-0.10976856534814532,0.042242061095632714,-0.0365241874490298,-0.04415394010720037,-0.002017102742574628,0.0778022748281619,-0.007301175625659529,0.012694823425571787,-0.05293791738287042,0.024407429829210577,0.003093540165133955,0.012148438582165013,0.03857868002371766,-0.012623584575881072,-0.007055730800331505,-0.02444835702154978
MIA,-0.023634301610857195,-0.0031341638966523003,0.05924872522303926,0.04180381168932733,0.04514553842064533,0.11372262596773187,-0.002755582665853923,-0.020410399496543587,0.0535854893046491,0.06046967603011839,0.109197296297957,0.06291838832593773,0.015179402487440622,-0.04037355164786554,0.010928809853742259,0.059016521682458405
COL4A4,-0.0022784865680621456,0.02758045120683507,0.012010233020744575,-0.036226856011591146,0.021373351663617007,-0.016406617681719898,0.06751941978498828,-0.0015168595718838608,-0.017888230829369873,,,0.13181063701979845,-0.042478650810961624,0.0030897695089620336,0.015284098906507814,0.13328735329511984
TAC1,-0.027196429953971195,-0.045982069032411914,0.07421054295897798,0.017026510207071976,0.0030230329507493743,-0.05644594832444005,0.060196263331197715,0.03311497683557099,-0.03170168871892075,,,,,0.041680767378008104,-0.004387701908764294,-0.11750323287887839
RARRES2,0.037374743276031096,-0.026420008210434512,-0.0026456438541602083,-0.04326881703818578,-0.0044933451013136035,0.07734429186989253,0.008338939196410863,0.04905732711403294,0.05211761345653091,-0.01936407318649735,0.019770209313204855,-0.013695580360316597,0.029663154890877334,0.006902456768727859,0.07057215599523095,-0.004731429137910012
FGF7,0.014272098808867298,0.02454806664528326,,0.03437832301837684,0.009858636109982508,0.01252698004629205,-0.02878038727042079,-0.03581805310642739,-0.024502230579402397,-0.008172141548506163,0.021418357269122418,-0.00936838146923733,0.053418759321098824,0.05754271250416674,0.05095658867985424,0.04653456097981944
EFNA2,,,,,,,,,,,,-0.01990665215613817,,,,
HBEGF,-0.008758909060493923,0.07298528591528845,-0.026637505545906295,0.07579976819320051,0.0008996636394090615,0.03594136419680948,-0.00762098707954821,0.031231653334718914,0.03293517943497675,0.041894935774877226,-0.02242939100832186,0.02487325870135987,0.0427737748454414,-0.023827114292339354,-0.045076145759535,0.10302435357872758
CSF3,,-0.07927272341022115,,0.1362529624718623,0.10954668112742603,0.06998737205268243,,,,,,-0.020485532454953107,,0.08082791629049021,-0.007036462837905444,0.07847395160533574
PI3,,0.005867113472442625,0.059870936357348026,0.07122530998524157,0.014942056431611608,-0.019545208418981073,,,,,-0.10110625727914238,-0.0805730115047155,-0.023430338180677263,-0.004656520817442486,-0.019938821056422345,0.007664630513558471
PCSK1N,0.02159431106714227,0.0037558589956912737,0.032006123848423794,-0.06860672402903227,-0.01852143426273453,0.009628863741259078,-0.02779026306675149,-0.04566284712412216,0.04182043371742126,-0.05933591073448402,-0.16314131145981622,0.052853316650157765,0.04269502546483253,-0.009467312623556573,0.059041677722307416,-0.13936018835682315
NTS,,,,,,-0.02133492955251609,-0.018580393114245527,0.017962942952408852,,,,-0.024252478097784254,,0.04852232100995222,0.04487369567880925,
SFRP1,0.012509636132905799,-0.025084221873269856,0.030791841744819772,,-0.00453321142365988,-0.015877902249902976,-0.00887689463704245,-0.012560780172412123,0.026257389663433994,-0.11359793878212478,-0.05868146619064563,-0.037550152476439946,0.04624281558186537,0.09125792364817012,-0.03554559938757534,0.019035372137276945
CXCL13,,,,-0.018412488829042218,,,,,,,,0.024925670060250205,,-0.030684238258394454,,0.09806642935603369
MICA,-0.0670180443271651,-0.0561999810215172,-0.023507203545735867,0.04583156353850051,0.03340914372409819,0.05704154782074966,-0.009505941345419506,0.0030132409267473437,0.01958198355301638,0.04908794618773906,0.0744860639986406,0.07253824740462765,0.06283435372077227,0.024545979026483172,0.06357387872111943,0.038083445826831416
TG,-0.04528160825025962,-0.04416507428910583,0.014491657917447744,,-0.03714780175743493,-0.0029597773969470887,-0.015694889112093175,0.01459186125288894,0.016318724523629008,-0.02797853353463552,-0.013750878813998904,0.026848107316942198,,0.07846197784831344,0.024840470248912398,-0.041080991571631725
ADA,-0.030152182429969795,-0.017119443618097172,-0.059871318476352395,0.08285068261161824,0.005644682697153006,0.04832295253155573,0.01577610430066379,-0.028756546722802142,0.013112663831165265,0.053749231846040475,0.06879073271487807,0.03374328716343158,-0.04524237246750679,-0.03511675423369377,-0.03952778846898314,0.08280318099932994
LAMC3,0.009501959877539108,-0.007554574141563199,-0.04602539074991567,-0.04733332652018191,-0.07697950672628609,0.05884615100180087,0.0077852557384186566,0.02793295075777179,0.02195621925793838,0.01253725562987361,0.06836753107046491,0.07020473685032876,-0.018467873839104507,-0.00980714299770618,-0.07248900131885615,0.006129286026861771
CCL7,,,-0.03220518102088354,,0.031215837569873332,,,,,,,,,,-0.025751521294330216,-0.0057002346899430395
NGF,,-0.045671269402579234,0.008343548056346227,,0.05663844163843653,,,,,,,0.14927463826559023,,0.017050846989892628,0.0011730543324411254,0.006583815901196834
TNFSF15,,-0.03227994124141111,,,-0.02523599403103131,,,,,0.03239938722509243,,,,0.14380559826568223,-0.041716707554554394,-0.0007072176457253462
HMGB1,-0.0164365629626274,-0.01391882581227562,-0.053440666419530415,-0.02629996465980147,0.0010364071224340788,0.07253316299640367,0.030534556599443992,-0.02895630453858541,0.056115551463264725,-0.06989796940751992,-0.014730684287048493,-0.026848275772995343,0.02148989922363279,0.034923772090091336,-0.031852661288219994,-0.03555494495798816
ITGB3BP,0.03460244816219324,0.02040806960286696,-0.029192886237240707,0.057946883585386466,-0.010045246949194269,0.03217950394527068,0.0033726827413795074,0.05989920311391246,-0.016707877179146024,0.01730588277328512,0.10799375512393421,-0.0005152679623336231,0.027684132962164407,-0.04243678296062046,0.01600962091029937,0.04777422374305634
AANAT,,0.13084176534913955,0.020733121439090854,,-0.019897132109390186,-0.015657282656337347,0.06253555936061453,-0.02041040063182212,0.1204399417755433,,-0.003226834884288595,-0.026788962172332717,-0.034110668994859594,,-0.012252239807520621,-0.02806206440825382
RELN,-0.037539653752360395,0.0631809519913302,-0.047900793871687455,0.042598365765651416,-0.011082402565002569,-0.04594337994342334,-0.03107558493290512,0.011664603999148055,-0.018657690592845277,,,,0.005700222766462355,-0.014109562343216591,,-0.06440070087417515
IL15,0.026349133287860697,0.01753256104838438,0.049369305404647915,,-0.04239457587464508,-0.019602490104723026,-0.010083050656290253,0.03574936070775236,-0.015630349204753258,0.05392609135931443,0.05893412586871942,0.05896379254175317,-0.04247864542779577,0.027025235533844998,-0.00205013534243393,0.011967051129100879
UTS2,,,,,,0.03129614809066288,,,,-0.02915107514137974,0.040547389930134424,,,,,
BSG,0.018692805028692035,-0.015245477870056248,0.03353630121040023,-0.0033384815239381775,0.051995546003173077,0.012277484539018316,-0.028009044378073823,0.03581307864609257,0.028386649624963546,0.002633458922073259,-0.07061345058370948,-0.016060019070057305,0.0166151833784384,0.02604197360415066,0.022110607212777418,0.005484372578273564
ADAMTS3,0.02199548808286807,0.04929150740210909,0.04340776318626287,,0.04473607589318413,0.041067113569292525,-0.03146334641451744,0.04785078618777899,0.025146062709971037,0.09829995241566704,0.1035278100411968,0.15840993845870707,-0.032444923531834896,-0.05355593478392009,0.04462630143494543,0.05307834440019379
CD34,0.0035965102991628657,0.028468899917120656,-0.020382611679615997,0.03561780920013208,-0.014630303929586518,0.05061205091046962,0.02032591040926448,-0.007097576577234589,-0.025938136062871993,-0.007130985791149286,-0.006627370880538153,0.10370478301095684,-0.10307675791845154,-0.009514454645944876,-0.03327378229561592,0.016586376381161345
CCL23,,,,,,-0.017815502232879088,,,,0.11284803329066022,,,,,,
PLAT,-0.006715057825733783,0.0080760278101446,-0.0035992647270484536,-0.093930486082643,-0.059262068227523945,0.10988309508372697,-0.003412542586567407,0.02232935178685647,0.06198079857541423,0.05524720360186805,0.0823917952070678,0.09534510816444335,0.004690301949038581,-0.05888597413581932,-0.0228728853611236,0.006241064026829408
NTF3,,,,,,,,-0.015980768399777943,,,,0.04255210547148617,,0.03409887763771678,,
LTA,,,,,0.022091151032052794,,-0.013593739757752866,,0.006502906744071352,,,,,,0.021900113430524157,
CKLF,0.0038743048322558205,0.014729581538022106,-0.01876947266970071,0.019927056749685024,-0.02799779199695322,0.0799645381867152,-0.04617941020430575,0.018225745788836102,-0.006373899127643644,0.05431611868679274,0.07447855924417927,0.06022388220216638,0.058802908261242355,0.0281020766533425,0.03954844679602694,0.08301328116270956
CD24,-0.008834840030744645,0.014582325275654088,0.0044327122272747625,0.015983230685434988,0.056809641818295974,0.02656801071068036,0.02609880005416248,-0.0044753464402266935,-0.07299922810924173,0.07776418139719819,0.06842756885750856,-0.0008432905178743243,-0.0758809211790044,0.06761005871405228,0.03909693569006087,2.6347862015058496e-05
HSP90AA1,0.024049877817716163,-0.01597286276767433,0.042310474897669884,-0.013513766475097198,-0.10692613998042612,-0.07367560586264159,0.02732310271165472,-0.00617216718457972,-0.03504012579532349,-0.0937757706018559,-0.12848181435227665,-0.11807145331678597,0.09266469227262407,-0.014462790509135926,-0.0937907029093385,-0.15177269221641082
BMP4,-0.025113106036593117,0.022459667107871714,-0.025126630319143212,-0.00011638454410441642,0.001190115265992968,0.054005453492238474,0.014438809844646879,-0.0007419803411773671,-0.01331867353815036,0.04099773320180893,-0.00899998540899472,-0.014611402121435252,-0.03301744627920543,0.0025089775167188035,0.012683785447830035,-0.03789075585204944
SCGB3A1,,,-0.03220517780040846,-0.027104576653866178,,,,-0.017216372560732416,-0.01090665231867554,0.04139440169686693,0.011668752398129197,0.00693036187180101,,-0.024258061011007862,-0.0383065283980157,-0.017897208882699266
IGFBP4,-0.08931917346465357,0.03165198958768729,-0.03171937014804074,0.04760156661646751,-0.029749312397153768,0.09816791209582561,0.013105216033802165,0.03684520045491861,0.009399152424807471,0.03656455077272442,-0.027004590208695136,0.00245160757419707,0.008935000681020468,-0.023697991166510734,-0.061915005898233434,0.029014760096820205
RSPO4,,0.012530712739298948,,,-0.02891681307254758,,0.055352807701901485,0.048054000207923206,-0.006439982898949241,,,,,-0.016336771724584587,0.05261238959971067,0.08064536611345564
LEFTY2,0.08294320211965545,-0.05028214577209265,0.002359473242460957,-0.02335936111770529,-0.05502414620191123,0.07035406522605991,-0.02242749189542591,0.04191200590270367,-0.0012523640373302706,-0.02895813678041351,0.0853146586717829,0.03189336993754562,-0.0220325865344024,-0.022216930242747016,0.0009917991995749822,-0.017134168945859427
PF4,,,0.01104438439338299,,-0.020960516161323578,,,,,,,-0.018245824902833583,,,-0.03666924830468471,-0.027719191549240536
ANGPTL2,-0.0038576715237439167,0.11110061503714538,-0.03657745453651178,-0.05038217847278792,0.0281186135979445,0.10206665124093994,0.03275189176660101,-0.012608031888844566,0.07310790875027615,0.05698773361215406,0.06043617837652538,0.10929073593202067,0.007541106166925428,0.0135496843456669,-0.039900946418611236,-0.0061227749498161035
LRIG2,0.037533875292026085,0.14581260259370585,-0.017206617410364305,-0.012788106983360317,-0.011572916751804963,0.03415086311308486,-0.03950508372105114,0.027319927993736386,0.014808571923429006,0.02003497575998332,0.003889710272261118,0.012724358533568996,0.0054256740535896285,0.05585783871173488,0.07631202358608848,0.04309825720744861
ICOSLG,-0.015146177638182835,0.04500510906137263,0.050140506473280666,0.041643389555824105,0.018682419244855485,0.05745024825630826,0.05966405377072173,0.0025503617195417744,0.0009635379233906815,0.009939573783307338,-0.10399542622682487,0.061772615150653,-0.054873038040353074,0.03824854975313048,-0.004921797401854458,0.005266335792999805
WIF1,,-0.007849229978133017,0.0643696934328801,0.04589652189968059,,-0.04861401270429299,-0.012200470227019315,-0.03239764385203057,-0.05219697628287857,,,,,-0.01518661172884976,,0.030338224989724705
NPPC,0.0603348619567496,0.021668462867755145,0.014100173697849761,-0.0027929109726754133,-0.015454560085457822,0.03194204488628366,-0.02379924087510443,5.6809625915791866e-06,0.019352113282845265,-0.035357806616819344,0.046536710715939525,-0.03452232391636429,0.07795440701537502,-0.015570170140649068,,-0.06661562007064592
LYZ,0.03436360530296883,-0.02812544315829641,-0.022686192467061266,0.011373467925623363,-0.020028477085029393,-0.032748572149828,0.03058424426813159,0.008755683851218754,-0.005852183943653585,0.0960593842564853,-0.031024094720127907,0.014750340779364579,0.002783142730630508,0.010337013850246378,0.02880622372173185,-0.064405065011913
EREG,,,,-0.001153679814402297,,,,,,,,-0.024574232096658072,,-0.0203477246220928,-0.014578569328468493,0.07856718216725048
SPTAN1,-0.06120710134752273,0.06690530303458261,0.011287675301419511,-0.033451874802759546,-0.07110338666409069,-0.07009899947120855,0.040937393564612755,0.061220006735479754,-0.04370133349398553,0.03444196680313905,0.04109015672752486,-0.0009704898727098673,0.020432672042470342,0.05392498866769435,0.04298109736614703,-0.09399139107581944
PTH2,,,,,,,,,,,,,,0.004691728894593938,,
LIPC,-0.04182624221569452,0.02012068895558104,-0.02458052973076737,,0.025333254314599433,0.05857806158264438,0.08042391183548754,,0.07136584712810191,-0.03749333454634633,0.1259303815779997,,0.01446683275406967,,0.11580315908176496,-0.04322641997890557
COL8A1,0.003478549037895842,-0.006712764385896755,-0.041050825899233846,-0.03165920431569997,0.054128641129402626,0.03965681327096122,-0.032331058312009366,0.04979659618146112,0.08496913659704512,0.07205231543627469,0.014511882938791848,0.10252167838098462,-0.0336591158413633,0.024352949413453312,0.010095856018305005,0.054736552847582054
GSTM2,0.026261842384168038,-0.003898217088282831,-0.03549108290188075,-0.028877284203799203,0.012608980363782095,0.04235130721029499,-0.029693928588997054,-0.020089485005185707,-0.04343458674525677,-0.01802802364984269,0.04002772044620051,-0.018190480948768482,-0.04725984853317976,-0.012986894801657383,0.0616031567065831,-0.02032841006162203
IL4,,,,,,,,,,,-0.03569035774910814,,,,,
SPX,-0.015911492992506812,-0.01405327996239575,-0.03757841239975105,,-0.004118999500591207,0.008735064830070246,0.020592049959988708,0.03625371987553103,-0.042560784342114744,-0.046873555264403344,,0.04869708962321473,0.011041325676837504,0.06625114528718479,0.07980484792430693,0.021463354408788327
MFGE8,-0.033193562297937726,-0.026737516056995127,-0.01037538052607475,0.0215066182696843,-0.02439818013224218,0.09289557219143003,-0.04538656041260947,-0.01901732719761784,-0.009018040351180045,0.017734288503323276,0.0048503234979460665,-0.0033309576339044596,-0.03870353076751853,-0.027004399378158492,-0.021215397307397767,-0.04866544212892252
TGFA,-0.002712434205340764,-0.03491660427284383,-0.02013018938339284,0.05334242341011223,0.06959225011561562,0.06837058207691678,-0.04293758625320676,0.018888666125510645,0.011744803401638412,0.02403103367411955,-0.098476126266853,-0.02183960854506187,-0.02188917321845944,-0.016489133931085264,0.09699508248136973,0.010997683275774921
SLIT2,-0.04660134120752305,-0.018449707538263065,0.01949445378626147,-0.02014602367499298,-0.04063728307451257,0.025584218680434763,0.024137542074008735,0.00427520282904219,-0.025735174880537535,0.039935530510413174,-0.030165290978588798,0.04478994278657064,0.06571167496736381,0.038859630006499356,-0.001658224102042005,0.011482437179806298
PLTP,-0.017813230513560235,0.03251875251105377,0.005892500069838646,-0.042609091391154034,-0.05499686467264257,0.13327719378923747,0.04253809734869373,0.059173375014736816,-0.02280106923823771,0.039039492300380466,0.005759026937583703,0.0055814263818072755,-0.07417782933454092,-0.07281158245780057,0.01608948273230034,0.03810288278739636
APOD,-0.02892185601450905,-0.02763711022147968,0.011255062466047067,-0.045802057694457436,0.0020218198374133477,0.037222138610577125,0.010732497276613052,0.00503777651811688,0.0012628289852057676,-0.03862503051321061,-0.014455061580435616,0.11995435816566191,0.05416360516833114,-0.11082857216737148,-0.045641337533245285,-0.009622948573706089
B2M,0.029866524059801898,0.037852567628163546,0.021857524827527453,-0.13001400494412538,-0.004855451424122255,0.09436142443844667,0.03292599143197362,-0.020777358263114866,-0.013302180205662388,0.13024470411835767,0.0052793084725677895,0.06378971708614914,0.021760207584919145,-0.06258917396310391,-0.0782738142020789,0.0018167699585822422
OMG,-0.03821088783764715,0.026859607915508864,0.008782284194259242,-0.024565857066666686,-0.05234898933272303,-0.003391057681828145,-0.016614651319041274,-0.037720238876167884,0.03092312560689609,-0.0008576150188770954,0.027623753984188235,0.06769306944446853,0.018585743208804198,0.029276209928825504,0.08029164850051526,-0.10534666883435043
CXCL3,-0.036465422740885295,-0.008551752026096267,0.03590704784586993,0.007913156621875172,-0.0282076992488428,-0.020557263669225296,-0.052065868660764986,-0.018417876806142996,-0.011256683260452602,0.04766955061688473,0.009322737879168853,-0.03949109271517872,-0.02402074953306823,-0.004269994647956866,0.0605539243652419,0.10849378023579626
CXCL10,-0.039425064194572396,0.03496470871910485,0.0059843117159264925,,0.01972952060747316,0.062493918074381136,0.03465203558279917,-0.017347356201272177,-0.01788823195946559,0.05118370257690835,0.06013326014431901,-0.02447294059526955,0.048496107276317056,-0.022322695209807737,0.009437545326646084,0.022881114778918646
RSPO3,,,-0.0437466420502173,-0.025357422923228557,-0.0361554767937065,-0.025710088339348146,-0.012231637979583182,0.02389638115229926,-0.011763017055854972,,,0.06988809406292694,,-0.013868462929303885,0.037930954735419374,-0.046187725065095345
CORT,0.009709072664344334,-0.041827426773657986,-0.039852303086336596,0.02830770256540921,-0.06035380408141649,0.0032528500775821636,-0.0118536866534137,0.015853195606304837,0.0704796802736427,,,0.022615333212324874,,0.07279217735495633,,
NCAN,0.039574180474605404,0.06677417961332087,0.004692339877066203,-0.07538959130713165,-0.04357015085718599,0.014970434719642616,0.009792555749201026,-0.006223498744081728,0.05322761742204755,-0.08428690114148235,0.05982633648967589,0.09472358579019427,0.009983117008880028,0.04187013463637397,0.031375238194420625,-0.07399749842034933
PRG4,,0.12504023311805676,0.027254370269067196,-0.009829476974485166,0.04299247329185501,-0.022271921595619183,-0.020204995696518006,,0.03588587678100984,,,0.059569793704263393,,-0.0389569905631314,0.08447212009526994,0.13630161294554552
ZG16B,,,-0.036581198246232835,,-0.04141552589335679,0.08677818590129166,-0.010801460256596252,,,,,,,,-0.032584737631495775,-0.023647313266567604
TGM2,-0.006580651149043983,-0.039420700420364205,0.035894158846416044,0.09093541423199968,0.011572151318726541,0.10965834494874696,0.038774546259688056,0.0146623102997864,-0.02132991969373134,0.09345484598369391,-0.10405716053461761,0.02508318944099534,0.01037473755755397,-0.009423040486254577,0.012745996882657406,-0.016149732027843634
VEGFC,0.038754864334248545,-0.06125461335346279,-0.030984971596565096,0.018771515815804534,-0.01996791270543479,-0.029364130263774338,-0.0290856675630867,0.029733041809433747,-0.014035394310368043,0.10886695825093862,-0.01906936653008743,-0.027723836150798417,-0.015345799858578084,-0.027882241404474907,-0.02308676087274628,0.02682427371137814
WNT6,,-0.0444856888888076,-0.009583179195386368,0.041326655916550395,0.018282099308475918,0.012330807515172959,-0.024038264538563565,,-0.01224938340981578,,0.023469735850675938,0.02246322209345951,,0.04887831356644226,-0.03935276761207522,0.23020095505206886
NRG4,,0.024361766122860794,0.006506967651669654,-0.01900675158023922,-0.03554555252880454,0.04150969037930184,0.048830402028060126,-0.019187238038313688,-0.016373924540280926,,,,0.05606828005109532,0.049663836994177576,-0.026132761578318946,-0.02277940114472458
PMCH,,,-0.023117038267559294,,0.036678542077668214,,-0.015810346141058595,,,,,0.00401328825468964,,-0.012420918086512857,-0.010290109383946266,-0.02495655422819266
COL9A1,-0.07417783460718999,-0.056163198968391316,0.0033793644488908196,0.008566401909945889,-0.04535835218316057,0.05647271543116427,0.01156027183027292,-0.028742757652800707,-0.01865769774925569,0.019275563175357592,-0.019787549506479513,0.08456671158875852,-0.0011086781604280889,0.023141533618833674,0.13319041214789046,0.10737038200783156
GDF11,0.0022146475861272302,-0.05319476037760998,0.019443877765587626,-0.03903668880052647,-0.05716315126448363,0.062139759100321844,-0.03639723524493802,0.04342613180919132,-0.01404017652286877,0.08022520619861609,0.0193417720351746,0.021073624134770787,-0.05035681263781539,0.04314093631805838,0.056737323269408925,-0.014333997636621814
RAET1E,,,,,,,,,,,,,,,-0.028667453773136287,
IL24,,,,,,,,,,,,-0.01795490450127637,,,,-0.02897152184325966
SORBS1,-0.07656449020115783,0.025133741086876007,0.008070605599908551,-0.018782708861097223,-0.03667011835100774,0.013191534532116933,-0.01662583991953544,0.007460028814707071,0.020929385155811615,-0.003193345223802141,-0.024036346602043915,0.07315259094405123,-0.008833399186068942,-0.054066254556814596,0.03237555317056565,-0.045133401859841146
DLL1,0.02477451082196864,-0.04375061027519545,-0.011301178479362298,-0.022624199959976984,-0.07303471287641242,0.047263675065203035,0.022119194706947856,0.0261180962628388,0.04758541785323408,0.06153447682563535,0.11741973919468214,0.05800033711571507,-0.025059170382011005,0.0026428423533043565,0.03651146699353542,0.03245916298042361
TLN1,0.011128978335027481,0.020444439062752808,-0.029434890739128465,0.06716713786360232,0.013593820195284243,0.06246380691980294,0.0239360251062131,-0.029429989941090154,0.08582526613066895,0.06554275776543186,-0.0005759828983735038,-0.005880426854678045,-0.06595756279991925,-0.012658701397375533,-0.04290229134132965,0.004256042082797241
COL2A1,0.006979000233613305,-0.02851437144858303,0.03804872203403249,,,-0.020557270665089954,,,-0.01142784454038692,,,0.023214300333710986,,-0.026166665000485752,0.107848263918982,0.015365214950860438
SHH,,,,,0.026118980958401324,-0.01616051258177116,-0.020818895450841632,-0.0197674661091976,-0.010906651365366232,0.1167711954399842,-0.08501031599679938,0.045457018129149526,-0.046231541347689385,-0.018338034102404147,0.0973263676018856,0.018713080527387134
PON2,0.017248018869646792,0.04680619414335956,-0.011583640913765448,-0.03745604693243564,-0.031373956966876504,0.051052247908488925,0.016757015255351216,0.04222709542196927,0.01200457065633614,0.03641764871413602,0.1765906483143972,0.029815754699594132,-0.1069685654944522,-0.021416999680315865,0.06761392466596147,0.1440073615151704
ICAM5,,0.01990171459711019,-0.0018859356003224788,-0.02710457857205428,0.06960445401619028,0.0007000017134387999,-0.019294854501427428,-0.007508195700843895,-0.021300100972264126,,,0.004043777412128805,,-0.04711859096650813,0.03653160899017668,-0.050644623391091985
HPX,-0.028532366546277402,-0.020711060919486386,0.005014001289992853,0.015529809967922685,-0.04032704675102029,-0.01721310565964867,-0.021197196302068014,-0.0172163708055647,-0.0036661012520357566,0.09264003122429092,-0.0022897982200598076,0.05097606878004002,0.027910599477293543,-0.03438166724951237,0.03131619523779933,0.08031678377710111
SFRP2,,0.014566092269521094,-0.0342628256567026,,0.04206902385409634,0.07495386092059844,-0.002357533636152227,0.015593009292140412,-0.021396058819318983,-0.008251374534053137,0.007394292959587467,0.03196749380234158,-0.013776143246810328,-0.012350625556773397,-0.0001296404998196333,-0.017286946215190693
CFC1,,,,,,,-0.01359374057929278,,,,,,,,,-0.03251455682702303
CD70,,,0.014223365858355229,,-0.01844309614650691,,-0.025357085787221574,,,,,-0.004521830678420581,,0.05647884448413294,0.00545008821119293,0.042712233492328125
