,UKF251,UKF259,UKF260,UKF296,ZH1019T1,ZH8812bulk,ZH916T1
SLIT3,-0.018860198605918276,-0.005135651401059636,0.028729408401492924,-0.03634000234127072,0.0383017304162079,0.01569235618873393,-0.06766257809564356
CCL8,-0.019400024450301343,0.029157612777254673,0.05827387311732643,0.05157776985077964,-0.046444607686962014,,0.019288793351933068
S100A4,0.018291758094501415,0.017666662011217468,0.0722397569383785,-0.03581549028812064,0.11181604255414876,-0.04545717617703681,0.007889747811518466
TNFSF13B,-0.003917555263893828,-0.00030392032662501344,0.03457436788063928,0.00028442597048669886,0.08867222611688753,-0.03371699076814203,-0.012726348757808445
HSPG2,0.018894403144930096,0.04477933376332139,0.029424716014295603,0.0007109627041574199,-0.022196266857439948,-0.030823376422482788,-0.04856705219179859
FAM3C,-0.03882099493883074,-0.03118565542036486,-0.0008503819459981913,0.0012300640491580968,0.06094119849762806,-0.011770315231248987,-0.003715405964432068
FLT3LG,0.07993101524432965,0.00824306598093649,0.0007967175190739598,-0.0313960059373907,-0.0465024417387174,-0.03677740728660837,0.0735527841392033
A2M,0.017677530378187874,0.03931946259973686,0.026051445719256248,0.006812800883605981,0.023857099388981638,-0.04779792659317423,-0.05722523129549248
VCL,0.033725747032382604,0.008808135279058712,0.10622791354586228,-0.011157858172520465,-0.004898414797327322,-0.03137332069776453,-0.0779624320925671
FGF2,0.038564845437680045,0.03288029190850473,0.024666512605418217,0.004754526715941134,0.005661622343305565,0.07590559400638432,-0.005879627141691329
AGRP,,0.047194304710153186,0.034605584266800146,,-0.03160436441218977,,
CNTN3,-0.02194079476010256,-0.025379814185318386,-0.02071290298899981,-0.0585426036924391,-0.044372248583834616,0.029424059667521377,
RNASE2,0.004302661929087606,0.014928517203446066,0.00912132651151891,0.017086343112031433,0.022485220177037107,-0.08998423521373829,0.04292448884628236
ADM2,-0.036432118145596264,-0.021643794514650785,,,-0.02919335310967185,,-0.015695703061033364
GAL,0.021758642798953648,0.012330324272833147,-0.0006183438429285215,-0.02350576541542226,0.03486356456669804,,-0.015484679946398487
CXCL6,,,0.005632489900589748,0.0006781419798620042,,,-0.028359798877623126
PDGFC,-0.02619298141596505,-0.02396694479875705,0.010373007082559794,-0.03551413559494931,0.05331326125589063,-0.06211970021671383,0.01795528238508999
COL8A2,-0.00436789863988058,0.019248776845016833,0.03648990896869231,-0.027845176225612753,0.07325571795944204,-0.036176328099400766,0.08165493065193928
SPON2,-0.05042824222918644,-0.040260445479267985,0.0035491268214518784,-0.014376557286304954,0.09106740179198924,-0.01581048018273038,-0.027319387280261166
LCN2,,-0.02123016794977965,,,,,
SEMA3D,-0.012507254010904731,-0.007005457950406567,0.10200816390941168,-0.018111194958940213,-0.034731519748630195,-0.03968668972319821,
BMP6,-0.021022549854947108,-0.015121731376404724,-0.025570311636879596,-0.0035434867374665247,,0.08561508797498851,0.017503684984264512
TIMP2,0.07827255553156791,-0.0042570256347166735,0.03664404985955746,-0.01611537740373118,0.0334579261227966,-0.03750560920115205,0.025302986263591606
EFNA1,-0.06238591273787607,-0.03326675073251602,0.04713823625045367,0.01015520409982389,-0.062437272996867646,-0.09096904066970493,-0.0232700254947337
S100A12,,0.032834861187070415,,,,0.035472471983466265,0.10708690108804506
TFPI,-0.009415937069111908,0.008646192483429207,0.10606135820080716,0.005046525369723763,0.0197677450002799,0.024209495035134213,-0.015888597640512345
GPC3,-0.033101775444728684,-0.008400135121436777,0.0006169670004086154,0.01794020629712512,-0.029689440378767612,-0.02739251085226544,-0.020689285875024322
NMU,,,0.12339749011041766,-0.01704747277374056,0.03736089241383292,,0.008120000278477493
SCGB3A2,,,,,,,-0.02469056096003131
LAMB3,-0.017472730570012845,0.022345971326019457,0.03496782168451778,-0.03810021176291592,0.058599759545190346,0.004457415770556878,-0.0374544302056734
LGALS9,-0.011039692511552646,0.037176843849147226,0.03840422243923317,0.00047623934003883107,0.1782625000199461,0.009131860384285475,0.031706075558304764
VIM,0.03537970495977113,-0.06606010002127287,0.021012955284570225,0.04125621894574551,0.001786708135612031,-0.03530045161919486,-0.0417976373354109
PLAU,0.05176333771826654,-0.027728047641313106,0.08892610456216614,-0.024503975220583184,0.015647957302667864,0.001019805583178113,-0.016583459874389472
TGFB3,-0.0013303437689418359,-0.01717614895918236,0.027580360479858592,0.017122057867623264,-0.09278529191587778,0.04193382091560718,-0.03947404077867867
APLN,0.015161120605579425,-0.056046225263677744,-0.04833311378136474,-0.01932579132781723,0.01192318910461171,0.05512348459303799,0.0013440214340048411
SHANK2,-0.027561815218651822,-0.006569550286298303,-0.007757902890046967,-0.0015347821106563328,,-0.018639072321148156,-0.024410800178772625
LTF,,0.02920086454145632,0.1164131858339324,-0.039899217327706855,-0.06715697325880213,0.011249915680084023,0.009923843180098075
PYY,,,,,,,0.07350728665126265
PENK,0.030938590947554183,0.0358362976344089,-0.017837455711247105,0.0010394572281057592,,-0.021879079808468614,0.003259662097859126
CTF1,-0.021840230927594982,-0.033936934290058916,-0.00172489132150769,0.03467860300140647,-0.04680040326149357,-0.04453323122880672,0.08903940392709316
COL3A1,0.012681971378167546,-0.006811075389662152,0.07850556988697184,0.012357571764274761,0.007205346922625132,-0.0009965883330338586,-0.07756776157362628
S100A10,0.05391116097492313,0.0004125078366595998,0.027091419285943275,0.07419637097640955,-0.04241322687185196,-0.021520721612157165,0.01040063469587051
FGF13,0.02848432919435217,0.043067023428388265,-0.048350068329533334,0.020871392521786093,,0.09672566569423269,-0.008917293747949641
SEMA4A,-0.014296059884181539,-0.014985405236399836,-0.07959915869318886,-0.01919873633191156,-0.046104132998244785,-0.0313433080703102,0.05885696909978323
EFNA4,0.010796441638869992,-0.05029824096440346,0.10549225510369405,0.09243990144107606,-0.046150734446118266,0.09248078325140272,0.05060053531545035
HSPA8,-0.02459307576693712,0.012024873140747459,0.06021678593428522,0.047499855617817395,0.08198978874148861,0.02483100875752482,-0.0014776132834665005
NPB,0.03133658660652222,-0.015121732829337216,,-0.019637671672661502,0.12527797924513112,0.08343795662819849,0.04406711547970854
ULBP1,0.02104096677806312,0.01932027963131458,0.023236263143322822,,-0.03160436441218977,,-0.03312583165909098
SEMA3E,-0.010640513168808452,0.0005063239823630949,0.06785481444811063,0.02287969181153754,-0.03558126308634101,0.010496175414335968,0.021233161934769148
ADAM9,0.0053462003210396165,-0.024485148972748727,-0.0015362096900278846,0.006437171235328824,0.0698549386600827,-0.03909443762635044,0.0008409066983343027
ASIP,,-0.013929745615351086,-0.016709423178482,-0.012763012336849887,-0.026450113479264552,0.027909795528884392,-0.020496644685617474
IBSP,,0.008808766560211501,0.05360866849991256,,0.05438007152221156,-0.022517965593880435,-0.07390963446335666
FAT4,0.021951545475842375,0.00901787227644792,0.00790056276557379,-0.0021222214700519016,-0.02158921113794472,0.03706627979936034,-0.010285431326887256
MDK,-0.0038302032259478775,-0.009813927360430684,-0.00925707442392639,0.03575688962947106,-0.006215029095158758,0.02139700684519063,-0.07166977739487226
BMP5,,-0.022843701304789656,,,,,-0.04082526678403219
CAMP,0.009421742199364109,0.0506693504618939,0.010962109938940038,,,,0.04323235697229929
HSPA1A,0.026653301630234168,0.028036382411300267,-0.004506562454602879,-0.004493107418947409,0.017059514992089044,0.002787053578151983,-0.0824472861202962
SOST,,,,,-0.03723150397816806,,
SEMA3F,-0.041737778612885336,-0.02473823975075989,0.022419181561176078,-0.019303167061906327,-0.01210773624194944,-0.05441116077890054,0.002197408400177534
ARF6,-0.02841468832144881,-0.023371722239234713,-0.021794857813725865,0.0033999847814952804,-0.08215338156472682,-0.04467493329559702,-0.047367162099860444
IL6,-0.027802725525168635,-0.0001780810297660545,-0.031451393270643176,,-0.05352231518634991,,-0.043991161782773215
CALM1,0.041372315187856855,0.048536379116892174,-0.01093891960993818,-0.02222053391782202,0.02923566590626468,-0.03584507857960905,0.12246842978651751
VIP,-0.026001691123723476,-0.023612969187190982,-0.0012378356492098357,0.012760091895891916,,,-0.021441127635826486
NMB,-0.026227665971338653,-0.03210204627411778,0.03764306577409067,0.012914544456754476,-0.04006313125651858,-0.01208637262708883,0.05938779005398656
CCL26,-0.007423938965894193,0.10072902382469488,0.05991029437722251,,-0.005196299246996879,-0.021000059078533834,-0.04100462905447832
FBLN1,0.026018795143611485,0.00253456900514002,0.06265173472716923,-0.008845810161800673,-0.020884562818780608,0.044980245066032716,0.04612641387268753
SAA1,,-0.03345153334775754,0.02785847283151773,-0.014764144407777877,-0.025223834089756824,0.0041339451902899695,-0.02720651242893735
MICB,-0.02665746546948631,-0.025326480021399297,-0.029246675873937752,0.0021624786720439116,-0.04731796506370742,-0.034246108959130564,-0.002697721209908529
MMP13,,,,,0.11025232800872141,,-0.01859268873470821
F13A1,-0.019772144235907747,-0.04616466077455143,0.08551534128516021,-0.02774071970750394,,-0.03901994282574012,-0.09391246507613553
CXCL11,-0.025416039545373033,-0.008316595594137947,0.003665029635646979,-0.003467647641200402,-0.04475585671741838,,-0.030290098917039963
COL5A2,-0.007186283586607205,-0.011495903388066695,0.06462142952870527,0.06466157697804657,0.06014937690678487,-0.04987394743212895,-0.05194131991838638
EFNA5,0.05236866406285487,0.04571450911218792,-0.030658369369821897,-0.014507103564999306,0.013158780881526652,-0.008857693960215931,0.07208761298547148
AREG,-0.004878954819446494,0.019480689176839393,0.007931360370776642,,,-0.023949281936928586,-0.04896323457590657
EDIL3,-0.013817041393467436,-0.030329675718425826,-0.02099927030080061,-0.027009777408048774,0.08044997361795644,-0.03420834255851139,-0.06193487273071041
CD86,-0.05563551777389131,0.05472113843121011,0.040927311770679285,-0.028195737255912127,0.020913205592018147,0.04332562462781854,-0.015454974414975437
AHSG,,,0.06436992802843933,,,,
WNT9B,,-0.013721431103935457,,-0.01907722194122299,,,
HRAS,-0.004969601409845058,-0.00296426507907912,-0.14594079665557744,0.014597613450870392,0.018834698571384728,-0.03338628309834334,0.0025225945971080735
C1QTNF5,,,,,0.07222393871408841,-0.006217149761424711,-0.0031193961737664808
RLN1,,,,-0.020717491254518387,,-0.01680612101834766,-0.01461194472052911
COL4A1,0.027426793202971974,-0.025277138626704842,0.08687802819465498,0.03942032965634016,0.07160138750360394,-0.005322087892336779,-0.07131225921726961
CCL3,-8.335225593742696e-05,0.052662279036988405,0.01724857455751674,-0.04419304846879026,-0.0888477566877922,-0.013087875360879783,0.047446811878308646
BGN,0.05679428801077093,-0.0032392521115978804,0.002413066102358755,-0.004510555394026178,0.03728408636070992,-0.0020375532024020254,-0.05815869273031085
RETN,-0.004914327601619129,0.00023193536895394843,0.03942350565628943,0.007536434100465349,-0.03473152743216026,,0.0425888850115468
S100A9,-0.012492108889715357,-0.012111297102081958,0.015464974252891856,0.03592766373280248,0.039976663765657575,-0.02769357749838672,0.023114716989709832
HCRT,-0.017132285556276564,-0.018204040236692354,0.013957457859905565,-0.02331630046751148,-0.03888651673442427,-0.020620442904303496,0.03309968783619367
FADD,-0.04762729898511241,0.02722454276187772,0.10436671763088697,0.002994127553149274,0.05410953186527235,0.03015830629400308,0.04754383367246716
ACTR2,-0.012410961690922913,0.023576974568147707,0.045292417313876315,-0.02169927704999286,-0.05928304823603861,0.018255028527688247,-0.09020328276905755
BMP2,-0.010175040148518636,0.023139528826727953,-0.02962267622266247,-0.01297378486830839,0.034833193021910035,0.019327624786045158,-0.03463615097244448
PDYN,0.05022879714717651,-0.0016793988650324883,-0.027989282363791213,0.0026562530319506903,,,
CD55,-0.019298723932759786,-0.0005425068081966044,0.03553637866457161,-0.00626544353021283,-0.03247501252249394,0.004851535859110595,-0.02036287964494208
OSTN,,0.041566164429414146,-9.740538131790278e-05,-0.021749322455693748,,-0.01734829295632778,
CD6,0.10762495849096756,0.02588613122270599,0.008058673546734837,0.013831612087415,0.16310249707472527,-0.022306836923438222,-0.04183097870377746
IL16,-0.02893668592999779,0.04309109500623512,0.06881269857025181,-0.004865370467382991,0.10349210347979498,0.03581984069655784,0.01880238036320049
LAMA5,-0.04222927001336349,-0.0334153593973104,0.02400624919646357,-0.014339834171796096,-0.04296531704502061,0.007974603532200364,-0.008893971125236265
RGMB,-0.02614560328580869,0.006728312708872847,0.014482459192223322,0.03656663386048398,-0.14390452413903423,0.023677586577275325,0.03030595807697736
INSL5,,-0.02348632992197075,0.06701952440492095,-0.00969058734711552,0.07891433227963902,,0.042877036134005515
IL12A,0.08672876469201428,-0.019950971113731866,-0.044857736776445285,-0.01692113036249462,0.038365940406917196,-0.03752544892524513,0.0705083344512756
S100A8,0.034452840366704686,-0.026114932416034888,0.05762325444982499,-0.022739723391166058,0.08468346557573997,0.0010607664891158438,0.05474705474969168
TAC3,-0.005699548096141965,0.052866903079464456,-0.03961093247608662,-0.037369721308949944,,,0.0661489659920332
TAC4,,0.018436949407321344,,,0.023250701873101822,,
MFAP5,-0.008453727061562487,,,-0.03434285820098621,-0.005726545180523029,-0.02394928582567045,0.001219803419617272
CXCL16,-0.020624471523948626,-0.0069040010280737585,-0.02671954441920836,-0.03806321971469777,0.02329883387055705,-0.03579341777803235,-0.014001198269058384
AGRN,-0.022941334173602283,-0.025070916883611696,0.036559025400673746,0.0485595434426838,0.031723451576574385,-0.04076710442757077,-0.012765230142206322
COL4A6,-0.03908597659417081,-0.018729478330452652,0.08760860630313548,-0.022148763457335064,0.01478508249634576,-0.027851089393107886,-0.002976495053692979
FST,0.041242852705031814,-0.030662587073128113,-0.030637819563224287,-0.030334752103006193,-0.010576408428904725,-0.0170117610993078,0.03255636309965402
MEGF10,0.01552949929508401,-0.012274030826390567,0.024636947927718183,-0.008013584832235842,0.0707094369490565,-0.0029247061400534905,0.09977584247654346
C1QB,-0.009976036621133428,0.020022731432418676,0.09476849341355262,0.006223761346726214,-0.04533041646486535,0.010294410470575627,-0.02982615570602303
HLA-B,0.07281418852273491,0.0302409844014983,0.04702756762675271,0.008753296219956202,0.018330754766692894,-0.0252628802431464,-0.10215800277976515
PDGFA,-0.04635337865083799,0.00825517490164465,0.023079349785778573,0.003949171530141563,0.003509559989808972,-0.07853736154785858,-0.00416684552386772
LAMA3,0.11858947759282011,0.018428780077813723,0.07421667740664287,-0.01649139227297101,-0.07005394992847448,-0.019614799355969523,-0.027985936332067952
DKK1,,,0.0077054081364124035,-0.017666651005836666,0.006701160056814117,-0.017613509204214846,-0.0672224441837118
INHBA,-0.020707817041829623,-0.030460431092835517,0.013037725668501586,0.009183341716073802,0.1153744619268426,-0.0009082072435086005,0.005889068563788205
LEP,,,,,,,0.013120882837877195
IL7,-0.023935036705783327,0.1215510871579744,0.05537585952119749,-0.006481795918606914,0.029493469141083542,0.06608040317288146,0.015111520384963786
FABP5,0.0017163954546849118,0.0013135652436309922,0.08867516395352586,0.03909482510479088,-0.06458476445049226,0.006964419326579093,0.019215014223622394
CCL4,0.015608038039920391,0.010429762055960596,0.043539968893597854,-0.03944486107396896,-0.05840446168679043,0.002626510356086182,0.06692843697545824
FBN1,0.05560593642373238,-0.036827017362332994,0.015139245881708606,0.009461715045698127,0.07246370520565085,-0.039114795064412296,-0.07196078504385839
TCTN1,0.05527413656865467,0.04069271331431492,0.04307412424642843,-0.008337033012719108,-0.008322251828965335,0.03093173828661699,0.08585468884568771
NCR3LG1,,,,,,-0.01838767288772657,
BMP7,0.016133067090749676,0.018353251609534427,0.010089057740644555,0.02264588278039536,0.027882421146356366,0.05310182851161459,0.13175585969624165
NLGN2,-0.07276307760743171,0.014151716067053063,0.0537027556210271,-0.04956671866514033,-0.06049012795979798,0.012928783574259094,0.06567951763978251
CCL25,,-0.023359071825568057,,,,,0.14149864534626783
NPNT,0.08114242119012481,-0.011665920539543993,-0.040376014349339344,-0.018872542993618503,0.02756731977584383,-0.004080110812002306,0.09394724927800951
KITLG,-0.04504118490765334,-0.018288485213360402,-0.018205769650101927,-0.01897220892775106,0.11948705206569797,-0.026286472914837152,0.013667651942145712
MADCAM1,-0.020147842407135873,-0.008617723401788272,0.09613460494182147,-0.0176666519980467,0.03675781164588674,-0.02434450712529619,-0.005476570869425128
F12,0.06530128512870208,0.009783187825397534,0.00305615216857797,-0.01360426130776353,-0.013576827324554168,-0.023485086670095346,-0.005836161120138016
S100B,0.039671095105715176,0.02986679384644962,0.037366613591920596,-0.010881807145280621,0.04255511625989178,0.0033727366440185146,0.13288819696529472
IL27,,-0.029640365620744298,-0.029762532525663236,,,,-0.009972461928158838
CD99,0.007929897447346766,0.02466546760537576,0.08807899295214369,-0.005571215494566659,-0.09000831235065895,0.00822329932888622,0.017271194690892784
PDGFB,0.047015360877722054,0.0400133236374249,-0.047544617353646366,-0.03593151316526896,-0.011520463444310418,0.06071518108199271,0.003382055302676101
CLEC2D,0.04908717186296866,0.012289485329149872,-0.017258440470391455,0.020102447466971617,0.04165777212241541,0.04833667945465598,-0.011930071465953358
F8,-0.005672535141896923,0.004703791051800296,0.07181494680150992,0.02524609898004812,0.005408635390223709,0.011920810286207067,0.0069070961040892725
C3,0.007810072184598413,0.04030223543524707,0.0836679415440899,0.018689876393941738,0.11741924964890235,-0.03599962143156225,-0.04677318786919429
DLK2,0.005026586601060222,0.005922135097806968,-0.04798139639822026,0.04358492493251097,-0.03160432272888833,0.08267605877868027,0.08181688110840364
TSLP,-0.02133283322425332,-0.04224835214808622,-0.05931654664220859,-0.015447736891131603,,-0.015570386094567089,-0.01814884418369935
OSM,-0.03373680978153289,-0.015043315490410552,0.09065651812484227,,-0.04392347010635527,-0.04265592403492125,-0.0602036202891674
PRND,,,,,-0.018154856528344473,,-0.019297149057273418
SLPI,0.003945752480168262,-0.007797102659270227,0.02342781575725131,-0.02244662212183347,-0.07200241540105691,0.03666366332931459,-0.05384407271756211
AFDN,-0.04558958576328897,-0.0043067506739835,-0.04450134658307364,-0.000142213383869438,0.006203724951924326,0.027359444199541675,0.04808092815493223
KISS1,0.07927017217431429,-0.008642238113697251,,,,,
ULBP2,-0.011614440521133314,-0.03711590781871629,0.013403055539961998,-0.02415880410776425,-0.05474104905538139,-0.027502759302965404,0.005604016252835728
ICAM4,0.0014226893306109082,-0.013721429708405597,-0.0341524295700604,,0.08489990855038167,,-0.01767609509914248
TDGF1,,,,0.014328455826535467,,,
ANGPTL1,-0.0037701984408979477,0.010851351131273508,0.07391005872395644,0.014831423789661248,-0.06286770823518799,-0.016431556442807776,-0.026183468853787115
LTBP1,0.03528168608460238,-0.013301308498407003,-0.010189538652319642,0.010861559504576516,0.0748556239814776,-0.049936043857059055,0.04110322375825081
CD160,0.0037197806631796733,,,,,,
NTN4,0.04561497664722427,-0.012550195993000774,-0.008157671166738812,0.023423599547667335,0.03590642311088884,-0.00721426888639528,-0.02875204924253029
APP,-0.02079190632622615,0.014131584251134898,0.03048792621978366,0.023044896029285084,0.04708575462200398,-0.08904594813503137,0.0070823809853154075
RIMS2,0.002722017952382335,0.010948035029512597,-0.08317163329172077,0.00532203983478002,,0.0359211857993914,0.026304286706581477
WNT7A,-0.006837265487240791,0.09963701231863972,-0.006973745541190754,0.015312070784149333,0.004258550071432652,0.014877850102207286,0.0630040016239525
GAST,,,,,,-0.021222911231735312,0.06265667315208033
GPI,0.04763172073413016,-0.02787525222351415,-0.05896038250410194,-0.04221493114742388,-0.11265322501376913,-0.0026353995962253036,-0.06098316494059568
IL1B,-0.04215657326950071,-0.012553469563716113,0.057901249505697854,-0.028128777234739874,-0.015899673562902325,-0.019684270222476687,0.04468984645967798
HAS2,0.0450122024572303,0.043241918930811606,0.06111512359460519,0.0071863472163140405,-0.02286678292467599,-0.008506138803057804,-0.023460137071083534
IL11,,-0.004987055590849735,0.030740654321819695,,-0.030660103069355675,0.18012064973317735,0.008879439642470165
SEMA4B,0.014113584394306973,-0.04485155608148786,0.03010174549550342,-0.029476353706008047,0.02846101540293561,-0.11525509645437372,0.08450242443117714
FGF12,-0.017322821660766548,0.004799030724569765,0.030376452795600004,-0.00029333005167701034,0.08794346584537127,0.0013841035291710954,-0.004876351803914866
CP,0.021314510193526016,-0.0624351035860193,0.06253179426791394,-0.024657030537342025,0.04175997211839276,0.020775582765067916,-0.062148068411268895
NLGN3,-0.03197495323101008,-0.004933357968048958,0.0024032948684124915,0.029737172948745852,-0.1340793863589218,-0.02567867407250825,0.09787881467771592
GZMB,-0.02133283322425332,-0.017438425002156907,0.023903748572375375,-0.015330015525474795,,,-0.04792242078319067
PROC,-0.02702391088306113,-0.0239283895706073,-0.038238092721146096,-0.012084074609856572,0.054941589072501386,0.021203269796435182,0.029368614388883565
TNFSF11,,,,,,,-0.04477251148387413
AGT,0.032780330593878935,-0.03545221591124626,0.059302146132543865,0.05186173740575041,0.05383908125307816,-0.00989063669168377,0.08270832930865177
PTHLH,-0.00912633930453632,-0.04887113636742158,0.004012215662156618,0.03346751946825296,0.05447160181496807,0.02251544436635506,0.0396939534734284
COL1A1,-0.03239874454068682,0.014776244881423362,0.07382999489431935,0.01662993271995814,0.07192210812287159,-0.014778122588353378,-0.09619450870679756
LAMB2,-0.029812320847426927,0.004156739901877242,0.0281249190354593,0.047079722014974845,0.025288919681902722,-0.040596144779785945,-0.032711118745410224
DSC2,0.02966660671057666,-0.049265642288218954,-0.01979714510720814,-0.02122658882172178,0.044348479054469536,-0.06485886472630539,0.04342252510815781
WNT5B,-0.0050522383703210565,-0.0035615325408557314,-0.04282517121657562,-0.027223277554414678,0.04583835332373171,-8.258031781514703e-05,0.017029077831479146
LEFTY1,4.161328657001632e-06,-0.03759975167333939,0.014671914311598104,0.005751221026942443,-0.04507116780290909,0.040608488340932,0.07890486855679192
FGL1,,-0.014929404180091758,0.009750757496512217,,,-0.028716219915633535,
CXCL5,-0.024044553330433587,-0.013721428213195502,-0.050964754252772,-0.030600178015555462,,-0.027157623205005144,-0.017328540634223028
S100A1,0.06938500399099175,0.04100550663992381,0.011774628468607912,-0.008016967609687422,-0.03977524787215376,0.046268637189202697,0.006326404070702494
C4BPA,,0.0019219787972754618,,,,,-0.014834674734769045
NPTX1,0.02693631893665772,-0.009584318689929584,-0.05566286396431872,-0.037048353404090184,-0.01778270522150145,-0.0176135048130599,
TGS1,-0.04878617164266125,0.021690747913464148,0.08054357812405052,0.03562797521240413,0.0008191890273443742,0.024850887884155907,-0.04582677773303919
SST,-0.0012296422245167877,0.03978309026502666,-0.03843810405896737,-0.02757389767255525,,-0.02302893855985177,
IL34,-0.046153568203624235,-0.022875557773374137,-0.011411232682726126,0.018218538794465843,0.11759809204419272,-0.04464164566731481,0.030190196719532165
DHH,,,,,,0.033128369607847,-0.021909079601243636
XCL2,,,0.05250382554992488,,,,-0.015484676112784057
TF,-0.042587430904979705,-0.051325542194940406,-0.026685576260581927,0.02797678263085561,-0.06665081576742053,-0.05923592405731758,0.005722646026051002
IL33,0.044569228086018736,-0.01757524063789021,-0.0002800250126340256,-0.01156980501486151,-0.05105705440417736,-0.027657320682278684,-0.058101479969708686
RBP4,0.034064900871514266,-0.02793995620449195,-0.018519527983208165,0.014694998038984514,,-0.02334542213062779,0.018315279626734862
CCL19,-0.02006416666955926,,,0.017765987594215618,,,-0.028359804315173515
CCL20,0.044380469910256,-0.025390110767068673,-0.04521495729481079,,0.07448961737607102,-0.019614810029602844,-0.0005263027072457433
NAMPT,-0.0378866357970661,-0.05112960434230025,0.01794050520403375,0.013590908145467793,-0.02107248864861607,-0.06500811364609518,-0.08920433516554906
