,UKF243,UKF248,UKF304,UKF313,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
FGF20,,-0.03799263634229832,0.055103699250150545,,,-0.018763878401124895,0.02941166462713666,-0.04933482629204923,0.0007527392776233356
ICAM3,0.036341723653843354,-0.10237936356343162,0.14417173548891843,0.1582912860560168,-0.10894670026386051,0.018748615980919318,0.0525653365065104,0.06874126652230339,-0.09473528054159075
LAMA4,0.004308737693511018,-0.15206646610715846,0.12056998626660934,0.1453148187484478,0.18178489473892662,0.025473831825034255,0.0745159648254755,0.013129321235328843,0.07763567773016022
INHBE,-0.03603813030928985,,,0.031177122433655172,,,,,
DLL4,-0.003510836077171723,-0.11406019057964267,-0.032697469144462386,0.1585756555562101,0.14970740977611985,-0.049944403537046086,0.05268515617124714,0.044136081958846315,-0.014650280673089804
SEMA3A,-0.01021076588933006,0.018213791841962187,-0.08933461408821615,0.022145400549849013,-0.08921668452353455,,0.10551775675526771,0.09445836274629363,-0.020085896972310353
RLN2,,,0.07490608547597258,,-0.0017298198613185886,,0.03494094863853311,,0.054899703334179976
C5,-0.000204454284443069,-0.04793169974012295,0.029788776808878068,0.10387822682612073,0.2600023610702987,-0.044245717976628234,0.054156999666816655,0.11179940777310711,-0.020320016038781762
COMP,,,,0.036744677054191995,,,,,
EDN2,0.007635765747035799,-0.021629326771535146,,0.019265181172009822,,,,,
C1QA,0.010987630061097818,-0.12255990335887426,0.3045257601948264,0.3163499228631096,0.036506300515157526,0.20754670776556372,0.060905346350170926,-0.09369931204095855,0.14306038525110829
UTS2B,0.13491697258964808,0.03532289973071108,,,,,,,
COL9A3,-0.13911520825235416,-0.12685489620978788,0.06316938242768895,0.08842131405487932,0.09816824067349599,0.026431071868353695,0.16669227790672153,0.10498052011827472,-0.09521935944285698
DLK1,,,,0.11243865143905442,-0.1316859871906931,,,,
HGF,-0.0424320273929789,-0.027949915902199262,-0.018108402903639347,0.1314210740487874,0.09714624236114056,0.08488445040761189,0.021766502490772274,0.009135397889843156,0.016999185588930467
GIP,,,,0.04925657405918263,,,,,
P4HB,0.0888324794845251,0.13933388717686815,0.18890902613927477,-0.2321525957285029,0.13207054939857713,0.038636449560560816,0.1176419966309175,0.10167952097917947,0.1670236519798762
ADCYAP1,,-0.04738511764731946,-0.04468381722012072,,,0.11393482475945269,0.05652590320630567,-0.049314534692830765,-0.07720018456103345
GREM1,-0.0246392704578013,-0.01895469209514485,0.14099085872607295,-0.055948044058946274,-0.038407530003236046,-0.02233615867553087,-0.012089706887843296,0.08096991193031343,-0.00499155503804576
EGF,-0.028625384807597947,0.015182402372973264,0.08109606499054965,0.03173763277515968,-0.04352964615228474,-0.026818210326644484,-0.04074888653766877,0.01941390405189213,-0.03043822728609077
VEGFB,0.020533000881502204,0.08060852388873352,0.15977038457376605,-0.2905248960274863,-0.01312982844648443,0.05569864455397152,0.05890890148697235,0.114635256710531,0.053505114630449865
FARP2,0.05902405115152021,-0.08800481408686427,0.08112488247902258,0.11686822517892825,-0.030971525701024013,-0.028438081277951877,0.048708184979995434,-0.050556605366644934,-0.1115536514069652
BMP3,,,-0.02502153673327716,,,,,,
IHH,,,,,,,0.10428730817900453,-0.01841796997414935,-0.050438577139063114
LAMA2,-0.0551165481385918,-0.08207261035136502,0.059340944244421205,-9.131765388012315e-05,0.04329895391482124,0.21607947786149176,0.024148166850423158,0.04706900859745583,0.08820515129000638
SERPINC1,,,,,,,,-0.0024335540895829054,-0.04981063364779576
NRG1,-0.04263769388042993,-0.040142053400895134,-0.037534268826245186,-0.0020098431528530174,-0.04375579463839045,-0.03204211859517338,0.02204316281971201,0.02740576382824935,0.015788027871354575
SPINK1,0.12048676709126105,0.25364200223508476,,-0.06989279541853272,,-0.020254941326243166,0.03294986719679505,0.1340559681822451,0.061890800483901325
EFEMP2,0.023383306435133807,-0.08971741069698998,0.12359151555464148,-0.2298630240042116,0.06929947586535504,0.06812329955750875,0.1114371497237024,0.14582946264640342,0.0616211856696646
SELPLG,0.030080333242237196,-0.09544208401743777,0.125829904610614,0.09748908629359483,0.043584925263518474,0.051293268639372835,0.059839324625975215,-0.004874839714853385,-0.04663756579750466
GDF6,-0.028893365502320956,0.052064073000860626,,,,,0.04235880447022549,0.05805270686300243,-0.0564167112257988
HLA-E,0.0003772028911479042,-0.06742629222961316,0.22409503043857387,-0.056086491530166836,0.1662650428901162,0.18579400967366017,-0.0056668460435593355,-0.005171990582590283,0.01151320040577959
PTN,-0.10245126159284047,-0.19251213077316826,0.10276882428530532,0.23037140767415173,0.05410629329520256,0.018889476822784485,0.11467991374171534,0.0020740176310931036,0.10298523365811564
CD274,0.07960040826531374,-0.012094405794561022,0.06623336003658488,0.04337277817388827,0.03890130882982185,-0.035780761601033294,0.03172349645362214,0.06770246749875217,-0.00928679361490244
FGF10,,,,,-0.03964500270858097,,,,
CD14,0.0590469736898937,-0.04454337090837423,0.2689043097955336,0.19594834902867586,-0.025100777230578273,0.07376612084770888,0.08793708434135983,-0.06152805719304359,0.032014460912701985
SFTPD,-0.03132422625906148,-0.01421383092534975,,,0.11034583450159002,-0.0400874569957682,0.0465937596292113,0.11274771346878373,-0.014121055759617413
SLIT1,-0.02267318183941799,-0.0559009373404767,-0.2247934544951452,0.037019361356184784,0.09089795764766952,-0.07015169155091756,0.0038899319351369073,-0.07192523299766233,-0.09626499464211022
CNTF,,,0.22535687353068892,,,,,,0.030880193970287767
BST1,0.02045977218192744,-0.04603337199185718,0.09235437461448485,0.139320882468357,-0.026903035017627062,-0.011309563673286607,0.04160017767513538,0.008425395620254315,0.007813142847205908
AGTRAP,0.05473839886487033,-0.046992110734721405,0.21085831305712605,0.0058186691588444596,-0.002592076376303574,-0.06769315236502894,0.026440591446424164,0.0887886368339792,0.04517658215161065
LAMC1,-0.019565981752214547,-0.09025207497245996,0.06843754952362198,0.15976166451189988,0.18292260076440725,0.057553462294745526,0.10435208409679214,0.10440688945829303,0.07327119872981393
COL6A3,-0.019518996463693927,-0.09057243098025684,0.15539875468911135,-0.15617645719318646,-0.09276701083947897,0.15241901266476326,0.07051334881937008,0.09832951504645333,0.21164808206477892
FN1,0.07803617168573493,-0.09476318530810413,0.13720427869400845,-0.3149010948690753,0.208307684867227,0.08804763287903845,-0.008956364812863797,0.12807277495298436,0.23973054484910697
MIF,0.05180998232514582,0.18947760485052095,0.17153325790162186,-0.32817619951083904,-0.19645055483844134,-0.10701810616934276,0.022816684164421026,0.13799771150251056,-0.052512756330471484
JAG1,0.02568092871452588,-0.014959461709048471,0.18729121442029742,0.24127510926573392,0.15749273329908278,0.07398784123794246,-0.017126999463247805,-0.026127201419963584,0.008454185621409361
NID2,0.007595270984785224,-0.11206741987419841,0.11443111077691877,0.29211162712087096,0.11852748524042374,0.040727602961292145,0.03687080654568767,-0.002285427225490285,0.05736867504662891
EFNB1,0.001537495287702529,-0.11594840791945261,0.013390962368200456,0.2157847392126976,-0.048035719798358696,-0.10270659578690927,0.025968487415628426,0.05366746605111017,-0.00488111376353747
COL4A2,-0.04021352348554147,-0.17351036517617113,0.18046733845071328,0.24986930054100218,0.17179238293292837,0.0376430077389253,0.0002570314249570127,0.07331220469531072,0.020048730114831506
SPP1,0.15431313818465792,0.12764035914768357,0.2729954726921103,-0.23297479478436917,-0.04445931029083339,-0.08583797891808355,0.013726900140611255,0.07522895316578418,0.052800941041728465
PODXL2,-0.003882720112160057,-0.046762394006528714,-0.1015506944248802,0.041772407663383256,-0.04404951935852482,0.03213018759042555,0.05161961351314587,-0.04578756889211697,-0.2093308585916235
FGF9,0.027151569773399782,-0.06292275532373001,-0.0937893797014118,,,,-0.015512273902079265,-0.07497115452054104,-0.08162086363245456
ITIH2,-0.022912260540222856,-0.03655537981501509,0.09034579004936814,,,0.4158979541498132,0.10224987095713876,0.04195129422120093,-0.006724184568452026
ADAM10,-0.042187583237322114,-0.030181551715510076,0.09466604083362626,0.10062720689525106,-0.0082474156839819,-0.010702987790573725,0.06593353820199485,0.0052115219172686,0.08998738138224203
CFH,-0.020170560550346738,-0.12026341226117364,0.10622843283593839,0.07644910437500249,0.13392077441235936,0.13329999149806476,0.07685567488916023,0.07471933889493027,0.022211262713835545
COL4A5,0.00785419589099368,-0.06232756854521482,0.22263494534935005,0.0776499788392987,-0.02296629010706626,-0.13155605234380618,-0.012259557089192526,-0.01766952340609587,-0.061363242715579094
LTBP3,0.02271939262310677,0.0027214837143701947,0.08078285662457113,-0.04083751054104281,-0.05571195612108448,0.025849512498254144,0.11277031118595807,0.16514853100136556,0.08880696119677209
GNB3,-0.034429670294080505,-0.023494592693886377,-0.03043020580474148,0.06396791884149562,0.07905130564092788,-0.04908052805070905,0.06441635070187532,0.01705555851660717,-0.09627777058577543
COL6A2,0.08830703518007182,-0.02988677551289018,0.22230459765905858,-0.19488405985286,-0.0659423507456806,0.19138649963083973,0.13694694786247683,0.17195399504883999,0.18791877490062545
GDF9,0.03537440279857282,0.05009756509353609,,-0.0005111199061070427,0.02402415937544712,-0.026591984478425253,0.06122020480765086,0.04262535636533902,-0.07982122084611222
NCAM1,-0.04128230673701018,-0.10895156423500138,-0.07998668879889256,0.059454152032423394,-0.010015358930501289,-0.006278434472478894,-0.05579352281090391,-0.20792425670150874,-0.06798617458549616
APOC2,-0.037749604650230965,-0.03992737471831005,0.14380753393389278,0.16025196227034028,0.07351741080736068,-0.1222971264118207,-0.022245827858246487,-0.0266022181411879,-0.039507574328912505
BST2,0.0027103979454209596,-0.10230226390527691,0.2217992006233586,0.12439304388963715,-0.06055645002110488,-0.02890785633812136,0.07572909056922852,0.06106377923689994,0.07572361055892193
COL5A1,0.09798675565520495,-0.05443318391725394,0.1409069329761128,-0.23626421148159918,0.039532207489715546,0.10398348448639741,0.07666887650627442,0.13715821790018246,0.1304311557553089
CALM3,-0.014401508697877659,-0.12415828434333828,-0.2540750351909392,0.0785566897479877,0.01998767253316119,-0.034942385229624486,-0.04140293960705031,-0.08515866423369238,-0.11922703056702984
THBS2,-0.02138757120245643,0.04118491127643164,0.22423696977443344,-0.2170622601782254,0.07681771495030977,0.010245942232372003,0.0591481879500762,0.09984903526791711,0.0683172150448591
SERPINE2,-0.057659542106244153,0.06877899826440086,-0.09551042497256129,-0.01651889172703318,0.17494349701503695,-0.15985949851765655,0.09139221882392994,0.0490099848147372,0.012307781326842416
EFNB2,0.008212085331843588,-0.04076389468199753,-0.06415225463712057,0.1145563800001483,0.08171440429736841,0.02361190183714967,0.016444036861424646,-0.04539790027798979,-0.014232254191138445
PROK1,,-0.01574773652243809,,,,,0.09932377737514228,-0.00841026629211636,0.012372036723657847
MMP9,-0.030304000011517094,-0.07149967414848545,0.041776146179810306,0.3176534392788329,0.18923863026458113,-0.09497720070878837,0.023320802332716013,0.12891438963186444,0.08206046257019096
DMP1,,0.02870491392882052,,,,,,,
NPPA,-0.03777901163019335,-0.046344381113433294,-0.052704222041631846,,0.00585212235297146,-0.057914346356818254,0.0866231318735989,0.10264256424503174,-0.05502547933246885
APOB,,,,,,-0.021652672414044276,,,
C4B,0.0006099999687284197,,,-0.0142410817674818,-0.008954685675622161,,,,0.002988556720873876
NTNG2,-0.049759299789901165,-0.010187375498469197,-0.06076367218740237,-0.0005430467784865563,0.06311344936568182,0.04818727408853043,0.057596472625322734,0.05877678336568157,-0.010827869151690487
LAMA1,-0.07522141627558436,-0.0032546810617739177,-0.01335619941114592,0.05937607062875116,,-0.04244378335329126,0.04955500079889665,0.07454023803756793,-0.03322295997079269
UCN,0.06663930103367485,0.013812570049913847,0.01893397566332301,0.06133831702493814,-0.016169009970656737,-0.07330834767445928,0.002090128325453314,0.041593884051872095,-0.04055124047255895
ARTN,-0.03806255231708998,-0.03438974176722054,-0.03227995254116833,-0.04344865059889763,,-0.024476605331913533,0.0783824493275127,0.023110451872071308,-0.02855637934099136
PDGFD,-0.0856002673317999,-0.08677736832501895,-0.020476071098402694,0.1354685629790093,-0.007644816145393439,0.05311801031980837,0.05298956580801958,0.08519020597727334,-0.03404127317275115
EDN1,-0.05976256905926573,-6.855438778900617e-05,0.059568669677767555,0.18396371601089948,0.05583929487921841,-0.053263735994474516,0.04328095705418228,0.179115557920589,0.02358548416755535
ARPC5,0.05798080081409429,-0.03531077505894448,0.21696217303017587,0.18939056129094078,0.0404489007685766,-0.07351886688341074,-0.037456615212207535,-0.0170684303767053,-0.08117742705412431
GSTO1,0.027393237015940663,0.05082905566389485,0.15653963507672444,0.04259886690667878,0.032483668799763124,0.1261158999648763,0.02986712465707594,0.12832954129907634,0.10318727122824384
PROK2,,,,,,,0.03731521645911464,0.04503745366006255,
SYK,0.05482813213868013,0.030727843886243094,0.13199100415848988,0.03832769606328449,-0.0074135613879156076,-0.05627353306933215,0.027223094430688773,-0.039497371295410325,-0.00045665613593257656
ST6GAL1,-0.004041781935003048,-0.10039060795429636,0.10664515419017392,0.27519064351639616,0.14789776475553656,0.09999690258022396,0.02790055618616318,-0.1250963085901361,-0.15661817280698903
WNT3,-0.0350747413932138,0.002891230183343323,-0.03561276717581223,0.007094377388892203,-0.02123526993506284,-0.02814371793479564,0.03599364418875386,-0.00670576444330373,-0.08566713646727903
HSP90B1,0.0055503353582952095,0.13805707767224604,0.12905879708938486,0.07595177077523377,0.0319591120528878,0.14456339670977073,0.04674024048056697,0.03695709626320691,0.1865952182661849
ZP3,-0.0032370263528553127,0.035102977837999184,-0.06477174999556354,0.1066754845081066,-0.05283059041355452,-0.008265889445076028,0.03216489392761314,0.033778562003700635,-0.04559489633881418
ANGPT4,,-0.020284209365097155,,,,,,,
NRG2,-0.01577753190280098,-0.056176396622036794,-0.02893577721235516,,-0.007915127975782416,-0.0033148300429090604,0.017447971492774383,0.012984404818082015,-0.031072696819414342
MELTF,0.04115464070690036,-0.03448950670719962,-0.07085348922553572,-0.09406243965437744,0.15324356180788307,-0.08398125116314123,0.11187878725626584,0.09510449940870053,-0.07404264695854357
NLGN1,-0.03247856138589171,-0.04063489888784902,-0.07266113643290016,-0.02690859937340959,0.03484770729642589,-0.029217470909358355,0.006033654810803032,-0.057834893842743054,-0.08886466903007484
SLIT3,-0.0034889309374816673,-0.07734048939812062,-0.014237261793250052,-0.021330774581791133,0.028000354922710042,0.30674097600753586,0.06471785982850634,0.10105133747913646,-0.03477005057599595
CCL8,-0.05616914327995367,0.008456341887054469,0.12632483305285191,0.01645837543622073,-0.04040207216919394,0.12165907602223056,-0.025078688478162393,0.10246142523204296,0.06700395585809228
S100A4,0.08314940352739567,-0.03400631167424933,0.17390974500890605,-0.032993315581116345,-0.08624615497796635,0.19775042389258374,0.045120477588319316,0.07410566480614254,0.04491138497275126
TNFSF13B,-0.11124611335288967,0.029407241211477683,0.17144797878926016,0.11625633362404338,0.08342436938655622,0.10974589089080031,-0.0008966637118841855,-0.03541324865965646,-0.03038890397779668
HSPG2,-0.044231462804723475,-0.11507397431171118,0.13867377077596613,-0.24190047821784927,0.1614456131057108,0.10803257005550909,0.10998430230372018,0.0920825052994359,0.01876726462080454
FAM3C,0.03570148228908146,-0.009332883559536823,-0.17526787910950684,-0.035465108754547156,0.030621634055697993,-0.06774883522599574,0.04953111102873893,-0.08080434906508463,-0.044601016667075465
FLT3LG,-0.004532360876246807,-0.014274426284299216,0.052596780222397436,0.09982504351818111,-0.03318270627945849,-0.04667808309735211,0.03559337214642056,0.11258740761722864,-0.019785213719593894
A2M,0.09596440955170879,-0.16028349320590105,0.203688359266367,0.31432287032984696,0.21329359652592772,0.1704736581040247,0.06155233539341539,0.040566829600496034,-0.03656183899520399
VCL,0.10520197500495863,-0.09497317418719581,0.021092900894459674,0.06117467720567337,0.07932638998797792,0.07213256126448171,0.08483354232089352,0.10067018982710707,0.08309014223309497
FGF2,0.05876497376459713,0.012868404122332871,-0.03663860215370469,0.013269054950112947,-0.020869357713617476,-0.010125029501406011,0.030807565748560497,0.08965004880692533,-0.006619567061474155
AGRP,,,0.08667527177759769,0.016288721559848486,0.035650654034158846,-0.03413661886382677,0.005829950651769489,0.10463665085325134,-0.017765517405337765
CNTN3,-0.004788068119696438,-0.04710374846391919,-0.1280841802813691,,,,0.01688508767603997,-0.04773518009277852,-0.07626708336222228
RNASE2,0.050744669630396,-0.07093512567875897,0.18931189632412637,0.0928997479393532,-0.07411187775358262,-0.017683785536912928,0.05628231686231761,-0.035755702205405165,-0.03770132403242056
ADM2,0.002996393729800719,-0.028863555083847664,,0.03691628685522079,,,,,0.029507339337514073
GAL,-0.03422122282193161,0.03643698183309825,-0.04178393050164184,0.05364252176618904,-0.10444093341622962,-0.0335753093732696,-0.008161323765953422,0.02374316044711655,0.02946687349946107
CXCL6,0.044931808303517784,-0.021629323393327814,0.031622307930065416,,,,0.05185151811247704,0.028482917885902202,0.2140183331689572
PDGFC,-0.04735830369328835,-0.024511594629597497,0.13086331111932678,0.007757447884435469,-0.11209964599368928,0.03848622690404307,0.060614585639438875,0.09677107042975042,0.02824895951132953
COL8A2,-0.013612078738180135,-0.02838140341105931,0.12639345357342135,-0.055583948923838694,0.009681976055773657,0.051900873318782646,0.002604139198835485,0.028109804927746347,-0.07709702122411283
SPON2,0.004159802786349895,-0.1464589157174442,0.11110342391092688,0.2407898197999261,0.11752413138137544,0.1473839786197407,0.06932870599333366,0.06243649537578829,0.007865353246327858
LCN2,0.18433430311039495,,,,,,-0.03329572034132805,0.16547361566734778,
SEMA3D,,-0.020559911177114004,-0.03728413719793195,-0.02839127140660364,,0.0020630068854005164,,,
BMP6,,0.018106238621449902,,,,,0.053292725995169044,-0.008607246942531564,-0.024269217510600925
TIMP2,-0.04227498227970571,-0.05770756733783463,0.19186994944127145,-0.1930378794202722,0.08020983288417337,-0.00683980307309284,0.03614056770460834,0.057061423735754714,-0.11550371743915902
EFNA1,-0.01658948401885823,-0.06242898720253985,0.18812312276644336,0.16044828603200953,0.0018158233429968927,-0.05429860939844501,0.13860053758731433,0.0943800604436467,0.0004769866446049368
S100A12,,-0.02965317681772543,,0.0714646020040982,,,-0.010532585600524542,,
TFPI,-0.07550457470203671,-0.06282623200855704,0.11587569850586815,0.18033593419485566,0.1316784090712114,-0.05173575969822953,0.0290332588380994,0.09842766836618004,0.00579082020635238
GPC3,0.029345461808819272,-0.03233970318547021,0.025575613824566,0.13491299119849526,,0.2380143667776697,-0.06442455849325622,-0.05772582458213857,-0.08813197132009011
NMU,-0.05054647530962149,-0.04449073966000886,-0.0397802092897496,0.006682475004318803,0.007448894195342741,-0.03044949268513007,0.021904163396348618,-0.00831154116084673,-0.0778540345077734
SCGB3A2,,0.007846713863522122,,,,,-0.018640031171882905,0.017433094009800833,0.06808150941383825
LAMB3,-0.07410046897008943,-0.09201117438541719,-0.008675223272028436,0.04918321715519271,0.049008313326083006,0.029155792549445683,0.02599867396376072,0.18328663237247686,-0.015068536364101008
LGALS9,-0.021100186088786176,-0.07471438569783719,0.22527291937796018,0.17611063106502947,0.07739259861074135,0.13610764602718783,0.056489242341482636,0.0028299631220010863,-0.00333491108361746
VIM,0.14330595960959086,0.1432905009339608,0.27450910359259084,-0.2618411705888387,-0.1715614816006955,-0.1276255315967102,0.1259937337169572,0.17376209158038214,0.15317540253485645
PLAU,0.03653693532950263,-0.03236874787846733,0.14770529879892177,0.08487514116542694,0.16538894203316268,-0.07804113743230175,0.06387053643384355,-0.07477327641491872,0.034424310471495585
TGFB3,-0.10880310983685156,-0.05173734392058952,0.08267094591741429,0.20471869057814335,0.06790531445709733,-0.08254059089509319,0.012467095151254567,0.03158733650339505,0.0007753988042611095
APLN,0.11565327992979221,-0.01733657015559342,0.07311660284373542,-0.1150874214396064,0.20828907799674246,-0.04664250941894404,0.04841880982259038,0.12365251125271032,-0.016694729612089978
SHANK2,0.0027877068453205146,-0.011597088333236846,-0.08917395681813836,,-0.050622089609831354,,-0.011802117305676213,-0.08247300939876585,-0.04015745133180013
LTF,0.02855533570156498,-0.08013186174086129,0.3056572603882636,,-0.15045428995223717,-0.02074057618921037,0.06779254789743269,0.08570643293556296,0.024365774137960188
PYY,,,,-0.05492630613978902,,,-0.020038582301878452,0.04920708719986743,
PENK,0.014153067152541164,-0.0435360663395924,-0.05638128695680158,,,,,,0.0006138304117314306
CTF1,-0.04544907000276513,-0.024470130706501475,0.056276659790856186,0.007943625082026496,0.0008338571395763469,-0.046705244945082484,0.1248794121665444,-0.003991402896728063,0.02233050252882102
COL3A1,-0.059524370951601825,-0.14721930209266032,0.20724970707004575,-0.18540786240333054,0.17944893015794866,0.18215616586905403,0.027327997141879563,0.055663479671272824,0.08434469543805527
S100A10,0.10690390611735123,0.1402114431723444,0.2726155332679968,-0.18514578760587583,-0.14519099234217328,-0.14716586475445745,0.08187266828839454,0.1470509935692313,0.17195614646811977
FGF13,-0.005997083591536438,-0.0655717492319671,-0.19105953059895928,0.13237602957596253,,,0.0026995778767234333,-0.028138836207629556,-0.058073350667328036
SEMA4A,-0.03343205306203215,-0.035369336051049076,-0.13250452956126876,0.019284082244949804,-0.027159151038006226,-0.036670601468698584,0.10794712359235116,0.0208851435167576,0.02964671780693396
EFNA4,0.032037388120973405,0.050230530557534764,0.0472406727050107,0.15210225949713774,-0.11456363556675693,0.034195871799713735,0.03765002718402877,-0.021701986564397927,-0.05272573301063337
HSPA8,-0.032696835750131464,-0.14162263591751678,-0.05288674544602739,0.3102174714425208,0.15367252620191987,-0.05944990697041567,0.07310367279225406,-0.04628942293974025,-0.1136694747903298
NPB,-0.019078575409968043,-0.018848264592887264,0.017473679627620493,,-0.013841402326243516,-0.059258959603530885,-0.018704285319728085,0.012249142580593179,-0.07838798593469345
ULBP1,-0.007704933249253065,0.016110187369337836,,0.0009306451583681007,-0.05908567714127614,,-0.003508380625232017,-0.04320582464679041,-0.029514566320107107
SEMA3E,0.016483697362673803,-0.02942627190899075,-0.06217144202793707,0.10416588868300083,0.10865799861566765,-0.04487686795814505,0.005040661703292833,-0.023951306316657473,0.0067801644874539956
FGF3,,,,,,,0.005868074742029975,-0.07922630925393993,0.014672226817286176
ADAM9,0.050845838477175935,-0.0050361713109420185,0.16349915638015378,0.14573265239210603,0.012720413095475057,-0.06622208903712536,0.15163452211684253,0.08936865536810021,0.06969792176794025
ASIP,-0.009388959571994692,,0.057696672202848874,0.047830223342002286,-0.016152687509208005,-0.07605384380670618,0.019529747417266267,0.036381791708119476,-0.0038580136110064186
IBSP,0.027003964978225874,-0.04615376336944734,0.30608522268359367,0.03215930869097721,0.20664602048917627,-0.036846647353414634,0.03340387860079655,-0.06313022596580085,0.05403548323564495
MMP12,,0.08886108480092939,,0.00531678522910693,,,,,0.16843275055713494
FAT4,-0.01621366851438278,0.0025851115646707123,0.05565769074553336,0.029540962923525933,0.029533768446258227,-0.03300677665779693,0.00315659676523901,-0.05602368082425766,-0.055699355699352526
MDK,-0.03739237304667139,-0.16975636867754315,0.1680763816213466,0.2940866053375396,0.1795953761663785,0.12298371134871423,0.0899101584860664,0.11285999662059813,-0.03517040721281389
BMP5,,,,,,,0.049630176221397135,0.013479287749408772,-0.0005530250918616956
CAMP,,,,,,,0.011254981156876507,-0.011332652889711348,0.044901198088578675
HSPA1A,0.06055871344126904,0.11356894145472907,0.029543252272747227,-0.196765831361994,-0.0867690963578962,0.007846060480864472,0.009946227870900472,0.10035182543531462,0.08875357984456586
SOST,-0.014482467960689348,0.0878080356817701,,,,,,,
SEMA3F,-0.0453383742833063,-0.10738733965521344,-0.00029737899246265784,0.14667744800708896,0.029367562011034756,-0.023239371386563797,0.005812153612763549,0.06368313215392524,0.007563105324664136
ARF6,0.02854916509204586,0.019319291143423293,0.1471444406323752,-0.034845183843415284,-0.03360018949855186,0.05001744671553557,0.001085708304400025,0.09861699818515025,0.08412304541999774
IL6,0.04850269430228732,0.01573460437118598,0.09474424712781436,0.033364179664842446,-0.019108590594343288,,0.0991483730586258,0.09269681750043628,0.09933084095308417
CALM1,-0.07907539926760469,-0.12331196287320847,-0.24905996888519186,0.13430556985782854,0.0999411569452076,-0.009327173630839307,-0.0722944964680933,-0.08667561076540539,-0.15471558150247727
VIP,0.024907721403828076,-0.036416109168932155,-0.12132968920375191,,,,,,
NMB,-0.052638408940861484,-0.04875922602374909,0.14212280165708202,-0.210228697453942,-0.126668012814133,-0.18672631779582144,-0.04753029290389096,0.0828744091545465,-0.11557576654517414
CCL26,-0.010638253488286032,-0.05009609773404978,,-0.1444594796549051,-0.05989540355053325,-0.04518468182629066,-0.026610760543009086,0.07168980922763775,-0.025317521293789468
FBLN1,0.039252954672727686,-0.10438127091449605,0.1860873620742012,0.009527059473391202,0.10995908598702564,0.15230791067674168,0.09351842575077067,0.03885364270334043,0.023804150355400032
SAA1,0.12842931087175333,0.03156037670121091,0.06237747526250556,0.12119530725497751,-0.019119319603453287,-0.05043440032099671,0.08318334225221267,0.06340414488881863,0.25618953589763194
MICB,-0.003888689158248541,0.0007307339557993228,0.10962361202007403,0.07738636976349367,-0.04350748722159399,-0.012285504039427112,0.08666747210585644,-0.019655196136726286,-0.025774550944851406
MMP13,,-0.0072086265107647995,,0.08867200021016125,,-0.019670877125206147,,,
F13A1,0.12046808385906693,-0.035804778648092055,0.2338908889094614,0.250129282558479,-0.007831592152876295,0.24084818218750814,0.0429784401527124,0.05489653651375619,0.22908082549685935
CXCL11,-0.03422106715604671,0.0403026210177719,-0.030472902408407946,,-0.037581614562680714,,,,
COL5A2,-0.06961825684290168,-0.13835932394806552,0.0993688511614745,-0.21205683335290804,0.17442926851433527,-0.016270595536517996,0.09740503483216453,0.0824207048189804,0.012617802183064799
EFNA5,0.0803580862001307,-0.01554239608811898,-0.08868404025892963,0.05730950749977932,-0.020903370480988153,-0.019372872235351474,-0.011837569913903747,0.11045751188084997,-0.05875938555229393
AREG,0.01852823555625674,-0.03232233008458379,0.012111622554901214,0.16296619579247965,,,0.09286138803083162,0.13801044721816363,0.09842881196429587
EDIL3,-0.02840089844801001,-0.029477559864400947,0.14563124522463622,-0.22510238436284777,0.0659157482736536,0.11751596906618665,-0.018115678877820673,0.029939808553432305,-0.044412601637876484
CD86,0.009466040695882142,-0.00977168140861254,0.07546414576399194,0.18032094738907192,-0.06832324525729853,0.012506843393398939,-0.010446849861887781,0.030291923358419313,-0.01841245828284855
AHSG,,,,,-0.0358281586016757,,,0.06149442669989742,
WNT9B,0.02968441024319958,,,,,,,,
HRAS,0.09221911682030508,-0.05067834749602853,-0.02640734191321675,-0.037796271167930544,-0.02892368062703765,0.06349401396094013,-0.0030209636164358084,-0.013933999765345102,-0.03310020255823119
C1QTNF5,,,,,-0.04926088809101168,-0.03395031024824708,-0.032566335263180854,-0.06123313501462383,0.07157561669559583
RLN1,,-0.019721816330907405,,,-0.037005097364352965,,-0.037211416394400225,0.0067104899956952554,
COL4A1,-0.004420081496152158,-0.1855003728260136,0.15867049493369584,0.29177229256088727,0.18624463063224028,0.005860840049940631,-0.020494021362887242,0.02258591368232286,-0.0002750094758453553
CCL3,-0.08327206414121405,-0.053314193833820196,0.2711995868627786,0.1881417871407961,0.05486548412190204,0.17992237055925403,0.0052612395148033545,0.12564003359172007,0.0990045981869759
BGN,0.018858614796016856,-0.08087652262258178,0.17564004490514087,-0.22143800373658515,0.21135457971847196,0.20003000540950067,0.01850999420300343,0.04169009419219147,0.10518295490576465
RETN,,-0.02658320476861019,0.05706694517207993,0.0016141209006828884,-0.09003652076844494,,0.06713909940333156,0.06011224277602659,0.02061268185948958
S100A9,0.06776818876500496,0.022689201226703024,0.3051203291746107,0.2053619824719716,-0.16757998917207498,0.002381323302748072,0.10072999188288395,0.07955213126713745,0.11454193335606218
HCRT,-0.0177576679266113,,-0.07322377771487415,,-0.11464025639705917,-0.0474547355996089,0.0041157132502003,0.011456630738098503,-0.06962001756542754
