,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk,ZH916inf
ITGB3BP,0.0018842357474505886,0.01750179694307319,-0.06222096767892776,-0.14040141332232714,0.004340376064496619,-0.01941197134607698,0.032165124590782024,-0.14793422500646536,-0.03836674845681823,0.04492121025949346
AANAT,0.07065378749524025,-0.0194387338480395,,-0.011189192131488194,-0.020516176889290517,0.06189567584479044,0.030200773358419468,-0.02679623367230227,0.02422902076467816,
RELN,-0.011316175284509102,0.06762749175569778,0.033200921053031865,0.22565597235722584,0.054256098723452315,0.05625222377053366,0.002506608114102592,0.12261800498767467,0.058675275461980377,-0.06280488073840947
IL15,-0.023012398027965054,0.03622688230200764,0.05841564467350993,-0.09075627173006467,-0.008992017879297983,0.024118777145868978,0.0066659012037763475,-0.034117696782923965,-0.07696030942718927,
UTS2,,,,-0.11477219627201284,,,,,,
BSG,0.05726114197019748,-0.08344232665520188,0.05466675204774089,0.20239478168031458,-0.06945540267215801,-0.017451482101007432,0.22197897295081132,-0.17765209229641318,0.005359874107201649,0.0016726532163135487
ADAMTS3,-0.026945030021967256,-0.01298413721468994,0.13314969844220043,-0.2736538214736224,-0.03445628955555088,0.0027654086236239034,0.029010160486893314,0.01704819164929738,0.015736243218923553,
CD34,-0.0523210845079199,0.08676340058718217,-0.03182228083528072,-0.13732812380060153,0.052360196858908366,0.061998455640378716,0.04421288160971312,0.017863927809375905,-0.030591754727584384,-0.06020892859517232
CCL23,,,,-0.03958976148661352,,,,,,
PLAT,-0.03185139644790733,-0.0011548823791385006,-0.10352731676440695,-0.25339960510049403,-0.10561890182114694,-0.03624046649064829,-0.06003113537479436,-0.1784519285167336,0.005476680461411667,0.023595765562768607
NTF3,,,,,,0.03739302775386882,,,,
LTA,,,,,-0.019759216464403602,,,-0.03411770099442838,,
CKLF,0.04023522718822217,-0.060962446764832603,-0.04727342327625808,-0.29399487634193944,-0.0525805942928798,0.02885439989923252,-0.14608005080704478,-0.2032597164377055,0.03974221051904892,-0.027727980593005755
CD24,-0.029468441929564985,0.0443427156777388,0.08744239810855597,-0.0411444731485002,0.07044696900968257,-0.18524485663545645,-0.058828465367405436,-0.061707834674918575,0.003293309387696017,-0.04655716826485677
HSP90AA1,-0.020607232805471803,0.22414042797782616,0.159666938850705,0.3257116524058157,0.020618089404863288,-0.02137626557328818,0.2529490080015281,0.3011292345938944,0.11090842847561122,0.07783247940567845
BMP4,0.028774873193388235,-0.04725059886678846,-0.022487340029548532,0.08631957698039086,0.029341727057849498,0.008404084915131711,0.025679426062494185,-0.004148499469070641,-0.056002854089538874,
SCGB3A1,0.06163514629390927,-0.017487316567353653,-0.010740316489507493,,,-0.025746821794428165,-0.0338675778486008,0.036350822667762364,0.03547555609605155,
IGFBP4,-0.0698934372929037,-0.04265852650308354,-0.0680900409529971,-0.20579034063509685,-0.08249483695868863,-0.0320793469978846,-0.058563326874698715,-0.09888037960380275,0.023744024848671125,0.14058013822941534
RSPO4,,-0.04277195849665846,,,-0.022981171658581472,-0.014856637631148662,,-0.016678037008318027,-0.027906143174670592,
LEFTY2,-0.0488931865464746,-0.031398170034528675,-0.008420226718942858,-0.2026426964462837,-0.05659459786163679,0.05745749164134146,-0.04926723397086653,-0.04211792086361272,-0.011900221960125825,
PF4,0.008157917375526699,,,,,,,,0.012335677367212285,
ANGPTL2,-0.051051795185621404,-0.08338757491165807,-0.11823552282861893,-0.20718394643882465,-0.03605837517534141,0.00546760491359364,-0.13703297992754263,-0.2104137858521528,-0.005985382384292038,-0.025862473664223323
LRIG2,0.07566064740578513,0.05311301877693501,-0.01110871288035437,-0.09959223703287476,-0.022285442095028488,-0.011272721506569194,0.0896264291786952,-0.04426621784257656,0.01981471641970981,0.04557165298186915
ICOSLG,-0.012249797209906238,-0.030388613698705595,0.0007661713941121496,-0.13245834869942755,0.030277040356506534,-0.03617521198922573,-0.1012553474091285,-0.10364579332362317,-0.017892267738298422,-0.01242262148716397
WIF1,0.006095365500420577,0.14012656767962542,0.1008218646949946,0.3424549958142965,0.06146086267662336,0.060822890949399,0.16619661380183923,0.2511651559173869,0.05370331721401126,0.03426546113583779
NPPC,0.07286287448531478,0.07157555814725151,0.07332318402516734,0.06483253030706546,0.048712636362128976,0.014249555972055827,0.032510799614956266,-0.15153080215090486,0.14119961471791576,0.05158351868574494
LYZ,-0.08664382300954646,-0.12240184911067367,-0.0107271414579548,-0.1902559790015204,0.010362787784828374,-0.04461053038598823,-0.1453260684690882,-0.05274936748019936,-0.054326938677189844,-0.06357871433472857
EREG,,-0.06019029408573129,,,,,-0.00013120892403200644,,-0.06113731471408127,
SPTAN1,0.0667720495380841,0.13358301291290722,0.12591873812530072,0.22198915785886925,0.06909435703670123,0.0067512567974049855,0.24189313633267354,0.24974926559475547,0.11979462551451785,0.04773520112125946
LIPC,0.06624873967832347,-0.014855726925394719,0.00728727528253101,-0.08607136875812403,-0.04296564076541945,,0.007736516470010905,-0.053595717758112345,0.0042638438468789105,
COL8A1,-0.09130003893862201,-0.13178549817062724,-0.09576722649372603,-0.09628371145972138,-0.038270116261665585,0.01361873625474011,-0.13194070782547823,-0.17107378207056476,-0.04862560081378235,
GSTM2,-0.03841721942026922,-0.03339638205138984,0.06917309300401676,-0.04795472645643486,-0.0031191779114366435,0.012356367359887793,0.026419271289342558,-0.02199078056308889,-0.00332160128456546,
SPX,0.0887520334052352,0.23450994843928685,0.035043597558335846,0.16540276845650329,0.1215598926121855,-0.014468230443186089,0.1454295625103623,0.23732443937652964,0.0561926171437751,-0.08772876559316148
MFGE8,-0.1052501871830067,0.1054639726198698,-0.01389784304869181,-0.11258388335903292,-0.08771367028618371,-0.06530536947702856,0.08272337361745527,-0.10903778837502896,-0.020665857754134292,0.03508355443780766
TGFA,0.09246614178505111,-0.08413179621532367,-0.05348861855601952,-0.15243092262949134,-0.06717165492384307,-0.014209155866055784,-0.07002466449471761,-0.12881559636844697,-0.02426844416138997,-0.05787910163712067
SLIT2,-0.010145514594508246,0.08382684151837334,0.12528474946494417,0.16527792957292,0.14615730332859095,-0.0364471768554944,0.18323393318242034,0.25781916765326396,0.026798516823266193,0.0333851933986387
PLTP,-0.09978328501643394,-0.15253470184575627,-0.10412839002584356,-0.301798704214303,0.050653828403042535,-0.12239965867960795,-0.22865688565367787,-0.06548649764252774,0.0069738572703777965,0.009159192156109134
APOD,0.0054225708495668976,-0.032797450845532955,-0.03633655546800857,-0.32162483809606157,0.012688683798969544,-0.055984193425350735,-0.20797374528567844,0.08745392292459962,0.062226502253268035,-0.05286927430644657
B2M,-0.14781277568587428,-0.14610053975675288,-0.16589542762339632,-0.39525756603402246,0.005353353341814848,-0.1503880617994791,-0.2842443594009279,-0.30624438515424857,-0.0685007802105722,-0.0939866515012011
OMG,0.1366557452960042,0.14062229065955278,0.033829664573609065,0.03309931985469821,0.10700813113354088,0.03794326250451809,0.019905388796738515,0.1997287649646319,0.15848096265672149,-0.1322231917686389
CXCL3,-0.027203187886758212,-0.09087639573752004,,-0.045682527208245366,-0.05983855629764289,-0.01681154526927591,-0.03972930298111956,-0.024570922967271005,-0.09296277423017894,
CXCL10,0.005411202720125993,0.03177308572434284,0.045738043478051105,-0.24915838110513094,9.037583157249671e-05,-0.04184082489392151,-0.0012865102778975785,-0.039046170113081057,-0.006854959965101032,
RSPO3,0.020391412188436542,0.24981236522204264,0.1364937904532121,0.1249406599573284,0.0886589812860705,0.061199582495215135,0.09219954583797932,0.0026646518626168053,0.05589976724167521,0.16679384379584425
CORT,0.07148366335768264,0.16445196863718567,0.10117732358847122,0.1999503722464211,0.06225314356424008,-0.04664910743036849,-0.046034875228247424,0.05165782450132793,,0.10931604896914812
NCAN,0.049757590092426966,0.2185624410546232,-0.055705919931900216,-0.12872738948297255,-0.054726221336945616,0.017020108499742156,0.16260756919380603,-0.2651755938182145,0.2166181932021299,0.0016429072661396863
PRG4,-0.02130609948496587,0.05673078154420879,,-0.024467975445255374,-0.010032772937760785,,,-0.0300196531846241,-0.04058715146511652,
ZG16B,0.01669596732072414,,,0.02653247880081894,0.0019122885348475786,,,,-0.006040653999771881,
TGM2,-0.11162213567531852,-0.059284031202219235,-0.0010043366304399327,-0.12168033616554433,0.01092592635369429,0.03445351358259052,-0.05982616172157988,0.08822807209743744,0.017388333229916546,0.015493871449462873
VEGFC,-0.06300274572320068,0.02876115496731552,-0.04091141120896984,-0.005735375095951247,0.05002975801312171,0.0033951971208784995,-0.05726997148339618,-0.030636252654181986,-0.06879595031082997,
WNT6,-0.03172251777618785,0.0059017955371955,0.040928964468268374,-0.04866974181062404,-0.010643144395201865,,,-0.02673777427997466,0.014147507680983794,
NRG4,-0.004870702396227595,0.08212946625941923,0.07972230612991454,0.04187675914109361,-0.0116578816007778,-0.014176039043379347,0.13551777748553645,0.11948305359065929,0.08531460476781826,
PMCH,-0.014720995275345969,,,,-0.02298117054949172,,,,-0.02784753104760545,
COL9A1,-0.06681342181298382,-0.018234685375711476,-0.0987666151006468,-0.05120765165497096,0.004037198270109275,0.01122876730383384,0.0742096835491692,-0.0034560481725848654,-0.0673460372159112,-0.04067941427445119
GDF11,0.007737205507036826,0.032410522113142284,-0.03472080314904941,-0.15226303095384155,0.004469887097230863,-0.02309018148179606,-0.014950895095793984,-0.09259558019769042,-0.03782464677251867,-0.11547589205699328
IL24,,,,,,,,,-0.051724942324595624,
SORBS1,0.0015279807297651012,0.01520311379659352,-0.016417696318070357,-0.0015070633116541002,0.09280645569987289,-0.023314017174811213,-0.0700807043549412,0.03692382723545246,0.11605585118506673,-0.003961418566670176
DLL1,0.04595250196509945,0.02761426066321043,-0.05494579388738224,-0.061773848107675694,0.0167502355889256,0.018134387034595273,-0.012056835686332196,-0.08476410397723744,-0.035402868492356666,-0.08375094206270897
TLN1,-0.13045057131327295,-0.09877292362383056,-0.06862850277906729,-0.3171622518616253,-0.054908855075815305,-0.0006135416793651221,-0.1800021539031143,-0.24166505166996324,-0.05148982118570277,0.014193532829586556
COL2A1,0.028093905956673958,-0.026481594949289894,-0.004204258743752947,-0.045682542754515665,,,,-0.011205712250270323,-0.00650404900722637,
SHH,,-0.0558547026216487,0.047931300687018744,0.01997455969663789,-0.07959031266121239,0.021402186862399166,,0.09149918384654598,0.03299735486945369,
PON2,0.06163133532428677,-0.03236417565473596,-0.05920990012573141,-0.34006247887590346,-0.03926635466122771,-0.03664501070103552,-0.0894796884749938,-0.18412904319801615,0.05347757957708853,0.05063649160253414
ICAM5,0.01069187670195459,0.26607734873349864,0.06712597324777735,0.22011188087744094,0.09048264478346563,0.022352359642922634,0.1906388617058008,0.2054879735721913,0.09429374301519383,0.012634548550046013
HPX,0.020917258991566004,0.00908929755777757,0.0719058981518637,-0.06652329968770528,-0.030811240882564487,-0.0013450898780149195,,-0.054284730765944034,-0.008926069817691479,
SFRP2,-0.019190832841662994,,-0.063390696147455,0.021876871946391003,0.030553499711867896,0.04737303744839676,-0.08433048985458265,-0.02418639579279587,-0.04137359196396473,0.09715026983040218
CFC1,,,0.048659389669400054,,0.049701409853123865,,0.011416277649289252,,0.0542983125473057,
CD70,0.01558842267609037,,,,0.045517986975694515,,,,-0.08712361144053309,
HP,-0.007533249309924331,-0.07114698354015206,,-0.062382943708015705,0.011278475483659874,0.018164733666735874,-0.0881620166991296,-0.014652428354409629,-0.029161739339486955,
CXCL2,0.09557640053334604,-0.03186705220887731,-0.04375595878736884,-0.06853788515058339,-0.07920870802129337,0.08598562852280293,-0.07200060624681207,-0.03925313317160022,-0.06737358704530998,0.07235886278556447
NPPB,-0.033341515136328354,,,,-0.017301974563287744,,,-0.030636254882444494,,
CCK,0.2120843459658833,0.326267208969979,0.160261352689475,0.378364226836732,0.15127945832161468,0.1470769268306922,0.32464117238747103,0.3589793844798474,0.19459556410616063,0.08886557424856152
SEMA6A,0.05622841096091202,0.14322348264380863,-0.06598443242624238,-0.3019537859874831,-0.005259124470823158,-0.010185174921159683,-0.14981050644828783,-0.25421655669698273,0.0002636216105804612,-0.1450950698847855
IRAK4,0.003288346645154455,-0.02794049865211373,-0.07748122415331543,-0.181081524501719,-0.0012802136676531052,-0.00786548998518121,0.026300051032740183,-0.058263688249555315,0.009552195795161818,-0.0021095056996434576
GSTP1,0.03541051750502361,-0.11945037967033771,-0.1408195479748116,-0.3570203865998081,0.010967510418095457,-0.06583502999747196,-0.21358267595973016,-0.1952299489469079,-0.02382610860149557,-0.00897319102519407
VCAM1,-0.06340793512856674,-0.13426577746857635,-0.072626924892469,-0.29725336738883745,0.084732328220856,-0.09143780706475933,-0.09437709761660093,-0.0828838363457026,-0.045987986804527,0.028954920678456245
NXPH3,0.004938554855806205,0.013593367303485902,-0.04026730432103754,-0.07170691451587746,-0.005888549431579283,0.011783701562828057,0.06786451877891038,0.013862924749931078,-0.014819202383102826,0.0037960089426094593
MTMR4,0.05130700581225206,0.03200701495413661,0.06967725307530791,-0.040567010031339126,0.010030312166064377,0.03446840557654864,0.1204913067911925,0.14069768994689888,0.05249989654199918,-0.0085273860568832
LAMC2,-0.022904030487820467,,-0.003563499414050872,,-0.02178125569448417,,,,-0.03732959888139932,
IL10,-0.05466131565946677,-0.003197136852894861,,-0.059945695900824096,-0.06810251693660105,,-0.11288517973967742,-0.027423803696208112,-0.07422849140173282,
SEMA4D,0.02997682740875613,0.07775098428686683,-0.038304376565113145,0.07422739586132221,0.02958264109127744,-0.0046566114009323,-0.11627147530662495,-0.02694651171420933,0.0015002050460782065,-0.09894434732079961
TRH,-0.10976866060876238,0.028620161559759726,-0.0439421391124762,-0.0004222351165979718,-0.05739710987148088,,0.1427378956289282,-0.1132336774160648,0.04596288944175143,
SEMA6D,0.07474515735707618,0.1257138607819273,-0.13029253367761368,-0.20931106076601383,0.00949276135605399,0.024938471872755413,0.07237898822653763,-0.16243892504492427,-0.0011174249993962306,-0.042716823611798
CEL,,0.0393130413394261,,,,,,,-0.008293721097398139,
PDCD1LG2,0.031537959023448865,-0.032222262388818236,-0.04137022064008221,-0.06765851645772858,0.0004868971452316055,-0.023845440711613115,-0.07620382294286013,-0.046911673612459924,-0.046734287654535155,
SPINT1,0.008874623992017088,0.09904384489709174,-0.053509867853540304,-0.09644548675034828,-0.023186266751437843,0.028095615582507477,-0.0716765645755287,0.003801913638041544,0.047315187212361845,
CTHRC1,-0.05273085161675233,0.04008647708562368,-0.12590786925997355,-0.15747448517956744,-0.011528387046544354,0.04206800375056556,-0.08290920703490459,-0.1052860215177195,-0.008005642946405624,-0.04725453726776056
PODXL,-0.09509039907428835,-0.11069219825172652,-0.07602743730067711,-0.22679564425070514,-0.10676768002475621,0.02234144969274508,0.12072093287073853,-0.010705759772734115,-0.004331854375929136,-0.038759779133822066
JAM3,0.024343830665234815,-0.09441955841069147,-0.04987789927012938,-0.325919566590648,-0.045277146151421886,-0.009729886813630908,-0.190691399397,-0.1998012241515831,0.032896366595004514,-0.03608390580200903
TGFB2,-0.034931492602282815,0.15921187155563643,0.03673671462486509,-0.2706363761935236,0.016048554773513378,0.018320664263561014,-0.005764380192862213,-0.12838132009455872,0.07791839081347134,-0.025816832160013167
COL18A1,-0.08760325518894864,0.04128910011373327,-0.10602357561427003,-0.20165675729460264,-0.0901939268375368,0.008017147860545883,-0.12563835685065045,-0.08988487983518569,-0.0033279650215586615,-0.01842337840229934
NODAL,-0.006946347618602543,-0.02094568241463129,0.0202333962696592,-0.1203891734204158,,,,0.0013417802250054916,0.05409928501423374,
INHBB,-0.017289652844724553,0.026151534140051728,0.025990611784957134,-0.13482692375707073,0.026003173083639187,0.005958801771005901,-0.020669120215179224,-0.14022714465100442,-0.03133080294430197,-0.04862830742374285
LCN1,0.008120009895040694,,,-0.018751697735034656,,,,,0.02264915903519795,
ARF4,-0.07391557177292483,-0.1351493494464136,-0.015255908892271538,-0.179737154417803,-0.07704874452314266,0.00772379174933839,-0.07771591564987083,-0.18230239325973743,-0.09432239378845486,0.06720546431632027
CXCL14,-0.032542236008129305,0.28452144826882375,0.07832160938184249,0.1168504074730317,-0.07677598395537173,0.019554433420522096,-0.006171225551794908,0.17671822240071658,0.022379260770238264,0.0979458722295206
LIF,-0.06391017608511043,-0.09712863052121055,-0.05219186246131105,-0.07081052728810991,-0.07227919433641392,0.02864738576548581,-0.004222561047085006,-0.05073731234950403,-0.13793163076790266,
IL17B,,,,-0.0662077129825068,,,,,0.055084921785179174,
MMP1,0.02107593272443127,-0.0260598914850364,,,,,,,-0.05009897695506172,
MATN1,-0.043866662907012494,,0.08977341660186625,0.037451726050334005,-0.017519273796425674,,,-0.02494452819215233,-0.03871401809191188,
ADAM28,-0.08814189796096623,-0.031137412235931868,0.009561507104702,-0.13604146105143922,0.04962666046972116,-0.04308943277205638,-0.11266021706013947,-0.03839543057680805,-0.0545308372029189,-0.08401132186206263
TCN2,-0.09053590696797728,0.09037947033245944,-0.00982695889525144,-0.16390461103363088,-0.03585881000287086,0.003961741384020487,-0.10828419164043271,0.020104148159959485,-0.02403740498238959,-0.044162730090697835
THPO,0.03595390275033246,,0.031426216278109396,0.00798843334600606,0.012180421504165689,0.013314401156322023,0.11416737477543724,-0.010404835101560459,-0.0734188367087145,
CUBN,-0.017786842978960844,0.001087163230585821,-0.01164618274956394,-0.07441883512039958,0.0012672897058206962,0.02756151772943804,-0.033474625640541884,-0.023278075954114616,-0.04473863883091259,
TIMP3,0.04568301493981694,0.18904782714911583,-0.038701833664009276,-0.20347420322378332,0.008877452008467101,-0.01587430644757003,0.05899433715575947,0.005736383982000363,-0.002916807124059262,-0.097942096345748
PIGF,0.044592842782731124,-0.01506821265994399,-0.06520867366061613,-0.18207136069296698,0.009185308002189144,0.0661680786446823,0.012827834788588016,-0.07270600376007486,-0.1289478102006499,0.16184305527280402
CRH,-0.03049833574911508,0.2524649609574781,-0.010583905275837512,0.11784162104855392,0.06428878466121422,0.021089783957161625,0.12300801678938808,0.04690375116956357,0.02781921072080618,-0.04725450322404163
BDNF,-0.029362820387080404,0.10606984475143298,0.03351105844188144,0.328282311851712,-0.048787781494294816,0.012821261761081788,0.0515491031997845,0.0365485985855932,-0.1343803443012303,0.06128468518397599
CCL5,-0.04549377687568803,-0.017371789187132013,-0.03166627384414262,-0.0910025541345679,-0.028344442075840363,-0.05284125073464617,-0.021026900493408125,0.007716989310009173,-0.01715660567131008,
GAD1,0.03082607643358641,0.30490576179758805,0.13190181151110542,0.34208289829285626,0.1306973211762945,0.08308820359022946,0.20271393754371403,0.33317869147075857,0.1394585746629708,0.03374412509739979
COL14A1,-0.05000398097560218,-0.024256411055650233,-0.02591499561917185,-0.0711157121311222,0.03935518050495515,-0.03476907766460014,-0.12401667822340313,-0.0649014178334401,-0.008067600127112022,
HLA-A,-0.12416654129001564,-0.2479429246713457,-0.12741661820733732,-0.34080951660666015,-0.09063347006752186,-0.07812426546611428,-0.27811884787293517,-0.2932309017714765,-0.04345715446230657,-0.0582414150512959
CD5L,0.014926509502174994,,,,,,0.09469380019534024,,,
FGF18,-0.03541830166596336,-0.015910611705741595,0.004040583043052846,,-0.018772592078321253,,,,-0.02883452494388058,
ADM,-0.0365758666396793,-0.12431617875772023,-0.010233666444176136,-0.13594156745695357,-0.09090866483468982,-0.010713735357657534,0.008417370082162062,-0.22344360542023647,-0.12182041992791813,0.13135849898147894
CCL15,0.0837959967422102,,,,,-0.000580452175449007,,,,
GNAI2,-0.10745208433962591,-0.08495583645156983,-0.1597774767345004,-0.35473671899014486,-0.029241298844249402,-0.06933015166725126,-0.20845605221941055,-0.17354055223796552,-0.02241836730729331,-0.10672002288781493
HDC,,,,-0.13121174787672416,,-0.03866680695772936,,,-0.03762381818441025,
COL11A1,-0.03836745192126336,-0.0886599684218498,-0.13960535249279132,0.07860129187322162,-0.035853578179168,-0.02854597452041824,0.05335084285696322,-0.04456867732166799,-0.03561593074810162,-0.042952551931232534
NUCB2,0.00746078325146572,-0.037944922869114765,-0.03848124956989272,-0.03166656944076889,-0.029135193530339734,-0.04807145580969208,0.10509294354252399,-0.007358512340811961,0.011590496464899189,0.06665147146826989
FGF16,,,,,,,,,0.0585243901861582,
CXCL1,0.06190735365077111,0.03592200121065446,,-0.05125293452979222,-0.016601335007984046,-0.01912592672457574,-0.06510233565257594,0.008749811728499679,-0.07004346633294779,-0.028821672016270332
VCAN,-0.02326987257881958,-0.11613887721771826,-0.13464151253671186,-0.28910027111736886,-0.03515439624116044,-0.017552160596685785,-0.04468550322059416,-0.2738524634660914,-0.004236781272534091,-0.06833985954183133
MMP7,-0.07119632130350696,,0.024140196016448043,-0.015370315836576302,-0.017301974468756202,0.02431266388936404,-0.04318216964106186,-0.03855431405746838,-0.058118243464363395,
PTPN6,-0.08201714354281091,0.016702291680311517,-0.0607221125602119,-0.12510904021130104,-0.0169759434881459,-0.022421281711503198,-0.048356476747225936,-0.047264021379291185,-0.02502085726851223,0.0317367088089812
PTGS2,-0.05544052033580982,-0.106224771557929,0.045077565743409355,0.33354685733318723,0.018721326036650995,-0.046503507998365,-0.016667869548381162,-0.024450730639152044,-0.08072658923924197,0.08908170601380883
XCL1,0.0745436232725683,-0.02770994589117289,,,-0.028417845686073716,,0.04067068225523316,,-0.03043022933658711,
CD58,0.031832279756928754,0.013053378680955012,-0.0021342784985933115,-0.27808674000279593,0.008504380391390488,-0.03558798132088989,-0.017395025799599766,-0.09036180502689185,-0.022796924277711326,0.11320514513414369
