,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
MIA,-0.025833214405150854,-0.008227128096452384,-0.0232964240362785,0.03766848209576809,-0.06009048210164028,0.15358673110237822,0.038658008016083704,-0.0244021797081495,-0.00419550017597246,,0.07854862757782051,0.0999483618859452,0.003304269608389578,-0.029547810027540096,0.06594310825800273,0.1285747817353279,0.08767265077037949,0.02334270345264731,,-0.004516081900874867,
COL4A4,0.018750536472925048,0.022471341622992955,-0.02159992934439216,-0.02389745021775377,0.016216035712260036,-0.017696426222805026,-0.013463861657263088,-0.024896935488215578,0.024066111078319363,,0.007018567755949793,,-0.045738893614413044,0.057656592941374374,-0.0014914658159255988,-0.02473809894867592,-0.01206180245217286,0.017521411668718637,,-0.009267452715946239,
TAC1,-0.01973636566417123,-0.03457443879905562,-0.03291694557476737,0.07649649922250695,0.06881863970203911,-0.02101821322667263,-0.07833763804758359,-0.014344253581723887,-0.00656953341745088,-0.05614194415394167,-0.046744844556539565,,,,,,,-0.001904418307020189,-0.02210561074348662,-0.042332835079454366,0.014490059223844
RARRES2,-0.058287252274426965,-0.05484658913364906,0.02487154389164011,0.05417151755302554,-0.0790481576293392,0.021851621201932105,0.11882732615589821,0.06291482897218709,-0.016765574042801757,-0.0327301464364364,-0.006979607252771518,-0.1014518981564726,-0.08037268813300916,0.06171388530365697,0.02713264117168247,-0.048879687099481574,0.010018501983316282,0.013284166802530402,-0.05009831675442,0.024682372911181548,-0.06741127071102695
FGF7,0.043980513618417275,,0.017477572658364138,-0.004533807262883981,0.08769834817649301,0.06601331906831684,-0.03880064306911124,-0.030277250528139146,0.054098059951003974,0.038766668960374,0.06806383607448414,0.16256326146698794,0.025873872438249568,-0.0004874186401840119,0.054933792674792974,-0.01694005420112125,-0.004238476727628288,-0.009896746741814875,0.038798215824084326,0.039427192810138546,0.13185943586781795
EFNA2,,,,,,,,,,,,,,,,0.007487061861397244,,,,,
HBEGF,0.06943732309695702,0.07646425234913298,0.032739814988034056,-0.02100934622708035,-0.10924480769338611,0.05722560073568005,0.060656211162006674,-0.008815965578611374,0.036544200626531784,0.1420281940075437,0.043885910105010695,0.022237982210647395,-0.015558925981894015,0.08022752336014516,0.03497691674077566,-0.004702459743320899,-0.06486388719633103,-0.02147424789342735,-0.04768372901312628,-0.003000078231814425,-0.06239284273263846
CSF3,,,,0.0063498141156487905,-0.06411819755715396,,0.02225311798049032,,,,,,,,0.0097913096371354,-0.11817129997473468,,0.002271605500091036,-0.028438954072326123,-0.02490094872258777,
PI3,,-0.0041872874373278975,,0.02039849776265112,-0.07222392555571766,,0.0037040289721915537,,,,,,,,-0.06498304674069044,-0.18476932282134179,0.024298938470687852,0.031862205834570737,,-0.007721885852221543,
PCSK1N,-0.053384819297367395,-0.04318381872151668,0.004511831557637999,0.01730611293225924,-0.004272752106468808,-0.021257777629390903,-0.03444097923513566,-0.019145544504951,-0.04796570066811105,-0.04073659867074386,-0.01992736876625182,0.027952643050463574,0.015251686570131774,0.0016194082273550952,0.04957466723749089,0.05573148037914234,0.08246864418621751,0.04186350542817118,-0.06613218554090462,-0.06768464826178346,0.018598199371319797
NTS,,,,,-0.017474734364144963,-0.021603315645290007,0.016446634337898558,0.02088740647295211,0.01721984403010061,-0.03077572930988755,,,,,0.0010671883367881366,-0.003769195835478599,,0.040984646900459026,,,
SFRP1,0.03516439799079322,0.0005340777075274225,0.07021146554638374,-0.0021153751438578983,-0.026859783053060454,0.051643032468299106,-0.025194706620138608,0.03396713663678981,0.0074723392807164,0.10475638790956321,-0.0028196913222052105,-0.06463299348175595,-0.05300187227804914,-0.03319120172436386,-0.006900609933787964,0.03352469617325797,0.022756577221251687,0.04594681197966999,0.04145395251137807,0.010237814554602367,-0.0011232780832808595
CXCL13,,,0.001210824361766727,,-0.012400481012547752,,,,,,,,,,-0.029387726535146333,-0.05384772385825829,,0.007429999849563363,,-0.031469120248431875,
MICA,0.013919433224803648,0.046499124344806096,0.04970709085983835,-0.06923140805828998,-0.025783834150887475,-0.01970733291459379,0.06584906512545435,-0.02957394151042122,0.018742790438782894,0.038239998374143255,0.0021675425854740323,0.06262872890844999,0.09042778976033582,0.05863275473744423,0.006381730545694335,0.0779955678605573,0.10182784915077121,-0.03756298517004743,0.12440377657682028,-0.03425542609261592,-0.03902720441798049
TG,-0.022857123587137967,-0.024891917344206566,0.006256155233980422,-0.02767393956431306,0.03498461735125614,-0.024935921175450095,0.02993692831215125,0.003167705594446544,-0.022625680114767354,,-0.015664787552210808,0.004307811814915093,-0.032319693996226695,0.0677949522191547,0.10555713801356721,-0.006408591963876773,,0.0702254726449057,,-0.00597787480459614,
ADA,-0.00675115444880128,0.046382980167546446,0.020941638844886635,0.014909893195610176,-0.022056526649220226,0.0851714034289473,0.07443682572215501,-0.054232275064060136,-0.019680087778427897,-0.027286843963456344,0.02506140489693639,0.04472440054779402,-0.07414055383232317,0.03539449142872087,-0.03613632389232525,0.11800033150178307,0.02766633478295554,0.0037895591512141376,0.03177924447456338,0.02474706413838658,0.04687582988391279
LAMC3,0.001835117430216558,0.07869663551508141,-0.010092124602429323,0.02701915590236154,0.016408381404241834,0.046857202655469186,0.12301460261807415,-0.062447266099738996,-0.03089194517269317,-0.010717930186829342,0.03537887548878838,0.1190463779738113,-0.036212811146587705,0.08015517136324848,0.02993061445793314,0.06908871550290258,0.1057710831159941,-0.047104545252126206,0.020281396705730162,-0.025567582641893048,-0.057406719142441456
CCL7,,-0.01690916590593718,,-0.02000821408953409,-0.035291068039447065,,,,,,,,,,-0.02692670164678276,,,,,-0.03105905662432835,
NGF,,0.05385258002953927,,0.03706306419219393,0.09358625020340332,-0.023795557039941566,,,,-0.030775749573663365,,,0.08688874443657525,0.10054579211145377,0.09676602992660471,0.006814216455041921,,-0.014434220584511468,,0.04086314338161219,
TNFSF15,,,,-0.008825085583119166,0.12799391285858402,-0.016237397970732877,,,,,,-0.005802264262823939,0.12402247454033433,0.11601966635235669,0.042425227775580825,,,-0.0024129348697827786,,-0.04293771463970547,
HMGB1,0.048091068832183316,0.005003153646802976,0.04676983114975948,0.007839148601847284,0.0885108995998362,0.04666208468171649,0.07444038236192883,0.01727976658789283,0.030783447306449586,-0.007138703194225562,0.02291642358047322,0.005496977324263776,-0.0011373731481209063,-0.051333180888391686,-0.04931380121283814,-0.057714736407129735,-0.027016241740151922,0.023154265558535128,0.01260904432584107,-0.01250450348970312,0.042028797347354374
ITGB3BP,-0.04572999055668919,0.003035204938685298,-0.012432543718252906,0.06874119174287624,9.46196507277593e-05,0.05628988525582312,0.07274671672573801,0.027674407616339575,-0.017065056083706457,0.06542805887360348,-0.05002560197493634,-0.020320340194912356,0.0002876650946103344,-0.0009335108922772495,-0.01949433733339367,-0.005060197809180139,0.006633841185177652,0.006777945025804033,-0.04132778846966504,0.021193435483089443,0.020608740760020467
AANAT,,0.004368620229735877,,-0.020272637226869478,-0.023544140391757337,,-0.026418091552396432,0.07909049403905898,-0.02608098388789277,-0.009439992037712945,-0.010645194738872732,,,0.0009792239956417563,-0.02362231511503928,0.011994022597311723,0.06200619413083538,,,-0.023689011313214204,
RELN,-0.01894916144527949,-0.011145026530464376,0.016978144681103455,0.03258736939687052,0.07736763425098771,-0.02293892610056663,-0.02629286139518078,-0.008699914370423717,0.015864214923585574,-0.019956931498931362,-0.02489161994074984,,-0.05099348832164244,,,,-0.012991478206617533,-0.0247337030742252,0.02742117028818577,0.021359615956858917,-0.012332520289304132
IL15,0.027097208178054766,0.05484134247234186,-0.04139882247430131,0.009045604537586543,-0.019623909071040446,-0.020559103548542835,0.061573440553327564,-0.01006775601318877,-0.0024970919725529773,0.0005802365133282683,0.07425710976451874,0.013375340055607024,-0.038237229586971,0.022156032517820504,-0.04327704913678137,0.03345504898156656,0.05266877708171088,-0.002013734950320403,0.003114305287089853,0.042715375104391634,
UTS2,,,,,,,0.08109669016833364,,,,,0.003387516613821089,,,0.11003268221509818,,,,,,
BSG,-0.0730825656906467,-0.021657872503883575,-0.021578275378358,-0.03921061031017933,-0.0015653997218676096,0.021830369240726535,0.011660292421467773,-0.05223071213189942,-0.0030941803731161658,-0.045223501988431176,0.009867649531823538,0.015621464739580029,-0.00673970611070084,0.05275451476803178,0.018797869366333275,-0.020176389014920002,0.14816975597561882,-0.06272508119696386,0.05466807263787924,-0.0679242101180031,0.058159386559902625
ADAMTS3,-0.0479252422372452,0.03110518993400532,0.06865992662418734,0.02772874097573761,-0.004454960673862363,-0.010660117395348894,0.07406494508502318,-0.03446605398496428,-0.017020443812695834,0.0039412544090931655,-0.02775308326427907,0.07739750024700952,,-0.03082842122304906,0.06983283274567473,0.04962815198168911,0.08896915415720127,0.035292216688377,0.023159323218810673,0.06215258972814056,
CD34,-0.02437838913484266,0.04381198948100842,-0.010586549898541854,-0.012659301187288724,-0.0015701788080332202,0.05036997071571907,0.045329295163690816,0.05166952541479072,0.05212525316337372,-0.012923233343065289,0.11747155962455116,0.08724504330012958,-0.14468956011756093,0.07882520015628704,0.03095976577729572,0.1266866416215921,0.08930832526518943,-0.04687163139408282,0.07921978368173561,0.017048051720136796,-0.05947984417087571
CCL23,,,,,,,0.009124083794663262,,,,,0.0572771928537941,,,,,,,,,
PLAT,-0.01999217289957707,0.011469191647452687,0.0038095140123974216,0.04874664146636447,-0.07625819684823545,0.06352889212296743,0.08864396700688945,0.005660928768096228,-0.005075580485043804,-0.02159615182370235,-0.007594009751345886,0.06247908132915691,-0.09504041793656999,0.11013908112371934,0.07657811848281804,0.12452316333486645,0.19321787029547058,0.032760460598036216,-0.07874528627791781,-0.0683980608406237,-0.023066673119543853
NTF3,,,,,,,,,-0.02853133387742244,,,,,,-0.023660696925699748,0.08083722564477738,,0.005727090475140027,,,
LTA,,,0.017866198688299577,-0.02564399942727683,,,,-0.017912729117812713,,,-0.029604348915140227,,,,,,,,,,
CKLF,-0.0003336605335211589,0.014844928071225142,-0.019622812073342346,0.06278944418151151,-0.0035484665464897737,0.030995745157955976,0.14559105821620288,0.04398661867483367,0.010436971586306064,0.023092753892790207,0.02188306360110689,0.06805863256011155,0.00275835680240343,0.105543452347803,0.061382711339529036,0.10989174024433236,0.03497144051694366,-0.014319194815552957,0.09608717857549262,0.048261413353184006,0.019132819134053902
CD24,0.04327162042783014,0.0006708733485025537,0.06059182052828618,0.026200610607595754,0.12075088184881874,0.09875629562539381,0.007257426180380842,0.05053058413398005,0.09577452090914526,-0.02628686809251288,0.03723923982649281,0.1267758114041225,-0.0583239622422028,0.024960135266449475,0.009337043917916017,0.07610438700157263,0.012686838850854344,0.037644258246763714,-0.018868782648520387,-0.002229428233038009,0.2214486239993597
HSP90AA1,0.03081151133855146,-0.041206365258176794,0.03474548205308288,-0.0345128844505709,0.09260574748974075,-0.04594041121169763,-0.08037392123686311,0.026834709554241207,0.0024431428232611647,-0.011947595455200929,0.03764884286625784,-0.03004808618697761,-0.033409957965660604,-0.055582384619144214,-0.06609964479028448,-0.16104965264865964,0.022710845660192856,-0.03586353604371963,0.07184800653870743,0.018128802839829396,-0.026727914052212264
BMP4,-0.023523298462886463,-0.007399577236691416,0.0011493088355296465,0.0004367984046729675,-0.005830047267332506,0.07851307870762834,0.02833653723873534,0.07204654802343637,0.004251889493952438,-0.03439809019883733,-0.025225962943868595,0.04856054722527346,0.004843949428343711,0.017547026552691757,0.11415871578833514,0.06962458273782347,0.07329445749807811,0.01880150895800442,,0.028072534115641652,
SCGB3A1,,-0.01690916421504318,,,-0.02803816469181372,-0.02624405929446766,,,-0.02199956499944193,0.028831621817342834,-0.02065752317184408,0.16255905001170406,0.01805063936009455,,0.08731736150420473,-0.005785301543945189,,0.07892845285724935,,-0.04760320557072077,
IGFBP4,-0.05521649408873747,0.0738447988992227,0.04626931766725887,-0.028781718454211284,-0.08104348668852414,0.06106716477993918,0.08039131849062148,0.007199917408885129,-0.015282219878167648,0.0008220106078526611,0.050608362833206265,0.05082593873791621,-0.09269329903731034,0.09372716196510304,0.028420902051279597,-0.021802880361098124,0.14117898405756352,-0.005888968760022745,0.020814534986800793,-0.07293361292919877,0.018828349795429664
RSPO4,,,0.009858216156883905,-0.008753404479250654,-0.03236059980278402,,,-0.032420876281442385,0.003737728375070302,,-0.0067654955106898566,,0.015800106582800424,,,,,-0.0033096564794276788,,0.056186666057218726,
LEFTY2,0.12068179412306133,0.11333040416324783,0.028182806595894082,0.018207429918093525,0.01060219579966067,0.09962134667951375,0.12275977396065856,-0.032279683681376015,0.026179747440273193,0.22063049546335586,0.0597979560809919,0.11396141155227797,,-0.03290142724312748,-0.022857720489952514,0.011139522215611684,0.08127019473009425,-0.038945712310422126,0.19742695875869495,-0.04539410522725549,
PF4,,-0.017540543555220712,0.006511545596713449,-0.01745677260779655,,,,,,,,,,,,-0.023562928827353034,,,,-0.02339957006192227,
ANGPTL2,0.07041523854590823,0.026704225012655267,0.0037817523769638883,0.019482254539321325,-0.004746688945877777,0.10652128588940854,0.10143594747951254,0.06745249968323343,0.04308896717894482,-0.007076736216696469,0.059708184086870175,0.0037947839594777307,0.09400339202600701,0.05102339268080105,0.021960334065553363,0.11468300786983623,0.02062774881606291,-0.0626358756100902,-0.004905341176090573,-0.12084845043398347,-0.019949049822474262
LRIG2,-0.022793433724954258,0.009386830912318553,0.03439831283728908,0.0029339390243049487,-0.06950497961540267,0.052072680935788984,0.04375527571731725,0.006109559733344173,0.0011961630913054557,0.03492110094625206,-0.030319651385115394,-0.04700308520689142,-0.05599846201515425,0.04064548173153201,-0.05533634863618109,0.06288316577063265,0.14432139717271622,0.05267181923900188,0.07242323556680512,-0.005698712256530393,0.0032882981005815963
ICOSLG,0.03902483320845802,-0.002606533377892234,0.036922765498609275,-0.0002011753813894302,-0.016607570501972282,0.05663585173308457,0.12699717138123753,0.04496840744274046,-0.034062259210857114,0.11153282181380501,-0.011305546218558176,0.11314840908529625,-0.030343529872469757,0.0071733705272775715,-0.015692444830157238,0.14513381092442393,0.025051750524434754,-0.011667928930099339,-0.051809584417169686,0.04422675690355724,-0.04973123914159503
WIF1,,-0.03156136106391741,,,0.06710435800373156,-0.0275672164230531,-0.031092218704840222,0.03347306690688297,0.04544180305314973,-0.05494632585013021,-0.02200532021512366,,,,,,,0.002397542994721632,-0.030607496134473722,0.031895334391726246,-0.010055418149529002
NPPC,-0.07311819906269258,0.01350889035000262,,-0.02707975926698585,-0.01793323638615785,0.04868028734158069,-0.013209738217603084,0.0502355724627822,0.016684723747097303,-0.01569605277759385,0.04157636280232493,0.011885033630796918,0.06386837839418201,-0.030828362015220045,0.037678565667876085,-0.03535538233106657,0.13205953129404066,0.0037678743570639084,-0.031673757256346795,-0.03670104547284285,0.019253140065165493
LYZ,0.0382863293168573,0.03607341957118386,-0.03448330044338137,0.03084460108640542,-0.07277831370188616,-0.03152515384750701,0.08708552007517627,0.00839216842693656,0.039928489201464905,0.0177589912123875,0.007210622689049629,0.10473262981062031,-0.04151087685526475,0.0064528476432206385,-0.02876003201499344,0.027285785148915862,0.09177543258411937,2.7246305275800223e-05,0.030610959023832564,-0.03249350370103376,-0.06519658228161031
EREG,,,,,-0.045539042105644946,,,,,0.004340089415791191,,,,,0.03876988523102358,-0.052534964607893087,,0.0767345242832224,,-0.026939836861196817,
SPTAN1,-0.052708792262564724,0.007998438583192142,-0.025996134919378702,-0.0019798737952829077,0.060787359691943064,0.0020960878308058078,-0.021307311575017137,0.04629338533977936,-0.019827308016854762,-0.0891531822428538,-0.06671075307709709,0.030640300633167944,-0.025711329662492035,0.016487366897683525,0.008226198923086639,0.10557537603760409,0.037188251963526785,-0.03041215348712375,0.00562323455595714,-0.037734826933348085,0.07777620790017914
PTH2,,,,,,,,,,,,,,,,,,-0.045543871998779885,,,
LIPC,0.020485870763110342,-0.005586478525320565,0.03887555702967814,-0.021890761590891913,-0.0313303868591142,0.016626133221483798,-0.022920677760517993,-0.03537877988766637,,-0.027334699998440192,0.05862472828179605,-0.036629269259204005,0.04724880488169774,-0.029637233451820642,,,0.03466674497558934,,,-0.022821079084321228,
COL8A1,0.03622852911257286,0.08557519831695186,0.07523320395481813,-0.002149257546165708,-0.024835745669522777,0.11966399529458967,0.02698610788075811,-0.015375429774307468,0.011715815949891484,0.000673294921855013,0.046907428544415944,0.08963600179848814,-0.05241918629447306,0.012446960507882182,0.10950143723738205,0.05539515023855961,0.12124520676229825,0.00082902566651882,0.035697072668873245,-0.012661350951886158,
GSTM2,-0.025248187976953114,-0.050369093461360065,0.03574087341730223,0.02825533334750685,-0.029944003018398998,-0.017385490387272013,0.0154386985565605,-0.028536182396624962,0.003923797937773119,0.020721524283476414,-0.011259834943112064,0.022457680224117413,-0.11729807196950735,0.06301532846858496,0.008844813387664798,0.05297076454126319,0.008313927292071983,0.058673428992764634,-0.053927810798539325,-0.0016505945297385376,
SPX,0.06365071894927893,-0.024958994342732944,0.1010458601459482,0.0538535416864849,0.10718721575120539,-0.05181187669961867,-0.06665880577005089,0.040225293736843505,0.04220305142325516,0.07610829702802066,-0.019791503334279165,0.05949964327289383,,-0.02848042068630939,0.038736034283724186,-0.0011781498577129758,-0.0448806513117419,0.016927159167799532,0.01921142110069343,0.019805329518947007,0.04224601296568936
MFGE8,-0.06796307821371342,0.023813687876532017,0.022277811073518804,0.04070605576238362,0.036299837545528506,0.05444846686409513,0.07531182079854852,-0.004256994016295315,-0.008521362891478567,-0.10900866176472171,0.10945988925749534,0.031149081334775668,-0.08875861197497817,0.1122994712336032,0.09950258187545315,-0.012624508743113308,0.1603875521044079,-0.026733975257774927,-0.034348063320148954,0.0026825662010681473,0.041848545824868175
TGFA,0.01856800203634731,-0.027327782161722915,0.020487415181299182,0.00816479726924461,-0.04290820009261114,0.04314605804042831,0.06353428970522704,-0.01433642954039893,0.031313490538922385,0.03348627416475862,0.010919765079414903,0.06472756895133727,0.13560062888127394,0.02018599858703441,0.11182406627026693,0.09988356009401154,-0.07002160055214408,0.05905970500053199,0.0461431872620467,0.09321035282975514,0.09388720564936731
SLIT2,-0.004178476190285658,0.0764550253924995,0.010096960042319537,-0.005821668729761251,0.006360445170613587,0.04793306043437727,-0.04185368084693855,-0.014915376428345414,0.03369302611947519,-0.03863452485729236,-0.028838399813813507,0.08730793572145053,-0.028681309097264678,-0.03486415106123756,-0.021618077682533616,0.026362575322709587,-0.06235093225415069,0.027097749362939686,-0.0074770760243556495,-0.03529370536888999,-0.03969397005484374
PLTP,-0.09824658689535971,-0.008787862063103332,-0.016287307169996348,-0.03773066802055914,-0.0698784862883553,0.028752919674880292,0.12881864275623736,-0.00554567661999473,0.07696197735344802,0.03110050627448726,0.03136094352771566,0.05505180672920388,-0.046012787321512046,-0.008573904964838472,0.008699565150339966,0.0051626372286537785,0.08547389088151083,-0.018509122229095946,0.15979058358837148,0.013730004433643903,-0.04346226749906219
APOD,0.10045037834086765,-0.059987950918989764,-0.06477064685104013,0.0267673462169337,0.044254341377682645,-0.01416540915568934,0.007247151043692692,-0.00016770608708444203,-0.01842539761374318,0.03809309013518651,-0.014167889531733846,0.043062384274076694,-0.04180671270679857,-0.10325745762877077,0.02673889231875695,0.11956462306586758,-0.09806754371644463,-0.03342848417231421,-0.02151443798310316,-0.042860409302361714,-0.033962193414970886
B2M,-0.08829273160027502,0.10454304372444208,-0.05533221566940962,0.03556678757693018,-0.08830598928744995,0.07866290969029428,0.15739399669617832,0.10244975004834674,0.05162515797231698,0.027145318623293543,0.0799933431877291,0.14783731361482264,-0.08611454305899167,-0.06003034078765255,0.03030296953830264,0.07736425483750725,0.09097713779811067,-0.0019273580587453906,0.05559160615023492,-0.00487863676383884,0.03182548110493069
OMG,0.07153605586633462,-0.050454789410606424,-0.03835452836015175,0.022766372883512447,0.08937779636801824,0.02054299919248051,-0.0753070059494739,-0.00018814714172613647,-0.03420947407123024,0.01707454951266993,-0.03396902076177512,-0.05650624548998553,0.04020866664091263,-0.06965024421166814,0.011876939557608159,0.13013913029598514,-0.05126027887160357,-0.049366210106421726,0.03302733126255252,-0.015516768886071642,0.04315530837765238
CXCL3,-0.01840691411928523,0.03995300991952625,0.08878558712788359,-0.0032424781890592422,-0.09833611983850608,,0.012419291481963992,0.017666982975547186,-0.02353488091170928,-0.0445681479353709,0.011131285935115325,0.05090889691560686,,,-0.0032451312183047207,-0.06576071146780788,0.08165887019508208,0.022193381265289,-0.041949323777346344,0.002060150772906057,
CXCL10,-0.06356566042911957,-0.06322416762897096,-0.023459975288077795,0.03479223915476227,0.007404644127876084,0.05096150877000642,0.16204215644383538,0.032635114181345744,-0.03575120666284699,0.014014804877199341,-0.02358269070519096,0.0501544102114959,0.021260890314445554,-0.04158375463153452,-0.027805273812044257,0.05644263702511838,-0.060141110174522124,0.012853895557067488,,0.015107905015850128,
