,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
QDPR,-0.04924703690557525,0.0562056364736946,-0.017896648497290876,-0.011450572531369087,0.009031241653396561,-0.0919084803246811,-0.009273000091047806,0.011560030850923613,-0.028301858260862046,0.029840818019119694,-0.03470699938158765,-0.014849300609373006,0.06650681065976885,0.046482081475084154,-0.01725599216137475,-0.007975796821704677
POMC,-0.0157759853450622,0.028949781954319947,0.04330577438368383,-0.01580951360023852,0.04230446907341574,0.015774711092038016,-0.012354528249030876,-0.0315261202927187,0.03421307674956938,-0.049306966637570816,0.13081791894961783,0.03597596462826529,-0.020394422612454912,-0.04470870630695588,-0.01671744904530595,0.02277626155921104
CCL18,0.009391065101092074,,,,,,,,,,0.07948209902570415,0.03352350221558593,-0.06721773283701298,,,
CCL17,,,-0.01374556269163315,,,,-0.013279517579130084,-0.013442175887335154,,,-0.01660152999728749,0.011895690822579399,,-0.021455940912989618,,
VEGFD,0.02275254335583925,-0.020476583773591323,0.0016174483689564217,-0.013723318931977561,,-0.02216678308637611,-0.014148202783512946,-0.014406396247497635,,-0.039084383910916946,,0.007938997030456103,,,,
TNFSF13,0.04382407896393195,,0.05064285155790509,,-0.01645436451289141,,,,,,0.010373426015871042,0.01439888511912668,-0.021918287595490613,0.10598616657431514,-0.02901803010047372,
WNT5A,0.009625317123998113,-0.009651927468932198,-0.062274782604138004,-0.013680320346255721,0.1523514326569559,0.06279462675066755,0.00660338345892771,-0.02712391520134511,-0.025744544839611083,0.00787448062050284,0.08455910817238141,0.00518070606774353,-0.01697895578805881,0.015883181015642876,0.07379300016280477,0.07666798829174716
CXCL8,-0.022862980000306538,-0.01917305935976401,0.07459971122922113,0.018191146158864187,0.039930748978417106,-0.015139334421324,-0.02331129117756171,-0.00790805309383551,,-0.01226546109217942,-0.0041073188211164,0.030399681054113097,-0.036170077252476084,-0.008552712062420096,0.059191022581039233,0.01882376736107145
GRN,0.046896010712513946,0.055240939576756645,-0.10026287210159644,0.038814434347753744,0.08848189959854826,0.07482106555799077,0.025914959244108096,-0.013994870001798559,0.037044351069505356,-0.0064920053281907805,0.14086242029212545,0.04338045534582897,-0.03969492480493175,-0.013767652518195743,0.017018603812680583,-0.004630286411988518
MIA,0.053486441428608554,-0.01821044162291366,0.024455235102805423,-0.021860640086695495,-0.004673892919254716,0.008691483326030328,-0.0037133373563903523,0.014200118788033568,0.015909994938337026,-0.09785855092350423,0.03947441456856724,0.011721461869765627,0.001426073884963905,0.10130371242349771,-0.031406968495881774,
COL4A4,-0.033196608066670595,-0.019338676326892165,-0.0032162052874205385,0.05860923179235789,0.03130453420895505,-0.013038938378821755,-0.013864227203243833,-0.019139045248180442,,-0.030603842339149784,-0.04386593784025358,0.0798602235796499,-0.01080602743446551,-0.01738827602673955,0.029978791394266447,
TAC1,-0.02062233049036318,0.028859809907191884,-0.07514671494644391,-0.030524726744104645,-0.03885959902781559,-0.050734159972467045,-0.046989762679319806,-0.03391839364231464,,,,,0.12494807696535189,-0.028206016062026166,-0.019768507457169907,-0.04212459009133171
RARRES2,-0.04164331389713622,-0.005315974573096166,-0.030367472434164537,0.0059529469790317105,0.0590620739114622,0.04641194464214191,0.033313510958313156,0.010679188225794917,0.04388796993782641,-0.0632831091985893,-0.03156238258254562,0.0591478926100037,-0.009112258237989506,0.04389711871434574,0.05178350195199587,-0.013947628821752907
FGF7,,0.00483227906169779,-0.020354714616806272,-0.026276164629707683,0.007017096150731591,-0.01585759220082681,0.042410627742884635,0.011634192873466674,0.05339631012794098,0.08103385693143678,0.0016366915764417006,0.021730049702202322,0.03101601899248909,0.060999024728560135,0.05570586942210929,-0.004971580464065173
EFNA2,,,,,,,,,,,,-0.023592417421380293,,,,
HBEGF,-0.0019985884324985113,-0.02923525196347453,0.005537627067627517,0.05438304568161496,0.0882902127967703,0.06986828083248797,0.008703605553859418,0.010113355380348958,0.03804225052289973,-0.03840541142958118,0.019526732368996342,0.039023810062815946,-0.027880497374186974,-0.01793942928991139,0.08062775454551858,0.12068158516025856
CSF3,,,0.08581493016284238,-0.01951780311732391,,-0.013794945836394177,,,,,-0.015293412864468708,0.023062272558317845,0.028147222583689,-0.022589795811820534,0.07890968932524949,
PI3,-0.02907949007278894,,0.04367590288605276,0.04971092379180873,,-0.015533291085357132,,,,,-0.03354321743794698,0.027004500607678922,-0.07094961357932397,-0.049080121575146844,0.009653132099738053,
PCSK1N,-0.052185706555644425,-0.006083535939956008,-0.03433392940857823,-0.0307545959341583,-0.013335782324899072,-0.019751278288901303,-0.025292392274919796,0.0004456683885602777,0.0458609671448431,-0.06108221181392956,-0.04157079010714009,-0.01994407272246248,0.029966392948396356,0.09497853038231371,-0.04789863891748892,0.004117609510933551
NTS,,,,0.026746778206213916,0.018769475499474508,0.02941883866499442,0.002026921198098823,,,,0.007142160338379143,-0.0005569565160615822,0.061618902443155245,0.07204768164917913,,
SFRP1,0.0054593532218571396,-0.040675790994427044,-0.02231606384259574,-0.015655930340545153,0.038582918094593285,-0.0331997006020095,0.020594971184454972,-0.028909857982134076,0.04505306562171459,0.008046447615145821,-0.043356071578456515,-0.0139286051056472,0.04411117655894091,-0.032675058031061195,0.03141828343519448,0.0004917788604880383
CXCL13,,0.04244319516082834,,-0.015515226902843878,,,,,,,-0.03729044016447203,-0.018749438917913905,0.035885001070816186,,-0.027671735257514842,
MICA,0.02894583731961537,-0.02030430753949328,0.016830174149997584,-0.0009566297079612561,0.14667884625242586,0.06985722539576335,0.020929595602046637,0.05897961768049842,0.011032494421475804,0.03985197066701656,0.050486508162901005,0.051004759919443386,0.03741611836418636,0.028974431679786413,0.07193105064672771,0.025817204307701267
TG,0.005995566030355993,-0.019440089685655006,-0.024082568514854817,0.02340105485191367,-0.0220602072089032,-0.01664926541865345,-0.013378611417638507,-0.020192044913298846,0.021745442405474578,-0.04765429256664307,-0.02205928274601613,0.0944038485776822,-0.023030311306066278,0.015597904734729596,-0.03049439545332417,
ADA,-0.025857037055007526,0.1220305804294663,-0.01699815805338301,0.015258649195145224,0.02597782227144629,0.0589875690105593,-0.0031247038293983867,0.09924292611072731,-0.03868898280531112,-0.05389188268720259,-0.028442061997623006,-0.015651361220546924,-0.010026664742969623,0.05473278300311222,-0.07667853664468073,-0.05603064778310109
LAMC3,-0.005943694933264307,-0.03456968390681792,-0.030984570731686922,0.019646418549240242,0.08324634976012216,0.13635593374086905,0.01686428373436976,-0.023007340942544384,0.09784816468503885,0.059307156714796236,0.03681817645917404,-0.006056813087057026,-0.06205877831749182,0.00242667927406664,0.021493710806585804,0.021474965021027
CCL7,-0.017582006623942315,,-0.017411658558814554,0.015326531810366029,,,,,,,-0.007423838563531015,,,-0.023671916275927633,0.013643270647397248,
NGF,-0.030187432266925846,,0.027528730491137875,0.04481375537749899,-0.02105135460041456,,,,,-0.004863129461882031,0.017264437742270544,0.10130679186996422,-0.039365187862333374,-0.012558254171345767,-0.024987850381495175,
TNFSF15,,,0.07157094689939851,-0.015230199819593034,-0.025560959637738707,,,,0.14360481000277592,0.1269910514837254,-0.00665824590015218,,-0.017376866241053383,-0.034298123823310316,0.08981402881961952,
HMGB1,0.10615084444878843,0.04446623834959478,-0.0822277009035341,-0.052232740718228456,0.03803622643026192,0.08414546252745732,0.03054384442845485,-0.06043299085801998,0.0004138401174418385,0.12519805697139283,-0.0023210595655613515,-0.010588237319760233,0.04965437751306707,0.053676724756141894,0.003953982459204545,0.044234149152020494
ITGB3BP,-0.0009106976214827742,-0.025218992480198238,-0.002431328825947735,0.008876849260641572,0.0917613803388241,0.10708720931711567,-0.013307470312735603,0.05373887104098503,-0.002751801041860206,-0.01382049978974637,0.05317331432471143,-0.008158432500619206,-0.03171979977204075,-0.032708690351487026,0.014256778510424029,-0.060992916890149906
AANAT,-0.025508816695789253,,-0.0012075456703439563,-0.013723320891058677,,-0.012443414462155973,0.010620092518370724,-0.0180313931948487,,,-0.021828417976319285,0.019097866766399425,,0.0789130103984247,0.0765590745132947,
RELN,0.0054493515713240105,-0.03076748347873864,-0.03062215554827864,0.020360450742897936,-0.007118701561065652,-0.03651288227826212,0.07608673723712563,-0.019962308620074705,,-0.058385787553162455,,,-0.020989371247745206,,-0.012463681068196729,0.04477241988512551
IL15,-0.010550094127057923,-0.02476637684348988,-0.005080858864953246,0.0011960897583831816,0.06306259047485709,0.025406583319956526,-0.014637565452666404,-0.01672328379078567,0.029373978241118516,0.039111547980746064,-0.0399905560796597,-0.0096037734590484,0.005056464215866586,-0.005461121793053539,-0.01638009629840449,
UTS2,,,,,,0.01594994548477593,,,0.16478376866208622,,-0.018588495476103972,,,,,
BSG,-0.013727484900050546,-0.011716803956006478,0.027106087336628285,-0.016459900556269162,0.03813221225738011,0.0174267086888351,-0.03630551820866821,0.02028488451765043,0.02540976860038819,-0.00875775745585726,0.0645393667904079,0.034741378392473134,-0.00913824242237918,0.11016870456324823,0.02638178383536894,-0.02468837764848081
ADAMTS3,0.0520712393899262,-0.03415764701541068,-0.015710861812221567,0.025721955355041903,0.04775777474904743,0.11560724964867417,-0.004552426019252824,0.09662959060617819,0.10684116953711291,,-0.05877665456786788,-0.01454692706419975,0.05048959504675582,0.0918539166466927,-0.08017644327144408,
CD34,-0.024977780616779795,0.03600246276049391,0.012019192118678246,0.009767331816672845,0.10264156037195499,0.04836550153091901,0.03212177893333307,-0.020137231259769996,0.030277050750175928,-0.05674936916184199,0.06766406882475987,0.013831254380605259,-0.026122355329218094,-0.018652307019242618,0.0382449355750279,-0.05789349995159709
CCL23,,,,,,0.09260293718305587,,,-0.032766233760111105,,,,,,,
PLAT,0.06520815044723026,-0.06417368125175374,-0.04156602754247252,0.005723564191036035,0.13978357600745867,0.10032632440417587,-0.0024565129260890853,0.008911296500722763,0.05081626169867689,-0.00532021290786038,0.03014105725660945,-0.029617055468065222,0.04745730963297795,0.03501026845448155,-0.0017108317909698672,0.05268231688441967
NTF3,,,,,,,,,,,-0.06899707776772657,-0.033559029075602785,0.01024470943190837,,,
LTA,,-0.014296303059739104,-0.022316062798615196,,,,-0.011587553160305459,-0.01672328585511563,,,,,,0.043604172438056296,,
CKLF,0.03270740579453993,0.008781493173266522,-0.011966939060880909,0.030474209302680594,0.09907335026688993,0.04753591459237185,0.03998261167103494,0.042479797137061744,-0.061604349935572865,-0.09789747080829053,0.04282530982422611,0.02211217554702787,-0.039390446855501804,0.05786333599781984,0.008526173145484841,0.07134793759788395
CD24,-0.0009736401400791485,0.023938635056270138,0.012386278156781163,-0.00658576603818323,0.06604492245831968,0.06909276634683105,0.07257511024512014,0.050474688742972715,0.027262316872988773,-0.029798793867358137,-0.02636674826664585,-0.05302306489805781,0.059524246664192156,0.012984044925163068,0.039962350367617396,-0.056891732755356215
HSP90AA1,0.011792458842766694,-0.020362659368499753,-0.003991520419392142,0.009938004523330005,-0.09517015773314974,-0.08862994939335304,-0.019000540110215344,-0.04756381710530594,0.06571965785925857,0.1623981171773297,-0.020227032504883686,0.05319362085264135,-0.05078677879704368,0.012797193417547727,0.09576750162775233,-0.08184742876942491
BMP4,-0.027464936291994205,-0.015154919292690203,0.057616840069931695,-0.011628213801875556,0.06780798887976684,0.07841618686679261,0.02009108629035769,-0.014249966803530039,0.016745554964788602,-0.02466467375261576,-0.06188112486121585,-0.024755385260550992,-0.007305155350601393,0.08043138539241497,0.018137071373938624,
SCGB3A1,-0.017582004865765142,,,-0.016342781042743823,-0.006818212320524517,,,-0.011669287713493601,-0.04043616477509871,0.04687790308632796,0.057202287007910906,0.05132547927653499,0.04869617152265836,0.044237062491697406,0.03306630367730833,
IGFBP4,-0.01897238659671639,-0.01838500799309716,0.060902171831847894,-0.022896041365154537,0.10487073759239725,0.07700715866666331,0.023601070324052106,-0.01059762831972157,0.001186188225551004,0.04143155257095984,0.05053441572019662,0.013500448927606415,-0.023115975029913697,-0.01167437368393424,0.034305402309749634,0.05052148855536818
RSPO4,,-0.02311160668352263,-0.03415864389645897,0.0003505416095402978,,,-0.013477029757715937,0.0064068005609442535,,-0.03834494637790114,,,-0.024302565761852066,-0.0062042213858441355,-0.02626637689270468,
LEFTY2,0.00269905725481251,-0.014471883412756839,-0.043856250714112005,-0.0020010245719021464,0.12811021056345803,0.026176227929879062,-0.015724507848435116,-0.020644709628598903,-0.04091739724216702,,-0.021121887266794735,0.0027583274025235094,0.08525349001229586,-0.04527911142965111,0.05945861893297449,
PF4,-0.018238507723621893,-0.01300443070364559,-0.015191329062437982,,,,,,,,,0.053191467443608344,,0.018052171127525395,-0.020575939294821845,
ANGPTL2,-8.208556593263245e-05,-0.02641621518845629,-0.035115486425621664,-0.0008659545255786106,0.11569585564065367,0.036270547321907855,-0.0074844838439575186,0.06350458974949481,-0.014466601060887298,0.008979198004722404,0.0529535231927972,0.0027036216248109246,0.03397662178950847,0.056385044917385746,-0.052862077140518805,0.06282679978524484
LRIG2,-0.07258222608723826,-0.00667262159751342,-0.026425469606981652,-0.00598869546749557,0.05577326265383278,0.03277426226785043,-0.02192998254471463,-0.016700684247196815,-0.016944903089867368,0.008197284702134938,0.04192782024539543,-0.011955082574818518,0.03667037538035052,0.0473285378832346,-0.01555043432927987,0.02470838859368571
ICOSLG,-0.04985692946349882,-0.026752531185940776,0.04132041970663106,-0.043907794659210526,0.08388192723296803,0.07247687205909184,-0.0033709448993100694,-0.030570499867194515,0.01639676574914992,0.043196412442432074,0.010662708053448319,0.02469420914069047,0.01940096442459091,-0.042697502571275706,-0.051830651083164155,-0.000417811429913619
WIF1,0.021460273754786575,,,-0.038509935121317056,-0.09060200924213434,-0.0655087002246297,-0.01039990465138052,-0.002018120979611062,,,,,-0.02259158886848374,,-0.009345379284196062,-0.0032462071261882782
NPPC,-0.04153491073905897,,0.02456143173480842,0.014268935024269503,0.02127518175102329,-0.033503401034148304,-0.02028690954289496,0.03404505925383369,-0.028950092081324024,-0.014495467038523514,0.15375510991070088,-0.0409142165042467,-0.012792751656689591,,0.07553851886445635,0.05934068132655525
LYZ,-0.01349462043286258,0.002808673515979979,0.10431406182290841,0.04997857760432646,-0.01459573818963158,-0.016725064452658815,-0.018977155261673217,0.05370180104512453,0.020824108044415892,0.08745358338194337,0.0063421536450357285,0.013515554088198678,-0.005461743344364279,-0.028550483450888023,-0.004037171347581977,0.00776036900802972
EREG,,,,0.028467372558082543,,,,,,,-0.009129613591576567,0.12446281831027366,-0.030269255399358336,-0.0258227766613062,0.06345815344211823,
SPTAN1,-0.03365960043494224,-0.019999700877682915,-0.11513197118308001,-0.014691791984388821,-0.029522605605251665,-0.03468474186891417,-0.02007924740063205,0.06512832011508184,0.04947356978640123,-0.03471401125106152,-0.03530747906523042,-0.05046844962544008,0.04958264861104671,0.042122914558066396,-0.03993044463385252,-0.06327914019758414
PTH2,,,,,,,,,,,,,0.011910939078936108,,,
LIPC,-0.022328727350479444,-0.01957236322523825,-0.0049582228691295565,-0.018261739241886173,-0.028205145123139888,0.06474588638895472,-0.013885041071613792,-0.013221407967350586,0.019155094884025333,-0.009384402092096046,,,,0.03840420113492327,0.03202485592434756,
COL8A1,-0.04261702075998754,0.019075201567689215,0.016589726905190515,0.05823762889941309,0.09934475236870764,0.003847633430885987,0.020242104667603344,0.035828616792180905,0.05908954394661512,-0.032239638868210525,0.025647671269885115,-0.02702812806321497,-0.03964621522928205,-0.03840911315066317,0.08368360380470645,
GSTM2,-0.015574275004339553,-0.028496066461421634,-0.02381922586008388,0.03842456907606534,0.08227257604052123,0.03850594823450511,0.006049036560692372,0.09664923055233916,-0.04689216591651488,-0.02970669088135263,0.0015093007467640992,0.026405007479960912,-0.02766791476828897,-0.01665289364656994,2.04895481011584e-05,
SPX,-0.025710138426266644,-0.007079299378586479,0.0012249298582112755,-0.03662563809423719,-0.010273685777335227,-0.034778465532600146,-0.03688607661116179,0.01880989918213746,0.06105411183762565,,0.04274046321163976,0.018257983590742655,-0.02061952674151742,0.03923829163734356,0.02624395542223912,0.035393464375063105
MFGE8,0.013136165194847197,0.013181586754357,0.01460093329201526,-0.054342867744083145,0.053628030855854214,0.04663437089568542,0.0007921468506043864,-0.010993515191924933,0.05604629090630682,0.047685472803970265,0.034581981721989785,0.02102254933004436,0.02019701804174128,-0.01847092097334467,0.051228912852001346,0.011323903439026499
TGFA,-0.0421936932621002,0.07823719016120008,0.0763137183424173,-0.043378778292726135,0.01883317833267708,0.05133774351046181,0.03681671396171326,-0.010017360605770147,0.006379211909726953,-0.05728067682565636,-0.026196305358254436,0.0382165455184084,0.013591295995180911,0.06553541446540101,0.0733931805754291,-0.03940587237682089
SLIT2,0.03211554437571143,0.08542552084514092,-0.03494444312540399,0.004437722923428214,0.03384891131223402,-0.0037938473062857805,0.0014606019333167112,0.0008404918285307986,0.025864802621200726,-0.03193199390422556,0.02730185731720052,0.03928557313133213,0.04122853770310043,0.04152797934120684,0.0049432584712210395,0.023024969139311426
PLTP,-0.00530242026155848,0.04208505143589738,-0.006773705970392492,0.03913855514845322,0.07318694986729075,0.11194218034803237,0.01921342299995046,0.06020326524382307,0.10520460145762228,-0.045486851267475766,0.07352308562081715,-0.016779503644111366,-0.020328288272787157,0.023958904871134234,0.008443538734027266,0.07787260842594064
APOD,0.01736085792525927,0.03622617677198198,-9.43124598033559e-05,-0.010415794754567076,0.00040977603259508076,0.03235034621099737,0.024232103049024317,-0.009732549900260625,-0.08183155183912824,0.1032875444363733,0.054257810228698404,-0.015509952359581605,-0.01190461162901802,-0.04920973386043045,0.004990452457492336,0.023537111532427053
B2M,0.04005358678707683,0.023747284932426345,-0.031506070911246443,0.046726127031855705,0.10582587529830068,0.09521382002629268,0.0489446980112191,0.02050717821498523,0.02036845546837622,0.003553957210517908,0.06856930892342561,-0.009295341555368599,-0.045145395016062226,-0.029900603695374468,-0.026514688307459417,0.09636955592840916
OMG,0.02357266063190849,-0.005988445331893912,-0.07122557109731102,-0.0061347125366817586,0.025130818692188563,-0.016087273023381615,0.05392969443006928,0.023489246262730416,-0.0716896995947025,-0.024228239098896924,-0.03526588704148221,-0.019748526481190406,0.0415547562537745,0.12682225593834034,-0.042725169689768826,0.09638782051283791
CXCL3,-0.03677470402991274,0.07463244746083961,0.09875527162629895,0.028581844294360042,,0.24218967384278817,-0.04438190164704376,-0.01204379417513514,-0.02983597308256176,,-0.025824046388944318,0.054809105490593674,-0.05395774613326299,0.04053694159214059,0.04996182016565348,
CXCL10,0.06375757461912278,-0.0355826299101944,0.003290533548186838,-0.016015289799211112,0.05021364912081532,0.10260269512477706,-0.0024366801202687287,-0.01913904645729683,-0.027610468714501873,-0.008275097148750982,0.042213913757517124,-0.02900416531738161,-0.03320721972883704,0.028908002955816355,-0.02499737901695757,
RSPO3,-0.023882919639650346,,-0.017641765018116158,0.06331302462699952,-0.04069266476840714,-0.020432746351146888,-0.020355016207720004,-0.012585532791621354,,,-0.023997534980405327,-0.04059761982072848,-0.028356338097784553,0.04738668231501811,-0.03695105583734428,-0.030552731457598716
CORT,-0.01789786646490032,-0.023225089736433224,-0.03956301267849573,-0.022163364157617202,0.01905640140533932,-0.0353634453974115,-0.0171087569024681,-0.033389027664625745,,,-0.028371912824296585,0.013318804029281902,0.0421521308018337,,,-0.03262536860364
NCAN,0.04275836231575831,0.00634339659387464,0.030795013337966932,-0.023026505883456554,0.04281970925627397,0.038034579148466974,-0.021291448048979145,0.03424150241955346,0.025129641374649778,0.059514977354107976,-0.03468412472293599,-0.021783763040533755,0.045037742202071455,0.10807048395524647,-0.020559795283303848,-0.11284485130123982
PRG4,-0.026441238222200573,,0.08319442448343888,-0.013075331672590687,,0.025905478776841327,0.015847002198981715,-0.014714568298722268,,,0.23082061819863492,0.015683317511739243,-0.016204163339757,0.04535038316721372,0.04443034849025135,
ZG16B,-0.0243809341609896,-0.015648718759537578,-0.020208362348010496,,,-0.01911032869276531,-0.009207362886350112,,,,,,,0.025453132676749802,-0.017553386482942412,
TGM2,-0.05346171505203713,0.11494970858896357,0.027896565673196278,0.000568471189537704,0.08772224427156562,0.10949957478500384,0.03430432685126219,-0.017803382672001586,-0.009153099092491932,0.01167283361239556,0.004586516322983165,0.03758887428786171,-0.02892933020119299,-0.005852082236716752,0.01758616365149229,-0.056567132070687746
VEGFC,-0.03357241220724116,0.04698519030355143,-0.031032242528817245,-0.020127268190210466,0.03396662052499157,0.02639966564246197,-0.024793156636533472,-0.015016803469527391,-0.049382616213047806,0.1259810699362475,-0.0053986622036285535,0.05799882271076839,-0.022081530589182385,-0.007286992231666174,0.00054471856552628,
WNT6,0.007465435215935538,0.07282247041812716,-0.024082569514775838,-0.01801654822319404,0.0009486097562787354,-0.017405936784777004,-0.007222199228841889,0.038169345193255724,,,-0.025310949797285084,-0.03239180617078945,0.0021990289013374778,-0.011960058965178913,-0.018137914632840785,
NRG4,-0.016193645361570197,,0.019563082388291245,-0.018624100073310456,0.010446526694737399,0.04744856066115707,-0.001690313636006934,-0.017518852795224575,,-0.030603808580405262,,,-0.032092168635331944,-0.024022368895034802,-0.027276641633873347,
PMCH,-0.018664047755245276,,-0.029361901643038677,,,,-0.013477029107303687,,,,-0.025290704849460867,-0.005748633194281338,-0.01847734569038499,0.05082230250134703,0.08557285642088615,
COL9A1,-0.004164139500848154,0.045957430307994276,-0.022132231733245016,0.021256638665537207,0.10550940117001122,-0.0076702970281687976,-0.002203897045295264,-0.019962316276889068,-0.05418046291160513,0.044689980036811024,-0.00682287912601581,0.03467233107597145,-0.022888306626217825,0.07485448668738787,-0.05738339707106146,-0.04970925964355621
GDF11,0.012066570622533905,-0.016335272406627917,-0.021523053392834262,-0.0017411632964414922,0.10069435148424895,0.06480731077836331,0.07892620908624966,0.03168701997986768,-0.0648715808328885,-0.006762484705715059,0.03986406660757506,0.007867286787188146,-0.021292446805690268,0.04388653454602088,0.08028891152918355,-0.018811654863696126
RAET1E,,,,,,,,,,,,,,0.09641360768170652,,
IL24,,,,,,,,,,,-0.01885614010740588,-0.021279298921416886,,,0.07028032737796014,
SORBS1,0.038225262144826536,0.019647226449528668,-0.027345655902692778,0.031156501029617933,-0.017456171797922297,-0.011838889582320456,0.00040287556750103496,-0.01824948283028154,0.049808073354238855,-0.030341522194844546,0.031324151566895844,-0.011765538415095537,0.002001275861847593,0.06757964262610094,-0.10822156939300502,-0.13604023385798603
DLL1,-0.014632987932745046,-0.009980715858780782,-0.03587260554015374,-0.024505000687988082,0.06276001580276354,-0.007814836380524218,0.04578743308027747,0.03007872841765326,-0.0022513653098404467,-0.13453456749612794,-0.007581483481752135,0.046890635698005674,0.026514105736547566,0.01744706348521644,-0.04160921895617501,0.041148951084156
TLN1,-0.014826877693952965,0.05490661470379063,-0.055632484428205425,0.010126981472266568,0.12632138769735463,0.07849744247869354,0.022862743590440073,0.018565578924346463,0.09930288602019105,-0.048345456595044,0.07695696712712292,0.04076981750556493,0.03255801540486201,-0.06543449303965089,0.02652639178944593,0.17144750760183242
COL2A1,0.01088993051186346,,,-0.011678254734899151,-0.020210836578148667,0.03179010341431412,,-0.012226923715034688,,,0.08708733459015655,-0.03910059920810232,-0.018554834651156375,0.03845544183762241,-0.003224269387864688,
SHH,,,0.04624499916339892,-0.003394879712672763,-0.0048904604054479505,-0.012843349666071978,0.05801580270873948,-0.01166928669352521,-0.019659619295785472,,0.056337057939720034,-0.02298560810929392,-0.011052636860785836,0.07414090606309136,-0.003998395546556067,
PON2,0.029840234584595598,-0.01676244842059813,-0.09282632429376626,0.013838815720147748,0.005687411603261421,0.12000452134292057,0.008995721002585673,0.09765634056849025,-0.018051106577061722,-0.021644998404014244,0.053887282022146245,-0.05567713630945925,0.0007216678353360845,0.0717051577322708,-0.02958068294805451,-0.0289232564493131
ICAM5,-0.01661248697097255,-0.018628564591116035,-0.02820012056035071,-0.03097066515663046,-0.04904732686716608,-0.03192529416084209,-0.010842362182185043,-0.022789486572906418,,,-0.042829246675305924,-0.011871623522085813,-0.011384444228189003,0.04122640613421601,-0.024696018302553215,-0.02313535003070968
HPX,0.037796156325749605,,0.029738031879850697,0.002142321656624463,0.020953607873264578,-0.006626119377734388,0.04491407068627524,0.05314076959941207,-0.02983595747302187,0.005854114614584571,0.0249170533739309,0.06942507672827156,0.03182724909369231,-0.023738911466496645,-0.043530359525775775,
SFRP2,-0.023375322324023368,,-0.020606620914906275,,0.025076539186541503,-0.013038934539328147,-0.015059229083082064,-0.022892154164476486,-0.0019185285748860887,,0.024241037212796506,-0.04948140224457569,0.02659324290351154,-0.022722408287402737,-0.03584451504005753,0.020305710127378807
CFC1,,,,,0.014808904641135339,,-0.011587553860601155,,,,,,,,-0.024135536070105594,
