,UKF248,UKF259,UKF269,UKF275,UKF334,ZH8811Bbulk,ZH916inf
CXCL8,0.1538657261008454,0.016149511974857256,0.015043398677512582,-0.019731716601252912,0.13886090185181124,-0.006233189428446826,0.026918662157842988
GRN,-0.025321842432247565,-0.020889250194328527,0.0008562010686729118,0.007720218656718118,0.0833620142684256,0.04204345368799469,0.054053039285227776
MIA,-0.02908907206877318,0.056174298964430325,0.035282921297092276,-0.011191804747600686,0.03891421727439797,0.03985190514001861,
COL4A4,-0.002470136139345988,-0.000906893555919395,0.014142826115153382,-0.016435345342814774,-0.0006422454781883042,-0.024657407444876104,
TAC1,-0.023872416308477463,0.004234803117677145,0.008809841689862367,0.04661147602489743,-0.04639322368644617,,-0.02601910239315568
RARRES2,-0.04830680952775005,0.04552463681588383,0.00989391912977078,0.012486751163825707,0.057667115965568685,-0.004793672507003604,0.11847352700809877
FGF7,,0.010634150432417567,-0.017275707798233935,-0.004831028622172366,-0.0013643614366477504,0.03762935280816568,0.020269413459519027
EFNA2,,,,,,-0.014636431661607292,
HBEGF,0.009435901002920855,0.020656005531529003,0.021096515207045443,-0.05088927297367674,0.03073057693907395,0.014399899706830662,0.06420310765084847
CSF3,,-0.0029804187397842914,0.11815015453945668,,,0.014005315882425467,
PI3,-0.004982952094573891,-0.011839990224428634,-0.0161944183837524,,,-0.057289283931422616,
PCSK1N,-0.014899851518214203,0.004093234214991587,0.03251357973926447,-0.011425988264752645,-0.08553048372052113,-0.06442062419440726,0.06386305505753403
NTS,,,-0.017677313434314394,0.04149421219745544,,-0.017831714520283756,
SFRP1,-0.006870078583120974,0.06045226963976136,-0.02788233550374146,-0.010721739686957447,0.03955305675446595,0.02163828061884726,0.14043107567968946
CXCL13,,,,,,0.05874393550287272,
MICA,0.02067653785859292,0.011808445966004827,0.007186417496084193,-0.001447581688371154,0.057074684101477764,0.09245323630998357,0.032000780839309996
TG,-0.035150861392255414,-0.020231000696843658,0.07136652847201978,-0.01585967220767757,0.08295379485933091,0.014250500381433056,
ADA,-0.05082363149358785,-0.0036742517924927953,-0.0077468300915265196,0.0009870122631512805,-0.06286976243597835,0.003820250793597614,0.18488674350503453
LAMC3,-0.026643975591465464,0.015680802006622908,-0.005909544483606006,0.006024239740222641,0.033617313306641194,0.045094537192873076,0.028502151030644178
CCL7,0.07825538352802776,-0.014626981180155261,,,,,
NGF,-0.018815459215644845,0.0012208744057019315,,,,-0.014439693395955152,
TNFSF15,,-0.016287858940588297,,,,,
HMGB1,-0.06522088753958229,0.008758970363316358,0.01048788915005757,0.008360612630128621,-0.04669106073479559,-0.0594899231476744,0.10611072100168228
ITGB3BP,-0.04790561561899287,0.03885185370794193,-0.02442851700730942,0.04742234362733135,0.02642133002140007,0.003718666466264124,0.03654872659097579
AANAT,0.014890024355064778,-0.014820287401095063,-0.012973030558382536,0.06330886620244368,-0.024663150816884992,-0.019696672802906698,
RELN,-0.0006681614026572593,-0.025724699998421863,0.0375333134644924,-0.03140185235956661,-0.002871617414720803,,-0.022160217088621703
IL15,0.11060405647224121,-0.005097896325824275,0.011735753731954766,-0.012370616361512885,0.10831962492839682,-0.023458002926215707,
UTS2,,,-0.022817072242449336,,,,
BSG,-0.09160632818264823,0.005757625928664357,0.002467384670742387,8.931180189388959e-05,0.014176445157110413,0.07901937243406598,-0.01868108616693113
ADAMTS3,0.06537217504014446,0.0427354708723087,0.028797136298847743,-0.05086771019962243,0.009389360341518238,0.021940746093490393,
CD34,-0.05475934896410273,-0.07065962762274684,-0.009711611208703775,0.05315786046866967,0.009685423900134497,0.11975771110926371,0.0437887124961633
CCL23,,,-0.014761249442381724,,,,
PLAT,-0.04233839156063718,0.011539484291059438,-0.017807415320416617,-0.02743362922757259,0.01920550709351212,0.02077948014024611,0.0797339236687958
NTF3,,,,,,0.05600458248050965,
LTA,,0.013150757031840973,,0.06681172652105005,0.06517467500204864,,
CKLF,-0.08238321348707936,0.029279139140632137,0.020538963362271716,0.07829006277581857,0.06186113320803252,0.0213200687048916,-0.04707419274135635
CD24,-0.02314596415448208,0.00968169918218658,0.04129187073307589,0.05319663870484671,-0.0036401568505853603,-0.04759723657753844,-0.060590014933244764
HSP90AA1,0.037047800679100025,-0.05432103261935724,-0.022856219117590636,-0.014242119540785199,-0.02930216151123123,-0.09220944426238921,0.026548534313135665
BMP4,-0.04826137663223902,-0.04373903733788393,0.057355304829635106,-0.03940016365233002,-0.019490955391703712,0.05464988027152823,
SCGB3A1,0.0016360328004336505,,,,0.14970900226076347,-0.028017891447947366,
IGFBP4,-0.004255493811206064,-0.03059236149353447,0.004409647372637636,-0.007772486494655883,0.007172172997742111,0.006279283360105076,-0.0659052682687607
RSPO4,,0.04468777825336891,,-0.0159763422090795,0.024113049630353604,,
LEFTY2,0.006797213211499752,0.017850573519023076,-0.009585612110596461,-0.007545684992105254,-0.01658937458134884,-0.016829266724818374,
PF4,-0.01837519045195325,-0.01276175291097337,,,,-0.013415302945233356,
ANGPTL2,-0.048093441779702026,0.02729938341245163,-0.04663357678839446,0.0025634091281117005,0.010353653164376718,0.00658563945040798,0.08648361804498883
LRIG2,-0.015297318292450623,0.020277352831862546,0.0339243312057798,0.02092914705219724,0.06654196139722335,0.022128115338524216,0.06608185790709323
ICOSLG,0.0137675977655511,0.00040708059461485354,0.021419062805575578,0.0048776603192887055,0.01656896442629819,0.03362030154277719,0.05350213215679905
WIF1,0.031501121032321534,,-0.009470327436476965,0.14357503411363007,-0.020214738783030296,,-0.01101749622265053
NPPC,0.0069889222198014165,0.010604607661806579,0.012124910153333392,-0.0009739247312725609,0.07515816412902525,-0.008220612600403425,0.05283764664406518
LYZ,0.10491199848595367,0.016912463188476425,-0.019098614349228632,0.005626112359331087,0.037755169527821236,0.0025585519685955463,-0.0015128942945654576
EREG,,,,,,0.0583182338065785,
SPTAN1,-0.11364190864191115,0.035637698763346666,-0.015464658652307941,-0.018988257769651778,-0.0568885843627597,-0.02337215728537729,0.011637676159998328
LIPC,-0.022496062936300305,-0.010205868841469855,-0.02242103308124864,-0.0298693987538444,-0.03593281329922104,,
COL8A1,0.02395126078625944,-0.014327020373493093,-0.009437277399855155,-0.02942949118135699,0.019772673444573473,0.04136155128469585,
GSTM2,-0.023934554115816277,0.005766253714304857,0.059471524696854274,0.009274964922518296,0.043529921251608907,-0.02034163131142652,
SPX,-0.026858204462111228,-0.004565433091237704,-0.016400820051155725,0.02499221598054585,-0.04916134874351457,0.12820581159433236,0.08355450440908122
MFGE8,-0.03207967372974173,0.0042687228574231515,0.03265863683577497,-0.019577397485374126,0.08845847704785945,0.061985949792866486,0.07344275388012352
TGFA,0.011335736788641063,-0.03614566371836184,0.008591799990963059,0.017982612189242433,0.040783898780535704,0.037261009803933834,-0.03889662477284966
SLIT2,0.0404921876853094,0.006927366253948731,-0.011707537643185988,-0.02744346954998319,-0.011900845561659169,0.06869224139357444,0.19275046788084307
PLTP,-0.010764544087359742,-0.0027862566178494873,0.002209589129966446,0.025201616114632973,0.04781074318534446,0.0373225624289849,0.0660951349493592
APOD,-0.08330359157067219,0.06093654993728225,-9.040471096166179e-05,0.0449761919078985,-0.06176898410623814,0.05190987849728084,0.11735917217134774
B2M,0.036153272687121936,-0.06795072581546811,0.017253900395578708,-0.014823266236986272,0.070857721272668,0.048476467704628455,-0.07544173711096679
OMG,-0.07136557068156689,0.0008972472364526037,0.04996852104152037,-0.034865339777275885,-0.03296530320655957,0.029098992805906342,0.06567376953172867
CXCL3,0.09391594979684016,-0.014242313942847345,-0.01703296897879295,0.039032813125029,-0.016473375569988583,0.08060354645716512,
CXCL10,0.03701339913903225,-0.014249461618185452,0.028313373848198868,0.02448795137404805,0.03951657827000195,-0.017993810298774362,
RSPO3,-0.024061902628079716,-0.01482028630604362,-0.021302404063713906,0.04696400172046877,-0.017214359977424563,-0.03379028105491192,-0.032538830610551905
CORT,-0.01741815252830264,-0.0332356300190394,-0.0368685829107089,0.027189630488175333,-0.015285716758672373,-0.014038432684604724,0.13487894831376956
NCAN,-0.05254992565397518,-0.009957419238397075,0.027218993253921006,0.023238498166674136,-0.029260324523034693,0.010145087237118235,0.07229208405179013
PRG4,0.02585942331230546,-0.014626983459553152,0.12662816254262216,0.03482044621487223,-0.020126432452286572,-0.020714566494625837,
ZG16B,-0.024563649361755455,-0.016976403181101225,-0.00023263719370390657,0.014107681354535237,,,
TGM2,0.036883657116328426,-0.008657085910011719,0.018070799054158253,-0.02148408505802258,-0.04757184992120274,0.01780595547642045,-0.0037166562055044295
VEGFC,-0.02316989549471527,-0.015190334758386864,0.00855951858756732,-0.029391042536044697,0.06005065491357108,0.06185417354129911,
WNT6,-0.02858077534866138,-0.02023100153684554,0.04618197317724447,-0.02429064603771599,0.02026018051120365,-0.02609105460941306,
NRG4,0.024445728561616562,-0.017801707994405485,-0.005596035794920937,-0.020969225777052253,-0.023962103424757384,,
PMCH,-0.018803919558769512,0.024018761461266285,,-0.01597634143804843,,-0.01969667210442299,
COL9A1,-0.042166869746169455,-0.018592584729564696,-0.026791658768516347,0.0312685166811374,-0.014974968256040166,0.024815995742807167,-0.05294064072675041
GDF11,-0.058767817381654465,-0.022209471914228663,-0.03781987899043728,-0.05221140640998499,0.03139248782136073,0.0019159315206217862,0.0404855288521151
IL24,,,,,,0.20311616835075852,
SORBS1,-0.010294477379968062,0.027775988120267082,-0.001456274480080516,0.04337352476136286,0.007369828021937639,0.04501052178405197,-0.03838312854371581
DLL1,0.0014246827619884025,0.03300494320748212,0.01593014360830997,-0.027143308938411822,0.0005716101886598778,-0.003799743823016015,0.10912980358145404
TLN1,0.037553904340517995,-0.008053939270930316,0.044212635142241476,-0.02389145556817367,0.047388420216701775,0.06498653300221839,0.10927644557398868
COL2A1,-0.07726175250535436,,-0.017032974775301066,,-0.01672385823723249,0.06434426090500767,
SHH,,-0.01519983736134658,-0.013389987788052466,0.04592200782392641,-0.01596112815786758,0.022680616458468847,
PON2,-0.04307113674261399,-0.02431676886007888,0.008659951965314489,-0.009817131956601964,0.012753955468712403,0.06551814999534757,0.06598395933059432
ICAM5,-0.010293723577653558,0.0015966970870590854,-0.021850939490375008,0.01707031214498741,-0.031171221120481075,-0.032637642651837426,0.01452454888568549
HPX,0.036695564362991935,-0.03698327212420116,0.02395915083939587,-0.021419748981441427,0.00841583054535849,0.016163753539646688,
SFRP2,0.006734507585971947,0.04994242437625498,0.04204681865016274,0.0909890802957832,0.08993129421013661,0.029043565221750202,0.1350988667487273
CFC1,,,,-0.013736463387796164,,,
CD70,0.008927087781961456,0.009831594461200008,,-0.004090645455010258,,0.08176300322616958,
HP,-0.0032503374478657717,-0.016544314714424916,-0.05209061318173811,0.0359107554075765,-0.011538581681671893,0.012838245587006364,
CXCL2,-0.023697033513328875,0.04324687068697279,0.031036126459652903,-0.01875167556390499,-0.031590908793646455,0.011056015746234856,-0.05874591416788165
NPPB,-0.00771427794759649,0.0028561501140327303,,-0.012028205986297228,-0.020539828048325763,-0.02761811265211918,
CCK,-0.02529061731765504,0.0031666899050770856,0.008537698052095685,0.0121258471769034,-0.06372999166723185,-0.01709531847318186,0.027466706730899525
SEMA6A,-0.08101477711319319,0.03228748245496532,0.024081625978412832,-0.0009843824580199525,0.01149376100125885,0.008930126768037368,-0.015326205540370941
IRAK4,-0.024741256941155643,0.025037077748729382,0.01295879362629159,0.07581160397975706,0.024029208746804774,0.035082950032373515,-0.03875980673312213
GSTP1,-0.0896671739346523,0.04224079881512853,-0.027544196915328164,-0.020355977485654483,-0.0074235352709001185,0.08490798581509718,0.04527899482949127
VCAM1,-0.012604539482473648,-0.012306829853390978,-0.02024102122409826,0.0254360730988323,0.01546990674071882,0.030787370567762314,0.20136231704497315
NXPH3,-0.0646459217046197,-0.015295471815875265,-0.014752865716921436,-0.023540855611700506,-0.020520720429198606,0.08015068132327482,-0.04739933169794303
MTMR4,0.03423548825678084,0.018778864851987823,-0.0023968520924266675,-0.0173088900729565,0.006653913827134975,-0.034487648878165446,0.10772167225055733
LAMC2,-0.017936803094427474,-0.02534263411900323,,-0.01514216941974752,,0.07686769664942004,
IL10,-0.027835848661979877,0.027347341816309084,0.06448594666927876,-0.01380689791694468,-0.0004094207748248738,0.04921434326359335,
SEMA4D,0.020604578827487865,0.0006419952484662352,-0.014602081095438481,0.01869794948320543,0.01267425100819543,0.04844189848098815,0.0448873503465944
TRH,0.08539240502155739,-7.34610148376792e-05,-0.03528748316029412,-0.03990205037159172,0.04790612941556896,0.019837333409592765,
SEMA6D,-0.028560171743069147,0.04059162759991227,0.054644542124296376,0.024690304573978302,0.010878824466642744,0.02945667448674021,-0.0015819066766198547
CEL,,,,,,-0.002576905067618333,
PDCD1LG2,-0.02752480809233653,-0.027860774167179508,0.001749421463097671,0.013644091280236999,0.11594645763547937,0.1187804671752458,
SPINT1,0.028370820285932186,0.026153250531376595,0.008642489904665917,0.04997160936436233,0.15037677261215693,0.0625712435786167,
CTHRC1,-0.040596667505596574,-0.023317740977384583,-0.03607021352707968,0.03659478266048253,0.053681318222396385,0.04173657925031543,0.07943501705723575
PODXL,-0.03559291450642592,0.05138032436921789,0.006584280983411857,-0.014964693704908359,-0.010545197096488098,0.05884116504196531,-0.024271158117574788
JAM3,-0.02897128693505971,0.025913811216477196,-0.00842121311556342,-0.054107322741410564,0.035234626950386955,0.011141640857830488,0.03201219832974699
TGFB2,0.09423041446263403,0.041312206353051266,0.02507048213232011,-0.037874521416280504,0.012206879827768656,0.01669397477888282,0.00825493217842455
COL18A1,-0.016056377814192425,0.0024955919135302286,0.018423079574102455,0.005763568579978074,-0.010532571143591992,0.00932443413144397,-0.046472350722572026
NODAL,0.04134977717532765,-0.020414468559226743,0.023483173964154423,,0.043538586436570284,-0.016306842166177477,
INHBB,0.043297914268299056,-0.00904952674499587,0.001777903744430971,-0.026390870245441584,0.023902506953850905,0.013549855143844321,0.04173980583247748
LCN1,-0.017936807130281205,,-0.014947423364828285,,,-0.015399749879281405,
ARF4,0.05047134633308168,-0.03214080627875069,0.01112471329797922,-0.013789747057552213,0.06824529252388753,0.0205976241808735,0.03542543972473512
CXCL14,0.028844479799187316,0.013939449123356144,0.05503656729684163,0.0003186983364228046,-0.025934685815569465,0.012897719569477903,0.1929480845643223
LIF,0.006948537866542509,-0.005374217427652561,-0.009194325922381293,-0.01983492180316414,0.018304711547051714,-0.011230639420128977,
IL17B,,,-0.02468589174690671,,,-0.007623025976296367,
MMP1,-0.02472885056525116,,,,,0.007664809629322309,
MATN1,-0.023550504494216057,,-0.015671357197737306,-0.012179270821544033,-0.016723856156028352,-0.027237885941066204,
ADAM28,0.04867180270292039,0.01815341232855147,-0.03325004293476565,-0.028978196434846157,0.02763992163026454,0.03394980333120418,-0.05251225326444305
TCN2,0.0036316992747995936,0.018651168984234433,0.031134165633421206,0.028366570577912014,0.07098824542299546,0.06803890110917736,-0.05870211402644147
THPO,0.01324475882610473,0.06233810574623828,0.06192746421369306,0.02156269040315856,-0.016723858077139834,,
CUBN,-0.013075260619926756,0.007887474124294112,-0.038151583122175384,-0.0253589699432221,-0.041109644189019454,0.01292469507305428,
TIMP3,-0.023473721910865195,0.016027690892167108,0.04665744437039741,0.03033360958447362,0.007633133892112121,-0.014408285097915053,-0.04649018691188092
PIGF,-0.05615236902794077,-0.02174448949518982,0.015219099681865628,-0.03193157244810218,0.02764231373015689,0.05835927487067752,0.036632788804054996
CRH,-0.021015105082610307,-0.01714445453983867,-0.022985206504354982,-0.01917301523852688,-0.022873930362639305,-0.0035467813930883164,0.2019854914798978
BDNF,-0.02048485309467502,0.021847399299002614,-0.023149241316840492,-0.011126821579971162,-0.018835359500564017,-0.026544437863809542,0.07502878786027152
CCL5,-0.0027174963396311936,-0.01137712301311868,-0.03393077783326421,0.042298716171410816,-0.022687924619040192,0.017648285776861207,
GAD1,-0.024292089198190536,-0.0407255943943468,-0.012576611502430765,0.008773543151193974,-0.07657819757208748,0.03227872706936491,0.032228895091430704
COL14A1,-0.026447532291897176,-0.045160146258350624,0.0040408261762966725,0.018187109857064815,-0.041336419259997086,0.031760141889599317,
HLA-A,0.03710194543083871,-0.044454639821925206,0.01830417797156549,0.007243128075881798,0.10590475992788978,0.0037807364063244682,-0.032958368314697895
CD5L,-0.021015102651322722,,,,,,
FGF18,-0.019014869545237924,-0.013621140921727469,,-0.013050568511058585,,0.04211726870200141,
ADM,0.08653374783438846,-0.000622342660287497,0.0012506957174510567,-0.050663003906260246,0.10593876539875591,-0.030168041674323923,0.04790032441302878
CCL15,-0.0350618372797257,,,,,,
GNAI2,-0.009562242423430695,0.03273514274651245,0.05257650576316449,0.03130317439208216,0.029037542767868806,-0.007599084327991621,0.03391752530109356
HDC,,,0.0039668839784197715,,,,
COL11A1,0.0106736040758076,0.07308529096206895,-0.027175673871538325,0.020628720775830757,0.03592395430666238,0.07601420054143546,-0.05589892727429515
NUCB2,0.07347270279378024,0.017503541513861205,0.042121409275619526,-0.008929590609686965,0.049295899492727065,-0.04958362871268837,0.11250551110102898
CXCL1,-0.008240395962486166,-0.018805197103095132,0.0367495302886641,-0.02755849015241617,-0.02268792846558532,0.017427924856013053,-0.03750884349177835
VCAN,-0.031034061122428198,0.025241643389144156,0.046211418110105124,0.003686249515736136,-0.051167586922137576,-0.023300802411217583,0.02589515007827061
MMP7,0.08548800257189255,-0.0061180293400183204,-0.010910386350869565,-0.012028205920579594,-0.025848426457482285,0.03493880202063872,
PTPN6,0.04958125667372291,0.022628363043860306,0.027711011574101618,0.05706759323419628,0.01751947726007631,0.07532225447523397,0.09492195105803555
PTGS2,0.08995136465976837,-0.052946628315125706,0.022849581361405285,0.007443111393988176,0.06584340156256988,-0.0033260305406754647,-0.007743066986312995
XCL1,0.038183889790772044,-0.014820288800327814,,-0.01975587817151145,,,
CD58,-0.013860137102729693,-0.054459196061930074,-0.008359613792751361,0.02074595479532353,-0.0447303601572499,0.028842193112693433,0.08156203719564244
TNFSF14,0.007209431470178402,0.021520596257844814,-0.022733393367563304,0.023793559260823202,,0.006783207951947125,-0.04073060517821114
CNTN4,0.0071913043061780195,0.04880450984292696,0.004216822456603437,0.04552077998364292,-0.03266498353792484,-0.012153217274669727,-0.03518342726827611
NTF4,,-0.018747016317297832,,,,,
INSL3,0.045595899120136354,-0.01362113825002018,,-0.013869786501161574,,-0.015212286307191647,
BTLA,,-0.021620885927421726,,,,,
MFNG,-0.020182645399439675,0.07525292751669839,0.011771923892476976,0.0209430338971146,0.07371997583365195,0.03775722614681912,0.07278558835304007
ICAM1,0.05098243944039938,-0.05894170812896469,0.010223488942691067,-0.018737783133780817,0.02950258897931304,0.03006681771495507,-0.07762066029058796
PROS1,0.024554133465643776,-0.02270534762219767,0.011020470951701195,-0.01379281147013229,0.06323643624988066,0.0015858931639688347,0.140589120773317
CLCF1,0.038940888313759546,-0.011877747660694151,-0.002031526805489304,-0.01823997787500193,0.1291339347436373,0.05543907360074597,
PSAP,0.07790237415721703,0.023429408303367705,0.022281920735688403,0.03590597311462834,-0.02638971617707238,0.04639814404370185,-0.006963373148983447
EFEMP1,0.037459288277324684,0.012259330430872984,0.019227072986278678,-0.012816155935169493,0.09655635591869803,0.032056255680271054,-0.011437392680356618
C1QTNF1,0.06443022060652263,-0.02486551598195527,0.05955259144947491,-0.029488195245757586,0.0535677328877591,0.00048238425860620045,0.08986964899477944
ALB,-0.009332629504329079,-0.024182386303491378,-0.018300800409922973,-0.015142169032147346,0.11851816096516632,-0.034876173435875735,-0.029694633708557735
EFNA3,-0.006295117162541249,-0.0030108507127223597,0.0035462222538465357,-0.027729518021551672,-0.04540117185378575,0.014498143611302541,-0.04196775815883126
DRAXIN,-0.06294554714061215,0.029271517775557563,0.0009150121466436872,0.013418354995194769,0.07888390607006131,-0.05588456802294927,0.05997289677629868
RAET1L,-0.016070619039045032,,,,,-0.01539973978693018,
NPTX2,0.0049249047276634815,0.05571865935462381,0.029812954558341712,0.00518927433966365,0.02779616383087036,0.054858093697781954,-0.041980143973522795
FGF11,0.054050963124678275,0.03182058587405626,-0.027233233327860883,-0.017500537452137043,0.04764091411102896,0.004664473989433228,0.0494247040084496
CD59,0.033408510891513504,-0.0970255135504266,0.012319615265090955,0.0029038291550231307,-0.047473461966453544,0.040551900587156,-0.014437297034232919
COL9A2,-0.06452927469174316,0.07349438725626407,0.06920545533098821,-0.014450139368548557,-0.016752012397156676,0.0327996641168631,0.08048680745803699
DLL3,-0.08216741950837621,0.026870356738832146,-0.0428924495146075,0.05513924947027251,-0.021409387592877624,0.010798643416429667,-0.040407744378763884
FGF5,,,0.03781636469361679,,,,
LIN7C,0.02596890467253226,0.0020534125523903285,0.01709586040688516,-0.005180950720700799,0.0039528709007570755,-0.012133704140023219,0.13426755109139232
GDF7,0.035473171535641945,0.02365599959016786,-0.011161951159663865,0.019666977621860753,,-0.013201406942834105,
PSPN,0.045921070523909466,0.06486639851394758,0.04553606469385512,0.03679780499018894,0.028804153148256063,0.001688488654364784,0.024451777087411884
ANGPT1,-0.01693676677545795,-0.014741265804883368,0.012414383926991462,0.009442200508678465,-0.0003500486425363132,0.010486079996922044,0.008777832434480446
PNOC,-0.011847519644360281,0.0069951520528327175,-0.009661786663373974,0.07545859055385166,0.029536614643750424,0.09988104775206398,0.018476025030670463
L1CAM,-0.021776462354505817,0.005269743225709212,0.032571607759962276,0.004126679318582951,-0.0751140705414681,-0.0263898799931215,0.06858260936560506
APOA1,-0.005976460613028589,-0.02121267230505851,-0.031188048200525044,-0.01806087478288071,-0.038700304843368685,0.059174718555378834,-0.03402483014375867
PSEN1,0.022117486575661163,-0.03076899961966965,0.03841714581571918,-0.023186364674025406,-0.002823186999478906,0.02736266292620716,-0.031579398588850234
CALM2,-0.04268701125313709,0.010700356061138559,-0.03540787059510402,0.005764305243686591,-0.10384763687997535,-0.06682369659052728,0.020833332524895585
CLEC2B,0.054165245821743986,0.0583525845321025,0.02738029667413328,0.0030014234181006106,0.03329854500649184,0.007433021323628234,0.013843698038506307
NTNG1,-0.022225503728831055,0.0842302952009823,0.013539239895095378,0.01558785957849551,-0.05058435888947823,0.03336244441647043,-0.06284170122601576
LRIG1,-0.01602335757981871,0.021540247254548072,0.018550451907642276,-0.036481713411050685,-0.007504726551415916,0.024270169326149747,0.01938649098914121
CPAMD8,-0.021358705834902524,-0.016111376049112475,-0.013183080779000898,-0.015384795567048653,-0.00884297228168879,-0.01483071454780684,0.13454524192694442
GHRL,-0.04281740816580963,-0.028268389287435726,-0.02803568054706335,-0.02697500447966329,-0.021344170431947147,,
NPY,-0.045008654962608634,-0.0028842813318055733,0.040014280573451425,0.06760454889979407,-0.014156190147662404,0.03692755491023589,-0.017498854505082095
MMP2,-0.08834117842249437,-0.05315572009657232,0.029128805286989315,0.03471269417822525,0.010162379398718665,0.08095301783265917,0.06548756904287488
LHB,,-0.014031791803432255,,,,,
PPY,0.024782907727816918,-0.000306532211911583,,0.038138405540202064,,0.027083581648228862,
ALKAL2,-0.007406751966620364,0.006832222421769325,-0.014947420942281214,-0.02712181629695295,0.05359528933643245,-0.025973827289160048,0.03647129199762607
CSF1,0.05271700258534084,0.023421486905813197,0.02174966309214105,-0.029849516669209937,0.05326778771739279,0.04217635031876969,-0.015143933185276614
SEMA4C,0.0011900834481249868,-0.026320548257256157,0.1043944733757546,-0.019241550258075883,-0.024619761995439176,-0.00033619763836983875,0.0858437046729456
ICAM2,-0.03860743674649502,0.004382964992060504,-0.005983426133429045,0.0006250392185124617,0.05373142622964532,0.02493927955512655,-0.013288161685081934
SYTL3,0.08227568733650499,0.05704633784038107,0.001475231825489386,-0.05188856110932198,0.12215405443447706,0.09425556928932165,
IL1A,0.028327504007784374,-0.025785447611769798,-0.015032071054429524,0.03398270724881353,0.021125945483296847,0.026931467127152334,0.0183819793413509
HLA-G,-0.024728845326980015,-0.014820287461931262,,,,0.005414257027166447,
PGF,-0.029125822458915308,0.029003000810211475,0.028382466394267957,-0.003201180624056543,0.08131901494390269,0.08487840218293088,0.04449848801320176
LGALS8,0.05545782235232789,-0.006830635466666596,-0.008880592005104647,0.041665983957912635,-0.017087469409076513,-0.04425353238648659,0.0009314607411690304
DKK3,-0.027100100313452693,-0.027796264049239634,-0.044252529684859335,0.04006529057144844,-0.10867541783295798,0.047995462589351154,0.044096401847068194
COL16A1,-0.03410064234564013,0.025731485978135852,-0.016063018448063904,0.004596353388296841,0.0033864009216795624,0.01312019985223095,0.02394695027545289
TPH1,0.057703913446804374,-0.01581088072713455,-0.01567135704980629,-0.026004509832206642,0.047723953195964015,-0.04020820955317579,-0.032538936125525345
TNC,0.03239517143896985,0.013225910313918798,0.026372009516430754,0.00042577992794144806,0.08008512146425299,0.01137006586429946,0.013849754322991249
TNFSF9,0.034254082790666905,-0.024304088974860447,-0.0024939323991442597,0.041744677794194794,0.017528611387243313,0.004549416912495345,-0.001934461315423268
C4A,,-0.016635503415784247,,0.15241381960736172,-0.017691897466307525,,
CNTN2,-0.004000105908453937,0.02659623815186976,0.00670436731143444,0.0024614039365980847,-0.037948611388687596,0.012130385927023181,0.05440437888961662
F7,0.06169675485361605,,0.0745350342513295,,,,
LUM,0.03543597352566092,-0.03191115686412456,0.04175765944543954,0.1159743266179484,0.021878803085691848,0.058199316331666535,
BTC,-0.016070612345115705,-0.02985320623778261,,,,-0.02249651869151081,
APOC1,0.08053405468393514,-0.001868305769305245,0.01388654679678814,0.03787608203183654,0.09442810470634136,0.04243711321148192,-0.04034900135146933
PKM,-0.01783257802503666,0.0617986491518779,0.043771959799429,-0.009266015036377164,0.07588615163094108,-0.0071755704769059896,0.10047315380155442
