,MGH258,UKF248,UKF259,UKF275,ZH1019T1,ZH1019inf
BGN,0.10759308184779143,-0.034108018966369745,0.0013411356589880775,0.02740911084476516,0.03549868927731386,0.020582054140518835
RETN,,-0.022315901730966727,-0.011021134094363685,,0.2500773255241953,
S100A9,-0.01020079893372183,-0.013889787280149078,0.024184184832939902,0.0561828689458388,-0.05909752905307489,-0.025282449637699045
HCRT,0.0029569099425963315,,0.03881242889604088,-0.013685943494673973,-0.027756808922678684,-0.0037348945845000247
FADD,-0.06388457008069803,0.032012681187950115,-0.033807526133784106,0.08328893441080447,0.054845474046703625,0.025286867761589293
ACTR2,-0.031565349910916446,0.0011172729510232713,-0.05374116574277289,-0.0034209661155021527,-0.04506755390170915,-0.05999690016911687
BMP2,0.16363078626559666,0.0014278310757373266,0.018182421842021824,0.04694288392685054,0.10007309278850128,0.05099295231337172
PDYN,,0.06361143907292068,0.012751901286837071,-0.0653384465670031,,
CD55,-0.025326297184685445,0.03631105204660259,0.07843570112149766,-0.003839432209235929,-0.007731307006353323,-0.016213945033135946
OSTN,,,0.012333907875864115,-0.0248189220322306,,
PDX1,,,,-0.008984103565052573,,
CD6,-0.03336921325135376,0.01081721899655095,-0.018258721209312094,-0.0066634970332575365,0.05666703950932977,0.04330839936691903
IL16,-0.015080398879274561,0.015508408718783508,-0.03113300262681618,0.008387674201821916,0.09584149229829914,-0.021334260759695838
LAMA5,0.08314605069341759,-0.021743013003696764,-0.010386955852731606,-0.049205073670804074,-0.0193434183359406,-0.007173534465232758
RGMB,-0.023666136539335806,0.06738615270944531,-0.00857041386773564,0.08464429321502483,-0.02327199297101373,0.0540138561239814
INSL5,-0.019830577986627414,,-0.015288727084169456,-0.026071496879825937,0.06414680570960511,0.06029340027945176
IL12A,0.012809797153749261,0.03057789892123594,-0.030535985796641848,0.008564174336615361,-0.058350431742056806,
S100A8,-0.08642247813072908,0.038891979508106855,-0.009429159553816067,0.00944485753223646,-0.05318666596820781,0.03003375199888421
TAC3,,0.03882287803482433,-0.019023166960621316,-0.03395197724487435,,
TAC4,,0.03402903291510604,-0.01724419669924743,,-0.050458411769093575,-0.03379962478075703
MFAP5,0.044678151517024936,-0.01748803406642417,,,-0.07816946288329202,0.015960238262028408
CXCL16,-7.314906863598276e-05,-0.019159619854355707,-0.03351552795479397,0.013100277059485577,-0.02335209152737674,-0.007916205286184095
AGRN,0.05114303057346277,0.07526809147510609,-0.055138851329430305,-0.04600351701367517,0.06369368720590132,0.07541733922367504
COL4A6,-0.027361602481962725,-0.022315902127566067,0.03601403924740764,0.06563128668001893,-0.07452437608679165,0.052739238882244646
FST,,0.039478229993998616,-0.019960203531718998,0.009982659643427011,-0.08922243824362977,-0.03709168095709368
MEGF10,-0.09186498378107803,-0.015406027826024607,-0.036156667335196464,0.05138305769433728,0.023428134461390634,-0.07211414147533778
C1QB,-0.09442088306117337,0.07290530545781014,-0.10005424404410362,0.14022939002324594,0.0870932242064967,-0.05376092041855916
HLA-B,0.05973625697602319,0.06726841895494133,-0.07878933582523964,0.2100350574584395,0.017079421678063245,0.005107523980639958
PDGFA,-0.07057027127711755,0.08485749340806026,0.02817738554775628,-0.04662138316108234,-0.04435333333496909,-0.027827887836787902
LAMA3,,-0.006511437018360705,0.03413163757699002,-0.033599046187130104,0.09199260692705567,-0.04074356187049175
DKK1,-0.02043195213034446,0.04691317261725758,,0.07297239825421395,0.13127123945082936,-0.034141014799229895
INHBA,0.10302244422568212,-0.05049931456833735,0.010289197667533405,-0.018914979083054496,0.06354087300240442,0.035272526403671296
IL7,0.0005572181262296985,-0.02515636230092009,0.004906073456360865,-0.009173767133252684,-0.05112368648874141,0.05896782033299796
FABP5,0.013353470953478,0.0582230453452322,0.01849740121319636,0.08242854589952721,0.061340642508888356,-0.047199460241690756
CCL4,-0.05641735639222341,0.11534559587116645,-0.07907292135600114,0.159120905196095,0.09727781538413346,0.005293605907775608
FBN1,0.03798003731558753,-0.04174284878779272,0.030656297071177813,-0.02121375490801938,0.04032334508148873,-0.0013284780261656232
TCTN1,0.047898764251226744,0.016515905976337883,-0.06484000807232752,-0.021753150944972207,-0.004400833545465305,0.11301042832069712
NCR3LG1,0.05712726502060145,,,,,
BMP7,-0.004173120020384518,-0.020182424684706633,0.04782007416549211,0.06419696354359389,0.0024931403743724285,0.11667383178497392
NLGN2,-0.08770083097400692,0.029560818626938403,-0.009576444663188539,-0.02234746436442611,-0.02885385945462999,0.04392172009295136
CCL25,-0.019830575368644174,0.017918684334103856,-0.015205886797431786,,,
NPNT,-0.033795127108686464,0.005263993858571212,-0.018563380250221168,-0.10852177762887341,0.0043281206448602125,0.014492618712452606
KITLG,0.027539035852766645,-0.04116998268527156,0.01690694632889342,0.07457950728284635,-0.013532149550113363,0.004655160942246621
MADCAM1,-0.02043195213034446,0.008065849590684486,0.010227737758876655,-0.0379786153081029,-0.07628347267086726,0.05621511344921639
F12,0.04568196212691598,0.07065317181943487,0.046861563284871816,0.009790425292056563,0.05721728974904728,-0.04787414817080807
S100B,0.08988674616761942,0.06488550954236032,-0.10266327713782614,-0.010603048479316828,0.03539039421202058,-0.07047346595135445
IL27,,-0.02472884818153746,-0.019294775393010125,0.10262170371343023,,
CD99,0.03578162703288187,0.03316814521725382,-0.05762526167588855,-0.06161706756698354,0.007527727465501008,0.09647895792284081
PDGFB,0.03181979650723828,-0.024991963344425244,-0.08414762945480549,0.056785810283819446,0.00292190210747605,0.003973737547105934
CLEC2D,-0.06224658346141069,0.03235367807632629,-0.02857636150737479,0.013612801653383456,0.0819859656427166,-0.0380226572214107
F8,0.055959390638533814,-0.014340874654882685,-0.012988415547272895,0.021434856037118477,-0.10287303266681454,0.0733873637290169
C3,-0.1175471466651698,0.04122777637589417,-0.06420977759911788,0.11842247771355237,0.10557189168988292,-0.0389236421328593
DLK2,,0.02287007192692335,-0.01372923158670877,0.002213416502534323,0.008280032142868283,-0.03240283015598137
TSLP,0.14300636469059635,-0.05031236042267472,0.10493392747615733,-0.03200395375515271,,
OSM,-0.019211525685677553,-0.019765894107200338,-0.02689102859917804,0.1163443256727782,0.006304118510578567,0.05457793860910872
PRND,0.09490814763054378,-0.01815725202550149,,,0.08442588942878858,-0.0015564214895150664
SLPI,0.02844830894082879,0.07730126215664249,0.06811360660456088,0.15803144207140474,0.033593822833476936,-0.06890729995675236
AFDN,0.039969442898453424,0.011749971911882675,0.011530581484657893,0.008479879845714524,-0.04019081760282453,-0.012988034072500852
KISS1,,,-0.01435395078869609,,,
ULBP2,0.07228076090545876,-0.04138315259478218,0.020690021050750827,-0.0025645973913367153,0.11390878997032218,-0.03834097024798306
ICAM4,,0.02575904565248868,-0.008932140300906798,0.02917524968790152,0.008280043063497044,
TDGF1,,,,-0.024401207408762584,,
ANGPTL1,-0.0014199133747861423,0.029960601715404434,-0.01868653806778089,-0.052904721402482334,-0.017344223759757686,0.1465844571673584
LTBP1,0.00786918922659476,0.0078953800652189,-0.04746664467586769,-0.011886691213711373,0.02989687930556524,0.051644067295247176
NTN4,-0.016896630195010788,0.09755988856792253,0.010455361382254665,0.05493062356439797,-0.08845897113360238,0.003218234767478492
APP,0.054826765162840956,0.03978510586885415,-0.013917922100432195,0.005905223351503909,-0.030020813832976993,-0.015962930578098507
RIMS2,0.026124628485959575,0.043118556650235604,0.029031530911923707,-0.0018813620149642834,,-0.026600476261338078
WNT7A,-0.0210171468952194,-0.041258877623582345,0.011000481827083927,-0.041449387897056184,-0.050088488989163384,0.2722347329624389
GPI,0.012500509244563843,0.006097976305781705,0.04780594480746089,-0.1292484649341712,-0.03775501187004353,0.021552945201437593
IL1B,0.08365240910309907,0.06378023513994233,-0.04287150503308769,0.14511292250035135,0.02760386202014882,0.0857657969874874
HAS2,0.06197399944679017,0.018123604400695555,0.006514314014716849,0.028966980280077242,-0.028117454165732244,0.06455306798971154
IL11,,0.07023888828249711,-0.0007364675870122535,-0.022928720453773394,-0.038430051110686474,
SEMA4B,-0.017334809442376843,0.01664764959717842,0.05912467100889474,-0.02237490268425634,0.08461943769120503,0.024718704257269238
FGF12,0.009929986780537423,0.04717730529556511,-0.018056068262053162,-0.03530009039934178,-0.06402366583528832,0.06825011843837317
CP,0.03185597687307524,0.03204650054304066,-0.01844573521879376,0.1331577784972001,0.0392366924608256,-0.04326946517987811
NLGN3,0.034048045004957686,0.07086330616886573,-0.023416515660889196,0.04288955280233615,0.005075222220372052,0.04736026067636579
GZMB,-0.025245988362548762,0.007932187566285675,0.014552711814648941,-0.04034200595573056,,
PROC,-0.003985960662712279,0.01771001067046947,0.005929910560336588,0.032041039705959964,0.03306734290302553,0.03550228598903521
TNFSF11,,-0.016793574357978173,,,,
AGT,0.03845172780255632,0.03144277908070769,-0.08546527173334684,0.06490635186624763,0.03690968736253031,0.02811295498207253
PTHLH,-0.035315536803284024,0.010660302256956394,0.013746210941837925,0.018941279513822632,0.041458520384819744,-0.009023194466205375
COL1A1,0.03465184662550514,0.018163196727322476,-0.05520903685898938,-0.023640337924884156,0.10916594156478142,-0.01821920061249465
LAMB2,0.03230343705812556,0.03295991769352652,-0.015909440916735716,-0.0032213890500984214,0.06873113694097789,0.05757803547888153
DSC2,0.002058552196814727,-0.025023356980732357,0.05728013619602351,0.00700850905827626,0.01287830323382982,0.031374438223889856
WNT5B,0.013055326537357923,0.0045837368907111565,0.12121629866300845,-0.006437792918610258,-0.07663649160135472,-0.0015604686597438181
LEFTY1,-0.02268818400844269,-0.03014240343915835,-0.024476039622881775,0.023617134915413156,-0.05649319828984263,-0.04074358807872975
FGL1,,-0.02087503934394024,-0.009718486745141017,,,
CXCL5,0.08011690057039514,0.07767903868646815,-0.008932139327580649,-0.02972718938054567,,
S100A1,-0.09170189446228014,-0.02424529508641202,-0.03537546428433454,-0.05615769723312194,-0.06893158289096919,0.03374326011200865
C4BPA,,,-0.024864455059868732,0.012740848394765235,,
NPTX1,0.0014593057455874402,-0.026732627465758316,-0.019091371972015762,-0.08793799912956653,-0.07250587080973975,0.04402180410192446
TGS1,-0.04163766990698631,-0.025183874067097534,0.03897637486582731,0.009880954911884015,-0.057469572466991636,0.06747959323654067
SST,-0.008697130933862098,0.03593976738106695,0.013559832318550652,-0.032021963644875695,,
IL34,0.037479308821007445,-0.01128141094475159,0.004249483418953824,0.01012599562456478,-0.01070903201839109,-0.008833718365207952
XCL2,-0.026076810105329952,-0.01880391769465175,,-0.015341414165215577,,
TF,-0.10475341652527967,0.02212320410528624,-0.012608182355451037,0.1317986128557637,-0.037291620654214375,-0.009353556431753656
IL33,-0.0009258638748115762,0.02200293411334597,-0.0989917174487549,0.07784191779700393,-0.04121022078872495,0.02838131215786502
RBP4,,0.013892570265219228,-0.018187872118517908,-0.015498325283601346,,-0.03540474254311956
CCL19,,,,0.02680940501368521,,-0.023455835333637636
CCL20,,0.024217037522777714,0.02840376352943141,0.047476158925293235,-0.01092468589684899,
NAMPT,-0.045350568563523826,-0.009870327826862273,0.026426621820535613,0.08707311352954651,-0.08939018536624276,-0.028690808048674053
