,MGH258,UKF248,UKF259,UKF275,ZH1019T1,ZH1019inf
IL15,0.0905116246887517,-0.014423332719218987,-0.033732583940074744,0.044656157073457964,0.09443558553756537,-0.04044968055556857
BSG,0.0563065527675553,0.030467502726280227,0.02080309805622088,-0.06501006055860514,0.06579441608738859,0.10317980280654622
ADAMTS3,0.10630532179229556,-0.034485754244605864,-0.012020727257345192,0.004253005370431302,,0.07017581495975568
CD34,0.08746994294276683,0.08542331189651604,-0.04389137944877319,0.03800433234613345,0.05808598194026993,0.039894884783614734
PLAT,0.034421505029731236,0.046395354626968845,-0.0798834853945285,0.034882847692883155,-0.006237373748517412,0.052354454447929195
LTA,,,0.0796128859011923,0.015157860593477653,,
CKLF,0.017389271769603552,0.043798623959586835,-0.03955829367284295,0.047440166991634496,0.09090529370488348,0.09783727428152046
CD24,-0.0008924285222080975,0.03173178307627843,-0.04130451835769417,0.08232736202985656,-0.10416844501052692,0.02778289042884826
HSP90AA1,-0.06537280170416122,-0.03087564787402386,-0.027008455939134115,0.20287303236121476,-0.01587024642396941,-0.02688583342787242
BMP4,0.10356032569810587,-0.043858722416389724,-0.018678096267228404,-0.0667565227087525,0.03403775800539216,0.030430368232473023
SCGB3A1,,0.058767052893987676,,,0.01875206209752145,
IGFBP4,0.09447414505467977,0.010885552741938385,-0.024195672662323073,0.06330823558870993,0.082576961900457,0.006485808710250914
RSPO4,,,-0.0037575212071023936,-0.03162104029823651,0.013604101535213842,
LEFTY2,-0.02475379154929214,0.01671785772011144,-0.017151455485199738,-0.0054301619300624725,,-0.03057862128978845
PF4,,-0.018375190720841934,-0.008368592576685194,,,
ANGPTL2,0.03605576161879908,0.03217353699371039,-0.05142433055685338,0.05340152840004213,0.07634381037198125,0.013753176538759331
LRIG2,0.06643937925803155,0.007725480265232931,0.018052052065742834,0.014845189602180498,-0.004304188323124269,0.06642418921046461
ICOSLG,0.01327204621792635,0.006728182629497328,0.017122272121571292,0.12985445662142803,0.0011078092658249692,-0.042491051816216034
WIF1,,-0.03306317316410777,,-0.024401207832225984,,
NPPC,0.008834494682056,0.0142541066090359,-0.012981750835140454,-0.004503011043068522,-0.05368295501481638,0.07587636795598589
LYZ,-0.058346843541076665,0.026743749493695297,0.0019814359257032707,0.00375070793210202,0.005034076202975999,0.0020290034365627475
SPTAN1,0.03500904871923963,0.0757083418738735,-0.08717178264585858,0.04316788889374389,0.06899547357504512,0.1124242539376691
LIPC,0.08847865684935051,-0.007198314489848563,-0.015038984130924252,0.0675661376610028,0.05770468321946543,-0.03537513401865302
COL8A1,-0.03108452316516385,-0.012129842454399964,-0.046257901604898656,-0.0047990911385858365,0.034785714924999114,-0.01995608199571622
GSTM2,0.0510375800667759,0.00485458814593545,0.02791144065922979,0.03202092550983756,-0.009633792016323417,0.07594690301520134
SPX,-0.04690462393415304,0.003548955770962639,0.0448010271636205,-0.05967030096278701,,-0.02196560096222534
MFGE8,-0.047760848193719604,-0.019936136187185777,-0.011166027518127085,-0.030994706471051753,0.06987425840001095,0.05363300648035355
TGFA,-0.04202730151817562,0.014760856568243906,0.042886509288563635,0.0021338696156402034,-0.01467863730124001,-0.008216792360046613
SLIT2,-0.02572963715361683,0.0015334868087509895,0.03354371627460031,-0.00365830770998382,-0.041332768352588686,-0.03240277888292059
PLTP,0.05043925171732505,-0.009572866970036018,-0.10800190607030771,0.05057479656973319,0.10088525215372472,0.006849208574990479
APOD,-0.09268442731499478,0.041245288614653895,-0.011517097098234333,0.04837076506580205,0.02421556269987539,-0.11829451629967129
B2M,0.08819172627983445,0.07812427771649173,-0.11008347813791873,0.22035667675443998,0.08586762468989534,-0.07947619244756184
OMG,-0.0062007470641036126,0.06344080324910636,-0.057637747200723045,0.06677796618532526,-0.06878820361518799,-0.007868535890821505
CXCL3,-0.020133371089001227,-0.04537698026805276,0.08671229864269948,-0.05184027911521017,,
CXCL10,0.007869363945687543,0.13168014016002655,0.019592999011800373,0.1795008373533628,0.04469281644310396,-0.01938689448375827
RSPO3,,0.03580447684008185,-0.009718487642748614,-0.009523940241783043,,
CORT,-0.025000988461348142,0.01613588800513022,0.030004802363287307,0.0018328584770404722,,
NCAN,-0.07718151080888404,0.05554366849123852,-0.05873576994948798,-0.052202188193884405,0.02999320272572863,0.03777029405935958
PRG4,,-0.0008211005721335271,-0.009591728193832997,0.008642289731102858,,
ZG16B,,-0.010516740236436894,-0.011132373634817748,0.005409000523917027,,0.02563138109978613
TGM2,0.10398052724063088,-0.05735460805130551,0.0350443843706765,0.0076174279706930255,0.08872483668778561,0.009032631020990362
VEGFC,-0.02500099007108279,-0.03382401052843764,-0.017095027920017766,0.004752689821825584,-0.04829347931620756,0.00692602955186171
WNT6,,0.008432529378390249,-0.01326659515046503,-0.024460993865463715,,-0.02529708219850513
NRG4,,-0.016315003754344356,0.08549846660622824,-0.020462259590952835,-0.039613565458982106,
PMCH,,-0.018803919833931895,0.020223947460531563,-0.00496042924927603,,
COL9A1,0.07900393826608454,0.004017808606026217,-0.012192193943469643,0.025729798014194793,0.03652221105993168,0.03858508074790064
GDF11,-0.031186517750360996,0.03277383697419057,-0.011149668398509525,0.001963623725916081,0.06430392848281057,0.0453917632245597
SORBS1,-0.01657490101449711,0.0385474107846163,0.004682878685888013,0.047809666022453214,0.034390458111342274,0.050333742190754024
DLL1,-0.007321411351901952,0.03331476652289904,-0.01315981851625313,-0.0131609812027961,0.12246355093484233,-0.014363209451145293
TLN1,0.01566835722616519,-0.007119463886889154,-0.015476068833094068,0.02668086637841587,-0.012084274096938302,0.05691742729650271
COL2A1,-0.02348232194141644,-0.013151819994988363,,,,
SHH,,,-0.009967380421510236,0.0660044278793816,,
PON2,0.047376042392900254,0.035536808734268246,-0.06490413887452294,-0.1014628646474709,0.043152252488511615,0.05590499363353824
ICAM5,,-0.01566014271869813,-0.015534869833509136,-0.022563431483538142,,
HPX,0.0458249317194846,-0.000897791317657172,-0.012522245862929228,0.07337182122066066,-0.05153353179913703,-0.02720597042133335
SFRP2,,0.005734225693886733,-0.01135176613647622,0.10204494279495864,,-0.022072894947845142
CFC1,,,,-0.016765128169649972,,
CD70,,-0.043026183533126136,-0.019294772537622785,-0.026491163012424053,-0.04299221975508694,
HP,-0.013640989803727625,0.08805955367206784,-0.012040634958094326,0.10127490742289695,0.011741096992234952,-0.00021678038508547332
CXCL2,0.08339580288144853,0.009150588133535423,0.0537850885102977,0.0419654953553533,0.03618117801237747,
NPPB,,0.006510948466411896,0.12688893597344403,0.0006787486019752036,,
CCK,0.054966334555318366,0.028758857719885473,-0.0800556845779373,-0.07750987615611879,,0.009317968857197411
SEMA6A,-0.0713708756869486,0.0841730075495606,-0.03734993752213117,-0.05923139109738784,0.02495173253075243,0.03577081844751082
IRAK4,-0.04361328967194575,0.026561121164534428,-0.03144278683597146,0.038099448971872785,-0.07422519592920811,0.12442405810876685
GSTP1,0.08840397363479087,0.11393207977186014,0.024014262233499017,0.09830755049500536,0.042784183604153335,-0.06250521210944994
VCAM1,-0.007939205729178705,0.0864206946354069,-0.027410459300893194,0.02155014813926659,0.07897851976459976,0.03396690649690965
NXPH3,-0.043183659989425485,-0.016312223093223117,-0.0008662678546599974,0.04999961284486297,-0.040324801045883193,0.06535583510346514
MTMR4,0.08772629552624771,0.04461065102547307,-0.026449422411680613,0.01886471925123681,0.02559123464271786,-0.010177710297451669
LAMC2,,-0.01793680335690113,-0.009372452527840705,-0.011266125729516373,0.007656407998089092,
IL10,-0.02596841608583967,-0.018723141576372556,-0.013682214738502545,0.16698227983301187,0.005045714528253788,0.003232683114870495
SEMA4D,-0.03765809175899937,-0.014149924580739482,-0.007908392400639458,0.05721369942967974,0.11520339227159018,-0.013476530834616156
TRH,0.06134828108205943,-0.009367568673775747,0.07090767641656509,0.16530830525609932,,
SEMA6D,0.04851546392187141,-0.007779931608432729,-0.014536470090743355,-0.08892420588646481,0.014257158792362116,0.015278640303590897
CEL,,,,,-0.02519234316882304,-0.03677381546450814
PDCD1LG2,-0.026298087538454133,0.028013164290097037,0.031520604543186725,0.022835791768370365,0.042970444344359045,-0.015325163053520642
SPINT1,-0.017666451871494862,-0.028393314945712487,0.0032212053880886623,0.002809293812985113,0.0013849295621385137,-0.019069670044970115
CTHRC1,0.0463596338617639,0.011226277210687969,-0.024607479089478405,-0.0030643184908175493,0.05701653005841471,0.033619126269556876
PODXL,0.07850136909922577,0.015897151844097634,-0.06120030228286023,-0.01634246463048341,0.0832715616494636,0.00641292413002894
JAM3,0.0182289891347776,0.03883560763700618,-0.01567752843311897,0.006733128636110915,-0.032116356174770586,0.0023973316742929166
TGFB2,-0.07984662934570752,-0.036324328011972835,-0.025081029485953976,0.037340028476117955,-0.05392653605420829,0.08306052926308935
COL18A1,0.06047857150143096,0.017688709853983825,-0.07478629058221672,-0.08488596801484755,0.027832823445851557,0.044707836341599735
NODAL,0.08567388789947204,-0.016125305691284786,-0.01962984089889633,,0.02693301874802373,-0.013519408422312643
INHBB,-0.0008417124956677496,0.02594045718477327,-0.0038984811994138787,0.05312220210820263,-0.006630534820532756,0.01197124245851877
LCN1,,-0.017936807392754918,,,,
ARF4,0.021969382435520025,-0.0017142379210387927,0.03950687423832607,0.010324281215723182,0.06483928666571474,0.042594326569523416
CXCL14,-0.08273602490556246,-0.002826851366518221,0.04333151504111219,-0.008842675489142159,-0.026521373600824114,0.026289847751672892
LIF,-0.031005995040451997,-0.019115134262424734,0.08860354650387439,0.047426835375517486,0.00843164644591164,-0.01231155285572379
IL17B,,,,,0.01092864717650555,
MMP1,,0.032016994854593916,,,,
MATN1,,-0.023550504838836386,,0.0236971588345641,-0.016142074040250778,
ADAM28,-0.062302146836782354,0.014758601966713287,-0.03939484669764882,-0.012819440662721292,-0.010580877018503715,-0.0032411432858057043
TCN2,0.010735085527765168,0.000131413307767862,0.002134397047080032,0.0753373720206696,0.1076904842507062,-0.013501324121052106
THPO,,0.0038427657848956183,-0.006203176368730266,-0.0029732068609650557,-0.03961360915629621,0.07286413101191273
CUBN,0.039040975900890645,0.0407686745433529,0.05913859637590488,0.0580046713850978,0.025020106410557304,0.13236121698957867
TIMP3,0.018080753985468014,-0.00460761812725914,-0.03208689497088685,0.04618425922128081,-0.041615066047105014,0.09288008113465465
PIGF,-0.013831792997732682,0.017262488537495624,0.02727094892348615,0.06534596190812647,0.07634803978152209,-0.029165068625791275
CRH,,-0.021015105390129515,-0.01124257427598694,-0.03794802837608298,,
BDNF,,0.011262257395874435,0.015081077603631428,-0.04330593421687495,,
CCL5,-0.07519378083638559,-0.03091320278916932,-0.015198788097894437,0.08415931182190149,-0.07099356671107171,-0.06652365143664661
GAD1,0.0348066648410692,0.058461964260107,-0.04083530870220914,-0.03762088442509222,-0.043533263554507484,-0.026066155566021994
COL14A1,0.05636716872841941,-0.03447345397197033,-0.033416763567344736,0.019833675975771688,-0.03532875300853436,0.08504593863225961
HLA-A,0.04022018997993673,0.04759391079132817,0.03167758014516539,0.21223052449122184,0.04787808193519633,0.05958657927551757
CD5L,0.013919630907227828,0.01214942393149821,,,,-0.03131954512826863
FGF18,,-0.019014869823487192,0.054568450617148566,-0.004337607266476954,,
ADM,0.03596397301361176,0.00011764986969755936,0.0775020869793287,-0.07509670298295952,-0.016025784089259563,0.07990482963019539
CCL15,,-0.0350618377927942,,,,
GNAI2,-0.02643829042509638,-0.004274691688623092,-0.055524690230843506,0.07065919733422318,0.018594472526465882,0.06097487070045927
HDC,,,,,0.031210983975332743,
COL11A1,-0.02891105078964008,0.01676130390918365,0.028493458419147466,-0.0006072250911201583,,-0.01945627235721885
NUCB2,0.053704104064224954,0.05146777828158288,0.026797660569309923,0.018955486208914286,0.014532622121128108,0.05020542840751337
CXCL1,,-0.036805637532914125,-0.0295698093935818,0.001217207166400246,-0.06834884774275364,
VCAN,0.024071920357349685,0.03670171794127403,-0.05310281935563178,0.049294217016386296,-0.1216953357379533,-0.03599028041867076
MMP7,,-0.02204768204471968,0.030787278178150478,0.04729127268462529,,
PTPN6,-0.048233124634933795,0.016761946079666624,-0.009705024372786038,0.0574465480811698,-0.015133105644150187,0.06674681252820326
PTGS2,-0.009622077844168485,-0.016659737517331023,0.05274554761601492,-0.05183551979634506,0.13038079740341732,-0.01765891866710577
XCL1,-0.0019024993108755532,-0.023028794078642265,-0.009718489278389766,-0.009849901571220144,,
CD58,0.05935261152286265,-0.015226376586665761,-0.022000847478431777,-0.05076314835096231,0.047378587570681016,0.031794431603717324
TNFSF14,-0.01099744785716521,-0.023203884085230823,0.02978079647679428,0.08994954197165889,,0.019317461455358828
CNTN4,,-0.02328818509319029,-0.017465873688508465,-0.0303363622512331,,-0.034512135610355425
NTF4,,,-0.012293463341782314,,,
INSL3,,0.06436886813737866,-0.008932139435727982,0.10472910662285378,,
BTLA,,,0.005822151539045404,,,-0.035148101483615954
MFNG,0.050401583173006505,0.07229802809857415,-0.024580025652501874,0.057369860941507506,0.027776795970224605,0.04124849637420258
ICAM1,-0.07854652242359775,-0.0030736681426022307,0.006631585127976371,0.11586966719011474,-0.015735436203478274,0.05492528177874165
PROS1,-0.04633415164866506,-0.029460404063192724,-0.02352144323607157,-0.004954835886647075,0.05998654404377009,0.030561371156758062
CLCF1,-0.018011082745027066,-0.005745170831229837,0.02585815982838711,0.07947918745962869,0.0067497123057857315,0.02719050667559924
PSAP,-0.08119065868883368,-0.017648993471420446,-0.03120522064733403,0.059229545574471555,0.0517479445612391,0.030386905995766943
EFEMP1,-0.05874260554338658,0.011888965021382838,-0.03399415387850856,0.149287750532749,0.041558342314444524,-0.04807914778648709
C1QTNF1,0.030905639551714607,-0.02004942560717392,-0.01910604482216114,0.042692595264111066,0.03468162344504059,-0.03575814769102779
ALB,0.024603624175789846,-0.00990819330666291,0.05595201117963044,-0.01173269940450398,0.0393597182773386,-0.03476318437032502
EFNA3,0.0032649835807655064,0.012553474501076906,0.031115839881738817,0.02644497773061748,-0.08914172301712771,0.09346941966965187
DRAXIN,0.07641385517903478,0.03447302585723318,-0.01596489520931632,-0.009011994634127135,-0.013362479609564536,0.029862010339955718
RAET1L,,-0.016070619274210357,,,,
NPTX2,-0.058659686619193366,0.03252638053755254,0.038873632693232255,-0.06869207387178736,,-0.03182262080596422
FGF11,0.02657605720341942,0.04337241841964459,0.03499510547509275,0.03107298452991355,0.030468561487251963,0.054139264549605354
CD59,-0.02543890364729525,-0.024213039165576072,-0.047489605019363855,0.13909414670710687,-0.01267048831706596,0.00678437828071817
COL9A2,-0.03810334480826955,0.04020997979453702,0.010794142366742315,0.02892364423183597,0.06590319689584596,-0.019658993513731047
DLL3,-0.054870653886546744,0.025693265338032213,-0.04455982144581002,0.06010055728596318,0.05747953990224427,0.03493111402160296
LIN7C,-0.007938910624769898,0.0034758706239737484,-0.051936458679554105,-0.02999373112796292,0.07513302438340819,0.04499504968558354
GDF7,-0.023220389058908414,-0.019738461234706933,-0.01593754449844884,0.0029986000907478113,,-0.02233688279565022
PSPN,0.010019431286672799,-0.0436517795241424,0.024718505646157372,-0.014204702578453843,0.008010805435144194,0.03817890484368713
ANGPT1,0.010348610675183187,-0.0008789451879614893,-0.010573690948457745,-0.0036442402242916204,-0.03757687050072628,0.04563023564682717
PNOC,-0.004696408240179786,0.07153518313190284,-0.02227712672295012,-0.080121398376365,,
L1CAM,-0.00790553880924535,-0.040686046640148577,0.06533204043548534,-0.01486342504363314,-0.06578634618762415,-0.003230296051577191
APOA1,0.012281915842366263,0.0005053709796518896,-0.013910331380191904,-0.005284193885227977,0.021473903554969996,-0.03748500625083498
PSEN1,0.020680037189319673,0.04178046027113817,-0.030292324444653435,-0.021434824386360893,0.05031455491709322,0.01713772242736602
CALM2,-0.06361664454904574,0.04016647315469483,-0.06715876021678663,-0.08594732652101272,0.04940358115935859,-0.08631686509344581
CLEC2B,-0.05444137375766018,-0.017177797643554028,0.058708501284222295,0.04149741579805986,0.07824152053676622,-0.06993568000535845
NTNG1,0.09786087963841056,0.004255602590776395,-0.0015391858139802612,0.10747199132062281,-0.036591599375332295,-0.030578652369518993
LRIG1,-0.018970441422678577,0.03605808028102157,-0.08570684086979607,-0.04017811895913362,0.03404957191951596,0.036149505864816675
CPAMD8,0.02611908853567589,-0.011146887199010864,-0.010565127137734444,-0.030450226606269296,0.09488674992106001,0.030727855994533714
GHRL,-0.03259770669452315,0.0020294623879912863,-0.028180885861183367,-0.002883083253917381,-0.02071905105015101,-0.023203232629893565
NPY,0.03377392275599988,-0.06863622845548614,0.018180212584280306,-0.016806809125111608,,-0.03547824815844536
MMP2,0.003055648164836136,0.07483019734862348,-0.05764175412841998,0.012445688761509784,0.1039174996634183,-0.005110706784283337
LHB,,,-0.009201427855794374,,,
PPY,,0.05997473109640409,0.054511767429512775,0.02804883613453634,,
ALKAL2,0.03560807195140072,-0.03013792206330508,0.0869384966829855,0.027456360013538274,,-0.0019423911370258823
CSF1,0.03171332895234054,0.007562189501026313,-0.015193346867627567,0.10242295378357635,0.011791396253904792,0.05653287302257595
SEMA4C,0.0013046891073969294,-0.034374760258527114,-0.009411087908033947,-0.055507549260342126,0.016784084030973173,0.059171490506950426
ICAM2,0.044251308153195494,-0.04418205841243876,-0.02286647924851991,0.05977139662650366,0.07302162395979801,0.01004158653499798
SYTL3,-0.012868999805709743,-0.05298906646232247,0.028796592474056665,0.12657718804622095,0.05034025382176243,0.10473742520080552
IL1A,0.05559303110397158,-0.004801928046039393,0.016658238335034662,0.10244384671909397,0.07574426570762136,0.09093366857516134
HLA-G,,-0.024728845688843298,-0.009718488400728559,,0.05165904857981569,
PGF,0.02365891873324058,0.018153818826691977,-0.01639937904664922,0.022300058268806506,0.03071154323843391,0.07388415605891713
LGALS8,0.04146436278279524,0.013773635563459553,0.007834818453751578,-0.043671715441262346,0.06645575739737539,0.03856749974839525
DKK3,-0.021116805966208785,-0.0007013229863313656,-0.0664699363114526,-0.05354835618645297,-0.03726222473256134,-0.0590693148934641
COL16A1,0.07586869079547327,0.0033704248887071685,-0.05661701411145925,0.025457856040637696,0.04205084806397213,0.03519036541503516
TPH1,-0.03806365319482611,0.1331535208665553,0.08033058434239494,0.013126366466608934,0.15560154789707856,
TNC,0.01589354567490162,0.041644843244531694,0.04902905450408607,0.017292830453191962,-0.06031857022901194,0.08128401519642407
TNFSF9,-0.020431939887455848,0.03200783312482212,-0.015937545570501133,0.015267435547111408,0.058599876366721745,-0.05188414446987704
C4A,,,-0.01090882666087718,0.038013680294051375,,
CNTN2,-0.08257510503634277,0.0554277000690463,-0.03617269618741357,0.08327618383673988,0.033646082499726025,-0.08978388955615663
F7,,0.021224258117821512,,,,
LUM,0.05535279838885416,-0.003105456036135874,-0.009255081599295011,-0.047300139492028236,0.05645603185054695,0.12290987899714859
IZUMO1,-0.019523365819791718,,,,,
BTC,,-0.016070612580280932,-0.024974600074501637,,-0.02506265145246886,
APOC1,-0.06470530662791153,0.01330402184387152,-0.04917363285773926,0.0486409414583032,0.04811317038978794,0.011838303013449469
PKM,-0.01328785119678381,0.044035156622642145,0.05720137080514763,-0.12057878741044162,0.03543736334075492,0.09175055644340559
TNF,,0.07392550376758229,-0.0003736928132229086,0.00795634817482222,0.04929675193302995,0.1399325645625039
GNAS,0.06980246991383393,0.0705242665118882,-0.06826723145435926,-0.14962642914636468,-0.05543873026910006,0.04190056783078221
BMP8B,-0.006458981504554841,0.007343873691793835,-0.014089304822983612,-0.026527269206790275,0.013424741978202107,-0.012160596814726782
LIPH,,-0.01815724856472211,-0.013820051778189096,-0.021270452892767754,,
CCL28,,-0.025540428738484888,,-0.014948891877800623,,
PTPN11,0.004744743827185904,0.002892667042513436,-0.013858938343407443,-0.03474540871608462,-0.039053053330924146,0.05345348207360895
ADAM12,0.042351514765246734,-0.008104160229560039,-0.015367663736994797,0.008156413534347108,-0.033177530229758126,0.05728179532380663
EPO,,0.04819354652219131,-0.014089305217498984,-0.022254162712744326,-0.056493106840740964,0.04836069127194477
EDN3,0.004547430724575938,0.0019278009423703162,-0.017539226640589198,-0.0024621038066421656,,-0.027437783937154868
CCL22,,,,0.03932813493244936,,
CCL2,-0.04682976264752001,-0.004444247181301182,-0.029916410614268574,0.13055118001646043,0.034461969562775314,0.06584944422928735
DSCAM,-0.012221219574884161,0.042017720464533746,0.005113246675928658,0.0331055211258222,0.04080432436350457,-0.01755247324297356
GPHA2,,-0.003409880958544595,,,,
ANG,0.013771458286924668,-0.006302802971413425,0.08972655506802595,-0.01697934883927616,-0.00969658976116399,0.13970980544335798
FBLN2,-0.026904388884092814,-0.05611505732253101,0.005435799934120342,-0.04686631142974462,,-0.0494057318670876
VTN,,-0.03432352753776968,-0.01811678940401756,0.02022206532881079,0.08644252253477445,
VEGFA,0.0504094188473454,0.01605850764615044,0.08445109614323974,-0.01735504702857579,-0.09252260461577712,0.07362361818082223
F10,,,,-0.012416055166354599,0.1509586381062547,
SERPINA1,-0.02816020167921624,0.05503087827883991,0.010389456424475583,0.08890912764403111,0.0065853370186369255,-0.0027477060726918768
VWF,0.10209555691296106,0.010286913808808975,-0.07248027396065701,0.05574912985841113,0.06371433099583419,0.08888273014863063
GDNF,,-0.02843556650380461,-0.011459977590717428,,-0.05428283833683955,-0.03057864383112204
VASP,0.05819891622460615,0.029182223348083857,-0.021658514609245155,0.010856673133376373,-0.012150897569838254,0.05651194983954148
ADAM15,0.03700167999540831,0.025703312118819002,-0.01681271013169293,6.627672444996787e-05,0.10598310303262502,-0.010792904170830828
WNT2,,0.03349764712170785,,,,
OLFM2,1.7003043706452543e-05,0.05948904179729583,-0.00811936465898948,-0.08946271289131502,0.054152959531441044,0.039499043515892084
MFAP2,0.06829960718731252,0.02062855862339608,-0.026795584089197782,-0.013182163819748788,0.06924570987625325,0.0027081713216107607
HLA-C,0.0764556378807134,0.0581924818225155,-0.05952518239047568,0.2263698294863269,0.047545122949924835,0.010006165779605607
THBS1,-0.04434933278939097,-0.025574396778249707,-0.026208590460906726,0.09261189107179256,-0.06408090104771237,-0.00617134432347315
HSPA4,0.034371913104023065,0.019287910131669018,-0.03014336768185133,0.03153393625098811,-0.021443231194196232,0.05254075989639737
LMAN1,0.015626360227657513,-0.012123107878878648,0.08728320609912958,0.049309278721028804,-0.07008018334555438,0.052245329641332786
LYPD3,,-0.02769959193915684,-0.010329978484595744,-0.031157617808175362,-0.002681067601616939,0.08986242802496645
APOE,-0.03811177325493637,0.015587890633253764,-0.03840663984940251,0.02910035493472786,0.004609503388488492,0.08610916111798185
SOSTDC1,0.02553993485969601,-0.004134742577588809,,-0.00803697911206965,,
ANXA1,0.021688966801051788,-0.020273766550518903,-0.05472420291001129,-0.012265066404304114,-0.014215621275251106,0.03164733073690104
WNT2B,0.07069217418129667,0.009446538107878884,-0.01424495831967752,0.06537483253769225,0.009929452727584515,0.08252407613806506
AMH,,-0.023477951853477542,0.005651143323814936,0.045900197962874416,0.023538677679055736,0.012294647406110039
GDF10,,-0.02101510392297309,,0.056913161728098974,-0.010269637514733698,
EFNB3,0.05506242722204309,0.06562777560164851,-0.00504541328540596,-0.021386433984927067,0.00741463298838055,0.05629440840947483
LTB,0.03109437886834238,0.024051699066429986,0.041221391557987916,-0.03168770224540908,0.02469513372449668,0.004128575001894214
ANGPT2,0.1057947329742545,-0.00953729338646614,-0.062170890183212035,-0.058630959286496344,-0.014534796119993268,0.04139239969863499
NRTN,,,,,,0.0365035684135541
ADAM17,0.02772179710547644,-0.02286208161793053,0.015492107760561273,0.004056421906650227,-0.043927456979039346,0.051670339853359566
