,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1
CCL17,,,,,,-0.016084698671601467,,,,-0.02465816759722656,-0.013513117991529508,,-0.019258288641454232,,,0.08071621866147073,,0.29440009657236366
VEGFD,,-0.03131438922599171,0.026685262383946796,0.006514683315376655,,0.09239831395519779,-0.013296216954707698,,-0.021112844460299984,-0.015138124724437983,-0.009912035466673179,-0.028497416286765245,0.047203969575294734,,,-0.03268878803468571,,
TNFSF13,,,-0.02022250031429529,,,0.0657549828763917,,-0.013703806023044085,,,,,,,,-0.033236735779446164,-0.01517942156605074,0.022851985050444387
WNT5A,-0.046047622563163686,0.012355963436683999,0.0071567239222121125,0.038731100015970146,0.1067528813290973,-0.0013802535786969427,0.04409281782242548,0.008523294818386562,0.057831400486837985,0.01368890228748148,-0.00674949084508131,-0.026310209411418106,-0.0013485933017083997,0.06156815765912172,-0.04571246734054718,-0.04472891669766718,-0.01978457978808986,-0.0033750724052973636
CXCL8,,-0.06062791165805066,-0.01597665487863485,-0.026891806069614044,-0.04075702798590847,0.04423120015438503,-0.003733076226393322,-0.019492775250493134,-0.03940662432418508,-0.021225814068281768,-0.009230518416196523,-0.04667960479598681,0.009353371365958188,,-0.03463369666108063,-0.04400429881815548,-0.05257946658256511,-0.038160848282634066
GRN,0.07906135540196156,0.0020399527191239655,0.06065476214372364,0.02985670660363066,0.016453564442697258,-0.007297173505567018,0.06462179452573562,0.03177061613168492,0.043601375869810916,0.03077679572099694,0.0014703124794310644,-0.020786465269878124,-0.025185547027792216,0.0995151378592782,0.034742043331140844,0.014795265753399038,0.02937388133204942,-0.009151186304484646
MIA,-0.034828699915875574,0.09789065878200791,0.020478537802168417,0.024833909179530454,-3.78243943920532e-05,-0.02520870837833345,-0.002549391858784937,-0.024779124222310746,0.038348395858951494,0.0063838087363108885,0.13926071253049618,,0.009565463032193808,0.12834784163147495,-0.010377953518255366,-0.03945185722555494,0.035812597323596464,0.019326096165791118
COL4A4,0.016389903490070107,-0.031523397773347867,0.053694539805131496,-0.004136816395273228,0.0025810900205420653,0.027220065651980863,0.04669959543233401,-0.013038565991077538,-0.019362430625987744,0.018278882831023642,0.011524731956386366,,-0.02742005913332698,,-0.02487014959083715,0.043807922348994305,-0.02724274873318256,-0.03514773841066174
TAC1,-0.026608843420211453,0.14270320556219593,-0.06193082369731849,-0.034183024954681306,0.08899804186572795,0.027742225857736866,-0.020631348848266673,0.044965922414382686,-0.03561928968689446,0.10885351816837505,-0.009143251240039514,0.06315940739342932,-0.0038241336761270246,,,,-0.023321807337079642,-0.015733817585086463
RARRES2,-0.04244021066477308,-0.00653698090585341,-0.01636336898302631,0.023075168390979194,0.016339660825928776,0.05746920551156761,-0.040754576251875604,-0.05137687834671339,0.004366114629834469,0.05534717120060554,0.03292422343820446,-0.059243709628548066,-0.017898811444580807,-0.03761087956110778,-0.013563554612242151,-0.04803700537466409,-0.03259126307757262,0.04941520600748451
FGF7,0.03626972122297014,-0.03706003500918789,,0.03879113260677842,0.018162878998699023,0.003661749179437917,0.0035704617907313368,0.027943377681381328,0.06824107896255595,0.026508754450748136,0.007566744298193798,0.058575321083793416,-0.029552284777660903,0.028257750228039294,-0.03328379143827954,0.001542915650392876,0.011053474575922154,0.021399238278850295
HBEGF,-0.01989276460151621,0.00931327270529631,-0.0022131770808703176,-0.008478820698724042,-0.03016822550478177,0.025688169120216677,0.02367561237778201,-0.020014285341208207,-0.02090124670252776,-0.011134277863544165,-0.0031070861839046053,-0.04703745327786498,-0.034111243396568916,0.08168405887321414,-0.009621248160900025,0.04835483010558869,0.026268092236350245,0.04479739196260624
CSF3,,-0.03152337281617969,,,-0.0224260145611894,0.07275602535210857,0.01840451050593865,,0.05352434068088637,,,,,,,,0.01921897744131486,-0.01260099000886702
PI3,,-0.03734413589711678,-0.015231155747533809,,0.034543239371759286,0.028760662768506067,-0.031104902177555602,,-0.023066469239705033,,,,,,,0.032271883868073406,-0.012097683849729559,-0.02737776502073491
PCSK1N,-0.013881545022206041,0.10132992638035629,-0.016399896768182497,-0.04494938727266688,0.004200513386956163,-0.06519285500608304,-0.006105324978095148,-0.03006543056608261,-0.015347220566671477,-0.017141967251321243,-0.03423585660706181,0.013720990907801281,0.021097827737726633,-0.026013688098604652,-0.04488080828229468,-0.023784944334773583,0.04804952854524909,0.053172922406125145
NTS,,,,,,,0.02856664572798581,0.029521050731149086,-0.025178626172973877,-0.010737080036601133,-0.03746382962692244,0.015481625907275153,,,,,-0.005392810450447375,0.13575735673868758
SFRP1,0.03882732448289224,0.00015029484253189826,0.016205938608618506,-0.018429534263740305,,-0.01403452132232787,0.008961555356389792,-0.033602011246717786,0.018685801927587942,0.021716130755075197,-0.013513118127617706,-0.0016381932631304055,-0.005614970436064346,0.042766525366367686,-0.05535655531040124,0.08960067345581663,0.01968755638441346,-0.018226728706113516
CXCL13,,,,-0.0354045907651416,-0.016283940080085248,,-0.015032356533012702,,,,,,,,,,-0.006865587196405224,
MICA,0.013952756523562497,-0.013301518314738194,-0.041048448744031074,-0.01778307698087477,-0.041808763357656695,0.012934898413904541,0.005808872888027018,0.023500070742840017,-0.03392967431644449,0.018798943931828807,-0.011836372029130678,0.050624795105187366,-0.0038465480110807192,0.07588328953252906,-0.014796051434875718,0.08689053284627336,-0.05123912318664107,-0.05160414925587231
TG,-0.030816292772214177,0.06756299346874987,-0.04220006322578794,-0.003972838159438481,,0.023073129054055005,0.016917156244577628,-0.018372560069525628,-0.009482007307701367,-0.024842170703004537,0.21972326176913087,,-0.016950569421071086,-0.012272340553256609,0.013060327321965342,,-0.015949549096348537,-0.02457433406010899
ADA,-0.0082650449316323,-0.006124702164538501,0.03496231666889002,0.024666339825350374,-0.009054705360135248,0.03101424191124998,0.012769527089157818,-0.03589260080529979,0.020399745000886402,0.04604663924067945,-0.015882507387033683,0.002458370473479286,-0.013202678059898726,0.015610104426803153,0.015071858507760777,0.006755914116010949,-0.02034414186483434,0.07411047512487737
LAMC3,-0.017864084270152968,-0.02988724475260265,0.06810640856305031,0.05508695740999881,0.06179943431579497,-0.0020848671089631087,0.011481494794123756,-0.002063450343997332,0.007582185616982913,-0.04510285171295545,-0.013476871695141536,0.01678344109725793,-0.03747412875322053,0.028504089048063577,0.020458899402344428,-0.07452109969067315,-0.0016571230568431668,-0.032460567855968486
CCL7,,,-0.017045676483306047,,,-0.010950152097806136,0.052066166124368,,,,,,,,,,,-0.013204616056229029
NGF,,-0.018161511178510285,-0.029266580049118075,,,0.033583239214126745,0.013067600681909302,0.0039455384306312175,,,,0.017765443754838142,,,-0.02923218258050154,,0.0020834253155919856,-0.016338935362516228
TNFSF15,,-0.022468055946276187,,,,-0.012193529925985736,-0.014756200163284976,-0.021288116740333343,,,,,,0.01288298671522682,-0.02952203286943439,,-0.012034278545742414,-0.0348888817773884
HMGB1,0.03938331123598099,0.06760581894305925,0.024945816716303543,0.0007243471917714256,0.028271824950578128,-0.04379895215147188,0.016269991967444088,-0.0009097188267439936,0.011090711557866055,0.02821168867764785,0.04312468484700489,-0.003997129708359804,-0.04308308001932663,-0.0532048950994607,0.007635794228614003,0.08665513162552478,0.09031935278451388,0.0040766363340630765
ITGB3BP,-0.015258948174087218,-0.04995089781391585,-0.0034893246738103467,0.02233532408329333,-0.006807675547593046,0.05662375967609728,0.03675856466226713,-0.0597739701472029,-0.010940821857926624,-0.030851990948853585,0.030086567932075137,-0.06470067796709063,-0.042944542760007524,0.048677643673658365,0.03555107014043139,-0.015552018673201728,0.032700466434721,0.06741091658749122
AANAT,,0.0046519032344931295,0.07435791954204127,,,0.014466086857639405,-0.0132962188528176,,-0.018478095553027634,-0.02234070929130946,-0.011272853515133182,-0.024121208206803996,-0.01267091526936273,,-0.02048805518149507,-0.03833821340105023,,0.13322254570451653
RELN,-0.025547523714413437,0.005627010956237789,0.03483027018032784,-0.029756259757701967,-0.02525511892448178,0.055612265562172365,0.01153622347936124,0.013148464528372634,-0.014294247105817911,0.036513476709779245,0.03160772147611256,0.07576161228243587,-0.028599529166806782,,,-0.03612431003183308,-0.014536104300475455,
IL15,0.003597669535801991,-0.031937953697208386,0.0026409191972473233,0.06665853921539074,,-0.016066640486442577,0.01772055734630822,-0.0151477606246637,0.008235224028787064,-0.018647072039133333,-0.024229056539004073,0.0069548993938273705,0.005273584881791834,0.00430165517499504,0.005200501744902966,-0.04774328447336523,0.07933295034974124,0.029519153484966
UTS2,,,,,,,,,0.018451153542343612,,,,,-0.007089967555359806,,,,
BSG,-0.05705531041168273,0.00541867338960576,-0.01668143665697903,0.017743586903685448,-0.05175805651247801,0.009181171945032023,0.04965226273217909,0.003762150228721182,-0.057546740065793515,-0.03035385342191858,0.030142939298908357,0.0448709888009147,-0.00437340782044949,0.06967835219044143,0.08632011414056155,-0.018506471447753595,0.03201258278241327,0.03438605187833036
ADAMTS3,-0.04042637115661321,-0.038931806302025224,-0.057516425344664224,0.04246382598541368,,0.03690229026870401,-0.0024763662840113334,0.007065502280822669,0.025675272447770157,-0.02161921205553324,0.05380162919529011,0.04857113838286815,-0.002145921025013105,0.07547139750847427,0.003935663200532856,0.0031504765191621375,0.08108676980108984,0.0820077232229175
CD34,-0.03843885879445288,0.15035075106648102,0.06816951237456607,-0.001228227056694236,-0.03718479992875437,0.04502237415742181,-0.023680086526249994,0.03385766528069876,0.0024026793844331043,0.023267121673915446,-0.021091202845252788,0.018342974637889444,0.01718536724804902,-0.012230364396658476,-0.018413710316063207,-0.035385951231445514,-0.002941554087253711,0.00471113576475601
CCL23,,,,,,,,,0.10534656847805665,,,,,-0.030537177712034805,,,,
PLAT,-0.022075303790930045,0.07463432623623446,0.07798138886661828,-0.023646483030046978,-0.023005835497597556,-0.0027659832066726535,0.0034181311009981036,-0.08678925074603301,-0.018011228458379356,-0.04085734388473506,-0.027290161143373206,-0.007896378075244605,-0.004264387379766132,0.030975468216851636,0.010018960782651323,0.037898551991292724,0.06995207990678753,0.026249487209656364
NTF3,,,,,,,,,,,0.06036749399055804,,,,,,0.030944838088425772,
LTA,,,,0.012033899761400995,,-0.014034520665770904,,,,-0.00833850907850554,,,-0.009908238626799877,,,,,0.16000680675521842
CKLF,0.04189065156912347,0.01429631589654072,0.027577081018706685,0.03613845830053965,-0.09822389156907729,-0.022926624174737658,-0.009679548325397176,-0.04084954196041736,0.08683264409493983,0.0512330800124278,0.015292685513274167,0.054149059110635445,-0.03223847175797184,-0.018471306414515398,0.03349160010585408,0.04544290796551373,-0.04449411183923955,0.030844327991865338
CD24,-0.007450977518869058,-0.08235177391411076,0.012794517580770019,0.04486098169602402,0.008909381142469591,0.028317771604885727,0.00716784172499124,-0.10213663054088368,0.025392807860764158,0.07590874662872996,-0.0004146330306074018,-0.013481869591577333,0.002173479717794061,0.029965969420162383,-0.047539307419038335,-0.08391121475556486,0.00042843728384000027,0.04003009692824007
HSP90AA1,0.06907494045589466,0.024640562950802553,-0.011331230142196667,-0.006328562198927046,0.003838089061383665,-0.030995222994583006,-0.017675497797580313,0.03315665638336611,-0.04216743129832356,0.02091712163007495,-0.05568135257959691,0.03221747006673314,0.007550548611922153,-0.041345930124890524,0.01935917493988653,0.13294386848038212,-0.07151205106202344,-0.0069260542394885445
BMP4,-0.031714439029782264,-0.007131590212437814,0.011300369246262723,0.057843546199437976,-0.03529574937408149,-0.023668672231862652,-0.025803460534388284,-0.044955211772611636,0.04119004432891339,0.054364208312051736,-0.007206280091422395,0.03169939353588286,-0.020415591652247513,0.03537340770276759,0.0890011418339646,-0.015973034022225805,-0.041701627014683315,0.05431853296454213
SCGB3A1,,,-0.01704567477876117,,-0.02397119184840769,,0.07453809986515447,0.018297853067372288,,,-0.009508762196294469,-0.042460076715840366,-0.016718313531246833,0.0033118738025909402,,,0.004330467720886226,0.01937731245128419
IGFBP4,0.000518960430186775,0.022314497307094734,0.056590334308637365,-0.020645004919254,-0.05101322730364276,-0.007500033095301926,-0.0044135691916409045,-0.0214250221096734,0.0025947915775823807,-0.026773382648949403,0.03560713265026808,-0.013656976018881183,-0.004288887576528765,0.051103983803407,-0.007512584538884874,-0.04551563101057495,0.02931894038521237,-0.011719828381309102
RSPO4,,0.2128511601576719,,0.01791304497647008,,0.005262137116597803,-0.018275189071540646,,,-0.0020170076174142126,-0.009508760805422895,,0.008120179888525989,,,,0.005185701605292524,0.04081537876593146
LEFTY2,0.07738441191498358,-0.006390034572383023,0.047769168338364476,-0.020298016862902536,0.09065499190737028,-0.012149871937597641,0.039561172885950485,0.020138366645716728,0.035385276915426964,0.03400993704842842,0.0974500863173021,0.061798853240678325,0.0865104081538977,0.0196176807381093,-0.026181998162697045,-0.046913417719327104,-0.0064690193031715915,0.09721215391921663
PF4,,,0.05791707930554426,-0.018239792719886315,,-0.009553791974475987,,,,,,,,,,,,0.02497633768904608
ANGPTL2,0.041271282522268325,-0.0022164465938207954,0.05540720000093233,0.028856404288004147,-0.02118793154134,0.01422155472107028,-0.010895274721978345,-0.030783299897586398,0.044262228261042036,-0.029223752153613065,0.02526362529923678,0.02344543634008504,-0.004485720161013054,0.06387509951175575,0.0384071680882761,-0.038845472287982644,0.008588854790146162,0.09421809517691475
LRIG2,-0.04203774261641017,-0.027794359625903188,0.04356948118599687,-0.05381111543535561,-0.03234902018528211,0.007737066541297703,0.06432170528426301,-0.05657665153497116,0.04913816425874205,0.018422142538388104,-0.03485949794929448,0.005070408805260561,-0.020490547656046503,0.010986361087387465,0.017834801154671964,-0.04112073395220679,0.06579358511980547,0.0034635119782761
ICOSLG,0.017835051661273176,-0.04290000700769333,-0.022419748386438593,0.0869291712561701,0.03964729553436318,0.04951521446297662,-0.016459713867832813,-0.013508248960781398,0.03607437101137675,0.031531907333498685,-0.01804585232461399,0.022404841191678022,0.1382548608297497,-0.026062564984734627,-0.02403098525125861,0.013704034369635812,0.04109233696731676,0.012585447093758757
WIF1,,0.1325409666783802,-0.00863396738016594,,0.09325069613893754,,-0.03903453752578914,0.07674157176610796,-0.030912321700179202,-0.01931113764945338,0.16117932781040517,0.005097793910714492,-0.030827613884950845,,,,-0.015645713643805206,
NPPC,0.024650182266387845,0.033880127979046465,-0.04599282735081084,,-0.030073844421601888,-0.014820287378900952,0.005340575959772994,-0.01514745835803558,0.02945830285445199,-0.037669893695885935,-0.013214850523817203,-0.00043287680222056185,-0.000401459928542602,-0.026980644560480167,0.03244286357966965,0.08122761207294049,0.020723109972835316,
LYZ,0.028678298370992856,-0.06370261435324341,-0.0076752496751130925,0.04461652568564795,-0.06864210637973908,0.016268651304423058,-0.0240232623149179,0.005196274532281398,0.002556484957789559,0.04101291956996988,-0.019907692233263167,-0.036345714164293996,0.0065622848086443674,0.018232106987431853,-0.0966407562191553,0.03092548055066548,-0.039342660193650424,-0.009695824437896542
EREG,,,,,-0.030228616152177035,,-0.02571752716851416,,,,,-0.026393396304257043,,,,,-0.0028327933834087346,-0.028396738259781465
SPTAN1,-0.00450917932368104,0.07260304229372079,0.007973146579611215,0.0013830494399238423,0.025441405143393,-0.05237820916995372,0.006865739217286196,0.05378565151157308,-0.04322096309235271,-0.011183262128737402,0.08024409758407164,0.04452500020348492,-0.016851424759666143,0.029334510480439186,0.10565633492115141,0.002853601783342305,-0.02393156847348638,0.0016485427463680345
PTH2,,,,,,,,,,,,,,,,,-0.026766330607068085,
LIPC,-0.03945407957555469,0.13008036979252824,-0.021647600916150627,0.0563012065173996,,0.04995166117393796,-0.017693390945292858,0.008843714994693197,0.007822324284516749,0.038180600103762015,,-0.024658766163519964,-0.03763743892952505,0.024062995885020727,-0.019918019568784754,0.060817702769431055,,0.08615560412477997
COL8A1,0.11433104908928035,-0.04000439834439848,-0.011757407027827285,-0.018425360876659344,-0.02799928846375582,0.058308294882463835,-0.0003541015534159329,-0.04774435522865819,0.03506463174255414,0.002647255519227916,-0.0028736150197129114,0.022538038696549783,-0.0026489455215369766,-0.002502624729472055,0.056664804437846016,0.025721407813540507,0.000688676112831116,-0.031264253458845814
GSTM2,0.08112233517544636,-0.01103916296399614,0.019120901819277933,0.054712111746863794,0.02130832885431961,0.02528267441234239,-0.03582643917518191,0.10274438469636785,0.002377124116062269,-0.034285401650586966,-0.007449504238735424,-0.003598127988122844,-0.046076561885983205,-0.012151638735429803,-0.006895197684104587,-0.036389923185570855,-0.023806007194026063,0.022803545901968997
SPX,-0.034539605274758266,0.10155560737210247,-0.0049135553672775105,-0.007772233815211806,,0.04205054597482349,-0.03548576205358288,-0.0015545062644221324,-0.032401658778645,-0.02242002178583024,0.0193618691777104,0.05399184869754948,-0.01649319052959153,-0.03576801999005492,0.047150350068064714,-0.014004371416313258,-0.04141929782308953,0.0428153775816917
MFGE8,0.03212028588075774,-0.008753616026897292,0.014211435461799319,0.0023200538312915715,0.004249876231648819,-0.0019421452297215217,0.049615774887337975,0.0072659958201631986,0.0060246106193658396,-0.002958765121696197,0.03349017039789565,-0.01913654136283957,0.008701459605629682,0.050650758128854785,-0.004978598337864397,-0.04214336626320343,0.05993525172269979,0.035745773363824104
TGFA,0.07684325229685181,-0.07892935419335582,-0.028874885519129447,0.011430179572689745,-0.01880938403461928,-0.030881500650045225,0.04401144171173879,-0.052996268957875736,0.0073782555768078335,-0.06990754548591274,-0.022991907589933823,0.0380893570684694,0.08660182945014572,0.030552595064869972,0.09058019591851894,-0.014044852261157998,0.012889442591192285,0.038397673179153914
SLIT2,-0.03171443395499642,0.041195637627615446,0.02393883674369222,0.01776172035883033,0.011807017162711065,-0.004494240986053549,-0.002917482674033094,0.04657978459675947,0.010077595239020513,0.03653273961613342,-0.02115420842564989,0.035085244542007434,-0.012613583622778084,0.0781807903358019,-0.02774387664960596,0.048740149479660023,0.04083137433234846,0.06583180222998021
PLTP,0.011427300319622285,-0.06809888339989621,0.01885321548666489,0.017387356324012542,-0.03777920933935238,0.023441307852149686,-0.01970163955730137,-0.01050935442648568,0.04141326517681248,0.08247685291047005,0.02574807371213949,-0.028413431672738874,-0.0071811846343855824,-0.0020756454025763747,-0.02296280421998486,0.0021748741002099842,-0.013002527425059278,0.0035663407439251857
APOD,0.06624225482591709,0.047684838157118034,-0.031247238134143155,-0.09236876254049649,-0.03614306059700261,0.02183166798130797,0.04836460736317621,-0.07375156368008076,0.09914629108948927,0.0103555971384624,-0.014137638423722586,0.01499904441230982,0.07569615096005435,-0.08411892857695667,0.007502484359685324,0.11505414540263631,0.009028968482981877,-0.08795078147332318
B2M,-0.0690794187329241,0.010340318702566718,0.08810669919157592,-0.011410944866604638,0.015499768643124053,0.042638388844061646,0.04082364285712229,-0.04733837309829386,0.054632459652106884,0.005268007176768194,0.002073441734627607,-0.022063820776420977,-0.0371626442644326,0.027342042949525042,-0.01628888787401795,-0.06964763840448224,0.004115424182726922,-0.016677139152983148
OMG,0.03483046838427902,0.1434584425318164,-0.05709691725607591,-0.02717725488197343,-0.019040132395921228,0.0007613533112251463,0.05514835685878225,0.03843873182739121,0.06639556424608153,0.04004202715594062,0.03686710618515336,0.12869872487298062,0.04234776110982233,0.009347646790310816,-0.051311633237904844,0.10563779630204494,-0.012049187597255191,0.05694013902860104
CXCL3,-0.006027890426469526,-0.044801969127823624,-0.0018422912132391178,-0.029072272141663295,-0.04222509791993841,0.012101899809951602,-0.027465652935573064,,-0.008733556723191507,-0.03270753085542273,-0.010172364131437616,0.0783947448738159,0.07936677579568338,-0.027806259910860928,,-0.02699778833979266,0.029401552520000186,-0.024120957332448685
CXCL10,-0.02871314617921456,-0.027494087960930894,0.005229762786380874,0.018764604979706244,,0.006164878642575899,-0.036232575575041795,-0.0030553361007485905,0.031881278359755454,0.043513445956526765,0.02075602366848343,-0.047925966196691726,-0.002139862700624289,0.020393837680559853,-0.033091141588342525,0.059763589103951895,0.008847361390639208,-0.01770501083773264
RSPO3,,,0.006585834049434993,,0.0930903661951949,0.040871418457915615,-0.017693380036449394,-0.010816982670572654,-0.030342012687557166,0.09116488307419456,-0.0247015883380403,-0.005871779560266714,0.0012620555883723888,,,,0.04629931888812961,-0.013400103260392452
CORT,-0.030816299220744973,-0.02487458072887187,0.0850332108109095,-0.032575114770271765,0.09385241442523447,-0.0017672496017561718,0.10168234404322109,0.0066371018892845595,-0.011797778243947555,0.11967840359300382,-0.033421414038834175,0.0816050110832131,-0.047835673153830284,,,,-0.027991617881269772,
NCAN,0.06285908944158594,0.07145060668037465,0.019337580523616282,0.03968728769931931,-0.05148817509751352,-0.03453582595040923,0.031200748706544854,-0.01877059173087899,0.008993400081228195,-0.055098310833019415,0.007950785811526539,0.026123418224967717,-0.030874816680144006,-0.02986734023066386,0.1124094957186614,0.007610127680173666,-0.0007688549218115209,0.0633291235347025
PRG4,,-0.0339479623866257,0.056309237360274544,,-0.025075182141145413,-0.010950153804224792,-0.012668396583600668,,-0.026284426514253254,0.004593403565293522,,,-0.021081215266508743,,,,0.10523915186349544,-0.030354845260173933
ZG16B,,,-0.023637206205068994,-0.021948626049869777,,-0.012708992690777845,,,0.026547401745363037,-0.017096757907599947,,,,,-0.022775858138403667,,,-0.016708486648188546
TGM2,-0.04182435906828311,0.08268791830870408,-0.021471247711185873,0.00728808670530861,-0.021568795811800934,-0.002432503603199238,0.00546568743761941,0.027502101144959993,0.06830443276307825,0.043693803448035855,0.0015757083270709247,-0.00781003262696035,0.0506428467960879,0.03304914745973022,-0.014370277806975423,-0.04448235412474027,-0.006823116386790208,-0.014391776411614063
VEGFC,-0.030816301204909108,-0.024358340806078276,0.031825017634312426,-0.028182881079189072,0.0771590122813579,-0.019516106089418533,-0.019500860243001086,0.03368658146307486,-0.03465436607072787,0.03127194219787949,0.03424880298052186,-0.02982442290350348,-0.021514220473831485,-0.04602316330352453,-0.029522035502110255,-0.02162512934257966,0.025439728219427103,0.021095787403696234
WNT6,,-0.030892865414598014,-0.002526273253357723,-0.020298017395613904,-0.040345449636590175,-0.015145472684409158,-0.01745583084805721,-0.015536935044670184,0.017974986401545916,-0.03804822492252289,,,0.017255343582712624,,-0.021659843763591726,,-0.02233701104345188,0.0643815284277745
NRG4,,0.0018995585790795714,-0.015699666472814813,,-0.016809503958068715,0.07312046006042094,-0.018044474254978158,-0.019020080676773177,-0.032738920661826876,-0.0070578586120249925,-0.013305013829179634,-0.017190177562025247,-0.025098847584300334,,,-0.028594739379899696,-0.022225301797058148,-0.013400104762224325
PMCH,,,0.01925292093263195,,,-0.018465632540751332,,,,-0.025024918296946492,,,,,,,-0.012796411144532505,-0.028895716435290934
COL9A1,-0.03449000987331376,0.06573863610822057,0.10070770880947696,-0.024430249500523395,0.010914698546904397,0.0690678503821178,0.03679503833680814,-0.060635410518189416,0.06663687823920003,0.0473304953828225,-0.020142535983385786,-0.026027510663381128,-0.0285995401365443,-0.028357838936843818,0.024408500280496574,0.0017403069262209299,0.011410086956726814,-0.018215595098439154
GDF11,0.0660754659162348,0.06070072049788239,0.07430102502117927,-0.016778405726343905,0.026605522522015344,0.011022981131768788,0.023275104975731008,-0.037572573676423845,0.04469029159400018,0.030742054705999444,0.08393037213277289,0.0739347112539236,-0.00827676035705321,-0.036603750357645855,0.029470141280677684,0.06958323230549657,-0.010650239965703308,0.05566305951552966
RAET1E,,,,,,,,,,,,,,,,,,-0.014699819713847494
