,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk
HBEGF,0.0008831934233635867,-0.0009221761111388482,0.006728556731618458,0.013630623588035141,0.02524124638542775,0.06245466715330706,0.030738451143726163,0.031484627713770516,0.0026750691777207816
CSF3,,,0.10912680993125898,-0.01306297754920733,-0.015847496186592064,,,0.13028373562575568,-0.07307040573858999
PI3,-0.022754965802329552,,0.0173267215176783,0.0035998616817629445,0.0037174663554172187,,,0.11080687449317052,-0.09125092097262705
PCSK1N,0.05088629564813172,-0.01898959298554618,-0.04010600211282452,0.06140674929818462,-0.029523959793254607,0.02820546965525317,-0.040726950211577545,-0.024298522242228254,0.030575131663546713
NTS,,,,-0.029332506724711986,-0.019478479130266534,-0.023151230189413258,0.03187581153095653,-0.031055511145936448,-0.018838072850851234
SFRP1,-0.012456043134233442,0.009643358635026345,0.03872827235083213,-0.016129128111250647,0.077120948096487,-0.015576388986315654,-0.017336620297022227,0.06828706262838026,0.07741150668706469
CXCL13,,-0.03079240594466667,,-0.015984171936624603,,,,0.07893824523283263,0.03429694104044195
MICA,0.04010272807393773,0.09046751337518412,0.06075464248256367,-0.05662690385676168,0.0776695797295411,-0.03761895035723725,0.02818028489000595,-0.027394353121527507,-0.015375333873605002
TG,-0.023792472739531043,-0.017315956288943755,-0.0015460331940747773,-0.023266351725022637,-0.019126510053818126,0.008495025283824821,-0.012546436696228463,-0.01768832030709835,-0.02320114602662173
ADA,5.984145253842828e-05,0.002682935482916934,-0.008315472579692233,-0.00905964079244137,0.048779250504430494,-0.022699156830468525,0.04813640323947772,0.07915522900770701,-0.01089411885705553
LAMC3,0.05670822635466776,0.0456806602694472,0.012543048425891124,-0.0028940934885163193,0.044462702058905734,-0.012254822476824927,-0.011482421406253662,0.01850165525155271,0.04880917427193939
CCL7,-0.013758080298612627,,-0.01804690056115932,-0.02119206087653964,,,,0.21547194155096205,
NGF,0.03669552676121042,,-0.027241491824051577,-0.02262031928789698,,,,-0.023042524010583345,0.09249593434648197
TNFSF15,,,-0.005978214867888783,-0.015690529959371858,,,,0.024727538816211692,
HMGB1,0.011456269424209188,0.0009743736574008566,-0.021600539658762696,-0.04715231051358287,0.0686100845925016,-0.013573132903415096,0.02233614029099638,-0.04198278326112539,0.023843310573088968
ITGB3BP,-0.04727225806759801,0.02694114612416049,0.012457153789660962,0.013451300385296232,0.06777948024207367,0.010636041172840775,0.05151454967098204,0.07393145387593492,-0.017676125131039593
AANAT,-0.019960881367508374,,-0.0016454476356692932,-0.014138105877391146,-0.014294870423989001,0.08965309677355261,-0.014462478549373133,-0.01750320050782655,0.017598355224795064
RELN,-0.04309308753365592,-0.005519701665399879,-0.03173936556827147,-0.032041322534695826,-0.04194563498318834,-0.038720279793260017,-0.02580620360388283,,
IL15,-0.027293389361062556,0.036190393948129757,-0.004818838134177502,0.030070190763165815,0.06562249337756389,0.05137988096085432,-0.031084606040208566,-0.01763860775639007,-0.02706832381628751
UTS2,,,,,0.011054684003276312,,,0.18416180825631132,
BSG,0.031309888406682675,-0.01513101318011845,0.04231021379872557,0.08476390135917555,-0.01654975584855705,0.0023224222283119134,-0.006526815500938686,0.12194997450343843,-0.03166317445965527
ADAMTS3,0.07050008592541242,0.05900504692448417,0.062241644317540944,-0.05156805223038697,0.005499423086021786,0.0611308331486182,0.02348079937925412,-0.00965733568275521,0.028466765659959748
CD34,0.07590447069342827,-0.02738638351428029,0.021623121245113144,0.014924496038237277,0.0430820717688168,0.0226215441565785,-0.02705890467932176,-0.023304015870606213,-0.009784078240434682
CCL23,,,,,-0.016265293381173933,,,,
PLAT,0.04877897298487013,0.01784363329725591,-0.04748109695418252,-0.028330050159092336,0.05128601613938364,0.01817949104566424,0.01964339393690873,-0.01662001732385184,0.04737546138565575
NTF3,,,,,,,0.0013954734262659131,-0.04733570846245855,0.012454349023934304
LTA,,0.012814247958762903,0.026918043489997285,,,-0.016937843905220008,,,
CKLF,0.0060028423692776505,-0.007653813755550119,-0.05236857326817942,0.0025538340746020715,0.042712298022596504,0.003040895069876554,0.037725401217448516,0.03153981453950681,0.03338253632520781
CD24,0.0739203474302647,0.042552696350583424,0.021240368539363227,-0.04178960640847806,-0.045577469273719584,-0.013465918795204682,0.06925405581166161,-0.05399539701516084,0.08818521870989122
HSP90AA1,-0.007082934433460724,-0.006992792226850288,-0.021866954456689302,-0.04452558220535071,-0.1008078769741936,0.05148460323601141,-0.0051435366787287795,-0.026073334866275524,-0.0964811355033637
BMP4,0.004626822424519585,-0.013499007683505553,0.0630282842863805,0.04454181050528787,0.011261259398245677,-0.02535726314787421,-0.01381525912110715,0.0017438560971607283,0.008924439987601066
SCGB3A1,-0.013758078922822981,,,-0.016836738756424167,,,-0.01219924210940784,0.08719224452848531,0.030124807952017694
IGFBP4,0.062349227855963266,-0.014492050878101759,-0.016431393064963964,-0.003303702800078956,0.08811422169370668,0.07852668405550924,0.05257717201261055,0.06740756468990892,-0.024635725903606562
RSPO4,,0.09244136948125592,0.01505852625419244,-0.019432333423726002,,0.0093674422315438,-0.012199240324992715,,
LEFTY2,-0.017738287618243965,-0.012890604140520153,-0.012544832195410182,0.04781734587541927,0.11318034367866696,2.4151862546677223e-05,-0.01337661621634186,-0.01693666615397823,-0.017779050479296826
PF4,-0.014271798387719678,-0.011583493557290029,0.02120126930681223,,,,,,0.04346946779474974
ANGPTL2,0.049670332486718864,-0.017296578893418867,-0.03260752597227621,0.05192660021846447,0.09691260546841161,0.050954261876250184,0.0129701196154683,0.0008184258068483747,0.055657577799698155
LRIG2,0.002940481118833585,-0.05053277285481878,-9.774643902530596e-05,0.01874147915992717,0.02744944480972314,0.03648453848549081,0.0326454651636498,-0.02061948554820742,0.03626814467511976
ICOSLG,0.03460187471977956,0.005022470936036226,0.012537031076058738,0.01327035437964426,0.08390338278014602,0.007981843409263932,-0.010418312005748056,0.050906655286575724,0.07391257238220549
WIF1,-0.025679784695850447,,,-0.05508647748833061,-0.046822609218513694,0.07757709295065729,-0.010059954835579353,,
NPPC,-0.0036943656589390277,,0.023108379824667083,3.629800543061052e-05,-0.016377649501880084,0.08772619416759253,-0.01695395863853915,-0.029784170916556156,-0.02681515885902686
LYZ,-0.012807178211699377,0.058239450567790445,-0.01610352484962855,0.07793727800831433,0.06424752397752476,-0.0024451083016802755,-0.012822746792787722,0.0760796778869592,-0.01227041720277542
EREG,,,,-0.02734590382709342,,,,0.05410236106771374,0.028137812210373963
SPTAN1,0.03877392353869485,0.0003873754178328825,-0.06116923910830106,-0.027428585507124743,-0.057259428694534154,0.02566497363535196,0.03171259134528698,0.024046064825316994,0.09133294274082993
LIPC,-0.017472432494445415,-0.017433776878593477,-0.02829595334247527,-0.01881369713327295,0.0715598971379255,0.019017164071681317,,,
COL8A1,0.020953611350481148,-0.012761763093218234,-0.005600196283080577,-0.055748508456773066,0.0525852984091558,0.031658007640806736,0.06070805334840513,-0.06978938933128784,0.06979266196219645
GSTM2,-0.012041876879092398,-0.025382426173523463,-0.013261262066847357,0.014777306339943983,0.04833444501766438,-0.027126282138757105,-0.010900648295977106,-0.0281498855479581,0.030522875139743944
SPX,0.058317018600757616,-0.0029092650258682813,0.01684020591939342,0.003097761783779794,-0.013502575528220713,-0.03461140621308391,-0.004619292163576681,-0.020116142481888807,-0.017596864431982166
MFGE8,0.0725094623256522,-0.051384235010257455,-0.001694162297421957,-0.035324613869601805,0.04774993443291059,0.007845792493162695,-0.04383023107048654,0.048010676872661404,-0.039567427766070945
TGFA,0.025368789954776358,-0.0446348823643113,0.025284935116625093,0.0026991627043799725,0.05516908814388263,-0.05913774374362182,-0.02608040779243919,0.008294182267152025,0.023559354600618938
SLIT2,0.00856631717306116,0.03905397980689136,0.03483693408058147,-0.054712668747417516,-0.03954738410390468,-0.010536967839425766,-0.005848587473453562,7.17680206071021e-05,0.03796493296117326
PLTP,0.11969787515636031,0.02022334257978801,-0.02687467501332947,0.011362696740346045,0.07369084150088558,0.02366472447005587,-0.015261696366766933,0.08514723304865982,-0.005272875241158475
APOD,0.08726164787762607,-0.025456949330393136,-0.057071309105566896,-0.06120108170923487,0.059576772919201985,0.044243406195864754,-0.017400353347007014,0.012285029310635655,0.10907455623407004
B2M,-0.004376570741780597,-0.039478816759384465,0.029157482484468852,-0.08259601983597102,0.07086163221170466,0.0668426219354494,0.08418506547375423,0.09670867991325917,0.052653740337009335
OMG,0.026786472449782977,-0.022364262922735877,-0.07042965621113957,-0.01326622187487101,-0.00951919736874516,-0.028838014893383047,-0.0157296893595072,-0.04905684522296823,0.10525602960526327
CXCL3,-0.03524377644116828,-0.02381456037340603,0.060215170947393794,-0.06425871807835497,0.0012137880551911034,0.083513266405777,0.008893250667981143,0.132286179939691,-0.01502825726801407
CXCL10,-0.0263508638725655,0.06709524962492436,0.008668407004995082,0.0019975914392688825,0.036869795458655714,0.07417132559879966,0.008557465730610243,-0.02060260733705059,-0.019009316736600296
RSPO3,-0.018688602114401074,,-0.0027067297273428654,-0.018813685533705764,-0.02347293521277373,-0.009750179076674508,0.07034336548499255,-0.04531765659920445,0.035941108308920014
CORT,0.011703599056108523,-0.020687385973308256,0.034104020851439404,-0.022833247983272582,-0.04062517335890625,0.022053865519445277,-0.04287791755454625,-0.02275012689847601,0.013357736226403306
NCAN,0.049388094982615725,-0.0060744181764865604,-0.057387522315207766,-0.05589626646852795,0.027636491978616694,0.008128869959834454,-0.04235411645445673,-0.014753992180123684,0.08506718432373464
PRG4,0.0478433551972334,,-0.01804690337350088,-0.0134705312975329,-0.020333939182847628,0.04291412306419944,,0.0602322167461993,0.05512352684052695
ZG16B,-0.01907830301265522,-0.013938851846865686,-0.02094563849655753,,-0.0047808930606783135,0.06692665808303486,,,
TGM2,-0.036379325118941326,-0.051694025076339654,0.02521911289645897,-0.0031724235977053142,0.04776434277140983,0.04728394464483444,0.010415545732561343,0.09272643542397475,-0.019219234339506033
VEGFC,-0.02627071828856923,0.01788989758082022,0.005888503784616504,-0.02073561136949339,0.030570029426167808,0.014702607534382718,-0.023830350613017498,0.08099401596319616,-0.029715341122102876
WNT6,0.008036903577022716,0.011828746366972145,-0.02496119113651839,-0.01856109525869947,-0.019995766572209847,0.027180454092290068,,-0.02978417493497501,-0.027563540619078942
NRG4,-0.01267167496731286,,-0.0219639069769023,-0.019187010257783067,0.03452784250041484,-0.02585625458773762,-0.006416984531636274,,
PMCH,-0.014604787337762284,,-0.01074620067890935,,,0.07946329470562202,,-0.020279448489790085,-0.020808281985469173
COL9A1,-0.0289031295817808,-0.03201709127906938,-0.01033687084128302,-0.01089340799756255,0.06981980290789404,-0.03607095204517702,-0.02584181495826451,0.019498431676339297,0.05801910380433376
GDF11,0.017632028618824003,-0.004043287328254647,-0.024484810391647,-0.06477269207580505,0.09382236144934918,-0.022161352736674918,0.07686393308383692,0.03539709218895522,0.018945277467777077
IL24,,,,,,,,0.09882465208981941,-0.013946442819631805
SORBS1,0.019720030467469285,-0.019052122570001967,-0.0604268636104067,0.01429584830116877,-0.04767217318799617,-0.037423305259633555,0.0344901934351204,0.025319148438221174,0.028196875202450712
DLL1,0.061426653398511936,0.015283462861142747,-0.04780516159682581,0.031178587507035206,0.016285053692808894,0.021102245913522603,-0.023428168007607712,-0.07535332094825468,0.08925382175219149
TLN1,0.008287623274096434,0.003703758924066322,0.010774532723650058,0.04331714175286215,0.08055234212022318,0.024047832498739315,-0.017933947696029465,0.05130227914983126,-0.06412748273366219
COL2A1,0.044746834134014785,,,-0.012031227952464753,0.0014256414553561803,,,0.006134677177727505,-0.03634869630929187
SHH,,,0.011953498225523017,-0.03049997686947626,-0.014754311997309413,0.009713916827539242,-0.01400690558391104,-0.03718361754972189,0.034310064470441284
PON2,-0.014021313094547759,0.01807343968327994,-0.11365663702786298,-0.025661749597404953,0.055777636608483894,-0.007930951498538761,0.011628383122854193,0.03629234272393952,0.02949056150324979
ICAM5,-0.037080886568573036,0.0027811962423752775,-0.029228965744203236,-0.03190674812267626,-0.036675459510323104,0.013508840185092318,-0.028974899777347483,0.053425187823250536,0.02881760020326295
HPX,-0.03437919090040954,,-0.032622266448145025,0.08525800546942683,0.19936240836507,-0.026411775463626025,0.010812247904287206,-0.026449984661279256,0.03157472811692046
SFRP2,-0.01829140259234844,,-0.021358427015820067,,-0.014978997948950119,-0.0220124877110354,-0.02520310493681304,0.05845410199731797,0.03754071168139592
CFC1,,,,,,-0.01693784492886141,,,
CD70,-0.010760637654050567,,0.03556313508224876,,,-0.03159501127791415,,0.046274417829780576,0.01440009288734552
HP,0.038421120537964475,,0.04317983054424747,-0.02757662698391776,-0.005547888773588445,0.02180412810342997,0.006388949434793811,0.06272595599713628,0.060123061891886966
CXCL2,0.07040729132555669,0.08999355126078856,0.04460310734543916,-0.038811484536099956,-0.012014168166451499,0.07378892354898546,-0.016953957311669998,0.11059580498474395,0.006103886114350784
NPPB,0.02091057888281074,,0.06463022959253223,,,-0.014831465859640826,,-0.00619787224029729,-0.00858041543412797
CCK,-0.04804244640829482,-0.023006145652580197,0.012308075791281166,-0.05190185014952533,-0.06515013270098871,-0.02135909243912701,-0.05574851781217609,-0.07914489865671516,0.0691376603528423
SEMA6A,0.03822857974366558,0.04478891202883591,-0.013249181134668,-0.015982273424554605,0.022625974653104407,0.006784869416288278,-0.022164608983955367,-0.04942892863096673,0.03199338101304669
IRAK4,-0.006523532812952094,0.033469526758552165,0.02971416183435959,0.07053442508038821,0.051543104435049274,0.06403530469788322,0.0536067988939602,0.011918313276610052,-0.026227747668592368
GSTP1,-0.04882879004766917,0.024062123698796328,-0.012358785828372368,-0.03399808691899008,0.05729147830551534,0.02738474686084835,0.031543787359694125,0.029415606647436005,0.05448517805836389
VCAM1,0.010159615374533176,0.02863591739314435,-0.017951105397683527,-0.026020274356627758,0.06854411432957651,0.07821552902994508,0.04909195784204173,0.11689866966349123,0.004953691313929695
NXPH3,0.0903529275662829,0.00024426162182773065,0.04403429037505878,0.07472037495812082,0.06034778883505937,-0.0048745132327604,-0.016117528173893312,0.013947654477006355,0.03998558091791286
MTMR4,0.051764122616689896,0.08099713191601109,-0.030069300983357385,-0.05160496600151989,0.04704256527287957,-0.002307075941563684,-0.013563289789065658,0.05629512050421861,0.01654149842248519
LAMC2,-0.013931307985800173,,-0.0003865200564115245,,,-0.01867116085688334,,0.028739448981683458,-0.01831559271893883
IL10,0.06604189154468533,-0.018463492354380596,0.009806503596216105,-0.026773063771508575,0.037252323627077165,0.05524739687333025,,-0.011199602122210531,0.11238901156564475
SEMA4D,0.05343286381977498,-0.00034643183804479655,-0.008709713970215721,-0.03345939716807672,0.010383314979664895,-0.002238112228530799,0.004094017483321289,-0.012778321874663358,0.05043594935351564
TRH,0.018218053123311116,,0.01596483381093971,-0.011839640469903039,0.08749360497308996,0.02164874539594063,,-0.013627386773712254,-0.003943141106147581
SEMA6D,-0.029621088112014717,-0.019862363798876338,-0.050348799594634217,0.01431054926720846,0.06260694574498345,0.013844405806567286,-0.006303233425600034,0.015464192833165455,0.013785599400917474
CEL,,,,-0.02335837735143887,,,,0.054281804760299895,-0.02276941724678004
PDCD1LG2,0.009690294922571011,0.017572225171742225,-0.08217548541157615,-0.026324414376726796,0.06668437374554602,0.021229096384696364,0.017760376578015064,-0.011796456029754841,0.012267205979564261
SPINT1,0.01610186497869904,0.009482934388482267,-0.045930719328405215,-0.007634040453499972,-0.03734121114409153,-0.015643418334964493,-0.019936243471527882,-0.025208290068748244,-0.017736762288292986
CTHRC1,0.1011820893108709,-0.019337361389525024,-0.04044426439707596,-0.02930863757935194,0.02828292652120806,-0.03392162954181187,-0.031690835868214966,0.08502675515318195,-0.01280181193571162
PODXL,0.07709321067349396,0.023400182233253995,-0.0011221176633720803,-0.03278367147285811,0.05801869962999759,0.004786453959715979,0.034768635212628275,0.06389193310934202,0.005922174350328102
JAM3,0.07493449004807656,-0.009018679844553304,-0.06423050164697001,-0.00035171137829432403,0.033631374431000984,0.030068220521208725,0.08234009632495472,0.1179269434262928,-0.020955787846363167
TGFB2,0.007294057804215084,-0.00022569778312957106,-0.023857336736966047,-0.05072782424852169,0.05930440633998218,-0.0034462873152077736,0.016898351693197356,0.010004057411723489,-0.006791535463624693
COL18A1,0.042099919328295085,0.040748327443405494,-0.0016338628834807862,-7.8597115275039e-05,0.07093839266148468,0.03488405136683775,0.020418111837436023,0.1074199455915388,-0.005832581752445899
NODAL,-0.02862493663445835,-0.012415813356409061,0.028337861599212578,-0.028515712842215823,0.08211012037115356,,,-0.0036597114036707027,-0.017227142142969644
INHBB,-0.014241001425155173,-0.05077852828785121,0.015548363180278885,0.0007608067216221241,0.03214868739364212,0.009448317570365529,0.0005940105005322301,0.050488409060076164,0.013694036229318137
LCN1,0.035631682114917344,,,,0.053089408660657436,,,-0.006399605028911487,-0.01626885680458809
ARF4,0.0021194051218199647,0.0362285625008459,-0.020149118614270912,0.004488971634154793,0.03592657617628155,0.03627524983209526,-0.024884522996028478,-0.016476868357980887,0.051958887945216366
CXCL14,-0.027844677315450726,0.03899147319185173,-0.002437878123856135,-0.06649736763129459,0.0038281219001446327,-0.06068764626051171,-0.04856523727381596,0.04420015077254521,-0.022639475231976104
LIF,0.06247037083656155,0.08796680877854905,0.01963511545178776,-0.011470305115791016,-0.047161184988170145,0.015663614482328395,-0.014462478549373133,0.11915722257114497,-0.01655249746824589
IL17B,,,,,-0.027201171093722283,,,0.019734674881293247,0.06843362700886704
MMP1,-0.0011361594065110467,,,-0.01183963788711962,,,,0.020514846615340216,-0.011770458374927774
MATN1,-0.018291405084991108,,,,-0.017268133263198968,-0.01501773744071515,,-0.0010389936274771822,-0.028775095018334595
ADAM28,-0.004686193994453058,0.01645787007224013,-0.006550194065219415,0.029755321087906267,0.020599075302907593,-0.04356647890168813,-0.023241051676616397,0.0012883549224131376,0.004142519531053997
TCN2,0.013709898007493664,0.026268133013926092,-0.0016552811206829534,-0.012446306145218956,0.02475779286096661,0.0026852053409754744,-0.008061425016873807,0.05124995184292389,0.03706042257659863
THPO,0.035382324392050406,,-0.007308750060378032,,0.014029548439232941,0.022746954138476567,-0.015049582326409013,,
CUBN,-0.0013036470955720882,-0.029905978849154555,-0.015656742778600387,-0.02973546661173757,0.010198648492168722,-0.0152042175608864,0.0274011274714515,-0.045920043158477836,0.05792620380939889
TIMP3,-0.03795959205592976,0.012954009801566788,0.005050376535108196,-0.015586513122933805,0.051154704013949295,-0.044806477376617214,0.027176805437830246,-0.02942429959885837,0.04147531286686962
PIGF,0.006752993802571707,0.05285424183477036,-0.03492477892417459,-0.04630563014138877,0.04964152530610737,-0.003762599932741653,-0.03020156724941897,0.03787637232833485,0.07393859077602168
CRH,-0.01632218961865923,0.06677839246216574,-0.007020199620799316,-0.012031230160001629,-0.025327200700693442,-0.02364142427063003,-0.02722908462201837,0.004466588725540937,0.019875989152931012
BDNF,0.007144059919912113,-0.013938849190001448,-0.02802193784749829,-0.026229983809793554,-0.04900904057036419,0.0060668205936844025,-0.024481989092270336,0.054329093160128544,-0.010218451868831694
CCL5,0.03288821970190898,-0.006523193153488719,-0.0025465546031228064,-0.037112498504532326,0.025329538063576514,0.034200958574576994,-0.029960503545217485,0.09373065138808233,-0.03570443962733048
GAD1,0.03618804502335181,-0.005088209449743701,-0.011663278152970078,-0.012003729975200267,-0.05883537421453418,0.03666161155897922,-0.03942874108426638,0.0018213261150329088,0.04480305217612691
COL14A1,0.06439375518597705,-0.002899691303861914,0.011460183988408479,-0.027330586989929642,0.09504368223831172,0.08205332141933748,-0.019712846748010437,0.13398412317589878,-0.030025656104191098
HLA-A,-0.0255930691544105,0.002946114006859647,0.10443461118285328,0.005064903394496256,0.0914384099714819,0.06026436464101553,0.026027204234197392,0.13016684642595575,-0.10835552384984895
CD5L,-0.016322187730306213,-0.003585797412379465,,,,,,,
FGF18,0.008762311787730147,,0.01680304198137719,0.1375676690682747,,0.08616461531371779,,0.08146036703990127,-0.00900604628576296
ADM,-0.017345797621596517,0.02907849654763456,0.0954741590829226,0.09066710920156763,0.0006294818743984689,0.018371967090283072,0.01699894323444276,0.05146606045580195,-0.09894259935461161
CCL15,-0.027232124427101535,,,,,,0.04200006397333097,,
GNAI2,0.07034044314179146,0.0781887699941495,-0.036282241775348945,-0.0397162010296825,0.07878032088700522,6.818759850315905e-05,0.048503253526428765,0.018873687397642416,-0.0038516076932818555
HDC,,,,,0.04249365127793414,,0.044523491409569974,,
COL11A1,0.057141054945705094,-0.0005574123382645316,0.03915568658579963,0.126346032138168,-0.029944640531753906,0.03374014149397707,0.05733019199474227,0.011690912752916985,0.00641965129779078
NUCB2,-0.03241453217062669,-0.023432234824212497,0.04383564883808934,0.06271195270030362,0.03718139626645391,-0.04103100899543931,0.0026466532658462947,-0.01848795798126924,-0.03409804813076071
CXCL1,0.04511877592723041,0.0024320104395302786,0.10951700661258125,0.00704847678068731,0.08151294945247169,0.017050820575629424,-0.01369520976400581,0.18543046418177744,-0.05203724753799664
VCAN,0.036112560875731815,0.010619832578041567,-0.07811091563807286,-0.04235017878775249,0.010661207468295549,0.013176907074270133,0.026778506424949836,-0.05453675201011526,0.04274217407626409
MMP7,-0.023402443869848407,,-0.03341124421323778,,-0.012022060570925213,-0.014831465778607222,-0.01535021058675526,0.1509845956034351,-0.05843892437270189
PTPN6,0.05129482376208851,0.0295717806264336,-0.032262393872151435,-0.015100849993721325,0.07686048215832468,0.001963019533843975,-0.0024084091630666373,0.04890794914954585,-0.03982892382362527
PTGS2,-0.06384844258227415,-0.014917759581950256,0.01732123429063578,0.031345322282961934,-0.037109114375289506,-0.003401596506180002,-0.029207706566766783,0.12862580045124494,-0.04310990667915873
XCL1,0.05750371900936865,,-0.018285405236594433,-0.01258929744245276,,0.03303541242202611,,,
CD58,0.024430263184587932,0.011934870120497107,-0.018223728645557727,0.007861622192106225,0.06203702325250311,0.011289474161332507,0.05342551520139306,0.049468462081266554,0.01720144300900843
TNFSF14,-0.01802218874935618,-0.01743377697153397,0.09168959735309924,-0.035434668450884846,0.08206221834477048,-0.02378404410133823,-0.01337661621634186,0.06604193665734832,-0.027686632257915914
CNTN4,-0.008011155910789583,-0.013647104999213098,0.002463306467813693,-0.029649594627543942,-0.022964621036796445,0.056007763504720885,-0.032283353694041166,0.039656872922529035,0.04729513285919288
NTF4,,,0.07874001207762361,,,,,,
INSL3,-0.016022732674480532,,0.05380312963342643,,,0.04684437261379385,,-0.02200437117320517,0.11068216013465253
BTLA,,,0.006665381881390348,-0.013124761680213612,,,-0.017082396422525067,,
MFNG,0.033086455304950926,-0.006120531753179456,-0.0416570644584259,-0.014988567469853182,0.14972198023877392,-0.002225205262068858,-0.014717586605087863,0.013298634284518222,0.01936453358048515
ICAM1,-0.05566254334131322,0.01041691302783414,0.035463995816384215,0.02648400062459481,0.0662300699358704,0.0629051538192616,0.03335053564346821,0.10866235423388769,-0.053384925892646755
PROS1,0.04756776592712859,0.011529453472182486,-0.021279016467976405,0.02557968568707768,0.02571880358811431,0.005353137622659809,0.009948055535190107,0.01579084518967831,-0.0029137594368773287
CLCF1,0.07311489361099632,0.06138891082330848,0.03968395198795715,-0.0442551939978781,-0.040068796413206154,0.02340664648323421,0.030263983128874624,0.027377623487445872,-0.01782143197392318
PSAP,0.014715794044326736,-0.02893812957573757,0.02642199710198634,0.08028641053540497,-0.04790906662284032,0.01128053221345366,0.012861235217001436,0.1368008477519046,-0.046278866955820425
EFEMP1,0.026638484608984696,0.020023859838973097,-0.01722561205482397,0.011416464178227951,0.05041964050198033,0.06820273732506209,0.026282836427746203,-0.016912744832284752,-0.008588308987946486
