,ZH8811Abulk,ZH8812bulk,ZH881T1
NGF,-0.02094814282234168,,0.07648530216362989
TNFSF15,-0.01768268622016122,,-0.019379645108120448
HMGB1,-0.005897073163228863,-0.05976856389981923,0.031519357691274716
ITGB3BP,-0.05321260592174756,0.11302776224813676,-0.06749491258205387
AANAT,-0.015912299534444604,0.013817600595297911,
RELN,,0.008766951417923724,-0.023408511073354003
IL15,0.03544316172613899,0.098966569967837,0.07275014891701323
UTS2,-0.013550487636406823,,
BSG,-0.05421855700935425,0.056502553084604605,0.020180039990411573
ADAMTS3,0.010497276119934132,-0.026577910700006854,-0.06416423079634923
CD34,-0.017651501157994378,0.04179150364715084,0.0029137995611264707
PLAT,-0.0015369917687109971,0.018785464937272435,-0.005244401333454376
NTF3,-0.029064083847487838,,-0.006071829600269972
CKLF,-0.05228240685935464,0.008037444946535108,-0.01214263132716369
CD24,-0.03803306334927798,0.0523278921549214,-0.04254549084217407
HSP90AA1,0.09174809189472397,-0.04626521431710052,0.013124453633455078
BMP4,-0.009741051932042378,0.018916598087098325,-0.0006672863638078501
SCGB3A1,-0.027607072787193238,,-0.01993213329590985
IGFBP4,0.05985345283494806,0.030662287546894734,0.03727211102151772
RSPO4,,,-0.027103569374825408
LEFTY2,-0.01539725862344341,0.07768832672568034,0.015975893575307366
ANGPTL2,-0.04183995127304037,-0.04834357663620773,0.08521313888444974
LRIG2,-0.049187852272176785,0.016772073186153123,0.05511182160191724
ICOSLG,0.0313887703818573,-0.02128479071304548,0.046423600955453385
WIF1,,,-0.025195393037291337
NPPC,-0.027077027929687216,0.005514785193409272,-0.07214285618154227
LYZ,-0.08492208409416967,0.02210238056737861,0.03689897681429804
EREG,-0.03681724774722264,,-0.03375795262443496
SPTAN1,0.0007699168949123089,0.03957755421191761,-0.05658330749719885
PTH2,,,-0.03414285037540813
LIPC,,0.04307148270282757,
COL8A1,-0.0770655269905949,-0.004785541217309534,0.044551481969885294
GSTM2,-0.0033429286154253385,-0.010884321917008095,-0.05063057027391279
SPX,0.052749894702806784,-0.01429861968153606,0.037715476282115634
MFGE8,-0.008702113017252077,0.04463167519685288,0.021724276774304753
TGFA,0.0533785481534837,-0.018870252119000383,-0.05020979523435679
SLIT2,-0.05043570153244671,0.07076605097353225,-0.031143836304062148
PLTP,-0.0419651314335353,0.054717990780759077,0.0018516153960060162
APOD,-0.08938257479117312,-0.09267182730729058,0.06691605260066445
B2M,-0.09289432119787247,0.011342367346886774,0.06746674501587055
OMG,-0.0835206346404506,-0.04119705662434407,0.002979697674803607
CXCL3,-0.04129099232939337,0.04481447181044597,0.011813557239864351
CXCL10,-0.018729995065251283,0.006898215891269628,-0.015858700614711375
RSPO3,0.05685508375965593,,0.001804827008625031
CORT,-0.02068232226976456,,-0.045076870913300024
NCAN,-0.03565194272338914,0.06869232320358591,0.010113005189620473
PRG4,-0.01986632359331505,,0.00048684760738620437
TGM2,-0.04194202802126141,0.08439071870763727,0.046472218873614246
VEGFC,0.07368506627656,0.020146036186736514,0.009999918783787433
WNT6,-0.02707703158286393,,0.020016211782056256
NRG4,,-0.02944096140290207,-0.035790966580231086
PMCH,-0.01843620877328053,,-0.002337642383491443
COL9A1,-0.01900029363393455,0.01805821680932416,-0.008423525182791198
GDF11,-0.028737290794316993,-0.06012668147347075,0.019961779823050994
IL24,0.1144690859143302,,
SORBS1,-0.010313588135431425,-0.05379720760747953,0.031863138880728434
DLL1,-0.009237187312832724,0.036950592475423476,-0.020514765726527433
TLN1,0.008527967573291634,0.03278032805160911,-0.016208099285384348
COL2A1,-0.030049668252977505,,-0.007795245574146118
SHH,-0.03261269125188316,-0.013228043901723729,-0.04510700777155197
PON2,-0.09675209364713325,0.09929013550308997,0.02815493175430877
ICAM5,0.06294993053117204,,-0.07841047688273166
HPX,0.03565261548216951,-0.02599500343842087,-0.026928848709292585
SFRP2,-0.0688399299170857,0.017586574569390757,-0.024584182078936583
CD70,-0.009616342306506712,,-0.007192756701567427
HP,0.0022282703715512412,0.08362507192321686,-0.007600900800725968
CXCL2,-0.01728927625721868,-0.02493587458293301,0.04188750147302835
NPPB,-0.036214506601052,,-0.03079923278942507
CCK,-0.004708239512452976,-0.03548754719642096,-0.033206552834191376
SEMA6A,-0.015240224940148171,0.042915265270059025,0.004244971858105946
IRAK4,-0.05065070149865554,0.009504032355324639,-0.0265796314319754
GSTP1,-0.08284250668524414,-0.07623323925325667,0.010943015523774621
VCAM1,-0.041095507233067964,-0.008311823155833514,0.031810905704552236
NXPH3,-0.03980327762845291,-0.01429446198326877,-0.005692831714685486
MTMR4,0.0024334254487941042,0.03462721664618758,-0.08302137021314841
LAMC2,-0.016898952692354797,0.1308372268928295,-0.020002269716585648
IL10,-0.03216513180471894,0.10232584627411931,0.03702224714413685
SEMA4D,-0.04663639848432852,-0.09430589289274258,0.018062416218117588
TRH,0.03241366329631778,0.03532701002049338,-0.06537418699189368
SEMA6D,-0.028730847224038177,0.011298107494881355,0.022293739053878586
CEL,0.17422022118158267,-0.017411100298895144,-0.05063416093230364
PDCD1LG2,0.02770010588639461,-0.006724231831171306,-0.024145110621222005
SPINT1,-0.022175424365470653,-0.019284366920839745,-0.05045796014798613
CTHRC1,0.01011950016551844,-0.007560661558973283,0.06284044199806678
PODXL,-0.02345205891433465,-0.03415921190090649,0.06141050479376821
JAM3,0.02792129599508744,-0.032803617138146744,0.0007289710528927188
TGFB2,0.0214057274123535,0.03939858669760676,0.03128135634741176
COL18A1,-0.03291183659992704,0.05073044098327681,0.031906387445508784
NODAL,0.0008069211215864138,-0.030493567841828103,-0.02287409561887106
INHBB,-0.009264736638634537,-0.02324247421455374,-0.03242458286905869
LCN1,-0.021856428011149044,,
ARF4,-0.04750069049954788,-0.038950700149382234,-0.01564126555317786
CXCL14,0.030569325455917683,0.06043272240088682,0.03022020029818584
LIF,-0.024278931307591584,-0.040579637636090425,0.038946010432636284
IL17B,-0.01901971634818639,,-0.014994443497821001
MMP1,-0.015231172195386182,,0.071626614313049
MATN1,-0.027501699766344014,-0.028793580202153914,-0.02932850927755599
ADAM28,-0.0772317403274638,0.0012748787317384974,-0.07156039050964072
TCN2,0.01780210712465397,-0.006205685673841385,0.002686395666063321
THPO,,,-0.02544112336559471
CUBN,-0.02032852742875415,0.02326926962166405,-0.006911287518900214
TIMP3,-0.03256996542006243,0.0024071326405383175,0.03810853029141385
PIGF,-0.05075545592148863,0.03250485414094086,-0.03688536883878688
CRH,0.015794103044026134,-0.027463170786151868,-0.0066154063380083564
BDNF,0.05627968657455479,0.042019001721365995,0.05495230360663221
CCL5,-0.03551755878871436,0.01751703874137134,0.027085782225589217
GAD1,-0.004389137594053781,0.02547712425445473,-0.037964990843708205
COL14A1,0.005655428575062307,0.1042449225429965,-0.010406577992063196
HLA-A,-0.0007671358284523946,0.06856102005640954,0.055104806698942216
FGF18,-0.022485860561987706,,0.009772502303848633
ADM,0.04068935657261968,-0.0516908264355985,0.019839758551617966
GNAI2,0.09278899506222074,0.03158621189917117,0.006967273605916558
COL11A1,-0.015438300692523752,0.03361063892773441,0.04096860379296512
NUCB2,0.023158226980797923,0.013731341074525385,0.07345762988801413
CXCL1,-0.01356161370750756,-0.04328095569784212,0.043025575501090534
VCAN,0.00309400346217565,0.008858831877305002,0.04977742812599592
MMP7,0.019586050367759615,,0.06415215846222354
PTPN6,-0.0468465184451789,0.004274706536858929,0.05985244907234928
PTGS2,0.02709292724054392,-0.0355961985075192,0.022138534976733255
CD58,-0.02770320518290848,-0.04707400480648353,-0.038273129303052274
TNFSF14,-0.01798750575748326,-0.03448301769961762,-0.02975536760872981
CNTN4,0.010955094198297072,-0.02118162357686619,-0.04189851563946579
INSL3,-0.020004349776977858,,-0.02975536473388219
MFNG,-0.03404090180790676,0.011304917921304308,-0.004628378414681654
ICAM1,-0.06841521111128226,-0.016747395732934097,0.014053415419645353
PROS1,-0.02533825267264223,0.12234414468685836,0.017761364080058677
CLCF1,-0.004751950740536393,-0.004076612998975464,0.037076932230991094
PSAP,-0.050950733598179525,-0.012018976135937338,0.047620042055059535
EFEMP1,0.042859701849397615,-0.03469269967970985,0.049270276529833595
C1QTNF1,-0.08404348291197654,0.06915830542937153,0.08963851492886134
ALB,-0.029653220241536972,-0.009925821329623514,-0.001633709811487346
CCL13,-0.013352683017462057,,-0.01011510771190586
EFNA3,0.008730479846845805,0.07356004384144307,-0.05825830334189661
DRAXIN,0.021412574589870753,0.04617680445976286,-0.021135982616102916
RAET1L,,,-0.03614999375929694
NPTX2,-0.03613388929047697,0.06261782479001324,-0.056462549950369686
FGF11,-0.05519152353963018,-0.04169504831837434,0.056843791571050156
CD59,0.0072697045513211754,0.047630747428501916,0.03904560719614265
COL9A2,-0.09672849175157879,0.017172708912568644,-0.05106529360158128
DLL3,-0.04423499329790781,-0.015560424696842204,-0.050034744757829666
LIN7C,0.02771590378905352,0.05991499880589727,-0.03523736417717937
GDF7,,-0.04704801263457261,-0.02418937472341597
PSPN,-0.04518614486563166,0.057145764257930866,-0.024101720394063633
ANGPT1,0.018756298758880758,0.045262246261364866,0.059140080366879864
PNOC,,,0.08639939400615136
L1CAM,0.01999811422933812,0.0021752444885327804,-0.048633971677638055
APOA1,0.016381455555913135,-0.039719664317524675,0.00036523521029279153
PSEN1,-0.013595548679925058,0.03771493972257344,-0.02573586766651554
CALM2,-0.050880265598249645,0.009804780628649807,-0.02534563009950951
CLEC2B,-0.021711305093895315,0.06814671094646213,0.03753279129305995
NTNG1,-0.0468181156002813,-0.0043356728830231915,0.05938836073317887
LRIG1,-0.022586656415370908,0.022945835452956594,0.014836212165113799
CPAMD8,,-0.04792081814869648,
GHRL,,0.0216964377588275,-0.011258781660354187
NPY,0.009633851878943845,0.0015140476378292177,-0.03888427795085611
MMP2,-0.06858857607523157,0.048117984304743656,0.04681930181185392
PPY,-0.0008605513327146572,,0.025039228486833844
ALKAL2,0.017937985192029073,0.06715262292421331,-0.01599121589128869
CSF1,-0.11510256895063431,-0.02111970101349962,0.09863775179921523
SEMA4C,-0.006110178831452462,-1.0392814265637103e-05,0.01797050055792403
ICAM2,0.013444147248848431,0.02665089132600679,0.011179758026955392
SYTL3,-0.013101230234025422,0.04704462476916745,-0.00830290710333657
IL1A,-0.018757792663348212,0.013024608736040054,0.019793153928049877
HLA-G,-0.029453492890057775,,-0.043870911274630456
PGF,-0.05088177639187059,-0.008782597123888625,0.012020128559930721
LGALS8,-0.0565527370471445,-0.008423205159482416,0.02455809026859425
DKK3,-0.059003490175670484,-0.008093943758889237,0.011860314750254992
COL16A1,-0.05027593091705876,0.10471277721577198,-0.006864650426935186
TPH1,-0.00335451620756049,0.04249838159278226,-0.02003781713329612
TNC,-0.0016252897310079807,0.07577047718993461,0.037575106549969206
TNFSF9,0.012812744426499231,-0.05976342740589115,-0.02754659392152279
C4A,-0.014865753534186284,-0.012854512655537808,0.005958379835967754
CNTN2,-0.026363153788285295,-0.06424533791899947,0.012133149187317758
F7,-0.018729991160044365,,0.006817581599574209
LUM,-0.034460694636384646,0.02917853127928775,0.030323170929278727
BTC,-0.013550490127194914,-0.033656158053035456,-0.00760313921745123
APOC1,-0.030518803762793274,0.001774122648827928,-0.02924895532276994
PKM,0.05167563717267739,0.05600531570767297,-0.007309669417174277
TNF,-0.01315208807303358,,
GNAS,0.10878095824729521,0.05639476785953052,0.02262208982757873
BMP8B,-0.006182951179477616,0.030492143197650333,0.03661079515078396
LIPH,-0.013352687928254052,,0.04235731280590554
CCL28,,0.02980718026575615,
PTPN11,0.1193760943189404,-0.08069235301024286,-0.036458428055864446
ADAM12,0.03165847003264789,0.05436446778998409,0.04283599834373182
EPO,-0.014501360100757685,,-0.023142752837802486
EDN3,-0.05429423684245901,0.004754329807606571,-0.03587980939528823
CCL22,-0.01641241629612153,-0.03365615954252666,0.03539756517709844
CCL2,-0.034108921955186604,0.011766945923642901,0.007257545956473062
DSCAM,-0.07481110767163764,0.034276709987147574,0.02574403323496997
ANG,-0.023287709558192076,0.00930654761960437,0.025252958766705785
FBLN2,-0.07461764374677117,-0.008002728804395901,0.03004324156626164
VTN,0.037282479758751784,,-0.016584236990648572
VEGFA,0.033635678255527976,-0.00842635010182206,0.01754869785244391
F10,,0.005536381881392733,0.017985723611527178
SERPINA1,-0.07246545137078067,-0.02259116715317094,0.06244235301994035
VWF,-0.0539425312322869,0.008034648541484755,0.0722623252269444
GDNF,-0.03655972021022002,,0.06465433346838247
VASP,-0.03707117471971699,0.042406205084242435,0.10190683201682349
ADAM15,0.07721814889698601,-0.02179530745606547,0.01824394101937799
WNT2,-0.017987497605753397,,-0.027788048606235224
CALCB,0.03929921036445386,,-0.025087572468421516
OLFM2,0.032887584767496786,-0.043943097045676054,-0.040193337901790395
MFAP2,-0.007715223971342973,0.0475110031112566,0.05667410824285984
HLA-C,-0.07663111762744389,0.05409863592920147,-0.019640657412905566
THBS1,0.022437042273214133,0.01873470165505588,0.04313581902865027
HSPA4,0.007627223323820189,-0.00638713397494052,0.014960687604489565
LMAN1,0.016274720157596793,0.11350088268936044,0.0233207066243873
LYPD3,-0.03024644948825392,,-0.025959083187887887
APOE,-0.02412963562676108,0.06454651847410359,-0.016581872817118083
SOSTDC1,-0.02995093066900505,,-0.06252262733984203
ANXA1,0.013088748956086417,0.002803036988420301,-0.010066494543265506
WNT2B,-0.03858928861471879,0.005143532980972077,-0.05318075576153567
AMH,-0.007004984625840297,-0.027113524805154856,-0.011207181157638697
GDF10,-0.022361182631554736,-0.03422031329357454,-0.041969908917027
EFNB3,0.10614236634626893,0.040851790636982285,-0.04234769015980757
LTB,0.0005319382165314987,0.05919333758347696,0.008965423126785343
ANGPT2,0.033439111655472906,-0.01601363113613716,0.05224971603552735
NRTN,,-0.005430733697850504,-0.020606960832427572
ADAM17,-0.01143977997661012,0.04019936992857406,0.03223462191549927
LRPAP1,-0.0617825707763801,-0.021924742808403484,0.009988032601718762
NID1,0.00989495039592268,0.02122101089658816,0.033882718331322906
MST1,0.022782602747213974,-0.057296157015146794,-0.049680645553448435
DCN,-0.030917411976253414,0.0075060785937566005,0.08848552359457458
COL7A1,0.007605870499617624,0.01396713679338966,-0.013364602625688182
CALR,-0.007383726432557669,-0.007579416820926773,0.07191354004876287
PIGA,-0.07320530867709267,0.03378669842890015,0.01219931018767018
CD200,-0.006686378533888974,-0.02123181263491877,-0.0010468029977503438
GRP,,0.05155244171410261,-0.022602467817904266
CDH1,-0.04167722761720317,0.0565653795817687,-0.015835861120483297
LPL,-0.09871275822088588,0.08588029829799107,0.0177911607906651
SEMA5A,-0.07102794673955448,0.05106526010152284,0.04948822975566684
SEMA7A,0.05266493226861618,-0.04495630503608477,-0.01277831578807656
SEMA4G,0.004988351838815689,0.01609900360396703,-0.05098567726673347
SEMA3B,-0.014405029220592922,-0.07249128044169097,-0.02711589925917177
RPH3A,-0.03873170606974144,0.010614795916896558,-0.036665733530905444
JAG2,-0.04525209723428139,0.027714910143999,0.017137817540764683
CGN,0.002076367844618816,0.05066011864773946,-0.050654329084888323
GDF15,-0.03137460675398063,0.006183495237369686,-0.06271942544139437
SEMA4F,-0.0024874983163776856,-0.028344147137895844,-0.05053078468642643
NXPH1,0.022105050865368306,0.05025241850820527,0.02158464293478699
ARF1,-0.003220999479260664,0.0277762054197884,-0.06040190498659927
EBI3,-0.01645248168352227,0.01902698325649177,-0.027857642490262808
TIMP1,0.0307011222764428,0.02728850735433756,0.06864540562549107
SEMA3C,0.021156325005836123,-0.034398277238532504,0.024507406153989345
GAS6,-0.04623175583379649,0.09008079284832571,0.05448123333116968
MEPE,-0.025096246775970946,,-0.0011994123536575277
SERPINE1,0.04430916773603183,0.012929848147118695,0.04153287531593795
RSPO2,-0.020277924100917312,0.014144248010779145,-0.013831044605998174
SHBG,0.062116920275948555,0.003914839192629454,-0.010141256192149877
LGALS3BP,0.021075251564518314,0.027744404503968315,0.05887657874837765
LAMB1,-0.01647897991157198,0.0690987383751056,0.024929534195696785
SPTBN2,-0.02744533177951221,0.049973316108715665,-0.08341623421040702
COL1A2,-0.04233777775858629,0.00774444037554251,0.07463769396816385
WNT11,0.03923993292502703,,-0.0005717037278881198
LGALS1,0.02382775512578704,0.03954144328232097,0.09363243706078997
BCAN,-0.05594574904845887,0.09743137240499847,0.00305843807753888
ANOS1,-0.040552308222091264,-0.024464048022517584,-0.026704533429876227
EDA,-0.029553486995593386,0.04147795088955741,0.0036845350823042065
FGF22,-0.022110036616604076,-0.02279464431491539,-0.023977923775418936
SHANK1,-0.025991526806438382,,-0.016478865039876302
NPVF,-0.016412417396232108,,
TGFB1,0.02524520118862203,0.03781364321772991,0.03089503791435563
MSTN,-0.018583623762550246,0.052668590806969486,-0.0016940506605311078
WNT4,0.0854542539048507,-0.026414015644689738,-0.04039424877326631
TNFSF4,-0.03664569400539952,0.023337921851485262,0.04994792126559818
NTN1,0.004097880892012072,0.08359803842171219,0.06851370553894401
CXCL12,-0.04979339817359225,-0.0656280345071323,0.030348880000752324
GNRH1,0.044168393556105454,-0.02676587877998106,0.016154473168359808
FGF8,0.04976943643328919,,0.014829181902595799
RIMS1,-0.028225051191952046,0.09265171943126776,-0.0015677816673164801
FGF14,-0.002902332718894349,0.02523011249253296,0.05068957428520939
IGF1,-0.05485624959390849,-0.035060977760177324,-0.012052287349346515
TNFSF10,-0.07534516003431822,-0.026867658539634996,0.01627438056331844
GDF5,0.0698875494107972,-0.0005130803692880363,-0.026468401076658585
CHAD,-0.033094216203632516,-0.029759831554749042,0.09872156597459994
RGMA,0.027841193454611786,0.0716636363193293,0.029386334570316943
WNT16,,-0.02458478997423118,-0.020606958112519103
CX3CL1,-0.027041040172817714,0.07782277146426014,0.04456601017580871
FGF1,0.006056945613795647,0.029076521895287245,-0.02648777959833098
ALOX5AP,-0.08760473975877779,-0.050200574230071834,0.029614000754422304
IL1RN,0.01402659268760578,,0.06503115677193538
PCSK9,0.20022992088523048,,-0.020002271955042072
NPW,0.013267482580961278,-0.02745708073849464,0.11476495299759037
CXCL9,,0.03228555338101712,
ANGPTL4,0.002501849667859289,-0.03391162294941084,0.048715244360023904
UCN2,-0.02475376103594106,,-0.022602467817904266
COL4A3,,-0.04618379090120854,0.04182647490229162
NRG3,-0.012261446024076042,0.0012591420914414356,-0.02059551737016942
IL23A,-0.014315923260971553,,
COLQ,-0.05880802218725582,0.042509876783852166,0.032092433944704735
SCGB1A1,,,0.00963288716198219
TNFSF12,0.07208045446294219,0.049593381633845135,-0.075358061038667
DKK2,-0.016898953481624426,,0.06217971766481809
FYN,-0.05217902103223516,0.010924657524703925,0.02499360175458054
ACE,-0.016167288986129444,0.027992047016921096,0.05154957894962048
IL18,-0.05440119967982227,0.021181210032204287,0.02752048646051231
PPBP,0.08413391236755721,-0.031611676110127,
CCL27,0.025268149639117193,0.025205514604117327,0.027880852849376227
SERPING1,-0.011843184140934212,0.04647158789127788,0.045894333391886706
AZGP1,-0.07755118268050384,0.05910339781678904,0.03528443643000782
INHA,-0.03436525339698052,-0.027457080575750015,-0.027868053986818454
SEMA3G,,-0.025331264564466275,0.024017228738240207
OXT,,,-0.019379645025726627
COL6A1,0.02333601293668497,0.04376689238735915,0.05688408941808593
FGF17,-0.02228202498792789,,-0.015593870338037346
TNFSF8,0.004200984337851313,0.015395420469961138,0.16283198186861206
FGF20,-0.02068232740251401,-0.0038173940236511826,-0.013543377048046073
ICAM3,-0.03467370494797013,0.02906961179055029,0.01823581754728406
LAMA4,0.023358615470340433,0.011777241969347384,0.06743668341082487
DLL4,-0.016169923893844095,0.04791199023512954,0.06733654682010763
SEMA3A,0.011287650250722646,-0.03346125165164816,0.03806616431046084
RLN2,-0.01315208380318218,-0.015691726298923347,-0.022602465325505354
C5,-0.0038664257838497184,0.005590319423349857,-0.00047180638484217783
COMP,,-0.029440956669938952,
C1QA,-0.032025131505777335,0.02893667722796793,0.006775133672064123
COL9A3,-0.08938814325705798,-0.034580804999254214,-0.059731463161772254
HGF,-0.04300680959231946,0.11796982875910407,-0.031532306270795465
P4HB,0.021682092699149124,0.03856121316070574,0.05368648742396159
ADCYAP1,-0.01392561448838192,-0.027375352493027368,-0.02785865254192387
GREM1,-0.011206486298138125,-0.0450560080781259,0.03424730632148558
EGF,0.09264649522803406,0.0468867963726991,0.026008654920710934
VEGFB,0.028516191059886984,-0.037451133745704385,-0.013573973662722866
FARP2,0.012634979036351203,0.05979113570400012,-0.004265059290227696
IHH,-0.01721633571212525,,-0.022327713636872554
LAMA2,-0.03976781566869249,0.03210327579532421,0.030989907300101753
SERPINC1,,,-0.022049741036366796
NRG1,-0.027712120644353213,,-0.009273928433785735
SPINK1,0.02081802660003627,,0.029377690215302836
EFEMP2,-0.05430860070637395,0.05038248649691684,0.04529114445776478
SELPLG,-0.014384123226599013,0.04260565935237433,-0.02433089100238448
GDF6,-0.04087784161136719,,-0.008383358224277675
HLA-E,0.01004333150004757,-0.059878246041485714,0.02353282626517443
PTN,-0.07994899835597653,0.11554621984124652,0.07627385102680796
CD274,0.04183859857647193,0.03840790969431207,-0.028608718669377368
CD14,-0.05449675731905931,0.07455642373515071,0.062296195191881794
SFTPD,-0.04325104169711242,-0.01454822303571636,-0.02401284800891542
SLIT1,-0.022305724254675877,0.1006387043664225,0.02663436778796435
CNTF,,0.03608893308322524,0.04607395403386959
BST1,0.05224229337383456,0.04171002052961258,-0.0013006672350630165
AGTRAP,-0.037385179781789214,-0.027485569415860195,0.04543286396410854
LAMC1,-0.04056398437934539,0.06055699318300123,0.052196605287454345
COL6A3,-0.06408159347988751,0.08800317306347451,0.0654065582506917
FN1,0.03503432229949736,0.02728376143504965,0.10898578052766134
MIF,-0.04419685828166732,-0.00984205821419624,-0.03429692314151736
JAG1,-0.0016848955650988853,-0.033599792656267224,-0.029006783770679487
NID2,-0.034005028284549065,0.010653864043011916,0.001345002323583863
EFNB1,0.01017014016511511,0.010317763999423472,-0.02545184433061955
COL4A2,-0.026959179482655537,0.026548488577782768,0.08193390299538482
SPP1,-0.006452417296155273,-0.022597010299582037,0.01868817099608331
PODXL2,0.04340319494490818,-0.00082508318279839,-0.06401193359048704
FGF9,0.08059410208550247,,-0.01761629813779086
ITIH2,-0.03783618600561636,0.024385473346505444,0.0311260819817472
ADAM10,0.030182302570257804,0.03501484868804941,0.04932210484204908
CFH,-0.0009666712144637324,0.04311325273454992,0.045002313464218346
COL4A5,-0.08085174518099947,0.030595186810637342,-0.00694225560179093
LTBP3,0.052337687497820716,0.07622371695458877,-0.014266317183264739
GNB3,-0.019367046784819507,0.05151259047330749,-0.04304151807150857
COL6A2,-0.01516033777488365,0.011333550686800808,0.04119777361118036
GDF9,-0.026970040485763753,0.03029092018486386,-0.010614858608144703
NCAM1,-0.01937375629321341,-0.09436229428879149,-0.03431480732253787
APOC2,-0.010581052971258819,0.01722485352627016,-0.058882957052458454
BST2,0.040149733101910466,-0.007947808097807128,0.02913873969919072
COL5A1,-0.008473880370350607,0.08337477202318148,0.055743405850394924
CALM3,-0.011359333076192583,-0.002025917887964714,-0.06190006411940205
THBS2,-0.04422734221894984,0.0037047047088980883,0.010265302004609015
SERPINE2,-0.07257758248078265,0.08932670879695476,0.029272816071304778
EFNB2,0.011492280631925063,-0.011570800851476354,-0.021469622799160006
PROK1,-0.013152086720913518,0.05704116433505244,-0.02119522720357752
MMP9,0.07505511019974505,0.10316437007697749,0.040051129380632725
NPPA,0.0059966526394306125,0.036915982118274564,0.03396716544639635
APOB,,0.046087821002420704,
C4B,,-0.02813260689303698,-0.02616550951168204
NTNG2,-0.0504864568750334,-0.030075757965805167,-0.027495838500718284
LAMA1,-0.0596297670574459,-0.033099371968597156,0.015150698548558933
UCN,0.08498771577195169,0.03115731716830768,-0.012460826269631877
ARTN,0.01055598798196958,-0.03505153338039377,-0.04089457937195303
PDGFD,-0.04191828114121263,0.056158172184595886,0.007174732580310055
EDN1,0.058470923894359886,0.009377798659674575,0.05940363621471289
ARPC5,0.037838110381240235,-0.05578716485170678,0.002641066312806957
GSTO1,-0.01287649515626479,-0.064000631171404,0.036113057061142914
PROK2,0.14043403459337012,,
SYK,-0.007416332842825006,0.009450803992884123,0.023559094938456787
ST6GAL1,0.02295949630262131,-0.043866062765872474,-0.05261361419823388
WNT3,-0.0454806180451236,-0.002584864218637523,0.011643822365894018
HSP90B1,0.0033632399645331258,-0.015669548300445306,0.0772187294820025
ZP3,-0.02121107713149559,-0.0052356898594956,-0.037034538570924785
ANGPT4,,0.023730563371180294,
NRG2,-0.016497490849297986,0.004373501471685721,0.027431870411310556
MELTF,-0.0018118949993832165,-0.003348762510150973,0.027916651864583114
NLGN1,-0.026205852504450507,0.029476704795503014,0.015228765660020124
SLIT3,-0.030068879175729007,-0.03559619644487527,-0.023050788191033296
CCL8,-0.03263200679398351,,0.06941650038600246
S100A4,-0.0584926395848785,-0.06181118077805322,0.02116198138737325
TNFSF13B,0.027460495302867444,0.05569545515554753,0.05903519033005616
HSPG2,-0.014282351194019778,0.01934716656714604,0.06926168361980398
FAM3C,-0.07925660447924125,0.04320198491227041,-0.02967330670751523
FLT3LG,-0.013659645762775023,-0.03570064959070617,0.017432908720366992
A2M,-0.037864424713165146,-0.020968384741878968,0.06125757424225991
VCL,-0.008760576334245077,0.07334748890166627,0.037041262210208085
FGF2,0.030508514130107276,0.01061196692502929,-0.025935681003909528
AGRP,-0.013550487705595362,,-0.0217684319553423
CNTN3,0.008491986382709187,0.05070593870289738,0.012014543463798856
RNASE2,-0.054752417673076585,-0.011854230257262408,0.05474335545575796
