,MGH258,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
TAC1,-0.017710092151276696,0.11340029876269568,0.005403606465145835,-0.00044423258924979633,-0.010148506607233107,0.10219205079984381,-0.018393827229780703,0.05099345883187177,0.008676348785518267,-0.022539653267051356,0.09702655909579233,,,,0.037256991260943444,-0.06763060483500517
RARRES2,0.07146077617325336,0.017546660680315747,0.03499664099759083,0.03151990263858705,0.07976360761175864,-0.007220246556335403,0.03217038025315344,0.006352034994754535,0.06988847822984935,-0.03839799455782088,-0.04917215111515669,-0.07816154836135172,0.06327909663431656,-0.004619932244619523,0.09572686079965975,0.1132644927404869
FGF7,0.006769822023254561,0.04531192560909435,0.06964176785645398,0.0353353195336465,-0.019685315722880074,0.09877322749795331,0.000797902278210162,-0.008837066577665783,0.06607784552956736,-0.03208656185615618,-0.018691346457441117,-0.07658299052446287,0.030322308113059752,-0.02389575610930583,0.049345213230390136,-0.022050176875200223
HBEGF,0.003487680973971206,-0.026906251773379197,0.05402674001598035,0.024338650130880022,-0.003436675049107859,-0.003991828143434111,0.0009706084314890039,0.007295670764880541,0.010388266659125948,0.04369632034186894,-0.03706775926284176,-0.07445863212627273,0.06093448940696482,0.05763111842228676,-0.057773021556090876,0.00010981030661100101
CSF3,,-0.005630822418680405,,-0.01542386925330264,-0.040234198952319014,,-0.02311022760602493,,,,,,,,-0.02197753813359449,-0.011245029969642013
PI3,,-0.013082481677367426,,-0.030256013478149837,-0.04365713865117504,,-0.01155869544338838,,,,,-0.05735139115399177,,0.1271832533348686,-0.04774988904303484,0.027870833114031022
PCSK1N,0.07850175873326264,0.026004859919728774,0.010779971871246604,-0.07313285269210253,-0.011662595123920733,0.010874951155856212,0.018023218475268686,-0.035142831879994,-0.05008569892892907,0.04518006104964768,0.09895773570838298,-0.060379293349002494,0.07026070258864493,0.06230388851003985,0.083907097883207,-0.09125270473385715
NTS,,,,,0.09185093384314856,0.10570997837871368,0.0963536512046109,-0.02776091811401952,0.044665237872567695,-0.02643918848168063,,,,,0.019987458027181722,
SFRP1,-0.025768631433262117,0.053390348765472065,0.017317230847508785,0.01855408212855887,0.0833342140533882,0.008646265590550858,-0.032872031599095373,0.03921439533213045,-0.020501096197041335,-0.011031549019418588,-0.03755396724183337,0.041786133318016894,-0.060734415042434174,-0.08799275529615377,-0.0317894566147115,-0.03726490868209474
CXCL13,,,-0.007252199206038977,,-0.034951812624251906,,,,,,,,,,,-0.03116874426183039
MICA,-0.01048097785067372,-0.02101870243811131,-0.024443691634506687,-0.01591131421723353,-0.004897196021905929,0.04843089070430659,-0.0030851913231911506,0.019152063855736187,0.006235308004494836,-0.04966333991733699,-0.02405554086555608,0.15356716663014366,0.012416710703629291,0.08499077689985918,0.05550520643661208,0.07020634543380484
TG,-0.020510451211197295,-0.021510415713522593,0.0334824299397395,-0.03386958307466386,-0.014849625796018062,0.008069762620834807,0.027163407998788167,0.024320698378938792,0.031041498169336493,,-0.02417147792423534,-0.05661141322035466,-0.01126880434625103,,0.10582061637055214,-0.03434811747288829
ADA,0.043802921485291996,0.026681887862898997,0.034688481369395965,0.0029948037295621133,0.008620826373156481,0.014928713385515317,0.04009973331758412,0.011452586689228002,-0.045260237367607724,0.0065545025186295215,-0.018891049780691567,-0.027034778847386993,0.01865719676556998,0.0060853987385290735,-0.012139437470562345,0.025777816932994996
LAMC3,0.060481591590855956,0.0163690737570848,0.007481650932960294,0.03015873202820823,0.06325282103683928,0.023470544157399024,0.006944827658733056,-0.02078402294267111,0.00172636385374443,-0.00830359042961188,0.029324654499504874,-0.07566236999981363,-0.008347357432531042,-0.032067409826769845,-0.07540968052282299,-0.04464738977775393
CCL7,,,,-0.024487654448556512,0.0455992500266171,,,,,,,,,,0.012564117454048784,0.03527888479926878
NGF,,-0.015546148820383665,,-0.012734348722355657,-0.04946275380332795,-0.022541647171434306,,,,-0.006644780677033277,,,-0.033862584077942064,,-0.06292430551950814,-0.018988616952889392
TNFSF15,,-0.019232526303142507,,-0.015626702019669245,-0.022811393214164193,0.041639376812509656,,,,,,,0.01900217516515718,,-0.03295253266852874,0.04921637853686382
HMGB1,0.01617714841479817,-0.009478487046651754,0.0485844810623737,-0.030355543340686065,0.03718335972482376,0.0029638524059887902,0.020708243532414225,-0.03133684454219784,0.02411011846795917,-0.0009011939702822112,-0.035079973503740085,0.021682493152283416,0.028294203523165206,0.016155676541040852,0.05540996478983006,-0.06041112288539193
ITGB3BP,-0.021004860516872573,-0.018684240464170245,-0.03951921525691665,0.020723696039763314,-0.029954399410242655,0.018474826891244658,-0.008677864480756298,-0.030056534560584186,0.019517654540664914,-0.0036526422796062798,-0.010801886327115023,0.038913147984068704,-0.021112071611148406,0.03434036897786324,0.04950180119087854,0.08201724706100615
AANAT,,-0.027864013609158154,,0.020689613757039656,0.020895079801760457,,-0.0015942223029394233,0.014968229336101273,0.01273732351572964,0.018645612827662354,-0.021585006591652196,0.022880624436130963,,-0.03442784634210746,0.04438274911027545,0.021088083966528656
RELN,-0.017003707830289195,0.12325294001826961,0.01337647263386033,-0.015408656823758374,0.07613830893694068,-0.06034682386601182,-0.01851127012002597,0.033771670245190726,0.004918576145137677,0.013663841392777456,0.0631207281924867,,-0.0710376667567839,0.006821283012207788,,-0.006286265115597564
IL15,0.0031186819866322667,-0.027338704159311653,0.060715478672941005,0.03577137892329978,0.06399949216308025,0.03754872654010209,-0.0018633092333931824,0.03209269222003998,0.0018180627929584386,-0.050937016195295975,-0.02001909597098151,-0.03540218850963543,-0.017769631660654123,-0.018951726478188116,0.03867350517053501,-0.03849188054389119
UTS2,,,,,,,0.01670639865880722,,,,,0.042147226776774405,,,,
BSG,0.07292707928375167,0.006347585329075109,-0.014629510109093243,-0.023894318134001658,-0.07187234434487137,0.016475318391570046,-0.006331138801174857,-0.04900110260116786,-0.018482722664439545,0.058090036782185536,-0.023129176687013066,-0.11088551127565789,-0.009373519786555614,-0.010690485371433507,0.011189657309546405,0.029964754156978444
ADAMTS3,0.02998866830657041,-0.026018521963193368,-0.006379896332465197,-0.005896320850826306,-0.0005338950251912898,-0.03136978144853532,-0.002896516880208319,0.030875994048069167,0.036258961054459235,-0.026526064518350583,-0.03326527649383982,-0.1412617660800427,,0.05030262275099614,0.08457200567599221,0.07380837028582955
CD34,0.018924810953078727,0.04082142601312374,-0.032540284049141215,-0.02099028293698638,0.036685320363988756,-0.017500718443519084,0.03722404901695726,0.010228739769139131,0.013299236426125646,-0.027137268628282564,-0.011527292954210183,-0.046901853585546056,-0.0010127773751885285,-0.044687130679602075,-0.04332125328109041,0.027064767323362965
CCL23,,,,,,,-0.02371949661270339,,,,,,,,,
PLAT,-0.003478929282230602,-0.01651232195738519,0.021085037691985536,-0.0005674423639574711,-0.00666650116400308,-0.004827522862932383,0.003012834901230112,0.018685843713645758,0.041095055658840904,-0.02842804379897859,-0.040144789004124604,-0.07149018568073524,0.01432978783055376,-0.008023888881460797,-0.03519591725961643,-0.0179229341067913
NTF3,,,,,,,,,0.05043741828560907,,,,,,,
LTA,,,-0.016764852112193238,0.00613940665895329,,,,0.0044365809368263065,,,-0.020019098442148064,,,,0.0082464986032806,
CKLF,-0.04580862256443426,0.06125251880269266,0.01583451128211741,-0.04382739331283118,-0.011691726378478635,0.04036017171520999,0.0519076540785587,0.04299312113330668,0.014428050240323414,-0.08377455845195818,-0.1036019060003439,-0.06377707688537601,-0.024414198938567656,0.0882703363444489,0.07323222055819964,0.06306564279807736
CD24,-0.02755251208282257,-0.009497678679535028,0.03985840309428864,0.023273730933140245,-0.03515333841115617,0.0076235117531744,-0.007718641958880025,0.11509302212964533,0.08968432241118209,0.03978078701570514,0.006489369574687618,-0.02552698293789337,-0.011337904975396898,-0.030143147304936058,0.05311500855715746,-0.00314712323722534
HSP90AA1,-0.041190869643663613,0.07559057281432655,0.06346633404729454,0.029513382605736268,-0.022554133587228277,0.016334859042559168,-0.03444173551794852,0.050254786317640646,-0.0023518267729738026,0.05039710734353413,0.056088387014824395,0.006082715828325117,0.10241796499405921,-0.009238374374512553,-0.06866744148274412,-0.047988512843344024
BMP4,-0.02110823190897738,0.07562524990220748,0.00012936087940714893,0.07957622280309691,0.004254812876487504,0.007544914529418207,-0.05658618876729621,-0.029570207461200714,0.028798948180990724,0.015646537335756935,-0.01705833953379118,-0.00757477106860887,-0.03246830479185633,-0.0008282266698562893,0.006650137829363659,0.007547391780993588
SCGB3A1,,,,,-0.026743902928266734,0.018949199808594927,,,-0.03818346740488996,0.03341135816132474,-0.013969062151426223,-0.013772741581619948,0.03348970847307048,,0.020772809439925384,0.047842634364753035
IGFBP4,0.0025659675383530064,0.018656425886928608,0.04196020050137225,-0.023597500979719365,0.014734726467457666,-0.03713677564485664,0.03351491629428879,0.04573518152438776,0.013519700349159558,-0.022062226721461558,-0.02273839408233909,-0.11667084429947439,0.020724997715349313,0.01977170201834421,-0.060063680252142426,-0.020838807428362728
RSPO4,,-0.018991214633962288,-0.027102298160955784,-0.048040516378281814,0.09729308013307068,,,0.03516004635402989,-0.009228350651870772,,-0.027769641182542278,,-0.03145701872836873,,0.05112842983750132,-0.029585784065754638
LEFTY2,0.0021330437308046324,-0.03181040735984113,-0.0169707500034067,0.04797996049406321,0.0947120417202723,-0.02650161934890586,0.034883815897065816,-0.014029236424520806,-0.0041434801086606176,0.052162357845873426,0.06965238640392692,-0.01426537719812929,,-0.025134186284786007,0.028942502808213092,-0.06898385376748417
PF4,,,-0.015249911577760155,-0.021364996070806382,,,,,,,,,,,-0.032794368308874736,-0.002071674934687971
ANGPTL2,0.019432164758079115,0.07700364284693413,-0.003503819758565107,0.021445122565680704,0.02226416010185733,0.00023479538629835638,0.025091222178394688,0.06063704254772355,0.025852386052144096,0.027480969602610494,-0.10091991758122162,-0.00849103610097496,-0.09623234323869465,-0.00457435631045897,-0.06922079585297282,-0.021347062443968133
LRIG2,0.04093812399145119,0.04802127586767928,0.027049090050875177,-0.00719578506993384,-0.011759379212992287,-0.01600597498347469,0.0361865488565265,0.04212249301834704,0.01827140508569384,0.05470248258423154,0.02125670842216044,-0.02261564144616373,0.02941020733194188,-0.026179670574425388,0.06267431525789982,0.01795092799766591
ICOSLG,-0.0563713678015115,-0.03008260919301667,0.046704715205501665,0.0002969509586482292,-0.001131670881481826,-0.051749874553472755,0.025532803709779443,0.01297208638658346,0.014417259259779165,0.016234756147508692,-0.004367151038662347,-0.009545290673846955,-0.08991790259884735,0.005117747688124998,0.03429219801089177,-0.07805803223205966
WIF1,,0.028401251823515855,,,-0.09280917072409633,-0.005147332402865606,0.0018605026581834535,-0.02423447408493098,-0.014044502348906644,0.005298223741369008,0.08386356373529835,,,,,-0.029792056728132465
NPPC,0.11788146726067686,-0.021966271355851583,,-0.014627191372155329,-0.030820756317260178,-0.014823222610018939,-0.018829524380315172,-0.023526910663694056,0.026905055482130905,-0.004835739391854944,-0.06314179317140056,-0.0504263572783812,0.022582264865132262,0.015649652392104016,,-0.00047009690553897094
LYZ,-0.023149480359329358,-0.017970169803553284,0.012723906587568704,0.056007681954018756,0.0476049302230169,-0.011625315830569628,-0.0030928315684482263,-0.02800671351653436,-0.02662643385528188,-0.028180619673201047,-0.019172604455820853,-0.1250581647413043,-0.013207303811580785,0.052736095793314765,-0.006550205093555593,-0.016709692384128397
EREG,,,,,-0.03436615909738839,,,,,-0.02719821631070697,,,,,-0.014196838675547024,-0.007245121763303757
SPTAN1,0.06859021046484326,-0.01256792004591467,0.03711811747907412,0.016562228033549797,-0.018733722968403383,0.014533397787548082,0.0016967044016763953,0.012162725717523958,0.09122753777237605,-0.014124480472341569,0.039968277100674306,-0.1354676918137243,0.053034008401357975,0.02605482538090627,0.0746245915763907,0.017660932086888556
LIPC,0.028056623558868125,0.02579983171648259,-0.022951931949548136,0.013682152659797504,0.01668909913669906,-0.030201877354362732,0.01172465266344116,0.04560978444134643,,0.05410426745297607,-0.03144813157406037,-0.0363556146738272,-0.022329916763022022,0.00929017084172323,-0.031050670563606844,-0.008732405086334705
COL8A1,-0.021322839993657323,-0.10154659494393367,-0.0398111487809,0.08354178583765584,0.05001460465970461,-0.02127812155448459,-0.03574267161737756,-0.04530254721010995,0.013640568735304018,0.032449002897875036,-0.06894633764451977,-0.0485668064750605,0.052897298183757456,-0.019332993604908397,-0.024910425056039645,0.06811720641814162
GSTM2,0.0694756177946267,-0.05832851149872982,-0.023898797544579742,0.0028251207979753915,0.01153209434720589,-0.016469359786553277,0.010476728431089464,-0.037381576332976466,0.013539756653718137,-0.017946878942100866,0.048960698879291706,0.10015997202706992,0.03456404559342706,0.01681719978507292,0.11457330546646892,0.005590999152637227
IL4,,,,,,,,,,,,-0.0347524979172615,,,,
SPX,-0.015380799419095408,0.011095903961159434,0.02662495491343056,-0.0009045506854819795,-0.05703423359821647,-0.05534471360364711,-0.002668506385251446,-0.0032456847621875526,0.030452681438629975,0.008754436047812036,0.10057546147595729,,,0.028947294991793673,0.1726947078767524,0.0814600703078515
MFGE8,0.06760418688173551,-0.044248343351332084,-0.03510472425551561,0.06671018664672212,0.030699205735530935,-0.03070246434744569,-0.016905541897046288,0.0008681374049098671,-0.004504338679226141,0.00535178975744629,-0.012526247465313205,-0.1686341142914252,-0.025990007547373,0.002938164028995298,-0.02886387400498375,-0.0390458872569887
TGFA,-0.013211185230024186,-0.004677837369692891,-0.030410665698676866,-0.013330578559438973,-0.008631102183220442,0.003392861346097552,0.03309333768330787,0.004790104583852048,0.048908961012716454,-0.015835104075740805,-0.0610430338635656,0.03560944386924272,0.019701214839981687,0.03852588070402061,0.07459840656346295,0.043158922758550544
SLIT2,-0.021108228531343726,0.07805988918492959,-0.007112057383346795,0.012635068003169426,0.018790868690213167,0.09480445975029275,-0.05108455797729278,0.04293972572217647,-7.233188313627767e-05,-0.009547085133126366,0.07406937210727699,-0.05625769951843055,0.04942138006289773,-0.04856035232656891,0.0009416190440165639,-0.007458195808064496
PLTP,0.0036054142482045484,-0.036862378710712254,-0.009019501390480229,-0.024439415076811695,0.15951754362327192,-0.05460208974789837,0.043408693203053135,0.048117052170587656,0.07324298979351093,-0.014242135764587925,-0.034289718683490136,-0.067786474728759,0.03364160801208392,-0.021059600748117337,-0.0013741572104108157,-0.04978938418251712
APOD,-0.13974140551192724,0.06887844961990677,0.013592610140783107,0.03758456385065275,-0.058477549197338115,-0.024571323534546996,0.04440676832968587,0.06144575942704111,0.02611594051783078,0.0022674976433976297,0.03900085009125346,0.024884468808638576,-0.04334117096618002,0.0066437610282798105,-0.1055475647661177,-0.017374576352051155
B2M,0.059560482467145376,-0.00571731890808209,-0.03037967397006646,0.07443881541752077,0.07690193780194535,-0.056286456021275376,0.04971843945026786,0.07597732408845662,0.0612854814565647,0.004157305594212366,-0.07093972750467976,-0.14743092971475177,-0.06486974022763851,-0.023379966056920883,-0.12621064020941758,-0.06449657613115667
OMG,-0.07024937913032164,0.0623065939679066,0.025768003491283564,0.015538417024149397,-0.06574129114632203,-0.019286169877644282,-0.038518092615481524,0.01936224773065463,-0.007606404760339989,0.023615561462723145,0.07347338079215485,-0.010500769918472801,-0.05467508854482425,0.05274981612262363,0.1405884332096074,-0.02523100913422541
CXCL3,-0.016517131412140687,-0.06389389459477736,-0.020736948929248378,-0.04537705836318413,-0.019359626115233047,,-0.027369868084254376,0.0236193734154809,0.007320514781933431,0.004118771915900578,0.009282728282654668,0.05712312178258251,,-0.02424410597374525,-0.023152881752881126,0.0359684694139453
CXCL10,-0.030454045902741676,-0.021688780014526725,-0.030729743571984738,0.016163686855401777,0.026718073316793368,0.0019832677950002943,0.041586977751023234,0.10151171598089496,-0.0009861175688636937,-0.04481874583088837,-0.022910955325221954,-0.07490544751668171,0.011524179865142077,-0.032661982138919424,-0.022812795859168497,-0.016726483228753187
RSPO3,,,,0.03335442990363736,-0.021706262281632704,0.03815804643922583,0.06034316579404668,0.03282200238678385,0.07214653877593834,0.13763287182884243,-0.015065880119801874,,,,-0.02337128116061876,-0.00022180894856824437
CORT,0.025074022843030556,-0.021292497637160245,-0.027235376383440035,0.026852182593850284,0.0038477202256490695,-0.018027364127742723,0.020924032427093144,0.0038178698759658946,0.0005622654152958844,0.007616447578268072,0.043803200156259756,,,,,
NCAN,0.007692039228319187,-0.00011369958548265029,0.038154105984379884,-0.026448962583418736,-0.07068045533796935,-0.051877189412825965,0.013425890259229141,-0.008817051123265925,-0.012346944710868534,-0.00940404204680347,-0.05151938231627884,-0.08849780114008546,-0.033823785290363985,0.04007820055062756,0.07015392989868299,-0.029404741348959613
PRG4,,-0.02905926000451688,,0.025427946137105403,-0.02945535669456233,,0.02222738835274586,-0.005394408642546634,,,-0.017614504341903772,,,,-0.013909244154695199,-0.016256952890629457
ZG16B,,,-0.018350790036605388,-0.018152117805694954,,,-0.032014916981449724,0.0431201683334012,,,,,,,0.02821476923407792,0.15340592647687581
TGM2,-0.0005147562427814598,-0.05295475665643312,0.019840743705807594,-0.002494287451591518,-0.0005507355803180418,0.009702249792205969,-0.0076596421230528036,0.0526260916757889,0.006665838096724563,-0.039822095350710185,0.042924539393349406,0.04098777352140973,0.02320422022015297,0.041737014990894855,-0.08450796793059523,0.01948828838402326
VEGFC,-0.020510456823760077,-0.020850599240716847,-0.023563121087202894,0.03507768087259854,0.016356338609184597,0.015159478771606635,0.0013474102352043784,0.05607504854872076,0.07208170089204731,-0.013460442790786911,-0.01797630379264846,-0.039394390889195836,-0.02937420719289744,-0.03197837527736796,-0.009713020594973778,0.032106800349511994
WNT6,,-0.02644411461705349,0.059474434287946375,-0.015530273864907853,-0.002733043206289559,-0.01997610731656774,-0.0029685001470712677,0.0030840071728077275,,,-0.015688810202134054,-0.01797178797131313,,,-0.035194317165183786,-0.02043008930856249
NRG4,,0.04056862188239957,,-0.0006853106849437631,0.0540656871568545,-0.024454448169900472,-0.01565695025310193,-0.04391108365786035,0.024831776738299487,-0.03423934532630774,-0.004371819882226459,,0.008978244976877055,0.0930391118639838,0.12020397326445922,-0.030723720774862143
PMCH,,,,0.042257943890865124,,,,-0.001976981831586142,,,,,,,-0.05039736635036334,-0.014325608581018884
COL9A1,0.00313231791238318,-0.030701190795289136,0.03656338474478836,0.01521730053425629,-0.01195352260082914,0.02488503890667473,-0.022347836609940525,-0.014603023580902375,-0.04337144853896848,-0.007450770003185009,-0.023896474541101706,0.031035982223966942,-0.07531859611710302,-0.018264735686084513,0.07723759281647434,0.03606449029385413
GDF11,0.04759863162387759,0.041191619570858734,0.015540862654671712,-0.031700860250312525,-0.0475244313539899,0.04428602254281092,0.03660203271368525,-0.018782838854946717,0.021065798017687234,-0.01796189555731209,0.039779457941541335,-0.014372253559538523,0.15459263668498385,0.023412447664717465,0.029017687977550184,-0.0033695692252983154
RAET1E,,,,,,,,,,,,,,,0.03793663520560688,
IL24,,,,,,,,,,,,,,,,-0.03434809774924045
SORBS1,-0.010806670362416762,0.06690416029944857,-0.015595583655948903,-8.395044430323501e-05,0.06021440078678875,-0.03311252653010775,0.021364294776238787,0.040006367692981396,0.029146622780251322,0.05424775877562181,-0.0032186927402058983,-0.09758574951530292,0.0976011966858169,0.05142736617526381,0.05534961118681618,-0.07730448389034977
DLL1,-0.08370109659902594,0.03689061596323853,0.060346135897554186,0.006978954666117401,0.038148016632620255,-0.0041616093163062634,0.058539159159125734,0.00839910111731229,-0.0012056743728881465,-0.01005196118464359,-0.017640442203271836,-0.015298166925032476,0.022999508690802226,0.004636211947221278,0.01125351547689811,-0.050352179231579655
TLN1,0.0004267481458976855,0.029436102365373844,0.047529477443253164,0.03203300196494645,0.08475491379858363,-0.00564856742932261,-0.04319754209184636,0.053860005332003226,0.05911844618876477,0.05468049746589651,-0.06654821440853685,-0.02316764232323591,0.04533603170514615,0.10018229270492805,-0.06097196550450984,-0.031188434526659196
COL2A1,-0.019264563080569085,-0.020171506697340108,,,-0.026308101958706177,-0.02164162619612013,0.03053298597084395,,,,-0.014636596636362506,,,,-0.00785171983696208,-0.027680423338286308
SHH,,,,-0.025446697469187773,-0.0007405327299882439,0.056554385058055205,-0.021516049249256843,0.0007933833934904615,0.0018646759170143153,,0.03393872531789968,-0.016294126650337592,,0.057463155416218936,0.013693267564439757,-0.05598202496225473
PON2,0.03626639537235905,-0.03278694324660725,0.08304379773028728,0.005683088198910742,-0.00964199157350247,-0.0674781012355841,0.037969615007576105,0.009396219880444095,0.05414811699722449,0.040937141520731704,-0.026023315772458207,-0.061891050363096015,-0.018813516564502756,-0.035810119334779164,0.1398152792526647,0.08297792924723893
ICAM5,,0.051567105684508445,-0.021845167182556847,-0.0396604841151053,-0.05861326598148389,0.007307561206701034,-0.03051332979415246,0.03065164193829764,-0.011734506732389698,0.02677201579384591,0.058841318174911714,,,,0.009490169046380862,-0.07944740807255292
HPX,-0.021882272550507884,-0.03212181943326111,,0.04199532838459192,0.0019788240016679064,-0.019976108664097162,-0.03985624369426709,-0.006653492295149223,-0.015938078794062106,,-0.025046916641459603,-0.08675362944770915,0.06031682293031568,-0.0042489259071981375,-0.018537046744367028,-0.03835617685769607
SFRP2,,0.03949068560330994,,-0.02898103076235477,,-0.03958185970052334,0.06801874607900629,0.01756839135381336,-0.006596316382942195,0.08652035076420589,0.038082476758249155,-0.03475251837203546,,0.011458842303395087,0.03683282278508938,0.011708569469732564
CFC1,,,,,,0.10971185274982699,,0.0214375650789541,,0.06920377838011484,,,,,,-0.027185658737718957
CD70,,,,0.012102927621478736,,,,-0.042010283167191936,,,,,-0.032797411979366926,,0.010432320829632635,0.007355733822359955
HP,-0.038225180773671215,0.033149986410290995,,-0.012810899331253974,0.06433965082496923,,0.026640554986750276,0.07820835625496392,0.07333807276179345,0.05665187031687949,-0.0019111631983841657,0.056125755392559235,-0.0025817651453877376,-0.032887128721779464,0.011853561076625042,0.0072198702494211
