,MGH258,UKF259,UKF269,UKF275,UKF304,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1
CCL17,,-0.014089304340735893,,-0.013279517579130084,,,-0.012920609950129482,,-0.018782467874266878
VEGFD,,0.07587784392077686,-0.020846054405141617,0.06495794752474512,-0.02042609378225299,-0.024516429718946776,,,
TNFSF13,,-0.00971848680629734,,,,,0.1157581926300422,-0.018006210248312143,0.024221511934042702
WNT5A,-0.05972836732464065,-0.044799340460201655,-0.03506686742967647,0.005767491680044085,0.024194362626114806,0.020595867283228028,0.045373611592797965,0.0417650111875146,0.016815171509448276
CXCL8,,0.02482493551852571,0.05404400622634776,-0.06008248724780648,0.13464513971645,-0.07754218583184418,0.002870971593249362,-0.008056166545529849,0.037144033001182325
GRN,0.012248736599511704,-0.03906119828814737,0.021671416165755485,0.055724176580558366,0.1313343133915767,-0.0961751942398049,-0.02568647390694979,-0.048669218160737805,0.12040115926748696
MIA,-0.022231988437019522,-0.010010081192824925,-0.02434453649361096,-0.026101067462027047,,0.08109903693489579,0.01776764251332252,-0.0698437328842018,0.017248493644471338
COL4A4,-0.019670777853612296,-0.00014959936148484403,-0.012262059757207816,0.005888281823771512,,0.17343576539527866,-0.034139905961868965,0.03843163779853329,0.023516427329734
TAC1,-0.016985058318842283,0.024849058169657313,0.008744826612934613,0.0019228549660439763,-0.050094934373706435,,,-0.027664912292922162,0.042799726903271385
RARRES2,0.01640373928729161,-0.0211903830624855,0.018911715968583095,0.06301693195931674,0.02538024769795668,0.01987827278037561,0.016066636623696662,0.02886609491215125,-0.03811855426070694
FGF7,-0.002458147269249518,-0.024974599189830773,-0.03494500330752631,-0.011292672547247477,-0.020411485164988818,0.005200868827396214,-0.040839722012543093,0.008353362020934485,0.05335828526354797
HBEGF,0.03300122624206137,-0.0025846107019895583,0.03214733691871262,-0.023907791767802805,0.08313729888960023,0.1016496257007454,0.007401450583642357,0.035319958328447906,0.02138275118368069
CSF3,,0.10862638831872118,0.0766396517300028,,,,0.003353145441123454,-0.022988337267941205,-0.019775041133940546
PI3,,0.06711226327419692,0.0917241369783846,,,,-0.005863729735913363,-0.030543261572299408,-0.042964594770682596
PCSK1N,-0.009374175110196276,-0.04390110158869278,-0.049710973368351334,0.03088231158770295,-0.09648584081380937,0.07132945446873613,-0.01981108155541724,0.002009440655395588,-0.026466051046795912
NTS,,,-0.01594540606503283,-0.015838267966539643,0.039250177554330336,,-0.030142438027724615,0.11980237909172738,-0.02928413937068109
SFRP1,0.10880125258268407,-0.012293462639492327,-0.02020184281196568,0.03532756020449982,0.13431007410691317,0.009258109288824602,-0.036164189735690674,0.010178364697471774,-0.013847280908648778
CXCL13,,,,,,,0.0344284567615731,0.015588942952708691,
MICA,0.07042089243778561,0.050185404276798885,0.051417799536024794,0.007363548181044255,-0.03689983100152959,-0.060120667912950114,-0.015585657818163652,0.06205018212317428,0.09667105236033051
TG,-0.01967077342072677,-0.013266593893466174,-0.01565727834167357,0.06958265043025454,,-0.03298166785861787,-0.017168260286098008,0.0014047442085787607,0.039069721107529126
ADA,0.018288665458006337,-0.012635748900420055,0.031068161381471327,-0.03559089045280701,0.05407498309145615,0.02838947427113678,0.0011503564342182952,-2.8936467577244605e-05,0.12420705753721147
LAMC3,-0.0207838340495973,-0.012321569611526171,0.011437573893307414,-0.03955359833458631,0.06897934459258175,0.008184115593199372,-0.00998167537275553,-0.023741692768490877,0.12348334097707739
CCL7,,-0.00959172618855019,,,,,-0.01936501610661576,,-0.020722326220882294
NGF,,0.004194262061184851,,,-0.018390057927462438,0.011094980078197599,-0.022365043316385617,-0.03946595147375034,0.03189748564408607
TNFSF15,,-0.010680856236269102,,,,-0.013476660902950742,-0.018878716200186423,-0.014275362782336055,0.10252860450458583
HMGB1,-0.017543139136109137,-0.041127758039752535,-0.009633768032973793,-0.02550599090517998,0.009271027017462687,-0.09105873196085955,0.0009693307281645515,-0.09639450697242033,-0.049986316230022414
ITGB3BP,0.033040076763730615,0.06323013574321282,0.013229263512182628,-0.038321257389546365,0.01131019542025643,-0.08244417824084073,0.06433055644204001,0.009499873596386703,-0.0036607000303107372
AANAT,,-0.009718487843532938,-0.011702018008344044,-0.012031463432730795,-0.017289359007688333,,-0.01698858325386262,,-0.021925085307834172
RELN,-0.01630759268032365,-0.01686911848920837,-0.022166446036138106,0.04336905614661891,-0.06075097674632876,0.00731925179955138,,0.025611751660303418,
IL15,0.0024513237820051157,-0.03373258214453512,-0.01656878170203336,0.02685016183440369,-0.0036497505525586024,0.04254120497666158,0.03118382612361578,0.032626368870744625,0.10693909331932487
UTS2,,,0.022864940629867093,,,,-0.014467021994101012,,
BSG,-0.015244552324696155,-0.0357741541447073,0.038058465678162796,-0.05984566107483508,0.0014224926880122965,0.05735052918638478,-0.01754061673086754,-0.04822559154326804,0.059062913497276374
ADAMTS3,-0.05863169352839764,-0.02249781680737544,0.079137336724872,-0.04291005006625235,-0.027762648013181648,,0.027515789500014858,0.0032465724426078446,-0.009849010640170772
CD34,-0.005528655136510094,0.062336080518727334,0.07781041592627003,0.06036771421641829,0.05950422978078581,-0.04261560890874275,0.04729935650375821,-0.06204790995201045,0.12701685146296562
CCL23,,,0.04438465973335183,,,,,,
PLAT,-0.014287829964133822,-0.06420254027392784,0.019918466482581068,-0.06031930360128243,0.08486699343498363,-0.07548465062668826,0.02785614260376126,-0.03288880196461716,0.062111197052159846
NTF3,,,,,,,0.12157691090383224,0.016107652044430494,
LTA,,-0.012293462064384824,,-0.011587553160305459,,,,,-0.0011363038348454093
CKLF,0.02134604989379148,0.03370908034848192,0.0042408499821602105,-0.008538848653061341,0.07035280136553777,-0.06933337817732216,-0.030992536232708905,0.05935836640502251,0.03800356213556231
CD24,-0.034556798940847684,-0.01716258677874404,0.007516399903064777,0.08876584328861213,0.04622452789436197,0.08679639113728055,0.04628019925806462,0.07957522529036634,0.02866271976416924
HSP90AA1,-0.054092485360361826,0.023301414108369885,-0.005199880566146387,-0.026646414124769133,-0.07710906780424717,-0.06532178468706352,-0.006755432649863821,-0.10355373187849451,-0.14923608356428525
BMP4,-0.020244081562036526,-0.02868212276535538,0.07408556916439496,-0.017083890391882878,0.03289830712856573,0.00636746105264607,-0.013801915961332342,-0.04123762884716036,0.04954515286087624
SCGB3A1,,,,,-0.01264900595064413,-0.04905866199284238,-0.029474373168092035,0.06373815344225937,0.03509629162415464
IGFBP4,0.05538520161513098,-0.02964665408758257,0.05454407442351813,-0.01014918266094395,0.08665739966516404,-0.03229454702561767,0.04812764551010295,-0.030006295719963952,0.12460907589302236
RSPO4,,-0.0188172975090394,,-0.013477029757715937,,0.04801478182429101,,-0.01996493141970498,0.01879839885597364
LEFTY2,-0.019476283008395216,-0.027468671825649833,0.0715218746438296,-0.03318921640892202,0.097985231095957,,0.08960912939608744,-0.027150987730661488,-0.035669655983743415
PF4,,-0.008368592131236377,,,,,,,0.09637654663389862
ANGPTL2,0.019167739822351797,-0.01258618257777722,-0.004638173430330911,-0.018163447723244117,0.09289648757232025,-0.08017923302534563,0.002834802750897781,-0.024559119550190626,0.11494534770056068
LRIG2,0.06434830412714579,-0.010317644917039783,-0.02190974329336296,0.014903352938998943,-0.021243271803812903,0.015740629887502803,0.046484032504297966,0.01619663752937104,0.04614344354525621
ICOSLG,0.020009688712538373,0.03612740439686353,0.004033317231487681,0.08322771333250142,0.1217335073763858,0.012890786384479736,-0.012724981685030777,-0.04397044371568922,0.05701445104014583
WIF1,,,0.012986549848480364,-0.01039990465138052,-0.042126406565158,,,0.02093719717592619,
NPPC,0.006446569679717603,0.07612180318304211,-0.031507220420467066,-0.02028690954289496,0.007944712667404472,0.09758902259957776,-0.028908476883238256,0.023891596647605887,
LYZ,-0.03887136461072825,-0.052601726572235,-0.004511101550792685,-0.0364886927874942,0.1355884365879198,-0.04664580232268022,0.0146855618904772,0.019719600327989837,-0.026021370898108975
EREG,,,,,-0.018917995326941228,,-0.0393075103430429,-0.02486665869339342,-0.006913461145889615
SPTAN1,-0.04168733455004623,-0.04512441863793188,0.05206256399072974,0.06685001395354369,-0.12158851200868775,0.028214158640952974,0.04211736254060549,0.005412020745753152,0.008401103990561378
PTH2,,,,,,,,0.004680398979216685,
LIPC,-0.02518447840532692,0.004402778186084731,-0.004173192053829238,-0.002573402541442952,-0.0026558350141511022,-0.043943976757089116,,,-0.014521032267822979
COL8A1,-0.033555887129388305,0.027008848968503044,-0.003440740954287333,0.024026643936777385,0.08646515273123984,0.05946142673109103,0.006244517228920849,0.011110631676417102,0.042550145729552735
GSTM2,-0.02296633390188227,-0.03689084223075739,-0.006988098078071237,-0.03204221673985341,-0.03008930463885467,0.09082606291105862,0.017693435467479736,0.05553764568807283,0.023438343476874332
SPX,-0.05042617230239634,0.09195853348411588,0.00037787604807261037,0.045276649418779714,-0.05571265277972869,,-0.019524701276621922,0.019308974719361424,0.008134323421465693
MFGE8,0.010513092304095802,-0.00024615823539098384,0.019132002995064144,-0.0338190478245236,0.028565875668293494,-0.00846951980078949,-0.0236461621780777,-0.10293161568588753,0.13345815645267706
TGFA,0.007824085468789151,-0.02290088299576259,-0.02649422869860258,-0.023016825754934158,0.009108012299185701,0.007911708437510531,-0.025520070383612245,0.036477904686297684,0.027540202001979746
SLIT2,-0.02024407832267989,-0.018468500332231873,0.0152365568664292,0.06004288768962778,-0.07378488358625888,-0.03735492590751797,0.03386184350577618,0.05262385660233984,0.05361333323975474
PLTP,0.018004430013030877,-0.07119153875288986,0.01086056098838522,0.02628959924611959,0.1407106947319405,0.0890841370812999,-0.0681805760979107,-0.026725651174155683,0.0034574355906561677
APOD,0.03773420467282147,-0.004239447855172785,-0.04375514890744072,0.01888328019154975,0.08988523903694379,0.03427026292891966,-0.005582427629678922,-0.02398530567182559,-0.05525256925328525
B2M,0.06962733034485835,-0.005704152079796322,0.00171823047787999,0.04624131604157302,0.1468545666236215,-0.09327080856940075,0.03880770717814153,-0.011441635894213839,0.07901128599575208
OMG,-0.03170302804811255,0.04962643492971679,-0.01623159099367402,0.07174146327730409,-0.021874455656159936,0.060769376534203855,-0.011133382258190145,0.003064556542898422,0.04332603445449186
CXCL3,-0.01584093622431927,0.09300527060004371,0.11095525069861303,-0.04438190164704376,0.015839774930611776,,0.022531298186961604,0.047182183633336955,0.13526399488867907
CXCL10,0.030724472703997856,0.03297587491159962,0.03452319799001897,0.03617927142200725,0.02560751762303947,0.09416996123780572,-0.019996863421385038,0.02868577249148175,0.045004709707078115
RSPO3,,0.020118940380632847,-0.01921533406190339,0.06323773155384141,-0.040630204424834365,,0.02085423904179762,0.061104316792547506,0.018370147844857913
CORT,0.02863645471273734,0.06135038399827434,0.00208514274874633,-0.022602882623957335,0.020093995301982803,,-0.02208124306625403,-0.033204358582926544,
NCAN,-0.023628262542728356,-0.0729519560610793,-0.011043602012320713,-0.06082044745411643,-0.04590085399926826,-0.10104662074884734,0.00833799099152536,0.01955373490309319,0.003109025553501207
PRG4,,-0.009591727683278334,-0.016645699851811305,-0.01722310901263333,,,-0.021210051481411356,0.016926151663564714,0.007494279022261914
ZG16B,,-0.01113237304225662,-0.017971707941436443,-0.009207362886350112,,,,,0.09974754369421518
TGM2,-0.00022189915079950847,0.07333559481143075,0.020849958315350997,0.0027688049640867064,0.06157392161487517,-0.031164242406356037,-0.00790129288833188,-0.026733053665919063,0.028975695575139796
VEGFC,-0.019670778803516725,-0.0004334575739715754,-0.02194631014130452,0.04724247641213956,-0.0213772523480123,-0.05780843047926383,-0.024921663256595682,-0.022794256331621358,0.03676138942379082
WNT6,,-0.01326659444430219,-0.016368866144177898,-0.020490657698756486,,,0.02975193169302745,0.0018375269426135286,-0.03166728982071987
NRG4,,-0.011673571372507224,-0.020733275139692208,-0.017688834909469545,-0.023815524057937024,-0.035801178136189646,,0.0029695616389157848,-0.02102911141788329
PMCH,,-0.01617487041707435,,-0.013477029107303687,,,-0.0196832058718156,-0.015179423569579697,0.10202231155113278
COL9A1,0.06108515249267057,-0.01219219329449572,0.033347459719123916,-0.00037332156982020656,-0.018655739467009748,-0.057321083274244525,-0.03734934898753631,-0.06435079423422317,0.033765056970828475
GDF11,-0.007466614326885568,-0.02062960434082501,0.0030099952189183714,0.016733700047481325,-0.001197511398617581,-0.018910913345198965,0.015808098733267092,-0.030907539054729878,0.06768583168560854
RAET1E,,,,,,,,,-0.023068785809550917
IL24,,,,,,,-0.014675323993185625,,
SORBS1,-0.04652747940076511,-0.0751673126792257,-0.08720656800146871,0.04308148925659941,0.06229811196573428,-0.04345213423291972,0.0059535493871714935,-0.06492642809520546,-0.008516762630148621
DLL1,-0.03625666202878361,-0.03621659098435632,-0.032660875772648944,0.04543741701518675,0.1353772693159993,-0.05927512876351399,0.027988671043496845,0.02308604263865399,0.10472664883421148
TLN1,-0.057932770896459276,-0.05068189019965937,0.0007880602332554426,-0.04002463527101697,0.143880439050806,0.10989169557904722,0.062204133590336455,-0.08118187882213786,0.05823637172368783
COL2A1,-0.01847589073029717,,-0.015364195486878892,,,,0.052914781421956214,0.05663884050603874,0.02411027394784945
SHH,,-0.009967379890960115,-0.012078124500065365,0.020673325614498986,,,0.007993969289254235,0.021259195878268137,-0.023645110778815846
PON2,-0.06973952354282703,-0.00676915814561343,-0.010451796619087394,-0.0005902875114333524,-0.011429309950276467,0.025645961635575386,0.050376291552767516,-0.0810132384230147,0.0021170783595037316
ICAM5,,0.003355350082000689,0.02338586592917484,0.042285311139942675,-0.04203951618205509,,0.10428500416890338,0.09158032581202605,0.011224653418210362
HPX,-0.020986433737578532,-0.024251991262096713,0.07982255023656637,-0.018068879011719927,,0.1202855321462289,0.06854211078954939,0.022799964295527598,0.003242428682911799
SFRP2,,0.08857565571813991,-0.012262056146476734,-0.015059229083082064,0.11349860420512861,,0.023881593207381525,-0.029228700872856964,-0.005090537764096567
CFC1,,,,-0.011587553860601155,-0.01943264615553393,,,,
CD70,,0.09028636083945969,,0.02960115861672139,,-0.012995260705690502,-0.017611873104318318,-0.03839295172986835,0.007151885090202795
HP,-0.03666027929969242,-0.018962870804774608,0.026391509949936467,-0.013772841936839761,0.1561528080846447,0.06039319516657993,0.016444192889162483,0.019187275670211366,0.007935938434501695
CXCL2,0.04228107861254846,0.05560760972840849,0.038667378115575586,-0.05595031933461288,0.06342368342337383,0.018867045388871812,0.009703260610591468,0.03147746495241447,0.0007976498330466125
NPPB,,0.07067299234159938,,0.044035955003541696,,,-0.03866400070321471,-0.02268721738884849,-0.021331691516668912
CCK,0.11733297527297312,0.07001569434301469,0.003555773554401334,0.09718312428870385,-0.13227406075495976,,0.0026228226779007506,0.021592270408640073,-0.02767296250258875
SEMA6A,-0.016620568270212105,-0.0440025453254474,-0.03639294724659837,-0.02165323168759329,0.07296958300902297,-0.04126329479530816,0.020800516457049313,-0.03834295591209294,-0.011804335902035303
IRAK4,0.025948063477364468,-0.04043216943208394,-0.002813044198621859,-0.002556067514431473,-0.022828179523868234,-0.00434361677384585,-0.047725511354103876,0.02237411692733986,0.015310767954677671
GSTP1,0.01152985486076315,-0.013535716707735061,-0.025120934768274875,0.04829774477376044,0.10075791355321535,-0.050261898943504135,0.02465912310909707,0.025103540912742042,0.017997856669351803
VCAM1,0.0468903896789316,-0.00399892178861723,0.03456428667269278,0.012463007921078474,0.05732654211263825,-0.09507567425498233,0.04052992517624887,-0.04340973630318024,0.04019027509090799
NXPH3,0.08034662780992664,-0.00608380535482116,0.00971481991425904,0.010728727965537612,0.020449278271877556,0.04580882431685557,-0.017921444750777987,0.05571811615668421,0.04909744618989709
MTMR4,-0.004994434273399874,-0.001918896565791534,0.031008303145977478,-0.008362331705084143,0.0021880947285574034,-0.10262369179478673,-0.04142410146232199,0.003296956742280506,0.04015511605714507
LAMC2,,0.003425936550260798,,-0.01277335357465853,,-0.03580119959916751,-0.018041972129528277,-0.014733998227591258,0.054239970101737395
IL10,0.002407127514374628,0.020615335672779966,0.03788664134469257,0.007920946579943924,0.08432450069926534,-0.06235164335592036,-0.03434073235946063,-0.03669066987600556,-0.020792889493680838
SEMA4D,-0.0019030550365841143,-0.04658710808610998,0.03723507609290679,-0.002693274650731126,0.05164029025501034,-0.04748928195259571,-0.024357915123603382,0.004413210398368162,0.00036275751005295745
TRH,-0.018061549656836047,0.06841731202779254,0.015454940482784531,-0.024004178601364643,-0.0302621014916445,,0.07149733609170092,0.0036789393382952182,0.010490037453464883
SEMA6D,0.033414517252286835,0.007591532681146576,-0.013746283907170824,-0.041052476740124355,-0.014183137404000689,-0.05376323563642881,-0.02961456624461378,-0.027919136024565507,0.004903434854461057
CEL,,,,,,0.058224192081232036,-0.022223535000034163,0.01655326087792102,0.07082846716463309
PDCD1LG2,0.051109466890409766,0.02887735752900118,-0.03680127556069937,0.004230067488899397,0.057132051279134885,-0.0013365414420545756,-0.011031545697297345,0.07792757566266041,0.09629397998007094
SPINT1,-0.03847970012345886,-0.017513953240861385,0.00414832298239479,0.05386065437563846,-0.029389749572048155,0.046250840695973135,-0.014085056371137942,-0.01916129936752307,0.09609228620626126
CTHRC1,-0.026515795280099886,-0.009756374332112938,-0.00600886904468712,-0.046715160823877964,0.041775342068889804,0.0349017738007171,0.019942928262130934,-0.0010275423769726757,0.11831892327115168
PODXL,0.029855990603452176,-0.07025583003038725,-0.0012372195036439754,-0.07536752862517163,0.07049634398999508,0.011834813805816913,-0.02845389312303063,-0.04537686296223413,0.08985025517969461
JAM3,-0.004481640677299927,-0.030875206330161366,-0.021624950380557655,-0.04744177797315485,0.0488600465026873,0.022248829600278505,0.002446019587721098,-0.0636401495976202,-0.026289006142088615
TGFB2,-0.09672076012054297,-0.055571708017512246,-0.009830348008481623,-0.006880733947392887,0.02920325925607797,0.05390214948343677,0.0675054505639679,0.025909095087491268,-0.0639990162787197
COL18A1,0.007583514073998042,-0.03929940049512768,0.03557281409882976,-0.11187583027924547,0.14539852969031827,0.017599164578986824,0.060445778423630976,-0.06745313202032771,0.1378522478805275
NODAL,-0.02857429944743279,0.010018893812099455,0.09934658389461663,,,0.005946725572488575,-0.02193814528141979,0.07132778900507741,0.032077590547937546
INHBB,-0.018777301759165536,-0.00814275836610504,-0.005820645472221045,0.043963367899106875,0.1841557814043784,-0.01834244452375764,0.026427084121244025,-0.04848448009894296,-0.04075847713571053
LCN1,,,-0.013482972741518875,,,,-0.023334763532807046,,0.04345100420048602
ARF4,0.014322155293290683,0.018807351188896256,-0.027265894347933736,-0.020895464257121528,0.0262985942943801,-0.013436367660887695,0.012938784016493288,0.06439449089429253,0.05620810008210115
CXCL14,-0.03698178244930024,-0.010055584508325053,0.03788859962008834,-0.001341816072098656,0.035600616709358594,-0.06159845721560384,-0.04130366569283316,-0.022374958673295156,-0.029150939030751045
LIF,0.0512823501617309,0.04538140190944065,0.004058100225324632,-0.03396521114908469,-0.026439207124580404,0.07167691181675526,-0.035409161541154886,-0.025306767413528157,0.001005234555766539
IL17B,,,0.014419995064005023,,,0.021334689622070368,0.0007176547890260765,0.10438688753951382,0.08653862615956893
MMP1,,,,,,,0.022602811445923746,-0.015179422367462229,0.1100970302969713
MATN1,,,-0.014135980279844374,-0.01027396591417201,,-0.011315882590060741,0.04872793271607585,0.06289468456275532,-0.02905890245562834
ADAM28,0.024482377660072635,0.0013488217437320233,0.013550719912145093,0.05396048069096235,0.012240791862524142,0.03271616601243881,0.046136388930246415,0.0018865873027082793,0.03702866077933803
TCN2,-0.07083329716701514,-0.0001962402570238708,0.09919798274792382,-0.023480156518652956,0.044534758808197,-0.01095484084531103,0.0354085244856693,0.0239608691954971,0.01631238790174401
THPO,,-0.00542946500568588,-0.027510469047771414,0.006906964012881178,-0.026245491315356168,0.1320935207804258,,-0.018740346565059175,-0.01806854828078068
CUBN,-0.03272592085124406,-0.007318252170112643,0.01751539533298872,0.051878613283009196,0.03233828997339951,-0.022706899375526224,0.021229513849516584,-0.05302582182700173,0.08537883655104077
TIMP3,-0.02250627790002357,0.015806042591050715,-0.0306178137275755,-0.02480181033734499,-0.05495164646258468,-0.034479613063578725,-0.016652959120653687,-0.07762955637157883,0.06228648032474319
PIGF,-0.013406504283353333,-0.007073183114385085,-0.002068878876330089,-0.004609850484682826,0.13713874570270235,-0.029361158100741355,-0.003819739850084972,0.028345113725714917,0.012625634116849036
CRH,,-0.01124257367755998,0.016616518146256663,0.052217689254436477,-0.022514876997110737,,0.05190527282914426,0.011055365514768295,-0.01146937863972105
BDNF,,-0.010386785562948761,-0.036425102343444676,-0.055674727257489426,-0.026050531986787057,,-0.03406758624749005,-0.008210582852307805,-0.007485116239973953
CCL5,0.009523965883474218,0.01296725124981002,0.07656228182526886,-0.008918560633775361,0.02649410131361509,0.004842654363470591,-0.0029551924468373316,-0.03819554945491322,0.04047901382109956
GAD1,-0.04713762745512302,0.05753293216220303,-0.0027657152171266723,0.05985319370737457,-0.08424505764219457,0.03343955356651176,0.002518071886246706,0.030811232569115415,-0.022165893004715078
COL14A1,-0.005422524330759577,-0.006452949832971142,-0.006851160263707342,0.06752776163196955,0.08099511407800962,-0.040331667775961186,0.00193020257773236,-0.013171836498771579,0.0686325161919774
HLA-A,0.05607141077774503,-0.0027759629682775093,0.027403999772877597,0.016398912757370595,0.12429678824071322,-0.004105425243621203,-0.030716216840155307,-0.037507377923654966,0.08083813726922214
CD5L,-0.03453292210084451,,,,0.07142854241947874,,,,
FGF18,,-0.008932140712269599,,-0.01100895923966196,,,-0.005880553886373269,-0.02623112198527197,-0.023892926950257357
ADM,-0.03235221360403925,0.045570758691319414,0.11193551659899151,-0.038968380000664875,0.06999943809718298,0.05260713796606076,-0.019697969061486093,-0.035654568488753986,0.06821639409968913
CCL15,,,,,,,,,0.20116045779545397
GNAI2,-0.031455041650468474,-0.033809150266222505,-0.01571080433620868,0.0346582637181479,0.05274541126298664,-0.0007379796946239085,-0.03744320667537788,-0.0874239661808223,0.06205337881720389
HDC,,,-0.0157165601073724,,,0.053357929653818664,,,0.02721874716660159
COL11A1,-0.02274721454803638,0.03566964174748918,-0.02451317936872842,-0.02102589664355989,-0.03324705836376121,,0.04789732605642479,-0.02476314046966312,-0.038625130215342335
NUCB2,0.0012135406886229422,0.03472161157056079,-0.034997709377787095,-0.03626508126424286,-0.052298491923678976,0.015711741079537534,0.03399703802671073,0.018440582112449373,0.008544722699432898
CXCL1,,-0.010066435749642022,-0.02223707338453536,-0.010525810485633032,-0.007855587095177446,0.07956525764817014,-0.048611156301845496,-0.043299638806978846,0.09465892664421867
VCAN,-0.04463620105140715,-0.02572354550161839,0.019694890676148304,0.032248333358796996,-0.0061874656876661814,-0.05085750782276412,-0.04109842365536746,-0.08311146137865662,-0.02120128690948898
MMP7,,-0.01775770332562701,0.14566124832820648,-0.01014653335551743,0.2128859259846197,,0.04152400410483518,0.00012831731410842178,0.04505622491131121
PTPN6,-0.017863886076038834,-0.014643566603351926,0.013037529869190254,0.034139048580240826,-0.042296477295789885,0.10187589942313108,0.0058944344674765154,-0.013514283056318235,0.08095235543290537
PTGS2,-0.014822634488042509,0.01913399229337062,0.042608127882343534,-0.02430595773729173,0.049288854976792564,0.13321046547144355,-0.002836757436439282,0.003280898102729379,0.006735067254788627
XCL1,-0.017638270398278578,-0.00971848876108778,,0.01769427092225694,-0.02114311715602726,,,,
CD58,-0.05718845097461775,-0.023329689530225434,0.042047417953168555,-0.007416245407666719,0.05793786097287482,0.07637899785599908,-0.044689357194890936,-0.017246285462331576,0.02742856679973707
TNFSF14,-0.028853370043952643,-0.0128785901050192,0.018835740107556266,0.007635776418644014,0.04302491662352904,,-0.01920415326702832,0.04634649600858039,-0.03214935880767
CNTN4,,-0.0007006134665635559,0.00948016976892627,0.08249278439651585,-0.0697988167820402,,-0.03921600150826587,0.009009114301239329,0.026957226646063627
NTF4,,-0.012293462687417957,,,,,,,
INSL3,,-0.008932138960282332,,-0.011700020127453891,,,0.01816013404242715,-0.004987797746802017,0.05910960867125877
BTLA,,0.06605642932276232,,,,,,,0.06559051629349003
MFNG,-0.04301242077409903,-0.007329696263923846,0.09206678649542306,0.009484438122974455,0.10398879659297512,0.013655035244860336,-0.007290531869635935,-0.004950755309295365,-0.005401351294650335
ICAM1,-0.019871827970472013,0.017574149904739544,0.003252308071717296,-0.004208322212010391,0.07350592044315776,0.064192584403608,-0.035639947938273214,0.008284636684501372,-0.077454993504248
PROS1,-0.030012964783265064,-0.028832231189412163,0.03531317633901323,-0.023922591840679398,0.03845997892026783,-0.07350437175243882,-0.009602489538080817,-0.048299222442393194,-0.02949552770534156
CLCF1,-0.039587118138373345,0.0322529517289651,0.003230284211687643,-0.05558685060549568,-0.021094779072907213,0.037424425484799635,0.022764192718292175,0.03405929604986553,-0.015157833941141244
PSAP,0.03242572511036148,-0.05388951560605056,-0.005034257769360559,0.04961871319596037,0.1293764682585089,0.027431058682370373,-0.00994726864012751,-0.04753280264825505,0.04789774804977497
EFEMP1,0.011458835414000107,-0.06816784031355848,0.04796484689690446,0.01158080731136561,0.13198259460909104,0.002430920757331843,0.02159750449003367,-0.03652124993648767,0.02509040108356725
C1QTNF1,-0.047836783876065214,0.01393371549456704,0.043029360938342705,-0.07864136824985497,0.05730084353193655,0.02772610863782967,-0.026509898979706494,-0.07983174398297181,-0.034641796760836355
ALB,0.10020302044954532,0.05653095230725721,-0.016507807871126257,-0.012773353247693884,0.06587006404645537,0.10391987954611756,-0.018368435634686667,0.13960656176484562,0.023072800765249788
CCL13,,,,,,,-0.014255838171821423,-0.00869148282456626,
