,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CEACAM1,,-0.020954413288784317,-0.025580277003036302,-0.020405119061171158,0.11531819280752134,-0.01791427955395256,,,,,-0.0489217784591828,-0.04691568982049126,-0.015390187327255363,-0.023400517094763644,-0.015399748901938029,0.08133183702757661,0.007893702094877143,
PDAP1,-0.0004815931479206026,0.05269325640122753,0.023067321724883374,-0.03711927972632836,0.02423254474267117,-0.0012138890584069211,-0.05895814871597132,0.004458760025179503,0.0006199987538178772,-0.04694035314635864,0.09524183426418557,0.040706748894551004,0.03451839879906993,-0.0109538491344109,0.03159129251874493,0.0340324767155647,-0.06790938950591728,-0.01001351197355796
QDPR,-0.03653481621362442,-0.05521782626392933,0.0029493498529187126,-0.01414028193652451,-0.09092336887916076,0.005278586031100503,0.004522250492499703,-0.009206991434735355,-0.04033185627815089,0.06568729121935031,-0.029159761748135622,0.04881846377503431,-0.012330988933123515,-0.007293025589607705,0.003342941297811953,-0.022527491656502436,0.07013649587991246,-0.05897479715560919
POMC,-0.03527401318160467,0.05690636072572992,-0.04010682416483605,0.0373985927178621,0.028576235856341257,-0.013216441177807483,-0.017838973348844666,-0.02156351732268157,-0.0056290952531474845,-0.0017506385295025316,-0.06885826203175784,0.038149707321708644,-0.004876444498555213,0.0022633549478473943,0.0881020594037631,-0.05611308233921914,-0.01757786469063722,0.013586016711028185
CCL18,0.04428607165226978,-0.01304637395760417,,,,,,0.03173449198627421,,,-0.041947867404467855,,-0.02495992336784975,0.01937027849671271,0.03719400709453107,,,
CCL17,,,-0.02890710327135088,,,0.024203908871400052,-0.02063034005252952,,-0.01256367422439512,,,,,0.11453089178926308,-0.022230504327465695,-0.015503118034297842,-0.0059972156872310405,
VEGFD,-0.007852548743287826,-0.026149136230621227,0.020891869328891637,0.054750014637142054,0.11466845690816356,-0.015135251309547893,-0.01513260392001176,-0.014569183975032733,-0.013464878805196949,,0.027874792023438573,-0.06378085220860938,,,-0.015399748901938029,0.08907145794608538,,
TNFSF13,,-0.0023976507007961935,-0.019939472876502915,,,,,,,,,,,-0.031855850659826684,0.046195023145738055,0.13298474998150217,0.04745290220706292,0.1026771930283828
WNT5A,-0.0029011187433161095,-0.04348337418916768,0.008962395420465652,-0.05216632369064548,0.05372059916516287,-0.02568569492282371,0.011613377269331994,-0.03955284711526029,0.039777213799375856,0.06338565063556079,0.006836708641593693,-0.09092687495305993,0.01930480217227146,0.018783963373305443,0.00011523922085692117,0.03079447718083036,0.002150053154307774,0.012201460617510148
CXCL8,0.01484549246088133,0.00634010422055192,0.04821995288543037,-0.018086688568533515,0.06268611240221432,-0.030503685040377544,-0.014092138757808367,-0.011443508203785507,0.0031261818203226076,,0.10502997675260206,0.09913558867736484,0.1928910543672449,0.025984819808485198,-0.05422621704849281,0.0012612991615422097,-0.04144103674075904,0.06596404344789386
GRN,0.034005407125115225,-0.01249370102478203,-0.009256970635994352,0.042245030152860255,0.009118823364013014,-0.01309439932724396,-0.05211562409900502,0.012793804577153262,0.06974688784142061,0.1401239623551015,-0.05124107538893047,0.10525841820013974,-0.023832254235398122,0.0733050105582345,-0.03066252119129441,0.10722839114590985,-0.01958347318964816,-0.04265180075671833
MIA,0.12118289678507842,-0.001963125681182266,0.0032800493694491476,-0.016194798539153805,0.03571459621975359,-0.00824287476594704,0.015577163792566505,0.05636213665995838,-0.018440768586261945,0.058606237218787396,-0.055404575133052206,0.0651569022616539,0.08610845460947254,0.02478671703365665,0.0840722539820409,0.04488835357437014,-0.0015789434788772842,0.01416635411785533
COL4A4,0.012385267697214663,-0.019584880503140098,-0.015904045517520407,0.008043436327278969,0.00706594686232056,-0.01483146418980458,0.010450623906790194,,0.019635080535978518,,,-0.04994166339420498,0.059899268673799015,0.0179342145307267,-0.007958048759789275,-0.04809990599779684,-0.0578480827495483,0.05241359883613453
TAC1,-0.03558942309766678,-0.04801473774000616,-0.043174711634248276,-0.0006077730011605803,-0.02334101304513862,-0.005667766175062414,0.011383449452362552,,-0.03170168665463845,,,,,,,,-0.03165710868400565,-0.07691099329592979
RARRES2,-0.05300460870436741,0.018330093191083065,-0.03339743496734566,-0.06227789430449922,0.07872370834480148,-0.033047884337820826,0.04769314509234567,-1.2532148910285012e-05,-0.0050740853427964595,-0.06516927008137986,0.06322583872763937,-0.12318795718396279,0.03425412482429311,0.05889051408927038,-0.04894340787075431,-0.0034094544397524286,0.0023490752022239953,-0.01596181898158927
FGF7,-0.004079423386000892,,0.015040514463783104,-0.015440327952558255,0.007893612955344218,-0.017544354849951642,0.002166782166387846,-0.018967762243397107,0.03261619294988097,-0.02435925414239958,-0.015704938521756535,0.005835324830748968,0.05655583400365106,-0.0361819038433906,0.057098051655921946,-0.04396459567169316,-0.023566910474618723,0.027873296061840223
EFNA2,,,,,,,,,,,,,,,-0.014636430732707817,,,
HBEGF,-0.04090212753483008,-0.020711956443963345,0.048535838071144574,0.011314902356333511,0.07557016418326024,-0.04863053028295929,-0.007991761570343967,-0.036815648473586794,0.028869780464671296,0.03713627127063597,0.05526811818971689,0.15430293382339907,0.03792184478794301,0.07295272735040835,0.02240628077943366,-0.018947493185885088,-0.03238782896706662,0.10772124451053318
CSF3,0.22784301429387976,,0.03558868057099998,-0.06504370101871547,-0.017196133613121393,,,0.05063158398436699,,,,,,0.03273559654706093,-0.069166869808558,,-0.02535372665149533,-0.02395220664752662
PI3,-0.03366352882329674,-0.027509985072359133,0.06733019172247877,0.01929261417736398,0.059553113365650674,,,,,,0.06649285586186975,,,0.018013639057917055,-0.05106788952927069,-0.026530905348254252,-0.05508522506375621,-0.056815328602731176
PCSK1N,-0.014686499821911515,0.007309843976654417,-0.053391156748439576,-0.0015878347313243947,-0.014204561255589648,-0.01849506873812362,-0.025217888787799382,0.010332715427917801,-0.06370270629949742,0.006253046288639784,-0.007917084353045556,0.030439501960324175,0.07243842509880435,-0.02715262734615142,0.02351193648669757,0.04128692845985762,0.06209621783844783,-0.06905094947633553
NTS,,,,0.08426852541297515,-0.02113611675690773,-0.016943223789588555,-0.018529189794510164,,,,,,,-0.03872965127691665,-0.01783171338859602,,-0.02607939932956421,
SFRP1,-0.04387539243833227,-0.01482055901042712,-0.025222564967585716,0.09462017872982562,-0.009348201705855966,0.016115619887062126,-0.02063034026029399,0.05226555767572094,-0.007246561174350733,0.10082310913502572,-0.11488727560255332,0.07519625698046821,-0.044511784576529954,-0.032627592222042624,0.008528584847371859,0.0887998482247219,-0.03667295165225791,-0.047502862314269666
CXCL13,,,,-0.022071587690527472,,,,0.024596007795636456,,,,,,0.03676004825384927,0.018700508711476653,,,0.1271004007325095
MICA,-0.039461634411578767,0.0350426908891405,0.06585435289080568,0.0052356084088352635,0.02314989326360836,0.013834470254508334,-0.03197371174227827,-0.019985487655909025,0.006291689777384494,0.05697668245600073,-0.030127629575646034,0.0004955578863711037,0.011672861303935052,-0.015762511685887687,0.006497844779934163,0.11816339578983358,0.11390107947797952,0.12328473107860785
TG,-0.022652450495815515,-0.03280471432933311,0.07762422860211846,0.005847013498465194,0.11185963938516429,-0.014311969447787941,-0.014930087506265012,-0.03109695488935029,0.016977043016660216,0.10270805637357491,0.05662167935208229,-0.09107626956597512,-0.040640590819434774,-0.02205928841258056,-0.02196170433723466,,0.06493669857656009,-0.04108097882672296
ADA,0.03754360498102447,0.04847018739171343,0.040361352549927836,-0.006814035944834735,0.04553452489119289,0.00908432026578357,0.02467677067255138,0.01261506238703504,0.0580358283926461,-0.0028609478367101703,0.018680282605001115,0.15295566929771126,0.04222606116706013,0.003885822710946802,0.06795505112828752,0.057353167646904846,0.03884177883061976,-0.009161095451336032
LAMC3,-0.03996670430043097,-0.029185348391979688,0.013784661974703995,0.005592723413846534,0.02319281117431885,-0.01383185826510374,-0.0144546578881454,0.059782152703921176,0.048757353957185674,-0.03752387032318309,0.08580485539573923,0.15277895159835672,0.026388233342986928,0.061799390216839535,-0.021822988417692812,0.09740799782089589,0.059792521463724026,0.0180289800083813
CCL7,,-0.016633054381492592,0.09635419208070008,-0.016925173405748287,,,,,,,,,,-0.024881873194572458,,,-0.0112002585576806,-0.035574345308350866
NGF,-0.01637152769357852,-0.00383145576696935,0.020908347021603803,-0.0312350469408163,,,,-0.02828409888765269,,,,0.0021488319457670228,0.12515556088318022,0.001150473335217096,-0.01443969247954165,,-0.03855474611872318,0.046737381200970415
TNFSF15,0.03693357615088851,,-0.021913971533399117,0.0480063868772369,,,,-0.013938496797509043,,-0.03027004363464108,,0.010696233588376286,-0.037459806118671814,-0.02425703237132246,,,-0.013673279678474006,0.1001907656072232
HMGB1,0.013059172230868957,-0.008034891153927613,0.01642392097942316,-0.0014788301495145977,0.029706204253289632,-0.00695940870937042,-0.0152029582345156,0.014123966629182453,0.000356571612216255,-0.021849851489899506,-0.07113127733153309,0.051047919593617284,0.026950481371395,-0.001835210432645648,0.0194303544468622,-0.07697811969618397,-0.04595293456703104,-0.014079627317904176
ITGB3BP,0.073677568853505,0.014197060207582757,0.04529511631340699,-0.04272169196022507,0.025933308907315256,0.00886641820655802,-0.033172062490311675,0.03755833877330194,-0.0020532376895035682,0.016677692092178856,-0.05622068698431925,0.022547153870555926,0.16526207404707585,-0.01066096255967333,-0.028105212293019616,0.06640151607727748,0.000746967843155023,-0.03622146306616898
AANAT,-0.02934337473075364,0.07480900367482399,0.010710544919770843,-0.01952246540440409,-0.015511377879437365,-0.012870837763805489,-0.01721015101957437,,0.125497737248197,,-0.01595773384542895,,0.0798734001155198,0.018273556866950195,0.10410158923771407,-0.03862457824934782,0.032566710885349334,-0.02806205570231862
RELN,-0.02822805433357311,0.06151595816738815,0.14933857512851145,-0.052371664359133735,-0.006356181065281712,-0.02833743003569155,0.01722105106589155,,-0.01865768937793396,,,0.09182217062952334,,,,-0.02590466658418158,,0.03215838599077393
IL15,0.05528168533673839,-0.03168952886003575,-0.052000765089615895,-0.021255350339999892,0.008407538012265712,0.010526626316817365,-0.03699025464477878,-0.020974848045971415,-0.015630348186969834,-0.03566859568786187,0.1266005883549613,0.09157085722650883,0.0192681556599474,-0.018506745065395604,0.02328912371370658,0.038342360688422235,-0.05532613396385949,0.02973843159057366
UTS2,,,,,0.06109753416673024,,,,,-0.055943034672164105,0.07011674442030585,,,0.00431090659061455,,,,
BSG,0.052558769117985245,0.0424746208057248,0.014785768249441776,-0.022153336419310103,0.010642035808812764,0.03291418554697351,0.022929280071372543,0.01915993426573018,-0.05105337127560171,0.10580805334178739,0.11268058953469408,0.09424558583807771,0.06574918729309595,0.039189766024006346,0.002038921356763467,0.17206752930036745,0.11744462292403728,0.08213911996023494
ADAMTS3,0.012726492093804788,0.02861979349808131,0.04492138640031511,0.020009461158521088,0.07420367324342213,-0.02052172604250022,0.007042985910665624,0.0033297799302539834,0.03965555573788803,0.002194296229191805,0.02740321387191889,,-0.031128529152666503,0.0031930504153310385,0.016388617352052243,0.05180500108912277,0.064070346953782,0.034553482344209525
CD34,-0.030224282366515854,0.031837670596682244,0.02135562070556985,5.722327298919639e-05,0.003923897895327075,-0.032363152708742855,-0.02289421800977516,0.01605327210395747,0.0429348765679868,-0.05340274599942889,0.00933721047651243,0.07767244356370245,0.05675134376991714,0.048810079568315796,-0.02360046218034654,0.1250030885769418,0.00918713764666053,0.02094126354958921
CCL23,,,,,-0.017649485757625812,,,,,-0.028563101157666502,,,,,,,,
PLAT,-0.07087401494609473,-0.01685304676977833,0.01609787996943647,0.025377338261862788,0.09208648862896535,0.02181713792718152,0.01687565603927098,-0.015586626237661298,0.06476352163512852,-0.07300902836980054,-0.06433449771934358,0.0012534838726662885,0.03292293767728136,0.010560661756170627,0.10156485741063286,0.10405349340526633,-0.0173701398382785,0.004956822071798133
NTF3,,,,,,,-0.017355729100331826,-0.02968982485980782,,,,,,-0.014133243992884988,0.15210867267430184,,,
LTA,,,0.09163386838145465,,,0.14092122601115575,,,-0.01563035011638731,,,,,,,,0.008462605517972979,
CKLF,0.028747683810510204,0.012158483721370303,0.02508836106754275,0.04394448196386914,0.059621045375674836,0.013125095459963067,0.0006843656468758824,0.03113457082838972,0.033950768665762306,-0.06043236369046805,0.005783086768924054,-0.0076172484486891675,0.014367751829376418,0.018858157637349986,0.03693187236725272,0.00924702101375934,0.039486498358613155,0.10475566868916542
APELA,,,,,,,,0.07923680129095415,,,,,,,,,,
CD24,-0.027424489675339843,0.05564700295009304,-0.010800039105331746,0.029109228647363036,-0.040900491339186384,-0.04396958066428248,-0.029725807868818024,0.03934192873178514,0.004707441514237395,0.05238542129458478,-0.0028451624913590316,-0.17744164483388095,0.09907529554814183,-0.022441995437565126,0.013495115868574931,-0.00021547571594877392,0.011419880734576414,-0.09210995079787127
HSP90AA1,0.0033938309879215115,-0.05957731970877311,-0.038501489100784304,-0.00596737962820598,-0.058715539343641675,-0.009026344996525647,-0.04148515994428449,-0.012905451252753691,-0.01961600174469175,-0.010266386172542252,-0.04321637333700884,0.06832029746003868,-0.05580203749227166,-0.02863966454431043,-0.04522967945209494,-0.06537314875367903,-0.12828564060393602,-0.17374403216901194
BMP4,-0.0354319906157399,-0.02639245468823021,0.02711369430660038,-0.018794082525570095,-0.031078989600786557,0.007595539511577924,0.03445191056100426,-0.04334582061281129,-0.013318672670893657,0.012831426495559873,0.05894613202593191,-0.032139686252218816,0.0067897302422143995,0.08127922350786954,0.006321409620327715,0.13041451914667837,0.018073082891214957,-0.045663362273207185
SCGB3A1,,-0.016633052718209376,,-0.023248846256054008,,,-0.014516930712153767,-0.029181413203262684,-0.010906651608479642,-0.03524916147992772,-0.0016646898894058396,0.16471860848130848,,0.007181594264135174,-0.012213348113277638,,-0.00016596756020866553,-0.007385976948478991
IGFBP4,-0.057911993057494955,0.02528823231205284,0.02174272957498901,0.02868903328579293,0.0421865178678062,-0.01782275674800013,-0.009911465751268455,0.019226160984824693,0.02963244572038528,-0.06485377317959763,0.009944688064380296,0.07781606890810217,0.04186000112524225,0.037091578042320356,-0.05108483729701052,0.1298501627202379,0.03345784311254037,0.011468138697491245
RSPO4,-0.01999949954852768,,-0.01566978124424999,-0.00018451330517889743,,0.08132168333793233,-0.014516928588724255,,0.008942872248711835,,,-0.028598434698861003,,,,,0.06576312211896959,0.0561045367269414
LEFTY2,-0.033499291114003404,-0.0016230654969879993,0.026713792047850377,0.04212426867253422,0.06123116322812311,-0.0011687912853896713,-0.01591798974347377,-0.01576011699892298,0.01629957409870757,0.053953832070441764,-0.006609293772637784,,-0.011820766378713455,-0.02112189269256204,0.07884419662182413,0.1712555666442118,-0.048708838757113855,-0.07817910861235632
PF4,,0.022154261016224995,-0.01716988654110009,,,,,,,,,,,,-0.013415302093832678,,0.009104355933892723,-0.027719182949677724
ANGPTL2,0.0009564380214004368,0.04614759416400648,-0.0018312326910930247,0.024677790711842985,0.048191130245016284,-0.02167484979536538,0.022124016674289076,-0.012511778567804816,0.025220912122580295,-0.010173197093943067,-0.03415640612584029,0.05787220706696965,0.04393516861910613,0.08357153709305788,0.025754722454485415,-0.03969580587162111,0.005452945274004407,-0.022845090321406563
LRIG2,0.049706476019807745,0.0023644528654978357,0.024435124774447592,-0.04462447438436965,0.0002852881709225022,0.016433143884610105,0.04232324276906114,-0.026409203990163062,-0.009850381204118661,0.0494459818054416,-0.08395706450067196,-0.037882160126856385,0.0592561768932992,0.020233557748031438,-0.010075677586561898,-0.008632162612942518,0.045951410037909306,-0.0025786536538677423
ICOSLG,0.04225043675028318,0.04326063654640709,0.008585566490158082,0.0794048274654801,0.05686429113336011,-0.023680636649715845,-0.02755041954254248,0.04865662317490508,0.04144170348009373,-0.046578392268939776,0.05072235426764025,0.05088441823845487,-0.03623895567372662,0.048194848830164075,0.030230642726915995,0.05748711681550897,0.053916712536814425,-0.04413727400245761
WIF1,-0.04654203184206743,0.04711793868551336,,-0.006948633074709628,-0.024815294959383557,-0.011125453381075808,-0.0168979061534664,,-0.05219697288402826,,,,,,,,,0.01049815256885346
NPPC,-0.01273819377149625,-0.023610809327501724,-0.0049018736233622665,-0.02354283908875527,-0.023176026383929484,-0.021702224581032038,-0.005980171185734513,,-0.03950176671137403,-0.0252364801733568,-0.021302192017068563,-0.09007405191585864,0.06158710139162258,0.020465731131208996,-0.025382650923458542,0.07523684431600171,,-0.007126370213383338
LYZ,0.011069051861695801,0.01253654594706085,0.015382973704545125,-0.017302055355447286,0.012901216243540441,0.0001929895098341485,-0.005826796872901472,0.04451937847400853,0.03649056318081574,0.07286404934030705,-0.045547392363113406,0.027204920900757233,0.10803403402762872,0.0047726218954071645,0.008418491638707436,0.013991899308265327,0.021596103776745507,-0.03771805537783634
EREG,,,,-0.03776032419380239,,,,0.002267900927454768,,,,,,0.08519650693230708,-0.04262769798489161,,-0.019601351652420676,-0.0008520698504141586
SPTAN1,0.016130137139142818,-0.008930001523813213,-0.08366744084078558,0.04116268523356572,0.009023166609327385,-0.054081120890112425,0.0012291878932244415,0.048700704442233816,-0.013848217485407483,0.09303320681848519,0.10784694326925512,-0.016864207867688105,0.02401308373701702,-0.006659437539283697,0.01088621782752767,0.0718723841180869,0.010619425507777346,-0.0702941601287768
LIPC,-0.041945619405324805,-0.004898093347156656,-0.03085556488205265,0.0338722856421834,-0.031063409385233817,-0.02695452445617829,,0.1091269824014897,0.04610912599016281,-0.026760703913737832,0.008092220715429093,0.13647166592785753,0.04077157235428543,,,-0.04497799913383061,0.00030150842702953264,0.037545559502779255
COL8A1,-0.005787157618050162,-0.02578906754740966,-0.03521130499796049,0.03322473693709026,-0.017935998205035768,-0.0241760777911227,-0.0012749966690213657,-0.02537961314335589,0.032359813946009224,0.014917517480355394,-0.05723885552041578,-0.04768348052461011,0.15909905406620775,0.014115142690515439,-0.005414000953354217,0.09901932362596187,0.01454181722088773,0.12044162454408554
GSTM2,-0.024341649925715587,0.007767404408240308,0.05663910183100702,0.05873667308136834,-0.001059640818029448,0.00378181985498999,-0.027967976088798793,0.017373040988967817,0.019817281013383734,-0.03593520768021041,0.07025525022733951,-0.03086976127949246,0.012959680223893306,-0.013257899424694344,-0.021184399565891514,-0.029526116653989465,0.055742583687935936,-0.019048331389453985
IL4,,,,,,,,,,,-0.014560678594229763,,,,,,,
SPX,-0.007308684244617648,0.018385010619725597,0.058782066453834464,0.024884441053414322,0.037499947219643434,-0.01729978491107933,0.022124607364612383,,0.012981660669199958,-0.033455795516516985,,,-0.002699175751354133,0.04211179445718925,0.0077215945995383764,-0.08209427216151212,0.03607197534054079,-0.008876394144516435
MFGE8,-0.0017217594586713947,-0.0004133336650462568,-0.006944681435830885,0.06587738745656141,-0.07673386202281642,-0.03753149249020784,0.013104478250605766,0.013875075999490727,0.033542593763424736,-0.012015605500976217,0.031155009305413473,0.04015644039782665,0.02835322871138907,0.022350212112356375,0.021042133990757484,0.11963442792962113,0.07784696451220123,-0.03171803338924648
TGFA,0.05542305098240915,0.0020253692529298177,0.04849760494914137,-0.02086711526780772,-0.011314835436057803,0.04716829549771093,0.00011595252704054512,0.005265755386128562,-0.022411334395109287,-0.023657706607380733,0.015157396277214297,-0.04820857130187912,-0.013333942850717782,-0.0010283455908344382,0.06057416591595396,0.001753252943096013,-0.020281978031504597,0.022185915369214985
SLIT2,-0.04053033681272792,-0.01704668352237483,0.007802007871037493,0.032353604785545116,-0.03317293597429633,0.014749203722569592,-0.08502993649279494,-0.017484911743466426,0.040649281268662164,-0.06309646250503739,-0.08552226630706139,0.08142718405171827,-0.035203545937061924,0.10254179997977214,-0.016944562428370887,-0.05447982745175242,-0.009495428574990594,-0.02032472137664269
PLTP,-0.014206038678090725,-0.010118847236464579,-0.06146334504045101,0.045827376791681355,0.05431967231839768,-0.07049488348009998,-0.023588275801355644,0.0008655284922179773,0.03247852072851461,0.003030236022212881,-0.09804207480455629,0.019546569130823043,0.06818508503284666,0.08444382503137757,-0.06324423530926233,0.15616959562406627,0.009066406251723702,0.02368191443487052
APOD,-0.06764574200569347,-0.012642421829172915,-0.022556585489796593,-0.006909392838397838,-0.021213315445276663,-0.058176791783555566,-0.04063990921283615,0.027129272200092404,0.014492366921149455,-0.07012228843178188,0.12079634799757288,0.0104854275587455,-0.08405000706258108,0.04156026966575326,0.06027513800237416,-0.13721409408146726,-0.07140862059807333,-0.02633953876473174
B2M,-0.035465015504313996,0.03842820701711698,0.030343300979581544,0.024996303752048178,0.047208128594930815,-0.03023637735798825,-0.045898971048347545,0.0012025502579512163,0.13087450371810205,-0.047039365386525665,-0.043817488668887905,0.07526766350136334,-0.035954954581850565,0.07040045373632552,0.0073063443047310245,0.10532708025455727,0.005979035105413638,-0.05677687691728104
OMG,0.07229913362160059,-0.01809761662342219,-0.006929498501289794,0.008422416337280548,-0.08502675881485858,-0.040061925234469685,0.08404508448476398,-0.011671185053988545,0.02386558777746421,-0.03937415758178727,0.002484816824750376,-0.08414724534565683,-0.04285418625557466,0.024833145296145873,0.06038362324676345,-0.12328825392405937,0.05082716715859278,-0.06210124490655213
CXCL3,0.019653713792147306,0.061341424929131604,0.06413747851208645,-0.022280387511348167,-0.02036569767178075,0.00829896302977872,-0.015530045049651697,0.014578273322619094,-0.011256682527464142,-0.026008723600454985,-0.023321247374275586,,,0.07786963514772531,-0.011691042177381724,-0.027199446603870334,0.05183781450594627,0.05010154644177371
CXCL10,0.035457191657310955,0.07576589098578691,0.0005029003338749569,-0.021531793761645494,0.10231788703322346,-0.04343750753726896,0.06561882609936305,-0.015903185248229493,0.09743503079662326,0.0908360879256981,-0.06114904427038015,0.02659464547586692,0.024083210426562907,-0.025693726109016938,-0.017993809156799233,-0.0366434563570284,-0.004126093236241705,-0.04832592734979004
RSPO3,,-0.022593888721107163,-0.019939473531303452,0.0017927345915434844,-0.025470504959168624,-0.02177508270327944,-0.029932961485875386,,-0.011763016289896159,,,,,-0.016817611584524557,-0.002668550493760056,,-0.026961576425878656,-0.05771074370224328
CORT,-0.022422962674534672,-0.0005190797225390356,0.05073265268958114,-0.031529067450007886,-0.04408241534880607,0.004442272531273008,0.006706395710619414,,-0.031206916928003064,,,,,-0.028371920112442522,-0.014038431793657187,,,
NCAN,-0.03385516693880817,0.05986074909000761,-0.040606587004530084,0.05363077714453306,0.0772422015498822,-0.03126786575506555,0.006893860850838903,,0.0274710612360087,-0.05592677507600633,-0.10895945174111263,0.12565709788419882,-0.04086379925452509,0.031287795239868875,0.02668193119360109,0.10674874807768277,0.03916059468213326,-0.04736549902853131
PRG4,0.08589405460745766,-0.025014127378667154,-0.01967940048605125,-0.01860065156645686,0.08495030182914742,0.04096544502428324,,,-0.01375291054121208,,,,,0.02227025538340702,-0.0013920712220317013,,0.04004055723565368,0.06822988324956833
ZG16B,,0.006460121661928601,0.003408285548791359,,-0.02382204102059438,-0.009849714010708553,,-0.020790456610850553,,,,,-0.028899745279205122,,,,0.142018330517966,-0.023647305930258558
TGM2,-0.02980822104309658,-0.011061011343081151,-0.007255067889697943,-0.01854177859309028,-0.013831823914139915,-0.015599512870844717,0.0007476959016689658,-0.02204026132521486,-0.010396636371400182,0.05009444863909296,0.03159527730074694,0.11382383007855107,0.06859183946020732,0.0742176651969755,-0.012098805664603429,0.1045244029271431,0.0032078328668435,-0.007825744202173614
VEGFC,-0.021957602930542303,0.033421803933465825,-0.026432489786244736,-0.028632566420898873,-0.001809432834424167,-0.026522849735247142,0.08202691625501844,-0.01922792152898664,0.20312983123947106,-0.04304799485501576,0.0006207170011942738,-0.01418062643554749,-0.018766678536555306,0.16240450782791116,0.00040851485555554857,0.0627657237172172,-0.04802388693600061,0.03382681517378773
WNT6,0.03332849698199333,-0.026837065537662054,-0.00631575573397481,-0.011361128943162008,0.05030523399144672,-0.02192018721487375,,-0.023247980266546404,-0.012249382612186808,,-0.05159586619506483,,-0.02748366115346087,-0.012350003809419826,-0.00979234103153859,,-0.017700139919814516,-0.0031868485888550298
NRG4,-0.02075338469711741,-0.01531962703089959,-0.02395073064288186,0.05801863438771538,0.0006866447583984152,-0.018922895425269717,0.011031227934585665,,-0.016373923474078966,,,0.03390295107093829,,,,0.008220138409833096,0.03826779869172967,0.007343419201370127
PMCH,,-0.01765669459304078,-0.0331860706703043,,,0.004383259671578453,,,,,,,,0.07783646733456664,0.001631958801080259,,0.06118773066733651,-0.03619607952652552
COL9A1,-0.03233118382810578,0.06353068467525409,-0.025014790095012684,0.0333621495965682,-0.03471096146370158,-0.026398519983807416,-0.012071137071032877,,-0.018657696534343907,-0.08964564230003166,0.002309393319817599,0.01938870892051347,-0.014867033255558312,-0.0026208177905929766,0.025889367546532302,0.12196042000045078,0.0020797358458025097,0.13744013745354888
