,UKF243,UKF248,UKF260,UKF269,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
BSG,-0.04197655766954463,0.011729020623759587,0.04083297212806215,-0.036193677716650996,-0.025469605862359777,0.030765219442321454,0.05394727425151329,0.015390175126382985,0.12695331565209222,0.032241256390759324,0.0029325061557392506
ADAMTS3,-0.03533557428273219,-0.002101604428137169,-0.019323746570996843,0.03734801559235474,-0.04608677924142036,0.028006251202654073,-0.030414525555183515,-0.019360181609233255,0.05336493114970708,8.295208591374606e-05,0.011079451438034895
CD34,0.017024416971744113,-0.017542425801779626,-0.017437965160954423,0.07481953344757955,-0.02043640540245418,-0.013370459617435061,0.0306904602966443,0.022724407594481598,0.060707177442661533,0.04201533257223098,-0.035106516099752336
CCL23,,,,0.07469362442804316,,,,,,,
PLAT,0.06140884166660546,0.034029314539885606,0.0052404906558380275,0.05359334245203379,-0.03214700408401711,0.04409879609113117,-0.03243685120546306,0.005367556661533422,0.03514583063723013,0.024286302947024566,-0.10400215839576232
NTF3,,,,,0.09952330471834188,-0.031570780823452174,-0.014139847913495951,0.05010443785298441,,,
LTA,,,,,,,,,,-0.028686928197441845,
CKLF,0.033841671609892765,0.045012929578904584,-0.07947428775657053,0.08169478458691161,-0.023652895554742984,0.005803845068308194,-0.0482421031231996,0.07887966982810772,0.04081872945105839,0.007567210918394585,0.017939140807110256
APELA,,,,,,-0.012827352732382554,,,,,
CD24,0.0323158515360824,-0.008776352841085956,-0.02336929391693375,-0.009105908808479597,0.01318695255136802,-0.014153370112088589,0.01578037905658847,0.004765927285858596,-0.002888239612503701,0.06079205421627092,-0.0016859651065605735
HSP90AA1,-0.07716790763895441,0.008343792105903292,-0.0016081189336373599,-0.08037933868700677,0.018384024554328086,-0.004454748506234364,-0.018080680293497645,-0.010869796207590826,-0.0699069886196958,-0.09076157824881805,0.015248138101992057
BMP4,-0.032424139311398946,0.0005405892482499139,0.13198080357427117,0.010236931612692651,-0.03141305744717045,-0.036302063837690114,-0.03471633315215696,0.051290195569744144,0.14560178600705181,0.03670385334902153,0.028454242163489622
SCGB3A1,,-0.01307783852124038,-0.018908087169672422,,-0.009213553183513336,0.19973980290369955,0.035514761009776935,0.13480538904569514,,0.10964903035703871,0.009826697915877739
IGFBP4,0.08211390297810961,-0.0072766425751978865,-0.006110196880640366,0.009590475997226181,-0.009281101968307866,0.0327824678666811,0.003077229594286542,0.05273681759970376,0.0827536316491987,0.02549710558681832,-0.10092889536210686
RSPO4,-0.035250260974857686,,0.012634093701838744,,-0.009213551835822757,,,,,0.01960660347362944,0.059414607146692215
LEFTY2,0.0008242444061500074,0.014393859913247384,0.0019374560970772013,-0.016151609503479703,-0.010102772272194464,0.006017758723165658,0.09317045992049325,-0.018236481203559484,0.04368868472432273,0.01603348558149289,-0.07240214880371229
PF4,,0.03733046215109406,,,,,,-0.014537051673203225,,-0.028686921559073875,-0.022950905965492163
ANGPTL2,-0.0003383962400517065,0.042512405517839975,-0.09554001248942494,0.032637963493670104,-0.009535743647286574,-0.0513179446124114,0.004301143055215783,0.044971017032067594,0.010900942023441617,0.04210665625270404,-0.07911337471739198
LRIG2,0.018246804527145055,0.022040160047524793,-0.01139108227268379,-0.021220415800162668,-0.011481760174895606,0.042732607627337764,0.02049528585277857,-0.0017101119726804664,0.00521206598272834,0.04154238180478888,-0.004572437157079015
ICOSLG,0.013939767258309182,0.0010314403561741622,-0.04875854938053896,0.03782550141406558,-0.017485600828197403,0.03983058597766501,0.01144927365422504,0.049353512365356705,0.002824735817452413,0.028475327427933923,-0.015233000373557551
WIF1,-0.027729902155611046,-0.02441009965100875,-0.002043860153198656,-0.038437981882318215,-0.00032293114761668265,,,,,,0.017503340699218682
NPPC,0.012665512872863998,-0.02369208192943093,0.08366024916215271,-0.029631384680480558,-0.012804582299977661,,-0.028006958175691665,-0.02750507632972567,-0.02818884956156934,,0.09506624406022647
LYZ,0.020543257367149466,0.1294097933481785,-0.018539932244236834,0.08512483894124975,0.036557579107225326,-0.043804081117298325,-0.01213510947842225,-0.0026531780875632713,0.08588032334007342,-0.008515968032138279,0.06531929035383967
EREG,,,-0.030710147658427854,,,-0.01959653947841302,0.0255137314319721,-0.013298738652208621,,0.014672738809726351,-0.026423291577188708
SPTAN1,-0.03707873545865118,0.0037009055025577623,0.00042435654041770264,-0.03429624746786823,0.02031469442633717,-0.0024236779811746857,0.019239695206930477,0.055326962117542684,0.06340576186065426,0.0015925494272489224,-0.01305075467600889
LIPC,0.02828694653219879,-0.016608543388755677,0.09712540059367757,0.09883155421821185,,-0.024502955258378752,,,-0.0042519945644815425,0.024570232576602,-0.035790564035692994
COL8A1,0.10033806142964731,0.0227744262654626,-0.05260066978327573,0.12238352078319321,-0.02981144905504656,-0.004638785883767797,0.002610802265763376,0.04263043229008933,0.08642458547327692,0.06755229439707408,-0.04152380330807054
GSTM2,0.061003053251908156,0.007818541800640396,-0.042781532996396844,0.06618003301219866,-0.01583388126712753,0.09681361538419601,-0.0013157318433907204,0.045606257665267616,0.05294200164878621,-0.013746139003240974,-0.04568770095284622
SPX,0.00549230255956085,0.02445743057292734,-0.005817497402907711,0.008624514297600234,-0.01773288010369946,,-0.01891581816142953,-0.018049607757687137,-0.02674749581136485,0.0020289904810063793,-0.007799061157017333
MFGE8,0.053034684657534074,-0.023544277123725737,0.03711189180769997,0.03599649103203467,-0.05941408682443746,0.03765915753327809,0.042950627365804385,0.014233847115307676,0.025873996954804655,-0.00932363265089055,-0.06659065266964215
TGFA,0.016808244709397183,-0.034925092017789094,-0.055305256759231834,-0.007787848462145384,0.008861809953364367,0.0022032889038860123,0.048058590082611694,0.10113373227895386,-0.07245505698622669,0.06376033803046703,0.016024522036213608
SLIT2,-0.02115049095687231,-0.01716464067254173,0.07937217927111098,0.026600092746821014,-0.006424959402305982,-0.03245701425649955,0.0018127559778699843,-0.027715588033474733,-0.015403853363950434,0.03416379311872455,0.0685916159984694
PLTP,-0.011336472806424589,-0.0179034705066037,0.006357716201667891,0.04562036861713583,0.0005848281489888066,0.038240743204342995,-0.022590770568172002,0.06420725235738316,0.07502916785747778,-0.05855351685652787,-0.022896359429754733
APOD,-0.03008491393731285,0.011768509041573935,-0.08771750777402537,0.05430271859945985,-0.024194620948765216,-0.011701036908185618,-0.00481245374398329,-0.0076665128991307225,-0.09905642795767941,-0.08408737289896928,-0.09981731440873863
B2M,0.03890411384279859,0.07718104702491295,0.029946713647544473,0.04802309375812558,-0.006813299063747456,0.07072028893494402,-0.024714788074726043,0.06909807999813943,0.07956215400599556,-0.004723194667833299,-0.1296606621560083
OMG,-0.038502560883083965,-0.05004228511591005,-0.051925658214201864,-0.06653064653770124,-0.012696840644926438,-0.012410596122721902,-0.057084455259740575,0.016015432731778075,-0.04826455544710153,-0.015143186334019685,-0.025591147785537772
CXCL3,-0.006105525366683249,0.021908233091838304,0.03737267926837068,0.12041754346313131,-0.009856552934259693,0.08752954655203933,0.06505363080436423,0.04199071471673649,-0.02092381836570612,0.02429442119258015,-0.007776915673784682
CXCL10,0.007978266134043661,0.019691864448216315,0.026614680091048715,0.0841524812168265,0.003983912076789282,-0.01691070857566053,-0.019373255801397093,-0.01949840053399921,0.04444152996300197,0.05421648759369582,-0.05316013803655214
RSPO3,,0.07994315495841205,-0.021128248837286392,-0.02423991015738191,-0.02393470287420563,,0.024221590655371463,0.01152392314326463,,-0.020444062318111366,0.07675940316792271
CORT,-0.00745861527263313,0.03775099577011515,0.0023228906924792855,0.02876813288209754,-0.03238381288313395,,0.019978277895058218,0.03766733167460766,,,
NCAN,0.03126658531423839,0.019844524919571022,0.009246616196021759,0.026172797588136763,0.009324829301799443,,0.02475274624418626,0.008172053715406191,0.03372545504951674,-0.05239033643385015,-0.06397960915706173
PRG4,-0.03013839686267302,0.01606453489429288,-0.015127750313187553,-0.02099834786190979,,,-0.02054861026208494,0.049741351647979326,,-0.0279303858788626,-0.031944534335334555
ZG16B,,-0.01813501488531976,,-0.02267109093558867,,-0.022107605955237822,,,,-0.025491545523127112,-0.019579476629158703
TGM2,0.01593401518397263,0.004752405628938212,0.021195364552704887,0.011776236457957213,-0.01463595707954956,0.032250627779520535,-0.03125761167394864,0.032758871783695846,0.06271272858979975,-0.04539368411270258,0.010920621302550658
VEGFC,-0.007040412337868155,0.03196352781983031,0.00792183945964864,0.01594476806913581,0.017928372708012154,-0.03837495607728203,-0.0241444744154214,-0.0011580518001116254,-0.027598861210169405,-0.01494877603265245,0.004043810253870441
WNT6,-0.04908385058390024,0.04263970581623769,-0.020844583514261283,0.035258161664152105,,0.03738870782214004,-0.028006961954332645,0.05930297461455237,,0.16866202282134998,0.029561987426600787
NRG4,0.0740996894426514,-0.012045149613239632,-0.021547502026848072,-0.02615477436069286,0.037718392743512526,,,,-0.02216148691401735,0.07888423609436088,0.05084752933059204
PMCH,,-0.013882683150150208,,,,,-0.019069379747748118,0.055992378786505294,,0.013784782290909651,-0.038963633766873944
COL9A1,0.02717719363060632,-0.03637977918763595,-0.03923346274299112,0.012726193987305652,-0.01951719085014846,,0.0011137909441306846,0.05572755066394558,0.008970363099831567,0.07486678076450493,-0.03622248212663696
GDF11,0.003249776868497764,-0.022584584078389827,-0.0491909975002821,0.017158240279398777,0.01741654913441419,0.04568299164381747,-0.007325182687895755,0.0042169757251472205,-0.029625361397723,0.013230714801563542,0.07895978417750936
RAET1E,,,,,,,,,,0.015358602008584838,
IL24,,,,,,0.0954627981947876,-0.014217670026406238,-0.014305265775182822,,,0.07335460474448993
SORBS1,0.007619397581150704,0.03325539641629029,0.06566312993722902,0.0034774212174764913,-0.067766581534774,0.05651203240700282,0.010638059983801039,-0.0660184033552722,-0.009409175903211624,0.04013838391859167,-0.07056478414849128
DLL1,0.031249497005988332,0.031220626667266535,-0.04706363074191539,-0.011499632109407229,-0.02895076433884455,0.008815555362266272,-0.03547958166322726,0.04160528989344577,-0.04995170255942493,0.03967709989659287,-0.041417255032529826
TLN1,0.026339209912310393,0.07280208090114837,-0.07413102289742932,0.042635174113025726,-0.0434475684190879,0.03337973702098124,0.04234534486628581,0.03501599841877718,0.06057317267749268,-0.008906465490540064,-0.017378386652568325
COL2A1,0.06811818328769835,-0.04187852250162021,-0.013511375936542561,0.060504989325738175,,,-0.031081690506801218,-0.024563190163883794,,-0.029753020575119013,0.04654050410752672
SHH,,,0.034799217036709275,-0.015236407121940868,-0.010578802222007758,,-0.026316792250104463,0.025110346585772433,-0.03787020094982579,0.02162249311806586,-0.03675244447153351
PON2,0.07466892082718753,0.009759279006673189,-0.06388505335504466,0.02954209674358414,0.013939957152286603,0.05825422709870337,0.01127254324024923,0.014018937895785415,0.03753690664963249,0.03056373104070429,-0.013740617593769959
ICAM5,-0.056261780740890395,-0.012928341895916289,0.040515779970077194,0.00428418745819785,0.06804550248985988,-0.013196851079761755,-0.014106376162009526,-0.008281218381272814,,0.07075649469310222,-0.027780233504648807
HPX,-0.04899719341647091,-0.032679381300874194,0.04148594431160702,0.05610654074023523,-0.009213552244213778,0.002635394700169638,0.014795637695564422,-0.019869207525056796,0.2256308734834248,0.008189630025637974,0.04630591519124039
SFRP2,-0.04874607096389433,-0.017387021165644494,,-0.015468434656291693,-0.011724408342966706,-0.013758516470491389,0.03602720685979347,-0.019296105235355788,-0.019573269352851183,0.03456734278598298,-0.05844708300469562
CFC1,,,,,,,,,,,-0.026921367274403887
CD70,,-0.009295811751151453,,,,-0.01488060655666856,0.08274434687638872,0.03692054948394233,,0.07739677880864,0.05777611427666416
HP,0.04432003236928037,0.03329257319155384,0.02425936966907208,0.008270823963221574,0.007985331343431951,,-0.06709800630972242,0.017367193536563033,-0.02838315872275526,0.049893641265557155,-0.031324725981391764
CXCL2,0.08140484493240274,-0.005242708683083169,-0.04029917759908766,-0.029939044066313265,-0.012804581297851515,0.037781562507058455,0.04750478788765912,0.02645726578562842,0.0022783370519100237,0.013735274741261974,-0.019479684735974463
NPPB,,-0.016871677425919492,,,,,-0.03745825333425689,-0.021434911174672888,,-0.02073822668625766,
CCK,-0.015930449419571807,-0.053456674211866784,-0.03752036613190191,-0.045088159597145246,0.02468674204694071,,-0.06793580398280899,0.010608310847322722,0.04240638182450578,-0.011407539460220226,-0.04376800910255845
SEMA6A,0.03164671298294663,-0.017653604542608402,-0.027835126426038182,0.04451650441000195,0.006902849309010029,0.07525853381388516,-0.06173027571404332,0.05154245425367025,0.007715451399702321,-0.003358460362877936,0.0006811506686115
IRAK4,0.014286650949443307,0.02931774571515106,-0.0025203185388386583,0.07161868595956719,-0.03842587390372351,0.05243069183631913,-0.004055241440312995,0.007115963879911846,0.005136971228481638,0.053720434446379105,-0.019889749372452768
GSTP1,-0.07423265462491845,0.037594688934146914,0.018270827135057816,0.05770546675229035,-0.03564905872742089,0.06007257686515672,-0.004627665529675559,0.027370750073941887,-0.12471965913009683,0.00833226815492923,-0.03441179575222959
VCAM1,0.025860616917119612,0.02071386305877509,0.0016783607488860615,0.0937119810399298,-0.04389415591083445,0.025240848541768324,-0.0016132651276399264,-0.0038449902779846778,-0.027859293415610744,0.09375676875843351,-0.037812310858392865
NXPH3,0.020791805799302284,0.039890846566066056,0.0007140578025507887,0.03891252816634001,-0.038213149434554804,-0.026307112310540358,0.01209617099980623,0.017981064884473263,0.033521197567946234,0.004630337463003885,-0.03164118222135161
MTMR4,-0.0029911127441099032,-0.007610612813291907,-0.00883011644695444,0.003040221164499313,0.03130458010279025,0.005434662835125433,-0.030104579845190754,0.004679927960133753,-0.007984967814281372,0.09694561089071699,-0.06203833473958273
LAMC2,-0.015274876370963315,-0.013242502623366105,,,,-0.02024990905162934,-0.017479328325722937,-0.0187868279433666,-0.021426732144374308,0.0029713831736644125,-0.011541269901818835
IL10,0.041757455067785706,0.009975338588999669,-0.04188329473502467,0.17298029396367248,,-0.032893587867594776,-0.005460085455719135,0.050576459698743054,0.026828110007515237,0.012566079452465309,-0.027308524328460936
SEMA4D,0.00994081036128943,-0.010233856908653553,0.032825114675877044,-0.02243095039126281,-0.011197004209090132,0.06117372813528047,-0.003044815657257036,0.05355759188246769,-0.07001578931239252,0.018307489953167295,-0.043278730296697626
TRH,0.10983616598012795,0.02145018635599789,-0.013296218305762504,0.03326197862458019,,,-0.054433229840140124,0.014730171664774009,0.16773236852088105,0.10098542546111021,-0.03131751563482841
SEMA6D,0.06328494156716222,0.020166537076476018,0.003491484758879522,0.05141992407469198,-0.021858419882174168,0.0019168897459593175,-0.013195406661540695,0.03850846209847373,0.029053961040636515,0.019801074432308413,-0.01180697515902169
CEL,,,-0.0262320536947566,,,,0.039435962465678896,-0.005251878576737197,0.05569635168806098,0.00658471520189329,0.048762705783204276
PDCD1LG2,0.08434153608565921,0.035276880557499696,-0.029562988944982632,-0.0067328925107401376,0.03690162070087309,-0.015975632675390983,0.011231802420552562,0.029535958492595688,-0.04456374919533797,-0.012257167882180264,0.004887555552156126
SPINT1,-0.006515618641547922,0.0424314222645856,-0.025228185333297255,-0.014883730718130152,-0.015056971396832847,0.024446108158538378,-0.018159974771295655,-0.015286524901182826,0.007891672065446064,0.029966318795819433,-0.06762156099026799
CTHRC1,0.009400415882187076,-0.0027902148141097406,0.010378346432803439,0.010444050186497094,-0.023934700129987316,-0.09614237777057222,-0.002746088815430821,0.05516417507910236,0.1025413701147841,0.04392361976447137,-0.06221126593077679
PODXL,0.030911660731321688,-0.017206312592441556,-0.017248408509591872,0.046651787087551425,-0.013413746039373937,-0.060997416975954,-0.002765504689899362,0.036563613650291385,0.0400809991954289,0.023379752736329303,-0.03338167694536592
JAM3,0.03690135555589321,0.06368820369795748,0.05312450434556412,0.03512181337572586,0.0015534217406977776,-0.08870545173784541,0.0022842138966819386,-0.04695569018027229,-0.0037715517596206166,-0.0024239058193880852,-0.040246186496912514
TGFB2,-0.007054090343666492,0.06548667431228497,0.03138606122423362,0.01935661131817475,-0.037380817757644035,-0.019305825138882862,-0.01569221344064747,0.07940615021186108,0.035397731763376544,0.03443519690722846,0.00810242337342819
COL18A1,-0.03829529270716991,0.02289605172510914,0.007917360794267938,0.025694281301145202,-0.02552387383030358,0.02263480319359609,0.023764503009654367,0.009479083684574856,0.04972337555338967,0.000807235180947316,-0.09395324849523135
NODAL,,6.588961191757345e-05,-0.03202387302708712,-0.0353776965336891,,,0.020951542247689935,-0.017670373018353606,-0.016594165815064,-0.03178991038986896,-0.061032833341424814
INHBB,0.10506359070170791,-0.04362027129739089,0.02884373540957661,0.029998817450214797,-0.011029598255906398,-0.027763759195678195,0.0699465788862123,-0.05564562552499014,0.055785890910344214,0.023259011055906824,0.010267954466522712
LCN1,,-0.013242505602983113,,0.07139343546031557,,,0.017091730406278257,0.03124827131768446,,-0.023489624801370273,-0.02055017036546624
ARF4,-0.026633297242445297,0.01637839171850977,-0.06593835363602282,0.013004708581208013,0.0094774919558562,0.011168846727019576,-0.05081603455780301,0.032352615636193474,0.02931465339174796,0.06171337252121422,0.02988558419124465
CXCL14,-0.025274899674508296,-0.013341993998483348,0.02785733802240128,-0.002774432766191185,0.06608583465313655,0.02716861605861825,-0.02725504900887319,0.06223839580008796,0.11136420891086307,0.01324283075002827,-0.06794714211945296
LIF,0.08386843724968758,0.011824659764798311,0.026223722957542148,-0.012708500462793527,0.04107900125313556,-0.00858142749670213,-0.00026281271780627814,0.02466410708223221,-0.03920959248544858,0.04105471817305946,-0.007759783086561805
IL17B,-0.024874992577604536,,,-0.013773359168211503,,0.012329063218238871,-0.01967292723782069,-0.010617027382691286,,0.03811009981202773,0.01965467285216243
MMP1,,-0.01825698073169484,-0.013296215405230832,,,-0.04369148779775177,-0.03108169345752242,-0.027505074546534933,,0.0480628255057515,0.034300124953933454
MATN1,0.006956104580730109,-0.017387023535043483,,-0.01783236715354862,,-0.013940982642551185,-0.028446214891699285,0.09472931142700537,-0.02167417504222002,0.030405455934523606,-0.021174099987284204
ADAM28,-0.026324959139131916,0.04430752968214073,-0.008603736675232095,0.03309596867587701,-0.029806001690449304,-0.01606574164241196,-0.03537619465463466,-0.0037703626147431667,0.004591692201763219,0.022586658941585933,-0.023682196518245754
TCN2,0.017603392386836687,0.033140880967603314,0.0010754547019760018,0.0003415013677407168,-0.027223153516844484,0.05701603141102185,0.0190501247008964,0.04261075135538578,0.03841260993228992,0.07010091742365805,-0.07445699026241918
THPO,,-0.02265601158155174,,-0.011760940433412944,-0.01136629029168128,,,,,0.03846749621026861,0.04852568650723415
CUBN,0.0406003635106301,0.017380020667955676,0.07212027755543086,-0.014041262678076032,-0.01166107251678371,0.013093972016162116,-0.04230098988712035,-0.01354635597061875,-0.009885754742271472,0.062005506036811445,-0.02300462680184288
TIMP3,0.13302921518889485,-0.007672391018429844,-0.021323942104965413,0.03910600813404762,-0.009641531373452188,0.04965669577338751,0.04154199564099739,0.03128416114585267,0.04500459297732603,0.0023197534526714194,-0.05554770533553337
PIGF,0.030005659614174368,-0.017833630867589764,-0.006260044045917804,0.0004212423907465788,0.020071058374033012,0.04246331949811889,-0.015917662726603752,0.005700655518755144,0.0143781556477288,0.061713125682031834,0.01683504946124583
CRH,,-0.015515171946847098,-0.013511378415662793,-0.02615476351626853,-0.006111395308583444,,0.022822892166341365,0.012376839586044849,-0.023042395201661264,0.04984984809188389,0.04918992902283822
