,MGH258,UKF243,UKF248,UKF259,UKF260,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HMGB1,0.09267741063538333,0.00015710337472913302,-0.018099476577917734,-0.019213387333341127,0.007873187683812666,-0.05953203320642028,0.02744014351074308,-0.08639427386355615,-0.10535924491481405,-0.030688174432132443,-0.03490235611484683,-0.03309183346242965,-0.13898829238918334,-0.13108933881904558
ITGB3BP,-0.02283484150957617,0.02664787236242227,0.0008723915642748136,0.012332001677760981,-0.002693176786528989,-0.02618225461489355,0.0599157948977937,-0.01041032153208064,0.0018062499872935785,0.05566577540296724,0.003661516339087448,0.009343261153053058,0.024453151531636297,-0.04122454922358809
AANAT,,0.04702681707557843,-0.018200510415354733,-0.018997247471735642,-0.013511383050812384,-0.02214456467144698,-0.025002474011958174,,-0.05540111958559425,-0.023234505655318344,0.0940063897420023,,0.014354368184941015,-0.011555431784489974
RELN,0.1396774972285846,0.053017971095399644,-0.01768111292105059,-0.005395457372555895,-0.030574515775912192,-0.04875518311734498,0.020977419734341928,,,,,0.23731648494589055,,0.028291462350076294
IL15,0.03233772559970574,0.05079571447048932,0.03906691450378324,-0.009354829135176445,0.04715300567095341,-0.011170015574339335,-0.023188639050540583,-0.0069290992521923965,0.02812280000425718,0.020532245992609947,0.07075072025345,0.001155321262800392,0.18638250713072096,-0.012785069885472412
UTS2,,,,,,,,-0.016336141156401408,0.013924129942915942,-0.01978588204293784,,,,
BSG,-0.01182789323617296,-0.09722888488440347,0.03863466909814656,-0.04101617914997526,-0.04453352886955473,0.04710607822091456,0.013509832257091396,0.018721846611380637,0.13203812407748405,0.07493056106829174,0.051524989266525136,-0.021243425997254112,0.04877703882405519,-0.05318879919149957
ADAMTS3,-0.00789888084122176,-0.03161557204843065,0.011511782958070484,0.026255738751808297,0.03177321650021056,-0.016475574476370894,-0.02963576693923436,-0.04690828182049005,-0.08159774677832918,-0.011757641110271862,0.016523999949517403,0.055197685794575756,0.07147277602551207,0.027210107013060394
CD34,0.02313983418007763,-0.01652369278379679,-0.003808775315545465,0.02460617095646325,-0.03294450949050405,0.005047867441511885,-0.0019283503049123242,0.03667395256252448,-0.11448611958534692,-0.044028632752182356,-0.018847853845976165,0.0567867801358622,0.1273530792045592,0.016219767372554896
CCL23,,,,,,,,-0.029366939100144922,,,,,,
PLAT,0.011251191764126806,0.03359273366814118,-0.00799452334685231,0.036511733845200296,0.0038891397787171366,0.02916554420288219,0.06029591140896339,-0.13154920184341096,-0.008729951019306785,-0.055974745820504435,0.02020049807507153,-0.06280117123621597,0.06843059173328832,-0.03619197076932547
NTF3,,,,,,,,,,0.007866629886178953,-0.05033706743345402,0.08319014972266192,,
LTA,,,,-0.024030687168778063,,0.06743002624746702,0.005983375354073633,,,,,,0.031347376340665034,
CKLF,0.034175487156880714,-0.010355186848010891,-0.013407888929575701,-0.03480821330280143,0.02565874033913644,0.016798195439506624,0.08586857802363665,0.06623675037723835,-0.10139643814045951,-0.08472147099915162,0.02420918105701614,0.00945166038466288,0.0013275149351261349,0.07004909388163648
CD24,0.0029618679095909303,0.019909902485808272,0.018972130501119587,-0.004156794271135791,0.011192516330584806,-0.007475761211723809,0.00944800387942005,0.07181517174569632,-0.024063487247342124,-0.10959416070325763,0.03114181802523539,0.05427532915308549,-0.00793470410069668,-0.02386621972875597
HSP90AA1,0.017602726185442157,0.08451302658774099,-0.01800616131812545,-0.018799118030376705,-0.015740711335746217,0.0700523170252558,-0.03429757222799829,-0.016390243411775477,0.06380451167201472,0.04692942637777023,-0.05403167905717081,-0.014422826655684357,-0.20385155831305563,-0.09190751042661749
BMP4,-0.019034866636925166,-0.036577580151398545,-0.03582478550645556,-0.017600361548860282,0.0010412748191670268,-0.003431755272758556,0.050123173528019566,-0.02581677078575189,-0.054376961760286634,0.09601312343991716,-0.02644464201814193,-0.026720725061324908,0.03147359040256553,0.09149610360776288
SCGB3A1,,,-0.01254473958939063,,-0.01609038923865259,,-0.016180727669897324,-0.03624116207824195,-0.05951961706078423,-0.008158447414890397,-0.016707444383319517,0.12259080778553863,0.2194072912609511,0.01854279339521675
IGFBP4,-0.04040892299780297,-0.026514382287451996,0.05272967542181472,0.012042230116122364,-0.017496486582791848,0.019340866424718377,0.03538294762398845,-0.041442620361385234,-0.17929871523539512,-0.018878703844196612,-0.10560686868596154,-0.034994035332328075,0.22077143790954787,-0.009075354586903141
RSPO4,,0.03714285493676814,,-0.03678317689787256,0.0015219863615061654,0.021394572969414466,-0.032166296963580025,,,,,0.08423128482603391,0.12269769535786923,0.023041536438806864
LEFTY2,0.08296188194249197,-0.03458239247763768,0.006651956590485442,-0.024940907666298476,0.062151886526783204,-0.0071606205513934755,0.008138971678562878,-0.059030903261517234,-0.09051832308413006,0.09125246018616752,-0.0329220924371716,-0.020811878968391657,0.11781981980869914,0.006018348140125735
PF4,,,0.01306310926615607,-0.016358534194484662,,,,,,,-0.026243558371103034,,-0.01465072016305967,-0.03223903546302066
ANGPTL2,0.03675239745278921,-0.020938482519564212,0.03674614275202348,-0.023170179901652807,-0.027707916379840995,0.006585870291147049,0.06045856546621401,-0.09242786611946203,-0.09737778334879549,-0.01928728410472917,0.009183677186741587,-0.012548520075854747,0.14553993923712566,-0.04597876701138077
LRIG2,-0.03792157071906718,-0.02682639291421829,0.08416473463040906,0.009102475819524924,-0.024662033569315154,0.011679581331498516,0.02908365404824984,0.06420367872066553,-0.01236414561081122,0.04785118863954768,0.040690131239651824,-0.0013333552872732781,0.056307251488897474,-0.00048147679567299775
ICOSLG,-0.005487852891275168,0.008425755624275704,-0.020095345047852528,0.02454488621461893,-0.02951038340684807,0.018030718870109434,0.0035164733093578956,-0.013277268497544136,0.04022427014274362,0.046070396571762796,0.05603134066995292,0.031307570434266185,0.21597221103241743,-0.012740801740642129
WIF1,,-0.04804683198792427,-0.02341505769287755,,-0.002306178531863606,-0.019141591745427965,-0.04244948410320988,,,,,-0.014226174443877571,,-0.04323159690553248
NPPC,0.048045356244476124,-0.026456024039355253,0.0002018756662926925,0.0323913533659276,-0.008870679030345382,-0.03733916350809759,0.06809477820165609,0.031738667962490655,-0.026666777715900116,-0.028881484199778058,0.00980215749717947,-0.04640416369145543,,-0.04901207638491019
LYZ,-0.03883275200498099,0.031015540857816947,0.013467684778325516,0.009909694498964682,0.015115003697941448,-0.019972135303028733,-0.03156427530475767,-0.05972887618372537,-0.05357669674309657,0.020146019153681964,0.019777758961223225,0.004499485484818117,0.16808470858430083,-0.02086264446432038
EREG,,,,,-0.026133697447363758,,,,,0.03829114253030076,-0.038993464333202534,-0.01906088633713951,-0.0003058634501754468,0.0468587303003564
SPTAN1,0.02691345941009652,-0.08700507447921502,0.0030313189556378413,0.04458901856237295,0.044624245247352146,-0.006426261499974546,0.0024204496093365928,0.009987966358732746,-0.03254011974612033,-0.08832460361418479,-0.04073275653274402,0.034720185343960805,0.01814992809597671,0.12834503176941173
PTH2,,,,,,,,,,,,0.008132737332058987,,
LIPC,-0.0026864923099773276,0.014980432473970027,-0.015931520444501877,-0.029397504287809836,-0.017979711764368828,0.03098272051564585,0.004861482063819623,-0.027513817836996805,0.013184909530428801,,,,0.0781265819591089,-0.02381257245064212
COL8A1,0.06172294824442617,-0.023953610703574667,-0.0047401620872670885,0.05603176744052702,-0.003976245144309961,0.023458628258018047,0.0641884515468272,0.04517378326827197,-0.04607847569858076,0.0464590811638054,0.05832478813030066,0.012370937383030385,0.06082899920921897,-0.10561489081481074
GSTM2,-0.01526102615064865,-0.06341130606934647,0.013420695154586134,0.019960948346629086,0.0043535694143832186,0.05450733679616841,0.051924351632681144,0.004517426441888608,-0.017362417025640287,0.05513613739241323,-0.018728615952838916,-0.009311021730588277,-0.01693150335559126,-0.06725225092891315
IL4,,,,,,,,,-0.05124467490948656,,,,,
SPX,0.09546238772441483,-0.04949217044875227,-0.025766717317294328,-0.022692431271284414,-0.012985075591277961,-0.05725991046137974,-0.06314169011125288,0.008710994696085527,,-0.026703037884393904,0.01620270828095773,0.052305773330499274,0.016991248419688326,0.18347638125105845
MFGE8,-0.08533803993807619,-0.003509209567071948,0.019359779485653757,-0.013819647158100181,-0.04067557171500762,-0.06983589798660002,7.351719324558858e-06,-0.016190745673308745,-0.1003078423263924,0.0436972160130718,0.005842152534461768,0.04129551427644446,0.1327218921633799,-0.03867623753151307
TGFA,-0.008352906301003306,-0.007788421615086765,0.0003643468975516679,0.011570025417296376,0.05889482215421151,0.0004754136673504014,0.01922468526292418,-0.018077815266388617,-0.04335220647960014,-0.01652784904914013,0.034478712226417366,0.04331746986178575,0.08232219283314939,-0.05693068047537263
SLIT2,0.02929870817540069,0.013125277776234593,-0.048251683341107784,-0.044270001785156124,0.03529597809042504,0.018672532221370504,-0.045363112181228314,-0.0124333599199553,-0.014439334562084747,-0.030201187061577678,0.04913066660642528,0.01078026145885065,0.09916083674034801,-0.06611556405882131
PLTP,-0.04896346126631786,-0.0526745168022607,0.028450642002448578,0.007626049593982847,-0.031016234811830398,0.012984616900959008,0.025623165448246162,-0.0010427824156630152,-0.00870473179363584,0.06699235499536638,-0.03108224938500084,-0.031536998811140214,0.13021866514361957,0.06421087488167693
APOD,0.028084511547768247,0.013769975657470032,0.01697555569435362,0.010494351925807343,-0.014909926363506644,0.041408774204383034,-0.05984246849431038,-0.10901199076176808,-0.039246503212488855,-0.03383492999720779,0.015779501254667386,0.000405802058612689,0.055290709993215593,0.18912788548760212
B2M,-0.011576076950271755,0.018105959126069836,0.028940216752607335,-0.022859080555612234,-0.04319444194046516,0.03657254081378029,0.05428169590259436,0.0720466772132676,-0.010647254818462923,0.07678079278446252,0.034468238603072174,-0.023300029715805536,0.13959971019752923,0.043292641294651775
OMG,-0.017257166518125075,-0.08789042201788058,-0.0077087210749674645,-0.05716402964741708,-0.0021164145313537944,0.010034713518491377,-0.009189937668722324,0.04547530554395675,-0.037840162169624235,-0.01656223362652059,0.038729901993873606,-0.024911528876726968,0.051419239864083394,0.10587417780427062
CXCL3,0.11305578880981451,0.1871657246623139,-0.008106305678514822,0.11491994909689086,0.0083236362275041,0.05671002227696221,-0.016700021324764655,-0.026740674894891653,0.08921377848405256,0.10681950592224106,-0.014042529238823579,-0.024154462727141956,-7.80664133621395e-05,0.03618635788321328
CXCL10,0.0165698189593901,0.005671697545245075,0.0006715061756357244,-0.03991811122405591,0.030052096773238543,-0.011003282040741786,0.03833958493394053,0.0611448436195074,-0.016684061716589777,0.020516963440855306,-0.03520021969106756,-0.020910955108502518,0.06733293975840764,0.07799224482667746
RSPO3,,,-0.017040434796894727,0.043488704001765556,-0.017979700678994532,0.008974946101232551,-0.01745120042299653,,,-0.04171868066187858,0.040838651983186085,0.04992911221628555,-0.022665269669428702,0.09606008689414877
CORT,-0.01849580707890228,0.001945055275106917,-0.02652523597653046,-0.03515575255040572,-0.02182108144270831,0.006927075599239604,0.015937317128047877,,,-0.016228184160993128,-0.027462549977533602,-0.011123766382757664,,
NCAN,0.015601520308785822,-0.010086023005477757,-0.005034916430943026,-0.021150459869250106,-0.008012495752885537,-0.012638048591213301,0.03226467236721761,-0.1026237299504484,-0.03788936790372341,-0.0852474340637108,-0.011718085907106126,0.03299043664217821,-0.03578048415906847,0.08197059118279515
PRG4,,-0.031591507874073985,-0.01886579206700232,-0.0036265683133261716,-0.012873401135719081,0.022999458738234925,0.012144658657059852,,,0.03131273123739169,0.09748934287646104,0.08115244909716071,0.15780393100746834,0.023954112867460808
ZG16B,,,-0.01739576756637318,0.034437115460642806,,-0.01694665358293683,,,,,,,0.045744604800294394,0.05887473195663662
TGM2,-0.0037271395734475225,0.04073066492433343,0.019464673876895894,-0.002352171928673128,-0.06925570845219929,0.023370791497548556,-0.03330119548444074,-0.06440981110619293,0.12289715303929508,0.07144795611019877,0.009763360199794477,0.04417671699366404,0.1378349172357853,0.09320706719389062
VEGFC,-0.018495808269788853,-0.02266753764513896,0.06570940884949274,0.05059608075907554,-0.019816430180653287,-0.032562593076174734,-0.02082241978932635,-0.008519270597997525,-0.05808942882840572,0.09914868184399762,0.0024478401737701963,0.002330059153203547,0.07091613561685874,-0.017470367605042912
WNT6,,-0.0287484765619533,-0.0032710482316364357,-0.02593292102878656,-0.017738307384155962,0.038537267233274754,-0.018172756523924513,,-0.06498173209418877,-0.006763050747477106,-0.03431468274329178,0.05111991622624625,0.04826699760057574,0.12439991422245014
NRG4,,0.08469853320510849,-0.011554146732116778,0.02909510041391803,0.0012289998900623864,-0.03255726544035135,0.004576900581205834,,,,,0.0543625132962451,0.010109354161661635,-0.004733397242230885
PMCH,,,-0.013316775905880943,-0.012812842351746739,,0.04365878506055868,,,,0.10472306507220594,0.025063313182406063,-0.011635389816160753,-0.01623350658211006,-0.02370428647644729
COL9A1,-0.004660942763053201,-0.03337651786735336,-0.034896810775511905,-0.023832731693223117,-0.035785808152277505,0.015107037207944108,-0.0026727510723000714,-0.06954161938452907,-0.050379615168749114,-0.023800551251678122,-0.012870483873911664,-0.05282959017408599,0.1074650261253683,0.0477802710500291
GDF11,-0.06018648492456565,0.01958537172219146,-0.04172152370295864,-0.07025357372660447,0.010927937904486743,-0.0304431970527912,0.06065622756563096,-0.056327731866020025,-0.024201669217442268,0.027118669547438284,-0.06352716177156403,0.04131486750942757,0.16618864841145706,0.0602250351608385
RAET1E,,,,,,,,,,,,,0.18438647161108518,
IL24,,,,,,,,,,0.17760152100675516,-0.02582511817559146,,,-0.09039617701990474
SORBS1,0.01894910740155041,0.0028738423309624624,0.017824391150948304,0.004035690093194514,0.026540119044539904,-0.04382436204066135,0.031261089774586255,0.047746832312876526,0.015219000275481084,-0.04177473473127328,0.005232948230845516,-0.012499539164474145,0.037848951486665075,0.02045906941168988
DLL1,0.0103323362511285,0.003261030256452317,-0.020954801263768242,0.0369707282072381,-0.00011445712355200626,0.034925696555208184,0.048686144885066236,0.01445997189918765,-0.03142006204779671,-0.010254248134318215,0.08234545617948977,0.04769468050818196,0.16598214345301676,0.011531243265641122
TLN1,-0.02024181643793964,0.01498698781242313,0.018670764619670367,0.0037682993279809286,0.059476905784533594,-0.03792327831801591,0.06170691895309394,0.025066589949582753,-0.003754321041136744,0.09802971259357429,0.0009654937049267405,-0.003631166845570467,0.18400547601963624,-0.04649351763035559
COL2A1,-0.017372292982118842,-0.021929268417774726,-0.015705366605936872,,0.11466468539135628,,-0.0169539502093873,,,0.09329548760009859,-0.05979593643133422,-0.024511823147770076,0.043937494322300964,0.028140566532284774
SHH,,,,-0.01948377005578841,-0.02914795476128193,0.019096922347661305,-0.016180726255600995,-0.03992292828712244,0.05312338927261058,0.06499679822149015,0.07788547959683507,-0.0142410666399375,-0.08896235460314837,-0.018267981279797514
PON2,-0.0031332973857129943,-0.06699703418698921,0.01214031779244604,-0.029475493353510927,-0.04757327730502573,0.017540756182502597,-0.005936397289158634,-0.005396828770867429,-0.1127701536552045,-0.022946228620179015,0.020484224428870813,-0.04200672748192456,-0.0010919966245284195,0.06604679807731843
ICAM5,,-0.027715627287917276,-0.0116461447547037,-0.001733924683513239,0.019751400220040558,0.05479962194537096,-0.03160008434332984,,,0.04750303687405137,0.07334336430094127,0.02148496401509057,0.07701013768900772,0.034351490728516475
HPX,0.003328342792572102,-0.034920941255824046,-0.01998273960166405,0.017105555836505016,0.051322419272944605,0.01873555775957229,-0.008109773870726466,-0.026740660904745254,0.013372917133874831,-0.03387251235102545,0.020247424111050214,-0.009000436598215497,0.07407538512699528,-0.00913321323694872
SFRP2,,-0.028550638589314073,-0.016678264715073568,0.030875355209540982,,0.07439356607943896,-0.03174244404689585,-0.022166194815602246,-0.05124470507129664,0.042644057008043315,0.023088016954131135,-0.010168988289907997,0.15701102396279315,-0.046483855978811175
CFC1,,,,,,-0.02132752489210004,,,,,,,,-0.020607016756039646
CD70,,,-0.030470776798463814,0.06523449425696809,,0.0038788949017544744,,,,0.07163579127580627,0.011455447370895717,0.035956714801637084,0.12094222911899757,-0.02036819773061204
HP,0.024537995038699557,0.01116234016470087,0.016358206676255666,0.0324902404231918,-0.025745745410853085,0.014832107599204022,-0.049181227367697034,-0.016378251257986698,-0.0709379715559028,0.05072692006726973,-0.08012542426479019,-0.03657251041009023,-0.0129555891727749,-0.018873081635556545
CXCL2,0.005397005339194708,0.08285392066984922,0.043644343099277456,-0.016095324829396223,0.05046572376619499,0.044472491023529424,-0.020880092089536267,-0.016367872212429888,0.04379208642590758,0.11020841553176758,-0.05354521340396838,0.003824855079769695,0.03715389118627366,-0.017961483353940818
NPPB,,,0.004757094049035921,-0.01839251025230851,,-0.0036200764884576123,0.012205822719017548,,,0.09021791119417676,-0.014379601707275457,0.12937517300991844,-0.04980651722476364,
CCK,-0.039744799558437134,-0.013329831618785013,-0.05283260657829018,-0.02291233407832445,0.025618300916386644,-0.017476603946352854,-0.03577477550829344,0.14230671334640296,,-0.04533370582686212,-0.0023504312751574355,0.07277866457505022,0.08538397490825372,0.15041306365426946
SEMA6A,0.0191548917465559,-0.0025512170474709015,0.03097046253345219,-0.0320577023586106,-0.011173755626704989,-0.005207210246599064,0.014374727495328784,-0.034713182964219345,-0.013408182267324627,-0.022470699917241353,-0.02088769671819419,0.06486651775269855,-0.02925593820402846,-0.010339254659775688
IRAK4,0.05601431334183349,0.06530121929532429,0.04875261602798355,-0.02674252073879184,0.004396091105299921,0.0544894460839951,0.08491429967348585,0.028696693428566733,0.152865173458659,-0.007205474947596501,0.046540981063227564,0.0334062811858611,0.11643497119573187,-0.011803722054610914
GSTP1,-0.04054005261786822,0.036859705350082206,0.0272960677490862,-0.04601387995221888,-0.013230286305580435,0.020310964599992664,0.07939772333852364,0.099625872708072,-0.11883554909750854,-0.0087504841039379,0.03651893747806599,0.026484630847023436,0.04133908288648474,0.023454370334772632
VCAM1,0.05056982417592763,-0.0050487549597542335,0.01405108222430035,0.030172455109107422,-0.06968886043156686,-0.014405393850964081,0.07889555723198546,-0.04577067370910458,0.017143327126573536,0.11769715884456035,-0.07923400029324688,0.09534177218186093,0.18724879356958107,0.011655600480424853
NXPH3,-0.07392644771420129,-0.04528496064011467,0.01167951421210908,0.03975881805996149,0.051387457083975935,0.07118875281733339,-0.028911030890376044,-0.06771850010323353,-0.08709401900310924,-0.02034041273929183,0.03280825307000116,0.01137415077484743,0.0769419639015818,0.11845802694879626
MTMR4,0.060972145167452314,0.04668723947481141,-0.0005385223238105532,0.05543785766630748,0.01644313936996523,0.04040411215914038,-0.01732908628607299,0.023381753533221642,0.02986470348523318,-0.00810714405827633,0.05683477713087521,0.038252311431185404,0.06457536841391907,-0.056805391629429686
