,MGH258,UKF248,UKF251,UKF259,UKF260,UKF296,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk
CCL17,,,,-0.02516668279852588,,-0.017977259556730126,0.008026906607227989,,,-0.012720653141863377
VEGFD,,0.026661181579124858,-0.03169960922045435,-0.01736916091760715,0.012199953324387069,-0.013186537291511464,-0.01563416133369895,,-0.04457936315102706,
TNFSF13,,0.026965519234233862,,-0.017359414547430323,,,,,,0.04505131734681311
WNT5A,0.05427180176799559,0.014805162924684347,0.016375454673446827,0.0102672249136752,-0.03619859974110707,-0.01636864461671632,0.024088465593876517,0.029893252716834372,0.011132023323615577,-0.025480471136492207
CXCL8,,-0.06223078469384807,0.013941612839997014,0.02165753633074833,-0.025331714467743693,0.03400328403878428,-0.047005940936915354,,-0.003201819601347877,-0.01834999373012412
GRN,-0.02661949869650691,0.015169096124896048,-0.020315975601850757,0.021455943278339266,-0.0576414565477654,0.0025704711260892826,-0.04864779556179309,0.07285554009115866,-0.035800828251525356,0.01327376038572162
MIA,0.05453355654288194,-0.02554271706249209,0.018742594788692234,0.011715542931880027,-0.016510649778997216,0.07961374616798379,0.00956324922034668,0.060304832011330974,-0.06408440589846713,0.08246617887966805
COL4A4,-0.021582574756096526,-0.004996693498359468,-0.04740956431954987,-0.0368864767689198,-0.01069968129332331,-0.001982186910115764,0.04530375518724791,,-0.007386215887411374,0.030376619420473424
TAC1,0.1057416051163507,0.051947723805942404,-0.005446096158738925,-0.019456958891658094,0.06929159765341886,0.004103489981695671,-0.03680904157248663,,,
RARRES2,0.05605037009784386,-0.02083470919356845,-0.020259712456947635,0.03770814331475203,-0.06269943858611142,0.018270118426276738,0.07659616950983525,0.028129037927027953,0.012744144655100553,-0.019524823152906334
FGF7,-0.019470151706444845,,-0.03577887051447311,-0.03101434979710352,0.0065678187127137,0.0139642333609793,0.032555556218397126,-0.007648314575695358,-0.0005463342059900565,-0.050171052125589415
HBEGF,-0.0007642665991151623,0.05637526061959955,-0.01029393189566927,-0.05975870485270662,-0.0381953560777541,0.0017984583904226536,0.026021779806305018,0.046820240369126014,0.038352055978950195,0.020656587667848333
CSF3,,,,-0.0008683684822109311,0.00261540185237691,,,,,-0.008862553321617507
PI3,,-0.005155475397566022,,-0.03416197986728166,-0.010817020570322399,,,,,-0.04356861679908794
PCSK1N,0.01515510396464202,-0.00034424297194100487,-0.014299698912856327,0.0350366928976046,0.011945352783512627,-0.02899179377944261,-0.061983933534743234,-0.02980641435129678,0.01622092075640847,-0.004824597714442262
NTS,,,,,-0.02474668818161198,0.04862526832423212,,,,0.04188057213045999
SFRP1,0.0445895982972063,-0.002655948360106888,0.04506182095879594,0.04505356557336693,-0.024581968835055066,0.045642948439477214,-0.007298239964955666,0.05934763146203089,0.022390760714777087,0.05499714198390243
CXCL13,,,0.012432047319084491,,-0.008849585402710315,,,,,-0.02857319505594752
MICA,-0.02865779923943723,-0.01077644726916705,0.003358023851634023,-0.020384216325808235,-0.028320570702874224,0.03717269518975299,0.007996098435295838,0.030050902506470575,-0.000956414258306145,0.05871718270738922
TG,0.022794345865996688,-0.0025822902053727792,-0.019304160350888278,0.10916203918228068,0.0007244831489040795,0.008699952972087912,-0.021912883861336482,-0.0323689534574498,-0.05848608982572194,-0.016902567679979563
ADA,-0.028231313611206472,-0.007779773479328899,-0.033169027898636766,-0.019492320358207763,-0.004431006957478786,-0.021129391298689494,0.041848092802656035,0.036018871165181994,0.021192437894879953,0.011638035352584857
LAMC3,0.010941581477317578,0.08567177008737376,-0.029498019905216957,-0.08076345381089195,-0.006056870689966319,0.06000771844800028,-0.013143345146071253,0.0680585105084678,-0.054451360437173905,0.003475486105611368
CCL7,,-0.02154614580737102,,-0.01713299142666885,-0.03229824801591792,,,,,0.13884498615117852
NGF,,0.0015556378539604168,,-0.0315278570734423,-0.01384521292150623,,,,-0.012759466711131701,-0.02201892632225464
TNFSF15,,,,0.012651577997816467,0.04019301373736558,,,-0.0037867210570160055,-0.02957865667864006,0.028194607824688387
HMGB1,-0.06959970064016174,0.04511189678066781,-0.02967527716731799,-0.019038946117909333,-0.01087421840978582,0.050818022192399614,0.07723551032361521,0.03801277211078945,-0.022064099961192282,0.0016433007620531273
ITGB3BP,0.05242597267452744,-0.02107821245680286,0.0398892517975094,0.024218815563471593,-0.0025269137109998163,0.043932885963876483,0.06797588380084356,0.03676685232132918,0.0351517979091803,0.03317030447413878
AANAT,,0.057865608066854125,,-0.017359416400167596,-0.021547505585395817,-0.014996909944365023,0.0152754340154167,,,-0.01672567129401576
RELN,-0.017892522641163613,0.002699107751551969,-0.02618725383351698,0.04627385445654666,-0.0005779318796918876,-0.01598116375505698,-0.021663568612000892,,0.024977862930421587,
IL15,-0.049870736662085975,0.01356056338699355,0.00663948218136145,0.017837975725782825,-0.03506847129344456,0.052131773596031494,0.05602112004795057,0.011034873461460475,0.06142850806445395,0.0264359236479141
UTS2,,,,,,,,0.21983755410720573,,0.04598439661102678
BSG,0.046149721205581175,-0.0026439096773548097,-0.01787645950725412,0.07317140317339954,-0.018464813678628334,0.012136476910050114,0.06785775212256863,0.10463552840665195,0.04733599154600223,0.08402542258243893
ADAMTS3,0.044596759726378984,0.02390075579597376,0.04193029048059008,-0.015015355000191384,-0.03541920531844178,0.02541102097438779,-0.030156953691850768,0.03610465085538969,,0.05269094242421435
CD34,0.05213576813193752,0.08758963117910673,0.029657390875103433,0.006780801231559971,-0.014313987977372693,0.06334091627590938,-0.04202902379944301,-0.01979214635289105,-0.002889516452700484,0.04984191230995881
CCL23,,,,,,,,-0.0025338164077597833,,
PLAT,0.04572761076661586,0.07941370941313552,0.08339401119122616,-0.002219612276527478,0.046550353183132276,-0.017009756857792307,0.03163975124599605,0.05217709660499529,-0.05851152251823069,0.08455722168504247
NTF3,,,,,,0.061636347884169045,,,,0.04036367679468805
LTA,,,-0.022131974029544504,-0.021958902497092668,,,-0.018148504636185996,,,
CKLF,-0.04697301761511426,-0.009776068257505618,0.011600194760274006,0.015473939899005806,0.06109183662327833,0.0011573933374622487,-0.0004710896778724575,0.06020934786657918,0.03350723706048865,0.038169448115619425
CD24,-0.0300089777842678,0.0900460661223914,0.0013109630153515597,-0.011202651327902715,-0.005912804846703055,0.07895693063185318,0.0014855485142519873,0.019944000005777594,0.04465295723127164,0.02869648569634827
HSP90AA1,-0.091423558481265,0.06461468435371297,0.009073311009608778,-0.008580719539546623,-0.04045390064710322,-0.07156431333760242,-0.07241761520675706,0.027234351938513576,0.03149160715290149,-0.08194585273602821
BMP4,-0.0010895842095781172,0.024738690782588505,0.032406858052576475,-0.015659238297917287,-0.003704548453096794,-0.008634158635590871,-0.015464400407904963,0.10906091991329216,0.01376695326894873,0.08379103900975697
SCGB3A1,,-0.005338748993711981,,,-0.025660419121210053,0.009912408361746408,-0.012663786531194387,-0.03474370004876898,-0.0478326505441366,0.15853895594518738
IGFBP4,0.013460443124391494,0.05736938254509523,0.04082970852808468,-0.07282563893422438,0.03706734575462961,-0.03894252960080725,0.03927679656484985,0.041336783044099754,-0.015288764999280342,0.021072098510464515
RSPO4,,,-0.017144557633924307,0.0014493565910188013,-0.0035629879537269838,-0.012650038367836468,0.06793174657065978,,-0.043735966095391134,
LEFTY2,-0.02136917701616922,0.0887733107478165,-0.02240378834383602,-0.010809621540232685,0.036901706760119383,0.06690070660471045,-0.022404126297508074,-0.028266889056898184,,-0.016184303595291313
PF4,,-0.022350665377801258,-0.020132038429755257,-0.01494819747971072,,,,,,
ANGPTL2,0.0012492961601195877,0.08388443966987273,-0.0068529282412616065,-0.0091308806193763,-0.00321039025110784,0.04962188829254005,0.05011019622415022,0.13834441655868485,-0.04159738857460891,0.04096138457161177
LRIG2,0.01846698574986485,0.015433411747971998,-0.0522986699654461,0.009936899088439446,-0.028312707942779503,0.00904376369912568,0.03296036868942904,0.03668270927435187,-0.06019232251892167,0.06787604494430251
ICOSLG,0.016403278504928783,0.05183161194317464,-0.04432955469692639,-0.02564825365052081,0.008956781747461135,0.02458941283795496,0.0027209876543120366,0.08703011080517396,-0.008951954444170513,0.04994508561813231
WIF1,,0.01610171158917757,,,0.043994740387906135,-0.023804753077751734,0.09216214235472832,,,
NPPC,0.13644949761107056,-0.03268488462405049,,0.0017044331337157954,0.019247442079336746,-0.01758045759823662,0.09353842050083058,-0.024874597312878027,0.04248918922013837,0.04628399542405832
LYZ,0.00474059358803941,-0.006015855126563968,0.04430044518408935,0.002492523120982342,-0.06212045556404723,0.03235136938454334,-0.007589160354021978,0.09742016940235866,0.015456936681702114,0.020814710116747764
EREG,,,,,-0.032520328941907053,,,,,-0.027089146618896335
SPTAN1,0.08531381956303592,0.0609662241251695,-0.023332275147835247,-0.013806165874185726,-0.0016670312057107492,0.036162305660020676,-0.03953430154285902,0.044671922962677094,-0.022963188554306686,0.012786417659120763
LIPC,0.1253278240364192,-0.027363089178417652,0.013105996291454949,0.015524201210799525,-0.028673448025977648,,-0.004714606695757373,-0.026376964184020975,0.025881504955306233,
COL8A1,-0.03681717356917667,0.03511345436330062,0.03486972141001971,0.009556631993229698,-0.015921814749015578,0.0019117742621281007,0.06648668875297623,0.07677548499866982,0.012551420583420661,0.043363917941423455
GSTM2,-0.01137659378029604,0.05424392896183091,-0.028813966996868706,0.0520646406640579,-0.02775758574822372,-0.02957948981070187,-0.016165987659437008,0.012204735382530457,0.03767078320066167,0.10297126723666838
SPX,-0.00020671339754061205,0.0025139204516502357,-0.012117251305247035,-0.02880673234629089,-0.0230045432108911,0.0426128205890196,-0.020857865429610763,-0.032976050365927725,,0.025269837496858624
MFGE8,0.06276069336297309,0.04074357406609843,0.001887194877943951,0.0423897320813795,-0.024951173246998023,0.032109390938203974,0.027048817511914253,0.009506920896228056,0.043193272387470935,-0.0009313439255436146
TGFA,-0.05159388185486744,0.009719629998878503,0.008096997236852525,-0.04602960079239521,0.007098257214829025,0.001286264005564669,0.05986112476966758,0.03031252157316165,0.011315198019495919,-0.006692578755761007
SLIT2,0.061564862514062145,-0.042306835896543375,0.006017716264967096,-0.03277991856253745,0.011503729500767916,0.004382920361731912,-0.04082296132936589,0.021717803350317432,-0.008759388877512923,0.1683597973916029
PLTP,-0.017778321088730835,-0.019906506228140285,-0.047035694426294385,-0.01826738716299879,-0.010471118121871159,0.0768631452042532,0.004946171271839825,0.11449892079281165,0.11844660398578402,-0.011998222696393088
APOD,-0.013577106539065376,0.019538411540150905,0.021854622276249257,-0.012543806006487388,-0.014326396656172805,0.03485319197873556,-0.036411296956343306,-0.015198555876024911,-0.002097419919022641,0.09215058501339786
B2M,0.013272850028035734,0.04623780346823235,0.018723663094304215,-0.001548854696791113,0.0014348254592917312,0.03299534028598598,0.013830360822660797,0.17023818688200965,0.040638256434501766,0.07013252839100825
OMG,-0.056232077119323765,0.021443063730111626,-0.016656178803247587,-0.06655573674345815,0.04714952379965984,-0.031996330317247274,0.0008830155251538279,-0.005027144517521796,-0.017656256536587683,0.06222436584921611
CXCL3,-0.017380511986471576,-0.04905328391497251,0.015008546419006308,0.010200892977107311,-0.021803567346212596,-0.013532867130373293,-0.01307020978522876,0.14723426696355324,,-0.01715522759922086
CXCL10,0.1143059892720969,0.006272346107054003,0.01151622749621248,0.02661742874728148,-0.04535497569233142,0.03430286608823483,-0.020770145076254756,0.05036073192028367,0.12315044909548079,0.0022834721775801124
RSPO3,,0.03283962466749226,,0.016307998445348398,-0.02867343034739037,-0.032861909834192585,-0.013658117321946106,,,-0.022173980282854073
CORT,-0.02158257440868811,0.0322881986506247,-0.01677815731862935,-0.024127488817190106,0.07440188028949722,-0.016175108059151767,0.0010844284995721117,,,0.07582446628651496
NCAN,0.03254098041084057,0.08879226556012638,-0.021574921185017425,0.030937169405222287,0.024169352398077194,-0.03308303233715046,-0.0008794653476600655,-0.0032606988699983882,-0.10955300445930449,0.06203082809164955
PRG4,,-0.03240283013471094,,0.06709455071128886,0.015319828688669095,,-0.015968596919435373,,,0.0813396973650141
ZG16B,,0.051941917089382755,0.004296914289398065,0.09537601422755122,,,,,,
TGM2,-0.07736522330515395,0.03158252931197707,-0.05830740734540502,-0.0001558116668777373,-0.052600778587543605,0.022323748650207295,-0.01188210243063887,-0.006393102011937753,0.002749544042091008,0.04965037603815135
VEGFC,-0.02158257579832188,-0.008403301734453037,0.013247077722704278,-0.030535583006098915,-0.020012125050044172,0.06601306644253278,-0.016296589662374544,0.08310250392099024,0.010957292222963594,-0.02453598051710384
WNT6,,0.017169426808455013,-0.022403788931812316,-0.023697136928976324,-0.028288464326572945,,-0.014222840529631792,,,0.04599512091817129
NRG4,,-0.019844756720664606,,0.0335746048623454,-0.004603289451071395,-0.0010317137228161492,-0.019011872662425103,,-0.03490648079857111,
PMCH,,-0.02287215008454373,,-0.02889197530617816,,,,,,-0.019378592464417338
COL9A1,0.056304738764423774,0.00385192096893365,0.02585842840475762,-0.008578125809359464,-0.0036199021260228887,0.10458915102860837,-0.021663576921356616,0.006606200793758452,-0.030650711785002654,0.050235375422403944
GDF11,0.03534633705287716,0.03245342502476578,0.014407688396680145,-0.01969839650634161,-0.025478684746941763,-0.004073640167691122,-0.007043460247930515,0.05337735402281493,-0.0272382614079121,0.02101593326300656
IL24,,,,,,,,,,-0.014448211576877527
SORBS1,-0.02794293493330816,0.05466789539013451,0.02355815085320593,-0.044500368669417124,0.019851098977900633,0.014766537022483745,-0.02844021630680425,-0.0804059749770264,-0.07069146625618873,-0.0019023402928321112
DLL1,0.0322219478214828,0.049033087701862425,-0.0597252242778059,0.020178344112857113,0.018230094419100493,-0.002982710348144902,0.08016070726457604,0.03809812971694324,-0.07036184057652961,0.02722662489225675
TLN1,-0.03936666041135285,0.02450672901663364,-0.012410658257818329,0.00883888330494061,-0.0255837116154935,0.05213746425203151,0.0504572562621128,0.10820056265950742,0.07734198381627269,-0.04834321162378936
COL2A1,0.0026447422558501434,0.09012369056346589,,,-0.01833646980388449,,-0.013268946285500498,,,0.09073078435312819
SHH,,,,0.04691865992587196,-0.03854762934729178,-0.014524502209217962,-0.012663785424300609,0.09643991169464478,,0.01088836060597469
PON2,0.058368647919572685,0.0619984609223181,-0.0003906138993087403,-0.006258115721415412,0.07304938277968238,0.016955714170193394,0.014938001380595818,0.07797823837298212,-0.0066546749454212736,0.07918338764694849
ICAM5,,-0.052286517723123156,0.015719408419527885,0.05725659932820246,0.014777301485336927,-0.038440693722668,-0.024731688874299336,,,-0.04038672559159342
HPX,0.018623304758880913,-0.01467434277759486,,-0.0433195391742053,0.02468306856510182,-0.012650038928549882,-0.03218881508947806,0.2316593186226279,0.19124056715100507,0.0448772079112108
SFRP2,,-0.02864565540555872,,0.008093294336167624,,0.014080523017714217,-0.024843106168588154,0.013871373152647332,,0.024773285933278637
CD70,,-0.03828005348819226,,-0.026048638962351708,,,,,-0.03788366626384085,0.08734222307290904
HP,-0.04022328066806425,0.03399313190952462,,-0.008794650067492905,-0.012260019798788853,-0.05864900581407317,0.00787131817567346,0.0866993978077276,-0.07366624476372158,0.03484860892674386
CXCL2,-0.045170845865008524,0.07866196778830349,-0.027162178265522488,-0.01519110292257297,-0.02441660604542098,-0.017580456222335727,0.001959580107647409,0.0026262411599482817,-0.03438848995242505,-0.009584099770645432
NPPB,,-0.027796610647233832,,0.0003548329826118167,,,0.024202851631204284,,,0.03953905673728066
CCK,0.01639217083079536,-0.007616794619017614,0.001067350011671863,-0.04136080772318144,0.02301640440016981,-0.0025329472105306426,-0.07066398376185005,-0.026376985473842,,0.04279804731591593
SEMA6A,0.10306998735915392,0.06795225787397109,-0.022517278179656357,0.0028163759941433578,0.025521938767571778,0.00017037881703478849,0.013434353430790347,0.01419710674718283,0.024837010696813024,0.09835822271931471
IRAK4,0.03228040300420393,0.018160651877967355,0.06952173570112645,-0.025504062542262985,0.012956379735131446,-0.006269652899628798,0.08417315022748291,-0.007366412477777596,0.00043655585844988885,0.03387231050058754
GSTP1,0.023433366977283213,0.07404028063561455,-0.0014678121992311103,0.010553517841405456,0.0040644884771674885,0.005215560009750882,-0.03193141279964971,-0.07981138196997527,-0.0053006083946348925,0.01587265261169919
VCAM1,-0.002421836629542855,0.033048938698725855,0.033975058176291394,-0.019428397598124925,-0.0860598173421093,0.007108652458681569,-0.004163154184932212,0.11691448600209829,-0.03380849971307206,0.09968593854464483
NXPH3,0.06529639319300255,-0.000240245890214518,-0.04301300200576559,0.015539018254997282,0.0451003708581868,0.0028463822277170294,0.0063238148501287405,-0.01807854108826579,-0.07416098842764138,0.12228488349285718
MTMR4,-0.00422377112362106,0.0007035496434145099,0.0072475523292251515,0.01280973367351244,0.0056757235214294705,-0.04576420184653574,0.005361996482086376,0.048347252055250006,-0.041216027267607355,0.026326146650588047
LAMC2,,0.04242954423422169,,-0.008219450447613977,,,,,-0.008078361827825897,-0.017762758131445292
IL10,0.06084388670623524,0.00899899981923492,0.03776807672791348,0.022355713543982237,0.05523717047611463,,-0.014587765705660092,-0.03268714842135075,0.001587536296409095,0.06923933336621926
SEMA4D,-0.06529587626324515,0.04266160174681681,-0.019240452333806182,-0.024452927749316025,-0.027251696080617407,0.02190968042308605,0.01648788236922329,0.06591654091220994,-0.03750932369667485,0.03869312523810527
TRH,-0.019816946161487405,-0.027972908837469276,,-0.042204205216526916,-0.018044476492588658,,0.021080356125996215,0.02233847334236876,,0.021777764046432186
SEMA6D,0.07127971012897955,-0.012388106377750875,0.03242654675560802,0.01354723311332561,0.030561849040159576,-0.017957419532600653,0.035609904221773306,0.050611787924491565,-0.045274100593712466,0.022011123101214947
CEL,,,,,-0.02483033142899181,,,,0.13833714867691976,0.056167853641191444
PDCD1LG2,0.0007229727281149682,0.009174323260041266,0.013316163575139865,0.02328549698890044,-0.003596334927891498,0.010041468029153866,0.0026273693841921994,-0.004760825727190261,0.033109602792984284,0.028046117565364754
SPINT1,0.00471943689101407,0.010907848979230991,-0.002259453896290982,-0.013086954099990729,0.005059402504653109,0.033701127992911965,-0.021411699579654782,0.016574495645965664,0.021992126926182416,0.0835471820771105
CTHRC1,0.13631059830453854,0.08281409051729098,0.01727834878627781,0.028204273936849707,0.025509713510890035,0.06695651526304128,-0.020887413104581205,0.11063994652001503,-0.000462596812144706,0.05454707029862802
PODXL,0.030351439527239395,0.054371550399064474,0.06378550948260577,-0.03127096142653856,0.03477943847352574,-0.00406866581281191,0.0043220642340889145,0.08752912269956975,-0.010056268553954719,0.04684993978656961
JAM3,-0.03868649890235286,-0.0028842735062266393,0.028398683772914487,0.012220234218943441,-0.02695034789162572,-0.008706141851313838,-0.0021665540710368893,-0.01892394898407721,0.0010192635997562697,0.010462160995770265
TGFB2,-0.04464383056292138,0.07487441603817649,0.0010920294992566605,-0.04285839382238827,0.03617926497481874,0.003637453366462847,0.02107954962045287,-0.006715404003669938,-0.01722113522336977,0.040135834002756714
COL18A1,0.01135253115347203,0.05194877028840188,0.006256289489760027,0.02357448369397053,-0.019183467586696715,0.030038778694490554,-0.008620307705662012,0.02931224855554488,-0.025769300253101934,0.02434936587300506
NODAL,-0.031351426899168366,-0.013097123886555725,-0.02157860496849737,-0.026112497276637878,0.04817610249793144,,-0.022404123791360586,0.02467151173080713,-0.014148041916763082,-0.02159863487698205
INHBB,0.03989454625377884,-0.0016892173679781217,0.015301365614577043,0.008670810877131216,0.0013150396957919872,0.03775764172359021,0.07646250066548976,-0.018928866771942315,0.014777046688852047,0.017815130156150757
LCN1,,-0.0058115610135323105,,,,,,0.05767493842235662,,0.05175237776350031
ARF4,0.04878824135709261,-0.007672869593384695,0.011348422826004977,-0.0518613242737834,-0.004226716057105672,0.005834127701837698,0.05486711803121137,0.0545191459672026,-0.06155168848093106,0.09158491769868876
CXCL14,-0.06348637784706013,-0.045135179016706134,0.026148679272040398,0.03078449282323954,0.002366405181200328,0.02404606473269459,0.017917035323428167,0.10911632806032112,-0.07328820583412768,-0.0317509979389287
LIF,-0.026766509496636306,0.04794154357247234,-0.027306486731204973,-0.006516648494102001,-0.06650768553037706,-0.014996909944365023,0.06046526535983144,0.05902022942054436,-0.08496139716620647,0.020620239370806735
IL17B,,,,,,,,0.09500076418810546,-0.03333137975359585,0.023035133072375598
MMP1,,-0.0185609922171942,,,-0.018044472556238162,,,0.0012762585710266836,,-0.03158568755695375
MATN1,,-0.01674453723987694,,,,,-0.013268944634243624,,0.2574894813222662,0.029661094490317653
ADAM28,-0.047052962726722755,0.039195271687450524,-0.000318359967690234,0.011322662388079007,-0.048712475887927716,0.01485434676016972,0.039582017647321985,0.07403947852003988,-0.0012406356574404054,0.04821435567414729
TCN2,-0.0056709162330160455,0.046078083930743974,0.04419590173775318,-0.03691015370638026,0.009427300300450159,0.07430292738861223,-0.04382267684078721,0.00016358284608616525,0.030356775189681193,-0.0028943332824665495
THPO,,-0.027869887106950705,,0.004698284707474792,,0.07498106035433932,0.08990068441499538,,0.06969666855433768,
CUBN,-0.004069921058382867,0.024506331593710965,0.007081560428965127,-0.014147753744109405,0.02492015815514297,0.0037858701859036586,-0.02947030631163804,0.029739836631290605,0.08974457476920221,0.092165939773532
TIMP3,-0.04064468908220011,0.015730186998753004,-0.02680665994197814,-0.014956006268515672,-0.023552083014968916,0.03189342971240029,-0.04470760434906985,0.08486321308957244,0.13656449773585377,0.018088902340845897
PIGF,0.06661988494360614,0.035730667138038616,0.0473440212410714,-0.005701468663778784,0.019363626797181954,-0.0019881428208154044,0.002369865136692711,-0.04972378059792599,-0.04339185630333304,0.058800686227569385
CRH,,-0.02556172589388455,0.023157558884243715,-0.020081778258147172,0.002186209167716298,-0.028235279903775817,-0.018148500723620467,,,0.009868037217190503
BDNF,,0.01507627669576481,-0.024225631599981905,0.032106035017562,-0.030331939671970266,-0.0017213246922359266,-0.01494424133090677,0.13394561455633958,,0.03453331603527456
CCL5,-0.03817932583332356,0.043347784177819204,0.017947630179841318,-0.026303556792986557,-0.0630241936235054,0.029758812809949544,-0.018000921128912085,0.0628492151734935,-0.023084701501081547,-0.014732558137743944
GAD1,0.05032799585347689,0.05413408690803321,0.07680435722199244,-0.03320052721624179,0.05131521559736718,-0.031162121374543564,-0.06459032524100976,0.005812367619578765,-0.03836042049630737,0.10613775643628748
COL14A1,-0.03841681587068269,-0.05169832741262855,-0.01278941011519055,-0.024339246941358555,0.03092775177901111,0.06392581846066193,0.07042953372578004,0.05288841922770097,0.0402558803716786,0.003085698990081216
HLA-A,0.08102593118103438,0.01116647893646258,0.07132956078290235,0.027389510348200134,-0.048712971721441865,0.04564522440971249,0.01282032670438994,0.030773316858349217,-0.01970507826510762,-0.029502068566043257
CD5L,-0.03788916627163617,0.001808180268714403,-0.020264286449503503,,,,,,,
FGF18,,0.008111645018278638,,0.05718210656028593,0.046205744894958496,,,,,0.05045949374922141
ADM,0.030904523179393753,-0.08742835776029069,-0.005299136413833634,0.010289819348346971,-0.03479475895027796,0.007084147392174711,0.11267557775493525,0.05004672058829026,-0.02311243571558681,0.009886825226896599
CCL15,,0.006152114860355265,,,,0.12250540335468706,,0.03354623227469823,,
GNAI2,0.048031297156876526,0.04207033703067626,-0.024463983339861748,0.0038232825259131424,0.006925312184733782,0.02297545141090868,0.04312009234697637,0.05209043229580129,0.0565509760310767,-0.06129552508680905
HDC,,,,,,-0.0038485781315076785,,,0.05563253268217394,
COL11A1,-0.02495800939492619,0.04642432931490988,-0.034330609555458885,0.02816092558861367,-0.002339637906776181,-0.016001591510136425,-0.0035143683749876333,0.051071048440247666,,0.01825547282882906
NUCB2,-0.023000291719888627,0.002744430534480194,-0.010384095313767211,-0.030488989328944015,-0.014913652931276077,0.0033066466836861185,0.0019414163995302668,0.056093005351475274,-0.05074046741895941,-0.007261239586264104
CXCL1,,-0.007426535917956414,0.01579074381231139,-0.022630225563695983,0.0029039131780541788,-0.014201288306068809,-0.018000924180815534,0.16540511732376717,-0.08578488990062871,0.03183635238737237
VCAN,-0.01013298304398621,-0.0034225670270769323,-0.023966201316924552,-0.000923641743722517,-0.039984334319126166,0.014602281088934889,0.07464812406718968,-0.030537023046037576,0.029246622834301465,0.02226874086314022
MMP7,,0.007373127404782761,,0.013878974767286984,,-0.02743381249041008,-0.02050850810642843,0.06920419155561788,,0.005553392314908526
PTPN6,-0.011058993118206462,0.03573971502163817,-0.04589352184916864,0.05516229530181543,-0.018426257263891466,0.010789500937493788,0.015130173542561963,0.009255757715025662,-0.08570054593532084,0.00288735499162472
PTGS2,0.02765625846661174,-0.03581388502943854,-0.025926971660519806,-0.019550628446753687,-0.07118634588067366,0.05678827066727914,0.08457188676449656,0.09293490290825103,0.020262677121296722,0.014074435555782649
XCL1,-0.019352528520837565,0.03240481116400935,,0.01694959660775253,-0.019187008451482624,,,,,
CD58,0.007972648719977616,0.06435336521176842,0.03180208537252814,0.037975923569389766,-0.006021205797842078,-0.008214348097196655,0.016636749664445297,0.03259149114976481,0.002695355317136435,0.06789075709423292
TNFSF14,-0.03165762028188262,-0.02822404711511584,0.023465102266804292,-0.020641957955769022,-0.003364173978897372,-0.013870921783701237,,-0.0326736778082372,,-0.01890695358314733
CNTN4,,-0.01575466502129324,0.12656445353304477,-0.012698487929465168,0.06429481539883102,-0.03335958678777983,-0.00919398645608354,-0.006585020331076701,,0.05987550247462883
NTF4,,,,-0.021958903609970697,,,,,,
INSL3,,0.030208379471808853,,0.002053005842366777,,,,,,-0.021026890431265845
BTLA,,,,0.06648691976969993,0.06936784731108452,-0.017713641538549128,,,,
