,MGH258,UKF251,UKF259,UKF260,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CEACAM1,0.01700773538880689,-0.013221174095439842,-0.03128621876123519,-0.007835310493971702,0.026062549032644825,,,,,0.14553749827789988,0.007793384456968909,-0.020334243532079858,0.08848859832857725,-0.02796597405051595,-0.022198080562381917,
PDAP1,-0.03216332364507693,-0.024421959726512302,-0.0026048451527227287,0.0003293306901388167,0.028194938529157932,-0.015199982351915052,0.05772411284522296,-0.04324534237937711,-0.006900836813687963,0.022593642358774993,0.09334102923640782,-0.013279786485983316,0.012874320424316198,-0.005482996220909692,0.021450346142100483,-0.0002182383880402657
QDPR,-0.044833045837963964,0.020398228343350287,0.014070921470334053,-0.0011851395617217648,-0.09567426713046294,-0.052064924793388014,0.10088045269136729,0.04319922152140535,-0.04868158235360552,0.0341192571857535,-0.06935631213316039,-0.015792600216338392,0.0049485092701578364,-0.1265928954694908,0.007143874303883888,-0.06625997231813105
POMC,0.012856741746451622,-0.023491917027138425,0.08422852439534687,0.0956759877756023,0.00560294002186542,-0.014700917400769417,0.12750948334378068,-0.023584486310744626,-0.03671456257586775,0.0015559975078088659,-0.058206433055314415,0.03148728217934174,0.0635421845279078,-0.03562792913545333,0.02808588967864336,-0.022511675254715806
CCL18,,,,,,,0.01369123840304468,0.016686752755188064,,,-0.023735735670933168,-6.782618383490721e-05,-0.015351244369120578,,,
CCL17,,,0.002722858686155357,,,-0.015263946019111355,,,-0.01565443521717995,,,-0.014426161580958398,-0.022230507854607503,0.10064888726394441,0.0996180451601397,
VEGFD,,-0.018936679335939496,-0.02531562655554923,0.026213454194204816,0.08585065415569558,-0.011196288998412855,-0.021864772948659097,-0.015934632317913044,-0.016777343092345527,-0.01518816924692496,,,-0.015399751345296819,-0.026243009792515277,,
TNFSF13,,,-0.015673628171622576,,,,,,,,,0.040140450752517196,-0.024163802001075468,-0.02668290979787115,0.012079538550098579,-0.02644441888281726
WNT5A,0.00949221982289646,0.011036188200900365,-0.003052589003395789,-0.009127933824542548,0.04795834963706621,-0.018005708464365167,-0.011573210068074232,-0.025122692722534225,-0.02690077981963686,0.04548338619485209,0.09614776819605045,0.01236117972765182,-0.018514777240589253,0.05338498345173949,-0.025430017516795952,0.02550625290516204
CXCL8,,-0.017731184117393724,0.052811197863081735,-0.012473737387633676,0.0033491512170264782,-0.010426471146152526,0.01788124984626494,0.0027878760255236053,-0.05044305106262916,0.004445648611781846,0.0860157567756949,0.01249312014039826,-0.037197013340499525,-0.035327257883414696,-0.012610431716974237,0.11396354297950721
GRN,-0.014711008640731245,-0.005952548669113716,0.030428158516908006,0.05059328309767664,0.04312372063936991,-0.009142118105328945,0.01747823492034472,-0.015336647807260021,0.02201399582510329,-0.0423482592468978,0.01841806076994169,0.014310129344116684,0.05939383338370779,0.10250406070795669,0.0066802879797347526,0.005973941293869546
MIA,-0.021577635926627117,-0.016840958305931335,0.0021470217734921994,0.010543391638811654,0.028091202010766342,-0.012733420819186759,,-0.02161022412630365,-0.008477618419620744,-0.006630934682379731,0.037542197626181883,0.025436709896187442,0.06875346319459781,0.0177431628209545,0.11016172461225152,0.02943051032121525
COL4A4,0.10208854245979827,0.10005103368689444,0.01941585767080521,-0.031339192113174395,-0.014302195277928661,0.08708754000528415,,,0.08262247999728353,-0.049941616437161905,-0.006028142860340401,0.02191327832927018,0.04073897543122921,-0.03832897198302027,-0.042466797177017075,-0.011761885385211479
TAC1,-0.016485138323760376,0.0700962922343795,-0.010512624622748558,0.061674119437543584,-0.027000040397044008,-0.062303772479211365,-0.08098515549060234,,0.013825259284931469,,,,,,-0.019010180182841285,-0.00900206330055443
RARRES2,0.021852345821842284,0.0351128907251229,-0.005629563504943911,0.022834254292366706,0.06319015719800164,-0.03809994990262125,-0.052124768073268046,-0.02571026164954654,0.03568727329836049,0.11166917363811973,0.12110735621854765,0.046337124214459784,0.01270125888957279,0.01525957305520041,-0.05435039266249403,0.10211178384526362
FGF7,-0.018759978992912714,0.09892244972896097,-0.010390618839009469,0.008953413822960636,-0.0306193074246332,-0.04440359902009437,-0.01576530139172763,-0.02313431297882841,0.04322001343888276,0.06487066843352114,0.005742751172119521,0.04386556474208424,-0.01561624435599682,-0.015505647621520308,0.014730152876282843,-0.05803733161707509
EFNA2,,,,,,,,,,,,,-0.014636433054956832,,,
HBEGF,0.013020775501554095,-0.04709345737019321,-0.007425888049397994,0.0328090015286756,0.0489392880236004,0.06673436337442348,0.03674717655920904,0.07326781343495836,0.055172356390790246,0.07720028458131509,-0.021798395039011584,0.01627307128975298,0.0007520300698218225,0.037378652836638035,-0.002274982697118326,0.04786836038455254
CSF3,,,0.0054794942697498315,-0.004741353870287087,0.009917743792785766,,,-0.023939016243944077,,,,0.012209378041421281,-0.04369338000692165,,-0.01522498206524291,0.035445271436626964
PI3,,,0.05265866705120611,-0.011405436863071982,-0.017038209396903474,,,,,,,0.03415501003559401,-0.0300481505006898,0.0750715070566738,-0.033078828023338884,0.048758739458427756
PCSK1N,0.01082686629234307,0.04584104294824967,-0.07246535034382202,0.00254919246414598,0.011516328188694752,0.007462448154340225,-0.11439472386215331,0.03940942429699507,-0.010640790236062223,-0.019481583506867114,0.09457043137979719,-0.018463656767908922,-0.01763363220492147,0.032184097385082884,0.012463711538688084,-0.1009871639801585
NTS,,,,-0.03591468234576316,-0.01859836893992577,-0.012554843948923856,0.22082914474376564,,,,,-0.02018725495999709,-0.017831716217815763,,0.05137718269209393,
SFRP1,0.054111566927411384,0.051057124163207034,-0.005352326714815759,-0.012021175259440716,0.0107457292462635,-0.01526394617283183,0.08299504063365006,0.009512020264257884,0.0572974452588114,0.01310470573432605,-0.013190228469234865,-0.027641475255075067,-0.02919907654338934,-0.07903684472749506,0.05245365513731927,0.09353798597372519
CXCL13,,0.009874268321913677,,0.0028554451596812047,,,,-0.02585055326026998,,,,-0.03240411668837938,-0.037605168926924296,,,-0.025217527028211315
MICA,0.008417889956367419,0.00969034437771601,0.01902588364111152,0.04808854757424468,0.03252381165069889,-0.007369270052345233,0.003953413026907331,0.029291013350353088,0.01873107176354058,0.003636325962751936,0.03560202994343072,0.04876574075930184,-0.011864788193743689,0.09612181466883449,-0.021310838784307472,0.04102398249439909
TG,0.05224458945515246,-0.017978132910721777,-0.021395888468498027,-0.014718687587874025,0.0253869878369077,-0.0110464514484964,,-0.03401141362602719,0.07671625179345426,0.028336334874729523,0.03472483565315034,0.06920352837220865,0.11089765344560808,,-0.02969161907653059,0.06672059229885993
ADA,0.0004700882508046985,0.06272065385323526,-0.013512925747630652,0.03150172177592969,0.01385171408719442,0.04549309354934293,0.004666653553024747,0.0019318749656879245,0.02125399110944944,-0.11171621699937843,-0.04182979066835969,0.035705472304805495,0.02956733068365863,0.033683684707630335,0.04468778154202041,-0.02061716174566464
LAMC3,0.01825648491427462,-0.0211923140235766,0.0009941727333501863,-0.026328283331378387,0.04724571749287092,-0.03609176241599677,0.09680108011352281,0.07069700652017709,-0.056579598564228124,0.04532559387674706,0.06415532617758658,0.011597003883670562,0.017764636367032998,0.043691351193698054,-0.020245954011677073,-0.05733845836409216
CCL7,,,-0.015469193177886044,0.06409404918966279,,,,,,,,0.05853823047402221,,,-0.015954305375453705,-0.01287755181686557
NGF,,,0.051085997717167535,0.005581629137141848,,,-0.01968533217281173,0.02993872899589873,,0.01742707485674718,0.08897679469567586,-0.007204908239693674,0.013259734374876465,,-0.011385749874762666,0.100342130796962
TNFSF15,,,-0.017225703192122663,0.0059435744655656954,,,,0.009888444743254185,,-0.01566040892743554,0.004288322111037808,-0.021078525812337292,,,-0.04215403702116563,-0.004509480888795799
HMGB1,-0.05046740330266452,-0.022209588977971408,-0.034622865162553106,0.021059491513130617,0.029426785446863182,0.02216419639191959,0.05804039009383801,-0.019964887160222853,0.030286455601403882,-0.1675213897634136,-0.04409164976785754,-0.040850128096160926,0.043939906318691,-0.02129937121033581,0.030045927082753825,-0.09165163757754688
ITGB3BP,-0.04120938656084776,0.01652501020368231,-0.03068039123964139,-0.031527473390013,0.05290468875420104,0.026529591830792922,0.0617172366103317,-0.023896504147558242,0.05823724962581796,0.07945549267121728,0.06208055739608015,0.028305163480676195,-0.0006637435231640127,-0.0039597353655343535,0.06321497143182049,-0.0507120002359064
AANAT,,,0.0024915912957175095,-0.022631668999608265,-0.013648974969543357,-0.012733421527452136,-0.01850710728937342,,-0.020998927480944993,,-0.024721763659175618,-0.018968148407678707,-0.019696674677977796,-0.03077844637873173,-0.016880320416515784,-0.018982999154301128
RELN,-0.01582761248246344,-0.006622846475318083,-0.005392459920351308,-0.045556180474710245,-0.029451643534512142,-0.049797093047117685,-0.0024290283406210966,,-0.008480032533785455,0.06565689485550137,,,,0.03435859139428555,,-0.0032229909763422725
IL15,0.0775995998070174,-0.02290386627885976,-0.014463122270973147,0.0571374549217889,-0.012586574622851385,0.0145369255136964,-0.037925196689456424,-0.002304929056717236,-0.019475534683936438,-0.057155080593235735,0.07341932711472793,-0.03475042503984934,0.09867641921286836,0.05436376785871953,0.017833560425154202,0.052298766591203215
UTS2,,,,,0.0016223035753708877,,,,,,,0.036684869832559266,,,,
BSG,-0.0014048624704969463,0.038676599396508894,0.034448173293027885,0.025654229749020638,0.008434774151275486,0.046204319256944695,-0.09056713130056508,-0.003412319636423246,-0.031973193524467466,0.06410336394785844,0.14249724536478325,0.029788353128160118,0.05860126795547062,0.06368880427206786,0.03144811141049126,-0.06720787085806879
ADAMTS3,0.018574917574268393,-0.03158888296763952,-4.827551847313112e-05,-0.016656359339996273,0.0421141982720348,0.030583797077104083,-0.02971806561414915,-0.029909676559706517,0.053884613496915715,,-0.029601795201997076,0.08995936742522785,0.03324639735022586,-0.023942542025922338,0.06243491177738655,-0.049453911791554186
CD34,0.05262905611678782,0.028405456005330305,0.0018122754199942112,0.017228648661879155,0.03812561146138952,-0.02382388593882377,-0.00665478278674013,0.019600514567074522,-0.021075833730254505,-0.1055647958565752,-0.015458705793769519,0.035150323844252276,0.07226829657015639,0.011637541845414665,0.0036429269669055876,-0.007713530678660221
CCL23,,,,,0.1585396689872473,,,,,,,,,,,
PLAT,-0.007950807273240396,0.015201146711169579,-0.011875035857128144,-0.00949825546895637,0.08798286447808422,-0.04013086521029043,-0.07654350531606184,0.023324648211436854,-0.005936074456572335,-0.03780855716321723,0.0646007691788546,-0.0226070327448049,0.018497399273471094,0.08635925916938804,0.03607112785424521,-0.11395234108618604
NTF3,,,,,,-0.02055477996060242,,0.09524809598235062,,,,-0.009186639775772665,-0.045271761532242896,,,
LTA,,-0.013221175452169122,0.009585107831915057,,,,,,-0.0025037309839887733,,,,,,-0.02271836735528906,
CKLF,0.019570706719523576,-0.014450498630444052,-0.01652815640619012,0.028446474169409812,0.06405171600898854,-0.07047943583613035,-0.006730542350318066,0.0714291782816205,0.015062338325075326,-0.0314554879520442,0.03830147566944127,0.010884720249193916,0.03847054961947217,0.00710241073694356,0.009259905337926892,-0.07431998515736941
APELA,,,,,,,,-0.02810303827898496,,,,,,,,
CD24,0.11788308624600194,0.05551164699094494,-0.034871435724589644,-0.024283349648227853,-0.0343808957577165,0.0401518004967567,0.02752412807920508,0.03683012825217467,-0.00884092842512935,0.06631999173391945,0.079887315254278,0.07333952972374892,0.0071082310521615585,0.014934981780345967,-0.004578520574342188,-0.002328199094579937
HSP90AA1,-0.011212767762493267,-0.01331986860009772,0.002412987896019049,-0.06052490909452644,-0.06434515200331789,-0.002542347602005679,-0.15091690116058362,-0.011536342809129196,-0.023228804117163587,0.015135959459400163,0.010969512563979674,-0.026326040812430458,-0.022644807379668525,0.03837866900999725,-0.022402992989891523,0.023722473098596788
BMP4,-0.019648238971157462,-0.014015221004679545,0.05178318469874502,0.01853669479771257,-0.03153739375088566,-0.006946565303736663,-0.02951923770996839,-0.03030859563684062,-0.01659516911863957,-0.06736156547697329,0.10309713300046512,0.0005887654828244652,-0.04847540718540484,0.12904755879716073,-0.010088254577427702,0.13200755184612295
SCGB3A1,,,,0.0011561964119419614,,-0.010740765600047678,0.0006518285034352157,-0.006377359800786083,-0.013589772226803838,-0.06843535059667803,,0.021717472340975357,0.016194208195318294,,0.10848518334795332,0.06690753321291576
IGFBP4,0.07335199000446625,-0.04377012389823096,-0.03555472321011829,-0.04915647229394335,0.08916587660834456,-0.019663623870233155,0.011850694812445621,0.006980729399517319,-0.08239666861478977,0.028710981191910772,-0.04311891985408817,-0.04698204272417941,0.043543581900344304,0.08031732120697113,-0.023157320279985256,-0.07958283592691447
RSPO4,,-0.02137354011505919,-0.020754645286105357,0.09018642762771419,,0.09409096896729698,,,-0.0025518241624079108,-0.06257412331061829,,,,,-0.0019074304038063108,-0.023936809999838524
LEFTY2,-0.018903038976906105,-0.013383551602387888,-0.017465255077960828,0.07285078708413593,0.05122398250280363,-0.011777379120193448,-0.01968533217281173,-0.017237181581033927,-0.02404233303946611,,-0.031592318791086635,0.005527956707391695,-0.016829268326920006,0.1024052976412533,0.04055365574262134,0.01381139444940757
PF4,,0.09467897577764636,-0.013496566286427746,,,,,,,,,,-0.013415304222334676,,-0.022718362098090344,-0.018751057729821767
ANGPTL2,0.03925299886622886,0.01034144553331761,-0.033854761860671385,0.004053821304225791,0.04127111885331467,-0.01921819956261869,0.13809437442033082,0.01862284562616779,0.04006741714803604,-0.024314296624220945,0.09811812770177179,-0.018134560102506664,0.08071950657280556,0.028365837526635095,0.08006736259334578,-0.10586885842184011
LRIG2,0.047607163303194276,0.019383987609980856,-0.011233705927688709,0.036785653950546775,0.0649469566402898,-0.0313983840696978,-0.013567498230796116,-0.008849001156073434,0.030794517411500223,-0.016275918845517306,0.09127242409494372,0.029113085912024796,0.006643575875026908,-0.008278680799876764,0.036043342664204725,0.0015612973970287299
ICOSLG,0.04937136224180094,-0.03682963442065167,-0.0026734618001631022,0.055157044593835323,0.05405211346244617,-0.020383964376276837,0.05697417990452185,-0.012940733560676248,-0.03905907931779861,-0.0009299362581666925,0.05831967518902317,-0.0039248228887188595,0.01677679709363538,-0.037030240793903386,0.028123453983789747,-0.03071062846357677
WIF1,,,,0.08644810079399133,-0.024207897099023205,-0.020211894078207754,-0.04509351247032639,,0.006992117723283917,,,,,,,0.010060651500487416
NPPC,-0.01751915886436377,,-0.020936502650217716,0.02389163851013421,-0.036749324994390056,-0.014927033507189871,-0.04887309660314984,,0.006373509928786119,0.08578990419128767,0.06784296763855863,0.07959107530114162,0.13840314084784525,-0.011928402702995831,,-0.0333244673270034
LYZ,-0.04205569987730521,-0.03004564535963176,-0.03884176141169976,-0.020598616681544304,0.09648928105466827,-0.02140806210312204,0.07033210401196043,0.028509697847692854,-0.04445811505693506,-0.1257625983053743,0.04066679192762276,-3.713460077111201e-05,0.08010364242014464,0.08056236242244787,-0.0223525112749919,-0.023303062425602875
EREG,,,,-0.026212483355568895,,,-0.020250453996581024,-0.02015619348553163,,,,-0.00019196379943639685,0.007882153939526845,,0.09787487571212235,-0.021588022125171646
SPTAN1,0.027918944446827115,0.035895511030149256,-0.06033725222904889,0.005722470468950926,0.0012944523386613834,0.017644392409558823,-0.08162067171518812,0.03913545517284346,0.018280273646182496,-0.02183333659058602,0.06269644870009437,0.028621352905877175,0.03475889562381585,0.007804415470132,0.02652817997698268,-0.08789820612078028
LIPC,0.031659072074045634,0.017985624668391022,0.0468219878253666,0.06814526764026652,0.05772088752234264,,0.07291269607938863,-0.025202730701471946,0.060375099399808424,0.004391170943070564,-0.06082193835571752,,,0.06200340458053568,-0.028724608540313543,0.02436110213559546
COL8A1,0.009198316268607511,-0.0037361216190244344,0.06468130788057104,-0.04496302784213181,-0.012719443574148887,0.0406006535127691,-0.000755941378262292,-0.019525436409603775,-0.023340040421832596,-0.0013405814465230826,0.013813555068514378,-0.0017994996229361937,0.04793777960802345,0.04844809847190228,-0.03711156765553292,0.02164750739649643
GSTM2,-0.005277306380375106,0.03856448193846804,-0.027229261592128642,0.07135169445161606,-0.04140804620247455,-0.03174621465464727,0.03802571478570309,-0.026015531272244787,-0.00028666675096731853,0.03684545021225014,0.024391054527087033,-0.0016734087436172116,-0.020003067505634763,0.0596580389584637,-0.0327930512671906,0.016998419322150144
SPX,-0.03971352462431437,0.03464567084612389,-0.03224430918161783,0.0557160253193275,0.021289853984675013,0.05650270282327434,0.08880349553145775,,0.023851689365096452,,-0.016362555655765883,-0.021799783177702845,-0.01665681491725959,-0.039597945265814664,0.013142346025005929,-3.435881114359869e-05
MFGE8,-0.04110469526867787,-0.012002485994484216,0.008390704682186799,-0.01993262243913704,0.007414224905314625,-0.032859827541309936,-0.031081308564183223,0.030158350808130067,-0.015817162650778975,-0.012545250559875133,0.03356365165834699,0.08025286458199411,0.028976449159631188,0.06750866208258864,0.005060961573665359,0.04718895340508328
TGFA,-0.009712946534621675,-0.04383636799740942,0.04419562062670275,-0.012995101051058295,0.05397594182529116,-0.027466005036802958,0.02599991442366258,0.002496764907139675,0.08718510778359963,-0.017683362751637344,0.01945435621460156,0.0012905783278974571,0.04140924859934524,0.03407951917582632,0.03199476458129919,-0.052419910576718534
SLIT2,-0.01964823582714457,-0.031358609493386855,0.0012120008135036128,0.056731817295432155,-0.008428011711247652,-0.019541859266010177,-0.03872780466740224,-0.03338394822398732,-0.01772703137547685,-0.05210899252341818,0.11723434887779191,-0.008350495541477735,0.03433794145910852,-0.04341288692193376,0.02288882221898684,-0.047990712156123494
PLTP,0.01844894264330537,-0.00931136073779471,0.005176460576100079,0.009748781674630112,0.08377755713788679,0.0034803789526788023,0.05035159301960498,-0.03092196442859405,-0.03190274409865669,0.01896152883698479,0.053859792609597404,-0.029096201775231183,0.06271745051459662,0.14289356644321086,-0.025822631405706502,0.03349489675387641
APOD,-0.0425804708835569,-0.06476489853736513,-0.09212823998097457,-0.0283149703218241,0.0004339267913888706,-0.031021928804616697,0.06768594591119326,-0.036765100690574246,0.007315901684445487,-0.015169172054962928,-0.07729153025112931,0.0195019665922596,0.016900464436705648,-0.0602443438273943,-0.06951130684868842,-0.08151550881790987
B2M,0.006098692456048327,-0.07617125779082118,0.01007969646220589,0.026069521300462382,0.06736975724179645,0.014673626285351639,0.0999660917101151,0.02494198157266066,-0.016105198113570366,-0.06906054212521047,-0.07780081928029559,-0.002112594834798483,0.08948476441241443,0.09288025295583044,-0.030571412146175078,-0.089737212071495
OMG,0.020653477327000434,0.02873968272690856,0.003306275879105056,-0.024362556090911997,-0.08746083013201694,-0.014175929217526867,0.034270999885747166,0.01724864629665075,0.050673213158008115,0.08421253376361816,-0.01798188182239867,0.041620106509570556,0.02096418405589155,-0.11303679669601037,-0.014007154389515252,-0.07306957252952366
CXCL3,-0.015374691092233418,0.027481608664191384,0.0217459443132481,-0.02621913349645937,-0.017920451678758637,-0.011490347163869747,0.028623080601753347,-0.043846398627613505,-0.014025913458053936,,,0.020193014136890328,-0.0006001895295985048,-0.02167419676207171,-0.011014995758748253,0.1107370849031969
CXCL10,-0.04585060888999946,0.04774867747225045,0.017869190122061483,0.05081537442586556,0.09573786861646956,-0.01745467833996914,0.019520081848943674,-0.017393658426475205,-0.022288873869492794,-0.05069385165381184,-0.0036821139567891604,0.05595518053383032,-0.017993812011737456,0.006635511895492005,-0.009629543488703067,0.050479389502183544
RSPO3,,,0.058336426557299245,0.0424134229556678,-0.022412340628370567,-0.02790205126710962,-0.04349192773110927,,-0.014656809240664427,,,-0.029926565707025583,-0.04433002897281572,,-0.016190500243894856,0.007203681292160249
CORT,-0.01909180896207224,0.03773886174034675,-0.035149315830856315,0.03561842423215791,-0.03878957681061228,-0.02928996358384939,0.0015053369832202421,,-0.021886252618694105,,,-0.024654221558557746,0.09992637845914748,,,
NCAN,0.07728034130281067,-0.048937375715757236,0.0006166400645573314,0.0004326022032935862,0.06630448029782586,0.03754375352430832,-0.06341720699358352,,-0.0017787589963735387,-0.1533718429983902,-0.03540852463909958,0.026414546857111382,0.0241976969177655,0.08486792129666287,0.09172995837640939,-0.07005089261975352
PRG4,,,-0.015469195588530169,0.06411825499026588,-0.019415176123118508,,,,0.0021529160649542143,,,-0.005244919012634843,-0.02071456846659772,,0.10610785836004248,-0.026098917767113372
ZG16B,,-0.014471885175975857,0.01435914687597379,,-0.02096180262905965,,,-0.022738973053203125,,,-0.02748232455665609,,,,-4.640462167554278e-05,-0.015996575348487686
TGM2,0.0885598447034566,-0.012537453617710524,-0.015337452998692094,0.024153029363594192,0.03506896473345021,-0.042560591459545154,-0.09255034151422017,0.05471963931625567,-0.002565898335857281,-0.05122171408203796,-0.0765662903800082,0.034711125697824974,0.006800295336669739,0.07776584208609894,-0.030773912037413333,-0.0409686320717009
VEGFC,0.004734636062094013,-0.018582457871372166,0.04484640484103921,-0.033192670721849414,0.005728779557213007,-0.013889874481186998,-0.022882924843005564,-0.030116526494080913,-0.017488208683857878,-0.05682802838630389,-0.03562255069871905,-0.02782561677765688,0.03068769356636656,-0.028588622679822873,0.030724351139422356,0.08432024422710754
WNT6,,-0.013383551953632552,-0.02139588935686667,-0.02971179928966543,-0.019092283409783077,,,-0.0254268199451907,-0.015262825438484421,,-0.026135693879906316,0.06799486089967849,-0.026091057093212376,,-0.007731953710154917,-0.016529261653905034
NRG4,,,-0.0188267186830997,-0.018993227960441825,-0.024182833526365438,-0.013546440452757016,-0.025492932311538912,,0.04409937635286437,0.007787657808992325,,,,-0.02295625107804168,-0.016190502058463657,-0.02485747428702489
PMCH,,,0.020442112838706377,,,,,,,,,-0.021976757245522723,0.06355901519433366,,-0.03491287305045684,-0.015422835162773622
COL9A1,0.051557315110715825,-0.012097482334706354,-0.019663133582755968,-0.030681513708688296,0.07052582968319475,-0.02275230499216627,-0.019969726565629967,,-0.02324763413011464,-0.0746835429223247,-0.04471461514657273,0.026506394209412133,0.08373403694758019,0.06384532463728282,0.04200986897775712,-0.022003278697945876
GDF11,0.02334034485366585,-0.022547862394923377,0.03437865273346554,0.012296726362232615,0.07997315318283663,0.011746069086051417,0.08487460112860404,0.026782413461629278,0.022859380391018248,-0.0830457088109815,0.030400931954249744,0.05006060096939352,0.013607418162539606,0.03676642077888387,0.034596660898689145,-0.026621385489435778
RAET1E,,,,,,,,,,,,,,,-0.017760865721514446,
IL24,,,,,,,,-0.014339118563702964,,,,-0.016385340629874047,-0.013201404017100998,,,0.04734410750078959
SORBS1,0.03097565169783695,0.006219269508537449,-0.023984370395202577,0.042905615945677995,0.012944088356587535,-0.006658634670922197,0.021484999765535064,0.0023679988690048464,0.07005436049982448,0.022861967950858566,0.06692061672126384,-0.05824195340386282,0.02587430752759949,0.033504179048868675,0.045966263655846946,-0.04554698539662797
DLL1,0.0022422286611896007,0.000967581679308778,-0.051802500673190637,0.005380893064115075,0.08181425973310003,0.0592484027658306,-0.00986726259460072,0.02478338710666933,0.050915967908787135,0.013682166540276186,0.0632308635399583,-0.0017264997098710101,-0.0025500125536736173,0.013800778742692036,0.005986220645453004,0.01569387408779599
TLN1,-0.0010273967606049712,-0.026379815886205017,0.02207991188064759,0.007156190348240198,0.02170857127078513,-0.013817351921877052,0.13306408906002826,0.015415813535795289,-0.004030022178830202,0.0798818311743071,0.04744593272408646,-0.0008677906050837343,0.006110309394718698,0.037039948402811905,-0.05090797322930284,0.05919588361882009
COL2A1,-0.017932091172495383,,,-0.01925906985280415,0.025618773645663683,,,,0.2955708134217184,,,0.01377869189639422,0.09052935651927616,,0.011597405050964139,-0.022395250120499213
SHH,,,-0.01607503404284985,0.020788889034393777,0.0974288279813997,-0.012332314442941254,,,-0.013589771038973145,,,0.08105992040007179,0.023167263515413934,0.07825176176609389,0.01033147055620628,-0.021978027261005787
PON2,0.059157404897544355,0.0671329895680694,-0.034534286715721875,0.011514152601832243,0.021045573931358596,0.013313767196712263,0.06301168138813054,-0.04069285481037599,0.06920498860984656,0.003624122977301838,0.05963085273284419,-0.012479887688162812,0.015182602949598594,0.07756476178335173,0.053172023132303625,-0.017516075116389855
ICAM5,,-0.01722763709275374,0.04578513113775382,0.03648962594762545,-0.03501832573542228,0.014566419922571327,-0.045385379480487036,0.014651662385448306,-0.026540088760814536,,,-0.03581137393796809,-0.04213404727167885,,0.05301657211531581,0.00043515901330376793
HPX,0.09311321605385758,,0.013002013800988433,0.016485119287867334,-0.011138409157529802,-0.010740764505052491,,-0.026952161097083812,-0.0030489239942274827,0.14398815359893277,0.002993520557449672,0.002961963753137474,0.04985964306407317,-0.03077843377446677,0.005896758446682394,0.012958753204846083
SFRP2,,,0.043401206948768735,,0.09210384725488936,-0.05016911198920844,0.010198686410447588,-0.014151443440235207,0.07656213346403194,,0.11214951865207097,-0.021254820664533235,0.024983978842568182,0.0031639049997145125,-0.004029125207352483,-0.06736374510847212
CFC1,,,,,,,-0.020801353431146214,,,,,,,,,-0.02199495360606156
CD70,,,0.025598066642966894,,,,,0.04540860086074915,,0.039882505915167676,,0.021340817611889707,-0.016783551906083254,,0.01061428396999651,0.03461520421048841
HP,0.016327627859341887,,-0.0066749755210351695,0.0221564069154461,0.03216062862475891,-0.015417607529982955,-0.04693815155813647,,0.008714583773880543,-0.057193824099174326,-0.03214918401315293,-0.03095504545585078,0.029721442680418382,0.004855407378072756,-0.024219220254824547,0.020276698620909497
