,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
RARRES2,0.058947563142422624,-0.05432728193070972,0.04823155668446619,-0.09208105439081916,0.02942018820451227,-0.06586752212379211,-0.003463508039742272,-0.18934398938338626,0.06951712607677542,0.0021436610743763803,-0.0680822002064051,-0.07824711916618768,0.036378443984534055,-0.15806066237854027,0.03343479695407554,-0.09068837124535707,-0.06523139427041982,-0.014359771385015539,-0.04678849705857461,0.0817429527940747,-0.05823440744619216,-0.04498070957730589
FGF7,-0.025527613080242012,,0.018470883924281933,-0.0601567979700611,-0.010400993920407765,0.04274801276185375,0.0322017602202414,-0.007977943549443207,0.005914109075399947,-0.028070233563799608,-0.03122800152902338,0.011429270364593803,-0.021768876613192847,-0.0673984536399753,0.026815199246722415,0.0878056080327317,0.03975426351695373,-0.0076898524080225685,-0.06381550946867157,0.10204732758155466,0.0755401650484274,-0.05648125308052154
EFNA2,,,,,,,,,,,,,,,,-0.007505804905663598,,,,,,
HBEGF,-0.01253292274078837,-0.03847978341399487,-0.027145370636342668,-0.06759269442496055,-0.011047329168383985,0.025874957252376308,-0.006320769896585798,-0.04626468746309712,-0.1397863390618305,0.004670052965722924,-0.18697067085777908,-0.04387412957122013,0.021216694519839773,-0.03862659545972346,0.016937220147163652,0.018058976854559535,0.03492025419357593,-0.012725809086434297,-0.02932975728018948,-0.05141475193435733,-0.0350015279819709,0.07495911109350002
CSF3,-0.04747935649338332,,,-0.04032881710607426,-0.003574056381882811,-0.012409193113967643,,0.002906188631153879,,,,,,,0.0025094893214336563,-0.17866527502201535,,-0.07780260587601848,-0.04016732306347358,-0.03608619183665632,-0.03990039555902346,
PI3,-0.056246377934740285,-0.031146939074999058,,-0.0822899514273781,-0.030459616929457412,0.024757738939054683,,-0.04800684148256565,,,,,0.012370344368508429,,-0.06225918005942683,-0.2106350048939174,-0.029702108633894993,-0.13843053065915248,,-0.07840330639909526,-0.08678467702627816,
PCSK1N,0.2454198659723136,0.11773348569404933,0.06821539040493542,0.1684734624283177,0.01604234572760917,0.004183589439913739,-0.035862399237415535,0.1360277445281816,-0.06574098134205153,0.03839298725587335,0.3209927485582296,0.16701389186875942,-0.0482269119232119,0.03068638112510924,0.06257238847438691,0.07286678458169363,0.07525487489088087,0.22079011876393076,0.1389058686661626,0.10954416389783284,0.11584739134731593,0.21595685008511276
NTS,,,,,,0.03011038269490453,0.03962878934453159,-0.014649334215341375,-0.05030026393641234,-0.03519737671854354,-0.061732522039310844,,,,-0.02576600618150929,0.0646982938364669,,0.1352980715512144,,0.07078741581714233,,
SFRP1,0.1628850287139397,0.045462913867005614,-0.05597795373120757,,-0.03445070200093585,-0.017981886677582354,0.06302838604417114,0.04687284312272393,0.020753061873567236,0.015914882000333544,-0.10154349905449782,-0.010820529524620889,-0.06918797116788751,0.010718285904658101,0.13827681269753664,0.062072754954051686,-0.055379688022873644,0.07466226306449066,-0.08414051026169952,0.0012941242368170042,-0.008345545559594289,0.008730144176760256
CXCL13,,,0.0170023356552276,-0.029283493037257725,,0.07935872720800398,,,,,,,,,0.06708708936868174,-0.0622616488945424,,-0.011173062946520497,,,-0.015488607107199966,
MICA,-0.08691488364716933,-0.04884980338907413,-0.011861208423812209,0.003908988363391446,-0.010904556762433692,0.06342922776518055,0.059783923115729234,0.0036378244077245794,-0.030974107374934494,-0.0055139378724025365,-0.03691898279527555,-0.028930272845163658,-0.07954903702099049,0.059615172345339126,0.1248079386795735,0.03675437647383634,0.026660978692913055,0.04866444273205111,-0.06681901943764461,0.11517265735774579,0.03858242113993486,0.006316309957284267
TG,0.0078118440755367766,-0.0025413104181977735,0.019630551241334573,,-0.02903482396297086,0.08150164300497688,0.0037119618796972796,0.03885755002312267,0.007615778654266529,-0.017040545676938995,,-0.019005896847908956,0.03547625757175776,0.10685238646048287,0.04873230082485488,0.004496015232287657,,0.03587088064265146,,0.0558217916646731,0.029283458917988607,
ADA,0.06426044102449945,-0.07524682820689564,0.004052521713353004,-0.002300962167544521,-0.01549407293501081,0.0065090147285653795,0.03086655573494162,-0.10468975777270084,-0.04288015360845339,0.030846263130469107,-0.12285614902082646,-0.013091236709000307,0.00690708583220537,0.053792053089966034,0.10124599809698032,0.040428081136220775,-0.036910503517156336,0.04541693500561197,0.010059155327739242,0.0028219057657198725,0.04416243304493271,0.16766525580902286
LAMC3,0.006969980675826767,-0.018610406841532177,0.04084643151604877,0.05178194125383878,-0.04974358788584119,0.03132511941199978,0.002341082249571095,-0.06719906627998033,-0.04995092622143643,0.0028871545174326686,-0.05644145139007795,-0.009451210129238559,-0.015016855006116351,0.13734607405813928,0.030540726324942574,0.018707549526257822,0.07248797227750234,0.006779278062495381,0.029416924942717495,0.00036283468874767074,0.0029106512554248768,-0.08857032266167514
CCL7,,0.039083711183811216,,,-0.02687946515042736,0.023334400307184998,,,,,,,,,0.06975284509174498,,,,,0.020009202202775175,-0.05473613912943876,
NGF,-0.027354206947692913,-0.0019217571121918871,,,0.07121348432121813,0.06189156795835944,-0.025454094977162646,,,,0.01931904325518879,,,-0.0542410749163559,0.026544833616084434,0.07917112543320359,,-0.04810496294657372,,0.047447176013883034,-0.02251030128741943,
TNFSF15,0.03497042617860255,,,,-0.020429001003309497,0.010269786209666875,-0.023524462604379875,,,,,,,0.042971257074915004,0.0028048885435336727,,,-0.004855112346251464,,-0.020842760321005255,-0.023125773263598895,
HMGB1,0.08658747799400739,0.022015322883595385,-0.05442906049102191,0.06166336774911233,-0.009508943147207564,0.008261141784358248,0.003735510336241989,-0.13525466862593657,0.07372474354304995,-0.04732389181099261,-0.1405699971806187,-0.03277826751384267,-0.02894887250422119,-0.021861047693990807,-0.1649933085421643,0.003745546303058827,-0.1222200776618723,-0.08938367012734537,-0.025268033057500198,-0.03841697141620399,0.030952399462887692,-0.06179360231461919
ITGB3BP,-0.1595971534793627,0.03521235655470311,-0.01537945167258594,-0.045416849675903787,0.018558898791305668,0.07471646333493773,0.031333356874480064,-0.1068983736023596,-0.04191468467031566,-0.0016201110878852959,-0.028581271068916236,-0.06577304824781369,0.006212616328403874,0.029537325424683018,0.07656937050923397,0.00373788620146481,0.04936735414973355,-0.05644733971740993,-0.045575539613285934,0.06619200233252799,0.02604618687301491,0.05025497470045411
AANAT,0.025710826545773696,0.08983132789747687,,,0.01894045980037409,-0.0036781231745954034,,0.02551268861747402,0.05033544638731376,0.04620203475199346,0.01387174996778611,-0.010610050847799866,-0.05195567227919807,,-0.011917834663903129,0.11330159070894165,0.11064691670977136,,,0.0006218539893698501,-0.008517656535456932,
RELN,0.15107427112624044,-0.03716612195151295,0.0005186590143582989,-0.033117361169559996,-0.022434134277941067,0.05949628303035437,0.00770445919286349,0.04362928938805744,0.06882757187616081,-0.031528172242867185,0.06957171660535987,0.08335451161290296,,0.012059053564586475,,,-0.03370577032153925,0.023704509531489414,-0.057974670331576085,,0.04817489080043906,0.0469166561330431
IL15,-0.04810378312312516,0.015926628961280487,0.01891100117380426,,0.013159768981840476,0.018921240247256454,0.019607534285440032,-0.07318138656224929,0.016938444709882684,0.006597308946048449,-0.08496529933037417,0.019939363462485832,0.20949004120186532,-0.059799412167252826,0.010583858723567251,0.03190945841240106,-0.024299001943708137,-0.013512736896944468,-0.04248304844168994,0.167890912649528,0.02720910628077452,
UTS2,,,,,,,,-0.0611991486032594,,,,,-0.06444749536271442,,-0.00793034132941192,,,,,,,
BSG,-0.15363574664107468,0.07460743663253104,-0.03892559730513693,0.024059529336175254,-0.023080218650032274,0.05960989947427032,0.015950648629599603,0.12851446672089073,-0.1475312672347067,-0.024518239680653024,0.26429198484487,-0.07780413285272321,0.05876759872609804,0.05683387042594975,0.13888109736087723,-0.03637461803457445,0.06907591177562432,-0.06297132976999957,-0.006297288292757592,0.028314097058269573,-0.0048822802789063174,0.14499424656442103
ADAMTS3,-0.052886500640989216,0.0064641643008400244,0.032232749386191036,,-0.018625269207594587,0.005166550265694323,0.0869382453539513,-0.13486598453723167,-0.0015531129487897323,0.02760714011324754,0.028745594677093117,0.06787627641029965,0.010826008070813874,,0.15156370288239635,0.12010774775909076,-0.002093013412615603,0.15041576781192711,-0.006016824380737856,0.11146466745124807,0.0023308502383926023,
CD34,0.2624663878384154,-0.03727455220812149,-0.00981598834856724,0.01699602384203056,-0.025017243448606983,0.06178959271193503,0.046175627854138236,-0.05292479396017388,0.03733362520052367,0.025014237432386743,0.03643492828131483,-0.036197862381578357,-0.02139162332646436,0.0786305690295874,0.08727142404177564,0.041188176263505405,0.07282061240414031,-0.06808652843740384,0.04781051261908124,0.03248666657828626,0.020716502296781052,-0.010887570997320541
CCL23,,,,,,,,-0.03355879014299917,,,,,,,,,,,,,,
PLAT,-0.0570240428303087,0.020157462870523377,-0.015211281177807349,0.13734689892138222,0.010999125752702215,0.013888183438419981,-0.02892912420914566,-0.15319477091807285,-0.1495451864920523,-0.005636055399498778,0.07295613985307041,-0.06846839404900282,0.10750705386145602,-0.03427629950030786,0.07362404756957358,0.19129817156430162,0.06844883536928877,0.009326441984953112,-0.08161385540277084,0.038809533901959084,0.006322947645613991,0.03235409436002938
NTF3,,,,,,,,,,0.036113430188238316,,,,,0.0697952548301495,0.2059474691704229,,0.1429721439446247,,,,
LTA,,,0.061616827228345106,,0.050860527548064124,,,,-0.022687461184153174,,,-0.04031113767016245,,,,,,,,0.02857874955860175,,
CKLF,0.028834770366589355,-0.02325437617963585,0.0009572758400857237,0.0051483125485046,0.018303014744778228,0.038467382356976686,0.011531123087863799,-0.14166489498616658,0.03306020038052678,-0.01947933361672456,-0.14863291583851682,-0.08397753436151727,0.005790990333652144,0.03674442829724837,0.025161262215977014,0.08971367227004635,-0.004616497852521974,0.028320115176153973,-0.11408370275916425,0.08935274634230313,0.0005531756632747804,-0.024760382756010394
CD24,-0.0826917765413894,0.07703253594432447,0.0044479597393718515,0.08353464532007136,-0.06360570162492298,0.08218261532360265,0.015694928015336444,0.015136332451902695,0.04128245388040785,-0.01587131529798106,-0.02259658379732557,0.05030012936156673,-0.0553804213009262,-0.04910147225041225,0.081655835744284,0.1553647991569382,-0.017584036696165494,0.18816587125538947,0.04759175448385923,0.008619045362370428,0.034921400511416026,0.17585721512678332
HSP90AA1,0.09767324966678734,-0.010884798361920505,-0.013765788554955423,0.014963616800602549,-0.010165442123597967,-0.025832671908955603,0.03854812432026836,0.17688222154356698,-0.009191082245218172,-0.07425325370070789,0.3577702421924296,0.1510029981822274,-0.005930021881756105,0.0374538446916872,-0.15987849413332747,-0.23119236787744035,-0.0678230158702822,-0.02374696261676563,0.13059470907608903,-0.11373340933797214,0.0784750393569218,0.15665811486122466
BMP4,0.08843626840473688,-0.02684328752433899,-0.030774565690044935,0.0448977247271885,-0.011335625255806472,-0.003088841723891979,0.0366972935247718,0.06454172705719487,0.05090994156775225,0.002294625896238014,0.07143812732752161,0.05214806086197029,0.21247643321759244,-0.002367819000918236,0.07465317257413383,0.08713764935387439,0.0024650303864686514,0.024717778874028873,,0.016875131790797252,-0.05885202744827989,
SCGB3A1,,-0.040145290481164816,,0.02864997467102011,,-0.0016593067547015254,0.008103324222772138,,,0.0587013867090269,0.06013664504860106,0.0624088928192123,0.13613123453960466,-0.08026999985727844,0.09524243061249016,0.03385726262476298,,0.023851471796729234,,0.017050073700609823,0.10013925886146464,
IGFBP4,-0.040989559761391965,-0.07979952428349674,0.05153251028463976,0.03063377101799819,-0.11793977054103945,0.01729680523836095,0.011020859043399353,-0.046126054800293526,0.00019818169286575768,-0.02275500746060992,-0.10451994508378493,-0.00923162647815322,0.034128970633788565,0.0701815586427885,-0.007341227492658606,-0.11497495316601936,0.08861437494336313,-0.09941234356450805,-0.025092811385721125,-0.001927698121010035,0.03324189417102357,0.022557056156119065
RSPO4,-0.033415968243165055,,-0.019533501875563034,,-0.01164458469753056,-0.036927522454701676,,,-0.029079880512829996,-0.025404053093198604,,-0.0087703415280868,,0.0601513947944835,,,,0.056757392587592735,,0.15465897693430034,-0.03056571367210219,
LEFTY2,0.0198861659742897,-0.017109161132240223,-0.029387548567109418,0.07376104998477691,0.0887803882672699,0.06813022081527857,0.007337238374005567,-0.0773649654458335,-0.030519766458552956,0.01071693161286676,-0.03301705395954882,-0.0351652305064267,0.04152324967329316,,0.06147407241748269,0.004315288150296144,0.04222778457586585,-0.06491841173680996,-0.013985444940502334,0.08738838265036938,0.0483749731002959,
PF4,,-0.03274620901383276,-0.026407643565875858,,-0.02345180378670813,,,,,,,,,,,0.0018133321193293185,,,,-0.03765353423155332,0.02039667162361321,
ANGPTL2,-0.023276477321172075,0.017137996982145853,-0.013739757412434998,-0.007729536565716542,0.026990949926609876,0.023154374447012,0.014428702000262184,-0.13483937360341539,0.0451171049843656,0.01575875696776839,-0.16484350210721066,-0.1228028970124881,-0.0027757688565866294,0.0016435643103572674,0.13798014488346172,0.12435667449629668,-0.039108100250457446,0.043184658572326395,0.03589805720242161,0.03329283286298492,0.05141395360678421,-0.05788506210609687
LRIG2,-0.059759348124077565,0.0415361417252071,0.12342840370793512,0.015787630863678445,0.049997126193292094,0.05974221915633099,-0.022592786895906533,-0.0531388875757063,0.0022730085957021894,-0.033611485343039656,0.1105662517348153,-0.07765241127851648,-0.008621449253195862,0.010673547448755006,0.06406041306709209,0.050385843663913354,0.0491664344925509,0.03766247354571013,0.17968034765445942,0.054963360772554704,0.042447197711867654,0.13927061051820097
ICOSLG,-0.025247996750531302,0.005182447273100554,-0.018241008744453713,0.08556320494774892,0.0306625781660686,-0.001686243959145028,0.04494802487554058,-0.042187502512332185,-0.021677818937848876,-0.022310996301971017,-0.11754350197765415,-0.0743706604022175,0.01902487589733557,0.10318799737567194,0.1121862251261753,0.05101092688357976,-0.007742920726523785,-0.0516380782736674,-0.07664533548950503,0.042052243181341986,0.022769333015691024,-0.08151415659716128
WIF1,0.3604417272733593,0.10828851602294581,,0.10264185542110234,,0.09045575282542807,0.07613578864861424,0.22181797593594932,0.06540858257322009,0.00842972896562628,0.25864801773843166,0.10421614506278916,,,,,,-0.0583678697277165,0.15044550655055505,,0.01913700116904063,0.20381739914631916
NPPC,0.08091287537602868,0.005220026766869231,,0.015906708274096033,0.03607224881126552,0.014729843171483759,0.05660805884629338,0.04157957247878152,0.0958161009131971,-0.02021184973193071,0.11890201561162522,-0.09162733826892625,-0.053694986927096004,-0.0024462687854153987,0.0550433483811245,-0.031006238080702766,0.006826247608256198,0.07600432692178642,0.044855836274268826,,0.08575774361289402,0.05219608430449115
LYZ,-0.06904182846061417,0.01193840808776725,-0.02279943877642197,-0.016741578088403507,0.015538202821887972,0.014465606169677198,0.010996553921412125,-0.09255173432270657,0.01318834323985547,-0.04111959161585676,-0.2438735624723718,-0.02495906084133337,0.025090284247514277,0.1045667638845515,0.0496185334852083,0.05939423584612382,0.05341170935447588,-0.039555970398099945,-0.021548528227412028,0.03170942069936795,-0.0649040000567397,-0.05069303651672774
EREG,,,,-0.013620314742361896,,0.012480498797665688,,,,,-0.033320744181007826,,,,0.03355485253754566,-0.1121604943199116,,0.0010762135977179566,,-0.03632453881877814,-0.016832023279245746,
SPTAN1,0.14739347462366603,0.04785327291947177,0.020726905493960737,0.10172630503282468,0.07488529373587592,0.038883621836498086,0.0653728418293161,0.12094769296701856,0.10092052431195392,0.05513344951825316,0.32114200251268227,0.1238942773923546,0.035205036326507476,0.030251407795529945,0.11763587084458654,0.11929883893749328,0.008867160180743565,0.13594322431890765,0.029300059790895235,0.12926025569795171,0.12929971274657362,0.14975975625499682
PTH2,,,,,,,,,,,,,,,,,,0.033224336694797976,,,,
LIPC,-0.00847922374964195,0.003469956723484584,-0.012663761883243797,,-0.04214463803297665,0.08617968460496529,0.049058905194235544,-0.027321159307461713,0.031979038139239926,,-0.03846302594920148,-0.02807733692928958,-0.038712180692746616,0.07816255360571736,,,0.020171683774239335,,,0.04392601056560526,0.012532155339440385,
COL8A1,-0.19339092612626857,-0.017906087920039417,-0.0067412599269534666,0.030924653111843635,-0.03676155265661579,0.017389807472880367,-0.042723200111646965,-0.0817399246679708,-0.046795994983634785,0.015389051828692619,-0.05966784653517123,-0.07313323276939236,-0.03992701845380898,-0.021417665025077463,0.08430281035905957,0.021522499582630365,0.07772393398167096,-0.09607519666376854,-0.051062133185856166,0.04940735743790954,-0.0627551022832397,
GSTM2,-0.06051652805660841,0.0038885342619071504,0.0758058361816369,-0.024291335490736362,0.0013895011170413272,0.04511962307219152,0.009437905405368074,-0.011260081746593308,-0.07588145594177423,0.07078926357843092,0.011407389372398272,0.0203655958858619,-0.06662062179460893,-0.04419243123880306,-0.02445610107128371,0.09626041657554125,0.01811276463562485,0.0643590740202679,-0.0012229734101172807,0.07927175569278654,0.05749453803818583,
IL4,,,,,,,,,,,,,-0.007520705453243599,,,,,,,,,
SPX,0.13043050737484985,-0.014217211510066033,0.020600739356796155,,0.07826157621309832,0.021651907727244915,-0.01218247436159531,0.14030712595991984,0.14248537101199793,0.021184355137293095,0.03465978822185047,0.08259091277223525,,,0.009822345120005587,-0.027968924503328656,-0.0754341030937172,-0.01197431503290493,-0.12841731558449207,0.208964893001413,0.11739370649689798,-0.07275809636554818
MFGE8,-0.16078882401478517,-0.04669361204948936,-0.05120465084933282,-0.007067399377996925,0.021024706364397645,0.030203646131917405,-0.005092117067497196,-0.030576343248339317,-0.026819020287375418,0.031133667210082403,0.10960745396301207,-0.054131372852927885,0.06366192152114565,0.09279842720919214,0.005721466609510311,-0.0510618805640876,0.0902298031224921,-0.07840669606619834,0.08485372365438208,0.0448813591413661,0.01830905270815715,0.07737556801122256
TGFA,-0.24920804274932387,0.10713663143407792,0.02360116695163473,-0.009113069887268871,-0.01947107655699275,0.028237874501390026,0.060282964812628376,-0.12240333662176232,-0.12183075886828372,0.07369332144548639,-0.0940799055618644,-0.03655121743975517,-0.006016568711195577,0.0022858380988822666,0.07498433316740934,0.08245824886166328,-0.08882542306840555,0.13204241541006045,0.060167323706317465,0.12711507158597166,-0.007467528696071586,-0.08750446897293448
SLIT2,0.3255431681109007,0.028612078330717505,0.014725425449491425,0.035622077034140276,0.0506460639871434,0.015541175259514402,0.06165644895345863,0.1168396724383458,0.10009934424543344,0.023296238701094724,0.20651934454590207,0.22061964031736347,0.06522988475279393,0.03294568579852002,0.17788901700751583,0.11736322056362375,0.044674988105591645,0.05309505332138432,0.02368435410524384,0.02184033517667699,-0.033944977642473805,0.2317323555128908
PLTP,-0.11439520572408887,-0.014978224131175425,-0.026397608819724423,-0.010138187729748076,-0.05409695711946132,-0.03355713990672306,-0.01158683967385515,-0.18919636585276076,0.052740576565183175,-0.036001039050486676,-0.3052844434266465,-0.017835439548237728,0.06403774334916372,0.03951866754452718,0.03200985939997748,-0.06664369397775632,0.11242728301582887,-0.15319461156489078,-0.08105567277463405,0.010748874915428206,0.037825909975347446,-0.03710387858802493
APOD,0.16605160967761504,-0.022049327054826817,0.034548588819947525,0.10082974491290592,-0.006870971456208721,0.05260532697797144,-0.08505592802530693,-0.2067486199056221,0.0796623819094287,-0.0110096610718306,-0.22169455309020564,0.04303633181257852,0.05294028283180206,0.024615823216914374,0.16041486663716947,0.20951934861960578,-0.05484162429993127,-0.06390718757676851,0.0590388988092745,-0.05322998787642687,0.11069759494003693,-0.16660766378102387
