,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
POMC,0.004051099577761573,0.020722070401676063,0.0032704797356828113,0.017289535870384433,0.0295885654180754,-0.002491403477009306,-0.021505648479082397,0.0377355274650451,-0.018183018557535152,0.05732463654777064,0.0023235576356873985,-0.022929648879167968,-1.8341033995816974e-05,-0.0009089919313910085,0.03559607243800687,0.048880588368783756,-0.02211310442812118,,0.011624161390470972,-0.011669752218973982,0.04035002746717066
CCL18,,-0.031657738997734435,0.03458552146754953,,,,,,,,0.04752870425039202,0.06740797092740329,,,0.03788967074212749,0.021790113399113173,-0.021534145025296443,,,,
CCL17,,,,,0.005998776867573114,,,,0.06756315119107238,-0.022106814863912614,,,0.03485246755471449,,-0.014246137764085141,-0.02610108723669025,,,-0.015102011297396281,,
VEGFD,,-0.0018287439609204208,-0.02338958007358354,-0.0022713031418939884,-0.029387587156345266,0.018612148333451164,,-0.026569006208489468,0.03277368830088311,-0.01621561604979945,-0.028276566663990546,-0.01549219767834971,0.0320343467917141,-0.049013042649017007,,0.07434112785156108,,,,,
TNFSF13,,,0.020931055796535723,,-0.018194695396497717,,0.0802710195431532,,,,,,,,-0.011050684081041906,-0.013588598866388257,-0.015179418245918792,,0.10813199235449401,0.006361053231257598,
WNT5A,0.07870963347128637,0.04043610050154136,0.00897567963857744,0.022247863252052014,-0.08897621787334009,0.12466039016237694,0.07450611565375433,0.017230015524308844,-0.028101777612130497,-0.021098400724015552,-0.035946076693349684,-0.02398917564258674,0.006623678904418122,-0.14534464226877025,-0.06884686688072075,-0.04764007535177474,0.05024597942999203,-0.02782194531640622,0.027501864727049855,0.04780795760788339,0.08985415594211614
CXCL8,,0.018912433354557317,0.019372790310893506,-0.024932687543203984,0.008704666001875928,-0.09333357459016926,0.04905129421768271,0.06440585697813102,0.011966008071963578,-0.015100686743999623,0.04085214407751675,-0.030750770461771385,0.10946517473833398,-0.04336748393929089,-0.004006593568891898,-0.07779243007711656,-0.050351723901438224,0.04438295797154431,-0.003479734705046576,0.06615391167090022,0.0029956274642034828
GRN,-0.019864249608552043,-0.010012347841258835,0.07092770687972651,0.024750115056936316,-0.0027076731428147907,-0.024370257537799218,0.05758011473423193,0.0730218599060201,0.039898356529277486,-0.005111245939869981,0.03043722752175569,-0.00041413211770631485,0.028182936809877792,0.04179519694766937,0.05228250955507148,-0.05588524207764935,0.04242428749216906,-0.037580576732780514,0.06127141785206504,-0.11541291534674686,0.023682015709649118
MIA,0.014508083911726576,-0.028800111508020462,0.015750776082856972,0.03165876754354091,-0.017563569676568032,-0.04095194812450965,0.1473354396625424,0.00728792376868643,-0.03841475647366329,-0.01844184827970457,,0.054703580410683954,0.026624811328753176,0.1042189635245793,-0.006633045913100518,0.03858908439756174,0.07678239100469511,,0.023265004185790698,0.039506069991918996,
COL4A4,0.023961529068964933,0.03222279550630551,-0.02809068671340005,-0.004773467274321988,0.008351790113400245,0.06388695767195443,-0.011440819498776993,-0.015628412719568073,-0.02040494751729928,0.044147900269268625,,,-0.03315178641419767,-0.03837817766838505,-0.03764232535947911,-0.028950539871878754,-0.013737301492249028,,-0.008038061415039908,0.0554255398392714,
TAC1,-0.0181784397521022,-0.0449708338663608,-0.03674460725845593,0.015250729214034225,-0.02147571711361547,0.012280972807073484,-0.027257329717033117,-0.03999912775359578,-0.018111054776717962,0.0444008207717846,-0.026654325124618704,,-0.02039161081733607,,,,-0.02332180223599741,-0.041669034639107906,0.06287317715191343,-0.010500229871501041,0.021599703483776257
RARRES2,0.05552988693486493,-0.01038496109112592,0.011937971727940894,-0.02530594481386693,0.05757253282691932,-0.08304990288991515,0.07477353976098004,0.07164872332970545,0.012577703695984566,0.013180011288692804,0.036622391343961475,0.00690318106942832,0.0392132450132347,0.0704230013344775,-0.028081726066964293,-0.041587339032204615,0.006016489935003472,-0.026348355262009744,0.02476446944753899,0.05380658014781523,0.019252004752726138
FGF7,0.13391303430361096,0.07596840716168653,,0.09040754128511141,-0.0397934550057616,-0.025966086424995594,0.015025986952162496,0.0475545935391268,-0.013306567573198933,-0.010838101507509187,-0.017922738641424248,0.1209813399035336,0.058188575950230026,-0.022838709152145437,0.05972550400985795,-0.01217792438746441,-0.02314355335385017,0.033041007011399594,0.08383329056619415,-0.009748133829064707,0.09731427356855357
EFNA2,,,,,,,,,,,,,,,,-0.0171847993082275,,,,,
HBEGF,0.02642835449461092,0.056746867087162936,0.010617140936805007,-0.004152490074014126,0.03241210308130173,-0.006820511363309706,0.028800401418334415,0.03741829317833161,-0.004224813126030648,-0.00650141124245524,0.029749905686419113,0.057402227066880404,0.048611511345775966,0.03024852939761289,-0.05410228540757467,0.014103353325699846,-0.056688836828526115,0.028465767332408434,0.011219944709052326,0.09564861127811251,-0.06642641361092913
CSF3,,-0.03590706396182005,,,0.006172261769900038,-0.09142694297171775,,0.07758871433016132,,,,-0.006699997267096866,,,-0.04026875965563958,-0.0295111796348777,-0.019379401959445146,-0.029342546765948024,0.03712811890596977,0.12678140894800022,
PI3,,0.06159526734991753,-0.024606816569319068,,0.033495420195880816,-0.07084592925153163,,0.10836710143598095,,,,,,,-0.028228125175952724,-0.034787337345188046,0.008312260172836738,,-0.03454560923295218,0.06137526413201899,
PCSK1N,0.0926035441550222,0.009923763547756894,0.01666926938222201,0.046767874697706976,0.010225649582767374,0.05212400172164246,-0.08579086523175972,0.009262162485951807,0.05575266962067527,0.06746434235152109,-0.09326990129309336,0.04027175061148596,-0.04036717488184778,-0.04055293071203923,-0.03484780216950199,0.041717568091603235,0.031972426639041325,-0.014954617210935203,-0.004887364695430975,-0.1008106947658439,0.10783725680015051
NTS,,,,,,-0.0012474615306209396,-0.013966641160256324,-0.020322963017608258,0.08697034930091325,-0.026256547691275486,-0.025457993197015492,,,,-0.03323475643532296,0.018801607720020302,0.027443546782052648,,-0.02354586237394616,,
SFRP1,-0.009296134836461923,-0.05544099376803271,0.022303371570733838,0.016211509555123425,0.02942265194280363,0.03432620994362141,0.09313500069947081,-0.05964117580497021,0.015294127338216956,-0.022106815086546397,0.031647653135514264,0.06959008000373437,0.10867396623241221,-0.03399479994147204,-0.0004931250166914209,0.049451591355343834,0.02318907893359372,0.1816410886797761,-0.02299871618444944,0.01688318461940434,-0.06466135339075871
CXCL13,,,,0.0744779254627506,,-0.039467350883227906,,,,,,-0.043808264620808814,,,-0.03199974628562801,-0.014158299127704253,-0.03161183736935401,,,0.14195554357212203,
MICA,-0.03202495173298597,0.018404397278924615,-0.022440309310264705,5.4770713991940704e-05,-0.024195119316489738,-0.052814771793629776,-0.029644653976538784,0.10974695051028498,0.03693012577356119,0.059077939563285595,0.06450551378706795,-0.01370420816474939,0.0572047209529931,-0.025519232410559957,0.030207089355923797,-0.0073532708700835454,3.94878401500059e-05,0.04130591657844721,0.09780373975833831,0.0733434597045379,-0.026094842795868028
TG,0.18219410279259002,0.10856377022112301,-0.036832902605596685,0.013525857149418483,-0.024837368167670345,0.00936965001509731,-0.016121185690951063,-0.019955734422595007,0.009020698957882685,-0.015998605915492244,,0.02728835567887158,0.0038585244737643506,0.10132072789234625,-0.018929555349898403,-0.010038372183940656,0.006880931256467154,,-0.031008204685722154,0.05587121247682433,
ADA,-0.027668480075293052,0.19931806702575866,0.08631614716309727,0.0011184804002115731,-0.009261562101557888,0.03881345134409251,0.014388196101206705,0.03961349631760308,-0.012301053310459529,-0.025983022615503473,0.02943722335223309,0.04458267489924389,-0.03957245491055047,-0.09368801485832996,-0.028076910215037484,0.022929952204314687,0.075779084239449,0.035582801235480084,0.05725785166872016,0.15675943922505042,0.08425462829058215
LAMC3,-0.04461315425058695,0.022622552253592658,0.09571785107569054,-0.022463876342553105,-0.010083139090137192,-0.040363218752587686,0.006475840433195597,0.08821301007486877,0.04239738754652312,-0.033888252202977046,-0.02430413179911377,0.0462983140573119,-0.02697079638509294,0.03299501664093107,-0.008445645694439117,0.06550945807456145,0.055187365613166665,-0.057677209121080375,0.06116391914218263,-0.007736973280518487,-0.04190972942914346
CCL7,,,0.07624155160852156,,-0.017957377501834657,-0.029652863894214374,,,,,,,,,-0.021351676764749885,,,,0.032069440246282506,0.029786111243147083,
NGF,,-0.02068708026050335,-0.025544347807738094,,-0.041144938386261376,0.01629868310839612,-0.015383935125612683,,,,-0.025458009959414902,0.009382142469507408,,0.027720702079444767,0.04681577907856224,-0.01695380669406805,-0.009946505020891179,,0.04123443749910108,0.013071503608896608,
TNFSF15,,-0.025592500100325936,,,-0.005775415157854639,-0.038742304193525805,0.000684508321536855,,,,,-0.014821554048332984,,-0.0551518208423392,0.08441615986205894,,-0.012034275913534561,,0.0622033488531242,0.16817590762557713,
HMGB1,-0.04725325016183675,-0.06333319502319293,0.01163842818585757,0.03609035884418808,0.03152206594544563,0.0064836695623678355,0.019212018567375973,0.05983834489780666,-0.01502918148881183,-0.04028600079980847,0.07293991180203899,0.11116113367250754,-0.03682907986128055,-0.08377067003802832,0.005742100083453523,0.02474720336173002,0.015466165939134571,-0.030329191173159895,-0.047901545282143715,-0.058726597776115934,0.08457099441375243
ITGB3BP,0.009078437800117162,0.03926493861187593,-0.0284267282214014,-0.024213563229806483,-0.02476815651070855,0.026662059414584355,0.09431555992236726,0.07999056557326199,-0.013321640516976416,0.0071814405247329835,0.012962689450661879,0.02240535519167669,0.010733430384002218,0.09563276415706919,-0.03823570133108643,0.02043713100570773,0.009645701927433876,0.06696528963156698,0.006326766025061881,-0.024429866593181755,0.07553233266114222
AANAT,,-0.03707832033336902,0.010787852729621943,,-0.018194697338382925,0.006703404524490417,,-0.014914620439581276,0.09361608829993408,0.060516779248055645,-0.023934273374546355,,0.02495752325423746,,-0.018731445217006287,-0.005665358310032392,,,-0.0176288274912443,-0.02976394528949863,
RELN,0.06066732150959281,0.02975424304925719,0.03605613009770155,0.013439726191354001,0.014674664057767708,0.03884822445808875,-0.02662757326446835,-0.009502880205826753,-0.03898629058154001,0.012992526172010625,0.08534932865716945,,-0.0038990666543970375,-0.07321760788047844,,,-0.014536101121053626,0.17820146587921648,,0.001400341195394544,0.049115132284342784
IL15,0.07453535217498639,0.026263005150386123,0.0381858232673531,0.03830469881107455,-0.00557689014314169,0.023431331101284456,-0.013291553322355557,0.04621158855853221,-0.02673052622916199,-0.0012221426573346306,-0.01327185882491462,-0.0008316104938429468,0.01761080090332518,-0.05598572477168725,-0.034316775096409145,-0.011399994271732872,-0.016731739645844984,-0.031034202445865525,0.07738501982155188,0.14374037533775297,
UTS2,,,,,,,,0.07937283376319036,,,,,,,-0.01595119651158167,,,,,,
BSG,0.09174707516825194,0.03628934424193258,0.04016447963850558,0.03833634066309556,0.0020904435724576373,0.017776155277617566,0.05916817399167936,0.03500841670145649,-0.06512661836591763,0.01931720769929215,0.02248032921492989,-0.03775909038788494,0.08965521145325783,0.019796579577572547,-0.006509320077517017,-0.005900395627841963,-0.003726772327753645,-0.04064936580707186,0.05942580814292578,0.02582113111757481,-0.027942413812382782
ADAMTS3,0.011858224634372852,0.11430140055542966,0.00603804277765784,-0.04441867749251944,0.03127613969974923,0.06785412837768423,-0.021408847323299177,0.09739379452314645,-0.019275661578569987,-0.0416555584473529,-0.0384328191029703,0.11628552142312823,-0.04813432680343026,,-0.014935425686327794,-0.01568830520000463,0.019306741195748038,0.05179334433132708,-0.021650676070950187,0.05549523880360885,
CD34,0.0565144905313353,-0.012638691572314174,0.06839492583010237,0.07375536949067563,0.012216644005400078,0.05217582473952063,0.012306763357557678,0.07316320429078435,-0.03693766194608849,0.023667931994658133,-0.017433602082396058,0.06724739630892732,0.000859598523304483,-0.03411768591851321,0.029279267407602977,0.0032430654577797952,-0.02125305846153126,-0.03761581022535464,0.04941804276173603,0.02926511822554718,0.03603534135307039
CCL23,,,,,,,,-0.01697047052007818,,,,,,,,,,,,,
PLAT,0.06965443261971109,0.08720940461390207,0.06516484022331319,-0.0006922792042606756,-0.010921412836267718,0.008968820993744096,0.03632361403360413,0.09261591100399083,0.0020264271049024235,0.011234443424201634,0.009287223021676734,0.01849677066437139,0.002113378794453305,0.017508196430666693,0.016899225612200145,0.057904981724857744,0.014414646262930871,-0.005741972476733783,0.06409846692042104,-0.05218986180938838,-0.021333352222964046
NTF3,,,,,,,,,,-0.01028913274939756,,-0.03157078917748314,,,0.004296619950688035,-0.0030486082121456994,-0.0538207078924422,,,,
LTA,,,,-0.01859094318350942,-0.023015496351237057,,,,0.031815888995734766,,,,-0.016449755420607944,,,,,,0.08097472461133644,,
CKLF,0.02631378821890668,-0.01567482165061048,0.05060000281737625,0.005595850068195913,0.011183800117527554,-0.016812095595416195,0.080575713711649,0.0665843134802137,-0.01076192732990553,0.007515581363613971,0.033433327529528045,0.03995932262683517,0.02919697104716999,-0.01595431052784938,-0.012200135886737974,0.06111457901298653,-0.03638190988493686,-0.07716740211406142,0.03219739743243082,0.025511835542457888,0.05444045478782448
APELA,,,,,,,,,,,,0.033106918272978104,,,,,,,,,
CD24,-0.0015263276796190985,0.06206517312325154,0.006547556668442658,0.014752332449502704,0.01134014636023528,0.08334404690543681,0.08228034503341346,0.03869796551131877,0.08791600463065903,-0.04592311715173786,-0.0008753360937431652,0.025421594108954622,0.034789090118980286,0.0811926622473852,-0.02245713307361585,0.05753855311899352,-0.03919167631386515,-0.06530055652167825,0.027284773830679246,0.038463273094292774,-0.028727159863356982
HSP90AA1,-0.025144978764103744,0.021406927236577465,-0.005384771923454212,0.039827635179431456,0.014558400429047153,0.005911399236928537,-0.07863867969698866,-0.06740894562054449,0.09865666454693806,-0.022361735295857867,-0.06601034191002958,-0.01966950748201287,-0.08921501531133283,-0.09464212246034326,-0.024866105521464003,-0.07183592070528204,0.00708779981177368,0.03785367600092042,-0.06916629369128144,-0.06702191609894634,-0.03974415490409986
BMP4,0.02086240284582206,0.009391921060747939,-0.015248978832392818,0.12840669843400945,-0.007206521269038338,0.017420901391408117,0.09088323560696203,-0.045683991175007994,-0.030411827096232604,-0.022763157533499355,0.0055226722180857085,-0.046091944656251715,-0.024683146403290272,-0.07810957315321648,-0.0368635818674616,-0.01449912476363265,-0.022373248965062306,,0.11820588702521946,0.024744818905964448,
SCGB3A1,,,-0.014877742614118164,,,-0.041572467992943674,-0.01696690289456718,,,-0.015555880263179738,-0.015383424850592789,0.057081422744044534,-0.020213011091571545,-0.052589888581243235,0.024600268258801836,0.05594381218015543,0.006769884018200984,,0.012906958061204173,0.008680690081647034,
IGFBP4,0.07668537013839077,-0.0841337963158532,0.06332219796600674,-0.043657110610498984,0.008042345186462832,0.007611379873277091,0.061916480107509275,0.10576826278091774,0.03071248357160614,-0.011927919745312592,0.08731946271614457,0.009832596322965301,0.02159774757938601,0.013202419062660767,0.05268488184694169,0.011675795983202177,0.042498529642984374,-0.03621230402395198,0.046022949753297196,-0.01752013256487962,-0.02583336200053715
RSPO4,,-0.025271389455766693,,0.037537302778648224,-0.0003960497991305696,0.09107434651630912,,,-0.01983508210475176,-0.015555877987780352,,,0.12402189119191642,-0.008630695943538259,,,0.07128967276571913,,0.009146682621867656,-0.02441281116607938,
LEFTY2,-0.020844699536312013,0.01147949632050354,0.10110559954055487,-0.018819268251427556,0.01862955156402373,0.012776601948207754,0.031346254096628265,0.1342121235985382,0.040774876645764895,-0.017057210466169113,-0.003978741695639328,0.00613581613809533,-0.006204223560262936,,-0.018125155686819123,0.08247333138387211,-0.022888558606725857,0.0415873051689003,0.15232196921779154,-0.02181394704936794,
PF4,,,-0.015433269735126083,-0.016910989598857354,-0.015667458088918767,,,,,,,,,,,-0.015751058325072106,,,0.029829646065857064,-0.029400278209683793,
ANGPTL2,0.004855275057580816,-0.03180502713516003,0.08559155534083103,-0.0016794265905274374,0.010256531067660645,0.048017525741084956,0.09535411105372457,0.0361704236533028,0.036983598169194526,0.005987470072982709,0.08138046855648232,-0.09267264162065898,0.07544191464519422,0.023448338554400587,0.06605175710842351,0.07614572918160267,-0.010354900718328423,0.03310216829379287,0.061070200876868014,-0.13675355857841498,0.06241533976615703
LRIG2,-0.02197187342426709,0.03553283850083133,0.014026601430722343,-0.016562357743683188,0.005855501033261345,0.029647613916860212,0.04639825206031961,0.055300739590782105,-0.009584963507757685,-0.04360135310269368,0.06663118566416114,-8.090407922155473e-05,0.05357619136835746,0.01378238112784739,0.027012680452375412,0.016818165825785426,0.0018646441962888712,-0.02883991241105977,0.006545338346619588,0.08858261499921952,0.04566727977545795
ICOSLG,-0.03952976957239053,0.07641373918099702,0.04129721868541246,0.007189266326076243,0.022481944143974014,-0.01911685163692587,-0.0022551723697907832,0.08456590018904807,0.03671464252661798,-0.029522151486564067,0.00644211919024125,0.02070898912368257,0.004116423982432503,0.07272565585495328,-0.014027074716411306,0.049092611465047675,0.0077847892527509515,-0.035945241185914016,0.060238648690200264,0.057773458570977126,0.12464507891999618
WIF1,,-0.058810562228801794,-0.003066235282052179,,,0.11466713683333998,-0.08046511440571982,-0.011770861069981948,-0.01530626305277839,-0.029272941602158764,-0.009560897712132272,,0.05030992458198794,,,,0.1499238590623785,-0.031579990052739294,,-0.03511101335324688,-0.014378026821052131
NPPC,-0.060211514868486374,0.03808107757444282,-0.0375466886899547,,0.024476494576770088,-0.0030747273774661427,-0.03255094322284308,0.03346754989869274,-0.029857655853628557,-0.02161886354928803,0.025598193329696654,,0.15690960506689702,0.14564829748443026,-0.031874202984074736,0.025971193113884072,0.041467439399226,0.011963983684842392,,-0.011507299674990113,-0.023375593542396118
LYZ,-0.0259550066838767,0.03946667439669197,0.015418751973989162,0.040687470454772424,-0.018825913594542595,-0.09462928223157516,0.06814440586460113,0.019399372090033572,-0.00810520328018318,-0.016859788351375058,0.030551242253290162,0.028616566819806764,0.05538308946817184,0.10958725774240277,0.09499463528495944,0.011828632566886791,0.011245235182170991,0.0468872334987424,0.015072643366855635,-0.03278206591791285,0.07840479888555005
EREG,,,,,,-0.06752119445674655,,,,,0.07714527715041097,-0.019596544663907117,,,-0.004116751173207485,0.0022857906463848734,-0.0209628460114706,,0.02325977637310348,-0.033848429545786936,
SPTAN1,0.040725475374484114,-0.033760628792260224,-0.027325984469299305,-0.0035158030321539658,0.016138771592226903,0.034639700512861665,-0.06870417500752718,-0.03142658467925811,0.025239961586555726,-0.038006210135622685,-0.07512709162744977,0.08805839740796327,-0.07864251425729417,-0.021854000476767377,0.015603797236094888,-0.033432885315156924,-0.031691108394275976,-0.0644696229716034,0.008719565332231597,-0.03499293482122407,0.009424753916973056
PTH2,,,,,,,,,,,,,,,,,0.046126493003927634,,,,
LIPC,-0.026953956517857827,-0.007735006348183044,0.051520746385012424,0.040791440200384194,-0.028155589056589072,-0.011987728185701652,-0.020611791070885774,0.05494608781803828,-0.012659656654713816,,0.08986229814883856,-0.024502961742172993,0.008607076004977935,0.060527844684559975,,,,,0.15333892759697917,0.1309711296523227,
COL8A1,-0.03591354595663847,0.0721358623215697,-0.023650286530516963,0.04961659127990335,0.005760119603576255,-0.01773628757892132,0.07855923797534373,-0.05230695932144314,-0.005057434643058033,-0.00030001971407795974,-0.06631333763337058,-0.007520814611906062,-0.010436886273553832,-0.02749585267366199,0.010891642633838086,0.05696728489937426,0.06375304196433505,-0.0669328298895696,0.05362293810718135,0.060618660585133606,
GSTM2,0.08142152833590911,0.10848874532646596,0.043593921361505694,-0.028246899711641228,-0.004529170899241031,0.058218749574461874,-0.011239798076414868,-0.031598560873627175,0.0108188847737448,-0.013887720939880922,-0.015153052667686389,-0.03592453570735491,0.011671283149962533,0.03764210008951888,-0.043129111457286,0.15434555136346095,-0.023766454664882794,-0.01573303976755175,0.013187528131805817,-0.026276561115767285,
SPX,0.012453112078672564,0.023796884049816034,-0.030558672463926996,0.007264636656585109,0.013546090495781482,0.010821613893749353,-0.038880702661615495,0.03023163636488017,-0.01978810151014168,-0.056932981385592586,-0.005604615026830386,,-0.07887677912865007,,0.10282602651426885,0.1054462460110253,-0.04141928876361823,0.10121881846506911,0.009258402235841198,0.058452123487332475,0.03791167533509679
MFGE8,0.028250956661995258,0.11367993226585635,0.027978005372682364,0.017106575663868168,0.004809831832162964,-0.044022672493765715,-0.025085353181160487,0.019884126079491474,0.0016971528068762142,-0.03531156535681102,-0.03025852502992616,-0.054082509225758905,0.05445307952342083,-0.02893487108509013,-0.013516897993072463,0.06800836363352196,0.01716782312685953,0.036413431178746736,0.05471372940332106,-0.016174280865950127,-0.02288164010982701
TGFA,0.06399048587149139,0.05544174092800586,0.0037870233312698415,-0.005185576733643112,0.03641219079271,0.05909524158324884,0.0967807607252469,-0.028318370809314472,-0.044587698422088935,0.0923524417891824,0.009137549032924491,0.13555461056793056,0.022058202648999284,0.07994723124781199,0.00942009450178804,-0.002882751677377729,-0.006327109453510542,-0.041615238040749826,0.006325383263640835,-0.05925918949575134,0.03436412142093843
SLIT2,-0.021666440657282248,-0.00290027157218707,-0.004268467255368806,-0.035769585911847146,-0.030625683677687584,-0.010217730778526344,0.021539785731577606,-0.0399872436827409,-0.04012759243944779,0.05605586254410336,-0.02607191279891832,-0.006328010857918361,-0.010835120527899547,-0.040043721366138846,0.031532249431163874,-0.024048845582514113,-0.023119553777913825,-0.08028797557202286,0.058068874394210365,0.005628742579792994,0.06909702832040111
PLTP,-0.03450929201407213,-0.020740479020347525,0.034006613742378476,0.02209272653802639,-0.01517745588514256,-0.04161308116848994,0.056724192589054916,0.07450063797480318,0.051240103057804194,-0.012275638665251621,0.03564196740994641,0.033028911025436966,0.026708525014857987,-0.04533084882189381,0.0695793269729516,0.031324202677323956,0.07511834885572251,-0.04542912665199661,0.01164615339794121,-0.029706072794992607,0.0204467553779794
APOD,-0.027743864369637508,-0.07740421662858732,0.022071621818678555,0.04043486191069617,0.012236245686751466,0.1193474560748913,-0.11488179192302163,-0.02871967336635024,0.0784709569152795,-0.02010112334465984,0.07963285622069284,0.0827255899404016,-0.0773738358081429,-0.009310517377404313,0.027723937858992104,0.045644035963858874,0.03867821033240772,-0.028019371101133245,-0.05035697189899019,-0.06968672087908916,-0.012003375116178147
B2M,0.05148384490718346,-0.014113466387034227,0.08609502863080204,0.017164344299669995,-0.01621689109385472,-0.08136583528868989,0.06153599725456912,0.08887462460178724,0.06114058734819277,-0.03315471867736695,0.03997303774279739,0.06257318457894533,0.02820023135685704,-0.009735820451934388,0.06641303863108451,0.04957769058696871,0.10072921786793641,-0.03156326593887926,0.03380855774043126,-0.15092047934929886,-0.07292576256015551
OMG,0.007412323960881459,-0.0075034863278009,-0.02614926399712334,-0.03332116677187189,0.012400257562337962,0.12565381152254396,-0.05356995559854852,-0.04662255936144172,0.06456990524655433,-0.015417496301390894,0.07533623236225605,-0.012410599406723804,-0.08451740166159015,-0.11601691725304428,-0.0029851525930113124,0.02439703780354548,0.04002277171993113,-0.005060279516265366,0.0764820271740689,-0.017054219043362896,0.010452143498310083
CXCL3,-0.016953930882370325,0.006330628894355754,0.035888728857250335,-0.02490266757287975,-0.02560050998297498,-0.10672709771215623,,-0.019582183679796448,-0.06531993168822128,-0.016641501296958874,0.025650611641068254,0.14121394427639403,-0.020861714204296437,,-0.004945173463043493,-0.04053688003369514,0.041567759229141125,-0.04328218230551827,-0.010883535589993618,0.10470240068347422,
