,ZH1019T1,ZH8811Abulk,ZH916bulk
TIMP2,0.14469287900405037,0.0656773039789821,-0.04033511439368814
EFNA1,0.10149435709039155,-0.020836236097403794,-0.02328848263640866
S100A12,,-0.015718352101796937,0.07857551625594358
TFPI,0.044242580884261716,0.0037160445384529428,0.01414758394828263
GPC3,-0.03565896260224999,-0.00705109351473384,-0.003599319064956189
NMU,-0.017111086582179837,-0.014301174221708596,-0.038779529217255554
SCGB3A2,,-0.017789794078132592,0.06033789971757331
LAMB3,-0.03005352778390854,0.014078004649723376,0.049844648700905644
LGALS9,-0.18407271882834175,0.0829288211380237,-0.03705023527820672
VIM,0.10591025316976077,0.014373096546748492,-0.1492552456089406
PLAU,0.029346298838649344,0.07749765202725568,-0.023882297770991084
TGFB3,0.00673644713913608,-0.06751617274046906,-0.06981421295499288
APLN,0.08360327117642859,-0.002449892084720834,-0.03456523707476703
SHANK2,,0.04270225018656003,0.06833803022482712
LTF,-0.033310814278961015,0.026707143043560946,-0.047982285600488055
PYY,,0.06586628760802853,-0.02199497067628952
PENK,,,0.02289427484057176
CTF1,-0.009206598324064834,0.016912742934518755,-0.0731678160194997
COL3A1,0.00011836125419238637,-0.023850548322550458,-0.046110665924671126
S100A10,0.04187400554126468,-0.00877619883790918,-0.13041926911442922
FGF13,,0.03289639859778925,0.08083459161474345
SEMA4A,0.033117156375178855,-0.026975439674360824,0.060388029890589626
EFNA4,-0.017515883903463824,0.04439713760897625,-0.004608563075956158
HSPA8,-0.007980137328055125,-0.017001720851848267,0.10703553066675162
NPB,0.0859180320598969,-0.00633285543241479,-0.0751903142713832
ULBP1,-0.037958911797074946,-0.01916666318621633,-0.06256805628623686
SEMA3E,-0.042735427598158016,0.07275673202894363,-0.028089485846877645
FGF3,,-0.054970635857513654,
ADAM9,-0.05111827674989404,0.06085118198915394,-0.05015844346327919
ASIP,0.08321388579873336,-0.019836255409647247,-0.001119313074610567
IBSP,0.04962634085170177,0.05275797389256674,-0.06972314551318909
FAT4,-0.04485988821473788,-0.0033402113487939976,-0.06383191021080475
MDK,-0.006055718172244639,0.03220857197156325,-0.10756210742103207
BMP5,,-0.04282859356524166,-0.0391440001633781
CAMP,,-0.030825731946431283,-0.030195118763437476
HSPA1A,0.05217700793050915,0.0008556836873018996,-0.007762365787435338
SOST,0.11688306029539831,,
SEMA3F,0.04646540689909503,-0.027668179796652235,-0.009070135985807902
ARF6,-0.038301587724327894,0.026003175633503225,-0.06817530827826078
IL6,-0.05424666434439286,0.09176824001570694,-0.08690012189405097
CALM1,-0.018616400815733562,0.009774450781494894,0.15878132109839718
VIP,,,-0.006490546775402971
NMB,0.04014370285676945,0.012749511189189974,-0.07529072173671543
CCL26,0.14305904643811612,-0.04182778635808591,-0.046675599001369965
FBLN1,-0.014020446695774718,-0.05048757985750852,0.028888877843439256
SAA1,-0.021413533349451355,0.03873148812063404,-0.06337599753491231
MICB,0.05873513177358123,0.05931253942738651,-0.05394810524029069
MMP13,-0.03321845156760329,,
F13A1,,-0.007418096262341115,-0.13601429093297554
CXCL11,-0.08998368644966626,,-0.0014232341505330875
COL5A2,-0.021642018130196016,-0.009285456787545731,-0.07852018228764351
EFNA5,-0.020704645189985365,-0.04369606078528588,0.028466306396331093
AREG,,-0.03769870343410545,-0.05987054347433544
EDIL3,0.1361622041145894,0.042770454465848165,0.09457193983400129
CD86,0.013630255637769859,0.010891742980913388,-0.06191439868287818
HRAS,0.0014854497988252729,0.0022727648771402463,0.016848210417136772
C1QTNF5,0.03363216778574538,-0.01613779512052879,0.03969472474375341
RLN1,,-0.01591698380220976,
COL4A1,0.03804237075194652,-0.01873064311716204,0.012404788514037642
CCL3,-0.07118161714064965,0.04921226292278426,-0.022364552250767365
BGN,0.018702518283935415,-0.031218271348793285,0.010567485734068181
RETN,-0.04171483941839899,-0.02632955225676148,-0.0297123554775364
S100A9,0.08293467839534317,-0.024007055595913915,-0.09874569769466678
HCRT,-0.023724565543020576,-0.03284520800120839,-0.021597526579657234
FADD,-0.054717252449122476,0.031418019975134465,0.07957185347967474
ACTR2,0.009060048399456726,0.03954395610280679,0.0637262892947273
BMP2,-0.07008504621134148,-0.06618952253354939,-0.0582436615057142
PDYN,,0.0016665751037228636,0.07633051259803807
CD55,0.02378993418247815,-0.04997385462112499,0.07518825391876477
OSTN,,,0.06275112368229763
PDX1,,-0.023965565651859484,
CD6,-0.06317515971662252,-0.018661164757872554,-0.0421352493140385
IL16,-0.06664253199807907,0.0382881842510185,-0.06748523422363911
LAMA5,-0.030637260570123913,0.0659388694480388,-0.0894194177754724
RGMB,-0.09811630783112137,-0.04305672682147601,-0.07006245548227606
INSL5,0.11527160577428269,,
IL12A,-0.010121819645211111,0.017463842746155946,-0.03846390399813297
S100A8,-0.020205235365074164,0.07005790470031341,-0.013646525708745043
TAC3,,0.04804036875600378,0.0541838961088413
TAC4,0.05435161717454773,,
MFAP5,0.06445247203509477,-0.01897692983416237,-0.043493091542048154
CXCL16,0.03503929151951764,0.04129651003643405,-0.0007288913518890474
AGRN,0.02490591082133848,-0.014988912800418966,-0.05594160139665945
COL4A6,-0.07866588542297687,0.04462791609288734,-0.04278055989606001
FST,-0.06821430534258457,0.009763964993437757,-0.0557683571205638
MEGF10,-0.07077973872537792,-0.011757155749448122,0.07152463626777227
C1QB,0.04725875196286406,0.02241171398650812,0.06409001324778106
HLA-B,0.04387714377469976,0.059764879226491034,-0.08903340463416494
PDGFA,0.06324722867216044,0.05110124157395016,0.004000216113949624
LAMA3,0.046089920337007866,,-0.005859932971223039
DKK1,-0.00832664650965228,0.0022444796825981904,-0.10753232838230431
INHBA,-0.07246276982714442,0.01906930216948889,-0.01472868993259213
IL7,0.07059598701514909,0.030658500098934584,0.018851235637060947
FABP5,-0.04761237179740852,0.03225645766591709,-0.12482041337148844
CCL4,-0.08246703285240856,0.004795533753203189,-0.01039499253462895
FBN1,-0.02041809797997395,-0.03743138979565138,-0.11077124008649648
TCTN1,-0.03851590505419474,0.0686673631822388,-0.021060115385810797
NCR3LG1,,-0.02530178311165568,-0.027185660499258975
BMP7,0.12362046305572859,0.0736072264409721,0.07557295939713493
NLGN2,0.016475980600269592,-0.028213073806318326,-0.011023497324432693
CCL25,,0.020007797078912093,-0.02796503278972375
NPNT,-0.017157736287887977,0.0020201584686186757,0.04997481946821836
KITLG,-0.03519283299753846,0.029896108063743956,0.03825869919438405
MADCAM1,-0.0015425294546992361,-0.019166660429816875,0.030219113062822694
F12,0.0017059023699170788,0.0725073086275699,-0.020229402393266184
S100B,-0.11907126661175219,0.026763792735323644,0.13844875777294052
IL27,,,-0.023240537666734253
CD99,-0.031218559879459925,0.0224161502358514,-0.021836091695205527
PDGFB,0.04974738853207286,-0.002861926872577865,0.00022526622401597315
CLEC2D,-0.00651936034784482,0.06343856325544148,0.008590019774296333
F8,0.06903295413866208,0.09446425442550191,-0.0358178207664233
C3,-0.06921206957000464,0.04931844542810071,-0.009946334212331785
DLK2,-0.0379588617326996,0.012652666194101053,0.004415198213618462
TSLP,,0.009051063209615112,-0.05477479711912454
OSM,0.029674894954521348,0.020346920648845412,-0.05184347621076656
PRND,-0.009724895461955811,,
SLPI,-0.06264685184038098,0.029535845784018532,-0.09774664322175983
AFDN,0.0563248999698595,0.02969092329185351,0.019496264671584822
KISS1,,0.018182147886238238,
ULBP2,0.010471281695575783,0.005869366524409256,0.019501611062590803
ICAM4,-0.037958911797074946,,0.07444435268946234
ANGPTL1,0.05626677070161213,-0.02594809448213304,-0.026114069797866166
LTBP1,0.03941123709256687,-0.05245420937907117,0.04405513027363079
NTN4,0.037312813070428545,-0.014546517304123582,0.0034557079894492024
APP,-0.009626073735545393,0.026321564321888015,0.07750099045709806
RIMS2,,-0.0037712204138968383,0.08973967861701031
WNT7A,0.017435470582734005,-0.0538088697818999,-0.009854022018204688
GAST,,,-0.03595661887788145
GPI,0.040020367274640596,0.006803442997872157,-0.02423784935056326
IL1B,-0.06938200353862453,0.010565192829209015,-0.07209118234383242
SFTPA2,,-0.015517360876205769,-0.02199496539377027
HAS2,0.016710526720388995,0.015357078318176573,-0.06713563447159508
IL11,-0.03682479207365465,0.004645498202697003,-0.011239688020299798
SEMA4B,-0.12061595572314787,0.050633060630670454,0.03161791171169095
FGF12,-0.03543134568495604,-0.023504947060938346,0.08647919105979535
CP,0.0015969317034914342,0.032108093596348676,-0.04759546357847807
NLGN3,-0.015828288355430938,0.04943933811614706,0.003797535243301722
GZMB,,0.058871552810528714,0.02697681427423981
PROC,-0.0029181688667518652,-0.002015310985418297,-0.03318296077671326
TNFSF11,,-0.014687679986014501,-0.022935034966446943
AGT,-0.07551209042734312,0.04515389499588123,0.09372897866170236
PTHLH,-0.05289062719096603,-0.03209837416811874,-0.013130792728717778
COL1A1,0.04973503486969098,-0.028627358006155207,-0.05180810940976648
LAMB2,0.0035868397027941125,0.01886887703929218,-0.04572109939482742
DSC2,-0.02512232997434041,0.04569936462286051,-0.04529663091050845
WNT5B,0.0809955539855524,-0.061425410480801954,0.0659998555364447
LEFTY1,-0.03644859636968306,0.03343599426678141,0.02799749527480464
FGL1,,-0.02153356130619467,-0.010757317739598723
CXCL5,,0.016376557854221267,-0.021781301718190014
S100A1,0.033369216775939736,-0.015733762892963864,0.05617176867965116
NPTX1,0.032701718801252506,0.04854577770191481,0.12955919238276065
TGS1,-0.10272706504367381,-0.04678625761305611,-0.030684047034945445
SST,,0.04208589254062018,0.06423170502390015
IL34,-0.013212959463402498,-0.03645640261350182,0.02286012654229882
DHH,,-0.05117272442774974,
XCL2,,,-0.026114052141928957
TF,0.06568484869710092,0.05516875256399537,0.0931347405754628
IL33,0.029898931615842027,-0.04179933568961536,-0.05131311697864346
RBP4,,-0.01682177902361595,0.05812474249663969
CCL19,,,0.07224609248479708
CCL20,0.026836291067073404,-0.007994153797325853,-0.03907413413724743
NAMPT,0.04628584748141664,0.028210824202835667,-0.14138926788834652
