,UKF243,UKF248,UKF255,UKF266,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IL15,0.00925798228729999,-0.011957728034989042,,-0.016491237762875675,-0.03725603532559453,-0.01138141594616943,0.14515646505598173,0.005192249065945012,-0.05691946116675133,0.08449328443294754,-0.002307302062328239,-0.0371716599034682,0.04631136907151619,0.047772784002946385,0.014550667745344725
UTS2,,,,,,,-0.029913846224991388,0.02354198069381958,,,-0.039835202531266455,,,,
BSG,0.17229495801306352,-0.03294267443810463,-0.024049007222761612,0.07927469975854037,0.06250978112616393,-0.0007789384664067464,0.04940035785810863,0.1477180458694921,-0.0029031225246581548,0.13506289630870272,0.07029990656644647,-0.014079038910688063,-0.08034905707623578,0.038193036744534954,0.03020273164420744
ADAMTS3,-0.00851196986858016,-0.02956829707079428,,0.0032410710591014988,0.02754734219354202,0.08195126627157115,0.06821275292579178,0.0072767739780071694,,-0.02897160264404292,0.027177172663748986,0.08467192114624027,0.034306766416171995,0.08697124020385423,0.012572061147271343
CD34,-0.0022655520519461337,-0.01669083382309173,-0.08456822902772984,-0.01657167553605456,-0.03038388914528036,-0.015462541208631924,-0.08116914299332761,-0.1142641020439666,-0.046478916852935474,0.08281025305765442,0.026647107456255537,0.05280772870554454,0.0927761577949331,0.017442819421138296,0.005346764249981953
CCL23,,,,,,,-0.03015161854171031,,,,,,,,
PLAT,0.05848868559289929,-0.046770094197964365,-0.15093889799599491,0.00014977419706332609,-0.005928980820343143,0.03628340640175877,-0.04610965745066248,-0.08883430112376542,-0.04197534311107471,0.0693610200168332,0.08960311681907777,0.10267993864161114,0.05298248377952195,0.0661661086005446,-0.03780953274821594
NTF3,,,,,-0.004128508395037499,0.010929803938794646,,,,,0.08706999164438783,0.1254640233990206,0.06135434648162917,,
LTA,,,,,,,,,,,,,,-0.028686927326358573,
CKLF,0.04333856093492444,0.023206952981386243,-0.01585510431303261,0.02513091914175282,0.03374049142293904,-0.011074613432433817,-0.05080705120000029,-0.06268799528514768,-0.06974101051476399,-0.003420834520695911,0.05788851887352215,0.10001710913990738,0.024116760860764263,0.010078555047233206,0.0528550813493604
APELA,,,,,,0.006367493853753658,,,,,,,,,
CD24,-0.0011494363907103324,0.05097417807636516,-0.005835612518244151,0.008175123505233344,0.08198942503911456,-0.07167731900033951,-0.004643382691747766,0.01237323702296358,0.08946768698297314,0.11754940496795879,0.022282283747825767,0.08183133243004347,0.09838394320079348,0.060587775595382594,-0.023705948096531728
HSP90AA1,0.07918139126683756,0.025362458509380095,0.03349104834451281,0.06452457607412256,-0.0967000314744865,-0.02729190655352918,-0.0321825883989488,-0.0058735135114810965,-0.026826319348692857,-0.0791950388751632,-0.12048291431790281,-0.16940659163561536,-0.0653699505220261,-0.02528900062496494,-0.04962446524199797
BMP4,0.023682523858681057,-0.02454557859966288,-0.0026279173568656486,-0.015605461048559153,0.0378479562129353,0.011288310773276716,-0.018847342465246046,0.014536378065583907,-0.012925105531585566,-0.0017775230425025256,0.05952912007165489,0.1287118084807354,0.05215673876244594,0.015033725884355444,0.05370035862289148
SCGB3A1,,-0.01823213715171505,0.08968972227325772,-0.021051356673513554,-0.004488608594082645,0.0710970512118922,-0.03720951954730807,0.03740500722304469,-0.06391120829677226,,0.02128828669440316,-0.0014076679487590286,0.019455076177362727,0.0713109922193719,0.0382870939598125
IGFBP4,-0.019970386654758716,-0.05564158758771719,-0.05493978275573064,-0.003984199274770532,0.10548449035090834,-0.023944156802990692,0.06171359560423784,-0.12522887841254401,-0.06756689866291526,0.1134983809855617,-0.005987589387550783,-0.10901063578165414,-0.02631236265701665,-0.0012865857230403223,0.029474655979424464
RSPO4,0.06873919332773716,,,,-0.026574797900512096,,,,-0.04046829333735668,,,,0.036468074098868195,0.07578229029204266,-0.024959884495797422
LEFTY2,-0.011516144551157851,-0.038711390633628474,-0.036566513822244906,-0.03163225878837437,-0.029139590914831003,0.010033914190205925,0.029731547172131865,0.04106714310336783,,0.08033552400664191,0.06529564195044742,0.09235058182253844,-0.035414342539632965,0.04970530083595284,-0.08154702202268849
PF4,,-0.018912915608797813,,,,,,,,,,0.12044010012830254,,-0.028686920687990808,0.0805197208579296
ANGPTL2,-0.01688563496794853,0.005548927035215714,-0.03794245679376188,-0.0030667851530431387,0.04221901041836968,0.00860884278833643,0.12055703739340022,0.03316747326374251,-0.1111830125993139,0.06652922205602979,0.104304104296799,0.09264650780744811,0.0515395930490891,0.03199523274785648,-0.00692580994845666
LRIG2,0.0019559015113974876,-0.026153789873061654,0.003910509514504064,0.01980624200302962,0.015099850727236906,-0.03631123231460423,0.065476112668511,0.08942123810595956,0.00019716634569441315,-0.002413392860221471,0.06553107238955923,0.02578350247008925,-0.018476382023206,0.035223685669772305,0.03272443002671118
ICOSLG,0.005241915985873475,0.016851827109668545,0.013412166435300632,0.031045523973733214,0.028625087638887183,-0.018066023142056832,0.053869642547976236,0.04462898768684964,0.01681257578975871,0.06536028622471649,0.023509490725458472,0.12322907787141145,0.03935817231727811,0.04989543411787711,0.009450731914214836
WIF1,-0.06306319872916837,-0.034030721820077374,0.05104159184679501,0.0056292863289712815,-0.0023431389490049565,,,,,,,,-0.049422834230523835,,0.03714136931599057
NPPC,0.0023755397659154555,-0.035318571135600094,-0.01149052262923465,-0.02146700933366899,0.005500603964359992,,0.08576476586634292,0.027703679539157033,0.05822825890311673,-0.028971547002345176,0.08228400104160462,0.05799725707855402,-0.012646387302397864,,0.058525437653508004
LYZ,0.049302658058592075,-0.042691439039002965,0.016699822386995463,0.006166185601159094,-0.0017924951516043069,0.04359251362003796,-0.0005034325399927484,-0.044128758184817846,0.06936623213400797,0.05553705939973795,-0.013877506990309851,-0.02201219708280235,0.05100214048400419,-0.0008696068009660267,-0.04984706431028449
EREG,,,0.022930555199308922,,,-0.027066887058834397,,,,,-0.022242487153100336,-0.003942642573687323,-0.06621899861017969,0.014683077315127075,-0.02251070793228665
SPTAN1,-0.1052764626419244,-0.011201466043505066,-0.08528321741057374,0.07145251019398198,-5.426676062834482e-05,0.033250865151553316,-0.024926221623867484,0.00819136771438097,0.012056471843142968,0.01820768178165075,0.025097679172173627,0.0850800231902505,0.03567589429025165,0.006089602259653627,0.04442425576314485
PTH2,,,,,,,,,,,,,-0.012092098263475376,,
LIPC,-0.0005137819062536075,0.0062960094532988845,,-0.025573681196236195,,-0.033843665271452265,0.023077318874744995,-0.09341847986370795,-0.06291279737105418,0.06206409039961736,,,,0.011800265030711408,0.019844045478999515
COL8A1,-0.02272956175291431,-0.036747877876229705,-0.027752662713684553,-0.03756299555093675,0.04554866121506853,0.05633245320551644,-0.03711260903998623,0.015564624395220928,-0.012492137886319714,0.08420510866176538,0.055932161888807584,0.07390401866119664,-0.09757190388376336,0.00941656145952262,0.06975572403032013
GSTM2,0.007254020015994335,0.06625169656972202,-0.05874473881202644,0.09227264652508521,0.026122213782375604,0.0518252322596015,-0.055465051533720576,0.0746396852997792,0.04340230526918677,0.09124983705732043,0.09601557749918443,-0.0064634819634914395,0.008131736732921679,-0.014642029182928845,0.049246890474456614
IL4,,,,,,,,0.11922783187822594,,,,,,,
SPX,0.037986536539108426,0.0484724163468643,,-0.0068181324618350365,-0.0011057694043256163,,-0.035316416759345076,,,-0.06839456480676269,0.03353660883312751,0.040054983520114745,-0.04090055611734472,0.023301917878367457,0.09204092701168928
MFGE8,0.04470012969974339,-0.021568254820141616,-0.05371096687174307,0.007894521667597854,0.04252850843693343,-0.044303046412117,0.012752979368822116,-0.050209663447749936,-0.05190042679068438,0.12975120005296042,-0.006033658774381583,-0.011515351448901175,-0.016515353167240013,0.048684663306124074,0.021685029431957294
TGFA,0.02874828771397833,0.0057317714909245225,-0.05791026468488303,-0.014550584911705914,-0.019772931830535283,0.030596466932292985,0.0864979305564699,0.05641874071928013,-0.014541837526236173,0.03442100080241552,0.06383165335861023,0.037608119881837425,0.038516502670256435,0.06606363039326808,0.031171750100794177
SLIT2,-0.031626612770230225,0.0315649146518031,0.07466053476371597,0.07466632785533169,0.02370187476202629,0.028682257090781274,0.08394614426654474,-0.04400962133631316,-0.058550581700500384,0.16006456289202473,0.07062987442385561,0.03706006680195492,-0.0018399551805660106,0.05503089494750164,0.0628897086832095
PLTP,-0.024556321703564397,-0.01611649327475608,-0.03564050269119224,-0.013081005430665928,0.054690042664969664,-0.04726308745836882,-0.04038665883327374,-0.0866167435016908,0.035461433180912966,0.08924134355533932,-0.023093048767138153,-0.09069748396607125,-0.06801214319603809,-0.019588101616725126,-0.04326251676724484
APOD,0.05267473734111054,-0.007453501148007915,-0.21876966791605698,-0.03982168583571012,0.07460500417075012,0.006626057117276488,-0.01981865031738243,0.04282452153805335,0.1130466229961299,-0.17266529667177904,0.09922743293008007,0.14748996295349986,0.004458349389626943,-0.12932291307750166,-0.03887319711119079
B2M,-0.12991013227665785,-0.01998318426924889,-0.08870169945704505,-0.035760482466782734,0.08621183816930342,-0.029085746113111172,0.03277052693033338,-0.03234463325394076,-0.0958563886759814,-0.011895564284018329,0.04341375338012163,0.053170870877448546,-0.0802550955378937,-0.030522605441466732,-0.10714364579381722
OMG,-0.014963184709259838,0.05505127759402007,-0.024974164138725486,-0.0067220516616673855,-0.03132665877950232,-0.017141608290410525,-0.045909843844432446,0.013178541608974812,0.08513742756928445,-0.13395098339549927,0.06103181899105117,0.14918006499502617,0.020436567076019343,0.05228885801522305,-0.022214513328178052
CXCL3,-0.007025025783752979,0.010806999115509863,0.10527831117699757,,-0.02842941646078669,-0.0874055250751123,-0.027455181019348508,-0.020283239163143004,,,0.029618803413677813,-0.06815667091312944,-0.03963233902096672,0.01873640573480339,0.05700693060943968
CXCL10,-0.011217698356189128,0.022971410538353266,,-0.02254165376281017,-0.022611531969988826,-0.023357197305497596,-0.025475728033223833,-0.11118097748066454,-0.06214528665052417,-0.03907913437784028,-0.0026662312641699405,0.005759964050528009,-0.016184526192680185,0.008859563366707835,0.02316831482966269
RSPO3,,0.10155864520904088,-0.05100278604102829,-0.0344641408623375,0.008436938980976059,,,,,,0.07078523590575041,0.05966798766995904,0.046156071399555305,-0.020444061697324066,0.030066865126357013
CORT,-0.034381066829454875,-0.01050176999647308,-0.03618757333227918,0.0157843481478736,-0.005497582659974572,,,,,,0.0041434633874976555,-0.02605963948527081,0.03812893612453852,,
NCAN,-0.02863716299281325,-0.046970368640795186,0.005770058440506332,0.0014667294816206363,-0.03444091719880347,,-0.03785401024026116,0.07549618342010421,-0.07076174906698109,-0.008226636995113036,0.07746542611620891,0.10635246329511804,0.010018296365045623,0.06549329423635279,-0.02076597013333777
PRG4,0.012381306005604128,0.011837340899612837,-0.027929081399542005,,,,,,,,0.008505987626352032,0.06467397219217469,0.020648270617632074,-0.03676177806781717,-0.02721440212529821
ZG16B,,-0.025282471419151915,,,,0.023481418644514827,,,,0.025255130622760368,,,,-0.02549154474907216,0.0419742092065543
TGM2,0.038648558709892464,-0.017380764291186287,0.07553892039897574,-0.03836826485356886,0.005485032298954317,0.033759524386783986,0.06491628555420258,0.11307310283184106,-0.010760105577837905,0.006388384023241198,0.025806817996329806,-0.07124556545006243,-0.039299293290613206,0.00888909463982238,0.03404897373941577
VEGFC,-0.021023383591542245,-0.03481382405189637,-0.00577213778360324,0.03511988101623354,0.025627955427985495,-0.04704153420561883,-0.04544207971988927,-0.07793130210080083,-0.05691331584703319,0.007520646543611822,-0.01163982936169277,-0.04814323106965967,-0.0020789550642877886,-0.029307208705251234,0.046887047432537785
WNT6,0.03401631450369826,-0.029417153178174685,-0.02724146364106922,-0.016914928633795987,,0.07152404056818833,,-0.0276608401811508,,-0.02557929114596085,0.0400367444255702,0.11329457793931684,-0.008879857719990718,0.13246091445826658,0.04049627346728878
NRG4,-0.01584193464151196,-0.016792440081350956,-0.008630227095787172,0.04955221094691927,0.0030218708049867407,,,,-0.056115217859802204,,,,0.1025573873259744,-0.020444063988615622,0.014801343392661148
PMCH,,-0.019354190894485493,,,,,,,,,0.04086350140860547,-0.020355144371220133,0.029131313699931303,0.005419409019232417,-0.0331941604301821
COL9A1,-0.06111733183972834,-0.05071794720670536,0.007261468640728616,0.006650949429141457,0.03828192986953171,,-0.007998287036968628,-0.012627643407448496,-0.04284973766694322,0.057551227066900405,-0.008505235529601744,0.05431116578312685,-0.026875932905274794,-0.005551003541981738,0.044708400543832516
GDF11,-0.012111953248158652,0.012829441335194751,-0.00838062765593796,0.04101426954096956,0.014566214780153705,-0.012102105202420069,0.055362195056050084,0.03535930826134854,0.03563655002142868,0.05031366579199319,0.005977682250012532,0.015325429872411426,0.02917824562443388,0.10415822361778765,-0.04658916684130677
RAET1E,,,,,,,,,,,,,,-0.022426992936518404,
IL24,,,,,,-0.0192553868350975,,,,,-0.040408765792909834,-0.03536298970768178,,,-0.02897758432110471
SORBS1,-0.12703638254502012,-0.04205824841094751,-0.03879134855024017,-0.061843039657081066,0.08200929611552664,0.04656418844144327,0.004136319855128635,-0.00443794274068384,-0.0019383793698688186,0.09042730569047329,0.02271512917417802,0.061402100369587986,-0.012566424410388811,0.009982641405404368,0.005426238503501903
DLL1,-0.050821888468733735,-0.03877835767283191,-0.05384976690590742,-0.036584877063706285,0.018144345488953877,0.020207848986317167,0.01985865742566015,0.015446583423191313,-0.05059321361205753,0.11841739032297183,0.06782570051057418,0.12817651756134124,0.10317472296355555,0.09352047863545097,0.0490016385863913
TLN1,0.014585066982299933,-0.015645107962985176,-0.008724138239010576,0.0328423744194325,-0.05730134929126238,-0.040993544405902076,0.08026480497968433,0.049546562195883354,0.061456530413811494,0.033903954731155796,0.013971829888272882,-0.05976172062684458,-0.0449974886954111,0.014426051528378012,-0.00787614754481499
COL2A1,-0.045469509073855496,-0.016709942834774685,,0.12101935082294517,,,,,,,0.05155937199853482,-0.048884189134543045,0.017035338085306773,0.02767229410260129,0.019465075289890294
SHH,,,,-0.001725112476856786,0.034479085629789664,,-0.00993950581849533,0.04294593368102309,,,-0.007165384088513632,0.10285094203741095,0.001971473717177888,-0.02281180241021755,0.013394842965405667
PON2,-0.11513406084882087,-0.016660149335445282,-0.1146503919278216,-0.03244969653934294,0.02886101542893919,0.027097725682120648,0.05260388142309796,-0.020193220532003276,0.12177560454135442,-0.05391398512883369,0.10729494792449236,0.09744264257383888,-0.1254562471693505,-0.009395528655717134,0.04867692288484047
ICAM5,-0.049766056796777695,0.07799980710499112,0.021414187762558174,0.011109880624155558,0.013595558831183312,-0.018227589524244664,,,,,0.0699319872837732,0.028078879782438317,0.02381433753452536,0.041186484346415246,-0.00860673139769031
HPX,0.04701372520160923,0.027718157646132273,0.028696374225903824,-0.0169149297748273,-0.026574799078440983,-0.025364436574787746,0.08688114647859424,-0.03486960646682102,-0.016338145863785174,0.017709167835594265,0.03545898880074645,0.13815774554665103,0.004618144642407994,0.0970566392494309,0.062004823530079335
SFRP2,0.006402726856302858,-0.024239674930757328,,-0.003603238619173675,0.019048496186048466,0.06122611233797009,-0.043846610671647544,0.08157145539846103,,-0.031391069298697415,0.0399279084875365,0.04515972101008789,0.028918688517321003,0.00620607153831066,0.08183468321140738
CFC1,,,,0.035960542403174214,,,,,,,,,,,-0.022935031923695056
CD70,,0.11198171746723748,,,,0.0001192748049812512,,,-0.026475782811199975,,0.036400740212403596,-0.006809407366726956,-0.04073663260260639,0.0481975770478335,0.023054005629831398
HP,-0.06147269811820249,-0.05142638569181879,-0.022619488291488583,,-0.002578203914749006,,0.054162482772927775,-0.11673291343002673,-0.0772105466587421,-0.05082600327442264,0.04185720258686357,-0.0821792263329896,0.010051665147934938,-0.03058208367202377,0.025006906195978236
CXCL2,-0.0685494894173789,-0.026460439504918137,0.011434240530989266,-0.026142756224405074,0.028321811770979987,-0.02834233118546457,-0.04927628747581459,-0.00949577321386536,0.020859667485817347,,0.005174622021876503,-0.04648803843454192,-0.03799503337869472,0.037777283980910674,0.021845468177635146
NPPB,,-0.02352122151602188,0.0847346480801853,,,,,,,,0.0021216445800835465,0.057504128301473674,0.038768495077727554,-0.020738226056538012,
CCK,-0.020935719622049903,-0.05268914183128024,0.03005705412836653,-0.006285016772111678,-0.0680619833064195,,0.1517903022475022,,,-0.033476956386384836,0.06532271868909306,0.060857559862706655,0.0313304769174543,0.033593427187397655,-0.05984136148809507
SEMA6A,-0.0453846824691673,-0.0065886444077321886,-0.0017691605807791915,0.04158701108612814,0.03417941619585818,-0.005289580609696913,0.033615924490968105,-0.0017839190210828838,0.0428524128089215,0.014523583407435826,0.09202307134981327,0.03818083665538111,-0.013406223434545212,0.03558787706763685,0.042901463535762255
IRAK4,0.018690490062730016,-0.05675141411408844,-0.02216157406168351,-0.015086016191416427,0.017637347947177858,0.061740045852542204,-0.02067919915955272,0.01640664941164157,0.08549165165960312,0.025511309518140308,0.031024593309565588,0.02237463049893846,-0.0014896403633886163,0.057716802847561706,0.011736035861866079
GSTP1,0.013571310316330775,0.01934807405651022,0.01531399076646837,0.04561415468014214,0.06281227448597027,-0.04219807093759536,0.09330584066498869,-0.025340420752724555,0.02268131321633978,-0.08818511289708972,0.08396663497345012,0.1201127068016115,0.06694985145209294,-0.030088215227644342,0.04310653409616529
