,UKF243,UKF259,UKF275,ZH1007nec,ZH8811Abulk
GPI,0.06147280927023564,0.03209696865746667,-0.057437301169106836,0.28470991898276016,0.11229272953561728
IL1B,-0.008585072114069954,0.09239429538593569,0.10223022427998997,0.10331594552936914,0.19184464869289022
SFTPA2,,,,,-0.021252461815587865
HAS2,0.009120610696262228,-0.0016580459246509722,0.09615715372231892,0.1403999501306886,-0.04963524214077585
IL11,,-0.018639010358841735,0.02911387614738626,-0.09322573208511958,0.07137922273497865
SEMA4B,0.0048493967167865595,0.046919678265346744,-0.017224133270280755,-0.12228991978368683,0.03503429461587649
FGF12,-0.07513972249273955,-0.02677160231148335,-0.10583105034563459,0.07114051973720292,-0.03782690180791144
CP,0.04617446990820082,-0.06036993806868821,-0.08203424509425183,0.04480180434641955,0.09506697516323287
NLGN3,-0.06730521765935026,-0.03632228005842707,-0.03600922606817288,-0.22592649450624913,-0.1070098573175614
GZMB,,0.1291688054159873,-0.03921582343047892,,0.027183199119391724
PROC,0.03717692107329956,0.02778262006776358,-0.033467504560828094,-0.0086709325927103,-0.00023237681851886807
TNFSF11,,,,,0.02310846945636624
AGT,-0.10619979425368924,-0.0519519165346969,-0.09306698157643419,-0.08719369308429585,0.11475484284623623
PTHLH,-0.03846362725844444,-0.02567056519241937,0.04423960473694246,-0.021639800010707626,0.023045143197399205
COL1A1,-0.04027056923073151,-0.01131452984488572,0.10907004571424628,-0.11506144540464008,-0.030409409909725328
LAMB2,-0.06502859867259153,-0.027484111418526195,0.0020363168730915056,-0.02183108580967483,0.0297681529513555
DSC2,0.07688900999442487,0.04011227265092021,-0.011368205028013742,-0.028569317630734035,-0.0036982310616945095
WNT5B,0.014056885519397586,-0.015669242392549392,0.01040187323076874,-0.1171233317945111,0.020446362843224198
LEFTY1,,-0.026455805942571305,-0.015818856078062413,0.025028133022212077,0.009841050842214908
FGL1,,-0.010504575223212945,,,0.03169680432714898
CXCL5,-0.02794745373781352,-0.009654623392649194,-0.021043484382248005,-0.034858351826431336,0.10129115834027418
S100A1,-0.09304211239649329,-0.03716359089234384,-0.09767676873236564,0.10860377254568299,-0.07990280696827622
C4BPA,,0.08434211715776162,0.00840965523312324,,
NPTX1,-0.07976296573373189,0.009181128062973718,-0.029402974540207263,0.25243345962274893,0.021238416730133103
TGS1,-0.03822706989150494,0.026895343484617897,0.01879839165703752,0.006884827253771593,-0.05157575593259496
SST,-0.0568260263935551,0.025272668244574005,-0.06317794808597166,,-0.00021693959753721557
IL34,-0.06341088692707102,-0.002986078375222852,-0.07787189980300192,-0.08665723465113886,-0.02315432372895691
DHH,,,,,0.04231030093476736
XCL2,,,0.01476602437170599,,
TF,-0.06386160782867481,0.006109471470092474,0.06959559610805584,-0.025150459269350306,-0.08125051120692701
IL33,-0.08772461868958255,-0.04329307012161521,-0.04520269676089602,0.06174656114883391,-0.06336717081724529
RBP4,-0.03536246421354545,0.00948408737732539,-0.06850911019298866,-0.01134927917128342,-0.05125914674998221
CCL19,,,-0.015979036743072404,,
CCL20,0.10989018136555409,-0.024145705153038054,0.1441296161526111,0.0982049044615513,0.17817689334450562
NAMPT,0.13472464288839286,0.0519314210414634,0.11251106622399702,0.1293099518328013,0.14320584596869548
