,UKF243,UKF259,UKF275,ZH1007nec,ZH8811Abulk
ITGB3BP,0.03207372173008381,-0.003037770227885763,0.04861606359593391,-0.00366281577240758,0.053493298132801105
AANAT,-0.03860538196867866,0.153020306816316,0.02215003652536878,0.06957042783975002,0.08684043099217968
RELN,-0.03713801939209383,-0.01823359317128768,-0.04399647363202622,,
IL15,-0.006380594972082684,0.08091946535958335,-0.011909454135608925,0.08771919710815285,-0.00024087420727400308
UTS2,,,,-0.008184231554280663,-0.02011613797584965
BSG,-0.03236814529177053,-0.024688221567293184,0.08542255529486054,0.1946293290905581,0.06898619043272135
ADAMTS3,-0.023009777282749118,-0.020984245373627888,-0.041751635523907524,-0.20445869537731284,-0.017245681255079404
CD34,-0.04278863327017947,-0.03142585987374866,-0.007615332579698457,-0.12718071385197566,-0.043728795045879024
PLAT,-0.0793950370875629,-0.03272185507604772,0.0724323768371243,-0.15324145564925284,-0.13917045082523674
NTF3,,,,,-0.07466740587425544
LTA,,0.07376276054202852,-0.004432495554059389,,
CKLF,-0.0011017319600721029,0.02561338958772594,-0.009253975073908327,-0.05235464699170587,-0.055568727273104
CD24,0.07909032181972357,-0.007373530844113183,-0.023245849675767212,-0.12225510651157545,-0.13459924400904888
HSP90AA1,-0.012602744305401528,0.03250000909608421,-0.009995817245131735,0.11858816272801015,0.16602762873979088
BMP4,0.006639804857522333,0.040101479660678126,-0.044203347520381985,-0.04841390951348392,0.009313912993283033
SCGB3A1,,,,-0.0782769877238251,-0.030441275966700276
IGFBP4,0.002906137992050201,-0.021665282815912672,0.08106498329101977,-0.07052937380878509,-0.07765084764729265
RSPO4,-0.026312185504829888,0.079266519350577,0.0031026217461364116,,
LEFTY2,-0.044073080925509794,0.0014360638360489497,0.016864792669177057,-0.12134186789237959,0.07198338496449648
PF4,,-0.009045493659613515,,,
ANGPTL2,-0.01939964824503731,-0.03994181900146931,0.03893432747496268,-0.06830330809309905,-0.09842147332545396
LRIG2,0.018861391470816613,0.018861212668188215,-0.013353055851459917,0.13589307861857902,-0.024743731924040967
ICOSLG,0.04570738237772532,-0.03569132520219057,-0.006542132358908185,0.07087158120181036,0.06377393589183628
WIF1,-0.06123266097877592,,-0.017273292451303032,,
NPPC,0.0370314496642432,-0.014031791342918749,-0.03369470521261353,0.21945191222582586,0.0037329053360634686
LYZ,0.043460959601621864,0.012315278485348392,-0.00260478810797795,0.0862403119680305,-0.03808964519977149
EREG,,,,,0.10691989368302504
SPTAN1,-0.132537507983233,-0.04677605312568085,-0.10822618573300129,-0.14295440259420278,-0.06861038111520242
LIPC,-0.019425182346984798,-0.016255425790747145,0.02424138577442679,0.05290071406766649,
COL8A1,-0.06124428059437028,-0.03175109947743806,0.020980071760542087,0.0048208380326680775,-0.03986557740106556
GSTM2,-0.036276367775147325,0.0544264665559728,0.08974035922923128,-0.004031574197341026,-0.04987800422859798
IL4,,,,-0.04688014801160098,
SPX,-0.07782844806556366,0.09372783135349659,-0.06793246074669879,,-0.027148751483057443
MFGE8,0.07258076361452075,-0.03118690724119847,0.038002404497549554,-0.033291613430352286,0.029987297112048297
TGFA,0.14654757165028254,0.06615282879420294,0.10138244719795579,0.0790848219211008,0.0407444902575415
SLIT2,-0.05332342132872229,-0.021479165976205843,-0.052680313578628575,-0.07478906850411071,0.00850799057877354
PLTP,-0.0341749293401423,-0.028541407828525968,-0.05637409840123186,0.011185863873983038,-0.023943513382795687
APOD,-0.07351964025481476,-0.06398142946754108,-0.05901037844839021,0.1477916011924825,-0.11648153288170067
B2M,-0.001567910770806528,0.017538237758481585,0.0400722866988958,-0.11370197391642527,0.045053779621484866
OMG,-0.11544987389153039,-0.03154143079425932,-0.06744772812820123,-0.13709887639065482,-0.07158891683348514
CXCL3,0.06014687178419225,0.07106311592764993,0.029854256820702828,0.12820299732975482,0.18730454603680002
CXCL10,-0.014439118695224757,0.04625218932277657,0.038141851192941854,0.07495296632385127,0.036552112927175376
RSPO3,,-0.010504576193424334,-0.03380782416695411,,-0.027604341166029046
CORT,-0.029500595853843112,-0.02355731870909194,0.05912247425879401,,-0.030703577583566233
NCAN,-0.14213321085417688,0.01871587609500546,0.06198924466755082,-0.077685171886404,-0.1497506039853176
PRG4,-0.04026138688910204,-0.010367563693298956,0.00991363879576537,,-0.029492201107381964
ZG16B,,-0.012032825616428695,-0.015292589420046975,,
TGM2,0.06511441444735097,0.0047994374134128085,0.04301050608665355,0.2416225597191877,0.10042562625502705
VEGFC,-0.028888348938329228,-0.01847777451757449,-0.041179170360658886,-0.010760294184950643,0.005421025619012671
WNT6,0.030495966091640028,-0.01433967554502744,0.044222425473693004,0.04185157903300724,0.004825561213127858
NRG4,0.017852559177996608,-0.012617799287997989,0.009318341945919666,,
PMCH,,-0.00031923734000787254,0.026775330027578283,,-0.027369149316697452
COL9A1,-0.027562705373883053,-0.013178370437065377,0.02886826247198948,-0.11293572430087258,-0.07877017353684201
GDF11,0.006319101211063471,0.02044277051049174,0.02391068850805489,0.0054519505413715644,0.0395806542566487
IL24,,,,,0.02192684318613078
SORBS1,0.016779335889871586,-0.05707013368464342,-0.06707910379647727,-0.1128059731258177,-0.025989006831132044
DLL1,-0.036411476056068495,-0.044261082489144336,-0.05006601673965766,-0.07861478348505846,-0.057339125383632006
TLN1,0.06609386861731323,-0.04137640367388723,0.0565846626225136,0.023546520152721365,0.02450896023065507
COL2A1,-0.027947471310401147,,,,-0.0012454445285529096
SHH,,-0.010773600886833845,0.07276418587513525,0.17498007185890485,0.01798759067408878
PON2,-0.11527534141888585,-0.017700280753006142,-0.022664288138932218,-0.1596987419245745,-0.10788935226816915
ICAM5,-0.06512310138319889,-0.016791421651164724,-0.049689697756643725,,0.05743970310304544
HPX,-0.04450454001868528,-0.014067378126063835,0.032811461265192556,0.10379458690213421,0.020196539422721094
SFRP2,-0.03638599052496143,0.01117196768696268,0.11994035192287426,0.08957566641477159,-0.04838387604100903
CFC1,,,-0.019245869393891023,,
CD70,,-0.02085544744273877,0.1023283959001597,,0.03102428283531407
HP,-0.10158067817916439,-0.025174559648516625,0.07801993968819261,-0.045123779698456594,0.02290988033133094
CXCL2,0.0037282610037067854,0.042699936624182956,0.02124953493358239,0.06372331364507175,0.12020226664842935
NPPB,,0.08154252705599936,-0.016852465945547478,,0.08275055435182127
CCK,-0.07990925802180954,-0.027651703890152632,-0.13554148460103516,,-0.08370208630629827
SEMA6A,-0.07489431262411146,-0.024973856502893008,-0.09580389234316103,-0.14443910653454498,-0.013298027039051344
IRAK4,-0.024708891327869218,-0.040994623281947085,-0.017243271101761,-0.08181498758027615,0.006065472641958854
GSTP1,-0.010019287024237416,0.010653724391362631,0.027260638195009637,-0.04000546056803408,0.0034606823507577354
VCAM1,0.04626584931564012,0.02748574751095667,-0.029835622271810962,0.06267987272871503,0.0671258191896724
NXPH3,0.01288523475185388,-0.007173858759066316,-0.01040681157517594,-0.05106496399513843,-0.03202543452665218
MTMR4,0.040215982338961356,0.0022278879864455667,0.01149500885155559,0.10545021461639796,0.08824436254158428
LAMC2,-0.024933949599905858,0.09902547970337337,0.03155882503826221,,-0.00734431752367412
IL10,-0.02375497166307442,0.017157704940520827,0.03681882328029159,-0.027452434296827814,0.0336715487833674
SEMA4D,0.02089085709907569,0.05571476156559297,-0.013455936741650135,-0.08878033464840829,-0.09899940112173757
TRH,-0.0369736006917649,0.06680628126420751,0.02783323329554479,0.03767581967610527,-0.07670289309887249
SEMA6D,-0.0708844038439098,-0.03005914955763463,-0.031729129012112986,-0.08585575361827838,0.018343066424802358
CEL,,,,0.010379837812575255,-0.030901431998520378
PDCD1LG2,-0.028303868690160022,0.016049352551876696,-0.01304489317018701,-0.03914006011287278,0.017046988690644034
SPINT1,0.11487616891310456,-0.030022098340709916,0.02760172975473792,-0.015700518762591337,0.00079934014173633
CTHRC1,0.008412352742864875,0.025670917760413473,0.03906281064125905,-0.15665673963104562,-0.004939806827993409
PODXL,-0.11860624226767562,-0.04733825577806974,0.003329682596974983,-0.17854455286633514,-0.0018164112415566945
JAM3,0.02657806928484956,-0.016729687663323892,0.03994341457101152,-0.06729238632371856,0.006364196502377094
TGFB2,-0.08003720500408637,-0.06605847595761186,-0.03659164771248613,-0.10674333293237055,-0.08109890989860893
COL18A1,-0.08170884438229715,-0.010872133282761251,0.07056715613074774,-0.09973964571182269,-0.04839700684551329
NODAL,,0.07641978167698518,,-0.16549534826059906,-0.030504602646987188
INHBB,-0.0031705903938689527,0.010616007316558674,0.019322198483992248,0.19641744889122892,0.04933483190824543
LCN1,,,,,-0.032446575601473016
ARF4,0.04692542282359777,0.007303544547534409,0.02394533777164718,-0.13619339897004235,-0.04256262423244482
CXCL14,-0.03732749407687063,1.89551723420628e-05,0.054676577905096266,-0.10763493183915941,0.04482586751620476
LIF,0.04549437340276927,0.06306406372888446,0.10018216633299855,0.0707724331211309,0.10705777383111122
IL17B,-0.029802533509113945,,,-0.0012042854339713279,0.0018851336615969437
MMP1,,,,-0.01944099697295048,0.1177273916529252
MATN1,-0.02348161882856387,,-0.017064119702929648,,-0.030170088840471985
ADAM28,0.09245072887498541,-0.0351014318669584,0.01272339777139772,0.028539486509169387,0.009593904493506751
TCN2,-0.062162472077286916,0.004124200620980698,0.050156112750336934,-0.0690757151717797,-0.03060057286935593
THPO,,-0.021856877411845867,0.005240338057256698,-0.023943359611270306,
CUBN,-0.011747167579895267,-0.02769823688014872,0.016810096166779906,-0.12576003575526604,-0.045210727927132634
TIMP3,-0.06506357488943375,0.005210616119319223,0.010712221755610731,-0.10940678963824994,0.00822129141464738
PIGF,0.0378657247192911,-0.05547275714464668,-0.006884165425174274,-0.08741830832697746,0.01657715076879468
CRH,,0.011184974453389411,-0.02686290763134863,,-0.023855946998601014
BDNF,-0.042536239150605504,0.029526887799280428,0.04926987645406987,0.0821889286424796,0.07019690054326103
CCL5,-0.05638072503837589,0.07321921997224477,0.04615444624850881,-0.09905628750585894,0.043906416341142895
GAD1,-0.0743000875374064,-0.0289866818063036,-0.07616956533360167,-0.02260912361518842,-0.05048310536594819
COL14A1,-0.018709672239644863,0.020267028693075596,-0.02955959574398848,0.034139933691841866,0.06378370234526642
HLA-A,-0.11221953915125794,0.03059726518257132,0.09377926937406737,-0.026030857246490267,0.15297989611968224
FGF18,,0.10830787000643823,-0.018284876535470253,,0.017875175301847006
ADM,0.13573439858869424,0.07599055774694607,0.08345322705208522,0.2838560814341673,0.1795472751024431
GNAI2,-0.08152144640323117,-0.020981268534117484,0.009760652678518427,0.12017764258095076,-0.04938691385186748
COL11A1,,-0.03335769680305004,-0.02704473309931018,0.02392679906196466,-0.0037805242303580885
NUCB2,0.021957776870599466,0.08247610173050542,0.009729904494628622,-0.07967166413129548,0.08312662391746779
CXCL1,0.045271248257210434,0.13064995494790654,-0.031515755285250184,-0.04297242023307039,0.12410253510591981
VCAN,0.010503264855834703,-0.06109145440703944,0.015207644662895587,-0.10995592546258749,-0.11583716990383726
MMP7,0.058193731500281266,0.04076623744091377,-0.016852465853471884,0.09795987157535743,0.11641774600124223
PTPN6,-0.08141024857602494,-0.009035390793009463,0.049315544140781736,0.03763549364160855,-0.0033431881960495507
PTGS2,0.12188220532629845,0.008380800728446413,0.06379567019641215,0.015719671495639218,0.19660957607166082
XCL1,,-0.01050457796136578,-0.008077234354268159,,
CD58,0.01173790455570152,0.017041612280519303,0.04183423129056419,-0.0718871065136798,-0.00492161201770942
TNFSF14,0.0021101680331081164,-0.019200094877955858,0.0008497041307718793,-0.03610621080862082,-0.010421750619603952
CNTN4,-0.0388454343832549,0.042936521208240486,-0.04668567042150808,,-0.02163790135783308
NTF4,,-0.013287831101084582,,,
INSL3,,0.020582140663495563,0.008505797260957973,,-0.02969710544952395
BTLA,,-0.015324821592773147,,,
MFNG,-0.06331404799589319,-0.03286392225861763,-0.005681294130377647,0.030060577157078574,-0.036899135539772046
ICAM1,0.05502990533500168,0.05781717739942377,0.07147250760646368,0.13689956120080174,0.1150026386633098
PROS1,0.06206813739621519,-0.045762775682049374,0.04857627157225784,0.08383810479043372,-0.044259216206965594
CLCF1,-0.05845949452829424,-0.00845858260551272,0.03899519356594685,0.03254397311781711,0.0863257702795022
PSAP,-0.027009871783901424,0.019335327857841728,-0.09197929822414068,0.014375290680329705,0.09608915027100773
EFEMP1,0.042353092543342574,-0.07522990121536591,-0.025681521224381266,0.053131114696888075,-0.03742919409729155
C1QTNF1,-0.021420231031999346,-0.004314219057273847,0.05466457606866899,-0.011868407410620114,0.11802848923466536
ALB,-0.03323568871393542,-0.0171404056722073,0.032169649238955385,0.14618857104728109,-0.0029704872933245313
CCL13,,,,,0.08957551924716431
EFNA3,0.005237526165957125,0.03728117482420828,-0.004238852869195887,0.04029340267277735,-0.0004759561893322697
DRAXIN,-0.05096268220056013,0.02633230642487794,0.08236402995550737,0.09085297456402935,0.12887282235618286
NPTX2,-0.02721729487614924,0.028881906795660297,-0.12415733004911392,-0.11957677805168114,-0.028432025412459094
FGF11,-0.011791506905358991,0.055851352600727294,0.0647670975277237,0.16674956445969946,0.014639041978859554
CD59,-0.08581594646535509,-0.005350420961560411,-0.03141879732148723,-0.1244007349505753,-0.04215554121156061
COL9A2,-0.016886316310973686,-0.02708111733370745,-0.06130744833399635,-0.04054989067781604,-0.06931164741813532
DLL3,-0.02236081318020072,-0.03429502883956722,-0.08576187782074905,-0.012300740640437104,-0.10150999639836084
LIN7C,-0.06691620635747524,-0.026672507569375257,0.005092489635631813,-0.06421391746717699,0.000659707522587346
GDF7,-0.023481634808582105,0.015561403400222855,-0.0553594725068812,,
PSPN,0.05211909211275937,0.03437596416611884,-0.0003850580959366829,0.0604132622979526,0.015766956495197892
ANGPT1,0.02255194203135737,-0.05686913475086001,-0.070608968209456,0.030756533528806442,0.035709052241234614
PNOC,-0.04471906058420121,-0.014733682959162667,-0.11491320025201122,,
L1CAM,-0.06545505442081902,-0.02530567900884093,-0.08804249349070341,0.12394376679328718,0.031951367926704506
APOA1,0.010440247318250405,-0.015035480954491452,-0.0253047110742898,-0.020842020764639625,0.05985181209342136
PSEN1,0.027749695254897642,0.05002615478270591,-0.0005157433301679966,-0.12855862373075225,0.0012204645079371924
CALM2,-0.15224347327819213,-0.021990012689965283,-0.12271514118097536,-0.21324642911693611,-0.11764501622193223
CLEC2B,0.16432509667331652,0.03131568135709533,0.055742228802998214,0.05353680350823013,0.06546863736863497
NTNG1,-0.04744035043441049,-0.023730685958845366,-0.02429955700814161,0.039170222301284766,-0.030916779653610588
LRIG1,-0.11706222973442824,-0.020290311017117108,-0.02124474074426662,-0.25405500679007675,-0.1443116283808867
CPAMD8,,-0.011419696879931232,0.06655707291557685,,
GHRL,,-0.030460321976935857,-0.007147339310304508,0.01733974212793159,
NPY,-0.02905567935204858,-0.050009659835684825,-0.028120644025297865,-0.06301021278626583,0.13632686681343814
MMP2,-0.031604151532730544,-0.03844911519625853,0.036868570240096356,-0.1726815779765202,-0.06849576824515019
LHB,,-0.009945693563916723,,,
PPY,,-0.017312551801572127,0.054689265197737036,,0.18543591934424475
ALKAL2,-0.030692430374241488,-0.009801198149051922,-0.00830614914596007,0.0610607906240075,-0.025392042081315843
CSF1,-0.011517906251805798,-0.026080758591348074,0.05691418500907165,0.0370863078743845,0.09594518723794192
SEMA4C,0.004514485241100411,-0.007044392638119087,-0.02316610837813269,-0.06637283988508545,-0.02292848277935231
ICAM2,-0.057937687082301015,-0.04558687115982966,0.00046762079910557487,-0.07565348358330938,-0.05685012201991211
SYTL3,0.13352296199919958,0.010461435174528395,0.07333130684945711,-0.010882980693128522,0.057376057321765817
IL1A,-0.02850670597957904,0.024218619164919453,0.0759781922246841,0.0008626988111008236,0.10179872125533604
HLA-G,-0.03713802602309606,0.0970577391615481,,-0.0203060980741151,0.06267621857731992
PGF,-0.013276487695250732,-0.027853457768093462,0.12305138820273911,-0.10859749217515058,-0.10072543954989174
LGALS8,0.029755276244641016,-0.02394840829088793,0.0045023270051431415,0.11877335162833653,-0.019811479063873257
DKK3,-0.16633583497024182,-0.04430589339521698,-0.10788611057227294,-0.10284624166560416,-0.05943551473025346
COL16A1,-0.10888066289373434,-0.05487224857695341,-0.03898584488830394,-0.1514440358031892,-0.07998659479973798
TPH1,-0.03127324058470859,-0.019115617378047907,0.01958126854010935,-0.022330719502103084,0.04524605597976617
TNC,0.008375217074883666,0.02911913940667612,0.1514997705481629,0.23078900812338068,0.090980624921453
TNFSF9,-0.04407303588944302,0.0002739262051026921,0.017643530614326816,,-0.008246163443077933
C4A,,-0.011791196845894596,0.0717575171859871,0.10103675045938128,-0.002020091268661191
CNTN2,-0.09165624756700516,-0.02538838500555669,-0.0005016705240790957,-0.041901313151174506,-0.03601851350204564
F7,,,,,-0.027805278789347396
LUM,-0.055918507217028825,-0.03993470969905792,0.010584062126310138,-0.08868501805371053,-0.08557742181688195
BTC,,-0.02699469290148786,,,-0.020116141673505283
APOC1,0.03627153165487881,-0.0526692425873416,-0.022893579292593058,-0.06755100854639721,-0.1039115913359938
PKM,0.08113033741044026,0.027409005978246286,0.01115723423754847,0.19714897401658263,0.2082353324851647
TNF,-0.002957678704496578,0.05578770956824571,-0.002541871521586309,-0.13483956972908961,-0.019524700914588324
GNAS,-0.08901275553473852,-0.06206549271403155,-0.0999273219703964,0.19394556856638856,0.12998017358444527
BMP8B,-0.03210348085283139,0.0034595232950660687,0.02921845783674805,-0.06591382049412936,-0.013907027335796476
LIPH,-0.032127079894800875,0.09956316410506479,-0.015057072416850326,-0.04090007361366995,-0.0198224978997469
CCL28,0.026998996598069147,,0.02464547938810891,0.027574016463796668,
PTPN11,0.07359392273325947,-0.022928244312109353,-0.0636888726704989,-0.11147763744572743,-0.003188739562282989
ADAM12,-0.04534655055493402,0.005807413214512121,0.026851808444661816,0.0037026525835452966,-0.059831923728878925
EPO,-0.004549302375455624,0.058956817208899295,-0.015753427594204835,,-0.021527738960520213
EDN3,-0.032407324043231704,-0.018957902648286867,-0.02441703581453196,,-0.04561475753994188
CCL22,,,-0.004930344259766289,,0.08210363671490466
CCL2,-0.0011609868532730116,0.03929755459260411,0.056834819139187934,-0.01992628159716884,0.14041023449733658
DSCAM,0.060108380724321356,0.009208859413413727,-0.03374265177690737,-0.07136251109281522,-0.06287078050798275
ANG,0.09344933143013041,0.042543156572277016,0.06222878908130044,0.15875085590872048,0.0986021469838694
FBLN2,-0.0432873105265033,-0.023091445709338233,-0.05512426087602979,0.10848722148022827,0.012364147462037891
VTN,0.008253831462042454,-0.01958218209154415,-0.015097821423002976,0.07191745036972766,-0.024607678846988265
VEGFA,0.11200974342200273,0.05992998395820517,0.10884655267442415,0.28284025562534426,0.17587473738965767
F10,,,-0.017273292870972852,,
SERPINA1,0.01796861502133788,-0.025596398263143267,-0.004652338499684463,0.1702212550931709,0.07430107873516024
VWF,0.005631720988024367,-0.04482535676649697,-0.0011765843263434545,-0.04742753440607575,-0.10129231109144969
GDNF,,0.0805216530381401,,,0.014693279280430203
VASP,0.025926929443874456,0.031445448127761635,0.02790576586317089,-0.03145768482943017,0.019965981474942975
ADAM15,-0.1159476297251666,-0.03088116092450617,-0.03182308061193482,-0.06639984178998137,-0.03649785592175513
WNT2,-0.0273039929262018,,,0.03133250568662043,0.022596632440846313
CALCB,0.013938215354964792,,,,-0.023370029283220607
OLFM2,-0.10755390524691164,0.015177063440797469,-0.031235244477114742,-0.12545920916817185,-0.07961030789380245
MFAP2,-0.03663813129342581,-0.028962968834179516,0.026619543006627444,-0.1166661797328609,0.05210435008651539
HLA-C,-0.024504377502404133,-0.0028427222229767523,0.054298835389541354,-0.013747309672188983,0.11468937066608884
THBS1,-0.029608955274774484,0.07110018997834451,0.15268958739060684,-0.019671627230709175,-0.012174181388785968
HSPA4,-0.07414835592330865,0.038714452502583915,3.509727696995734e-05,-0.09505612672939248,-0.02189295555538807
LMAN1,0.13171762861929723,0.004573158818638918,0.05646080770228309,0.020978096029241295,0.08352777756496836
LYPD3,,-0.01116552801801786,-0.022056065756538575,-0.09873075766017199,-0.04490183434805326
APOE,-0.0986561201914423,-0.0852119591086465,-0.09228230882093684,-0.0520384392631283,-0.09053054683803871
SOSTDC1,-0.034578045320492815,,-0.03810231976701665,,-0.03460191698451082
ANXA1,0.11401628451342205,-0.009921080018599865,0.0076990872611792755,-0.04275599681528192,0.10183728161074036
WNT2B,-0.04049477231468201,-0.02024683576997843,0.07141703276409264,-0.05119266658416386,-0.026828573897102182
AMH,0.0789872150186772,0.05830612504410625,-0.02270776838287143,,-0.0632749837174877
GDF10,-0.026646522868859872,,-0.0212153733583261,-0.06585704204935834,-0.033195900191146675
EFNB3,-0.051093484678388125,-0.027151476260344604,-0.03867281800024967,-0.050983400196043145,-0.05412747705387546
LTB,-0.032407316943297564,0.054077567658424607,0.013326694433074457,-0.030711536207190818,-0.006930252103305816
ANGPT2,-0.025460232644588406,-0.004585353773991267,0.10899320130481853,-0.05234422487162513,-0.054744456628330086
ADAM17,-0.03577948892545826,0.020553240088403948,-0.04117318406585528,-0.0986063816131893,0.06902245556034323
LRPAP1,-0.08774691344431586,-0.03798692661629458,-0.013516813869182197,0.02741054565471479,0.019586218091489704
NID1,-0.08796187486489904,0.011673764461250381,0.06134753548650316,-0.11341810099955933,-0.06162694969961561
MST1,0.04681919431761103,-0.020053633598540135,0.037750037260057476,0.11457917347543746,0.06829128025626853
IL13,,,,-0.04800917326306264,
DCN,-0.04839918655454665,0.011425592504860882,0.003939277506383207,-0.08996522755029139,-0.08292047309118787
IGFL2,,,0.011243127608857675,,
COL7A1,-0.020222612006068105,0.010499127577348888,-0.01848498634940617,0.10015366186999397,0.05422602103804732
CALR,0.08000507013268887,0.024013165391477215,0.07174764960095943,0.049258253575087695,0.10346613552516573
PIGA,0.02731654806923058,-0.011849605806566917,0.07606446743645297,0.04604238123712238,0.07916242749839901
CD200,-0.07378529899504607,0.0060335286401047745,-0.04082593439434492,-0.0927655565206365,-0.08924846489118708
GRP,,,-0.0096301353944546,,
CDH1,,0.010954854342374675,-0.004126227557818894,-0.028024351179752872,0.03147414387437356
LPL,-0.08507897495168323,-0.03790487419009619,0.12262876944103031,0.10222127616857524,-0.11984366495329045
SEMA5A,-0.10892043526389993,0.008915161027550203,0.07485182589147214,-0.03222815760049061,-0.07273488491057638
SEMA7A,-0.03828361641876128,-0.0478609198310308,0.08307173111091119,-0.007801154804166462,0.007762972728560752
SEMA4G,-0.019076359903135123,-0.01463420440348834,0.04933984655603739,-0.019356250125808723,-0.011405237514624184
SEMA3B,-0.0844700709926329,-0.0742881019536406,-0.056265348058299365,-0.06671777598813254,0.0011804283213161036
RPH3A,-0.13637900246465368,0.011164788725260453,-0.03436021769162766,-0.12409414153540015,-0.039108464576857606
JAG2,-0.04173990622170064,0.0003215665201895651,-0.06325038289739054,-0.07854098820274848,0.025491800599497808
CGN,-0.0032620980214473016,-0.034784695988723836,0.07711707023963035,0.004247961320351458,-0.002888469211161251
GDF15,0.04301404691748935,0.06261847132625054,0.11372041958844982,0.16280204697091377,0.14139404788635962
SEMA4F,-0.06693740876413605,0.06426091167258526,-0.010968283853098754,0.015861567378986217,-0.012627734217860023
NXPH1,-0.01494478664955092,-0.005493686822867787,-0.013151426335558944,-0.10849155329223965,-0.07281495841629756
ARF1,-0.00637457343441811,0.04029835559000032,0.07311134602057667,-0.038114381907380604,-0.01827512776965609
EBI3,0.018554860586007978,0.04887173311869653,0.014676905913057583,-0.05726992625696581,-0.03979262615572879
TIMP1,-0.06766820928688382,-0.058870452812600324,0.14596184850653796,0.10217224890973173,0.15820495159767492
SEMA3C,0.020832855405018964,-0.023292022137367672,-0.03768833325380444,-0.11716577536769485,0.006753417144882141
GAS6,0.059869430406048564,-0.03598528185520564,0.014607685350528287,0.028398541000169027,-0.027807652390266856
MEPE,-0.02762743035005966,-0.04111534870726693,-0.055594071419656915,,-0.03725619153845239
SERPINE1,0.04919476053064684,0.050904566669858,0.16525827270124363,0.22753315620368006,0.16001033915679574
RSPO2,-0.0555527499860756,-0.012617797149522832,0.014920789316260742,,-0.030103235398104534
SHBG,0.023463475663940633,-0.020189853413968274,-0.004484582860734931,-0.04240568837035709,0.02199991112423765
