,MGH258,UKF248,UKF251,UKF269,UKF275,UKF304,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CXCL8,,-0.011341771526870324,-0.02803681871390267,0.061356054883774894,-0.008299944587685897,0.06616355510831627,0.035678650064536695,-0.09521501474814227,-0.23978851790224334,-0.08515312017472819,0.02525518930164283,-0.05458064146801422
GRN,-0.046732141268081964,0.02883771902529224,-0.013701974451176095,0.02005733592869128,0.07519020096012463,0.08353422229791094,-0.004117823781190226,0.09948324200420186,0.031918539396721075,0.04743597934498478,0.11857893133345113,0.08131889867965951
MIA,0.03763776398424386,0.06415421554654023,-0.02662918008553133,0.0020223187042572666,-0.02188380832564203,,-0.07712117300854755,0.07571530068641776,0.1756904066768299,0.041419110373252285,-0.0007656879993448251,-0.04146336552863034
COL4A4,0.049781300729778405,-0.035141941713861535,-0.014877127302116953,-0.017442344951920135,0.04873970436060664,,-0.03710852161830911,-0.019913746010560743,0.0796357891331872,-0.006924830828316892,0.024865446344983565,-0.01542366940007653
TAC1,-0.029139273680100202,-0.0282909058420133,0.011887859984816293,-0.04959402430214778,0.036023877357252175,-0.04706272381653485,,,,-0.007416365937714989,0.023401836780650807,0.006877128176597149
RARRES2,0.07373125022040243,-0.03172070574218927,0.02501811110442608,0.0691848141818954,-0.028738480629522046,0.02142983519822131,-0.002386300710909339,-0.02873909122733303,-0.11674092858364143,0.010416417672061504,0.041724053728839486,-0.026988074078696973
FGF7,-0.004351424308991152,,0.05422100384892771,0.0035395338287086413,-0.004686517815050185,-0.006217428740546473,-0.04218291563084291,0.09169245484154004,0.05360337174249627,-0.0031802211225975645,0.10417191326125926,-0.03271764066696552
EFNA2,,,,,,,,,0.030900874549411327,,,
HBEGF,0.03191921951895975,-0.0023923258162274227,0.01492057342701083,0.10166843633794061,-0.014913266171778477,0.0749133762038666,-0.01516863131211845,-0.004765312972514511,0.06511846921476025,-0.014051555560244051,0.06862948933587584,0.06116645626032171
CSF3,,,,0.023466516209311783,,,,-0.01792869059448479,-0.13355178471969073,-0.019784082624395256,0.011734877779126256,-0.04267982209562594
PI3,,-0.019590693971944878,,0.127361992733112,,,,-0.04450558086566569,-0.2101049433087998,-0.028068770751271024,-0.01811465857022151,-0.023891705507088117
PCSK1N,0.01833251100551347,-0.005190941483577769,0.0009718482818883377,0.002212093281117507,-0.04036829938376451,-0.07763506225728159,-0.04091636131150881,-0.009653551330234402,0.015427479906910362,0.04070205442867792,0.06587004583104854,-0.01835357969935918
NTS,,,,0.010560937170301713,-0.004323496565728713,0.02202029536890773,,-0.016648252838339553,0.006041732003240876,-0.008634023559453086,-0.05468177561264573,
SFRP1,-0.0423983792563907,0.025152242234358562,-0.028530630524860476,-0.026598590945451927,-0.020331089037731134,0.031314224525168174,-0.04162359572667398,0.04815816052776865,0.06165354032015163,-0.0048612350500689,-0.05341110968050813,0.03824291968202692
CXCL13,,,-0.01515226607603124,,,,,-0.05736781272002153,0.013396703273426888,0.10156031793628205,,0.05242138715891088
MICA,-0.00592550076285791,0.033717331669783177,0.08035042735573682,0.0191293440092932,-0.02342962528595384,-0.014908230519954262,0.04584416413093209,-0.018785250783385502,0.15483150587235867,-0.017882849625992136,0.06459569630332349,0.0277320400067051
TG,-0.02015747613323922,-0.022954323275718932,-0.017039659461834313,-0.022271922927399417,-0.01618446418257343,,-0.07568970389054762,0.0033267819914022914,0.0096186275889748,-0.02169309979675851,-0.008812401563287015,-0.011219485573255686
ADA,0.029494382238467894,0.0635615345083436,0.012438338756890424,0.027211984992909517,0.00809325916617678,0.05585651986688254,0.07647844583055739,-0.02118733571009944,0.09355227722020054,0.03435683437533331,0.10654364466618754,0.0354782379826301
LAMC3,-0.03238482299982639,0.04330778794180532,0.04025668180272971,0.10404149898151017,-0.009489992936819071,-0.0275731934752843,0.04860268150645481,0.054098199151293526,0.19761906363634515,0.07588772131213493,0.12046198425621886,-0.0026890929746713715
CCL7,,-0.018612318787221086,,,,,,-0.046804559397569834,,,0.052282544325636386,-0.06484445648662268
NGF,,0.0010345025796249766,,,,-0.02338914712997445,-0.08124455903964523,0.006017101436757418,0.09539044118332454,0.018860712065618644,0.08828339231676491,-0.0022601001573810185
TNFSF15,,,,,,,0.10526247507940138,0.061891959156394186,,-0.024717669835832005,0.02865215842010443,0.15662970009191288
HMGB1,0.031881456929602155,0.05900991985082917,-0.0015306765040760007,0.02967483201450053,0.010767077245158088,0.004298921451225027,-0.04082348386823141,0.040982973523988504,-0.022104557963266405,-0.04274652818638238,-0.1771887239368986,0.022822765153863046
ITGB3BP,0.023860649726308716,-0.056195165834064156,0.061410504578958955,0.07217155012126972,-0.07638549306890384,-0.012691690666856697,0.02422640388717488,-0.004384299256012123,-0.001502927869498598,-0.006638044786539758,0.041075272770355206,-0.0484886010141569
AANAT,,0.08944893346176837,,-0.01664570543420644,0.004540869089490289,0.002696615766681624,,-0.04106080519676535,0.0386710105803404,,0.039497570483926735,0.03257387987150906
RELN,0.09670930252094544,-0.038910214104596844,0.004848693965166589,-0.02369047492048518,0.050675165760313085,-0.06168190293905455,0.03950455047061722,,,-0.005000553120179937,,0.04246261950457
IL15,0.05716724182537412,0.06279054287806535,0.024791158359453176,0.05820316602931235,-0.02033420886330716,-0.019259555745756298,-0.03590409479463284,-0.004474177896509198,0.08204603524996913,-0.014050047654889765,0.11345291681688492,0.041234536670084095
UTS2,,,,0.11236775430994295,,,,0.05780152234997081,,,,
BSG,-0.08517933202761666,-0.04114605269550695,-0.025483664797881365,-0.01430028347997324,-0.040211269202408216,-0.02414578784856819,0.05744039079050646,0.031185909697585085,0.011390142026278836,-0.011820080144518933,0.0446161443556237,0.017634983421083845
ADAMTS3,0.03028250343547726,-0.014675409613362276,0.04405970638873409,0.06191074527035623,-0.02877543806898028,0.07589643321212863,,0.0009228605167399228,0.12148159927468327,-0.024470542629990856,0.01653023923088855,-0.05171810408554527
CD34,0.02267042317291534,0.01217891824051845,0.07431681088326368,0.04429019111105035,-0.05706986050709725,0.015136609044400959,0.038695012913408135,0.0636851953207694,0.13876527394935836,0.05296047668555201,0.10150760486589186,0.05224517366372486
CCL23,,,,-0.018940170452305272,,,,,,,,
PLAT,0.032996203819916886,0.03777364862060013,0.007879693909028151,0.0769182084694768,-0.053514853722323244,-0.0016438396120514941,-0.05961586580590596,0.06584182005150845,0.1667843517416139,-0.04047967087947976,0.0660507332083911,0.04839097534854943
NTF3,,,,,,,,0.034513766617167554,0.17451356811145288,0.03695355568912434,,
LTA,,,-0.02090552423814385,,-0.01401777308812308,,,,,,0.029326670771552318,
CKLF,-0.008346839959799155,0.01764040728089497,0.05208272730630693,0.0451683127706436,0.04045837210537216,0.0387080649462014,0.06686773619849218,0.13662193558877073,0.16413441111373486,0.0054632684204874524,0.017051681239008614,0.07424386904836594
CD24,0.0631165956424999,-0.0034262518963473006,0.09290335978026053,0.07271286198389579,0.05683141766672009,0.024322021228833736,-0.08174576367206184,0.037959165799583576,0.0257752175402062,0.05075028655610266,0.10461817021259356,-0.022920324170273405
HSP90AA1,0.02341747415985423,-0.04763674117069409,0.060770285972230116,-0.07877886996807788,-0.08276707717563495,-0.06199399934961278,-0.017144310214602183,-0.11247031258865639,-0.27238488090790725,0.04478025667079312,-0.1154529626646898,-0.027875641818291375
BMP4,-0.03473039785704196,0.07904056948453422,-0.02216108117438234,0.051085489129494205,-0.0402070439457112,-0.01847766834162687,-0.10105853425389456,0.0173090931589066,0.07375848637078852,-0.009146652191752876,0.13160126656780408,-7.81377762614126e-05
SCGB3A1,,-0.0005606583394518964,,,,0.03161799429048113,-0.050850069906501955,-0.05912498100674785,0.06979867638501862,-0.004839141865575969,0.04791455011587964,-0.042362210612855056
IGFBP4,-0.039730030302310114,0.057442653468143166,0.06385655243496924,0.1081831076024493,-0.0053551825183404435,0.03884972252603837,-0.0319281321869528,0.05950010098771221,0.02322892998359648,0.009483033827100515,0.08414149069489267,-0.0209000506518691
RSPO4,,,0.04594159728832605,,-0.016303523481791243,,0.01831784284263809,,,0.1408535401392026,0.0029782953786951236,-0.03286093895125555
LEFTY2,0.025324759784272465,0.07226250351117065,-0.021162275882986293,0.09430612489716952,0.053541947904805307,-0.0010101012120083636,,-0.01656108392278228,0.10635483623162809,-0.006565508708181209,0.052624838137130765,0.10531809761584085
PF4,,0.05142453483670515,-0.01901641565251529,,,,,,-0.034819795009201314,,0.02896067211559991,0.014509178164608625
ANGPTL2,0.031262901729475254,0.07784528131544385,-0.009994412397461214,0.09037470299051271,0.011493052593104118,0.1099215720987196,0.009580544346675953,0.09207522064283645,0.2012273001537809,-0.044828916396508364,0.09350126844381092,0.08583188392075602
LRIG2,0.06465582050966483,0.04154046896247499,0.03741420500701877,0.043938324685413255,-0.0197630124526524,-0.03725235669196612,-0.09953450414615864,0.05481044497742494,0.0856661327505053,0.019144239766959968,0.00017751624386930234,0.05916045453612304
ICOSLG,0.015324546788546807,0.07929592272083005,-0.007124248227899062,0.04580010859463947,0.02318272708446177,0.027188707365437312,-0.06057059463976006,0.041522987634843786,0.13159364661611045,-0.04634800865871395,0.08349432687772623,-0.0002532108100143457
WIF1,,0.008167953700272573,,-0.055624789337206326,-0.012581042910816291,-0.013439732214441606,,,,0.07730781594853313,,-0.04723571339184541
NPPC,-0.03559304194261205,-0.010590919849227106,,-0.006513438674825113,-0.0015987596448974414,-0.027438608521278406,-0.05602514267993751,-0.0038541656964786375,0.017552902689442443,0.0026012066418988357,,-0.002229253287676637
LYZ,0.06342097654539253,0.022261455454812704,0.057979382266255756,0.09753356004113616,0.001961974359603802,0.11745859034812106,-0.04767886120246782,0.07459111325882856,0.18680672433776935,0.04662135799417062,0.0794790423913216,-0.03309011156190192
EREG,,,,,,-0.024060597190682854,,0.09747868066779831,-0.040847717557077654,-0.043056409064725576,0.005611849916340783,-0.0296364752503949
SPTAN1,-0.002982363071455371,-0.04275047356086004,-0.04168617231348762,0.0004948082260701354,0.061020254612605726,-0.12063548307374058,-0.03048031221726099,0.020513083297130294,0.05728593364415242,0.024389962796135523,0.0196980650738595,0.030994955570509936
PTH2,,,,,,,,,,0.02950679854549363,,
LIPC,0.09078763781103748,-0.02363719912345709,-0.006199574354417239,0.004420621216358281,0.05732518569822747,-0.016998395817839976,-0.014878399687744107,,,,0.13813722405469356,-0.0020653085128160445
COL8A1,0.0023567122519212638,0.01391867598189236,0.009557191773625604,-0.012969380584777165,-0.03565999725159334,0.11884786886883364,-0.04998818309810108,0.05641458582414794,0.07015503746845188,0.012315623970246995,0.15842109897047124,0.07106852784013605
GSTM2,0.01487969949334693,-0.013724403280859604,-0.02583558415018798,0.11368919241384154,-0.006316412520268506,-0.009119525376428909,0.006034289090783836,0.08578354626034505,0.07057851803714645,0.029897986308436104,-0.029311005468395938,0.03768295218886221
SPX,0.029520472879225948,0.015587808145444217,0.010894835748453726,-0.037585996993950606,-0.015075729946658333,-0.10615574239885657,,-0.0011398638348426335,0.10227070781860124,-0.014344303365833077,-0.011594484535656403,-0.011208198828522165
MFGE8,0.030361349057554544,0.01619675508900246,-0.02521070241965369,0.047009854064651094,-0.03240127295940089,-0.03185243747535854,0.07003598420691409,0.001510733590834661,0.04852245427427565,0.01505201247475309,-0.0029704318326856443,0.03773115280272829
TGFA,0.004975083114849702,0.026520773537652295,-0.01214470179639119,0.008547041824503715,-0.03030751944455442,0.030949064933263288,0.0883687893666379,0.041994678185922445,0.07702500494421843,0.12087142467820737,0.07639424695893227,0.017677055533196727
SLIT2,0.0074511336141034,0.0591768653886016,-0.0423338210904424,-0.003627920955808008,0.06825903190215885,-0.07094926655491825,-0.03871896453324848,0.020654098336766024,0.08205499735370114,0.019408392506799817,0.12732560848613628,-0.0016880541783480373
PLTP,-0.029804960389013077,0.053261965525492956,0.0354373997155892,0.10686419760723946,-0.0257302418593542,0.11741915615963411,-0.056935457392004445,0.11839426306389286,0.03331051399619843,0.07166928395164615,0.02579264114583592,0.016387508589700922
APOD,-0.024864510572666858,-0.011320695576446566,-0.056349192010295805,-0.01812426217754827,0.013259629313419102,0.026265118260556157,0.0460570811109575,0.05099558772422135,0.25065853021854567,-0.01441335676486611,0.028258343117925,-0.03778952753186341
B2M,0.05568807353073035,0.15213574348226833,0.00272837122071492,0.1159274961710344,0.04438593793500536,0.13165775421998624,0.0740952341836263,0.1729423472786147,0.19983073630493536,0.07876266528550263,0.050686898222560735,0.010965963067438841
OMG,-0.002839818947715738,-0.032223160297169734,0.06101260585647899,-0.06139135592211215,-0.005458674919609211,-0.04946090111843097,0.022836599873079434,0.006894174268625221,0.1838362049306168,0.11045537709550607,0.03674753921499524,0.03571000807106361
CXCL3,0.07623929509508942,0.011202068296707732,-0.006365090377874984,0.05003990217409511,-0.04726537101959822,-5.5345066205061743e-05,,-0.019501631892006075,-0.06889223080677137,0.027896741223470235,0.07175549212830484,-0.041849329823583054
CXCL10,-0.016490402348186082,0.02792433024641979,0.0845283974223733,0.09232102635714715,-0.0019721191167677457,0.005568052360621676,-0.02391909109957661,0.028026466916196494,0.032859431997044095,-0.007051991794398112,0.019548914632731406,0.013214481915905364
RSPO3,,-0.02528246766199228,,-0.027333130951110188,0.07724289850308994,-0.0516749774776005,,0.04454774768002183,0.057194095721206935,0.023061987987369553,-0.03926729785202182,0.0009914161981546198
CORT,0.13714473602692842,0.04801240510185875,0.07863442717189356,-0.010331433101345173,-0.019877686468356956,-0.009976537010071541,,-0.01745882688979117,0.08577633231378681,0.08529627780530631,,
NCAN,0.028492766757163508,0.00513776645955492,0.08147412011819578,-0.005094817493172014,-0.0366894003258716,-0.06181458977562992,0.07768616932646792,0.07722530426081792,0.18626146445892294,-0.027419962706249065,-0.10646272644393277,0.027802656870719776
PRG4,,0.00824173610945793,,0.04170932254862886,-0.02083525578446945,,,-0.007925634479597444,0.07532250539051928,-0.007763072310616854,0.1081963762996275,0.020122226562748362
ZG16B,,0.02594001996149483,-0.02288316552582786,-0.025564116918076137,-0.01113839323067749,,,,,,-0.04896209447954165,-0.021960423546803415
TGM2,0.015681295391012637,0.01914274520503177,-0.0502158343897479,0.059009942847699455,0.012863350568458812,0.01399810613155771,-0.004893814690503284,0.013565948376602487,0.003355232382480956,-0.004541788796137958,0.07390074688888609,0.01999809795106911
VEGFC,-0.01971928955808176,0.042270172818796206,-0.007490150349136591,-0.005920766339300252,0.006830790957499955,0.07319551802259654,-0.007834262768547439,0.008691056209898664,0.029993861747367557,0.05993863685945532,0.049767858851066736,0.04621404079573638
WNT6,,-0.03003056490071354,-0.02116227643837971,0.10934318083067311,0.03411694480892786,,,0.08021478965130925,0.028653605974585872,0.03138369492426669,0.012878238893949078,-0.02269170612633709
NRG4,,-0.017142599035670655,,0.07809712530741121,-0.021398656862574243,-0.03028945304934103,-0.0371084806843281,,,-0.04564940637972548,-0.03926730225294906,-0.034124845584430005
PMCH,,-0.01975776793346765,,,0.0004737348301139934,,,0.061213814716645915,0.09550553055958677,-0.026283043437283403,0.05580147339007626,0.07703945310543404
COL9A1,-0.006673561539302304,0.14150647603097452,0.04449417476382239,0.017030273839373198,6.639686822034491e-05,-0.023727050612535567,0.1140304270776106,0.05630742709451704,0.19682174289285892,-0.006640095575991737,0.01924368204380272,0.04770189927931602
GDF11,-0.0024072020864950323,0.024667851815634065,0.01474359924525426,0.04464183190972372,0.008057934493799346,-0.06077238883806054,0.11037565434906346,0.016518875566303895,-0.04188242092207137,0.03962036271220609,0.10498009635088103,0.016815328569024585
RAET1E,,,,,,,,,,,0.029631671011523118,
IL24,,,,,,,,-0.0354697393348916,-0.04354875488421425,,,-0.024716195894467576
SORBS1,-0.07321941093619347,0.030003023787275516,-0.04956952734038645,0.05685975270581794,-0.007884185352790844,-0.009552997420239143,-0.07158963943452236,0.06965114556053384,0.05566689157959065,-0.0442830394704448,-0.008663974377876082,0.009142983749800663
DLL1,0.011471055320330149,0.019028434925244593,-0.006714743050748052,0.07498073158166303,-0.0350426404065794,0.061679749741038695,0.01592016791668763,-0.025822438885682412,0.18881612324186994,-0.03486434875262878,0.07373616845295576,0.0746616262264408
TLN1,0.023296836015193927,0.05875821463254935,-0.04005695281822033,0.06189956329615978,0.07906307033496636,0.08749136961209177,-0.06244334249491686,0.03839856378753247,-0.004968090256685643,-0.04429633838518368,0.04459362961674155,0.00251630063998637
COL2A1,-0.0011854072445159993,0.006019088456640503,,0.04936331404985189,,,,-0.015167098711841204,0.0334419697814449,-0.055369465286417605,-0.0074450207191953735,0.03675292381281867
SHH,,,,0.004996086485157185,-0.047468614114368625,,,0.018433202629550893,0.06133979003718172,0.05371536857412088,-0.07235292578065022,0.13470889369151814
PON2,-0.05116662339122858,0.023098280440246838,-0.03809967359518015,0.038477441681569816,0.01647581060885853,0.039465787271266234,-0.06744524910274267,0.08984706907854635,0.19559758803628702,-0.07186430789347946,0.08415413662916155,0.020831991215751113
ICAM5,,-0.020989536573001132,-0.0023868712712300844,0.004426134113940905,-0.010818458429082876,-0.02274337762408031,,-0.044681467017288326,0.02709316117591512,-0.009730124111691671,0.07025081454269735,0.06500578061574454
HPX,0.05679640292571107,0.02293183933552603,,-0.03182546668185801,0.015453488469580959,,-0.048274651554493606,0.004473145119263529,0.1637738185218179,0.05146843137468917,0.013668442741234778,-0.007953589776035882
SFRP2,,0.031360433713826415,,-0.017442339815783275,0.012164241342389274,0.004272631980672261,,0.06797466875769163,0.07442094462224189,-0.010476119903076763,0.08257193230165305,0.10037817237890871
CFC1,,,,,0.025625013509529115,-0.02471514890541902,,,,,,-0.03019511905259569
CD70,,0.007996563360706066,,,-0.026148056463904314,,-0.04027347545905621,0.08257451977363414,0.03137611158139691,0.005477670923770782,0.10304018866753001,0.02779735996193497
HP,-0.00447114708324549,0.08060131317709732,,0.11866151573090689,0.015879320069164673,0.055308430276686846,0.006612417905950441,0.08292547241568757,0.0916986798124114,0.05879150790239444,-0.028062033289581696,-0.00680190646663144
CXCL2,-0.017157350648828038,-0.05283753685166235,0.027881029689799934,0.12205171305071863,-0.04332709922095523,0.0005227521501804177,-0.03655781350536526,-0.009294162382072533,0.010397103218655055,-0.01168127168798782,0.05633784009576997,-0.02657513137310998
NPPB,,-0.024011690220419338,,,0.03236989624535378,,,0.058256919264836685,-0.000881116879801381,0.0612411460354142,-0.03983230492750993,
CCK,-0.030416823827942436,-0.0408010917414412,-0.007958511864570781,-0.046564816795378584,0.0376603356174793,-0.1319807871611007,,0.05738377450503416,0.16634242605904143,0.04185757104616827,0.03201159875838903,-0.02655963734605499
SEMA6A,0.019733302126581646,0.009357697622391768,0.002522021228464572,0.015159845686549617,-0.026911585363005152,0.069106367899394,0.04637027036132466,0.05391307526875463,0.03943897331433923,0.027535155849086963,-0.03549124837437655,0.058557168650934
IRAK4,0.042374210569727025,0.01615689481650887,-0.04781275163979949,0.0711065368376251,-0.03414270495891139,0.012251303814363039,0.05066827284444678,0.0493726672833277,0.11541689186533528,0.04552567049412095,0.05626158255190068,0.04971068797994893
GSTP1,0.015292706542154429,-0.03430699484881777,0.048854700071401955,0.00548386388590029,-0.013036306509073671,0.14342322694086984,0.002748264321428958,0.07063480461140119,0.15756733954063218,-0.022750132317473123,0.012120401342074509,0.02144199331588779
VCAM1,0.02844963012602138,0.015547978293246344,-0.023022752331288844,0.10666841652722801,0.03756496208830543,-0.007237020432764694,0.07021525221683443,0.01899469955088904,0.010034865412193712,-0.020332580917723532,0.12871304566626404,0.05271752416430352
NXPH3,0.05663063963850024,0.04345577850829049,0.020941150780768174,-0.01305045770426523,-0.06219130994039916,-0.0011565299567122141,-0.027978079905892888,0.04490719478270542,0.09947961324370516,0.020281355512679608,0.03909484485807708,-0.03237343782991138
MTMR4,0.050538109138008616,0.02335808311305959,-0.024501670186782426,-0.021257874559922552,0.022363950857195353,0.0007446935094967718,0.05038204698061327,0.05371158935247088,0.03074488081728024,0.07191846277528341,0.02884229346407119,0.050053826802665013
LAMC2,,-0.018846666084716707,,,-0.015452267575979693,,0.06510082864068024,-9.627352938786866e-05,-0.04892197088037028,-0.025511793227558012,0.005896360030972474,-0.03286095704111403
IL10,0.006674770346003016,0.08536659144449166,-0.018936080118976004,0.04035276630022627,-0.021418206337345907,0.015301705227107373,0.1292968185104513,0.026158823886064067,0.14986751926120098,0.0037937967222723165,0.15920470111165436,0.0032075664047923028
SEMA4D,0.044903442220275855,0.009293204044056268,0.028784720426458344,-0.015429363408580322,0.03445256697028545,0.061526185444572966,0.013033110448669085,0.037564764180901725,0.16717685028321336,-0.024025854203383,0.1218578156307872,0.07968724255627202
TRH,0.0793813270283928,0.061024168291678796,,0.028755019828203953,-0.04071920885840517,-0.038488445606976916,,0.00207867207321055,0.11249741109935664,0.06863635321423162,0.0032607825548012764,0.06061081312298949
SEMA6D,0.00158370857203465,-0.0358726036144883,0.03079438462774312,-0.005920576528041051,0.06723637502338514,-0.004204718340589046,0.027723985122855756,0.03915312340060263,0.026559607021209897,-0.014356500918737839,-0.01114058065466661,0.021992271182364336
CEL,,,,,,,-0.005091656459358203,0.0672800701831043,0.062429275414048246,-0.0044768700615142555,0.08978952551957012,-0.035107449396263826
PDCD1LG2,0.023938010485451276,0.02979014912172051,-0.003348376467445348,0.03795046804895764,0.04676161966576054,0.029935216391252427,-0.06116977904605035,0.04600308014653877,0.13481907229154014,0.02171009634333711,0.13980054012724458,0.04733650659737379
SPINT1,-0.00823432716876769,-0.026237663683410396,0.007550590491777781,0.02228270351709608,0.006221471142037039,0.06956454660914164,0.008043605956524709,0.04895040282947507,0.0646333974726324,0.042147499190965866,0.03629127732576619,0.06430237348201359
CTHRC1,-0.03334806514438076,0.02517210908593996,-0.010800017934735185,0.09259233570582431,-0.002406721820688336,-0.031936398556875294,0.0938388569197417,0.0695360797206514,0.10951521916196855,0.06182758571410778,0.05239462535180241,0.06700261112374388
PODXL,0.07007707799621754,0.06650067236230635,0.03174450984537809,0.1064429394791001,-0.0027976079560483773,-0.0394332194843908,-0.06358074646559292,0.13722057187548306,0.10566208833083628,0.006572972568381877,-0.003927255460370488,0.059355634743291044
JAM3,0.048847420694940386,-0.04112039698592405,0.0055569491535673666,0.032807105280962694,-0.025670678607564616,0.07973544588385675,0.03195059892630044,0.06066469042660263,0.004418638632006527,-0.09407698704186342,0.037267741788598756,0.04425791565829509
TGFB2,-0.010739233024894771,0.10436665321301859,0.03348208076718541,0.12030148522039393,-0.026621738261072486,0.018887764511038123,0.03344345637175633,0.10371756490920975,0.13532647757918456,-0.004998235527708823,0.05952591737250927,0.08186987050889855
COL18A1,-0.007316385674625079,0.028661250389610083,-0.002528189010522174,0.08442237926249624,-0.041688402865451384,0.05380821769588123,0.06317636946491698,0.0069550500022968025,0.019792361158592262,0.03248956085554396,0.06967364194705777,0.03733637239818889
NODAL,0.05006601147682008,0.05284189950651569,-0.0203828202848988,-0.007356814441488599,,,0.08657580902205453,0.05554334192164804,0.03450761255363838,-0.016059899423152085,-0.002512512801778634,0.018358092244541404
INHBB,-0.052920130910879944,-0.008243514043079322,0.007305969481014583,0.053067184960565374,0.025635462527524504,-0.0062350640210396225,0.043482224580051514,0.07555658330299991,0.010789183967332581,-0.0433206051113782,-0.024404843188779328,0.038198665405123754
LCN1,,0.05202721807292053,,-0.01917905035462492,,,,0.11687833937284967,-0.03376884062111717,,-0.034823986682957664,0.02189167430318744
ARF4,0.02334862985028005,0.06063752094954719,0.019354512235491866,0.018238092755154017,0.053366335449662856,0.07453291747266166,-0.02660434135552916,0.07612346148527727,0.14615547410275662,-0.02800681985461716,0.06461420987379848,0.043815132017640285
CXCL14,-0.012867596503399631,0.04215672759740456,-0.03528060632406612,0.05462061881305235,-0.03607817552699417,0.019488736106238927,0.031428348588279025,0.06022624158958808,-0.04533101074547635,0.02742819597765996,-0.013027501369309503,0.0781758211843731
LIF,0.13526025016559895,0.015310088157943848,0.07960042270102897,0.0699165043590447,-0.06260411066820212,-0.03362634896941887,-3.3647374867101964e-05,-0.03216184540488171,-0.11834073986690542,-0.06031055307875208,-0.007124596346817035,-0.00239227204063305
IL17B,,,,-0.019286374846784072,,,-0.03543401779473993,-0.0009484536176521846,-0.02059123409806631,0.016413445076683842,0.01542531002042009,-0.00665276127808963
