,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916bulk,ZH916inf
TG,0.047824146870870644,0.003908159008329786,-0.01972376389804218,-0.022087411470683303,-0.023277748355617467,-0.03743903440648949,,-0.013172378770186802,,-0.007957872959512365,
ADA,-0.015622041362973299,0.11690513019244654,-0.03330676706608193,-0.10299114460246529,-0.003609010594052168,0.03369853614119588,-0.13113459963822738,-0.11761751323230203,-0.027042074950580704,0.04442935024665393,0.13726010852368717
LAMC3,-0.03316800364581619,-0.028728176667427947,-0.08330014859258314,-0.09654209738658295,0.014187691700786242,0.01233614721583243,0.008857198729266555,0.04212952734518145,0.06014177299025206,-0.024742552098260866,-0.04478100615781682
CCL7,0.00922662712705422,,,,,,,,,-0.08327213728464265,
NGF,-0.03866496640838981,,-0.024030378386368546,,,,0.16561159160008768,,,-0.0029891645617190067,
TNFSF15,,,-0.06025099239695933,,,,,,,-0.025484796046642683,
HMGB1,0.03051062957040057,-0.029985883911460762,-0.14309050396741993,-0.16320664493493428,0.05926422984368285,-0.018758510521157616,-0.1212417989311192,-0.04931558044896277,-0.03787792775582471,0.027155226837101518,-0.008463482877970517
ITGB3BP,0.0036969999691763775,-0.04777556737311735,-0.13163311776663525,-0.11337163426910973,-0.019351433022481632,-0.023077274638935167,0.004616746018902043,-0.16846804292523543,0.0770556612466038,-0.04973059215075136,0.05193644048786841
AANAT,0.030044207375025417,,,-0.016507804303363606,-0.02093381513179161,0.08401615635312691,-0.0457441757898902,-0.052697956491862784,,-0.03271524686606056,
RELN,-0.030744276897814372,-0.020068610207592274,0.004620403133177207,0.11950550509280139,0.032910228329929646,-0.05778143231718568,0.049662776148658924,0.03354127969355437,-0.03848644236558242,0.13053550655290624,-0.07564822342047327
IL15,-0.006283293450998484,-0.02058141032731721,-0.012389335568141363,-0.04305908048421419,-0.049291350376740095,-0.0006401882454526835,-0.022081100812112307,0.000899104889316456,0.013571861617688316,-0.045096564870529515,
UTS2,,,,-0.05445337432244373,,,,,,,
BSG,0.04552958466226519,-0.03484117823575846,0.049132861018681355,0.05289875029740607,-0.057709131228707,0.02265686684106315,0.1756332383843116,-0.25646963462454775,0.05169359268169679,-0.10011013674625505,0.15368739662220857
ADAMTS3,0.007119694205996929,-0.016414693161163472,0.02928493889942403,-0.1447706735680474,-0.016690185145481252,0.04178817158217853,0.010492029161825364,0.04033143856288512,-0.016566100959110024,0.012313165828199912,
CD34,-0.05483430880855098,-0.023786256441458504,-0.039501077250036584,-0.10193503975153877,0.06902032202209238,0.05774304609950632,-0.03879693301291261,0.06587390873589222,0.046081302824095095,0.004940916471519131,-0.045012239666996814
CCL23,,,,-0.018783260855769843,,,,,,,
PLAT,-0.05939164606342342,0.021876300330755237,-0.23732050244319466,-0.1084392323907455,-0.1571330582970275,-0.06612790656330342,0.023310571129030084,-0.16998857254148023,0.025809585093767566,-0.05255444152915739,-0.023903323955544366
NTF3,,,,,,-0.05024352043512522,,,,,
LTA,,-0.011880546003785563,,,-0.020161445616643937,,,-0.04887492501941764,,,
CKLF,0.02081337971813817,0.03210294586805016,-0.17894859348196498,-0.16037226083475883,-0.013679083209053,-0.07658289038825525,-0.13841365888648058,-0.257933474003708,-0.020537398447718513,-0.08011680316531186,0.02168317469612612
CD24,0.017546232407875503,-0.07082547449755797,0.12861747948395513,-0.008679462131039227,0.06493366586563762,-0.1397847865325704,-0.000806170561948269,-0.012126324678864705,0.1092688774962114,0.052789617808564795,0.09323361842937639
HSP90AA1,-0.00567173942748468,-0.03514849986987516,0.3941395312006432,0.18319690654558027,0.0677542960543094,-0.0240265019741842,0.276494205967782,0.4082777082708876,0.09937363527198864,0.14786732301487096,0.08751649571211043
BMP4,0.03565584160028671,-0.01259407520168708,-0.10890881387804842,-0.03365476224781223,0.03219212533448408,0.04075769301132977,0.0031151768359258827,-0.015491507379333344,,0.12575194574721268,
SCGB3A1,-0.02251955785824722,,-0.016260571724100475,,,0.006294702860771948,0.04980073877035787,0.05004990812387969,,-0.01463333233597103,
IGFBP4,-0.08060798437751382,-0.05100037843839186,-0.19050557891867684,-0.0941070585977313,-0.04509811633444565,-0.004373956857347215,-0.04876562620404203,-0.1440500891374993,-0.051553291047438526,0.015167288734693288,0.0954443780929037
RSPO4,,-0.019206259497831276,,,0.0004031379044295285,0.060905619934541085,,-0.03289978894151275,,-0.0715664371641981,
LEFTY2,-0.03889813421693034,-0.012026457184646198,-0.07831117877599943,-0.10387436745598316,-0.03496405523912984,0.04309797734861413,-0.048656404337836856,-0.029063025151263595,0.0818194069856037,-0.0383134646929739,
PF4,-0.02336042636013216,-0.01080697132553109,,,,,,,,0.08636589860695479,
ANGPTL2,0.022370436242278947,0.01490298016257891,-0.2560129876088588,-0.10598017191507396,-0.06371618004950284,-0.01301885508859226,-0.09101992904512902,-0.31877006620285847,0.012989740996376556,0.02840108827387703,-0.044824188525677176
LRIG2,0.028196342228751985,0.02351106352756354,-0.06221919088658791,-0.06765617082428485,-0.03573174900922703,-0.054046792793866295,-0.009290719485599407,-0.10519423939535737,-0.02439988405493784,0.01282182416764454,-0.1006487121462933
ICOSLG,-0.04919407845688307,0.10257842831282898,-0.08822750390723415,-0.09208246241040284,-0.006647715334273714,0.0035145136592181635,-0.05063321318232537,-0.11753892354539797,-0.048395665491719884,-0.04087806485096738,0.0579696932914172
WIF1,0.06035042853034365,,0.15917571669957306,0.12126080249981562,-0.018095029135690575,0.014509085028570071,0.1482405979612433,0.30017614041475527,0.03561569687823484,0.009327865941890053,0.10387736574809785
NPPC,0.06562444686292991,,0.0917142548638034,0.059002093894252726,0.021550018881950763,0.04413687575779484,0.07203520530686845,-0.2320702186313019,-0.0090729059816125,0.07630461141926043,-0.03181259687211355
LYZ,-0.04794390579437261,0.0292018696028422,-0.10874674738885401,-0.10137795073321496,-0.025247602030401738,-0.05529821127666201,-0.23962444865367322,-0.08176001507918676,-0.023074695525904503,-0.026410709044732764,-0.06357873431055613
EREG,,,,,,,-0.05005322079569839,,,0.07133912891038054,
SPTAN1,0.03476088457746309,0.043024150321175805,0.12331253953951786,0.1219214726718516,0.060322895272126455,0.059442363782796936,0.26590710019819336,0.29733474285920103,0.08888514804806483,0.3926597296245928,0.15084753796994615
LIPC,-0.016061273482469534,-0.01626506941889684,0.05402178445706018,-0.04317593091705684,-0.003278426510056426,,-0.0419139988463744,-0.031153412860883998,,-0.04252136455598975,
COL8A1,-0.07569551429274828,-0.04583722745842388,-0.19078497646294457,-0.057894403124792215,-0.07014315478891252,-0.017937879150623826,-0.1250012163995898,-0.2095558862124573,-0.0030832016002324903,-0.07699652539208415,
GSTM2,-0.02103621627391544,-0.023680865403256837,0.023699482818220024,-0.06047281896470696,-0.04984131157612599,-0.00907891538567392,-0.00811566257617539,-0.11906830733475254,0.003311398586151886,-0.046241985005011615,
SPX,-0.0059693783236849235,0.07444244662798473,0.06113705995250597,0.03213589148629003,0.08576202419426823,-0.014480417358726428,0.05583062405720566,0.32937195962145405,-0.09076258849459733,0.16653671140205306,-0.07226656961107805
MFGE8,-0.029404869383087874,-0.037426892551424125,-0.07112637079620486,-0.010927344983070846,-0.027772421904853677,-0.034009909469250595,0.03404015498019728,-0.10049151554297363,0.07376636739052636,-0.052081003207923915,-0.0015184180571414913
TGFA,0.07052058874949407,-0.010810762374788981,-0.12836614878365593,-0.11872774523855857,-0.08819312623658916,-0.046447115116901576,-0.1417162781690114,-0.08890110724241054,0.06928672734530635,-0.07272041831242461,-0.12730306413927006
SLIT2,-0.020100185223412934,0.016877469026852256,0.12002040928228612,0.03337397100916625,0.04898902708840214,0.02015464750800455,0.11373347461848997,0.33417032189347384,-0.05239054706160868,-0.030816385817675342,0.07018841810322075
PLTP,-0.03990037403871926,-0.05793663538446329,-0.17297418117041902,-0.13621528593919616,0.042547531828245784,-0.07717483615846478,-0.2483777365138918,-0.05684844110458377,-0.09868567337705149,-0.025089734361683092,-0.08393868583581476
APOD,-0.01684340093179445,-0.004758037882664668,-0.01290187887790895,-0.15337988975193032,0.11878487665721875,-0.07061163593897293,-0.09636701525614498,0.2774574824110004,-0.16014689066639978,0.12034588893064109,-0.16545058188001133
B2M,-0.029470506354226843,0.06149393031196361,-0.2568313346172988,-0.19308425968786383,0.03280095665088353,-0.13315634064643825,-0.2911569248203118,-0.3539432981523528,-0.03865588911779445,-0.03268490202862465,-0.20339826526554958
OMG,0.11961580455339274,0.02932343126201703,0.0320511500345166,0.0438855139440557,0.10049789648581685,0.09137680114562775,0.021770243718002125,0.2897249648250657,-0.04715260821246472,0.3497600817731594,-0.0351550987824579
CXCL3,-0.03308237184828855,-0.02221810456514281,,-0.02167395793463959,-0.07358954960308617,0.027543649803847915,0.010872498296185995,-0.035198796597677294,0.045310265480603434,-0.08869117383111369,
CXCL10,0.02629208392768425,0.005148207171823462,-0.011265984974025228,-0.12326612977210294,0.008253976574001938,-0.037221676601573016,-0.07939338650575416,-0.05593514747326944,,0.0661777927337878,
RSPO3,-0.019241934538350304,,0.1468914780428559,0.047486881302095295,0.05950618528350728,-0.0016795107611658425,0.16873008765500155,0.11327710237207057,0.15565813696944275,0.13380773057812978,0.20956033489912726
CORT,0.0736854212079279,-0.019300566440340856,0.0818666360883875,0.022742934093712457,0.052132614714153425,0.036846329446565074,0.08083164801133774,0.044470969721091796,0.06469861586359577,,0.14675904373939352
NCAN,0.010674631540254158,-0.04081772212325759,-0.10590605866212914,-0.0902930312790701,-0.13853305849071737,0.0242915249724537,0.13091636303213458,-0.309176441661195,-0.004524971760208715,0.27786014187010716,0.0004088862759180248
PRG4,-0.03386672899562019,,,0.026798454214599133,-0.029966876604912446,,,-0.043004313178869484,,-0.05602986077176556,
ZG16B,0.07217198972374425,0.036000062431099565,,0.02224376644894251,-0.016020098767854114,,,,,-0.07101134596718056,
TGM2,-0.054574275562114916,0.027807212445164792,-0.03239931199636617,-0.046805743501760096,-0.06415523782874458,-0.0457942518991273,-0.0027054381255674016,0.1859137516168763,-0.04552074940227793,0.07211869406855057,0.005122773359771577
VEGFC,-0.0430005499892683,-0.016698193470235188,-0.02906364505909722,-0.030959223677083217,0.02554343526356782,0.009783801220868072,0.06251126475363998,0.006829584539745632,,-0.10447951777313004,
WNT6,0.031439442652587656,0.040730665269442266,-0.025111092927867416,-0.023091234245526577,0.041080047678276235,,,-0.010071296336031177,,0.0024466026672665137,
NRG4,-0.020741305467722418,,0.04721490370304208,-0.029248019301438947,0.024066971296607773,0.023006192643371632,0.09766407948787863,0.09476869686673245,,0.049194050105705746,
PMCH,-0.023905470764129723,,,,-0.023448987518057518,,,,,0.050166256304840735,
COL9A1,-0.05098917539294879,0.07784621143356706,-0.18623945615441712,-0.060189247972549674,-0.042935957024334254,0.0182764353453967,0.08331579044180953,0.04506586658708906,,-0.07426177813125176,-0.040679427055536385
GDF11,0.002549151185907399,-0.019519962826892286,-0.12778836973563865,-0.0603377127700991,-0.01704395346994531,-0.02389296502742388,0.08312813459738311,-0.1322015124093267,0.03330828233253237,0.06340839020311846,0.05969107044388323
IL24,,,,,,,,,,-0.07514235547562535,
SORBS1,0.009037172388721313,0.013095428829936272,-0.04340877012747486,-0.029667382554003665,-0.015146060882961906,-0.042784211138529225,-0.006177204540644922,0.00803198463137685,-0.016746145924698648,0.1279785623265213,-0.08118334002816131
DLL1,0.02292186280152306,-0.025064568540641836,-0.1285277452153911,-0.0851181178010844,0.038001965500985814,-0.038267767371814386,-0.04698498329160137,-0.09781985794690508,0.017395759643069168,0.003369626006330799,-0.026727903159793228
TLN1,-0.027764366241688775,0.04254853061681504,-0.0901706506282785,-0.13113332623280974,-0.05621125627282428,-0.0024353775629165604,-0.16299364817828996,-0.3055910365127715,-0.07250462061054988,-0.06529243820531094,-0.12343990381904367
COL2A1,-0.01987982503645374,,-0.0425811852867965,-0.021673965310527683,,,,-0.035734004965756044,,-0.040568761097804586,
SHH,,,0.080473227191705,-0.017038370258580317,-0.05365039958257513,-0.005270724521567504,,0.12550525408821073,,-0.09994597359381291,
PON2,0.0019510355950435956,-0.035334559141481425,-0.06610833019558711,-0.13417212455445743,-0.07758965874967846,-0.06810216288334875,-0.09397353700362295,-0.24428684952442192,-0.09416697873475598,-0.005032128963035086,-0.03057852679066601
ICAM5,0.046406799801047866,-0.015480751749906154,0.10265371939804765,0.06157643841799953,-0.030463638933077526,0.03548645812210684,0.10466756761032588,0.1991984395547182,0.1274786800167177,0.05885924845604834,0.20526212028841415
HPX,-0.011277413702537497,,-0.020554315617929822,-0.03156180901577855,-0.03143845094031112,-0.0009758487909767399,,-0.06945685498306604,,-0.04235499072668362,
SFRP2,-0.02993981218581092,,-0.0719791108389742,-0.017297838977735364,-0.026201893012859162,0.008110785759505296,-0.0972810766298857,-0.04550599994769006,-0.08322546231027485,-0.055894278546261875,-0.08034528386725645
CFC1,,,0.05885358315809472,,0.09233553329024126,,0.062993222081454,,,-0.008101899076424536,
CD70,-0.040146955929237074,,,,0.0668157671096545,,,,,-0.1137207662005236,
HP,0.06957036297205707,,,-0.07107853211886689,-0.031104804290272216,0.003995390426935043,-0.08689943261934475,-0.08123222385519677,,0.028697163492290248,
CXCL2,-0.02532584039167371,-0.0305284006888244,-0.04611463745914213,0.029805089355061327,-0.08416278618103902,-0.0391854753729479,-0.07096196182398996,-0.03411117423870329,-0.060893737091891637,-0.07258477280813326,0.009424674333688154
NPPB,-0.029052409183795418,,,,-0.01765418278840702,,,0.03635929424873792,,,
CCK,0.06420670380403204,-0.010412581045497603,0.22020359162995282,0.22435575153168688,0.15087781809253045,0.14406794490114203,0.2763632369965559,0.476080537524757,0.24287741861748646,0.3383589193720973,0.201350183684485
SEMA6A,0.027367256076161674,-0.009939733059917183,-0.09719655522671115,-0.13579705351867846,-0.04993481911310196,-0.02915304832339687,-0.07346594417895341,-0.3215177912214061,-0.048293466139900335,-0.08754561031091418,-0.1275793892253271
IRAK4,-0.025866281987233414,-0.027965125881573048,-0.12850488405175317,-0.11392626074547293,-0.08146726143395751,-0.0080576103652762,0.0007314277956175117,-0.0687251289575311,0.009527063485869522,-0.01898777543452751,0.0033439079365418086
GSTP1,-0.02448163670646338,0.025782003855850274,-0.23105630930136,-0.18171195343189592,0.05197989734163867,-0.028743729641786904,-0.19879004270776662,-0.2824375877048901,-0.22177023138089264,-0.09298472461417405,-0.07132577185303052
VCAM1,-0.06555368041315611,-0.053822669131229024,-0.13216653956403676,-0.14042090864402995,0.0245330566135748,-0.039209536749141995,-0.10416548451900239,-0.08750770186721654,-0.07657586476351745,-0.012914136909418812,-0.0611821825096327
NXPH3,-0.009634494825946208,0.018135976856969636,-0.053543789305907495,-0.08657151716277368,0.024250329385756428,0.017845851607677286,0.08985515439780417,0.04180140171899684,0.06865590061508794,0.0014593687267888792,0.0019074723374578875
MTMR4,-0.03202052369961565,-0.027711698854416357,0.05722915070709845,-0.0016199671610188345,-0.048831396749996925,0.05945358434489736,0.07423247396509115,0.10228165355257489,0.05819127788031035,0.038591283678776754,0.11877076504809549
LAMC2,0.008846349128830608,,0.029031531561331637,,-0.02222464655608567,,,,,-0.036551201086798664,
IL10,0.01968311859149776,0.07898694532356909,,-0.028441081759650353,-0.03502593533578871,,-0.10117356536834574,-0.03928565848027933,,-0.047449679832350156,
SEMA4D,-0.012053164585953357,-0.024210826929348023,0.013127900148898943,0.035004291938602466,0.02958455946353428,0.04710111748986814,-0.08575143025878065,0.0703079808820562,-0.02647851834436663,0.15400713270321453,-0.16159857294009297
TRH,-0.05536433678824971,,-0.11722166228649819,-0.04490229663353247,-0.05856551606239651,,0.0562973788529248,-0.10606005116461385,-0.0100033310658989,-0.10340031648556086,
SEMA6D,0.02730262645477876,-0.015046386511832578,-0.21580712019713344,-0.07341562384315255,-0.03553652680359337,-0.014690082341125722,-0.005222122402899196,-0.20433108835067182,-0.0022321128298305637,-0.10850013261665228,0.012904172065638942
CEL,,,,,,,,,,0.040189974703856435,
PDCD1LG2,-0.005592992729094062,0.0495038044995256,-0.014458045508037188,-0.051914828249025366,-0.04221103762432039,-0.04193590115516493,-0.014009940021874827,-0.06720278516769931,,-0.055505516992769253,
SPINT1,-0.033390631466338194,0.057441588551339316,-0.040355605927737064,-0.0364699479337696,0.05323066571166772,0.014141932817453193,-0.03223821176252726,0.028530427396018642,,-0.039278565154753656,
CTHRC1,-0.03586223019068026,-0.01804104340495008,-0.24078343161235777,-0.04732175388744301,0.005256820614763788,-0.011905659757111966,-0.012318533488623488,-0.12759308205727837,,0.023035803487045682,-0.04725455211468689
PODXL,-0.06555001135147227,-0.04757577672228652,-0.157695033151823,-0.13038412096894877,-0.13062131784218048,-0.027286251117557267,0.12189546223350887,0.02106567912080183,0.009615258250177701,-0.13741689667679963,0.07816099775369709
JAM3,-0.0055153642295482,-0.0069526941112243515,-0.14247633516813638,-0.16499209405396295,-0.07684008147933086,-0.038964632535928745,-0.15858532731722022,-0.21817681701682087,0.024022463921663507,-0.019899422536193312,-0.015817512207111088
TGFB2,-0.03614927227980909,-0.018568201734050094,0.04353880580186399,-0.11579705820515106,-0.06976436374319513,-0.016715620556865027,0.04721199411757603,-0.07821105143797671,0.09561975550712193,-0.08106998410415486,0.028639813410168333
COL18A1,-0.04130239436444481,-0.054581550781423994,-0.18868185647170108,-0.10558164365127079,-0.06148874535341162,-0.03182224562280181,-0.13879448390907614,0.017973404676718836,-0.021346795163006135,0.06392595913440727,0.0794413588520601
NODAL,0.0005726650917979469,-0.011583494932874949,-0.11434341648154472,-0.057118334732347315,,,,0.03672688739262957,,0.1263900686904283,
INHBB,-0.03124619436208852,-0.009614771189506495,-0.03488409697795468,-0.014551840250846314,-0.021453070328145328,0.007153320655430904,-0.00559940470473186,-0.1914633988921697,0.07409863283690603,0.018637625493553724,-0.0486283227022947
LCN1,-0.022803108528232283,,,-0.019020161760636024,,,,,,-0.015496084040645624,
ARF4,-0.033798796364846694,-0.03415710790184795,-0.08701724890716019,-0.09459492378275111,-0.058321151631965724,-0.006375427553818,0.005660687645550329,-0.2471247896266815,-0.06745705573093752,-0.15985166089843905,0.06314559761508284
CXCL14,-0.0902428901197951,-0.010649624509644505,0.041704230168276575,0.03388186538716695,-0.06061101023500647,-0.024619447287849754,0.025404305501438382,0.22135187851462873,0.029899081174793236,0.03691124305645526,0.11797939329796574
LIF,-0.07397235060748292,-0.01465824835049825,-0.08415866102280502,-0.0556466386498654,-0.06912084014151712,0.004681291184397609,-0.06995283850108627,-0.06742970641283527,0.05743555411682122,-0.24170374999885536,
IL17B,,,,-0.03141207971244945,,,,,,0.026936245543085362,
MMP1,0.01270166151615643,,,,,,,,,-0.07231097336898142,
MATN1,0.005519073079125274,,0.0882372197388756,-0.019941346520701522,0.04477324926952974,,,-0.025979853216365208,,-0.06189214537799994,
ADAM28,0.04118132840816216,-0.02796545852252398,-0.04909206394911415,-0.060035251686206534,0.03671574100357883,-0.033329062539367536,-0.10977327310767136,-0.03456302194523804,-0.055980760016779894,0.10455352561839458,-0.029190292775930365
TCN2,-0.05460559981261363,0.01199491075846299,-0.0677522934139488,-0.1056449797128419,-0.04842667565302957,0.04618733589089493,-0.10256080342757386,0.057653601525562724,-0.03267014674725004,0.06367127203119206,0.09199188772685593
THPO,-0.011790073491299534,,0.03542643869786969,-0.03880847209520039,0.009748917642903079,0.07660382883468299,0.02648987543584385,0.08518504086258201,,0.012016746634648532,
CUBN,-0.011515747208718192,0.0606120242924652,-0.053591168299242715,-0.048546780585314815,0.001754512003140587,-0.01494566417702724,-0.043039316909466586,0.0051984549409739835,0.11699419522048254,0.025318089105774984,
TIMP3,0.03814234731693462,-0.05180558864770785,-0.09600494502467155,-0.13429790093695487,-0.02315528656770723,-0.0319007014187475,0.05919036700143587,0.011862250869991764,-0.027046479021625266,0.025248398464741396,0.020775626469777014
PIGF,0.01695863192260578,0.0020276849409155005,-0.14338280522416294,-0.04999409282892241,0.02229650105769463,0.044010654999895864,-0.0030212621987657836,-0.08987493164359353,0.030208728138119388,-0.040603317635531384,-0.07788039439542714
CRH,-0.026716556544891388,0.0519226619368543,0.021922605965537384,0.025923373584944384,0.012237989870333978,-0.008900923036767105,-0.018562326934979334,0.1315452648637381,0.12002821978792283,-0.028907106090264385,-0.04725451807095726
BDNF,-0.04967435794104494,-0.01300443106928179,0.04724154352650179,0.1142974599139993,-0.05767447124508784,0.058528986904968834,0.0459444121633448,0.09141448400840324,0.23565006147013773,-0.16121806590727286,0.08042257276071034
CCL5,-0.021238864274023345,-0.014112300972358124,-0.04314071853748584,-0.04317592853972811,-0.0045365433003719926,-0.023872492511697152,-0.05919535603665301,-0.005663446519873197,0.016957737134526224,0.017493694562246524,
GAD1,0.05588870649351829,0.014636500622793579,0.16907493412699137,0.1543357502565762,0.1066017977375385,0.07939818989333004,0.24209091745140132,0.45134466962400105,0.013107526421336078,0.18607116894074138,0.1631094689307699
COL14A1,-0.02582250557369966,-0.01814066049666179,-0.060542186737878305,-0.033740667327697156,0.0086198662131278,-0.012516436682383671,-0.09348683519429683,-0.11660725221442333,,-0.03788645713617175,
HLA-A,-0.04446834767323514,-0.0005271275798135936,-0.2489025862048097,-0.17611370996119385,-0.08866598134386174,-0.061628914877403254,-0.2776563514127414,-0.3724947996511879,-0.08792691821845912,-0.06450566286391173,-0.06631745408207546
CD5L,-0.026716553453989295,-0.04932087465841517,,,,,-0.04138502586818466,,,,
FGF18,-0.02417365201849285,,-0.016581353089670944,,-0.019154736978176965,,,,,-0.028380715411825744,
ADM,0.0005218685356825838,-0.02838576748442837,-0.10020021678768884,-0.07897245847415867,-0.11893593285627067,0.029135864935798252,-0.02915521490414478,-0.3006202076972852,-0.019535245292883478,-0.2201144706433865,0.010197181949481058
CCL15,0.020157732509617415,,,,,0.025228564348061436,,,,,
GNAI2,-0.06112044786069109,-0.008217988169132632,-0.24603824932795923,-0.1545154464229992,-0.052868671785077086,-0.013710145482180087,-0.1806398898363222,-0.22245448557535963,-0.022873983171441015,-0.10807180707652146,-0.13588816532776704
HDC,,,,-0.06225307744133199,,0.011788578198624968,,,,-0.03627130688185799,
