,MGH258,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
COL5A2,-0.05944920800839121,0.07947323184961709,0.011094553219595491,0.046908939110557886,0.06143138474351221,-0.023488173840597246
EFNA5,-0.004040803950019404,0.0013944458835348501,-0.08560525854090682,-0.02223890940595378,-0.040646871196200786,0.007680416461050862
AREG,,,,-0.02374851439102572,0.02745934639737076,0.09426691742832705
EDIL3,0.11563707180224572,0.052574666112141226,0.0583170589445822,-0.022210002372065475,0.00613737649993565,-0.008805105296296734
CD86,0.029890024587708487,0.03592561776924129,-0.05261880851015919,0.02429290763223057,0.018418087333047443,-0.004642157738192049
AHSG,,0.060075858854857646,-0.0018667072828564282,,0.008134315069195718,
HRAS,-0.02581961051300203,-0.07984596001713541,-0.04930621353906626,-0.006524842694224181,-0.003301769779616262,0.03741200690000437
C1QTNF5,-0.023441508156239948,,-0.04778209954387453,0.019392571000090154,-0.019677538823634412,0.02120735799130566
RLN1,-0.02223198573814585,,-0.035894221854617984,-0.019952669987122962,0.030704888385088412,
COL4A1,-0.059167397320078294,0.08623622788811253,0.04266091920701774,0.04356755014624501,0.0469108021586896,-0.001545884176223029
CCL3,0.04240197698704611,-0.038195396131786935,-0.023125900985045526,-0.0691268463068153,0.02276469768507593,0.03525612884952136
BGN,-0.05774160356094202,0.1063261894568072,0.0741578666830689,0.005317352317200491,0.04288164438871362,-0.0011200578562384257
RETN,,0.02138651105548941,0.020417053664032323,0.0659141972473008,0.03394704938618555,-0.030253090658168856
S100A9,0.10649447163679399,0.006841258714848698,0.045483905316290894,0.06423122403612024,0.06525499781267274,0.03227011637693685
HCRT,-0.04209076327027562,-0.06219015564207599,-0.05351552593864615,-0.04706207203651807,-0.03270378651171924,0.00425596311896011
FADD,0.02811608936539188,-0.04932894975718459,0.028036224905913995,-0.005973595850530846,0.02757767928553276,0.07544027161976632
ACTR2,0.0070541843914865305,0.13487558500251137,0.10540127178560735,0.037855499067281854,0.020768379308348912,-0.029199880325355948
BMP2,0.0045030680224138215,-0.09448133280125186,0.11758257425161285,-0.0003941793847723599,0.04469054298884247,0.0031570273358892194
PDYN,,,,0.011666523640412778,0.16907989375373053,-0.04695400143936737
CD55,-0.05623149666050061,-0.02787995659936032,-0.043203189918960466,0.017055354156002244,0.09685836403198954,-0.04446651480252659
OSTN,,,,,,-0.0025987500980091086
PDX1,,,,-0.03004193686745451,-0.04199638275583233,
CD6,0.0697986279473152,-0.0006689031713505846,-0.03700530263824967,-0.023392626807691313,,-0.0072970299496618535
IL16,0.03013884745848315,-0.08885050146198073,-0.06779730717113536,0.04067028926409357,0.01542071912369423,-0.06218178097599473
LAMA5,-0.0661138951310598,0.01582308419451554,0.04317291837206781,-0.07199883266773059,-0.018968479814472694,0.02368537448188578
RGMB,-0.004383272194747114,-0.03851855102104022,-0.05030661237716967,-0.01308007266868294,-0.04920007202088582,0.009630186046609666
INSL5,0.08362448034026758,0.05404920374169756,,,,
IL12A,0.004264909943955494,0.1320535070136153,0.04354909268708548,-0.03250807251514714,-0.04879779428726469,-0.019379097976447004
S100A8,0.09466673992343076,-0.044206297898265696,0.07478784365799371,0.13285768703241513,0.056718384399785285,0.038600540208770344
TAC3,,,,-0.009322553232894165,-0.029210591537916282,0.0806296253506863
MFAP5,-0.03417763116784375,-0.03267005504303832,,-0.028100547957778412,0.014266840875997949,0.05594384898880177
CXCL16,0.05708730150618405,-0.045186227084586354,-0.048330144331226024,0.05044469880839361,-0.0063549069005637915,0.0219302751186401
AGRN,-0.07853805382105786,0.04452853770429707,0.08049530810640096,-0.00449714763287592,-0.0030556004191523924,-0.009593962399973273
COL4A6,0.003529033765721656,-0.004480973904060954,-0.07003302185703911,0.06263575976076398,0.04767913092871489,0.0394411891718984
FST,,0.03376176091099392,0.06006427356267214,0.04440583052791862,0.025346005378795913,-0.03140658771872855
MEGF10,0.028549861563797012,0.03087661093134994,-0.02170976426458121,0.04985695032238175,-0.04272937150968022,0.09089032936882037
C1QB,0.10141778337124836,-0.02561510514633743,0.07461251216102718,0.15303719178542635,-0.014659142728921657,0.024711557097346452
HLA-B,-0.14726096641403966,-0.03847450450600145,-0.09589412443908639,-0.06375348907497201,0.03791110202648869,0.06266539600703092
PDGFA,-0.0007185878114588187,0.13737893622619088,0.1093743185807046,0.0749772742807621,0.028139092749591248,0.040518334874087444
LAMA3,,,,,-0.021826225741928256,-0.005883775213877788
DKK1,-0.022231991277773113,-0.048379016458725145,-0.06402080763224204,0.028169430903193047,0.046320860232145426,0.07808124626335626
INHBA,-0.027734389181738324,-0.06194139666235552,0.265792415488052,-0.05601023492136057,0.033219162805156355,0.022071685081571892
IL7,0.06589196011152722,0.013938935594077492,,0.03960744219059761,0.12810382455817007,0.023935100907648648
FABP5,-0.05944604686481077,-0.03502550386839115,0.10033348172918864,0.12418497731313395,-0.062430309733720046,0.026616720539949474
CCL4,0.009806131292100544,-0.08514201220099454,-0.05375774425978848,-0.051433573961264564,-0.010387658277529823,0.031048752548519555
FBN1,-0.03650570051239264,-0.02811172613783192,-0.02167717595825421,-0.013023938259835487,0.03096570511967581,0.0032701532425432243
TCTN1,-0.01451426675073893,0.026595565829578942,0.00029115411144801137,0.031476971174631184,0.039517053107961865,0.006027319104734473
NCR3LG1,-0.026389144464636822,,,-0.004911664061137377,-0.03286343577800097,-0.027680412356000644
BMP7,-0.11327455313673619,-0.07690416520819683,-0.05182172977784177,-0.03141437036797829,0.05202200810192018,0.06585781719380494
NLGN2,-0.020358940286340572,-0.0754517750545405,-0.07839042572892906,-0.002201444183768677,-0.07836407669987687,0.049836072435604985
CCL25,-0.021577633689448494,0.05437968443384416,-0.055740284386551014,-0.036656909710803105,-0.032607010254239226,0.0428358748117746
NPNT,0.0032934897352441543,0.03107240004463016,0.04087272972902271,0.029887849339130797,0.028011440760486152,-0.046177558770185236
KITLG,-0.002736964527867717,0.06387284394490406,-0.0775964422098325,0.021930510989934822,0.02011345526659003,-0.055503394089140276
MADCAM1,-0.022231991277773113,-0.019567473253438307,0.02943092354215438,0.08335881109667388,0.006700203685092311,0.0024054808403856176
F12,0.00044411819468740294,-0.034297573812474995,0.02549666424582762,0.008559383527806476,0.0020596851142955655,0.1277288889815413
S100B,0.012732290520910006,-0.04378892776944888,0.10879877150639597,0.029837470059590702,0.004914942879152657,-0.014624021519016437
IL27,,-0.03175196613250422,0.025132181682538998,,-0.031082851064157837,0.018705154729474677
CD99,-0.07751508470923077,0.04841907873440511,-0.04428299712701471,0.021789837779115525,0.04512327816584539,0.06623942218209464
PDGFB,-0.0008499224483521261,0.03677580998716393,-0.03886056397306437,0.0018170258541158422,0.11800348703799626,0.01605708403614189
CLEC2D,-0.0336738832632411,-0.0705220632757607,0.10639154971324552,-0.011243149095446131,-0.04882214928676744,-0.04777924223279723
F8,-0.047402161404058674,-0.02228320547334323,-0.010781021807185836,0.01167434044833766,0.13974333648859422,-0.030773742473524282
C3,0.09207251664436057,0.026578094578836777,0.0027264531885975627,0.13759099237684114,-0.05356553498611595,0.00983794276791489
DLK2,,0.024867348858408515,-0.056783749676119245,0.0433273247082888,-0.015495748262492361,-0.015860730217407592
TSLP,0.0005645139407464411,0.032132606398954364,0.12891446433817727,0.10025106939463647,0.04823920718518233,0.01680560323916088
OSM,0.04954408031553343,-0.014221738548487647,-0.04347176492169879,0.0014582432417252736,0.026398375034258646,0.018209024868874046
PRND,0.12443176598242488,,,,,
SLPI,-0.04058920679201868,-0.028552043628590405,0.007680688028367034,0.036290004988608675,0.034768407426883585,0.034852103548854436
AFDN,0.058871157291741534,-0.030229241010039258,0.04959843024345444,0.025216173344738947,-0.04340896882515555,-0.029608363039734225
KISS1,,,-0.03914588444682149,-0.027367256937753357,0.04304201693910057,
ULBP2,-0.018294191932079783,0.0018668335495935103,0.05642216567041856,0.009876832926587784,0.04212968176210546,-0.0012286541025954725
ICAM4,,,,,0.016275961429994795,0.012796760952201496
ANGPTL1,-0.04724725226251132,-0.009201144030541114,,0.020960393641345856,0.01745900019704105,0.011785695273567955
LTBP1,0.029919967350672337,0.050190524482678626,-0.06975165544045014,-0.042092828916224914,0.06477835121647896,0.02254439252613156
NTN4,0.0154779918891545,-0.044666050056028334,0.036867118631157623,-0.05911041221079303,-0.004804922848698638,0.010101916575181152
APP,-0.0804839110015917,0.051582516921510474,0.017546635176460382,-0.07220067849237402,-0.01754782817415863,-0.008399833021631047
RIMS2,-0.022231986661416778,0.14250698091937156,-0.04551641537341833,0.005655145578220216,0.03831196585152598,0.031000279380141108
WNT7A,0.016981275661078796,-0.05224842078800129,-0.06003966002546275,-0.06745188877991252,0.0015744754404327477,-0.01182688166360195
GAST,,,,,0.008424464976449633,-0.03661099341303278
GPI,-0.06847719851558742,-0.0026496537179739334,-0.12331860736667401,-0.07895994508135477,0.06384985428484509,-0.01753577508816767
IL1B,0.006346762315353329,-0.026618955092299876,-0.0385840428464014,-0.08493654180221039,0.12071268867457419,0.009851069351845746
SFTPA2,,,,-0.019451724301625742,-0.02118502832954873,0.06939475720081147
HAS2,-0.02077574721610957,-0.05331709338198886,-0.0734961930824577,0.05716597017264131,0.02261735222242129,0.028135646431780674
IL11,,-0.026379536235610495,-0.005616899291960103,-0.05552483104112411,-0.0359638135434309,0.05540778805157087
SEMA4B,0.015486667889667264,0.031848848226784174,-0.00976182339724284,0.014725701211972506,0.0015304580895813872,0.048244447467276415
FGF12,-0.020143914012591208,0.07262769623988503,-0.04183962444901594,0.041493608931441904,-0.037060005470107016,0.030074118317028845
CP,0.09446504272541731,0.03871696173722349,-0.04819692431482178,-0.04689485330293603,0.0060746469110004074,0.049422808120754363
NLGN3,-0.08825265036558079,-0.08032034445546538,-0.05980897723617001,-0.010217457768262888,-0.060158959445739985,0.11216820591864882
GZMB,-0.009981835588827839,,,-0.027919924476213078,-0.03039128541707493,0.015759036819579738
PROC,-0.05217170956771693,0.03528877054172496,-0.024502218006949145,0.003652736631530813,-0.025897146005648936,0.02702244005407862
TNFSF11,,0.052381035960458636,,-0.018411681212915018,0.10426564858293738,-0.02335242968578415
AGT,-0.13898595314047316,-0.08607103621354203,-0.006673979793478235,0.02905109473183921,0.020966558589223246,0.08943598084827582
PTHLH,-0.03072825320244345,-0.00937342629305421,-0.028297020622534502,0.01272462733709134,0.0013130486846625465,0.037509532928561684
COL1A1,0.03602992014577604,0.055191957523372324,0.12835601590135146,0.008228686420568676,0.0393038495263495,0.025693392170744275
LAMB2,-0.09752143649231095,-0.08678094094027536,-0.07961780748772446,-0.04337378727009434,0.04971620472576889,0.004009170567721975
DSC2,0.05937074914769518,0.029001521821292793,0.04188948128483171,0.0409766445069122,0.030004312941575073,0.10006162118331965
WNT5B,0.003850221984406163,0.09975350973944433,0.02487574419456742,-0.01717198553880144,-0.0240384067449924,-0.04511099455840005
LEFTY1,-0.02468699543569779,-0.034005477654664204,0.046628350567148,0.06486458304956476,0.021837733110183256,-0.035762058040209974
FGL1,,,,-0.011387804870357485,-0.034354440998156786,0.0216660222045329
CXCL5,0.041997008995378844,-0.0035197239493936754,0.040982363218463914,-0.0473759286331726,0.020292549393581386,0.02952349136766331
S100A1,0.10479184276443948,-0.0012878884406487736,0.05842754471570267,0.03610570307052422,0.0035605909374943692,0.06904479047020745
C4BPA,,0.019042836548868756,,,,
NPTX1,-0.01939338952176044,0.0979063370367187,-0.04509335236678708,0.021328091570720575,0.08551196786633773,-0.018957362112170577
TGS1,-0.04005171764336001,0.015114489787600355,0.021684022288642954,0.0010719153137636393,-0.029014958900737835,0.012166183727228712
SST,-0.012571793510178233,,,-0.01550056092845105,0.026883331350980488,0.033232726316902925
IL34,-0.02719763779270645,-0.05019250536405158,-0.08807638759264902,0.052108653878120366,0.07704403728367534,-0.08075499625098341
DHH,,-0.033120549461564966,,-0.04229438920551695,0.05010326212508239,
XCL2,-0.01761965856706562,,,,,-0.026589301797335357
TF,0.1346048961621948,0.06009247868985897,-0.12043706421029594,-0.002337777375969824,-0.07201448973103089,0.032269550869055696
IL33,-0.08210879816021649,-0.02301058874136748,0.01008893953710248,0.03466381501338292,0.061166745440203105,0.05569920160307853
RBP4,,-0.03613337522167968,-0.0633282352173763,0.02081549346710553,-0.02520414760219517,-0.015245958142855112
CCL19,,,,,,-0.03423410117465625
CCL20,,,0.042655053865357805,-0.071776883600693,-0.012525835785481068,-0.05597516038069996
NAMPT,0.038446315900178864,0.0824813086319639,0.0007932314135192135,0.055552493784575004,-0.01878119834547814,0.05382552249888642
