,UKF259,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
NRG2,-0.01717814233606485,-0.054107678172905495,-0.010421291267179224,-0.009839919017066143,-0.03613993129609623,-0.01662051921762829,0.02758172762208685
MELTF,-0.02488303173390991,-0.010797791791210758,-0.019626917830662144,0.0015427244121387026,-0.03605289955149141,-0.06069570859537667,0.03780189222706722
NLGN1,-0.014813269103109213,-0.02013729241757486,-0.07702394992580384,0.09495182404738037,-0.04852466123949231,-0.0011969059281908613,0.020826499629823685
SLIT3,-0.02329202515543313,-0.05580815582003038,-0.047807154961201186,0.026983081378672658,0.007270041322356804,-0.027118578266065403,0.10620039898492624
CCL8,-0.030786168367174224,0.10780706709057283,0.019334198219924305,0.035973244898247735,0.020845279950889892,,0.17294956546710682
S100A4,0.018392870092307348,0.02710882032244565,0.029463258801059083,0.006221146430971499,-0.04223735317987531,0.06550671620434191,0.11422233050902243
TNFSF13B,0.047242656654039636,0.05669300180083304,0.012849118936582637,0.06694197093658198,-0.011564114360106625,-0.026926105355880154,0.04240183092848843
HSPG2,0.015761024953380026,0.06919360283607323,-0.09676318925728475,0.016578795208666806,-0.022525631596050304,0.07287712755445055,0.05669891149522786
FAM3C,0.012164887331723398,-0.018319173898959273,-0.04740091310531268,0.04453300553176195,-0.05352840186929598,0.01242598391380436,0.1096487308205173
FLT3LG,-0.038801024087178136,-0.02193770892269914,-0.05722825343656003,0.03486102740258843,-0.0056895981378706295,-0.0034858540768236664,0.10663532715626124
A2M,0.000745705704829787,0.04984610455233437,-0.07192839572617919,-0.05214045199484657,0.05491687295719768,0.04933124721423567,0.17526577413151537
VCL,-0.02819724012622932,0.03242467579941164,-0.04349110689812441,-0.0187747399151606,-0.0012378294386422638,0.02282881784681321,0.09971288313127645
FGF2,0.006473185539173974,-0.07541876552937773,-0.014870280635568346,-0.05599235932614594,0.05557459922682086,0.034681868165353846,0.07373441971895417
AGRP,0.00935656281908161,0.03046667276402612,-0.027566250599111893,-0.01331200511159186,-0.01430526697586028,,0.001255673393025164
CNTN3,-0.023820249024305414,,,0.038812003992095584,-0.039333082779570476,-0.030259989109062795,-0.04099624506630655
RNASE2,0.009344725776876272,-0.0029570167064246686,0.059902907049025234,0.0317946880010465,-0.0008085226893931864,0.02887532987190127,0.0897097109295985
ADM2,-0.01522893182872504,,,,,,0.1943142655276853
GAL,0.00011477422343402558,0.049263170679606984,0.060686877874940336,-0.031042280664941302,-0.04198690290960629,,0.059167243899563
IL36B,,,,,,,0.04840303406529709
CXCL6,,,,0.00996768151599605,-0.057632059225380984,,0.1875123918037278
PDGFC,-0.00037205778669280304,-0.05289151432574716,-0.020980708043258266,-0.0024116270613309264,0.01879218714920402,-0.04494180174912796,0.1008562491809533
COL8A2,0.02179471802224501,0.06413322160956973,-0.03013956406233315,-0.0489846393317709,-0.012741881136107663,-0.03723698330869401,0.038724867038988954
SPON2,0.047838834449079284,0.05269654229903981,-0.13352133330659385,-0.02954185457701961,-0.032697062394523774,0.004443645279572482,0.050846183440240424
LCN2,-0.014937897335918875,,,-0.012609520334376794,-0.03012108951422085,,
SEMA3D,0.07674516737382488,-0.025635693064293866,,,,-0.0428467689463121,0.0032073827772872016
BMP6,-0.010639900323747628,,,-0.02351774775015622,-0.022600317461636602,0.0747832423175466,0.061139521956493394
TIMP2,0.018120920681101313,0.010747045179493419,0.07891625495845771,-0.008810996723124999,0.020576497778316945,0.018547168889439004,0.07291459018668343
EFNA1,0.0031683616551963054,0.05426117705521609,-0.15999478777563453,-0.06831426047871171,0.046907662788000265,-0.0028784091577306586,0.07771564050095742
S100A12,0.010947838348214762,,,0.04594104259973009,,-0.020656138607665547,-0.020489258641339835
TFPI,0.013721168541547892,0.043903191303070674,-0.016128043086915688,-0.03932649133921056,-0.0026127994703459604,0.019294168176478405,0.019120934836618832
GPC3,-0.015420167547117669,0.06084639547648124,,0.10584537159000171,-0.0061281520548998455,-0.01955327027819252,0.03638875403990518
NMU,,-0.05431523095017994,0.03378280560067164,-0.00852177904696814,-0.022013658732262707,,-0.007813871178656891
SCGB3A2,,-0.02158831950713431,,-0.01612356872126096,-0.025913356673787063,,-0.023913210777194934
LAMB3,0.05132889826699564,0.018244716054565548,-0.03910093122800156,-0.021959355645562072,-0.014346083541339365,-0.07073774008745004,0.009354288840970107
LGALS9,-0.05031036966110845,0.016890399531981952,0.015534855984292153,0.037123761169420795,-0.019319764011132348,-0.0019624205648041504,0.05999479372603706
VIM,0.05107274409751344,0.06349063362253127,0.0931475881955582,-0.03561799033060139,0.06525411295457756,0.01660379854155331,0.08109769081869116
PLAU,-0.0001032397335687643,0.046489709670284415,-0.039756940841842205,0.012774738130393506,-0.04920302744006446,-0.062016245643524405,0.14041513773334585
TGFB3,-0.01756754647382058,0.07632237968175395,-0.09673171669219517,0.04398206955572841,0.009540282798970382,0.05033973356924261,0.05589215850296945
APLN,0.041270535059247514,0.04453498308393144,-0.11685933515521277,-0.044398666620751835,-0.021436087307719946,0.029613801485607834,0.08984231694486373
SHANK2,-0.02693521631107012,,-0.02318281708533824,0.0715542826304005,-0.028752044889045106,-0.020123220925906887,-0.012299960876689596
LTF,0.031221067031299437,0.019026196849812983,-0.051641040702086485,-0.027710684925778106,0.022111886322048104,-0.03815093765753092,0.12118761111081852
PYY,,,,-0.018825855090711892,-0.02052348241069782,,-0.021792349964277546
PENK,-0.03459510195596844,-0.04460736380932131,,,,-0.023621216177256703,-0.003516464689199483
CTF1,0.01732586367837912,0.040521624525318004,-0.07584673866468825,-0.010879913321793468,-0.03217135091434005,0.009305553050997417,-0.0008803306640490909
COL3A1,0.03624969902828651,0.021046712053261963,-0.15840200563986448,0.01947171745085115,0.018955080139445406,0.019161975312978304,0.08617409706262172
S100A10,-0.0012135517348145137,-0.0026671712931331942,0.053693215100707535,-0.03416982226373246,0.07094974994920067,0.020411839189898716,0.08943307253319155
FGF13,-0.017666934667002233,-0.02563572218752358,,-0.04707075254517467,-0.027916667025447185,-0.018729664863489162,-0.004574375530835001
SEMA4A,0.02067174828139032,-0.02305848955954502,-0.046550066697388995,-0.0013093541215084678,-0.034455862583626956,0.0035893712028214437,-0.044450960311842
EFNA4,-0.04776382666938222,-0.035465397689964206,-0.10112859958158883,0.013092940812406941,-0.04883460438199795,-0.04298378387429008,0.12923048532924017
HSPA8,-0.047674419587689455,0.019876769727124582,-0.23760720712512182,-0.015295136455899338,0.04322028560053602,0.00735993774070919,-0.024578591608666957
NPB,-0.010639901346054963,0.11846786792940453,-0.06723137089944393,-0.05211566257769139,0.0005876331108668713,-0.03599665506727992,0.09021575318453856
ULBP1,-0.018233594992670455,,-0.0334602116178044,-0.01737147769574751,0.006367407293817029,,0.1063281309342195
SEMA3E,-0.03191092779072885,-0.04786019258904583,-0.03242500533755148,0.006395155343311981,-0.03309925403317908,0.08891956453346023,0.00901934852972338
FGF3,,,,-0.039204605727285,-0.0018404214653753748,,
ADAM9,-0.00912855592991695,0.046365154385361255,-0.001272103038972818,-0.030237081247451714,0.04838139991187094,-0.03144883151392551,0.12310936901208044
ASIP,-0.009801199425732304,0.07215007420866638,-0.04358105815156641,-0.017700267031558005,-0.05625765745769731,0.0329885966984276,0.0037251433285220526
IBSP,-0.000873083537187896,0.06544704937783655,-0.1284159874550344,-0.01675451203896804,-0.038321635874466985,-0.024310973670803017,0.11509299715657195
FAT4,-0.023754735356119844,-0.01078422148577,0.017862493471030843,-0.004691994817496424,-0.03220352239653704,0.04307258771374824,0.12996608674716936
MDK,-0.03047620324997208,-0.0017534243368626955,-0.03307038171135208,0.009867488689494556,0.01298382982422927,-0.012113170083282332,0.035087877088685895
BMP5,-0.016073206093825825,-0.02883679841365316,,0.0018275963529708285,-0.008743954523178343,,0.06001256876054783
CAMP,-0.01903690053599651,,,0.03323217935661548,-0.0004228431562917811,,0.0034097690636864177
HSPA1A,-0.04384685628804166,-0.07951228410873241,0.07053137572839485,-0.002377011711937277,0.04249936171316634,-0.008487836780623523,-0.040038381572923915
SEMA3F,-0.021816120241542485,0.03130155714959199,-0.10495191718835592,-0.024932639245659124,-0.04675257057144983,-0.04987436585272657,0.06251252070573063
ARF6,-0.056676882074843705,-0.027057581274055997,-0.04764307534843458,-0.02478136916533779,-0.016232402627803448,0.04580688785563265,0.026644158988862507
IL6,0.012814175729085943,-0.032368950892291096,-0.042710177335878854,0.00019741243147751057,-0.034509190285574726,,0.14148537863397995
CALM1,-0.008186287287732984,0.08544228621248989,-0.1254598556637978,0.04869470422249171,0.05575783308574806,-0.04717505005214888,-0.15033784670362185
VIP,-0.01661447570027988,-0.025635753610066956,,,,,-0.020701744269218565
NMB,-0.01923881971988975,-0.06657295870005375,-0.07773335247804992,0.029624917017747193,-0.016463971761458834,-0.016195835315492048,0.04807486068290141
CCL26,0.004952921678914076,0.009289905375658535,-0.042378917496946285,-0.03791011772484852,0.0173770788116118,0.06996812435740851,0.06223158143339516
FBLN1,-0.015882386720631202,0.005815204112739978,-0.0823247067548877,-0.0003180656953795945,0.022672071111543703,0.048693931429506884,0.025048826366205274
SAA1,0.00994509773401209,0.05598384062650856,-0.06150155526269929,-0.0194695389840768,-0.044682493460931734,-0.014573108452585136,0.023214171226326543
MICB,-0.027991430413806917,0.06319759066642255,-0.0024558133795525143,0.017579457774835435,0.015621709266796492,0.02358214927135785,0.023161935532176825
MMP13,,-0.06749770885129315,,,,,
F13A1,0.03404629834013393,0.015089374085864799,-0.001601377690363043,-0.05732392848735269,-0.034493153602262225,0.03966686020860669,0.11075334955806565
CXCL11,-0.036021827839024446,,-0.035294025573021574,,,,0.017166117894597627
COL5A2,-0.024701803205856847,-0.0027323494728330525,-0.04777531101324989,-0.01861110022378029,0.0647678341929578,0.011653735336072429,0.12316300455728137
EFNA5,0.014735239332055923,-0.0567696011223835,-0.01820217689240387,0.03820694321751874,-0.03794160247955538,0.008851001108505833,0.057836916388939306
AREG,-0.024403592291659615,,,0.02392471656976987,0.010999974395154115,-0.025856259535343557,0.06154632436016093
EDIL3,0.030195434690270258,-0.015067961814832363,-0.043417339709780525,0.0422405798632135,0.012743988765233086,0.0039978150523684464,-0.060345493889835684
CD86,-0.030444508671951236,0.04164138721819672,0.05788130080762773,-0.05124207181486535,-0.042509817512919164,0.06572948690977905,0.0823195575422313
AHSG,,-0.026740685624873795,-0.0019745454726014674,,-0.01728343052817801,,
WNT9B,-0.009654625889787145,,,,,,
HRAS,-0.0481631289357251,0.0021576420305671282,-0.010258108114160953,-0.04028543559581852,-0.08197563506399548,0.003395064990702177,0.02804198409882837
C1QTNF5,,,0.0458184006369283,0.023174617338008956,0.09591648927818813,0.0382301019518065,0.08608793021156157
RLN1,,,0.19258308367342142,-0.014426169355472728,0.02202443527962866,-0.018144319649214428,
COL4A1,-0.016557362379784547,0.06428877377983712,-0.03198635976408535,-0.027930774645089973,0.0036140630478203296,0.037574439225187675,0.03855200068622915
CCL3,-0.016425743823586268,-0.008571511023865639,-0.09761958858019769,-0.049980057429679696,-0.015291142929551884,0.02666765710864304,-0.0873205630417222
BGN,0.0003878117594259916,0.042756734677232976,-0.13372569843558468,0.010495738698604744,0.015124814829479041,0.0431998379385449,0.05477591209610462
RETN,-0.011912588937906447,0.03405374969123102,0.03442092262029356,-0.023863477190765106,-0.03256621462182624,,0.2796119288407524
S100A9,0.028369372661491983,0.07243692474228865,-0.025178229636733926,-0.012872018662284017,-0.02555814898309588,-0.023097330826234393,0.13419008669417307
HCRT,-0.024976173189397814,-0.06033741978696801,0.004651018499416221,-0.04015841492184008,0.025027033430162455,0.01843093295212436,-0.015245321571811713
FADD,-0.01745871683435596,-0.008072248393512756,-0.07415618641406724,-0.04367739777168659,-0.005597873062641104,0.01297436483184201,0.012528255477953294
ACTR2,0.00034722078043066315,0.018378639224558825,-0.07133597246079815,0.01266673379770722,-0.046307619897076005,0.03911028281094696,-0.025707949603215267
BMP2,0.015478511253838085,0.012389679845064895,-0.047064299121560814,0.04707888676885661,-0.020297461428129094,0.04031034542422567,0.11301330647025795
PDYN,-0.012147777014523084,,,0.021627832015918058,-0.020016891864064235,,-0.04592310901402067
CD55,0.0595999292813467,0.13626437843191713,-0.00016107787057123145,-0.007079651280424751,-0.020862055340861062,0.021074177895013285,0.03922017990554775
OSTN,-0.019963822814420423,,,,,0.009059468483346355,0.07202763323438266
PDX1,,,,-0.02172090598882353,0.026821535311263973,,
CD6,0.04239865750043435,0.039777503174639156,-0.004733731276198347,-0.01691332519481953,,0.017775231933003625,0.04463969865560101
IL16,-0.06664082159443868,-0.08245909683939431,-0.007001092317067932,0.04411919309382357,-0.039035332285102184,-0.034801669721618994,0.03410873624807068
LAMA5,-0.036730723506737395,-0.018773518982262608,-0.062066083105650656,-0.050693362456553856,0.048759601919088076,-0.01756849536086351,0.13481835374504553
RGMB,0.00273373503775845,-0.03546563137204052,0.09168354001869612,0.09046445498778656,-0.029098487518981166,-0.026511727033689505,0.08606440867151309
INSL5,-0.0165253702185413,-0.02815348822347409,,,,,
IL12A,-0.014758725861778125,-0.03807390099200767,0.13154520646201087,0.0313903288664776,-0.021353098438913615,-0.028340908505701756,0.03714856631769605
S100A8,0.030248649643682315,0.043517111978771054,-0.0363508091621328,-0.019944653775669383,0.006806041642749728,-0.040978758912256184,0.09919708936391809
TAC3,0.0071549057575074435,,,0.0730285812657414,-0.013459436884305457,,-0.00347802530398775
TAC4,-0.018639009840883177,,,,,,
MFAP5,,-0.026376982132141194,,-0.030321338277768208,-0.034821318950459965,-0.005645279089238197,0.05628431474845422
CXCL16,-0.004868472139829404,0.040757381839311324,0.08147495973405933,-0.002351154894692835,-0.015358951566825547,0.04267665322252667,0.012221084204232761
AGRN,0.03508395927789781,0.0885840693702889,-0.09063177798224578,0.04096558899018222,-0.001211704781076547,0.012381110447354278,0.0998625772082707
COL4A6,-0.013178370756060027,-0.016490586370009462,0.0007935574875775361,0.029530692374819683,0.009838340567726088,-0.043806761735934965,0.07614227768661304
FST,-0.02157470345197222,0.1293918262058118,-0.09746446865005136,-0.0007949685574759468,-0.021894045943808928,-0.0280238998501414,0.10700548158402297
MEGF10,-0.03989177553516065,-0.0173186494822477,0.02434307896273964,0.04720917840968198,0.03828823254096301,-0.03251631860288852,-0.056280474016037266
C1QB,0.034417723478427864,0.04953236744002369,0.007417216057793046,0.03424556331931306,-0.023938169433164548,0.025766110854089745,0.02246355199019647
HLA-B,-0.0020836623286467574,0.08443915826274159,-0.035593011378663525,-0.023187750040563792,0.0508953375407325,0.0680186404294648,0.05791811492616653
PDGFA,-0.052445689216738936,-0.055086095784339074,-0.10201892080601242,-0.024812927605441404,-0.0054259177342970265,-0.07275076724982774,-0.008715792491730538
LAMA3,-0.0022325447609299796,,,,-0.015212276958251803,-0.021176640878723563,0.0672433244403739
DKK1,,-0.05595877977117364,-0.024185222856041185,0.02035967338554674,0.022574334204819486,-0.019015996659595365,0.08260068061540664
INHBA,-0.021432463160392982,-0.005097418214154488,-0.0689776139866658,0.06010405558357417,-0.011136569029424972,-0.012384824615051903,0.12988417625650014
IL7,0.002783014993328501,-0.02710004883973471,,0.0673809075891283,0.0580034219662807,-0.019851793103779908,0.13475707517792992
FABP5,0.01633943562701328,0.01564280489968138,-0.11981154268423605,0.039522225543512264,0.048391673093854705,-0.02234850565646449,0.11448172891979509
CCL4,-0.08771288983024975,-0.006861757268950194,-0.015011329850244504,-0.026501083060779328,-0.004411580283040098,-0.006895262872430984,-0.052578372425326855
FBN1,0.01642419109137861,-0.056853046086751936,-0.04762374641308082,0.034688824184478134,-0.0056839422503845065,-0.012540585317038333,0.12154480879882942
TCTN1,-0.03973061451712172,0.006083648275351075,-0.08560086825662082,-0.0013651051685051332,-0.029402866258302202,0.03579622269768807,0.058549393373754165
NCR3LG1,,,,-0.02293197082436626,-0.0229049077364901,-0.01985180364439066,-0.007957601848040988
BMP7,0.013595630957078358,0.02885305625728553,0.045500752175628066,-0.035731893887162726,-0.01738271284720945,0.00032355340058429953,-0.01647539540135201
NLGN2,-0.03318325843547175,0.008929388648591113,-0.03832992150647699,-0.00224434923532442,0.04161230891329095,0.04005686844760487,0.03843364886073021
CCL25,-0.016435829316946707,-0.02780626211202315,-0.05396745654847335,0.03452723882750644,-0.04001089741221755,,-0.009704877670479912
NPNT,0.006322081603167923,0.028048249463448374,-0.04356716720836096,0.0009150671888221425,-0.014989560498188927,0.011820833572745966,-0.010298534100671915
KITLG,0.020246581309191596,-0.01451711469903479,-0.003809121953597859,0.006966681301494292,-0.01939101397106833,0.056312970028362754,0.0060450469667165585
MADCAM1,0.03991796513670331,-0.03143960331095477,-0.0331390732407535,-0.01737147519751758,-0.01786091093440841,0.033281302918069466,-0.009858957754631503
F12,-0.03780496210265295,0.028011298590090977,-0.04234374625500067,0.01057506857390897,-0.02674724454968287,0.01077842177034456,0.08073313794904707
S100B,0.011938923772304568,-0.10195157148008113,0.003327696331924556,0.013351763130978593,-0.015982273332477707,-0.022935511359230987,-0.15324304839427835
IL27,-0.020855451529594386,-0.025635740197991624,-0.03420374095893928,,-0.02166388933345135,,-0.02302644261933093
CD99,-0.07623600853877434,0.040726590990703,0.0033034059173331835,-0.007600149523097701,-0.028796776230790067,0.0188961748973351,0.11030702580320184
PDGFB,-0.0458468549007981,0.005232537311954545,-0.052279066646724416,-0.06422663480761133,-0.053534839473999674,-0.02792378598308076,-0.022221383222975868
CLEC2D,0.040487281148281366,-0.018966050862690004,-0.026922763448122146,-0.015201807192560625,0.0187920091941032,-0.02899282593859096,0.06719993991679653
F8,0.05765669242877133,0.04053252935328088,0.008033381031485083,0.004655597755687031,-0.012992007563701698,-0.013970927944520102,0.010394778838570345
C3,0.02127608444009163,0.03617494290805454,0.010195777132475032,0.021454738416756703,-0.020576533435462743,0.01363431580182874,0.08055601395027606
DLK2,-0.014839733454420453,-0.023691391684749576,0.004557320906592012,-0.004240908317839512,0.010565180067832112,-0.021176649337482017,-0.041172196816026733
TSLP,0.025884513093173845,0.07535769868076127,-0.05082879824519945,-0.022931967235906164,-0.029902971466235693,-0.03535012506396006,0.0779605089993629
OSM,-0.007059937145096044,0.03694961168692529,0.054669887507940614,0.044225606879331865,-0.023955619135123143,0.053305559181490984,0.13815218609507557
SLPI,-0.002864554704082766,0.022819439636596925,-0.047670907625099776,-0.039244074036129103,-0.05225972733494892,0.03454096500386666,0.1193554101902652
AFDN,0.018114518607812234,-0.02107252984269977,0.005953993296434717,0.032052539803277574,0.024304636871006174,0.022654457853402858,0.041644596826132856
KISS1,-0.015514983659269866,,0.024960325982731242,-0.019787060259783006,-0.017086911198866732,,
ULBP2,0.04373683379099825,0.09399517668717584,-0.03675332745469196,0.014461334016207668,0.0030759251383579047,-0.02969268491424159,0.08655165804348113
ICAM4,-0.00965462490786925,,,,0.17207703499751895,,0.09350592542518515
ANGPTL1,-0.030948218502090143,-0.026740687100704538,,-0.02351774746413262,-0.02902353471503504,0.000942573845129558,-0.02587350337503033
LTBP1,-0.019986230202974336,0.0580030189077076,0.05633180273867679,0.08733342050737851,-0.0040315386463782195,0.04756453346695219,0.07926480561773899
NTN4,0.012638868652060162,-0.04715983550650774,-0.004893437174124355,0.0247763529380766,0.018821697237835007,0.021283158607180535,0.07618894568976585
APP,-0.05424244075255325,-0.05156866117497178,-0.07360004667895155,0.01841090639095115,-0.019482995744892224,-0.0001768669235442738,-0.06802075965675537
RIMS2,-0.0004999159259922367,-0.037535554795159826,0.005018234957312701,-0.024580983422497493,-0.008373246289734517,0.08240511529691523,-0.09152914073757985
WNT7A,0.02973045823764546,0.047969570866822665,-0.04847700264391646,0.04006269742448095,-0.02169259109297812,0.019060510096873963,0.0901995831430291
GAST,,,,,-0.017086911508044537,-0.022912799738566227,-0.021804921180041466
GPI,-0.01051685281404672,-0.028913925486368643,0.10028987580249478,0.008869405826186597,-0.02839962885121754,0.011760778234348424,0.06632170653768199
IL1B,-0.057473035987321425,0.07312877938139319,0.011735983305535212,-0.05854326685845114,-0.030373568120680074,0.029567310629837636,0.021798577829176036
SFTPA2,,,,-0.014063975859487465,-0.014765380058285529,,0.024576180418024694
HAS2,-0.005538342829356168,-0.0013094231348357225,-0.026899431160132922,0.028901708392729396,-0.018264908852266674,-0.06734799608464132,0.12945787865444353
IL11,0.012137234439978519,0.06122362865175216,-0.029126711159966102,0.009687559886092444,-0.011830641107956005,0.06338237532011481,0.06683078789810093
SEMA4B,-0.03912597224215795,-0.052693636218878445,0.008759585696249616,0.02109582542880524,-0.089799601449784,0.06092574223310229,0.11330390166219191
FGF12,0.021114100664782972,0.013776222321160499,-0.0006056809168301858,0.05611907561116186,0.03431928047690495,0.042759483987390115,-0.07554319196534537
CP,0.018308798550088465,0.030132782359379027,0.10103022912759549,0.06978556825459721,0.02648034994261466,-0.03700492544511026,0.059547417685896144
NLGN3,-0.03299665434155083,-0.05305370940266898,-0.0012317549892576667,0.01422338321470999,-0.01165184824195625,0.028559185220961243,0.002753294989277372
GZMB,-0.012269964279064712,,,-0.020186649663719303,-0.02118188716401404,,0.06484804663149102
PROC,0.08338997622299617,0.00809685087191636,0.036655418771873303,0.048134842076215406,-0.018049596028388352,0.043718901166977873,0.06178144590716616
TNFSF11,,-0.029173167927224037,,-0.01331200443188339,0.026312638859686287,,0.020623089983488992
AGT,0.014529814733220436,0.06284073103682487,-0.06848965103704455,-0.0473230016924138,-0.004853249729727244,0.0026476130933877143,0.01568557099290141
PTHLH,0.0030165562100997276,0.005088215699717001,-0.10696701268829756,-0.025124765613313775,-0.02421262420903899,0.01573415616716203,0.05406128377468816
COL1A1,0.023929004164773535,0.04623927084104475,-0.13945868929590435,0.044108000312367245,0.0009086257445453135,0.05921748051325684,0.10092126177165989
LAMB2,-0.01531964802591594,0.08679217578317727,0.017669897545000247,0.00364956962377885,0.0029494210970065844,0.04725996014360819,0.10032991390905135
DSC2,0.0006041090442435866,-0.024319256194464185,0.1695955591340683,0.02307198018552934,-0.025872327023034353,0.016222022977030306,0.04612004201039188
WNT5B,-0.024971221258346398,0.0940709017707621,0.07477166765382794,-0.019503152567702704,-0.02607756671795731,0.026315415719826086,0.0031892764248722186
LEFTY1,-0.026455807211747343,-0.00010015533522803921,-0.007862118946576383,0.004755100083488731,-0.003378823729077826,-0.03226812379118786,0.00810456012663745
FGL1,-0.010504575727153562,,,-0.019516687714822678,-0.023944097224558026,-0.031002768140105857,0.1370986549353826
CXCL5,-0.009654623855814698,-0.009789848262936003,-0.02534466345754744,0.015321263524149668,-0.04816449701136633,0.07388007949528685,0.07337351651175944
S100A1,-0.012720672523526577,0.010807430885824762,0.06400816783727649,-0.00449717505331977,0.05300051613529664,-0.032546300044479434,-0.045907307902925444
C4BPA,-0.02687563999831413,0.03371574094276237,,,,,
NPTX1,-0.020635595630725596,0.04275972950336751,0.12795816873597923,0.03299098828036031,0.047751070837111664,-0.019015991918791768,-0.1156485153086533
TGS1,-0.029038730553816672,0.07998916313188005,0.10431293445859575,-0.0020688639217093636,-0.03254792879620835,0.05679537988364658,0.04818073320954309
SST,-0.03105592786196326,,,-0.02249077238842999,-0.014598151635379924,-0.0402148742167457,-0.017846200480866072
IL34,-0.021617742086485113,0.1638432147121145,-0.02417033024055092,0.008729453377848428,-0.032172430790751126,-0.04819626657278259,-0.003235639184116705
DHH,,-0.026740700014233922,,0.02264743510036185,-0.029049804875165224,0.07699304548111285,
XCL2,,,,,,,-0.02587348588174206
TF,0.03814514309959567,-0.04250778845265867,0.09448550294281123,0.08484585285750372,0.004904723436637606,-0.02939253476155567,-0.07546250282855034
IL33,-0.019478948179332618,-0.06548540304378864,-0.04127948835786401,0.08588657879576411,-0.03587795536073526,-0.07687808269816482,0.05316837848413648
RBP4,-0.019659015337987574,0.07557020517194653,-0.043781222172301536,0.05721643054773744,-0.018631174112617832,-0.02520431698793046,-0.06321902690649395
CCL19,,,,,,,-0.033312478084902696
CCL20,-0.02414570631139061,,-0.030641412809650312,-0.010170205660179472,0.015914616844638324,-0.021176652402252076,0.12147285205545462
NAMPT,0.04919076107093147,0.07164897431284585,-0.07471297312235632,-0.003944466965628055,-0.02727212348856445,0.0453633936035779,0.16205086792404827
