,UKF260,UKF266,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH881inf,ZH916T1,ZH916bulk
MICA,0.024735396946479974,0.019011903749595552,0.06913127888595658,0.04113915255130074,-0.00995206186344237,-0.04881187466397588,0.05840390200528516,0.0011549826815673366
TG,0.004858478394807637,-0.01682650704344401,0.010355225910896163,0.07025691692348507,0.0679634039382031,,0.03806271509877441,0.0017360598436382225
ADA,0.004649164611633836,0.012598019634199408,0.05852434718839734,-0.0027864105270881613,0.0009461054700360159,-0.08220591838770992,0.017667948360297562,0.11207141834305667
LAMC3,-0.024055124638138206,0.0022902876771502293,-0.0017611986384548544,0.02231399473224624,0.06083133736815828,0.019772337769577923,-0.02607652972454318,0.002564901874837032
CCL7,-0.007455408032670947,,,-0.02162148908100457,,,-0.014042008547517458,-0.030480583404931195
NGF,-0.033121375142337164,-0.01605700087508491,,0.009778517688639429,-0.019000292099688204,,-0.04204135037184683,-0.013024235933265963
TNFSF15,-0.022974562045395056,-0.019496719287750625,,-0.021078523970153803,,,0.009541432295573467,-0.03775641208564945
HMGB1,-0.017415229676818897,0.014245679100418669,0.05009644997548659,-0.02697434701834889,-0.012496458407256123,0.07845716175676584,0.03171827240401827,-0.06428690907774308
ITGB3BP,0.02119485711332501,0.027348253993353996,-0.027750707900660372,-0.021261550726841535,0.017237076865659024,0.027349953593779334,0.05591257750020211,0.029015544233034606
AANAT,0.015244511965792788,,-0.011509573879656006,-0.018968146749934224,0.005240469772873141,,0.20659320765023884,0.07942463956056237
RELN,-0.016796804725931404,0.031178730547845448,0.012787433611501899,,,0.023847635666873673,,0.15121793676580814
IL15,0.06000341381790114,-0.013873074839803125,-0.004342123227775438,0.003576522012494264,-0.03802078967063602,0.09589857178298172,-0.002943340370128703,-0.0001874704242690407
UTS2,,,-0.018097597268331052,-0.01615276519048415,,,,
BSG,0.03010945213421832,0.034147100730625615,0.03680418754412186,0.016960152827346087,-0.009550700189386004,-0.057010170783730385,0.011009981383043063,0.03866680611063309
ADAMTS3,0.01938903121245236,-0.02234551026105444,0.06891300846211479,-0.03726822224897962,0.07785944591533918,0.10825957397867744,-0.027393941730728424,0.024188440494422578
CD34,-0.008224616765800361,0.04306163884746524,0.006524476493590789,0.05062501379406917,0.06949873280099927,0.02885490223596096,-0.0598772140508725,0.04671511996462783
CCL23,,,-0.013096068050448337,,,,,
PLAT,-0.03726520499183122,0.00124482150841538,0.011498130446123777,0.07744114828853847,0.06741487924837809,0.03198010382786976,-0.06349950457050602,0.006299076842854288
NTF3,,,,0.07952428340876774,0.10019606185886115,,,
LTA,,,,,,,0.06386355956077726,
CKLF,0.0023472642444409175,0.006043086391468513,0.026937876326263908,0.05699119151459088,0.03578768820859738,-0.034328038415546276,0.018283510680095746,0.014210207047604468
CD24,0.017389839324323475,-0.03565735438082757,0.031195970582339725,0.08390058876872182,-0.019125201681867543,-0.041799718953008436,0.02009986077700401,-0.045706055713815696
HSP90AA1,0.006714587042037072,0.03425092754044072,0.0016255773436603662,-0.1110493853541318,-0.046285895571662794,-0.06598038034632497,-0.022663859058051697,-0.07789297187831477
BMP4,0.042739838313523,-0.033787177663186355,0.08058943255225741,-0.029571859883757157,0.06527916545541358,,-0.04110739307257589,0.11723088965023026
SCGB3A1,0.035913439290681574,-0.01770922539656093,,0.048258775157760864,0.10795933200080948,,-0.00030186327641497926,0.11550817582462668
IGFBP4,0.007542198402469697,0.012156067842885695,-0.011607362592970072,-0.0014921961409070886,-0.012119820458217835,0.04728103786907444,-0.05710829184318006,0.05284991686262648
RSPO4,-0.015060113096338998,,,,,,0.11822352504596027,-0.02626637689270468
LEFTY2,-0.044164117153470094,-0.021588171075160312,-0.006555335926964371,-0.01835419578948736,-0.022144582632528997,0.04218639455362525,0.006736378390188553,-0.0008552790250713002
PF4,,,,,-0.017652360585207603,,-0.019995319586761345,0.0033617755708646086
ANGPTL2,0.07661662393939891,-0.02495105669511412,-0.0001327233281995999,0.07635431565289039,0.033217491300978466,-0.0038987360750531454,0.018244738048721735,0.0371670502088
LRIG2,0.01807455223422081,-0.030755012463879045,0.050321954633674726,0.014713711871532257,0.05373076463144287,-0.028521854768100565,0.02596276984369822,0.029285011477403738
ICOSLG,-0.016770816343310596,0.03651791398809559,-0.039455273242034274,0.01327400836516095,0.08040348000440882,0.06297694534352061,0.035611574875919705,-0.030660830304097147
WIF1,0.068617304988597,0.04669881234025554,0.01989675726566777,,,-0.031580024461398626,,0.016442241382707227
NPPC,-0.026236309798225284,-0.022561571601644865,-0.004961281817952207,-0.032276984116004534,-0.009636049735152955,-0.0539044834313159,,0.09576123946507918
LYZ,-0.03284793894775039,0.04633807155349609,0.03127819945499582,-0.039412665366133415,0.05947489841719341,-0.04628809201161365,-0.029692444206943995,-0.03423711328930356
EREG,-0.04004072302144951,,,-0.005349935211325765,-0.000722567181505213,,-0.030197564220533768,-0.0025059555175930043
SPTAN1,-0.06755985067868941,0.07408794404498319,0.0075805448628569255,0.017277999190166513,-0.007046046142472133,0.0742305435594226,-0.03855135276448494,0.062096485542092884
LIPC,-0.00024173043675414094,0.030843574030735767,0.023574199361413514,,,,-0.02528165214060317,-0.0009978447634855126
COL8A1,0.04073787162876845,-0.04372666228873854,-0.021823527849217202,0.05080682100964968,-0.023983476853415352,0.004177166445339964,-0.02002693735092115,-0.00900949474501945
GSTM2,-0.004267826654971344,-0.01173155282280765,-0.022637768136438786,0.13809167913930362,-0.05456830127166518,-0.035645325185128,0.0510379121769217,-0.025666117776210088
SPX,0.03387130344275076,-0.042414855162947886,0.007619255044895035,0.19418977264077414,0.014780160625750351,0.0031639131429449735,0.017052716258432795,0.07433305107673917
MFGE8,-0.058748153969666865,0.023596329236007373,0.019735829351539044,-0.043979600821237044,-0.05857435463043821,-0.03402955233266864,-0.04109780162571363,-0.006562358759778723
TGFA,0.09895094782310836,0.016028794536860402,0.011266709594678518,0.030012667845881184,0.0076151364054893944,0.03736168349298464,0.03590911171648295,-0.028768730306028768
SLIT2,-0.04721532957942985,0.023770168986365043,-0.026806197417933088,0.04511725127332296,-0.014122153160095961,-0.05374632431264863,0.024611959070831597,-0.000547939379368791
PLTP,-0.02385286484203537,0.043209185222090656,0.01573273374320482,-0.08725602880330567,-0.05959563593016314,0.020308103955734246,-0.03580308113410446,0.029594288896465586
APOD,0.10164091737544691,0.026147802305163993,0.008547669400729572,0.07682855930323304,0.040817097411625286,0.025837502815898927,-0.11376807734501142,0.021532994628160454
B2M,0.01252755983593549,-0.03818433462689248,-0.01293258011916765,-0.014993646627414202,0.029457217165428,0.06473782943587963,-0.038430744692628575,0.02046776591764631
OMG,0.062281087843429096,0.00298987391216663,0.017278595463362776,0.06154310591738467,0.0856392385808624,0.009378946153080414,0.0070422552024133655,0.05767554802084949
CXCL3,-0.012582727880030705,,-0.015111520316633612,-0.03535472629003804,0.02453178450925108,0.07550420170418964,0.059294659252772594,-0.0002298397238455895
CXCL10,-0.007495247281016367,-0.018962921653363152,0.0018365190550574167,0.05366539070376688,-0.023676932902111363,,-0.05504521727960716,0.08263872304090132
RSPO3,-0.00028197344296768074,0.058092802489129076,-0.018899330598367802,0.10304807331285541,0.059908338909624874,0.030910378467399368,-0.01424989289493839,0.049478142892756594
CORT,-0.03343315196159175,-0.03191772205243979,-0.021270915529692395,0.04586452422555049,-0.01847229815170573,-0.05999351155404271,,
NCAN,0.01712023667610079,0.01354006026909186,0.039104936291322244,0.08848055077439626,0.051942864845347075,-0.02677479183977113,0.008946343928479634,0.04236419986593988
PRG4,0.05615651527156449,,-0.01637195499839369,0.03222150027772127,-0.012089845631328838,,-0.03227984780374286,-0.010090418726239326
ZG16B,,,0.0268444105655891,,,,0.005117264023570329,0.17887239156696785
TGM2,-0.025082150442194372,0.07930822989453842,0.027767746127667216,0.0042098428587277895,-0.0032390701434210933,0.072546923443137,-0.015567950461328646,0.03386107982187822
VEGFC,0.017375131592372767,-0.0012256370098708818,-0.021585394739358527,0.033165632349410515,-0.03701175311350034,,-0.02873009928295526,0.02993293185682189
WNT6,-0.0006469564263361308,-0.014229500187962917,-0.016099673926179146,-0.0322769884707486,0.037299650506199294,,-0.021458611817970315,-0.018137914632840785
NRG4,-0.028094217261907934,0.024296126043668615,-0.020392308558862957,,,,0.044637558961262,-0.007984392936442207
PMCH,,,,-0.0219767553248372,0.005015775008504268,,-0.003029937029813444,-0.006552255597353897
COL9A1,0.04245488878090312,-0.031597974071667805,0.03787448002992449,-0.002665749824985881,0.0785607427974064,,0.010567281699362576,0.03626322148984095
GDF11,0.0069599416360152525,-0.0023345598971066315,-0.007408350748045424,0.030366568107964453,0.04522151079629986,0.022266364734956218,-0.014270270925729822,-0.012473176690212938
RAET1E,,,,,,,-0.015632033009505022,
IL24,,,,-0.016385339197857205,-0.017370902670466575,,,-0.030494377942591085
SORBS1,-0.0318228648129236,-0.021698369951509425,-0.041545192398153796,0.04312065305371214,-0.047979268529233454,0.034561421205451116,-0.056822669800692574,0.04549210541838464
DLL1,0.06503029342066215,-0.011981353394696461,0.047099844785553804,0.04956374788351291,0.06756715504365635,-0.026337961362273718,0.016417594085073726,0.2188103271752237
TLN1,0.007659606434800056,0.008290624511376016,-0.04862189573161327,-0.031582382710844445,0.03234043418496757,0.03944807356264986,-0.018651311342717605,0.016690000794139875
COL2A1,-0.017616498218474354,0.03146568399085972,-0.015111525459251455,0.011394303264387288,-0.0057832728500753,,-0.020738410492945097,-0.024574790052450207
SHH,0.009396633283767108,-0.01682650884225935,0.051267176523724374,0.11431243098504269,-0.01569886699942117,,0.03759539454444907,-0.026182593930024128
PON2,0.03178767433722469,0.03364910109083928,0.0008622250326262949,0.08927878578760552,0.06672566777878021,-0.08696579813976879,0.019438791867976514,-0.009615450142405049
ICAM5,-0.04671885311135558,-0.03866815818783503,-0.001204433207726265,0.02073893447332954,-0.04042113576941101,-0.0657044784727674,-0.03072818462662516,0.03776987850857756
HPX,-0.017845634737571194,0.03658053794233943,-0.022005529382770686,-0.00038310077108543903,0.05063107804704275,,0.0708801476753623,-0.017955148371771402
SFRP2,,0.08017618058761385,0.02009039020893176,-0.02897186368179787,-0.026307169424445446,0.0783971664292734,-0.06612927746919459,0.049380289056884734
CFC1,,-0.009021926102566476,,,,,,-0.024135536070105594
CD70,,,,-0.009247096282080425,-0.0439881249960806,,-0.021740788807528045,-0.047917342270431096
HP,-0.003747727423575049,,-0.027068133169428812,-0.012568745991566124,0.01434211354608105,,-0.021316283587983098,0.052237030338283294
CXCL2,-0.03898864945970492,0.01125242542099568,0.03995616943063985,0.01877069476716501,0.0024583667925792644,-0.007748305327012439,-0.035041320913007754,0.017935722273977935
NPPB,,,,0.03595675268475556,0.04598360418982953,,0.18991041604345,
CCK,-0.031831560472920066,0.024288896809859132,0.005425194232175384,0.10670529385812297,0.1633396075806003,0.09262404384558143,-0.018751947626656787,0.011761762662137826
SEMA6A,-0.007199277652346215,0.03393228057068759,-0.038681054342439174,-0.01635938642998743,-0.0020396287302216288,0.0040445989342494095,0.006608652988181009,-0.06047953435408336
IRAK4,0.019281941554037417,-0.04147230147983912,0.0297042252395924,0.04817543546587796,0.03592190263787136,-0.07577956659212998,0.017623890816617516,0.011622674981235792
GSTP1,0.0524378796508781,0.000503218447985244,0.01122597546552892,0.05260210172591956,0.004363207931826783,-0.035472852754779266,0.05408381523274286,0.012475536507403179
VCAM1,0.023103397057272032,-0.011580837228650788,-0.014636700832562195,0.02256962964877408,0.024835004417246412,0.009846256494370955,0.07388129845034884,-0.005613314647364913
NXPH3,-0.06399296737975829,-0.00189850571997047,0.020981456365206246,0.05291192173950091,0.04575850795453698,-0.0032483186212163588,0.04662747894847271,0.0013289632952098705
MTMR4,0.03606864415520699,-0.0029877637544891583,0.03847220906074856,-0.007494934168158403,-0.019298996606027668,0.028650518926468912,0.007613775305183975,0.05414293383111602
LAMC2,,0.05910895296057846,,-0.020144279831769137,0.050964860112467224,,0.07844565742728257,-0.026266391352274484
IL10,-0.05460857506657489,,-0.019829695440679126,0.052934955294039354,-0.02928486968548985,,-0.013791747556484813,0.049733720875917355
SEMA4D,0.01894885096122556,-0.01331516990818076,-0.0010356455250908935,0.05446825409269441,0.06979217993756301,0.0018259546988261444,-0.03557450827826875,0.04822765200949602
TRH,-0.017335969866874218,0.029671845754163862,-0.031306786231077834,0.04154122781319579,0.007494409157660707,-0.03264742264861859,-0.016190492031022758,-0.011796279541517568
SEMA6D,-0.061720251592733824,-0.025402627040043518,-0.03214514931232491,0.04145832454238728,0.0055261006035535135,-0.06462157685894078,0.02955044205145324,-0.021175247200977212
CEL,-0.01178680510476128,,,0.01163564604744318,-0.028360302047794942,,0.020023810942772453,0.009552085315364443
PDCD1LG2,-0.008352057426623627,-0.013691582791470288,0.06915339018899921,0.013361302335554985,0.006813894414390695,,0.064958851386915,0.004214701550549556
SPINT1,-0.04624023550009473,-0.017709230807620022,-0.0136322613674012,0.03931043868451195,0.015231575489328224,,-0.01197387878032876,0.03147537077863788
CTHRC1,0.03207510872030335,-0.024422025671616502,-0.003489526895990154,0.024630806789970778,0.04992331062582598,,-0.055455375800133384,0.07624426211855702
PODXL,-0.022240326525258054,-0.047517350732805524,-0.010107298823855238,-0.01983106054889638,0.06367989967754943,0.010923431092375504,-0.029743810489255305,-0.05955219543487147
JAM3,-0.05470215170942655,-0.033886464223961826,-0.003136519316217026,0.010471147628189487,0.018934307972762094,0.004458505600968643,-0.07137445698217262,-0.04779793426593261
TGFB2,-0.01384157881050944,0.06256608170356551,0.0014170063565161187,0.05087503945295235,0.03946243961518976,-0.0067639224901136245,0.019012884322234205,-0.03853669048743556
COL18A1,0.04452685884532349,0.007936233126671537,0.04322443909932689,-0.014709876941771092,-0.04437925862907525,0.0036787108204064754,-0.04091106564327415,0.07312404094821581
NODAL,0.030360319940623097,0.00579810451592791,0.031255979071173355,0.04709525795902884,0.053698875191136995,,-0.02215816069950087,0.013304994238584696
INHBB,-0.03087534373651029,-0.033011336298642356,0.01633208279725305,-0.04128507233534013,-0.016680811680955202,0.05100691756251541,0.03778256869771486,0.038176739738738495
LCN1,,,-0.013261240136124147,0.042734432170311885,-0.02026357055825354,,-0.016372706771945356,0.03692888126028188
ARF4,-0.00892732352376373,0.014803825727118476,-0.01934913230957022,0.05001737917784247,0.07118816350756785,-0.03643681091934425,0.04345243152355647,0.03345521897702217
CXCL14,-0.059163202001969645,0.03915814180963028,-0.007307967266597971,-0.05460253231100288,-0.0209211438973143,-0.053203834068567504,-0.006804904448451641,-0.01632671277324724
LIF,-0.026139687596949915,-0.017273033473689747,-0.005329489129804775,-0.04539673073631351,0.006754181114043441,-0.054848586520013266,-0.0014493910402400129,-0.08470562663900567
IL17B,,,-0.02190113509465421,0.1094013076697231,0.03215727513493978,,0.03610187678200818,-0.020830449429505155
MMP1,0.09221692555264685,,,-0.03582050288123435,0.003869452537805864,,-0.03438049547490771,0.034195907265865466
MATN1,,-0.016675227201754347,-0.013903508717574843,-0.01926485427934027,0.011131132777473083,,-0.01969109801254909,-0.018982997735074596
ADAM28,0.023861918279265707,-0.0086853240389448,0.0617963141272975,-0.013810558398148343,0.003539544463810962,0.031595284354645044,-0.010705590108937726,-0.009838874782815803
TCN2,0.04181052991574459,-0.023424237698775635,0.027686886762702676,-0.004040130112932212,0.0033946149355339886,-0.008859802395720331,-0.023002567243163453,0.06186171761953421
THPO,,-0.02371290016623117,-0.027058048940237604,,,,-0.021316290077122057,0.04020831438338758
CUBN,0.029525538269273954,0.08836813762015379,0.028988312004174607,-0.007051489169827827,0.10854510599101314,-0.040734038275545725,-0.008088434143745517,0.02391105278778959
TIMP3,-0.03338009628931349,-0.015419755263976116,0.009201899834125862,0.01992595631837623,-0.031963641090425376,-0.03557557409782835,-0.06516729505425956,0.030655972803162675
PIGF,-0.025616171729725037,0.0030757576405296308,-0.00959781928004174,0.06602841165336196,0.07459260227561693,0.08509498607333284,0.012424106005800519,-0.025815595963141952
CRH,-0.017616501450818518,-0.014052352186447875,-0.020392300103701234,0.05787522061489074,0.020234332518362624,0.0756123977349104,-0.02427862864382873,0.12246560109500458
BDNF,0.04485960797621659,0.05294615700673101,0.04091852569410606,0.03013896231395515,-0.024942698638180646,-0.035190513839471034,-0.0038043527588497187,-0.04299981269497813
CCL5,-0.016942265207434956,-0.002410285495550857,-0.030103127600652126,0.04404734813072634,-0.0014791044286752532,-0.0468951033380784,0.02035404700185165,-0.06743919818292034
GAD1,0.0028063420679014547,0.049553539674102885,0.01203726470169714,-0.003682575559612799,0.028720046770421104,0.04200398812347124,-0.03375994700648793,-0.009589655498884263
COL14A1,-0.026847233507536483,-0.021754092747677468,-0.0073666496248567075,-0.005629257869788056,0.009760485298005703,,0.010167981879226805,-0.005172593389545217
HLA-A,0.052460825895568344,-0.03704059698834648,-0.010019321297614922,-0.11371564094817238,-0.0793118263419703,-0.03651990158954327,-0.029468935978297674,-0.017983224293690314
FGF18,-0.024036133568268694,0.03906510081451236,,-0.026804114767641486,0.024798142399337315,,-0.01619049332997323,-0.006598794692747383
ADM,-0.038711069095030526,0.032093643764802046,-0.018125060985959323,-0.030607209978878024,-0.04729541232918708,-0.012275807007125064,0.0034082678355286944,-0.027673196241369852
CCL15,,,,,,,-0.014042013608165205,
GNAI2,0.028364727589095612,0.015690116539072207,0.020413996540574936,-0.05472581218624628,0.006239430657280519,0.008118832491884092,-0.053798012470077226,0.0032638017302600753
HDC,,,0.09608140660711939,,,,0.022860342850411403,-0.01898298913785458
COL11A1,0.06085861820896559,-0.005873262831044394,-0.02411005082785412,0.04054695233079246,-0.031451002776538735,,-0.05248185012515654,-0.025767028223993623
NUCB2,0.004281121340576815,0.0012444588397600256,0.051889844357274104,-0.06900070018260604,-0.03620724966867178,0.08007234132980126,0.03347649102346836,0.0011895816614568451
FGF16,,,,,,,,-0.01870526802219189
CXCL1,-0.007534400952386717,,0.015627286995966976,-0.06432720236525603,-0.036419585405790524,-0.05834516927370357,-0.01161776522392041,0.06988953192551524
VCAN,0.08702032745662014,-0.01651299511805013,0.047826572068677665,0.031570993974016845,0.01963553910889957,-0.04314217355806145,-0.12404242775892076,0.026119682237530147
MMP7,,-0.017273028625234856,-0.009679611652481929,0.013136420280098203,-0.04692458353111715,,-0.014902493617626153,-0.06967700391354817
PTPN6,-0.020953624836053092,-0.020267556752470883,0.005586577795401938,-0.03099810580653392,0.0062404580547324425,0.03442264110365628,0.014316014097969261,0.002998825728689549
PTGS2,-0.0461352691900046,0.002575735835511461,0.004535395101353833,-0.04168336612753251,-0.031150930465118586,0.03230782916003399,-0.00821996272916764,-0.027336023151038415
XCL1,-0.018433640925353625,,,,,,,-0.033783668846022887
CD58,-0.017095190097760827,0.01033552635979012,0.019192550131614545,-0.009601476116747538,0.024040281680937345,0.07214219258780176,0.018556903958709202,-0.053174559531813895
TNFSF14,-0.0060617311182828105,,-0.020168893407114134,-0.02144188199415629,0.04855351525333504,-0.03940972567190258,-0.0075426781954676374,0.05240314788195698
CNTN4,0.008546381086304365,0.03475047748575528,0.0025698522619389645,0.09929842184477812,0.011075422968288506,0.016887865641469917,0.08234039330786219,0.01683708419075158
INSL3,,,,0.04730056218316444,-0.020016898933719312,,-0.019226701719247397,
BTLA,-0.01921768431874958,,,,,,-0.018591259214753665,
MFNG,0.07333151357487097,-0.03628055834387622,0.017306415281838693,0.018645116352751814,0.0379154805636123,0.03496228710565646,0.05183294812125548,-0.010139693852903761
ICAM1,-0.047626118324374016,0.0636288258332038,0.0386639958221862,-0.002794928679168017,-0.02043684952607601,-0.09858625579069331,-0.022351007085490725,0.02775917976569283
PROS1,-0.017496992015356705,-0.0338924371206926,0.017383076129100908,0.05371549282408527,-0.005535696716434598,0.03564108098794087,-0.03019678211847692,0.006141164905688975
CLCF1,-0.011037283368223525,-0.016057004998951668,0.04406892395414933,0.04830930771240088,0.03177948992836538,-0.035435120706233406,0.04871578878030925,-0.07833138249780343
PSAP,-0.04193567795577037,0.043259587490620206,-0.004875957163818951,-0.029759681244740144,-0.025811971638090025,0.03009718432648149,-0.04469292998410927,-0.02515351201492842
EFEMP1,-0.0235199046396616,-0.07645194806388035,0.018582029074099792,0.06409705024489445,-0.017849887939116526,-0.09205269639037089,0.019437291652330303,-0.025913857242553934
C1QTNF1,-0.007836473490279805,-0.03562416841662057,-0.007173488710261488,-0.03374022124856558,-0.05569326146969954,-0.03136614529330927,-0.039764761023660784,-0.01683894418608096
ALB,-0.008839583980185493,0.00648966867264871,-0.016236330703680163,0.0015487752033015896,0.049651439794516576,-0.040296583102609695,-0.021740795592563568,0.10812879323820283
CCL13,,,,-0.015916973560755374,,,,
EFNA3,-0.03020152058142311,-0.016421687917209157,-0.027173243539430295,0.033988839295362575,-0.00726677793511347,0.08660960396931028,-0.003512548229457158,0.04309420939855696
DRAXIN,0.06813708808105023,-0.0021349066470183063,-1.2120215921324322e-05,0.03016248586053706,-0.010548901300036882,0.07829549659135365,-0.03444171266752056,-0.016932903111892147
RAET1L,,,,,0.02019940028897166,,,
NPTX2,-0.0012779302453434734,0.04741335742913717,-0.019315850356915937,-0.018329446189159316,0.05587899689482216,0.08842596721503268,-0.02656743534274825,0.024408642117040913
FGF11,-0.061956664720908106,0.004375420059770336,0.0023037504358144694,0.019365494429710847,-0.03484452363962106,-0.052618133990217024,0.017675191314321232,-0.00924860889522538
CD59,0.014456935597243082,0.031382765969440486,-0.0066164701737125966,-0.030253247611951,-0.02922773349253344,-0.025231160725361433,-0.08222535104973668,0.06596019279871872
COL9A2,0.04002230645285693,0.025523717455472633,-0.01742959158875641,0.022141143930296463,0.030464262112632694,-0.008611336175409157,0.017170046289964304,0.005417308623816017
DLL3,0.013282221985263494,-0.0353195952436569,0.003499510685911639,0.06246881418092159,0.06816817708346212,-0.013829708846588119,0.06863065046254617,0.031674032815075165
FGF5,,,0.1349273000727307,,,,0.006407897955048789,-0.0006236527893357973
LIN7C,-0.01020719508585675,0.0323757224151529,-0.01934103885288592,0.04520214345991597,0.0175857678218039,0.10819103242061553,0.09028641562652946,-0.025779664210611473
GDF7,,-0.023601536752253374,-0.02312768704776934,,-0.017370908173920268,,-0.027425970340046135,-0.029018029477057738
PSPN,0.04620883421932209,-0.03969070923248692,-0.0007711204995687887,-0.007419281949690619,0.002753939418611581,0.10818436896615855,0.08858109855828138,-0.03135058657207664
ANGPT1,-0.0318390156744592,-0.028439973329075687,0.028437897180655255,0.03937211276126789,0.07229038500283078,-0.059116847592660234,0.03720050314586624,-0.008418132819810062
PNOC,-0.00987020579828573,0.05432865459455762,-0.011787079654836122,,0.003632885698415644,-0.03519053286668406,-0.019843741064077918,0.05403153165541643
L1CAM,0.06224471558646168,0.005279374738508407,0.028716994280456723,0.02202146161289743,-0.06583159570971886,0.08586320468367419,-0.006136777073021461,-0.0070438849775586575
APOA1,-0.05374667959358582,0.04758276156851199,-0.02766979876527559,0.009046380827119506,-0.02821432752291054,,-0.036035616201726635,-0.023325360353745293
PSEN1,-0.009778742912652258,0.06835970466744608,0.009134067219185289,-0.004006505804039508,0.025887159215858015,-0.05456659995133695,-0.01349397083656764,0.015119921362955842
CALM2,0.02457166465038647,0.014523019784447427,0.012573969211444859,0.09743949944086244,0.029415147652984114,0.03337899670962448,0.06221984662206926,0.02297381991687183
