,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
BSG,-0.06615718374544396,0.03696135892314278,0.017037687589951375,0.049332913815693866,-0.018465281809813522,0.05280279269347033,-0.006536783238038316,-0.02613707857655617
ADAMTS3,0.04613951614322637,,0.0012614575001735737,-0.011061498148439245,0.031317272821644364,0.037476149328863534,0.08458154402241544,0.005549437518066059
CD34,0.06276686770749246,0.024640017423884813,0.030433542217717505,0.06201690265791547,0.02359986390558144,0.04804012078274744,-0.07467239876260381,-0.06571424950087582
PLAT,0.003957029285570435,-0.01731767660130816,-0.013105498499254228,0.018460912958489503,0.11359155135718361,0.08571811192069066,-0.024556357932237625,0.006226272645832306
NTF3,,,,-0.028658776999480065,0.03969521703135513,,,
LTA,,,,,,,-0.023477650585653362,
CKLF,0.015208409555424256,0.045563480647064586,0.0829248801060842,0.009286148508523894,0.064853767331905,0.0050689869976326485,0.0565882612838756,0.032808510588782716
CD24,0.06369405363456618,-0.02761279130481751,-0.036407238207393305,-0.03736058162096279,0.017601676835361003,-0.040624252373169675,0.04596962008195257,0.05619049980137238
HSP90AA1,-0.06128057133280837,-0.021811462929305445,0.04000418701846884,-0.06024168674544506,-0.052161846677486905,-0.11329625115086468,0.041637500984343316,0.00818203809053152
BMP4,0.09311302827950545,0.0065060495607176345,0.02409714012988016,0.03684282927440055,0.10485755398644218,0.03701484591081071,-0.055629368590252665,0.012658861496922311
SCGB3A1,0.05192383828050517,-0.04330770740548636,,-0.03166190975628248,-0.016406559382058178,,-0.03456992791169807,0.004091187051403048
IGFBP4,0.058361428364166724,0.007147284284367869,-0.004088976694008869,0.01504527208321632,-0.0013141286716648842,0.07618441077504458,-0.09694335900318551,-0.07288097390461674
RSPO4,,-0.0395985671128077,,,,,0.11968791222758027,-0.027208244819198386
LEFTY2,-0.06706583995411712,,-0.02808888716735309,0.030286308309595212,-0.018461211150843752,0.03830764126567679,-0.03730949140168032,-0.01572304176146611
PF4,,,,,-0.014716193187386893,,0.04917330415239617,-0.021313757736948016
ANGPTL2,-0.0034779573833650275,-0.04616966839143856,-0.055128347057651406,0.005372343484837904,0.03194510153737328,0.01371345978283216,-0.062296327214152465,-0.055223757138028275
LRIG2,0.05533120996327085,-0.008983446443871602,0.024741992826451863,0.02217662259308665,0.03249009654580585,0.03091587642887431,0.08056893416323295,0.07897231113349633
ICOSLG,0.03923418578936796,0.05456808343314059,-0.07539271850103173,-0.014836464997897137,0.024335401442760068,-0.024084496826267253,0.0309980336537237,-0.0027567603947439194
WIF1,,,,,,,,-0.011838869711073154
NPPC,-0.00045568598777678474,-0.004608199560734401,-0.026319052234450042,-0.016667281673898963,-0.027844024084209284,0.08041204188278094,,-0.010568524413050555
LYZ,-0.011555970416397167,0.039755710365821345,-0.05708199084699572,-0.04237753359223951,0.06620250993508227,0.05040538322649686,-0.03520254482386,-0.05168880073859227
EREG,,,,0.03539896845030085,-0.04676133524921815,,-0.0354566824586538,0.01732893575768378
SPTAN1,-0.017311876095854366,-0.014933206086858393,0.04739577046861406,0.033928779868065924,0.021889016249534318,-0.014743862921545288,0.09249316163199127,0.020085681891353516
LIPC,-0.04149539877443372,0.07586860820045173,0.10061900225568968,,,-0.038594566793386416,-0.029684629708311854,-0.01761287841486869
COL8A1,-0.08905724209327777,0.01749501486204157,-0.015978021317283795,-0.04102523945098993,-0.018902072234498506,0.05171359028480893,-0.06098663688207587,0.04875799278688629
GSTM2,-0.06996860926514502,0.12391293444537152,0.039263370697423035,0.09765484811297757,-0.045491800348463736,0.06107770737968748,0.06208175316736483,0.07703266850378468
IL4,-0.0396656409861942,,,,,,,
SPX,,,-0.0621326891365502,-0.020973790564204692,-0.0182720348451614,-0.12114639727832419,0.13568751359873393,0.05312298960729884
MFGE8,-0.08348174139547326,0.048362449027640766,-0.10319712372851005,0.02036485841082344,0.03877705558924763,0.08965879464583697,-0.06203402941500056,-0.0536009174252733
TGFA,0.009348007226963537,-0.02512607880903905,-0.06869684938925835,0.021537854364440705,-0.0029581679590591744,0.048053733056835225,0.0869333983433348,0.015285344009949464
SLIT2,0.01747854863473102,-0.03297595441132168,-0.029764520490496733,0.07607638381201008,0.08167795801892358,-0.04674786295456432,-0.029600288712612118,-0.04886924851222688
PLTP,-0.08533949685765933,0.026824354943852186,0.012124824656250359,-0.0299812098347541,0.013905789127547554,0.07625038882958268,0.04681769101001571,0.018400158357769775
APOD,-0.06342268616993492,0.11764524849359612,-0.06214717673500462,0.09553789974979458,0.01848677306383923,-0.02120075806617166,-0.03295126490425102,-0.013687966159145868
B2M,-0.024559114497277358,0.07598495594507192,0.0022129164258663397,-0.05779004825156099,0.0749661399337439,0.0749725411614594,-0.1268763239679808,-0.018232339839320006
OMG,-0.08332692970175783,-0.013694522693197946,0.008227818220635317,0.0914252975704657,0.06695840500035752,0.027054264953556586,0.1311204633797652,0.05713495806003934
CXCL3,-0.06409155454769802,,,-0.0130307696282331,-0.007318005583344611,0.08380826529963976,0.03615220996169486,0.023398969437229057
CXCL10,-0.027201324407357928,0.035879481766183115,-0.03550123777940522,-0.021480995760141015,0.06452750818892809,0.0012248527015596162,-0.01075459899940204,-0.049368086169555715
RSPO3,,,,-0.0017909406594939887,0.02362231728641491,,0.03338354962824287,0.013745115295221953
CORT,,,,-0.023720074428152133,-0.015399748203835727,,,
NCAN,-0.03881273919521354,0.012673722043773419,0.11733002998643076,0.08661577760890572,0.013611972352311106,-0.006415843283208332,0.1717979199275455,0.05475981756724832
PRG4,,,,-0.022784224522798335,0.04778933968333787,,0.009875821721417372,0.0593014269179075
ZG16B,,,-0.0244346709297668,,,,-0.020862519491843822,-0.01818282128459652
TGM2,-0.028873637220268027,0.022764712504521924,-0.005311243163852438,0.017620432351983302,-0.0050600537153482365,0.041595058646107644,-0.08993041508743463,-0.05682750448834547
VEGFC,-0.044963782735873474,-0.03250925779323371,0.012345060009489116,-0.026771305652769955,-0.030855482834322233,-0.030784799396072475,-0.024240720265439508,0.13976927848078488
WNT6,-0.05029872977947184,,0.16036083424548636,-0.00169582247748013,0.04525537803206189,,-0.00917809715877448,0.008416624078176572
NRG4,,-0.0016688018679884952,,,,-0.024719749259629747,0.15306426500235132,-0.028254735948226372
PMCH,,,,-0.021144059094102087,0.13153702590929592,,-0.013229758598669423,-0.036184255728595585
COL9A1,0.045038853159102804,0.07846330060379847,0.051517220976709244,-0.038037972969780336,0.06512215373802034,0.04621425213972976,0.10101872053783999,0.09638976786032007
GDF11,-0.03419396374324361,-0.04109788111501036,-0.02997316412870756,-0.05567120109592894,0.03140111127653281,0.007893638800655163,0.04004649113325841,0.04496697025165156
RAET1E,,,,,,,-0.0183544615238976,
IL24,,,,-0.015764500953644144,-0.014481550969001727,,,0.032553992788548855
SORBS1,-0.06712283163546225,-0.06688312116323578,0.0529733877512249,0.06452966155944638,0.020816198098409826,-0.045424472255996384,0.056630049305548304,-0.06932936548035519
DLL1,0.1212846987754164,0.10026679363135033,0.07028534923939456,0.06866988504172752,0.09863579344067683,0.03197953687392223,0.007164407698904677,0.08303752025775732
TLN1,-0.11953236599958109,0.06705250297594106,0.016937158050276544,-0.03997570420765315,-0.024737103974439317,0.0791405953189116,-0.1118230576143177,-0.07395203603485477
COL2A1,,,,-0.03446326569158622,0.019171790526799112,,0.09774841597199685,0.013085572293543722
SHH,0.19395204648133496,,,-0.008115093215465791,0.07076553742607807,-0.008395207043532946,0.1538212553207159,-0.009662432196037586
PON2,0.06986110980827863,-0.020837023407618845,0.05630333087326489,0.04436218283476372,0.02929360976024254,0.03503196335286134,0.09954278326577869,0.1138912419418714
ICAM5,,,,0.039488718144944264,0.07001780240263333,,-0.01264225159667241,0.02421869389715004
HPX,-0.06524088226917488,-0.04111428929139963,0.03105700693183589,-0.03992447174016944,-0.045809697926394,0.028177293085516184,0.0038493376199539944,-0.04509128472050467
SFRP2,-0.03966566433276693,,0.0212178883615117,-0.04054091039593616,0.05325448537814903,-0.0259316254758821,0.04855426638745309,-0.04066464249295911
CFC1,,,,,,,,-0.02500099564247159
CD70,,-0.006740620661915492,,0.0062488327110654,-0.006618978633765518,,-0.02552710011706868,0.09381439274670779
HP,-0.11729096270444676,-0.04536678352530657,-0.0222497773765503,-0.06600213403977034,0.07430037185840052,-0.03165963410058911,0.03984329646774335,0.07572009644294629
CXCL2,0.02815196705478987,-0.031135357209651656,,-0.004438883130031165,0.04861488590796222,0.0842300291418007,-0.0053523604198967316,0.018970749996206678
NPPB,,,,-0.020120235435543504,-0.002805695065536849,,-0.0169723588581871,
CCK,,,-0.03041196811866301,0.02267368653340614,0.08837932222221118,0.04238507668615825,-0.022017731219115,-0.03509466542793144
SEMA6A,-0.06130614001349209,0.0888191605915783,0.023672982244286402,0.06279294433118088,0.041292681790842604,0.028961911522531428,0.10593964261986485,0.026926028944120932
IRAK4,-0.009264565503719298,-0.019849298974569968,-0.0030583941989407335,0.03217679105454197,0.028459224987900687,0.053109096157769854,0.028940297448165758,0.04578990191422068
GSTP1,-0.02702068763323806,0.022666610166178897,0.01561969330154523,0.05012419437217298,0.02812996393706417,-0.015252417245875746,0.07376573219563255,0.02026041898060935
VCAM1,-0.013740770785575094,-0.03164170494641403,0.0662468017307361,0.00043108500510166464,0.01724739685963681,-0.007843406589596476,0.03940278320912729,0.06294932635733982
NXPH3,-0.031364273736107666,0.13894467971910374,0.0873174223142239,0.022269422531759498,0.05877988372498576,0.02295963485353752,0.1588571135215116,-0.03171937984841577
MTMR4,-0.09468934631030491,-0.02952590584478172,0.011371903013000024,0.07704638476744016,0.023320375826350048,0.006778367275841506,0.055789830861322866,0.09590869360733652
LAMC2,,-0.03160436534596834,,-0.019381015844940733,-0.019018339867527025,0.12827407629088408,-0.005507148392912264,0.04469078173313946
IL10,-0.04052722544795764,-0.015774701677652197,-0.023408441860395965,-0.03688944164237422,0.019875212281712237,-0.023054015365087832,-0.06329045642180162,0.00840842973421466
SEMA4D,-0.022683405548486784,0.056493943238910535,-0.14177814589082602,0.008372857924778921,0.11939246874013579,0.017176982544231188,0.06126962382795008,0.08894262521533927
TRH,0.06120403475693881,,,0.004037706232120071,0.06407134511027705,0.16133538767270927,0.13352851756243064,0.0029651112303253173
SEMA6D,-0.06108991709801427,0.008222094092282292,0.04442366721656823,0.06028264238693273,0.013067157146907779,0.012088855850555916,0.10708180225350991,0.03208052000233597
CEL,-0.050807318816024814,-0.021763276106168086,-0.0337796640177684,0.04723164481841727,0.04554512595871319,0.15750915976691157,0.007763141580992808,-0.0290683135855638
PDCD1LG2,0.02517666107808142,-0.05449443222132567,-0.0014086390276299068,0.005871645829995677,0.09185772786106439,0.005205616103385576,0.007161617255173578,-0.04210274763614251
SPINT1,0.05041411154467614,0.07248601352676359,-0.059455648981759764,0.037499075583856366,-0.011974574261106562,0.026868651133804055,0.02422526738565523,0.032414179095848
CTHRC1,0.08366733004134788,0.09974438602984248,-0.0005587205417801375,-0.014750041198751417,-0.008697302884925739,0.10385036173863497,-0.039071684577121714,-0.030092777457469903
PODXL,0.04039316442933006,0.052066841976940184,0.06605391311222847,-0.02769284533056754,0.04622615339915276,0.0763037814976471,-0.02849461040684442,-0.03908906719300234
JAM3,-0.0467232183478063,0.01605698415129322,-0.11014541955876386,-0.009758929030048403,-0.006543520866599379,0.02663633094179527,-0.030311170312490428,-0.04750875927115093
TGFB2,-0.024080402620421666,-0.13398854197315685,-0.03324538749831,-0.05948720711648531,0.08598318520182083,0.000508457304303337,0.032339096340442214,0.0720892234883304
COL18A1,0.03339963772967264,0.070888756835539,0.030830165599051336,-0.020229925900123055,-0.015213693865552116,0.08788048257450874,-0.14341025318878736,-0.09357586421663354
NODAL,0.016829650099411564,-0.04022027048207402,-0.027818643837601527,-0.0235663561752174,-0.017888126758923522,0.03333150819890582,-0.02601716026009125,-0.05667920150056509
INHBB,-0.01233358434789835,-0.00046930901226544084,0.006419671877651556,0.050107161101787374,0.0048152589090212465,0.03016355698111036,0.1529472839087668,0.009708209386325807
LCN1,,,,-0.025066628998229316,-0.016893073170700663,,0.0026381601754899954,-0.019084272894547727
ARF4,0.011681999357818055,0.05170244494970637,-0.0041398381712361935,0.06339414739132618,0.07100977072686676,-0.011161563264100251,-0.06771919744570355,-0.04588361037203963
CXCL14,-0.05346788669332344,0.034487396734569124,-0.10046633345166422,-0.07637634131358054,0.05541512000733891,0.011745932873614563,0.030601706690389214,0.07860923383254337
LIF,-0.03864463762849887,-0.05103787297810957,-0.025696040716956577,0.005554271210287085,-0.00023228411832778244,0.025611367936238475,-0.06252680082095609,0.007475229214293057
IL17B,-0.052309464201707345,-0.03017824906980465,,0.07563325106943106,0.004392966841600251,,-0.0324722434831274,-0.0215773941753391
MMP1,0.07337897610512376,,,0.10464016053987671,0.02990545882087354,,-0.07141221710918227,0.03344352730260568
MATN1,,0.17244357785747902,,0.050522715029110765,-0.0024629876587982337,-0.024176183418185622,-0.02312044125129908,-0.019663695982434906
ADAM28,-0.022160232024831077,0.011862208298726105,0.0544993456139062,0.030162656868114486,0.03495286980589486,0.038264333988964935,-0.03420822568248729,0.05630430598397495
TCN2,-0.019461551137489125,-0.03304188933936495,0.002064304081531387,-0.0020798631129710075,0.022226383201847257,0.08474998580182022,-0.03463881416325118,0.003977620674105993
THPO,0.10319914668441493,0.08846490443136898,-0.025203834467429544,,,,-0.00809924624604614,-0.012172032099596915
CUBN,-0.06219058412262533,0.053315547585509174,-0.04246105273323366,0.04343022539792652,-0.01717175105257963,0.014014528450433812,0.02821386017544751,0.045608574549302734
TIMP3,0.08165905352543237,0.1647225582138663,-0.08158963875047286,0.05383682808212427,-0.08306159540410829,0.03266705995580468,-0.06425061108446407,-0.051196270106110046
PIGF,0.0320006407199959,0.019146293174523713,0.08650301380496814,0.016997093833188832,-0.012562579325164728,0.023728851087348738,0.11609990863863646,-0.01114175230526248
CRH,,,,0.025330863763196328,0.05844494003984951,0.008116685770853501,0.0018384473422015817,-0.04306659787621269
BDNF,-0.027800896311760533,,,-0.07663038563369882,0.03693325839408778,0.09981915296703878,-0.022076111534312753,-0.006596144585144473
CCL5,0.038086243184092324,0.07261350442855811,0.02168157992000013,-0.016549204066057782,0.053868284638879736,0.01270936316204961,0.048548564512076266,-0.017446200313752703
GAD1,0.066367843333091,-0.03473154525009165,-0.0156421903943155,0.014681770445863638,0.045335871246956184,0.002542840681273004,0.05573874457999574,0.02181003877180218
COL14A1,-0.037263710747144,0.06576352392887957,0.0364534287104125,-0.012484213243559025,-0.043955221998654,-0.03770542985746062,-0.041272041344694296,-0.036346445620700836
HLA-A,-0.05525371634079288,0.0632462675877793,-0.04322831340018463,-0.04916227874273682,-0.04904794471847783,0.052882226420164734,-0.07106078551724733,-0.03569573094597765
CD5L,,,0.019256770493372977,,,,,
FGF18,,,,-0.02578851055285634,0.021296112863705263,,-0.01901018163774489,-0.026994704891183257
ADM,-0.05810007587927566,0.014479469322086852,0.013141622389289613,-0.009967849588740812,-0.060371857202040836,0.07840035430732131,-0.001965370752595138,0.005756366660105568
CCL15,,,,,,,-0.01648752905859401,
GNAI2,0.011300645697170942,0.010118069107768475,0.03142918917701405,0.0825354421040043,-0.001108606254332163,0.06465423279907147,-0.03798758568943716,-0.06720617363856836
HDC,,0.07067989964320762,,,,,0.1185731015400557,-0.019663687076933098
COL11A1,0.05316967570558369,,0.03879252691876467,0.04091345392168521,0.0065819313815622255,-0.02357549078186481,0.03793949869775495,-0.015923690645927354
NUCB2,-0.04943225618484017,-0.001961666777696585,0.0766776867871061,-0.009945128413781324,0.05309198568538743,0.018655803962625506,0.0036363010816559253,-0.08633235834133898
FGF16,,,,,,,,0.006698941601549273
CXCL1,0.17013917698810851,-0.018209857664755982,,-0.0017697305850513066,-0.033060924553667465,-0.009048058464995184,-0.03005227689807402,0.003243889933622639
VCAN,0.052551741104195956,-0.06439565532001301,0.09787774107610685,0.047879766244105865,0.006325653785671077,-0.09154368923530797,-0.07556826559927264,-0.05406890467152154
MMP7,-0.019219092061273865,,,-0.032976675603875245,0.0003849029600792963,,-0.1296100312243224,0.02402846357890569
PTPN6,-0.004964626731857394,0.04040871493773151,-0.022032354720567304,0.028288921603549236,0.0445811222810661,0.02239001531482913,0.02199136838315485,0.032976318997789585
PTGS2,-0.004529715383740105,-0.00945733340251539,-0.044448830112042044,0.052184203122147006,-0.06209128423393933,-0.013123243571036142,-0.03785551513369161,-0.013726066132591766
XCL1,,,,,,,,-0.034995094169558504
CD58,-0.02207597992235962,-0.022735693622868834,0.0033197326829895327,0.011469556546172838,-0.006642790036622883,0.018898389666613682,-0.005232964661827618,0.09445767927592129
TNFSF14,-0.048748034590289244,,-0.0343615378604758,-0.020629452040212066,-0.014214116125423119,0.02982901828677569,0.026867924471281824,0.058274264960853604
CNTN4,,,-0.02892940988009835,0.015146277851197147,0.012890732077069408,-0.030339240155410063,-0.013000994821647967,0.03890154368898987
INSL3,,,,-0.02294252354293795,0.08067479262581727,,-0.022575167076656293,
BTLA,,,0.058087868405507524,,,,-0.021829057789893178,
MFNG,-0.014356690727373984,0.018563989987589027,-0.02468153174349304,-0.018664709475566466,0.03594098405456735,0.07170341554246175,0.034038406665578294,-0.03741838301652512
ICAM1,-0.08986208997994456,-0.05317005422698575,-0.09304226176978395,0.038200961191545584,-0.02358639871267812,0.022660199193041207,0.0639136335105395,-0.0019922062454857882
PROS1,-0.02576940447705039,0.10362926381720486,0.034955278245120736,0.026447417493863756,0.011001642406126933,0.04451951229484028,-0.03576444182971062,-0.035728415341449944
CLCF1,0.000696543520454696,-0.055939764408699084,-0.047928436216470534,-0.02224048360747376,-0.005452225857717968,0.030275173811263413,-0.04181225821718119,0.005904494076074264
PSAP,-0.161106542730334,0.1042147383496076,0.03218679829868438,-0.01874467640504074,-0.014717930991728566,0.060122416297377745,-0.07700760660165581,-0.020873603725043658
EFEMP1,-0.06476901052777553,-0.07849350228637182,0.0523560495625817,-0.0841839580790704,0.07085757334757176,0.02137695907150109,-0.1157083080468522,0.028869564647815434
C1QTNF1,-0.1321790209283265,-0.036010097396935795,0.020586881888953537,0.03197589626676187,0.008049658562494264,-0.008341886618060578,-0.002158589849237426,0.006153273626445237
ALB,0.02148485856293026,0.05404535318047457,-0.031145319471663352,-0.007050341286028454,0.11679831374055127,0.0419631536360522,-0.02552710808376587,0.044435786578097936
CCL13,,,,0.04105833054804067,,,,
EFNA3,0.050214516978557486,0.015806754840268587,-0.04553522415368246,0.04897699126330194,-0.023841763071914986,0.012382307835799689,0.06886855735990272,0.04273352827126943
DRAXIN,-0.031605654378806254,0.008969113381043623,0.10982371771056684,0.01098893384264546,-0.05868460678709648,0.020686483908047577,0.005155381235329459,-0.0045229141170267445
RAET1L,,,,,0.07773560616305049,,,
NPTX2,-0.06712293379975372,,0.019808268317415324,-0.021383438494854676,0.039364825933349785,0.0022457403766080095,-0.04129542279043751,-0.018319073370465337
FGF11,-0.04642080768970638,0.00020832892929882623,-0.02258905757809712,0.050341622503915,-0.03648702772556737,0.025006088843071272,0.049833352468634816,-0.05322820305218583
CD59,-0.05025670807038342,0.059134222135805714,0.038062890060884744,-0.06736795077556512,0.012769952594520862,0.038953356028992775,-0.08484585003691911,-0.02938984388696366
COL9A2,0.06277154152424337,0.06275408682540963,-0.00497587582307981,0.022658028065660855,0.08684595490915173,0.0003685279330683745,0.08770573062499847,-0.026049109712136417
DLL3,0.07922073529031273,0.028802599846121647,0.016881350659928292,0.07692868573508882,0.05429911575653518,-0.020022314228922228,0.10530462903828589,0.006998370305707227
FGF5,,,,,,,-0.05048678674591506,-0.03323751936022094
LIN7C,-0.02584430173264124,-0.09344098151770147,0.01597149179235262,-0.0021391970366151526,0.013116547344655899,-0.061507129091892335,0.07496676842060598,-0.037143611971092345
GDF7,,,0.04084324672144285,,0.014228508824446793,0.03649972159661091,-0.018774669101772286,-0.03005856701925986
PSPN,-0.036959729190847224,0.12350021378375683,-0.03431695258384107,-0.004067248977607479,0.09268646363244333,0.0025850951448697207,0.07317551086546493,-0.04860215994949045
ANGPT1,0.1544073117186984,-0.05474112943105651,-0.038490718875753664,0.028710766048366896,-0.011439406065808014,-0.0299303472644362,0.08197978320276204,0.0039041583667609367
PNOC,,,,,0.03771367317375038,,-0.02329966816404118,-0.046388311840131716
L1CAM,0.008925588128900763,-0.07021177744760472,0.06374989682148839,0.0002473102390886895,-0.004612913550542507,-0.01069620677709594,-0.028356808632498797,0.04459536288865289
APOA1,0.06481731192749789,0.05110656293339636,0.012701960030480117,0.07461966459000172,-0.0303847701001086,0.1037521933499705,0.05597610177086201,-0.004661304481924884
PSEN1,0.01368835380344527,-0.02382885628531915,-0.030231395268158132,-0.009122862381745724,0.0005482178973041985,-0.02665799837774975,-0.003335720087791763,0.05352486313402431
CALM2,0.0384852421477472,-0.023629795980716375,-0.09344787498951111,-0.03157675554605474,0.08949431460583379,-0.014951233672520669,0.13006498829996563,0.04268886211756045
CLEC2B,-0.04385927613480065,-0.051020050691744125,0.028642908634947024,-0.027982426633294255,-0.014987266898675623,0.08762948350348337,-0.016443697339402607,-0.09566581102930588
NTNG1,0.0606565928066369,-0.02919337273867194,-0.0032892778701543624,0.03321716630634672,0.04587529954313884,0.014678841352182422,0.11440209652110413,-0.04410286391227759
LRIG1,-0.0457945790021003,0.05433100031937129,0.0724912047739064,0.021803374685219618,0.11077666766997206,0.03566354732032195,0.14201207339927677,-0.020776471306834608
CPAMD8,,0.06663511739328745,0.09363857939763935,,-0.016268858130413115,-0.03652935052007306,-0.023654437978963033,-0.021313776895371523
