,UKF255,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
TNFSF13,,,,,0.021339887245107728,0.026727707710833985,0.0529012082604427,0.02118695620333936,,0.030807764085508622,-0.004442612623406292
WNT5A,-0.019495049258360857,-0.006354890220077839,-0.042451475485842105,0.05424101451350563,-0.01102264296608334,0.026272022933920298,0.03894868717320087,0.04727924955301132,0.10588546241075351,0.03308797593148927,0.008810806119715743
CXCL8,0.02793076194161728,0.03632638990055525,0.17235610163798304,0.043696414892066826,0.15039311255018328,-0.06030051912463358,-0.02505903756745307,-0.07508430537581225,-0.002972340176659602,0.020179169597250458,0.022336842802021164
GRN,-0.06478549370677246,-0.04256220400588624,0.04287729848984402,-0.017839942608125086,0.03254162242936757,0.004024403054947518,0.05771144822849564,-0.010170125839900597,0.09187422794318356,0.050850939671099965,0.005274038400825692
MIA,0.142766451930062,-0.05688094255525767,0.007920703031360032,-0.024818761726518375,0.06580643813364552,0.04291735420849172,0.011074427710246252,0.021512099821440995,,0.07511220427852858,0.03441688131555266
COL4A4,0.026503827174350295,,-0.035699359977087355,-0.049201124442128645,0.0030836292493257,0.052362457151354944,-0.026134132145988042,0.013858223739693237,,-0.03866703011209381,0.1017863605617814
TAC1,0.025014975256675485,,,,,,,-0.028190778371321376,-0.0003847202602921587,-0.02886404856644898,-0.054543990750387454
RARRES2,-0.04422276159759054,0.04587648690877549,-0.03518989471965446,0.07912137594938407,0.09205672321072775,0.006118864614082794,0.07582808911382306,-0.0049979498265228855,0.05599402569411585,0.024754812431491274,-0.007878349483522715
FGF7,-0.027991402278298327,0.015618915915576051,0.06284417935290484,0.03961430461158977,0.030592127634481738,0.0007035374983680713,-0.03984862025776289,-0.022236729892528995,0.10431794463613808,0.09859497059023975,-0.0332176441476883
EFNA2,,,,,,0.12107706334182237,,,,,
HBEGF,0.05899325324292001,0.06572527936517347,0.06257311855621882,-0.03915980833158688,0.021693910854621308,0.007046604264226848,0.021230949963771086,0.03092907045705734,-0.02088266107081159,-0.07282666887109776,0.1207347610770282
CSF3,-0.02409539893744726,,,,0.06507391300535272,-0.0518604812551091,,-0.032866461128106685,-0.030447161185038322,0.053264098571194726,0.0324606354613577
PI3,0.020622048224477045,0.001431893353686275,,,0.10562039183340384,0.00922265302439321,-0.03374996487144733,-0.029387711164489762,,-0.06881057925520834,0.06302904751945373
PCSK1N,-0.04196177812687813,-0.04248161465655166,0.00970999071795034,0.04273429991658701,-0.14202752323855866,-0.006060877306017764,0.02538432738705686,-0.021295886364624695,-0.11565712115271438,0.09245935264761881,-0.0765800520401786
NTS,,,,,-0.027455120504104497,-0.025394240069921213,,-0.009618841626260281,,-0.04690044451348619,
SFRP1,,0.024311462295918282,0.06524655222856623,0.023313948843051983,-0.004772634074231099,-0.03736456941227244,-0.04817586336330743,-0.05888060351076589,0.07222996597477149,-0.045810597002542995,0.03340326113537337
CXCL13,-0.017496110663469178,,,,0.02430680985360796,-0.023624192186247034,,-0.0668354961438225,,,0.0691002452004276
MICA,0.015482550035560162,-0.03237371628653828,0.055703278115941134,0.04366819000338158,0.0543791588185139,0.06389972695482606,-0.007147547828656679,-0.001299651264826408,0.13514786500442497,0.057756186588100104,0.010799448721392204
TG,,0.017832076588091897,0.020430458528738926,-0.013670527647035054,-0.010275452880696772,0.033790136641146364,,0.005674454012061386,,0.18666895466237973,0.0048075239320554825
ADA,-0.03659882487606119,0.007029775102711719,0.036858912821950245,0.08397273202583687,0.01650421512477217,-0.018712949983793952,0.0007122418215781418,0.03176711027829595,0.10494281197712378,0.05840476488443041,0.029552958858018803
LAMC3,0.041331000917319345,-0.0929121451395606,0.14513427947072885,0.03188705335688696,0.02849982141175707,-0.00036654867583536685,0.0053594065503490985,0.06417817293961715,0.05685530800069587,-0.001566436152781192,0.010007518605765929
CCL7,,,,,0.04543068177133326,,,,,-0.03318814662130349,-0.010263469222400064
NGF,,,0.045256361304479915,-0.05783062331833238,0.04769327854710976,0.018553573748853722,,0.007231703608139929,,0.003012624369176358,0.005755541021054093
TNFSF15,,,0.03397662048392726,0.011690689219841134,-0.025626290253036896,,,-0.030904089513631893,,-0.04701217368315657,0.11277303638268882
HMGB1,0.03408911168528029,0.033518539898481234,0.04720158892093897,-0.06619372285955413,-0.03176992975131133,0.007323560819881737,0.02478301824078093,-0.007991348455834518,0.061624237248524054,-0.10986820817583584,-0.03934809021921348
ITGB3BP,0.013367890427717705,-0.020334169994922994,0.005403843198515942,0.056815218634304464,-0.011572039056975306,0.015478782623876395,0.023667000401298127,-0.007673315656383342,0.06602104702988425,0.04270189074414769,0.05518350595104647
AANAT,,0.040712093159628246,,-0.020796696580754757,0.033207875885512,0.01590646332157755,0.027034300165995503,,,0.003115231164292012,0.007875583877252368
RELN,0.06722278360510035,,0.04539609620120782,,,,0.03809424970477818,0.00407072431641743,0.11715856314434756,,-0.0604164705385004
IL15,,-0.00028016586662857026,0.013569049580221785,-0.05800712853504248,0.03799541601128529,-0.034332301181739695,-0.017897435821019544,-0.003587608922023862,-0.0687598315496366,0.061313099480291317,0.03552503043508871
UTS2,,0.08492042453556845,,,-0.03926114702991241,,,,,,
BSG,0.02794041952840239,0.01811097248911819,0.007897722398788675,0.10782147520143452,0.1491107960508861,0.0125584562189946,-0.0017158310836688203,0.014118132725468791,0.05509761174525654,0.04733418464030164,0.02373178521657024
ADAMTS3,,-0.057437839294997496,,-0.0485328690135762,0.005895027294361327,0.021547096467358855,0.04128592049756392,0.016383093966411855,-0.03782457527388638,0.10416807874792391,0.0893037668282657
CD34,0.012459713325758898,-0.009093393434639423,0.07508978679901526,0.10185445738970902,0.025468335511696142,0.05281083550696495,0.004496622922541978,0.03812369157206559,-0.030838300844353426,0.0340362036624305,0.011107671124189034
PLAT,-0.00910835156887983,-0.007215840808577382,0.027742919040271326,0.014951185624626537,-0.08898327976203897,0.037808209032300234,-0.05082447444758788,0.13615176507247645,-0.0503456025624781,0.03600302747181875,0.035932721008159134
NTF3,,,,,-0.03530729097678154,-0.004318942338209891,,0.04293532002089915,,,
LTA,,,,,,,,,,0.01957148989303747,
CKLF,0.033601455228869745,0.021875870077572617,0.10608621072451646,0.11537358570181143,0.00034923527380111604,0.0333180555938858,-0.0038665611634899526,0.03449371277553358,0.11169499399491482,0.14784695393951475,0.0014923996473908932
CD24,-0.005008412767855968,-0.019037353201536465,-0.18935630579269544,0.06762771238014882,-0.10658632090149768,0.0042836341692347275,-0.0024491779472062647,-0.03906688063627494,0.042929140178569455,0.12136225943801777,0.039145026363852885
HSP90AA1,-0.0449554666253695,0.002483742480246173,-0.08013196047604151,-0.09823490120803761,0.06609576811590472,-0.06845268470021715,0.02502217494670977,-0.1025720305208372,-0.0878288802154945,-0.20666972657891317,-0.10617427887668326
BMP4,0.032038126896602126,0.023795659514651752,-0.09081428162194885,0.04326267175172205,0.0690609179396832,0.022368335658963363,0.039619248461129,0.06555298282203202,,0.03910865685344874,-0.012582808377125802
SCGB3A1,-0.025755598660542084,0.00032804761017230855,-0.07341721448501307,,-0.0295400625541847,0.0613329941650853,,0.09065507603218452,,0.048503716429513385,-0.043278017925200245
IGFBP4,0.024562628659884688,-0.021723577012979632,0.09710733600040658,0.045098862510182997,-0.039005250843765354,-0.029768325429915844,0.014520016790927704,-0.015232272072277165,0.035213479295872895,-0.0018976945557113427,0.0032102620083233695
RSPO4,,,0.09426812149620183,,,,,-0.025724247381878482,,0.1026929541067879,0.0395450480519484
LEFTY2,-0.022565449496848678,0.06181956627593558,,-0.021708734229123085,0.06341983995299942,-0.023966648800071405,0.01291189255911858,0.016567458608698626,0.04515656941907301,0.008535943349636923,0.01282761669920466
PF4,,,,,,-0.019104804712662925,,,,-0.0375117967852664,-0.040927410776245315
ANGPTL2,0.01105684631895919,0.009161222901696468,0.08243857097788283,0.022327979974453106,-0.03956144501287151,0.02341423764135486,0.07996448342708394,0.09846444629087478,0.08744133054417244,0.019390928772644842,0.048049704570796575
LRIG2,0.019317701706697176,0.062049927602808315,-0.013498100901019964,-0.0011304976482969704,0.032254620346190754,0.04463994905036111,0.07009317099452746,-0.05227746575714033,0.007554964084996257,0.06518725042009048,0.02783802386828858
ICOSLG,-0.022353292052239782,0.0009593977678885361,0.1500711961490793,0.038152004689236255,0.024312823152637917,0.03569811885259214,-0.024089044671548914,0.03364726108717578,0.04971293854369388,0.12872707632087244,-0.020189033637719737
WIF1,0.07497763517796116,,,,,,,0.03954417959380706,-0.010403133109899803,,-0.037095192001558794
NPPC,-0.03231253047410791,-0.08246732026063167,-0.07636634674547765,0.05196657619476868,0.03958513510248556,0.05468495722605077,0.029239413295742506,0.008946458038723976,0.14745582036762406,,-0.07682197844326773
LYZ,-0.002638266942284875,-0.057126891871553356,0.04497041102691509,-0.009405347770188628,0.09192197439791618,0.022262404723043888,0.015628446895598638,-0.034061132816133835,0.10400175266315667,0.011886873304623553,0.02184920097315932
EREG,-0.0008892203834894086,,,,0.02514206032584898,-0.0323042453886641,,-0.00794762761027831,,0.047163323534082126,-0.024409837696941616
SPTAN1,-0.06522614331351478,-0.004480975388237319,-0.09562523705629163,0.039740819074819834,-0.05458326039979298,0.05319878211027224,0.04104809557307782,-0.015710971334739154,0.017561559878198168,-0.0035129220957389774,-0.07864485599484326
PTH2,,,,,,,,0.024493011184698793,,,
LIPC,,0.00916486541712233,0.002715831591149324,0.021503379006632663,,,0.02306537393339457,,,0.15690821147750217,-0.06382384723307839
COL8A1,0.004087439579763106,-0.038822021663005614,-0.11136825240774863,0.05658002423059197,0.045074519378664274,0.03682829018949139,0.04696486157697776,-0.02442943338932737,0.03768161288640959,0.08072199496106541,0.01634710963764165
GSTM2,-0.025114333130216698,-1.0584362142240822e-05,0.0006052778962422495,-0.016210343366176716,0.007259929821766288,-0.03052857096312055,0.014952775778276063,-0.033796570525503625,0.03278096793573108,0.044699359864138706,-0.0116808048835112
IL4,,0.006154219690131767,,,,,,,,,
SPX,,,,0.01318880980336788,-0.05298686680984798,-0.023721056999916036,-0.03764416227730253,-0.014207651588782219,0.03782361962977737,0.09622706900514517,-0.01035775535228872
MFGE8,0.019289926783733636,-0.12148288318367961,0.07199349108971996,0.04769315670108138,0.09213592561330702,-0.046336340978361486,0.07567245257426937,0.01640367109207925,0.0545919047938121,0.030518071421394354,0.010777134372517599
TGFA,0.07800927070123898,-0.026847899395906955,0.07382276790152499,0.028622766232396617,-0.017934436392719324,0.04116206529956106,-0.016815975533406007,-0.012576142754200704,0.05827897632351675,0.03182396256681437,0.06448787893324336
SLIT2,-0.019143368553771037,0.1161141148846302,-0.055902352327182214,0.02027259233377145,0.022373344833505334,0.028835674330625467,-0.014649837581592974,0.028161294714583757,-0.0064700775873086725,0.022030264728417376,0.06727358787044328
PLTP,-0.06622133062552402,-0.14998260022736631,-0.12808942348920793,0.07736329271875218,0.01669725405668658,0.007143318502588068,0.045272717245039694,0.01995121691465936,0.07038065543226679,-0.005126437914028092,-0.041931971889212716
APOD,-0.0031809028343682683,-0.02348707539448096,0.0883097148265205,-0.07702686217606869,-0.02872521003555012,0.015335676315519492,-0.0193635388377282,0.06279634441391106,0.046526893127753086,-0.031154367110167395,-0.06317920554639363
B2M,-0.05279753613775943,0.03599772017954372,0.14736711537765965,0.055829172397541524,0.12271770766662275,0.06572634103210193,0.0542059854091797,-0.02037444120093781,0.19737781199626056,-0.01959515096735865,0.0442014548766545
OMG,-0.012096592543435834,0.1129578050188307,-0.08191814179897136,0.007284350861692219,-0.05492621825349787,0.04017307337187565,-0.06407826617310876,-0.006576770379819333,-0.04866006828572974,0.06262556535486055,-0.07826816682485621
CXCL3,0.03824666764301082,0.017936183364548462,,,0.11193684978119152,-0.022433455767717898,-0.03460041620720021,-0.009253932875016769,-0.09589663435428739,0.07794669529361506,0.15176168518699024
CXCL10,,-0.025404557590091564,0.012654428020292893,-0.0045340012187652205,0.03260397482250075,-0.025625081535481292,-0.046614141077530105,-0.007542425882285284,,0.08594180972979878,-0.018190740480045944
RSPO3,0.01811623311500156,,,,-0.014230543509424404,0.017643036438096917,,-0.007377383319316998,-0.014403527107412972,0.04586116654444786,0.005222071085995403
CORT,-0.03197787818719136,,,,-0.05230718321232045,-0.019992207109011523,,0.024308641592162786,0.003557317032312359,,
NCAN,0.04075283236225099,-0.09109811061504143,0.18295494978246035,0.13524249609227135,-0.06531929064695494,0.030198442961026868,0.038732202034717465,0.016680877210996932,0.06097875894652978,-0.019134379076106437,-0.05941396698262471
PRG4,-0.026941769589576472,,,,0.023262532945620303,-0.02949972499338242,,0.01821564854091328,,0.04486751404872518,0.11715846467848451
ZG16B,,,,-0.04505794492513734,,,,,,-0.01982841459656899,-0.03491527889967933
TGM2,0.07883125451735293,0.005263571449878872,0.04094150105211576,-0.003031856807302277,0.09644725972170343,0.029941143616401555,0.020711738631253064,0.01838751685424316,0.05369643606931258,-0.04286207086790291,0.05990680372082604
VEGFC,0.022511998750983923,-0.05702915683402314,0.036430440059407605,0.020514621612425475,-0.005029579207593542,0.04336072233700078,0.02582776167173818,0.05826759383818085,,0.019957033767322815,0.007434410980793549
WNT6,0.0024562184391475343,-0.07812171234043012,,-0.0265581094427841,0.0393995850545584,-0.037156410488469196,,-0.0013540659563574466,,0.04574255433162587,0.04169167344016844
NRG4,0.12576300626718082,,0.1121629557728774,,,,0.09349961544839429,0.03509511410736402,,0.07232252457622347,0.00855222416646218
PMCH,,,,,0.04132353615946843,0.032184946562297985,,-0.008504217569243147,,-0.022718888966769775,-0.020663728425408447
COL9A1,0.07322391532475424,-0.06008020193357635,0.04450939401756353,0.024509648004925673,-0.05669055338254178,0.04486104996378882,-0.012044857855769102,0.0438522119200647,,0.1586400240165311,0.06416846017532096
GDF11,0.08497158972717171,-0.002094560614072451,-0.004180121936325623,0.042391548076626914,-0.07872986724378578,0.02667995343435647,-0.01992202021545292,-0.05423708708853775,0.05417140021922424,0.08871940908284202,0.053391505949845736
RAET1E,,,,,,,,,,0.022308186330685098,
IL24,,,,,-0.004344299420240169,-0.018800188314759367,,,,,0.07495732540978285
SORBS1,-0.027839277023340245,-0.02787043005493878,-0.05795357703863903,0.012134821682966278,-0.09587794997016717,-0.0072200100720990834,-0.04738690147486599,0.03397273390761538,-0.062916891992635,0.03583191638497783,-0.04639247452353329
DLL1,0.037052494066138746,0.03813660804971858,-0.0015067894444037518,-0.09448992751402252,-0.015531554552481432,0.021338496558601146,-0.04305165133821003,0.026586215799127493,0.0801435888092874,0.06722086932370622,-3.719127189955099e-05
TLN1,-0.029006989933370465,0.05475582955714875,-0.006616505892642046,0.05283904488635206,0.06517652573835436,-0.04987348087805161,-0.008916070416063114,0.021610463681942284,0.10610298404372148,-0.002284595951239642,-0.010793678578620862
COL2A1,,,,,0.002356988917953968,0.028176782286098163,,0.006757948472926175,,-0.011553250684256932,0.07993088375053621
SHH,,0.038337674441858295,,,0.06867635229728879,0.05358346349132333,0.04640845866015352,-0.03678771879417489,,0.07424870082742586,0.08732011220521721
PON2,-0.017427700893384707,-0.01488644614154558,0.02492878038695417,0.03579709049098299,0.011919545047767138,-0.01112671229887838,-0.04021373987074111,-0.036271992680753394,0.048882368804727,0.10403261313869196,0.0061858401827077575
ICAM5,-0.025755600483263155,,,,0.031130325620086222,0.0009593349312295267,,0.030665462436161733,-0.021821146369379298,0.05565746806404576,-0.100883959256458
HPX,-0.02409540602360947,0.029211253614408475,0.13415954087461873,-0.03198754476984081,0.01913712232682197,0.011712367875966303,-0.04913430612874561,0.010653507061138675,,0.09572973531172317,0.07570579637953645
SFRP2,,0.08417081987965473,,-0.02254359697845531,0.02607497621184782,0.021345006176177298,-0.02633434247632638,0.05023326474848737,0.012945946049511504,0.031301379553491875,0.05626528688010725
CFC1,,,,,,,,,,,-0.03570772009805118
CD70,,,-0.03964820963480045,,0.0031291611197257607,-0.026669699135903793,,0.023839037808091375,,0.05238614327476979,0.023854979868116435
HP,-0.006929069250998672,-0.020592360534064363,0.008063660261362265,0.1156894775431278,0.03927311213218327,0.035254908349271245,0.00010786647432797238,-0.036672794510286495,,-0.03263291450025585,-0.008367556809797047
CXCL2,0.003959137541502119,0.06470874027113571,0.025653767442631287,,0.07995973285578631,0.02873049165944005,-0.04332281892722668,-0.046521928076274546,-0.0006343623523271195,0.013632350773974422,0.008336377146639892
NPPB,-0.023648731262320945,,,,0.09838923379064207,-0.008067325051754356,,0.060410376093604196,,-0.03416408458149834,
CCK,0.05117215822602593,,,-0.0047127475897196566,-0.05902757958391281,-0.013235529711819604,-0.021336334209994614,-0.019723791411961324,-0.02889158312109865,0.04489298051465762,-0.09507538172521378
SEMA6A,0.01846626704599725,0.011957263868845972,0.08603465376698056,-0.01659433433641876,-0.11137245593873217,0.01123482975157806,-0.0005475404973690981,0.05121126472645581,0.03576075354090183,0.0676946139546035,0.06839583292112769
IRAK4,0.00600630201488439,-0.007419289134933865,-0.030000389703391358,0.017793698724225364,0.006251183768321627,0.02476986603141626,0.020008414573997102,0.07557235391644988,0.08947589534223348,0.06641161912200369,0.05006730050758546
GSTP1,0.04327071244356601,0.007010631492176261,0.07776437072389657,0.06546635006789563,0.06886505224843273,0.01398681243357559,0.005395098612506877,0.023096163590327404,0.03367144215530022,0.08579348619089139,0.024837451351056552
VCAM1,0.016260927104597336,-0.02604924201388568,-0.04551507748726992,0.061849310687110595,0.03279221554533201,0.0359359079160107,0.04569198278170559,0.02198287237448354,-0.05091200956088947,0.09894399347886375,0.033668992752994543
NXPH3,0.027192576523214364,-0.14353846411335902,-0.08941004000302868,0.050212172728268695,0.04709913431024283,0.04365202583431619,-0.04018900099629439,0.05516417630961345,-0.040792148348233755,0.11080434295673244,0.04646853637096911
MTMR4,-0.04262028445080955,0.02512820734352519,0.08076065980103689,0.07148624173163552,-0.015185642917846957,0.053249765410346164,-0.016642630954174946,-0.0215695141275207,-0.02092918543043515,0.09975509727557902,0.060912369809036644
LAMC2,,,0.022067748872858884,,0.03622967001214649,-0.024689922488892846,-0.03543205342341573,-0.0318969687189036,,-0.018508653480863387,0.04014099797801148
IL10,0.0589422446039372,0.00453878168651989,0.06909070890055803,-0.06750541038146124,-0.010563912174654183,0.048040801330518315,0.012200864909665599,-0.04964156102466231,,0.0751914487864401,0.049787453126737255
SEMA4D,0.04154840166276471,-0.0022673616172888505,0.07647923263316819,-0.009215145327688875,-0.08565222460578036,0.0034633482137521538,0.07764888655601243,-0.0046317341571653755,-0.022447716729150264,0.1371524739169612,-0.025715056574640547
TRH,-0.01860942342400423,-0.012386808289966678,,,-0.08089419267684143,0.016271836963969753,0.05026383456041561,0.05020927463454206,-0.04090604026746998,0.07689046252160849,0.12166099926366691
SEMA6D,0.05362769639346445,-0.0732891601969813,0.015674039850820734,0.015701658255491135,0.02192785631229342,0.03164761845266416,-0.04683460441258803,0.0462308317318106,0.10507627226418624,0.10275899631126005,0.0319255901433532
CEL,-0.020421605632995055,-0.018319428946124757,-0.05526783041886056,0.03513329352079734,-0.060311063017428175,-0.017592565953298677,-0.007404204205030872,0.011779423809751558,,0.05723805116502293,0.07840487795077657
PDCD1LG2,-0.025144320738589878,0.03733977570533835,0.11620461678549301,0.13160496956893472,0.07259009908268646,-0.0497263672454102,-0.02228739337826367,0.003094521183515665,,0.10004269608590932,-0.010312587330745885
SPINT1,-0.02451972811676025,-0.015363799125122816,-0.04069277266005542,-0.03424492172676475,-0.04512171085578012,0.06749518430559683,0.025071207114880412,0.022920028975868357,,0.1304160534964565,0.04932019019237072
CTHRC1,0.002567313660244376,0.037533733112806396,0.051059667200346034,0.08536788545394262,0.09100527206729082,0.00878066890191835,0.0025082110768364996,0.012758959512916817,,-0.021348853444159568,0.01955640145860612
PODXL,-0.011849026306271233,-0.037949240115460116,0.07658296114947012,0.019334537785638716,-0.010893382023811102,0.05449425582385871,0.024367333233358445,0.02891972637851435,0.04280814822677606,-0.03720967809343627,0.0834294723150008
JAM3,-0.0001642336421417909,0.008134493776443852,0.04012876473683196,-0.09251622521380319,0.059125224966132615,0.03848734123042241,-0.04521139055876565,0.04348344245392363,-0.01756857517706753,-0.046189035102216634,-0.00042051650429684664
TGFB2,0.015964022003602227,0.03633375328218207,-0.0035814373468689015,0.11505633930988066,-0.08206557544596077,0.013205232827858678,0.02543366759538519,0.017283582727416,0.06124541345976191,0.020646952924392788,0.053359991191162706
COL18A1,-0.019983814894864803,-0.019263525561008764,0.04731545734490599,-0.01098962885703024,0.024282940034084106,-0.009033798770798048,0.05074929141012541,0.009080651196737727,0.11059927892186777,-0.07833138872015416,0.02560977624302569
NODAL,,-0.02621307811813714,0.05861621081442423,0.06129246684304808,-0.0522305586957295,-0.023222661190497533,0.03756215112749348,0.0047034238747771075,,-0.04384834189820632,-0.06488118532205851
INHBB,0.008317520348632956,0.04073888734003256,-0.0029040725926175533,0.07389736800390401,0.04249603878602812,-0.00733876294831904,0.019475579736701255,-0.01785070806050835,0.2222553368577654,0.06872700361543514,0.0426934313990816
LCN1,,,,,0.0085891258502578,-0.02193086621067043,,,,-0.03869672854108875,0.02197106013646171
ARF4,-0.021125028813080766,0.035953306691394724,0.10666537142674733,0.07459953051937518,-0.005398664280028483,0.017080247488826715,0.03155429513874913,-0.007171899760883912,0.05577558863271254,-0.007023658256181193,-0.0030308106455024836
CXCL14,0.022012610012168657,-0.000676137737596825,-0.09250458927062728,0.041342716111062806,-0.0337785467971498,-0.020876601418309382,0.033567794944987205,-0.06398300867497626,0.005739499161147626,0.0815927168522193,-0.012047738177892162
LIF,0.05233942008228534,0.07149902371485681,-0.04711550698549691,0.01228668245605978,0.008551767002670227,-0.04702403220312375,0.03878120682897273,0.062206312392559124,0.0022738084430314804,-0.08990592809320457,0.10595077378745331
IL17B,0.09204165249884202,-0.05370429192357232,-0.009900790904800356,,0.017116823553103216,0.01207435712317276,,0.0021112054593797214,,0.10101075912735921,0.009309145098939922
MMP1,0.039571057264758416,0.04566873162564219,,,0.013200856732656353,-0.036147568959077434,,-0.032861247364567026,,-0.03170614145835055,-0.025536318601261435
MATN1,0.006598383807625278,,-0.0005635672400775201,,0.009800491539759471,0.08813033872231692,0.07060481411042296,-0.011733771654903285,,-0.009883266531201714,-0.037758905434924855
ADAM28,-0.0125694611253879,0.029514153940536164,-0.0064909151991635935,0.0031276561455495437,0.06128324541392073,0.08325854974732995,0.036983324200808125,0.07284761202202171,0.1375873236119076,0.11111491461921306,0.04684505008220829
TCN2,-0.04305176328426979,0.01729039247696105,0.011410003545634343,0.13049941024691136,0.03452744461416733,0.04898952620871163,0.017010596310236967,-0.010974714237003837,0.06220781735190465,0.10031624549747269,0.07391092926113536
THPO,,0.013048871229363906,-0.05357719853448594,-0.029606956364185907,,,,0.08114779885084387,,0.016241168944333584,0.03468511501846825
CUBN,-0.029189177632054496,-0.004026380155467498,0.09976848977768621,0.02130100712072342,-0.014672380673955352,0.043818768818705424,0.02501244657145729,-0.027511667271707695,0.22169128797610738,0.07437175019227497,0.047891359161615805
TIMP3,-0.016561401902378117,-0.06841272991370735,-0.052305390721449345,-0.026488876911416794,0.10628746468325406,0.0043654099660057535,-0.034150871870157,-0.021779934064120262,0.03894805559259583,-0.0440429030635159,0.06525187400261605
PIGF,-0.002657676099543281,-0.027529216080759474,0.07756860257405541,0.038074453331629544,-0.015892655337945715,0.01730657081234843,-0.0821205763605021,0.03975720588871466,0.12412613510867244,0.04218647539583943,0.046608517135729825
CRH,,,,,0.009336238966352085,-0.007661892536989769,0.023307154975169216,0.012952335786415185,0.013683846311189957,0.09928923290236481,0.05857670869094842
BDNF,-0.00535942448024358,0.039219907942029265,,,0.04585715674960991,0.005361700891798255,0.037773790126486545,-0.01386370221569315,-0.048963287425802325,0.05833938043413429,0.053976568025588104
CCL5,,0.022838023516794134,-0.049896689319105667,-0.006603323256905453,0.0018809869713162237,0.024640146614312873,0.02401646990143121,-0.010478646192772723,0.02968481841737063,0.0903858328790761,0.04728769003177456
GAD1,0.025616420219585052,-0.06178443271718994,-0.058878510541956953,0.20163391523787144,0.06242519036203787,0.013762080305945038,0.015585273399964886,0.018001142541112344,-0.021974911276087857,0.012086913340526483,-0.02144153960164422
COL14A1,-0.013535716480438106,0.02323963451028757,0.03782510712985775,0.013982019511994771,-0.026248440240920174,0.003544386373367303,0.05065853940598216,-0.03380743870042108,,0.08062589710349109,0.03760813630243565
HLA-A,-0.08524755073930011,0.01692386326316924,-0.023821087273612495,-0.010488964557375888,0.11452509520391908,-0.05469633861995153,0.08958108318928393,0.003381827585651858,0.15876967133626843,-0.06539314719335029,0.02984168039106332
CD5L,,,,-0.053051414071563864,,,,,,,
FGF18,-0.018609402642644803,,,,0.1108125872848112,0.1357126947657808,,-0.043629390651285176,,-0.026363770973046825,0.059801042751250685
