,UKF243,UKF248,UKF251,UKF259,UKF275,UKF296,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF15,0.040269784626467985,,,-0.01406715125652375,,,-0.023481020975618137,-0.029835944997763722,0.061876787482796486,0.005599085649173966,-0.02090160260503661,0.08873729836917084,0.04945389102708321
HMGB1,-0.02209539095754316,-0.019684367005177606,0.046464200335670364,0.053215295229031595,-0.07412835418319348,-0.024350289882168308,0.16576013004132686,0.01048872353280906,0.01713614461490053,0.010055884530737975,0.03326117274555807,-0.13627481468886235,-0.023760830671832035
ITGB3BP,-0.011969500364504254,-0.0008066285329838506,0.01731995385021098,0.0025677753733445627,0.013115656661326677,0.01228250377648453,0.024456539684449108,-0.014900302679193827,0.023080649987516556,-0.0535636801843423,0.04584478946118982,0.040422136195391443,0.05755481801190883
AANAT,0.0885901969266259,0.054977351719493354,,-0.019380016223166815,2.1623226263543566e-05,-0.021190313917951228,,,-0.020794263503327214,0.1966596135784254,,-0.03713494557995177,0.0076277922054538505
RELN,0.12000162935461081,0.0016860167331165564,0.00939679343420629,0.048541597261384656,-0.05660224819253379,0.0037730835687307587,,,,,0.005344833898411539,,-0.03178311649390974
IL15,0.04026143374969606,0.06175848185810559,-0.027453356081165437,0.007647410451680818,0.010504576537055405,-0.045544929090761764,0.035493766061548394,-0.004810281255809688,0.005716573806112064,-0.015925476708104708,-0.008878388739437967,0.15774111122843537,0.057511788253790753
UTS2,,,,,,,,-0.0551407631132894,,0.04641934279176239,,,
BSG,0.036683140066518086,-0.013947138568985636,0.06674855935627023,-0.019182798985398077,-0.14568731684021308,-0.010644868446417653,0.013264616131290088,0.023844182916265087,0.044549828643310564,0.002790587731543924,0.002155834461570075,0.09584599834276292,0.15368400664854565
ADAMTS3,-0.058288937194760554,0.061099332728351496,-0.02886579376541266,0.014904011332651618,-0.02425346976541941,0.03253008963356644,0.017854886976689254,0.006474940970538391,-0.024899013601458426,-0.005160044206592934,0.03280512359335085,0.06428804047971783,0.05928898278485491
CD34,0.03571645139591212,0.04873466722133098,-0.015742321428918373,-0.03006206730964392,0.020951967533114978,0.005873265839012398,0.09048247397938372,0.04375792415903683,0.05188914920003951,0.12679956558210773,0.1264588496231757,0.19360426196188757,0.0938663026786396
CCL23,,,,,,,,-0.028153481553968827,,,,,
PLAT,0.09184276104226854,0.046615059171729666,-0.02024768519017426,-0.03500903489947882,0.012796392952142324,0.036075068972677204,0.008399398328302481,0.07822203640507883,0.004400946126240489,-0.013130936854374243,0.05944968500584729,0.12350274199027998,0.1255101613885533
NTF3,,,,,,0.056671210708150926,-0.04660899231647532,,,0.002626312473991612,-0.02449455340512436,,
LTA,,,-0.015847352280212144,-0.0045322702857052526,0.0037010896906647496,,,,,,,0.10469602799746709,
CKLF,0.07145716003732898,-0.0008425179868562453,-0.020384383447306406,0.012123957282764723,0.07283474298919446,-0.026150652203801025,0.127888739081349,-0.04169606896984969,0.07493422757488942,0.019836585336758344,0.01633373345542839,0.02403572364212965,0.015763112750206407
APELA,,,,,,,0.002929310641782048,,,,,,
CD24,0.04512939862620132,0.035098780967248645,0.059200768805065605,0.00652878782475196,0.07309684530980882,0.04734328172070377,0.031034333220793187,0.012245339821995773,0.06079560625110927,-0.04149156467268111,-0.09537427824826286,-0.01423019914960008,-0.005449121345969155
HSP90AA1,-0.003241907594591215,-0.03726172470390248,-0.0375893832778434,-0.032703113411668004,0.13998832626330934,0.034842921331739246,-0.03041228523840536,0.02156930591738721,-0.06487346378424676,-0.06976417367002787,0.02157502753080681,-0.19336747627446335,-0.08211641083555876
BMP4,0.0029671938102923943,-0.001248094192736955,-0.01679912238890576,-0.07995326165911608,0.02212314960128661,-0.008217642960171053,-0.0754015185202244,0.015011814996300119,0.016077872039576935,0.108623690893951,0.07736737740646787,0.1511719631088502,0.09345940275260477
SCGB3A1,,-0.01815193689479446,,,,-0.017874237045671985,0.13655821406202726,-0.034743657981677216,,0.08032491871922258,-0.006791158494291612,0.16323100801846113,0.004497450515103864
IGFBP4,0.0760623640693172,0.08367783311567843,-0.023236006711938664,-0.010081944669800346,0.1132270745075897,0.014255870350844456,0.0990085353370097,0.046574181604570476,0.02599245987407522,0.08802007549673788,0.13022162143791918,0.26831826788399954,0.2055700997789964
RSPO4,0.07311396852709712,,0.06607243771802221,-0.01691015630472037,-0.05745902777350958,0.013824870916747395,,,,,-0.016229782345911842,0.04488325130784993,0.020689402816943092
LEFTY2,0.04174881893968636,0.09095164728889517,0.06512927334186665,0.0012278393573908427,0.016475168753023243,0.039124243725646234,0.0028043566069878107,0.015717232589264347,0.0814546354096349,-0.015926056587006205,-0.03975374668465303,0.15610906589867185,0.03480209678751204
PF4,,-0.028401043839303922,-0.014415320779303596,-0.002656377483368184,,,,,,,,-0.010223226330586123,0.02472062200574562
ANGPTL2,0.0069876039353540175,0.0537010210270323,-0.0028391303469290437,0.03735695210050043,0.07343230384440935,-0.009020465009545951,-0.09086056494617983,0.08618941246370794,-0.04508446345110942,0.06194467406155142,0.009104452143811538,0.22261347341906293,0.12526078014924993
LRIG2,0.03367599527742771,-0.010039899546283967,0.014557371947237037,0.016895892555368074,0.022651817812216223,0.055762286290734674,0.06755758142831016,-0.08322974837675232,-0.002694037870855036,0.05650358973736972,-0.03846868992539869,0.013666459659079689,-0.006191249351642777
ICOSLG,-0.02648476676170354,0.08498976543356217,-0.03421227132776069,-0.03318628508119096,0.04575809475040469,-0.01685496004212413,0.08683582863396719,0.011685626045546906,-0.06718409011378229,0.05112997814356728,-0.03285433108786954,0.15385057479280592,0.1258156543105496
WIF1,0.011180068500760544,-0.06213436822976502,,,0.019029210392463084,-0.024688510922915876,,,,,0.05721186272711842,,-0.05156323689674348
NPPC,-0.04985427195191063,-0.016265074931987415,,0.004810383148871264,0.011218889765426007,-0.01344220703188218,,-0.024874567195131037,0.002736050220910185,-0.028006951728378943,0.04949989867600381,,0.03297130273558086
LYZ,-0.020884093708933113,0.050361641751942715,-0.0747778814985216,-0.0016361266211705249,0.031451663623240186,-0.010333288031539307,0.15527724896643896,-0.06288489651742606,0.09418859070422103,0.033631539993059505,0.03397058768423466,0.13467417885995542,-0.02339584976247925
EREG,,,,,,,-0.001569501027199449,,,-0.038081686184534815,-0.03640909348850429,0.10843858909350738,0.03057766438283802
SPTAN1,0.024483720000851462,0.024323884901090657,0.02763399706688105,0.016321927541871707,0.045865121614643206,0.0017774763391509938,0.11253274492969778,0.015049676188840289,0.04138300001072884,-0.016611978692446266,-0.03729791062112181,-0.006409736574287772,-0.06602511874974477
PTH2,,,,,,,,,,,-0.030183927186502486,,
LIPC,-0.01709873116626456,-0.04173559040558416,-0.021695828193521803,0.005575537607742981,0.03829928923163938,,-0.03055465828235081,0.16504830686160663,0.09091292278076639,,,0.07768895466849103,0.003303115843437609
COL8A1,-0.03638016188251405,0.054910388543171096,-0.07124011293929995,0.0223375527258322,-0.04384447677582581,0.002971175778436236,-0.10273958456182757,0.05651709276814345,0.08495939701478457,0.06441570878016008,0.030163125357931222,0.11700105847214498,0.026664875973021394
GSTM2,-0.062036440339741566,-0.0007478904851707589,0.031730276195338254,0.040346681693558394,-0.015213539878757483,0.005068252254364021,0.007552417582832729,0.11043881454875315,-0.013722659557563634,0.0067356117010304315,-0.04366248245209737,0.00024645436054081824,0.003403102156075401
SPX,0.05817284691174458,-0.03119668061989702,-0.03773292438152025,-0.01467391663944165,0.020555771909453166,-0.00978827612833521,,-0.03297601043907668,0.057462046129668154,-0.018915813806933256,-0.06681735136341684,-0.03523112959473693,-0.05498772316385993
MFGE8,-0.045561936554497744,0.02072000720135877,-0.013405167699400613,-0.006950119194397463,0.00467301759430362,0.006760786204355602,0.01584056402253745,0.08936123037737972,0.0524604991646275,0.07718866571929595,0.06731276580378741,0.24100425852104163,0.14938174138477225
TGFA,-0.035438174528295466,-0.008285485468190398,0.052253785513054624,-0.04209390416692235,-0.057471086597571996,0.007829925544939977,-0.02106706681122112,0.007747750531632397,0.003982503801372102,-0.0019376641841957975,0.008789306418346663,0.07911780691383093,0.08463062140865336
SLIT2,-0.04023992759974524,0.05675147593027169,0.03561587859339281,0.014500444660948996,-0.018388762381636944,-0.017606362209016516,-0.002492358426945162,-0.011933742854861774,0.0209116496098461,-0.00873946721504458,0.06442863413819575,0.12540832510122915,0.05181400110738374
PLTP,0.057496198725813526,-0.0465668363205063,-0.00868788696097242,0.05023328610818506,0.04352615076989494,0.010814915250672718,0.09098595905251206,0.1694781696431537,0.13336678849556213,0.09205946665347532,0.16498790798793306,0.12351692471283084,0.01822045924252449
APOD,0.014913949188023452,-0.023959849575503674,-0.007771517721250509,-0.022582690522218535,0.053836557220348344,0.045479208800496926,0.13724840072688335,0.04881959462675957,-0.08154698235363521,0.06535579076274639,0.11044421615572918,-0.147249777152865,0.06689147619976797
B2M,-0.005010926231389004,0.08254743205960312,-0.05162936279544044,0.07032514002825363,0.16768694389913683,0.0009933137812002983,0.25089987487141924,0.03142682006748189,0.07134843367751131,0.05931602758394674,0.16346109682062732,0.19767900948880687,0.07480551227720172
OMG,-0.029767322632564205,-0.010941613438278356,-0.023281500991398578,0.03760317457772857,0.046906148780041845,-0.056498344504690115,-0.02926659630351486,-0.059030415348132394,-0.05104658482946322,0.02374187427835355,-0.005976873809892814,0.08987620001345582,-0.07687673247461618
CXCL3,-0.0005414375832454812,-0.04506851732887643,-0.007005087652585042,-0.016161498492901633,-0.022486092862506052,-0.01912165264486928,0.10799698062536443,0.0033692681577382117,,0.005406025286586174,0.026998163135666612,0.0018420715949037294,0.014884799760793033
CXCL10,0.01454494071252419,0.04768932496888354,-0.03367106768589863,0.031465315325550774,0.1291977550395805,-0.029047189913834433,-0.03987873557371856,-0.06473274047033312,0.05589175852975284,0.024680094404729187,0.01800950087352749,0.09372156712046496,-0.017559334875331598
RSPO3,,-0.0124421537542288,,-0.019593734334997708,-0.01902759355249151,0.00918024612398061,,,,-0.04261355551487438,0.013922816090101668,-0.04421599442616201,-0.04745294603508755
CORT,-0.037465212258932554,0.04624333496112485,0.026636119495494808,0.004194932393827042,-0.005409518653331056,-0.013116420250104965,,,,-0.021392628575937073,-0.03225591678353986,,
NCAN,0.06121036894196341,0.045886027503592934,-0.004063563017817639,0.036886968843898825,-0.06107863122746871,0.04882931064919508,,0.011385120142767382,0.01394981785247356,-0.010408509331400414,-0.07905367699576005,-0.07271358107449442,-0.0519551607982731
PRG4,-0.03879208944792854,0.0404400030903498,,-0.02917875291002806,-0.0067779948619937766,,,,,0.0010086502578286836,0.09129039274510127,0.0657164050993792,-0.025692907212556952
ZG16B,,0.017168554417822023,-0.017346495655561598,0.029789764620828035,-0.004734050337371439,,0.05925510821019586,,-0.02311625927638707,,,0.05690724516880212,0.20546222274865109
TGM2,-0.0434092284776658,0.029524095506881832,0.008669268949702123,0.006193271572252073,0.025198668071252144,0.016700788386357215,0.027850811017652008,-0.07407225502134153,-0.04136275891487965,0.06722998888766504,0.058182483849976395,0.09291956021766137,0.11532065821006765
VEGFC,0.02658499716024293,-0.029076590787424115,0.03587715034386021,0.04246710917475069,0.01980910176954522,0.0004581320289782578,-0.018160525060999456,0.10295625756806329,0.06533768127262987,0.04696511304121824,0.013294333618631577,0.08345932414687861,0.0603255959784935
WNT6,0.07323558138851607,0.02748596112336592,-0.016041982298551184,-0.01565888878363139,-0.02188346632759607,,-0.029533871483070795,,-0.021983565285778287,0.002823996904736564,0.11064648843086844,0.03623327739762482,-0.004989165548918374
NRG4,-0.03467561240922959,-0.04000031484302375,,-0.017802902730824657,0.03309492156810659,-0.016285937077635506,,,,,-0.03860176778968323,0.003171157577020272,0.0559152650387528
PMCH,,-0.014212073267854702,,-0.023158858624966958,0.11634124706571003,,,,,0.0950767361249603,0.04305039304289962,0.1949341592617317,0.17091435506514413
COL9A1,-0.031072147157781553,-0.01845309263658504,-0.014067133669061819,-0.012423142095278748,0.005527247783184464,-0.03786323134764255,,0.05565156901058759,-0.022177198008418397,0.05611415738745689,0.05060273873489798,-0.025465547828184734,0.09000948160344611
GDF11,0.019236738069846743,0.038498430518451913,-0.01683856512569823,0.05481872227604659,-0.003246638429569337,0.038023412176274404,0.04194896323497735,-0.009459207674137686,0.05006421132127326,-0.006533504923542908,0.02903676247579406,0.14168860867267438,0.062579796780461
RAET1E,,,,,,,,,,,,0.015299349363566181,
IL24,,,,,,,0.016382180503630793,,,-0.014217666753442276,,,0.009680149339689557
SORBS1,0.07746793927700488,0.11103563489377481,-0.009409486603165047,0.006523825035326177,0.014589344856378476,-0.050394941635480084,0.01039109646441315,0.03505800524046897,-0.016711112872883484,-0.02831526315080408,0.05405437162195451,-0.0766442154248618,-0.03299520073546755
DLL1,0.07489284108129114,0.033955491314657346,0.053836950329560505,0.03759616573706371,-0.0002482594631205304,-0.00013576282118649182,-0.011740461822465693,0.01960581357504876,-0.08627012923384816,0.02694549660101716,-0.0149339089442465,0.17861683868250547,0.20225171202332765
TLN1,0.0878356942843273,0.09361047382025539,-0.01635844165640906,0.022567805440006947,0.03549034080574003,-0.009974316407232812,0.052466030642143814,0.0718196670733724,0.029083003876692787,0.07878473803549253,0.10240951605282564,0.14747594120888868,0.10167535705039704
COL2A1,-0.0004472513468420731,0.018539304801553694,,,,,,,,0.05494327946705063,0.10186897923494813,0.050235679542686686,0.05803645606295877
SHH,,,,-0.030321515018168616,-0.03262712038400025,-0.02052281186304985,,0.13783068123031356,,-0.014470472836890357,-0.0026865551311479182,-0.042359535453217564,0.13517265228385983
PON2,0.03521990540534557,-0.004727094099254848,0.05931548082909977,0.04565806334923363,-0.04740549818680223,-0.025502049683660048,0.14159444069980848,-0.02611047067841128,0.04651597689177143,0.037301221080194354,-0.06276643709439667,-0.050298467812413136,-0.026072699125882705
ICAM5,0.00023910881311834533,0.001234633957673669,0.010921330605292311,-0.03446190353942272,0.007967681830125478,-0.04346322061536166,0.02114495492403643,,,0.0027184192913699804,0.015905322198614444,0.05947999102158259,-0.012246586205166055
HPX,-0.056519944429155984,-0.01402449683542598,,-0.04554272136233609,0.0692684598842559,-0.017874235223436567,0.04896955460101114,0.12009362913282824,-0.037884045298390706,0.04192479065891171,0.010072039494139819,0.08268461872598311,0.05084163117510138
SFRP2,0.005971676343681004,-0.005744674886797161,,-0.03453291966734713,-0.001842779508754994,0.03964376964454133,-0.03244525430490109,0.013974164780181698,-0.04494891102949659,0.010588217399518774,0.11973571645257224,0.08841455529699152,0.1941832168379844
CFC1,,,,,-0.008444644796549546,,,,,,,,-0.03296145998512963
CD70,,0.029595451570123336,,-0.0015925129435873607,-0.023565124254796673,,0.022968058304244032,,,0.03376492753337415,-0.020588006558679355,-0.04227536165692208,0.05551957788806394
HP,0.007969288425834225,-0.055614141141928496,,-0.07007451328535945,0.081733770287316,0.024434928697604323,,-0.053666623275034554,0.05208780982378449,0.01704955185195676,0.053554011414188245,0.03439388210786674,0.02300722926360342
CXCL2,-0.022975450800748514,-0.06809043826726184,-0.03247461173035624,-0.009898017219694433,0.09992571483632559,-0.01337949889703934,0.14578534511122923,0.08866747521830869,,0.01938378611071457,-0.034843710456024315,0.05129685371308388,0.021329374938938193
NPPB,,0.012203815865516403,,-0.014316181742666434,0.038357824626944946,,,,,-0.037458244711218586,-0.03321801409226172,-0.044852207027158135,
CCK,-0.0375523748436523,0.011272677555674624,0.040152448586267375,0.013562173423543872,-0.051475739874880674,-0.018245102466719457,,-0.026376953537028514,0.019510624887612807,-0.04199171686046321,-0.058506171427419526,0.015929573954186402,-0.14508757691931812
SEMA6A,0.06272716093371633,0.03489381393814383,-0.046706371167214294,0.042493997192626934,0.055052400954398215,-0.02433047857106124,0.04886224211915616,0.03591272446602964,-0.003502093782425119,-0.028697513301811185,-0.03334963297808354,-0.06004578145292125,0.1272462249836318
IRAK4,0.04378531555580307,0.033705829855065976,-0.014817650064360335,-0.008781357119038732,0.07016588312991599,0.029472070453848954,0.07103156350558187,-0.025654716543461208,0.04818200187257005,0.037030493085161605,0.04562972943193164,0.10221469086834509,0.07938660032910473
GSTP1,0.06904948670361968,-0.015663599779581212,0.0039248322734956355,-0.049533084491834814,0.03140544318298497,-0.0009099020135167473,0.011767373455171306,-0.1238539244330549,0.040282132005891404,0.011725857500171806,-0.04570202531212288,-0.04531113539325017,0.058818598309003337
VCAM1,-0.04006565089363622,0.07724878128946215,0.030446292434257855,0.022054260113942206,0.03714558285249369,-0.032811333489340275,-0.03848072739905167,0.0286181144068888,0.06358608221111033,-0.021717911715822758,-0.015218550310781431,0.1528822882347688,0.045504176417314246
NXPH3,0.05402071919447067,-0.011024205808516995,0.06369453039199223,0.001684425388351179,0.011731729078139541,0.008389257907391146,-0.03033314146124409,0.10591554692047998,0.07841678197635009,0.02281022067380833,0.004487285481850092,-0.0007339099953451101,0.019556068625652425
MTMR4,-0.027839393831568603,0.0301630612415784,0.0415110607809774,0.016434863960421577,0.04956851555082068,0.003618417331023231,-0.007030305099895006,0.02224387867303706,0.01875092276812244,0.05593715142997711,0.016494691805034444,0.044123284491929864,0.10036006903587416
LAMC2,0.0252787902583119,0.023460217113845324,,0.021915435147027883,0.09230448649017896,,0.13084268160493895,,,-0.017479324301912312,-0.021573124300385046,-0.015226329612544755,-0.03587153005414735
IL10,-0.0019459224971146885,0.04908014679177967,0.005040391615018829,0.01929616007302665,0.13945310120636417,,0.00512705642026361,0.03721677162046948,0.015421692475440875,0.010816667260956168,0.003961303315907578,0.117962563993202,0.16047539460031907
SEMA4D,-0.00299726771687948,0.02884879970922635,0.05921410811421888,0.01109900070603217,0.019580762422722813,-0.008584013714858181,0.02675087086261989,-0.015514051459535345,0.053591381970300736,0.01732801658061634,-0.07232085976353811,0.05372245486988142,-0.028974545128743666
TRH,0.12309343668988566,0.024463612036166895,,0.01398521451465343,0.10462183508992295,,,0.07333009692629516,,-0.012012699774255167,0.04449933704122173,-0.0018622570453874728,0.13697485427033187
SEMA6D,-0.009234215309110505,0.006936190425779553,-0.05390515748313291,-4.633890046573488e-05,-0.07982010276100107,-0.09430326125152313,0.0882577115591809,0.055905842862124376,0.0096734844048381,-0.032951198674426085,-0.05080821785632602,-0.07768530797574598,0.13756695131928454
CEL,,,,,,,,,-0.00980576564346944,-0.0019054995632931605,-0.026772009535143686,0.05481539694216376,-0.038323835929881415
PDCD1LG2,0.024142793815188173,0.03432306539122752,0.049097098691108655,-0.02004947518534633,0.053988092880911165,-0.02650484832348604,-0.013489954046416746,0.059133933340469576,0.053536855742342085,0.044067871710220544,0.03811151570214686,0.15570395447047533,-0.0047018153121937654
SPINT1,-0.013269044505705173,-0.008513403897229885,0.04697171936307119,0.008489674654054704,-0.01118745252441002,0.023673703659519103,0.05494983677513478,0.014499958684942985,-0.002927524696127441,-0.06518754368928378,-0.009116304110980331,0.11764243300845195,0.11585082779718708
CTHRC1,0.0377524840831158,-0.00017752037108583702,0.06949565995110152,0.020012728897455315,0.008103163931268089,0.011147205411551524,-0.16441015846501553,-0.015026542950275444,0.041497737274203444,0.026334138239885944,0.1686222937053768,0.19258688224735662,0.17780756771315576
PODXL,0.06096171788375432,0.07214799847451055,-0.034818362875594984,-0.007343678411983795,-0.01418979602260289,0.011385665240917551,0.10579330657900075,0.047966178809645967,0.019020398339402913,0.0755185370166521,0.10136001532463476,0.1312822108033718,0.17408968033257483
JAM3,0.05743844555685179,0.08240067188929646,0.025313215842436086,0.05192740958018266,-0.02841332614484261,-0.03832911225994698,0.049368871435739606,-0.10470353883959907,0.029288666879628587,-0.040511003841833794,0.055964598298491854,0.014965960561746814,0.07530506315462111
