,MGH258,UKF248,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
COL4A4,-0.01938331869467978,0.010708734440461514,0.017518324728541444,-0.015306907557922439,-0.016435346959405277,0.015865899843609137,,,,-0.03257770514974806,0.020922272246322735,0.026551359289066368,0.0062946165038669614,0.012154108968138662
TAC1,-0.016736846956023326,-0.0422222898465604,0.015199672055971924,-0.07432190124371248,0.017940372317334728,-0.02286740956542431,,,,,,,,-0.021165731682044834
RARRES2,-0.014612115417939449,-0.09639820578089454,-0.049663625167249904,0.11239861416198443,0.03303970798918218,0.003777868430036636,-0.021506456830872548,-0.0588299280216647,-0.08942981905481112,0.07234034203941404,0.04603076058399517,0.040143959762359446,0.019071144401149338,-0.06646837787244626
FGF7,-0.021628748231193887,,-0.009455389050728543,-0.025085575506716647,-0.021299891161805723,0.03206061676080727,0.11998290810620517,0.031194006949627696,-0.04623880797413094,0.069145536288655,0.006157371804750111,0.01413646537022278,-0.021653619874083204,0.04482568793788786
EFNA2,,,,,,,,,,,,-0.01718480176344884,,
HBEGF,0.08994855707160855,0.10312557523341871,-0.006708727916709787,0.08014879728681587,0.012967992631930117,0.011735650562441052,0.06046191691128852,0.061402255849973636,0.05697948405840835,-0.02544745181287822,-0.03430180062408609,-0.0011085513548432996,0.029364170635307052,-0.00014382361855683835
CSF3,,,-0.03343103028143426,0.0078569236602007,,,-0.029012424479928973,,,,0.022229606986804006,-0.00941346228382336,,-0.0269691806522654
PI3,,-0.018536167066094164,-0.038873616278625206,0.06881563397228146,,,,,-0.061069018429794994,,0.008263646662605524,0.013660625987178281,-0.02364819683651401,-0.026241622038958672
PCSK1N,0.0447657292623948,-0.05199545761708332,-0.02385195677035184,-0.004832415063335953,0.024284381851059023,-0.01884182318668802,0.11933715572480094,0.027724834903814163,0.002775731179169649,0.08817524604303441,-0.005708057464269331,-0.006230135005002823,-0.024089383239841437,0.008843993247076682
NTS,,,-0.000809444321487614,-0.019904882331659053,0.03994667769214907,0.013571208743993828,,,,,-0.04391873409656973,-0.020936419901941974,,0.07407897537856253
SFRP1,0.01460790406076402,0.03931423069688849,-0.019911797489512675,-0.051173294263217324,0.03263588691937406,0.04641727855272817,0.040458281459682166,0.022904153025658548,0.02466751869856898,-0.010958258470228367,0.01663314758825922,0.004530365127416443,0.02790722771212816,0.052598566683158994
CXCL13,,,-0.019732845597376925,,,,0.0992523912968956,,,,0.04544844612765293,-0.02555210531634224,,-0.01724405460674885
MICA,-0.018101401312187154,0.04060615200099591,7.050835780424898e-05,0.03516136177950526,0.031698462427696986,0.04641973954120166,0.0028045242901224014,0.057627013935950266,0.03754079135471945,-0.06295430905060545,0.0739253171494513,0.013652044381977133,-0.044784444398702106,0.06514709117789973
TG,-0.01938331432657428,0.02604044269220091,0.004328106256198902,-0.01954520830350548,-0.01585967376764452,0.021999944811487603,0.12352345076112291,-0.001568692836471956,0.03427195136221428,-0.06644826440623788,-0.02501483979870208,-0.025785489803840298,,0.012929488321158977
ADA,0.01142811547319057,0.1072714132360855,0.03606208608328253,0.09595558557746064,-0.002219195226411895,0.013649902610103362,0.0459278560757225,0.01428204631339796,-0.05127888433002893,-0.03296873886054383,0.0033425255676152402,-0.022479513319914157,-0.008776632353483001,0.01766565735901652
LAMC3,0.08641948382703907,0.09751385223162821,0.0024337891213806573,0.0956103707579225,-0.0034592871677445124,-0.005112484041993628,0.02935070777961605,0.0054422631481121295,-0.01498609282274143,-0.06405317176467999,0.09734372508467533,-0.039562383246158,0.034620142556295766,0.04297556463525013
CCL7,,-0.011207315235679867,-0.02616211004392365,,,,,,,,0.04935726960768607,,,
NGF,,-0.01924240371462859,-0.02792532948476887,,,,0.030086747335174118,,,-0.01996589453192881,-0.006224434457904826,-0.016953809116287084,,0.0164389994825957
TNFSF15,,,-0.01937033749742586,,,,0.002386186746818847,0.004602033011301038,,0.061385602774528515,-0.027507042267714665,,,-0.016747398181352968
HMGB1,0.003972373274195945,0.061818527670908945,0.051056983113987695,0.07574252562628013,-0.05095368324987417,0.03667788206461597,0.06605844234395004,-0.0001946468689066041,-0.038665797612210305,0.0736534550449646,0.022594588379841157,-0.03882652811617299,0.0428113817864399,-0.0471582842881601
ITGB3BP,-0.0024661279723425114,-0.006677849951846089,0.05203288990971662,0.10283081171277762,-0.028499497257215664,0.008135862886278709,0.09026036506794703,0.0585619587846188,0.019557930195206973,-0.025997270813376147,0.0012346183826527895,0.00922390164283557,-0.0704034928717502,-0.019363857023437972
AANAT,,-0.016260109333002936,-0.017453832542847398,-0.014607799296490594,-0.014262697303464704,-0.023038529557402345,,,0.1917128307232206,,0.012027040128461328,-0.023126088745068857,-0.0030493792023467956,
RELN,-0.016069281470111947,0.0670920541929178,0.031346218511840857,-0.042863866479685514,0.051533251726288476,0.03923097625221303,,,,-0.046843617457858366,,,0.05870695876492409,0.052775226145712555
IL15,0.002343532566499364,-0.014023999795976716,0.011890428530209975,0.005466246573756797,0.013532356009966322,0.017407817052391392,-0.02514315359597252,0.08896127716358437,0.05008020036114889,0.11800564370119714,0.03399304144256154,-0.022646909494489227,-0.042873617985310856,-0.003946292564757078
UTS2,,,,0.060104296035168946,,,,-0.043999410205927215,-0.03458751584485936,,-0.02107902789892909,,,
BSG,-0.025748943972730896,0.004717047424069846,0.014861307298218315,0.02949565876338094,-0.04135092482626059,-0.023690668242542262,-0.04604198060865821,0.011845488693885652,0.0468210439072659,0.11768809875364714,0.05887874462266443,-0.043752236117310696,-0.054722663716566124,0.013503071222698773
ADAMTS3,0.0017523120815442533,0.01559137056306279,0.03288124347550165,0.10238688120517254,-0.012767641195851909,0.0816959629989599,-0.036248449959889434,-0.047060445334051175,-0.10520148452715758,,0.007922169390831074,-0.01613843184670675,-0.010420415665704308,-0.021180786794581775
CD34,0.037057909287221774,0.04685859413109435,-0.03924294694222872,0.08360095239279902,-0.012969250076629022,0.01372925486367731,0.042234638003564064,0.05627240624119001,0.011718626521553026,0.04365698952757109,0.07075127060284968,0.0091889642179253,-0.08190906859445919,-0.05618182854674943
CCL23,,,,-0.016621356763891752,,,,-0.03452737797508045,,,,,,
PLAT,0.009824880233789489,0.12044261673521825,0.07203962457484211,0.08374019460019853,-0.03167669745285078,-0.025653586107890123,-0.013521721219501693,-0.015398789108712577,-0.010058749678327527,-0.027725824976683546,-0.07195973894188619,-0.05329600872791279,-0.05119968943148778,0.03791928079921247
NTF3,,,,,,0.03861723871771088,-0.01880995203259323,,,,-0.00856765732759814,0.004698253287547549,,0.018779144817331617
LTA,,,,,-0.013736463908757535,,,,,,,,,
CKLF,-0.0356043241713988,0.03064578776887301,-0.07107936695460532,0.12063184817191108,0.010111181028738524,0.025691077577623476,0.054495616286486574,-0.005516096018665933,-0.02714723132294689,0.04118414737976317,0.023508894826660288,0.02233092893754351,-0.038150733323978364,0.013743034166945105
APELA,,,,,,,-0.022863926899574272,,,,,,,
CD24,-0.044788929740748676,-0.06560223632668412,-0.005368117811080817,0.005407132260192867,0.015748485586144875,0.02654201026326956,0.0630337190349215,0.00955489760294739,0.002783687879785574,0.11605753571391443,-0.01221689281524503,0.026372716706033434,0.006658604529338468,-0.006940345523675237
HSP90AA1,-0.031597419842715406,-0.048119470683730806,0.007796296567323885,-0.08888916651072691,0.008181364553170227,-0.025078571031634377,0.04301339707638119,0.029284726574331225,0.07413518593345218,0.02664928098293202,-0.05027315142490858,-0.05532773011964336,0.05456812774675415,-0.04967669669268202
BMP4,0.07322946881182207,0.08120920184705349,0.011116925633768128,-0.04474418754741705,0.014769770750493693,0.03092992819563207,0.0793860715247594,0.11746815967302214,0.07722914320472636,-0.05392930677115833,0.01752327354704238,0.0608400938384213,0.00794190432579823,-0.0006176780173512895
SCGB3A1,,0.10975116220406671,-0.020785359889844184,,,-0.019433225014372234,0.003530224912559462,-0.042609558220026975,-0.042980790096334834,-0.044641460020890505,0.03207614809510337,0.11004145830303351,,0.04295048362552215
IGFBP4,0.0016875679961519553,0.10498737632013633,0.009584411883825963,0.1274683678585321,0.00834210214224269,0.006269263752298554,-0.03479761052452399,0.04041450523069752,0.016151760247416835,-0.040814452438300904,0.1163476298632524,-0.02576750374648259,-0.02119852764900164,-0.022491276948224694
RSPO4,,,0.05598965062233561,,-0.01597634378052218,0.03812217859647316,,,,0.028822496559455544,,,,-0.007382497780462025
LEFTY2,-0.019191666102323205,0.13630291421300694,0.006837839765706564,0.1782459639749006,-0.03934415377034461,-0.021308765784933674,-0.020890266490924805,0.06569172126830958,0.0197440179756105,,-0.005600374731710445,0.0012022439540313422,-0.029110206904933354,-0.03185266878856912
PF4,,-0.011625789357209336,,,,,,,,,,-0.015751060575452447,,
ANGPTL2,0.0073055023954566286,0.0720523627387623,-0.02406687436328579,0.07991794712589265,0.09386448223875732,0.006388143442581422,0.012519040761775874,0.007675235639887236,-0.1353884235547501,-0.047475448285482696,0.029928875150922258,-0.03118495168488267,0.06298869776783884,0.03656425632297567
LRIG2,-0.06967743383051396,0.026816980722837714,0.03293012585263514,0.012534325312863661,0.019886504406280477,0.0284104619854717,-0.003158961484097939,-0.010165842832552296,-0.02320256601050653,-0.05690022904145973,-0.02080224758103365,0.022125902754351886,0.00943219336132771,0.04040171068958835
ICOSLG,-0.04155109484477811,0.012607975802844479,0.004329228412036797,0.01144135756144755,0.01893039637474793,-0.021777193540795783,0.037307329964229564,0.03870683905036904,0.10529478115126077,-0.11739302354142535,0.017533774275717205,0.04888975195056967,-0.0164710560517161,0.00010377499729444428
WIF1,,0.01249573809789866,0.017247762789019884,-0.07162890951565189,0.0321681647706376,-0.028492642813907648,,,,,,,,-0.021773220158422712
NPPC,0.02523330643800545,-0.03476809028203846,-0.023132380227522363,-0.029542669651923776,0.03385520383373702,-0.027007423096637263,,-0.03050612343863925,0.20438682992568716,-0.04552327989089598,0.0007363048119864033,-0.016290555314373463,0.016472811848739284,-0.030127351403900295
LYZ,0.0026680169622577106,0.02552186618865592,-0.06163518735941984,0.049415326647472724,0.04150708267870332,0.006776243254747787,0.07312423695876792,0.05947298077167769,0.09646249419697579,0.01711042458643662,0.06881947725323562,0.0337866758163983,-0.03527561651300055,0.04860597739992046
EREG,,,-0.00047668234028912866,,,,0.03869587309057577,,,,0.055593594371406894,0.02442706880414553,,-0.029172767160311194
SPTAN1,-0.016908747119254275,0.016836299861828982,0.0006722351108920502,-0.019896886937823162,0.042148627414368006,-0.04023343838736035,0.008443924785033632,-0.03021406801668343,-0.0914976322157188,0.009021682671270459,-0.0404091336930629,0.028622065208533477,-0.019818252799824968,0.0312167459706558
PTH2,,,,,,,,,,,,,,-0.016600340711780976
LIPC,-0.0054659193368331626,0.08209440552383744,-0.023225962665982484,-0.005261450876446856,-0.010886722176045305,,0.03243448526404098,0.05682625693196318,-0.03871225541122638,-0.06474997053984327,,,-0.027336175147147944,
COL8A1,-0.03306551775186635,0.07997395203420526,-0.02126928480713748,-0.0512309090715815,-0.023112636518141372,-0.03941232102032746,-0.09488312624451135,-0.024725447019775946,-0.0890310428076291,0.053365212505799314,0.01571902200524229,0.045417126249470335,-0.007302665059075737,-0.0214869773544761
GSTM2,-0.05541831981818296,-0.03751053941115046,-0.015698782695732362,0.031727221550179895,-0.03798444311016047,0.016856452338491642,0.06269708060038308,0.007317698585092275,-0.05722941206934725,0.0334709115755219,0.007448981662535047,0.007420836632462185,0.05677357689054913,0.043146507784971866
IL4,,,,,,,,,-0.0061001604710149,,,,,
SPX,-0.039613216248932076,-0.023019664348441844,0.03288903195832411,-0.02009182185696369,0.04711385784468969,0.03153944640593564,,-0.040441718526272034,,,0.07852981822626964,-0.019556954982732147,0.015845293520592767,-0.020274463206058586
MFGE8,0.042924627248628625,0.04007101972664785,0.05497789492459494,0.0034951087168076985,0.03501687399634617,0.06452728587812695,-0.10189811535287187,-0.012335855255401481,0.04925812818148929,0.03753776805701827,0.026227834662535657,0.017804440625005673,-0.07638814199484693,-0.021594439898158877
TGFA,-0.02563277945935467,0.02641837767881211,0.001418476631427674,-0.026208759678966406,-0.05198966447109281,0.040768318970203776,0.04099335401111714,-0.007386265608567524,0.06297951570749086,0.0041721473467260265,0.05876595417717205,-0.045520522410710994,-0.0005843952977562173,0.05736320223394761
SLIT2,0.0033362970973664576,0.029570298658421704,0.029158885908727367,-0.04853947935179083,-0.03427460638589587,-0.0034852693978967763,0.02931028208063072,0.026812429494027894,0.06774346215521429,-0.00542939712700142,0.03922751932102513,0.011969761237736722,-0.027086550131982107,0.023723682723577427
PLTP,-0.034658305929094954,0.001853911550288486,-0.006824585604626168,0.06659191136967864,0.022591812724564113,0.026325139771760233,-0.02629629334280881,0.008986922855622146,0.09817103110448651,0.05184517246446575,0.02757550254293675,-0.03012797275354107,-0.007170357759705539,-0.049650567608264105
APOD,0.029613914885912022,-0.09561261655427124,0.02705859872280821,0.018369496035369002,0.013848677167368139,0.03735232006392096,0.007647926286630243,-0.09963735240952502,-0.06586981656561745,-0.024111354402059065,-0.0004495463280546852,-0.0055238100951937544,0.08094142946898476,0.02474396493768365
B2M,-0.032768700398630855,0.012223244895216956,-0.00571394085280612,0.1273351674913028,0.09164900030256455,0.02226039925607313,0.09624353223994431,0.1260078624435618,0.08986709030306902,-0.03985286186292291,0.1071206369964985,0.07900715822912094,-0.06656006404945816,-0.02715537165768302
OMG,0.02404499890781657,-0.04000401861542131,0.04079302129780368,-0.021889705961700916,0.049454273209459644,-0.016633399958128653,-0.015470327159333979,-0.009409222278865755,-0.07773809821139081,-0.05179825440569084,0.037106483373796684,0.03389913129153809,0.04439080938790726,-0.002697446555934095
CXCL3,-0.015609444504081567,-0.005090750254859511,-0.025979450603080725,-0.019179342185761384,0.028795635262615103,-0.020789439993713618,0.020406652617347136,0.01685578190332889,-0.039042031122267194,,0.007926539886375466,-0.0007714161372938353,-0.02424409791861484,0.01074799148753979
CXCL10,0.007064067509282825,0.0014897597119609336,-0.017494695765060637,0.12316909475291427,0.09274296425265938,0.051491367351382156,-0.02107990555607942,0.06787574680625064,-0.01813672350182101,0.07230432035754461,0.015023817357194838,0.017952993792533952,-0.03266197128694056,0.03905890700293018
RSPO3,,-0.015223712223238522,-0.02322594834603715,-0.023986781014279535,0.01135365821650802,-0.007393150175780757,,,,,-0.029183695028451993,0.07499180985484119,,-0.024017604276278574
CORT,-0.019383318382672144,-0.03323369358308825,0.06568390756036686,-0.04151449864254438,-0.0190543635428528,0.01373485266578691,,,,,-0.03217325160813282,-0.016482684327168894,,0.0008329079446751644
NCAN,-0.04074262617474794,-0.01691362525461105,0.034698409660070956,0.017903396666084665,-0.04530494835193482,0.021448303650109177,,0.009172934805367603,-0.03269239996966936,-0.11482949984293511,-0.07790731983981948,-0.00762012239976938,-0.0719305088949928,0.04666499991060719
PRG4,,-0.01685446367506053,0.00492928165281987,-0.020779069252115433,-0.0204171331147876,,,,,,0.0809004945869364,-0.007303305771333816,,-0.0014695997154934915
ZG16B,,-0.015541162094119286,,-0.022434344438408527,-0.01091486755085125,,0.001712953332413459,,,,,,,
TGM2,0.0399844493255096,0.043018877989308806,-0.048635081938133075,0.07777295303596164,0.025048887231867874,0.030017179576815146,0.03745468786938099,0.02083861870025491,0.08090008300107623,-0.06895781267924847,0.060752624059982926,0.05399474900683711,-0.08147067268220852,0.02440431324540134
VEGFC,0.004491972271562405,0.04674199848647978,-0.010673299743477313,0.0864635621278874,-0.019246999450689205,0.032672246809036576,-0.032653038907577515,0.04867485304817203,0.06230980996553715,-0.012937203657795823,-0.023927675623847518,-0.007862570357773352,-0.031978364652518215,-0.0399750906554521
WNT6,,-0.018082755372689937,0.008533301368042577,-0.0020036652302233703,-0.02429064842695862,,0.018679765030205082,,0.11230546162011512,,-0.031049739416333773,-0.03063380553596245,,-0.03108510549295161
NRG4,,-0.010322330793277133,-0.023686826717910843,-0.025881648941540183,-0.020969227839597978,-0.001027007536883105,,,,-0.032577669213658296,,,-0.02567816492070787,-0.0309296463000483
PMCH,,0.04426625604993582,,,-0.015976343009491033,,,,,,-0.028679215797248695,0.10294693373828111,,-0.017808013327529938
COL9A1,0.029273089397807303,0.024659510171223163,-0.006844291522629853,0.07141641940413458,-0.01977673348136384,0.06671424533122491,,-0.03719646207175282,-0.055901589663430444,-0.013568830245435202,-0.05472145367569075,-0.006216320673998285,0.04535461259510444,0.03585203069506218
GDF11,-0.009380367914400783,0.05112725171743435,0.05287214020102897,0.13270600978772198,-0.01808860931121918,0.008356121483331579,0.025411571820637645,0.004926999729763118,-0.0798500469972917,-0.03253136191772846,-0.03445464940440225,0.050904613386402245,0.0005281697825117457,-0.06116898586095347
IL24,,,,,,,-0.0173780154622444,,,,0.019944617493137463,-0.015499917922710502,,
SORBS1,0.004938464777456049,0.05233128576100631,-0.03590937736254707,-0.0292910937680782,-0.02731632917950924,0.0350031991599282,0.0499188119832305,-0.0433904580179494,-0.07639630765395292,-0.07135682106327168,0.052392916469674394,0.004033271318357425,0.009979207257216242,-0.0069991937542474595
DLL1,0.052460781403559614,-0.002752626928556593,0.07523910142761178,0.05127811807374112,0.015493994235445225,0.018286665595508046,0.0301830353035575,0.028785251295449846,0.10544931783804463,0.0009563406025407774,0.01189127575052561,0.025683766153134134,0.08996872145433948,0.023792119861301593
TLN1,-0.05490737452484902,0.05373867195715387,0.056653715719387904,0.02641417932744689,-0.027851629924845377,0.07024835508701491,0.0011388448281318114,-0.010227389582318546,-0.010108517923483547,0.10229545383464426,0.0713541766782006,-0.028237056688003484,-0.04336228764242433,-0.0005109923773455537
COL2A1,-0.018205893069331014,0.05551115596132514,-0.014852840952545866,0.02168154887459595,,,,,,,0.010061914741673466,0.024096814104291084,,0.007082998974498951
SHH,,,0.020590827133778616,-0.015077298500923092,0.023450224550922823,-0.009748025236002985,,0.0775581205429773,-0.01775976412083065,,-0.021751987862077358,0.03138033296459136,-0.015360863811728562,0.02451194691160506
PON2,-0.04018898279252735,0.014788628317727254,0.0670854795320167,0.0710158884568862,0.0034659740132506915,0.009580749637092803,0.07886048684147312,0.008462851327585808,-0.017947583378956567,-0.0610412497329614,0.10293204474231088,0.03847528725452224,0.006814058558679109,-0.024854923958050133
ICAM5,,0.029529873557907767,0.007625072837828126,-0.037478321645665266,0.039162589652968136,0.004444377561486489,-0.01645042684961275,,,,-0.0045319037415330965,-0.0331066437676965,,-0.023929203947925127
HPX,-0.02067974822488085,-0.028005246488302608,-0.005769269275896091,0.04262603546927507,0.03210847480451686,0.08757306349900425,-0.03266414669808478,-0.0314396029907332,0.08864756292663153,0.0008441572868217293,-0.04589968246558147,-0.03585500760067341,0.026222511077486715,0.017577392141130188
SFRP2,,-0.014900153982663767,,0.10866809255585821,-0.017851961836265313,-0.0068358140593447764,-0.017150566251680155,0.09036090170887365,-0.03700524332958411,,0.028137507594755015,0.015059552457694235,-0.060607250495859584,-0.04962428455470143
CFC1,,,,,-0.013736464738923006,,,,,,,,,
CD70,,0.03678961734912425,,,-0.025623316317261672,,0.06882694902732846,,,-0.03535622955707851,0.06300652294525287,0.055387900719884565,,-0.04504138071875678
HP,-0.01044715553821276,-0.038450347883675316,-0.047296072621576035,-0.0016914335761977252,0.06820455982072554,0.026722762292208282,,0.024638325509220557,0.040540952751476664,-0.02796242900981339,0.059251000648479914,0.018734698122734955,0.03176767544460639,0.02089463772656537
CXCL2,0.022028156532776653,0.02948597805396625,0.049194759027158946,0.06453106716236794,-0.00895423235498713,-0.027007420982952942,0.07043337016427195,-0.0016444069442491057,0.030119829420821403,-0.03209423650845874,0.047083474310426296,0.005962359827864297,0.004731742849129462,-0.016951594275701715
NPPB,,-0.01445851990384428,,,-0.012028207169398841,,,,,,0.0028968578998354436,0.1331238062541327,,-0.01257361757683598
CCK,-0.04165193227904259,0.0338398789360639,0.052841649563835455,-0.07360842775650092,0.0073450053386928515,-0.034162069062540656,,0.013625246392970443,,,-0.0210212196771343,0.0029273148067815013,-0.02837891645205694,0.01747996132958812
SEMA6A,-0.03010064955413327,-0.032838066523845535,0.03458475994123206,0.08884624178646332,-0.031330498942585126,0.03338742429634057,0.025482235792252058,-0.023767022288360355,-0.05189536482281133,0.029078518488137046,-0.009730711407234863,-0.004529417510753527,0.015857764729307493,0.080863202439107
IRAK4,0.045166496362295305,0.02816717768617308,-0.005182726555099747,0.0526015998664013,0.05895089779566183,-0.009831323753631828,0.007150184750174,0.017216511766710157,0.06952559875995165,0.05158837250466512,0.007470931124569068,-0.010030459326830526,-0.05799396412033285,0.0365698888411014
GSTP1,-0.08215166324402849,-0.07273921198007047,0.05304401772072367,0.044475465758596615,-0.012568146534276972,0.001887958843240764,-0.09904773648005005,-0.09941227933487227,-0.0013344110778214131,-0.10277894924942779,0.07185157669430693,0.020413358728846687,0.12117177806152327,0.028943026889597778
VCAM1,-0.019341637264600472,-0.10768982257919102,-0.03762252036483711,0.1112190001079648,0.06731301635046828,0.03744902206761786,-0.024122839434118838,-0.075710962492462,0.007379407450566145,0.10163248725820478,0.00933924629046191,0.061084022420271104,0.002879389494640312,0.05498861004978107
NXPH3,-0.037458501842728635,0.08165489880551115,0.020178901206367887,-0.00988893662504121,-0.007044166590481341,0.004389236923823066,0.03770845671683841,-0.05849185616045088,-0.005093013833943232,-0.00171122331269538,-0.035361215565629336,0.041144996612900046,0.005410354213980021,0.01114207262226226
MTMR4,0.04278991332145642,-0.0023634352644885245,-0.0139922562038117,0.0566151451469623,-0.02596047652861148,0.011752731812921493,0.07030117074733323,0.00015271501004452502,0.012951788879036653,-0.015439714174991468,0.01824027198721687,0.045114266696575804,0.02673417465993106,0.02804332574201186
LAMC2,,-0.011348426295923811,,,0.05712036936732771,,0.05421675295482109,,,-0.03257768874412711,-0.010138774609067041,-0.02035574142603058,-0.02482681617211659,-0.017285454589367703
IL10,-0.020133367033216592,-0.023977977375456774,0.09944450843662489,-0.025167587795755376,0.0056049311796247305,,0.09171141879152575,-0.004690424560733158,0.0279184740635677,-0.00509092907225541,-0.004488364299533774,0.06362908772906686,-0.0026351722712781157,-0.04304431819514738
SEMA4D,0.04152025170981802,0.052901084449898765,-0.04927006564864615,-0.024185146399268397,0.04580113048632406,0.0038612434687713376,-0.00825749473453998,0.037206340048966904,-0.027305993312805473,0.05719053674525276,-0.003982398469931967,0.0053990931187416725,0.013380815673296211,0.08157310574497684
TRH,-0.0177976069743448,-0.014604863971525162,0.1579491972731924,0.042987021080148416,0.07452850922325908,,,0.025347833443587577,-0.011160489306277803,,-0.04651353624819569,0.020458777994104827,-0.05487461312809838,-0.05774374543502753
SEMA6D,0.008574156351207203,-0.02138299958789155,0.037332661762978614,0.06033842410628655,-0.020131290013211164,0.035454434160881676,0.04138840135108091,-0.05885768091011967,-0.10064854473155288,-0.058240728350408125,0.01656184190014677,0.011449209133751836,0.0024314611041711402,0.0539803366813619
