,UKF243,UKF248,UKF259,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
VCAM1,-0.07803781911626256,-0.010154131283716521,-0.02055094212820334,0.04017874979115605,0.02067912131824084,0.016086877373062962,0.050429386139055385,0.07547402266613337,0.04868772600787609
NXPH3,0.11322603329712205,0.004404313130272103,0.01913457684321599,0.01814013570607066,-0.06797936756851689,0.03352454857163294,0.04844042574631349,-0.009468818361593813,-0.031477363034647404
MTMR4,0.05579209107852592,-0.009374122844717045,0.020870962489679023,0.06221854270613236,-0.019986451279974136,0.02270703767465944,0.006335299141094281,-0.028053944761891925,0.007806536495459053
LAMC2,-0.026120285160626356,-0.016270054576189897,0.1404397730214568,,,0.07386223510979457,-0.019018337345942243,0.07344294831332651,0.03266577907540088
IL10,0.044078827220978306,0.02711310129056557,-0.0003429568286537505,-0.01256367424277226,-0.005652953385487197,0.06943644627072998,0.030496879918680442,-0.020415610906203276,0.013191269351667517
SEMA4D,0.008900753993375785,0.04184968600438184,-0.03254457868642808,-0.019228010472002566,0.06268638562144269,-0.023534303805900866,0.013769629557343016,0.029568294189390547,0.09945255539672168
TRH,-0.05097276157919587,-0.008199559895208914,0.13449360233617616,-0.021648068819146167,,-0.0004664272516026789,0.03805772832185222,-0.03607325870852104,-0.002434637122398114
SEMA6D,-0.004966197133728484,-0.0177225710968224,-0.06780821362127068,0.062161164613099805,0.02827266546473838,-0.009528926959248273,-0.0012638614891033134,0.06926474168551573,-0.008930492457161902
CEL,,,,,-0.033779687130138965,-0.02289672913189261,0.02807390505090151,0.023111195191200758,0.08867634621242032
PDCD1LG2,-0.016287794397883422,-0.04538203182155986,-0.013415442027697688,0.12279391859907376,-0.022505902617781303,0.04809286357430131,-0.00803667022269009,-0.05311442328376807,0.04628021094201332
SPINT1,-0.02657805393037117,0.027621694918718236,-0.0015165460251394308,-0.0184407690616055,-0.0478006712789481,0.04539307368497528,-0.010404883441814249,0.00690308486865115,0.0494251740699744
CTHRC1,-0.06763930709089114,-0.002931002397731559,0.01834561708336464,-0.008828089614492126,-0.05488279878176491,-0.0014374566663581403,0.06466145715368365,0.036976874813161115,0.05337756620460739
PODXL,-0.04780883761535808,0.017949261149983773,-0.08007206839622766,0.010804928432265219,-0.042014558575115164,0.018335273978398736,0.038308741626625495,-0.0191057463809878,-0.05257717445950451
JAM3,0.008687909963648542,0.018476349912796886,-0.036998515410720176,0.044949465573877925,0.06511587002742232,-0.0206926404641067,-0.0645510211949718,0.031082891781147353,-0.03124517856561125
TGFB2,-0.02583641217924075,-0.006197016462297092,-0.0644252991197345,0.08445119801320652,0.02116513184665039,-0.01291741470906256,0.00631557876542693,0.020038203100521085,-0.03350520796439283
COL18A1,-0.03892353459578105,0.015753297518702965,-0.02626297006533654,0.042210102910298725,0.04803084747447764,0.0032922358339820034,-0.00905509730340176,-0.019294000344175534,0.047176778128954405
NODAL,,0.036840844945403795,-0.03729772161644363,-0.019295491762675074,-0.043050351130098224,-0.02260269440320834,0.004684554806661037,0.03477611118113539,-0.0011645139973506214
INHBB,0.01814037033975072,0.021545726541430048,0.006551318348554332,0.05556859615272568,0.01837646275732734,0.024375046128838233,-0.028642553673810283,0.0582147213212527,-0.047776148693878896
LCN1,,0.06569940316428516,,,,-0.02404161893985934,-0.016893070930898636,,-0.022090910995283895
ARF4,0.0380450228477871,0.04671934605500213,0.07554815863185711,0.07138104291283909,-0.04335789237780353,0.026798556774795406,0.04110584597476224,-0.08974952032375672,0.04115095238210996
CXCL14,-0.15012501427916788,-0.02364984843366043,0.016481984778482534,0.038575645393502715,0.00791720313975713,-0.013946959164046752,-0.07470350817877032,-0.007262616457241388,0.00010593958647860349
LIF,-0.028248520056086777,0.07087522321232093,0.119115771348795,-0.023244297960063595,0.009287452190894899,-0.02335420105762486,-0.017159991691609512,0.017278930595619874,-0.04721115898743245
IL17B,0.04175043743882205,,,,,-0.020921294758414224,-0.027048449539724,,0.044455251964827226
MMP1,,0.037016896910955985,,,,-0.03305401695205662,-0.012318389616746885,,0.023283720176495694
MATN1,0.04520612474922868,0.0410623053072818,,-0.01142784311824635,,-0.030251301156968027,-0.02987915666274633,0.0030088301608360768,-0.011277882047901006
ADAM28,-0.054000399177171955,0.06410646208468997,-0.03816098706752038,0.022143331358280997,-0.06679351212379277,-0.00881824354823071,-0.0037039036054443844,0.0009969891000702923,0.08800435783614226
TCN2,-0.021503050191983522,-0.04564256015776023,-0.05496562048412978,-0.05166123330344406,-0.05400557701357847,-0.014060138592130164,0.053033431868631076,0.019865138290166732,0.0712655703848458
THPO,,-0.027835716208220715,0.08785922660429339,-0.011427844430991475,-0.025203851712135166,,,,-0.028761051755366297
CUBN,0.09642685474433649,-0.005450044108280738,-0.049057795226646904,0.08292895510074458,-0.051523070158237545,0.023121100826737493,0.0067485885999519855,-0.039423231776094955,-0.039314145493378
TIMP3,0.07222773788666532,0.011398091301525647,0.003609752001520208,-0.05148220659314785,-0.057511844862462295,0.027202118726217257,0.011285625164442797,0.030684652178042664,0.054078401866556464
PIGF,0.04172840114607591,-0.021273225719611353,-0.0027751966572646825,-0.0037860239640731316,0.08536468842532904,0.015539401563886607,0.0065873707280362315,0.0035814861230611538,-0.03806459412482872
CRH,,0.035796731807267224,-0.021361477546235602,-0.015630347764484246,,0.06767024007933008,0.02839462031617292,-0.036085196115647915,0.08459396840190789
BDNF,-0.03098452250413349,0.046073960083528154,-0.04601147910607986,-0.01287068792269105,,0.07170425753975607,-0.011184513079628991,-0.0010820318777049907,0.009133095152639718
CCL5,-0.04761551540807694,-0.002236457998792055,0.04873332064364854,-0.015503245232800653,-0.015010641763299783,-0.03906858035708056,-0.002130956772699476,-0.014336133760936842,0.0803036727160254
GAD1,-0.07262335311823229,0.01175648991809408,-0.0866578712873144,-0.0011566666281948397,-0.05631362302266314,-0.02297363597039257,0.06787101631022938,0.01583271774452573,-0.003733206663801415
COL14A1,-0.004599593640898924,-0.03855332632547783,0.011229238705247894,0.08025775645854438,-0.00166921458710222,-0.032846134289233955,0.043573082774486745,0.00836386956833954,0.09822732306159372
HLA-A,0.07762549673806378,0.08293751138091184,0.06376206738349575,0.0976267961821897,-0.006208689340677211,0.012924305463743638,-0.06907144389243336,0.01785437702384029,0.04458558989619406
CD5L,,0.016972103196403687,,,-0.003655297246918091,,,,
FGF18,,-0.017247943439612532,0.03395952670994803,,,-0.024733981732530115,-0.010760475099223956,,0.09388593588469735
ADM,0.05552581293101744,0.05214623729527504,0.1682399237014205,0.10338526447080926,-0.02113013173582038,0.02684068533406163,-0.05956702783465399,0.07622025874596508,0.025907803288689118
CCL15,,0.04467560385816834,,,,,,,0.07099784098229002
GNAI2,0.003885506761931579,0.018033465173193645,-0.08732831285742233,-0.013293406018243647,-0.002314442722174768,-0.051982449154428546,0.01947635575824677,-0.04579581696121962,0.023616416612673413
HDC,,,,,,,,,-0.06412735998710044
COL11A1,,-0.007308366716470016,0.08260903134211842,0.025307011899985094,-0.04538315504251634,0.042098257200126485,0.041083505151395625,0.05124277761117876,0.0027066816470799615
NUCB2,-0.033621751889885865,0.045496227017534446,0.04024821172796443,0.067134337402554,-0.02355674488546674,-0.04778448536462791,-0.03491300042978146,0.03546079397360599,0.024142246244901154
CXCL1,-0.0778765312547054,-0.004774330200864703,0.07729423899013582,-0.015503247861244346,,0.01089294674216841,-0.03293464587177523,-0.01637891783900262,0.057234179353521986
VCAN,-0.06496176898704845,-0.032213863667969585,-0.13792278174100564,0.010162750975546466,0.01946215823760525,-0.0005489192907249118,0.09027586269986917,-0.012646143529012895,0.03075922960975732
MMP7,-0.046317350210109354,0.041667894777594555,0.09088045559389625,-0.017662897818166032,,0.04820571300921003,-0.04239512710819755,,0.04322168409658002
PTPN6,-0.07901742495627381,0.007506493586042816,-0.0347690847727674,0.004231448672408836,0.0952554827992094,-0.011778203035377433,-0.021796361390346092,0.00028648992655036726,0.06695600184136712
PTGS2,0.012863427076933005,0.027158486947884874,0.1517757289393928,-0.026378252929069087,-0.044448860524358536,-0.05347295561557393,-0.018080028540102003,-0.02646741305729846,-0.013047590233220885
XCL1,,-0.020888880199447103,-0.018465636553282178,,,,,,
CD58,0.019336429951599593,0.028842852477426566,-0.04432266419139409,0.1035082508396097,-0.013374219493454497,0.05325033513331118,0.02918330628118935,-0.005619964127802404,0.026283730364618976
TNFSF14,0.028713095476637654,-0.021047700247047458,-0.055007293863895565,,-0.03436156137097004,-0.019785884449158155,-0.028748931052043993,-0.04454713342998964,0.001706766877439159
CNTN4,-0.012110739657182207,0.038392693789737434,0.03859041489217413,0.0015892456197062086,-0.04468382338409251,0.015283196978499535,0.08671822053478132,0.012559481257381036,0.03367548484614636
NTF4,,,0.002288796673830901,,,,,,
INSL3,,0.10722614982939029,-0.01697153083557448,,,-0.02200437117320517,-0.016687428927288396,,0.039392024704811054
BTLA,,,-0.004676167368442906,,-0.03228633897075005,,,,-0.008974885376051452
MFNG,0.007935917042485233,0.018715488133088026,-0.039664623209218014,0.00019133379881490059,-0.03808550321757688,-0.030807850389064723,-0.01331503675066103,-0.012688419534162963,0.035238897141126935
ICAM1,-0.013186887525041742,-0.042118793909877744,0.05831479153159922,0.025251014265571428,-0.003629516102373584,-0.004639199019941895,-0.000524644569436158,-0.038294717425772846,0.025587321691449044
PROS1,0.02564569792890217,0.06442769774106259,0.05778721504068096,-0.023456271531403932,-0.05853314436705095,-0.020951354699402343,-0.041835408870108184,0.024339720945426243,-0.046675970473292784
CLCF1,-0.058698625964866254,0.05760952821489635,0.042170575380973546,0.07030217698215208,-0.03637522905060924,-0.0014670391292962329,0.04151398672234919,0.001809817644681416,-0.03047246357649326
PSAP,0.014546777350907996,0.053688235028474765,-0.03739582785250783,-0.01883990685003778,-0.04138515136305448,0.020368732256018686,-0.0567436755974057,0.02229192982776655,0.11057176923049163
EFEMP1,-0.0496889728559245,0.08034151169912442,-0.03452043327739838,0.05998296422929413,0.04015542273733347,0.06273992319058809,-0.008288835831216517,0.028152098838706473,0.010759117423190415
C1QTNF1,0.028616810252842934,0.024329450741450192,0.015811693653655454,0.08277639826781248,0.009036974901581663,0.016005810780225,-0.056399640189378056,-0.024697593701125325,-0.06636214870973463
