,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HBEGF,-0.010982841016378248,-0.03108527797751889,-0.025670929483409727,0.010946154308892892,0.06286217984517285,0.12509257373626909,0.04963712519564339,0.030721658736275047,0.09289316715221616,0.0019146873474763448,0.03303003821703848,0.010967174519136586,0.0510028857844491,-0.019381685085934873,0.019153874578739998,-0.05819126351023158,0.04699156833477351,-0.02469993579571596
CSF3,,,-0.04313610194430663,0.011209392023877805,-0.03170550192182825,,-0.01830080074374197,,,0.023404835772515228,,,0.040303426162788716,-0.12444115229085208,0.012264584707652345,-0.05111341560723863,-0.012182816705873995,
PI3,-0.02420968944434328,,-0.06289080905010683,0.006338194252886036,-0.038574821263599304,,-0.02060694318187837,,,,,,-0.059032893118672235,-0.16739287684838777,0.044902124190339614,,-0.02646921335779165,
PCSK1N,0.03303342552623652,-0.04214568292614214,0.032048715724495774,-0.05559016274817945,0.0574523330093225,-0.06629894307956548,-0.0433689723128002,0.036087953491408004,0.04566329282372903,-0.005001636425929486,-0.04352547492696903,0.06008069268805271,0.005936778644711644,0.027268281387296464,0.08860794896441575,-0.05949346001808771,-0.0032112591521366923,-0.02331874344696509
NTS,,,,,0.031132378127725978,0.04758992882243907,-0.02249388554235721,-0.017366319138439,-0.012793142457189106,,,,-0.017253076800323754,0.04146726174572381,-0.00306457014333413,,-0.018041090277680968,
SFRP1,0.046572451539433464,0.023538405766003325,,0.03923529638486142,-0.02685978748244062,0.09145108842197397,0.04815866561131098,-0.03224561130810252,-0.01470256629546484,-0.012617437592112075,0.005361031917638507,-0.07787247374336524,0.12327515736913223,-0.017396053556147227,0.025325150533700824,0.0004193164428395142,0.17088171241941305,-0.000794716443355691
CXCL13,,0.054239004332573566,-0.0313219139955951,,-0.02661839241025397,,,,,0.016868409107465426,,,0.05010677406824663,-0.03830137656963413,0.007282110101419589,,,
MICA,-0.011971112403883346,-0.01934021079879011,0.00024423025063350615,0.03400978237283394,-0.009407032924261545,0.010540918961958204,0.10676663575369086,-0.01201501822809185,-0.009039616370540477,0.0020389187408377057,0.04650564645850321,-0.0041085846362880745,0.06439165104010432,0.048544486073070374,0.03987032040490264,0.022792491899970527,0.08498205172713875,0.18358989116043153
TG,-0.001062090154982826,-0.019839127724783034,,-0.029432496217997765,-0.00054783282932469,-0.025726743027069867,-0.02208742916210637,-0.014669358795969116,-0.01064018327319748,0.08283569216181444,0.025686244491086408,0.09604900934701746,0.053651791510749065,0.06626746294700848,-0.03652503870705812,,-0.02375881635590174,
ADA,0.0061689730786080215,-0.001244676039207756,0.047058090910515604,-0.008548123284616158,0.012324558492203198,0.11897263121764644,0.1047234620915772,0.030719389332375554,-0.017280513319781067,0.033627147039185595,-0.011595369033380758,-0.01612922661047105,0.05043460111269174,0.08956478581923048,0.03655990142463606,-0.0028435480978437253,0.06533587760561337,-0.009013858726064042
LAMC3,-0.0083763631747995,-0.016620552606973916,0.02571249575377331,-0.062131085922937646,-0.017522371852679127,0.01318113706748281,0.07969493168577754,-0.03528490698467152,0.025264867560650814,-0.017861752721918492,-0.023360776056414744,0.11111994415763926,0.05183962497555112,-0.028156766165027977,-0.021876533655758798,0.06242842525404912,0.018541846492401613,0.18240741534270405
CCL7,-0.030664155995890383,,,-0.021279647740450627,-0.03529107385920952,,,,,,,,-0.007344415460968806,,,,-0.012766410970191945,
NGF,0.0022082108273783234,,,0.13600596065031056,0.003012844188490405,-0.02455021319827019,,,,-0.01166909806430927,,0.020543606145023822,0.008486335362503959,0.02555794032236966,-0.07056801785429227,,0.021256223549627494,
TNFSF15,,,,0.0005616188169499048,0.06078188632737505,-0.017615011070013432,,,,-0.018649458648737013,,-0.025956613594854034,-0.023527575131512005,,0.06085223996458791,,0.04472648556669219,
HMGB1,-0.05242655386958214,0.07166486148401889,0.11414187643652368,-0.06087088538853623,-0.035566069019510003,0.040556153064009524,0.07618811469015636,0.0021006837118605743,0.010172380472503434,0.05013357558472471,0.0008646966496973791,-0.01631113630014961,-0.05200986973764595,-0.07816419959930945,0.10049580147202151,0.006439570669240725,0.00418683233656274,-0.0460475855265089
ITGB3BP,-0.002428280852656461,-0.010333927900537642,0.010808056072008814,0.06233889479474713,-0.0077463970325310945,0.07294803249030392,0.1155585313811013,0.0007201320353506234,-0.05459001050966632,0.0634984214595957,0.08491716194412109,-0.003838457814537682,0.0338321748189485,0.008510347617387977,0.024688849464756378,-0.04187572159656239,0.06461775035983412,-0.09745353503973796
AANAT,0.0754671147518093,,,-0.021560873800494894,-0.0074907463716028504,,0.029723609043093596,-0.013192240093214668,-0.012265109694155287,,0.03269649829747145,,0.05831901458233995,0.07272459707403968,,,-0.013507395193608284,
RELN,0.01833281005027347,0.00791561612759396,0.1235285190157343,0.002852211837004749,-0.030402627370453402,-0.012490256655739884,-0.016157491717460136,0.10163843048107128,0.04235135842967313,,-0.026538511591342136,-0.04820530816057978,,,0.010081193480455974,-0.004659861052508376,,-0.057893806773074055
IL15,0.02429232768170957,0.025141498763451762,,0.01582758072099797,0.02441105334505213,0.03085438133492095,0.10805411417865675,-0.0040036615181019775,-0.026361740249515212,0.028824301185037413,0.007778327135785322,-0.0595450754707856,-0.07549445273720026,-0.009114355555163487,0.00583633233341213,-0.014892320496171901,-0.04150108139309849,
UTS2,,,,,,,0.04061316617714526,,,,,,0.010988668012032722,,,,,
BSG,0.049301216824772655,0.025135897790491985,0.0022360304356593527,0.03814533010917961,-0.01224712505034883,0.03794276801359067,-0.03588502834476909,0.012415906157604989,0.03468946058266457,-0.03253274749924707,0.06099085066827813,-0.009691088812186605,0.15208511418022555,-0.0024312638409369042,0.02483829686946259,0.01870179492192815,0.03511658544773267,0.0670599497286869
ADAMTS3,0.07581451408389812,-0.01668546126012996,,0.014381856357884045,0.0011981802906137955,0.0636920985524902,0.08675841633180133,0.048440068928416964,-0.023280406035616125,0.019788645250976084,-0.03694315924789043,,0.09405596616803409,0.059310570947543356,0.09128150839198718,0.0017580802584842771,0.026759696251309105,
CD34,0.0010470101690126154,-0.003114529920761737,0.00656028608477232,-0.02072262792490493,0.03192392280747959,0.09133023531530712,0.027701078840921215,-0.025995744000790567,-0.02294768721437159,0.035353914443129186,0.008337810930086209,0.0725686693512019,0.025482448163769537,0.03887468782970791,0.03630895860063145,0.008974333875961967,0.021237909472563984,0.0629895427824418
CCL23,,,,,,,-0.018783275900657054,,,,,,,,,,,
PLAT,-0.03170225346908971,0.0003177724736208817,0.12253485841470718,-0.07764896119256146,-0.03072675039223857,0.1055440728659965,0.06381926016138181,0.00567723452209194,0.028425215239292576,0.0135374034391869,0.010697964569875144,-0.03225608219581759,0.10217890190996656,0.06422250430211134,0.08979945703071422,-0.012968465526370912,-0.025969498044635747,0.020783967916975416
NTF3,,,,,,,,,-0.004970709856392347,0.021238758021202654,,,0.07598005203863757,0.036755684017906805,0.048563132762773395,,,
LTA,,-0.014589756887987023,,0.016475702435448086,,,,0.0751899223844748,,,-0.022232454369781867,,,,,,-0.01817891831728619,
CKLF,0.021339053784100358,-0.008183154914210213,0.05914867861439491,-0.005143846342258565,0.009141905054072908,0.07039440615503935,0.09407237062361867,-0.012759554726142045,0.011150707984438873,-0.013520469367468547,0.009675497283052791,-0.0046444677779041415,0.05083577877618032,0.07889085136636277,0.02525889648459453,0.06996342203395124,-0.007638286948850543,-0.03326384298309594
APELA,,,,,,,,,,0.05749543959155576,,,,,,,,
CD24,-0.022126634720762282,0.04820736025878246,-0.009937402730630299,0.11451853069219754,0.052246218484340724,0.10590007336960713,0.03283087625647962,-0.012841510389044743,-0.03339798026175188,0.1058052530313324,0.04351403858717893,-0.09315470554218303,0.03556299331537714,0.07966795648820726,0.06971136163830616,0.08511598765979321,0.0072736287686295175,0.05989685759186374
HSP90AA1,-0.010608421302363568,0.042171353535066215,0.015893064088817778,-0.02968178063521166,-0.0334543855787426,-0.09730862049397662,-0.10190984787502731,0.021742925080113575,-0.042542243524411286,-0.003392440899258384,-0.052366206660930247,-0.13172573538963991,-0.1170230715097745,-0.14449075566421382,-0.007198598629598529,-0.01825736237971266,-0.029163153233977616,0.026734631253880925
BMP4,-0.01265384445814643,-0.01546599755289808,0.013449206747111355,0.05636323136065999,0.006419330135928986,0.1260412067880845,0.04926538988980799,0.06265393360304443,0.02128208273117923,0.09109932164185124,-0.018944347389330523,0.008134885075861943,0.04470534312488825,0.004499217849533323,0.002794785551414647,,-0.002546141574031849,
SCGB3A1,0.05354019639072166,,-0.008343960942772602,,0.02512501428715671,-0.02707636765072374,,,0.10000881988640867,0.03609307004629938,-0.015513512647321115,-0.038212153027349954,0.09558951834873748,0.1208349396816534,-0.00019557575639333756,,0.00658302547968672,
IGFBP4,-0.005408612183386191,-0.017219316870869753,0.014790779841335781,-0.023028444080879906,-0.05194907437549588,0.14530076251527574,0.09306531007701621,0.028332200610816028,0.04282731492065817,0.08378521158685844,-0.037906109325777676,0.16065188526098034,-0.07785840125602198,-0.1147755436554704,0.006174472293937145,0.03245613291291693,0.025959166713942772,0.10011190715219781
RSPO4,,-0.023586008312384273,,-0.004899958025162722,-0.02034565847084501,,,0.07666807566085819,-0.010345738474950662,,-0.030839914306842298,-0.05114286732764492,,,0.026035601446185958,,0.04389779900504813,
LEFTY2,0.07053701773199332,0.07230121341405296,0.04646538194664636,-0.030542830444393217,-0.0014764398746598465,0.0016858434559629963,0.08916560223991424,-0.03639125978482754,-0.01134422876894505,0.05241179264844844,-0.015047019229205936,,0.053314760922831626,0.0315298724582706,-0.040361885072965904,0.028052931822242767,-0.001289242793362644,
PF4,0.03659495386942837,-0.013271366844983881,,-0.0024662666739647065,,,,,,,,,,-0.0158145666778023,,,-0.01817891411054965,
ANGPTL2,-0.023383457065177346,-0.0007935867392624027,0.07063138153477311,-0.005482871969115683,-0.008549236473174356,0.15187642866148418,0.11460980585503827,-0.05143984463596142,0.07019285343170453,0.07015281574491049,0.049291745097134326,-0.03090429600476409,0.08139297495450148,0.03178787954158395,-0.0010298020661085687,0.043206241552135045,0.020364367209631144,-0.04360049856737512
LRIG2,-0.008557308280080214,-0.013831967839746542,0.06914788183515463,0.024199962100995842,0.012083705617033992,0.13376836741172551,-0.0169788282315963,-0.02771606777254502,0.0001743015532351454,0.045015813548318954,0.025137474909774714,-0.015794719232588954,0.025152875708438868,0.021349961580542934,0.06551132349804388,-0.03405779386204998,0.01932500040638382,-0.019878667282716634
ICOSLG,0.012894912598006575,-0.0226870869738064,0.07278619265860066,-0.019741891596938954,-0.04367264274099819,0.0947143345889449,0.0822495579772924,-0.0183575078998478,-0.019634279642575737,0.03992309391938587,0.005561266481685239,-0.0013028988414893181,0.09521808825637328,0.012507850373113343,0.050476955645931125,-0.023123583959118062,0.02673164459454565,0.03134964691232733
WIF1,0.020867314579563305,,0.025451891490301217,,0.024259127386000383,-0.09003021158151929,-0.06862317387802475,-0.011403271087897229,0.053331132682959165,,-0.04512878112031431,,,,-0.025873063887755905,0.047724198956015665,,0.010573666690224012
NPPC,0.02357556430054517,,-0.0012673969193632438,-0.01895282291549314,0.020352982157629693,0.034728769894337534,-0.03583299824715593,-0.022244158654144197,-0.014378044658248943,,0.09892696519809857,-0.025234047090848203,0.0063311838604328905,-0.009041027777242604,-0.0019054676146387076,0.0027391253914284203,,0.060880534773661635
LYZ,-0.011773818987153536,-0.06705955848514528,-0.08216453971866695,0.006979246433993585,0.003272115549967322,0.046658743383347585,0.12620445182201548,0.005756911282533471,-0.01142427911088471,0.020265079728568527,0.01953415263467402,0.014631598528483853,0.00298827625839526,0.0744287167366948,0.024080292518477587,-0.01148187553767496,0.03258871946862147,-0.10288188432305548
EREG,,,0.0280932748116638,,0.04560560927038563,,,,,-0.024657667352282024,,,0.038533835682371946,-0.04077423316533097,-0.0009964735113335938,,0.0028917484458552407,
SPTAN1,0.005745033670018987,-0.015228513613157352,0.061974796796402915,-0.0672588953906542,0.05875356908347973,-0.046571041671558615,-0.009262431870485395,-0.06011952734428972,-0.018953667285889077,0.02241673537345717,-0.06862394802313174,0.08126109368034531,0.08448016934785914,0.01981014818238753,0.006674419334157046,0.04539268256857966,0.028140102701351328,-0.06285969225566965
PTH2,,,,,,,,,,,,,,,0.02068388560067675,,,
LIPC,0.02545838279302824,-0.019974116384240587,,0.02009869536974046,0.0313402072480569,-0.008355960948394407,0.0681475695771024,-0.006651568081626962,,0.02233348894586676,0.015560006769072132,-0.029730318161982384,,,,,-0.022985028113334558,
COL8A1,-0.003807924469773418,-0.03297350577327909,0.03413456435776512,0.0023086853205672446,-0.0446471749666276,0.07711049651523595,-0.0026790243416921567,0.005071251482397329,0.0019485809962111649,-0.020862392594501605,0.04105745784946823,0.0550927625615419,0.0999279553897887,0.06334971654410676,0.028552365883806243,0.009017583013699983,0.056850977529106665,
GSTM2,0.044159941092360516,0.07410196143402942,-0.046687935820212474,0.012139079969600012,0.023097946108016125,-0.017936856651331115,0.03990422047950113,-0.0005652200111672047,0.02650078667529397,-0.011839008384070855,0.0005112844349510124,0.017582774242037715,0.018368249866680605,0.04407244268731703,0.02399875159786399,0.0037599753647514864,-0.014393013220761986,
SPX,0.024392702135040804,-0.03692370040821462,,0.0238584498979695,0.012388536444658869,-0.042018838020869864,0.023414337837709104,-0.007534379546385034,-0.012736155351881025,,-0.055054072758325745,,0.015357923809314273,0.03324859936743835,-0.07927795620754133,-0.009635583056565335,0.006935819267060324,-0.020998345709627303
MFGE8,-0.016620296996748742,-0.0069873449720661675,-0.012208639188645436,0.03572510658890317,-0.05169591677967512,0.017205722676305588,0.03373543116593074,0.022356412747479307,0.02682532830287877,-0.0683185475976582,0.07010123351825792,0.06420028458227862,0.0036344774560677904,-0.020527004181607304,0.05020568455362192,0.01856700936671506,0.032474213296459616,-0.006096175907412426
TGFA,0.03152562672917422,-2.8992124365683404e-05,0.037516549050141436,-0.010987147485080851,-0.03476992932407342,0.015714446955254032,0.06451194197773392,-0.012082737266760272,0.0009551871337567564,-0.021698893322436564,-0.012244906055890601,0.054164174407093583,0.016191421171697955,0.0863136265434857,0.037966494369376685,-0.01843179088221891,-0.044482167954402546,0.0938751564846339
SLIT2,-0.044317917366395454,0.0036300024133717195,0.07448758371982085,-0.04836351013535555,-0.008360272982586561,0.024671493977035962,-0.04107565097940624,-0.022131143347926256,0.00745719900399518,0.02089294200546386,-0.03621512803771046,-0.020356728914130855,0.1074350386164357,0.06053114062246436,0.027194391936196813,0.004906939334625996,0.06681486360655689,-0.02164380425720456
PLTP,-0.00849650774783887,-0.01868840276071722,0.0505278900367404,-0.033702181491905105,-0.01841065353279442,0.07041440617031788,0.07082970057964623,-0.01318177307038663,0.031981284347278933,0.030451389764999226,0.03295979155848693,-0.036865460767946084,-0.07226317499547577,-0.04172241015687316,-0.0752954976114276,-0.04590821874362778,0.0573151518469749,-0.0016114864825340588
APOD,-0.032479357488045674,0.017272416947041045,0.08828056125641831,-0.05591567319788537,-0.037143385739008286,0.012551882772826352,0.02896848046012777,0.000751550021951348,-0.0027688462726714828,0.02552872256850114,-0.03718957131675354,0.0160380297742701,0.13584140589475635,0.12499747860083653,0.00622196298196049,-0.009703116694303958,-0.030631983838248514,0.12382040860128646
B2M,0.05092287042621246,-0.10153501529936795,0.10734440397016559,-0.009134874544207295,-0.04055131177542704,0.10215296746899184,0.11321144344970496,0.05403656276206364,0.036042174688759435,-0.00072312001491413,0.08735500088006534,0.07088833892810535,0.0805618876970356,0.056633598503222686,-0.041208581143002354,0.05416845857237346,-0.03003197391377697,0.10150743292314753
OMG,-0.011597072407057643,0.031413940487943305,0.018997751474419945,-0.051292783895842374,-0.001711069675886009,0.0295249029752931,-0.031249217793587667,0.0380262283135917,0.013789789460024167,-0.015615836213056723,-0.03779849169738388,0.05408798382737559,0.04789842176330578,0.1165493133585494,0.02032463926427821,-0.0078166130687603,-0.016654234216460197,-0.030320197960806552
CXCL3,0.0044184699761895384,0.01919811049420312,0.038732679866768455,0.042421083202862565,-0.04365444091053238,,-0.021673975294897483,0.009049513579788145,-0.011067753320264715,-0.032202973000527234,-0.016011393141128916,,0.05636778380339777,-0.06858058557500901,-0.049654870069874964,-0.06120169811932814,-0.013671701723979416,
CXCL10,0.04365400985130851,-0.006874922478025345,,0.03810172009758589,0.07443183507225135,0.0488939171572472,0.07013649436358252,0.03874514008034701,-0.01681272736117096,0.05355568215455339,-0.025444041364205038,-0.10538337716475703,-0.05055856287208315,0.017293652492642586,0.0011109243110117252,,-0.03583697056191071,
RSPO3,0.05516369702084576,,-0.005210170567401354,-0.021560872207390433,0.027129948545884908,-0.006043979852808174,-0.027106711693875126,-0.022318836142825735,0.0166565027042942,,-0.016731597243105335,,0.05271475186217678,0.06124600716242512,0.0232993828403061,-0.00838667337975129,-0.012955410784888323,-0.04045894997642064
CORT,-0.0007621015555779389,-0.023701820781240977,0.0294187464681179,-0.023002200812331414,0.001611323552552063,-0.01501664422862766,-0.046914237685719784,0.006763153614034042,0.051357385474728276,,0.0035639839294436503,,0.04895638079251458,0.01875141816022413,0.06641687927605541,-0.08526108208159519,,-0.04320360548217574
NCAN,0.028970124636645007,0.05962124519682204,0.06277767691629803,-0.03881559890373003,-0.006731969852976153,0.10995274306519416,0.05209755776149368,0.001045308054787063,0.01152343473858018,,0.01951405046750335,0.02858509905242386,0.07843880352982521,0.13585848566259767,0.025650319799193466,0.125307540043584,0.0032923794417015493,0.023308552176660564
PRG4,-0.03891299889966849,,-0.04823173596722835,-0.021279651056567844,-0.022432434377833443,,0.16049581904387564,-0.01888476746961262,,,0.03270810825633219,,-0.017720999461928424,-0.028370537553125567,0.055783797039146286,,-0.0008846191391275938,
ZG16B,0.01579826346813596,-0.015969933020872993,,-0.012712852606853266,,,-0.02535235162946671,-0.010095674769840985,,-0.027817257950061736,,,,,,,-0.016154002988986272,
TGM2,-0.03955553528277546,0.020761716770707324,-0.027050159823370487,-0.004484256309437972,-0.05862975425249125,0.046935800485745326,0.04731085964959125,0.023060671870551643,0.06309659147536449,-0.029790811741807872,-0.0326285248655064,0.0046082149179334985,0.06538077687370095,-0.07404531547230839,-0.024162403890096176,0.05006206405300022,0.011960825643912845,0.06799824543269235
VEGFC,-0.05237711859071627,-0.02050600899333052,-0.06413972516785564,0.008658249200928851,0.01960194978568104,0.05279120479690754,0.006480116256857957,0.12059272261189324,-0.04683865047194761,-0.03411100978295369,-0.0032084561061058972,0.011945146197603016,-0.0048530035722052466,-0.024056733871276673,-0.020871918671832516,,0.08079875706485523,
WNT6,0.06552703050395108,0.029816594690549963,-0.03910039578767867,-0.029432497440050623,-0.030909734900192744,-0.021756071761904795,0.0448948493915962,-0.010467321189922723,,0.029606596770674315,-0.017423399857046065,,0.026646407707292593,0.08223064939106454,-0.01241258447240919,,0.0014581818501005388,
NRG4,-0.002362889199001019,,0.030462408777469238,-0.0258983087920601,0.08606853942967521,0.01421874664179069,0.01175913465584078,-0.01939542586815596,0.0011871723202053835,,-0.0232901057097946,0.059070118743703555,,,-0.01824203087600165,,-0.012955412236880778,
PMCH,-0.032551305668502895,,,0.03402872792337413,,,,-0.01477727166947297,,,,,-0.016156720863407414,-0.03782116723119185,-0.014123775647310634,,-0.027936790416335868,
COL9A1,-0.0219362336342549,-0.026848531951675858,0.12215876482616407,0.018480889753672403,0.023232270482101892,0.1803184032013898,0.00892910272474962,0.01629562303861375,-0.008809203734945014,,-0.026538521770548388,-0.05246458624285127,0.05055261213153056,0.11357506812769187,0.04531794472217051,,-0.02803569521576328,0.10549725628753112
GDF11,-0.020522138568001648,-0.013457058597711374,0.07786143725710441,-0.02590978290164921,-0.01138649374200093,0.0351456031192387,0.09030118193167033,0.02854277579318279,0.02015162045368146,-0.0024967855634888533,-0.01998192109647756,0.09020567025573471,0.0010799915872639785,0.032091170557488134,0.040556019250435546,0.06398263159017528,-0.04300827814917974,-0.03639227580211871
RAET1E,,,,,,,,,,,,,,,,,0.10397167771997409,
IL24,,,,,,,,,,-0.01754146763487442,,,0.04139064973273644,-0.03977693162615924,,,,
