,UKF248,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CCL17,,0.006228959387142923,,-0.01574220192947345,,,,0.0454593129686714,,-0.022580696794376062,
VEGFD,-0.02055991770584877,0.013814314142317742,0.010459026469960189,-0.016771984662095635,0.06506929688215791,,-0.021610477862423535,-0.016893073170700663,,,
TNFSF13,-0.015515173664722604,0.02567582853882958,,,,,,-0.009986789313407555,-0.015179421508807068,-0.036793360692254945,-0.028304849232775153
WNT5A,-0.036351431128537746,-0.013967445881553261,0.06920141439696015,-0.001388631810675798,0.06871368840208031,0.019655159704537233,0.03568993372476654,0.03240671796830327,0.05648872622507896,0.02925046333805151,-0.038203005947686906
CXCL8,-0.003398458976514585,0.061978873393077887,-0.047163515684398596,-0.007114769767191882,-0.00044230482526161526,,0.0010888845564141897,0.028259210464048844,0.008174015459255559,-0.022341779839330316,-0.003414502423231391
GRN,0.10183722053510441,0.028020557071427525,0.07545917201518801,-0.04388980351600828,-0.02584909287101114,0.06303016399021605,0.13526899985082205,0.014856707502145676,-0.046306797448127074,0.06403479891497042,-0.06015895359986729
MIA,-0.04096244954150899,-0.031216084516822482,0.01954479767499194,-0.0042790069592383885,-0.03952955943192137,0.12641983245013838,-0.07604502579749112,0.09440022782800911,-0.03445835127939233,-0.018217967608813054,0.00994125454199391
COL4A4,0.002864531162376435,-0.033703024172785215,-0.013952279720605093,-0.016435345857184425,,,,0.0027998357681304083,-0.027242748630446435,0.0010612361451396962,-0.03163495487696494
TAC1,0.008590620354626986,-0.04245703299968642,-0.0761621507851723,0.003513964351853152,,,,,-0.023321807249129925,-0.014734670476837262,-0.047374129555203905
RARRES2,0.00835700380927043,-0.02645756208077635,0.11215550066497842,-0.0025344222578911045,-0.07958123140937798,-0.06571521265149326,0.1744082822360361,0.07999991759692442,-0.04558301104582174,0.03959496703773951,-0.012802797971176392
FGF7,,0.06710365054121215,0.039963637839081745,-0.004392249632895466,0.06711645190695416,0.02670456543925979,0.04916247027516796,0.05955528880725373,-0.023000165875791154,0.04332994916453637,0.03704835160309076
EFNA2,,,,,,,,-0.01605573551231141,,,
HBEGF,0.023244885799534733,-0.020182787982100877,0.07562156773583285,0.035883235907810694,0.0842406622562751,0.08286337378233793,-0.022377018807022503,0.03641941969953175,-0.0020501935571634053,-0.01797051205138466,0.06328453466160205
CSF3,,-0.025227942738219114,0.08817855727373264,,0.011033049130818099,,,0.065814853349846,-0.019379406125139935,0.0105674017277472,0.027102511212382007
PI3,0.04128693263844212,-0.00828108293938124,-0.01662135489162947,,,,-0.03082193935037639,-0.006870530826064588,-0.03887388809184406,-0.03434516561674632,-0.05686385147814621
PCSK1N,0.013990419561523939,0.009955972497607064,-0.04808161938592906,0.054861028457885624,-0.032918103230333354,-0.025419147798046566,0.07705365980692676,-0.03259348248503224,-0.03842567211072179,0.017128424218762945,-0.013468867301266573
NTS,,,-0.018143343784244495,0.11219048810846144,,,,-0.019560866930408562,0.017886571691943107,-0.035206037696439325,
SFRP1,0.002739929418466387,-0.018468091844534986,-0.0062342458349645856,-0.01902954634456673,0.007008800444864426,0.026703981166527127,0.11227231585715305,0.038206808777506075,0.014701681070595732,0.038169360991129754,0.005870186841691851
CXCL13,,,,,0.08126392691022465,,,0.02464676845074532,-0.03161184416446907,,-0.008527797030541902
MICA,0.06965218900668345,-0.028211423648915247,0.030424790387715478,0.03219532315762594,0.018142756468675515,0.07815952607825466,-0.1094429678472287,0.0673616229555497,0.016604744549327952,0.05579727479449735,0.04675711876979844
TG,-0.011557363864207859,0.03782922991761333,0.06831567452379242,-0.01585967270403064,0.014496235294602066,0.046634678398591416,0.08161167286448275,0.0763040430927682,-0.015949549036200612,0.018117997737206886,-0.029744929713091506
ADA,0.038479054778923175,0.038543935283662685,0.03616491135590117,-0.024066897359003796,0.06876428482773782,0.05463630868238197,0.030624400887494328,0.006301507092886119,0.00036540005308270587,0.023924352829155254,0.026981714164847334
LAMC3,0.12109461137152348,0.026682739847647328,0.07530317800115155,-0.04097406271184777,0.10535628120892335,0.13148871940604231,-0.02646077182748905,0.059560159694460574,0.033828776054761846,0.055728308234625705,0.020260400144848836
CCL7,-0.013077840363993955,-0.014409356044953305,,,,,,,,-0.024912837248026225,-0.05634770770404369
NGF,-0.02245400247137523,-0.024188856160098797,,,0.08400845935818263,,,-0.015839919415089613,-0.03327020535719542,0.029657802578440452,0.04846988159262599
TNFSF15,,-0.016045522708631903,,,0.00044993775057844204,-0.03510448692335656,,,0.04980968831556242,0.03296603379850659,0.0961933521546304
HMGB1,0.04750604235168593,-0.0035101616544437595,0.06852011737960265,-0.03141788929261051,0.0873594426757027,-0.011070199541653253,0.040347639593574236,-0.08671594400754445,-0.03332896059150541,-0.05372840295777161,0.0121110065724449
ITGB3BP,0.027298454907356114,-0.00041344837084944053,0.09424843909763704,0.037829551730186046,0.04499727847317271,0.06928099366239068,0.06785433624166626,-0.022023734489257343,-0.023189502610707437,0.05514832463297285,0.004218940896033265
AANAT,0.0166953879114546,-0.01459978619105926,-0.013315041011115759,0.06420565960080324,,,0.03263459790676589,-0.0018572452815884457,,-0.026358820727990034,-0.020318500150423763
RELN,-0.02236881832134429,0.01959125240265169,-0.0005440687363991229,-0.03140185334233633,,,,,-0.014536104245657822,,-0.05425762719926506
IL15,-0.02317292745634162,0.020863771947684653,0.15638738259944956,0.07685875163730134,0.02412335899462319,0.06489222923839941,0.11522217702698326,-0.03917269423475769,0.04670194059529431,0.008411572704554242,0.02976562787452303
UTS2,,,0.040573317900687134,,,-0.0648777237590247,0.0036425460789101002,,,,
BSG,0.013037221043279252,-0.0019139549515136656,0.015561117000886686,-0.010446127706052034,-0.04966878827871196,0.05914549474389422,0.07416851638085112,0.06874118143715431,-0.032955730096287245,0.0226978271867478,0.01845177243953716
ADAMTS3,-0.05778195264913632,-0.03166943672101151,0.04617307879972716,-0.044560105996549776,0.08546903166867673,0.030245600706271105,0.004994627799033962,-0.021994867000627576,-0.020858062324176453,-0.02918532210791681,0.09164604657652688
CD34,0.07615821472875345,0.025076353747897445,0.05268043326656491,-0.0034693514886912965,0.076315000968598,0.03740734197280725,0.044937328173049865,0.10994228177843511,0.056445340573429204,0.03129121590163595,0.02289946492241358
CCL23,,,0.009773617575716893,,,-0.033124927838965236,,,,,
PLAT,0.06942548880055271,0.020368578341039847,0.0786967177841029,-0.016135778452198896,0.02652232150420833,0.028648797801281496,0.029089790578771955,-0.04713911114983731,0.010818730860922445,0.02499076534207451,0.06528940793506387
NTF3,,,,,0.013651188221478544,,,-0.012020264197283075,-0.0008376901512105962,,
LTA,,0.08975255317664696,,-0.0137364629875347,,,,,,0.011442644097680432,
CKLF,0.008851650722541488,0.0043154540791634916,0.12091721552846721,0.06779468156268502,-0.01934014589735544,0.014823867776693688,0.08170353641798983,0.01638666252582916,0.027369408204826688,0.002698806399419738,0.07709349393786372
APELA,,,,,0.013141131273713245,,,,,,
CD24,-0.0033837759032914858,0.015684137131136106,-0.0067967024451307785,0.05353709803876682,0.13094203047779696,0.016927677116869322,0.08440566270612673,-0.018823494904781378,-0.020052127286765455,-0.0398484016930071,-0.004230900598878062
HSP90AA1,-0.07944409630539999,0.03217199818372648,-0.07689568942201223,0.036847978077997924,0.0038069242821124265,0.008706324824302107,-0.03417830342236572,-0.0829885725110423,0.0004667008051809173,-0.09691057760296166,-0.07992521399838054
BMP4,0.11763710888807079,0.009636505321886977,0.026639136752083,-0.039400164885419316,-0.04637310038718891,0.13052927594406832,0.0019658746455307467,-0.04543450317571522,-0.031039823282504864,0.08713271610187784,0.0008353964928623038
SCGB3A1,-0.013077839056227392,,,,0.0361466178590748,-0.04087882208452849,0.08827661695489368,-0.0034912327490068933,0.03700225765510618,-0.03572257693375912,0.061887055515923245
IGFBP4,0.018545848893105416,-0.01843875826049478,0.08475916328402476,-0.006609862222713991,0.08479518720773645,0.07356505975643032,-0.03263033367529866,0.01661392163433155,-0.001962246887569482,0.06402039157865876,0.01814080414964322
RSPO4,,0.06497304679582595,,-0.01597634270908394,,,,,0.07276353977710044,0.06574460832053194,-0.005861465149279047
LEFTY2,0.04967630427994302,-0.018109205930400798,0.1228775188004809,-0.012053976926044718,-0.031530362191706164,0.015105339087671534,0.05502756091386411,0.0713496461104035,-0.022888563526730587,0.03188349678772374,-0.004928589549923823
PF4,0.1658120442401674,-0.012571879267980481,,,,,,-0.014716193187386893,,0.044129903910739655,-0.020070241072399964
ANGPTL2,0.08767555788931254,0.02330330526591546,0.06666181772434014,-0.005422468864429449,-0.004678601895273893,0.13673721540178535,0.13150671920229462,-0.0023568558914186305,0.050418332457686885,0.049930595047228084,0.056019378872701364
LRIG2,0.012850680940448847,0.0249552162879427,0.06234632249947942,0.012701116041783781,0.026893683704759135,0.0034908264293786197,0.04219379537897398,-0.008009377837981141,0.0697959311469136,-0.030291971327795028,-0.09429389641952589
ICOSLG,0.032354533352850524,0.03455347242235505,0.03400246333089234,0.045295026086404254,0.10390225953056542,-0.0661508072171709,-0.05773272851733002,0.03163305129725496,0.028899951049992174,0.04454954227356634,0.03072432525911159
WIF1,-0.024410100649574856,,-0.010773190166756862,-0.012328565258017992,,,,,-0.015645713584803086,,-0.036828463553608415
NPPC,-0.002688937656278284,0.009545367931048956,-0.025274729099300678,-0.02404911358008346,,-0.029267010610559883,-0.0773711907158266,-0.013206695330160082,-0.051034538984673125,,-0.04823342526531589
LYZ,0.03629693751082725,0.04138026577834439,0.12318563267085218,0.008714095446899437,0.056694639378290626,0.08145554749962897,0.057136455895809894,0.047849811662653396,-0.04431681098389834,0.05446245305460626,0.001885141982102376
EREG,,,,,-0.0368698373349038,,,0.08102349852276518,-0.02096285051753423,0.033224416546528975,-0.023106792937841243
SPTAN1,-0.0024080187812122213,0.0027340653500320866,-0.04210252117070967,-0.029631766610163316,0.04244604681549936,0.0006061783032185408,0.018880472705223257,-0.04319684910045684,0.0024112721938885505,0.00036179781010182234,-0.07129034589418537
PTH2,,,,,,,,,-0.012853506813677572,,
LIPC,-0.016608544068176436,-0.0225926033648473,0.012054300861294718,0.00758760106073274,-0.04610099531072981,0.06192105431320723,0.052030236716362165,,,0.08857087219290348,-0.031298339568536615
COL8A1,0.026610631086590408,-0.002853940514221866,-0.013845347697822417,-0.04162272478760892,-0.10812873224774996,0.05016026652623339,-0.022284855363976945,0.04853572080840405,-0.048794631217148464,0.10498202382000228,0.05746535180081609
GSTM2,-0.004946275633027624,-0.009007654936624402,0.0019995295373861272,0.011070369864443291,-0.03054955331464767,0.03662725462440312,0.006884660547366237,-0.009940463688797509,-0.035732124784100025,0.014491332869576995,0.04116832230291362
IL4,,,,,,,0.0746938402020006,,,,
SPX,-0.026861696066442713,0.06861193520981564,-0.04669706760936819,-0.008666036067829149,,-0.03879903677694146,,0.09080475272645917,0.006992429763121481,-0.013133422724513568,-0.0498830243737151
MFGE8,0.06641904937401462,0.0030626257385832534,0.02913566945014097,-0.01732688874877703,-0.02914837120492554,0.14600728517380832,0.0007002702889549258,0.07934438683212929,-0.006806397227728942,-0.010017261765018617,0.03575939750372738
TGFA,0.04906285632936467,-0.014558437208229615,0.023053549180700697,0.03189028600400127,0.06390494347189608,0.08986269274820478,0.021580946011541976,-0.0008418881310608458,0.01853499412101789,-0.010779749240087583,-0.010145373399972969
SLIT2,0.055934284230929186,-0.014088082161466717,-0.04424384160197018,0.027837154680967233,0.02703241572452497,-0.026711291414711697,-0.012252021701950408,0.05564259917241869,-0.048568224599428694,0.005821016095677419,0.02050299246820788
PLTP,0.024388529196227395,4.6343359504151525e-05,0.07568638500614189,0.039787656183423586,-0.01771273467402287,0.04312984323001834,0.08337064628876277,0.021306736695393538,-0.07184796900944106,0.024137395580454152,-0.08798179174889036
APOD,-0.021191527208979273,-0.029806578239615217,0.045023325989691956,0.015668820988936395,0.034748410724646406,-0.09059340268502532,0.1060017986679152,0.0679721525606068,0.07335604858006887,0.014913990143924454,-0.011259541372063978
B2M,0.0858376321861528,0.07713693031525042,0.1489396923731753,0.04404556285415126,0.06031637892150281,0.08525617822415839,0.1622465504447436,0.011195143077891986,0.01672210234916565,0.03466837475918631,-0.0017202372748772506
OMG,-0.04593685120832397,0.03189373496012759,-0.05813631877797169,-0.020655974899943443,-0.023349870561483445,-0.049007261737935286,0.06036608382701859,0.020272478345078265,0.0038437475298823322,-0.018406675248748044,-0.05865922399653861
CXCL3,-0.03350122052771915,-0.018127283922413827,-0.01748201235424879,0.024094292238817126,0.0020189927074587785,-0.03016258940837808,-0.01222930128318756,0.05079968319405523,0.03464762328014832,-0.01912183691151794,0.0015564515203420227
CXCL10,0.023125631566038325,0.06128472583940877,0.10897242399143953,0.03640299485410584,0.03170882081870951,-0.05444886297353195,-0.03228042308627815,-0.01973868123701542,-0.022997525842452047,0.024628634700155524,-0.04648778516368168
RSPO3,-0.0177645826869453,-0.014599785112300359,-0.02186400336199269,0.02260056490324478,,,,0.02351122997767981,0.06042541213346459,-0.025281658339124716,-0.033556831337932386
CORT,0.009615803702331694,-0.032741139160855436,-0.037840556319403,0.08354843873972029,,,,0.011009890053279967,0.03797487372916366,,
NCAN,0.0031321257161678433,0.004824218366677176,0.015750428852092397,-0.0038352322745245945,,-0.04431414590139436,-0.09020656975175836,-0.012366555881490632,0.04050404979019184,-0.05414444338181732,-0.045515838702270245
PRG4,0.015189776130828945,-0.014409358290437548,0.0018954273030552396,0.007438538311526095,,,,-0.02272327084765531,-0.008817048340763899,0.05705782696306396,-0.027935041258053177
ZG16B,0.018791233484809013,0.018239557196301236,0.017296285076788518,-0.01091486681885608,-0.004248694372181952,,,,,0.02035009233144057,-0.017121974034902083
TGM2,0.0632130464544014,-0.030269153980181467,0.09863814392496703,0.008238037785325556,0.033873044409999574,0.0767271788710099,0.08020586030494913,0.07606407171809292,0.02759013084317178,0.03266505857435943,-0.003180152054570708
VEGFC,-0.01030954369941621,-0.025681334719529082,0.00530933217360656,-0.029391043455883014,-0.0367360422180293,0.08713168478252702,0.08899300287287262,0.06347856195243749,0.04957338964332184,0.022860229441623574,0.07223297011453404
WNT6,0.08944164142579054,-0.019929997905918585,-0.018625174210104928,-0.02429064679792948,-0.005359892827828177,,-0.0356172357100497,0.048935705448152185,-0.022337010959215964,-0.038071113685810974,-0.017692136140940985
NRG4,-0.0120451501059815,0.015154139247951219,0.041776657258261046,-0.020969226433316734,,,,,-0.005382000193700007,-0.025281661172595442,-0.026606259155083675
PMCH,-0.01388268371806173,-0.02429901169393532,,-0.015976341938052845,,,,-0.021606670607486684,-0.012796411096275492,-0.014263823360394067,-0.03407314395055489
COL9A1,0.07353072380646457,-0.018315958013792686,0.05420676719463165,0.009693916628413346,,0.04967243337727559,0.04272826487129056,-0.00865820748902726,-0.011485226732033855,0.010731577777565237,0.017672439774949582
GDF11,0.015854449107307867,0.019276856513853326,0.01814301292955987,-0.00628016735610849,0.029918870726871834,0.015738881136043523,-0.05276108745522996,-0.05419837418211141,0.030478976248844936,0.06036462315405645,0.025742831616678247
RAET1E,,,,,,,,,,-0.0277338026752891,
IL24,,,,,-0.01096859354263198,,,0.18619564614883344,,,-0.02974491263272257
SORBS1,0.0064310469524357415,-0.02083812810734816,0.011581166464798318,0.013905882716548214,0.007008358825503996,-0.036247979428838735,0.002685391065210091,0.029778941890950872,-0.0006930034422764282,-0.05699684951581845,0.0016311159797837377
DLL1,-0.01868287955224929,-0.005478666004453178,0.04406924150585526,0.021165818959253416,0.07033567779683435,0.07455032040221403,0.02239328749044246,0.010679270790949045,-0.020983243157285416,0.05704741216595694,0.018359076499442552
TLN1,0.09225043431413468,0.027268411146468687,0.019384290763789672,0.009916607807590216,0.09172149668490898,0.09359949297250014,0.03017206211379285,0.008139919798239557,-0.04551188292559332,0.03150944468346954,0.04182370429896237
COL2A1,0.06507765118037306,,-0.017482018303571347,,,,,-0.013968148115014806,-0.012159877160716842,0.13483244224693233,-0.02397081142149446
SHH,,0.02390181230151001,0.04241609941833976,0.04019381720092139,,0.020638660457467203,-0.03787615634148477,0.08726448692920982,-0.05211233770985588,-0.06616761039850882,0.030471004005136745
PON2,0.02646812305131904,0.04444846477382077,0.09377836538642453,-0.02373046022470165,0.09809191225072564,0.11348949991838149,0.057313512396515096,0.042279490947893024,0.03417070093779837,-0.00017407451229064965,0.05964819392004117
ICAM5,0.00953760194800193,-0.023337557205829272,-0.03416157215821737,-0.0007142126854821465,-0.024829167066958542,,,0.015308230913247386,-0.02746974142254602,-0.020783847091458904,0.015425699311799553
HPX,-0.011768420344106098,-0.012088589285155459,-0.02545746082926762,0.17142791275519265,0.03524369930790461,-0.00443184644755305,0.2199537579730718,0.04464197786525312,-0.03542104901068789,0.004861899557009689,-0.042460506766290325
SFRP2,0.0019349327763016808,0.016966370965132177,-0.013952275612165641,-0.01785196063904054,-0.025885910356540802,0.030231142818003456,-0.011404554869230915,0.03619055592409359,0.05386332878629659,0.0662653157289245,0.08297839027608456
CFC1,,,,-0.013736463817700115,,,,,,,-0.023542353056053678
CD70,0.1246305491584041,-0.01912059369211588,,0.03995870714559489,0.06631257829482784,,,0.08933395234200506,0.015689099474829774,0.025997688800444087,0.13290267104722903
HP,0.0016428628853273426,0.0061498842052296,0.026626942281634345,0.014172105510722849,,-0.017530469112263757,0.04639426746132649,-0.03925951757282902,-0.0643419019987408,0.00776822257725894,-0.02916338455182221
CXCL2,-0.058219916449800825,-0.004188609904398698,-0.03651006752409,-0.01697042694471557,-0.020633798175739446,-0.05413551728742044,0.15974076027234915,0.033461096133994166,0.024882258150449803,-0.02345504321593463,0.05124695572353795
NPPB,-0.016871678116104512,-0.02421858164855727,,-0.012028206362738613,,,,0.00011155967357990377,-0.019125558952059318,-0.025645429635420897,
CCK,0.005353902489527226,0.026068559638533613,-0.07469672564278618,-0.03269673074630426,,-0.03103469390991314,,0.041056880788404686,-0.015516557521110957,-0.007482935837442628,-0.0748885736231081
SEMA6A,-0.027952276656763378,-0.005784849215741137,0.022623913656555725,-0.015028672768909186,-0.027201659576924546,-0.03226350804694561,0.025693470727534574,-0.06197995398418455,0.031871662457089125,0.0023056519068938397,0.002393449335870979
IRAK4,-0.03965375739279815,-0.03495634576217448,-0.012804048639747607,0.07274034887318857,0.026608695414038968,0.03191637683518668,0.003749120208162465,-0.009731190087739951,-0.03562262762969823,0.045222074442093245,0.013770053013796909
GSTP1,0.010737483002793419,0.014751584053293125,0.11919924973601154,-0.004540892989913045,0.012151998164025771,0.0009025187681012995,0.12047081794039026,0.07060870315000081,0.04875268256132434,0.046576403325973785,0.03238855080805706
VCAM1,0.024180427250248864,0.022571784822183888,0.0996696542789602,-0.039994802555823356,0.022494259535703495,0.04687394443835515,0.07532454014829448,0.0788267861948834,-0.03633862145825149,0.11450222481729257,-0.029555143051091266
NXPH3,0.044713297347678385,-0.023320609570400875,-0.01894549282598285,-0.030670570727809276,0.06421829287269175,-0.017020807509153683,0.07388437157183732,0.008036920775458409,0.024665075864006805,0.06602682536919241,-0.004146049428387049
MTMR4,0.01245615940213728,0.051968368404357514,0.037069600399049336,-0.018239125860872413,0.0822355320099839,0.04896230068767128,0.0677692385234372,0.03331934981660963,0.022153819803530282,0.020190715459458546,0.014625909816719731
LAMC2,-0.013242503165089181,-0.015662749933975352,,-0.015142169893645226,-0.017453808186853065,,,-0.019018339867527025,-0.01242091292517195,0.004803605401643242,-0.025620837959743556
IL10,0.0318729887508645,-0.0049313954872392774,-0.02294031132614521,0.03260589519336666,0.019115564629987224,-0.05681665855608992,-0.015413590953069017,0.03283595359398725,0.1550269956153348,-0.00018912294400049806,0.03853884060877408
SEMA4D,0.03337922046449746,0.001676127286997241,-0.07397358197801886,0.02789422775940639,0.08196676360734666,-0.01845091863348627,0.09480071218557137,-0.00942252848029681,-0.0019092015175944047,0.11742375590423534,-0.031816863258193454
TRH,-0.05607452199231739,0.005025731401836818,-0.014605979850850723,-0.01863953720297207,,-0.04137468587250969,0.07980293017219088,0.005258115217909935,-0.030723927255242815,0.02976093798049662,0.006745535540503646
SEMA6D,0.017193166447145868,-0.030410972978507658,0.03430568558002216,0.0008219646733620387,0.007192157943860823,-0.006318089029883178,0.06421603603147259,0.05844489678960825,-0.015594519909487988,-0.028083589193484634,0.07669718197745076
CEL,,,,,,,-0.06829981232638391,-0.023643052257709487,-0.019059798548682474,0.10432469329676519,-0.027372369923255244
PDCD1LG2,0.07672578055710597,-0.02019765630637281,0.01564623303962439,0.00497182158775843,0.09468614828995495,-0.002086984851062934,0.039642809276440365,-0.03565608032636915,0.017209786927669776,0.042351488348359695,0.036179578416305126
SPINT1,0.02691328260302411,0.03758725420118137,0.0038629244175037896,-0.005228093762929197,-0.00585567011519387,0.08958700187538111,0.07942078989010172,-0.0049942631705525405,-0.014633073606196206,0.009767701404636795,0.12389127316789043
CTHRC1,0.0625570864964636,0.04046544872405064,0.0926646940165267,0.05049133971979695,-0.027577308359881023,0.1254104778205499,0.10243637028631111,0.05512437367657064,0.006185158938868792,0.04620127561254002,-0.004862389143880816
PODXL,0.08302447277134102,-0.04397150548211297,0.08813427826206191,0.038713245384496046,0.01380201257407328,0.18005892036321874,0.06628213234023944,-0.010604385140332231,0.0059150657011510935,0.025419868549889823,0.07442797626887501
JAM3,0.005778739591267856,-0.002381614423120499,0.06262699354545025,-0.03256665476206742,0.023148061938146718,0.04567646078681863,0.04656656007673871,0.0057140818003672605,0.012670007015249885,-0.023255614332339546,0.0535708496688917
TGFB2,-0.02987896552799381,-0.07251338838348663,0.10430811258661193,-0.010645536785073831,0.021831130328982325,0.08150649204552401,0.0012879781333286029,-0.00467684611223485,-0.02805603211268634,0.022314949159991233,0.005663242972053436
COL18A1,0.08855196815257584,0.016577790186271504,0.07688582145543375,-0.00936601871110626,0.09762924776224019,0.11390995371136868,0.017391797630066996,0.033420809292597546,0.0003833405019362583,0.06776672924965861,0.02823015777584885
NODAL,0.06084354936869076,-0.010085687889542163,0.049725218152817295,,,0.10241810300301471,0.10319732933173613,-0.017888126758923522,-0.014204245515621064,0.004583884446984429,-0.053372345315508246
INHBB,-0.010759376222107134,-0.007427683941785089,0.07811362709483441,0.014798829686487207,0.07051828977269615,0.05270322047327107,0.0028780904569941754,0.0408644928756898,0.008079682113421334,0.01783407233065767,-0.01042101060372416
LCN1,0.0879079322288342,,-0.01534148510770276,,,0.12679288377206555,,-0.016893073170700663,,-0.029047879990875235,0.09231176621192952
ARF4,0.04742520976597825,0.02328643767948457,0.07335112976650841,-0.020233267615069137,0.026439452403923626,0.05202577139676275,0.021847038560025175,-0.009450121909668699,0.029401868213456406,0.014752924859836019,-0.0029920107803830327
CXCL14,0.0647428827303746,-0.07296560740106375,-0.026705946605836264,0.02104158504674811,-0.04936663477646692,0.03632906631191816,0.08655052213065116,-0.043243355369721424,-0.06573247716576394,0.010855670310215358,-0.007460376397169605
LIF,0.01271876979052527,0.058038336841509344,0.14330569035248025,0.02055267517112977,0.0887281211458568,-0.003521844876439784,0.01678993053078832,-0.0076467736187565095,0.048347309995502144,-0.03528206668255072,0.09268940546512579
IL17B,,,0.08645650840250703,,0.01357741828393936,0.01438171005233811,-0.006545989480214388,-0.011671928865934962,-0.01767140130867556,0.044117149574889616,-0.020318496069912928
MMP1,0.05510176560442889,,,,-0.09806374063485958,0.15817752487390985,0.12185291189403784,0.002749059292658565,-0.012796410082878032,-0.030198253085036715,0.052857306887779745
MATN1,0.05964480016502531,,0.07803507883544805,-0.012179271202713227,0.0029367748695307205,,,0.010176252050072577,-0.01821227616281758,-0.034935252913536816,-0.018516449497673754
ADAM28,0.0532124192861132,0.00469894272944039,0.07758479992229621,0.029321883960082198,0.011630435125747126,-0.02138596405814694,-0.08933327055750738,-0.03438613411575729,-0.06896050595812836,0.11050360980468496,1.853859454565901e-05
TCN2,0.08423084721908389,-0.01382208873323317,0.12298054093024272,-0.044710897115871,0.015077223471561669,0.08484704159128507,0.011909536689264486,0.057134453142439375,-0.021805529583994475,0.03245686886529974,0.05320436754984733
THPO,0.00899467447824397,-0.010384289017004411,0.1325635118005618,-0.025003515678155938,,,-0.020026082944014752,,-0.015798306018270734,-0.016110493217021023,0.10436196994442831
CUBN,0.016370282493610753,-0.013459028013448471,0.14287554240759215,0.018802427809389514,0.07925161554601912,-0.010367020866906116,-0.09484868496198966,0.036855145441556304,0.027207231530307435,-0.020014573874185183,-0.03795457253261827
TIMP3,-0.017509263836340067,-0.04079057813159419,0.017415681537520412,0.022482133160883967,-0.026485249878356498,0.0018846635239911913,0.07879389352251798,0.007424878870730171,-0.04899833673412184,-0.0160793683901779,0.05597967633353211
PIGF,0.021546912610811472,0.02245137043811038,0.06622010439687567,0.0032248828731981363,0.03263617539131206,-0.03310258148464348,0.13151336344225428,0.0510432339282115,0.03983867593082133,-0.013039522940708164,-0.0094006012631972
CRH,0.006169085494179294,-0.016889373591060384,-0.023591169840935695,0.04122587590466766,,,,0.06354738408920539,-0.03196261674129693,-0.0009255323815016708,0.011145426022216352
