,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
CXCL3,0.07445818375530808,-0.016101987008860348,0.03835418451028182,0.14716894402427774
CXCL10,-0.009665714910167857,-0.02920091263152102,0.01351508092763893,-0.056558355071626
RSPO3,0.05156487751713542,0.02964713100360527,-0.017428892778640646,-0.08490141257309879
CORT,-0.028639467036902667,-0.02536034367719516,,
NCAN,-0.02830191960698797,-0.07326896290576237,-0.023147107215370267,-0.20007284217865276
PRG4,0.004463404089013087,0.03782584299505204,-0.03948113929207925,0.05467058400814345
ZG16B,,,-0.02173195359959474,-0.015513378425853402
TGM2,0.02741016362815312,0.013598346753801123,0.011649837776864742,0.059235754452496764
VEGFC,0.08079524883166422,0.004944102760800824,-0.0032658844946322507,0.052165850317012145
WNT6,0.010733061138603991,-0.028362229482327975,0.054570164574445176,-0.017512752408693093
NRG4,,-0.014518206520963967,0.03128141418768612,-0.015295561182990053
PMCH,-0.025529202502550218,-0.0162481340375146,-0.015631808730925165,-0.038706310838463404
COL9A1,-0.02136099760009435,0.030205938610025244,0.05007313917686359,0.08139559218114926
GDF11,0.020102668591094348,0.0071350423475352994,0.06936397891391942,0.01514030538607406
RAET1E,,,-0.019119373685370585,
IL24,0.0041524763420075494,,,0.004227883199161704
SORBS1,-0.006918951609694462,-0.025895440098169343,0.01957298733069124,0.009447979536188054
DLL1,0.011615207227055982,-0.02818407500807249,0.05460800867284651,-0.03718458408890319
TLN1,0.0640238600786636,-0.03261378201627451,0.07892098436241703,0.15155040883943188
COL2A1,-0.041610727856181244,-0.034229311978499405,-0.025364929796024192,-0.020701641346449667
SHH,-0.035430130131166956,0.0252998972588061,0.02319030535852435,0.11504568799183841
PON2,0.04865151918910005,-0.021651479705400566,-0.0817535203327135,0.03260255750724173
ICAM5,-0.03499387105019493,-0.001608573382898107,0.11068599383177344,-0.08472139067270139
HPX,0.005938593850200155,-0.010685267295985684,0.02611384078518772,0.06580879608627534
SFRP2,-0.01637508313188681,-0.03083682454060628,0.08922875464420729,0.11652599798403732
CFC1,,,,-0.04357023511733776
CD70,0.07030897653797238,0.02589357933848815,-0.026590928075260825,0.14445536191499678
HP,0.0213745420653399,0.07134985141032586,-0.02607172024612337,0.008054150295090344
CXCL2,0.07717708541468472,0.003530879773893783,0.046934208550645146,0.16109288776558192
NPPB,-0.013387473197922157,0.03577087699807697,0.12462383637909547,
CCK,-0.018149580397417445,0.062400041438415155,0.012462393296351485,-0.27699675382864225
SEMA6A,-0.015638655265263517,0.02579337942053851,-0.05013839893337526,0.05510493875737016
IRAK4,-0.018323914729520798,0.02402500986899582,0.020765905348020475,0.06649051548327742
GSTP1,0.03773135709264477,-0.050936789791167135,-0.02437943947690722,0.13441627642700657
VCAM1,0.05906067763241543,0.033269873066520426,-0.013287240513249988,0.08458893413754566
NXPH3,0.0799475574798989,0.018045934723015966,0.035475040056373856,-0.01116889391815991
MTMR4,-0.01216263995218913,0.031555359580852115,-0.011154726822374256,0.06118763248239962
LAMC2,-0.0041412654198020845,-0.015771348431845234,0.04619639397295937,-0.04741692264793353
IL10,0.04409489555309122,0.021450647764185052,-0.021484169470708567,0.09088102867700272
SEMA4D,-0.015590273540924786,0.02497600492910471,-0.04685389503047566,-0.07544385235950862
TRH,0.0268844210538538,0.025466591380442626,-0.019802418988171033,0.05351671480866572
SEMA6D,-0.06747625126467775,-0.028741169882127687,-0.06373131173102828,0.08571209166654228
CEL,0.0019923590805192154,-0.010247636438143345,0.06039807214977255,0.023091200810711733
PDCD1LG2,0.054931236685326186,-0.02807832612381369,-0.02589052999777592,0.06181051877508039
SPINT1,0.04988554754563081,0.014754137428758278,-0.012614708380325997,0.10920646528381471
CTHRC1,0.01963854914858321,-0.0032782984515381955,0.024906011339900783,0.018581718369670694
PODXL,0.006172264439022219,-0.04937209975281368,0.024828037871147464,0.10543828343391179
JAM3,-0.04761579028948256,-0.016180137110163164,-0.036098127876540334,0.0491312744861792
TGFB2,0.05452695180239536,0.03793143896303893,-0.013748519076517519,0.16973761292130637
COL18A1,-0.0016148737419681514,0.03676120612411627,0.06590215160368355,0.045447643463450524
NODAL,-0.028453868595749818,-0.018035719804809246,0.004671155756666653,-0.07251333043795537
INHBB,-0.028288747966621005,-0.00501548351549777,-0.007887404724618978,0.08394041072149322
LCN1,-0.015537419114806092,,0.0005950244399328535,-0.002086399237622009
ARF4,-0.01646930224657688,-0.01866864375272272,0.029642199346918852,0.04487689951775116
CXCL14,0.061127770188051385,0.0591264492126449,-0.05605884745101017,0.08497651107883866
LIF,-0.029060493466774168,0.025562348046690997,0.01515368106986348,0.2620924602463086
IL17B,-0.026337203931951093,-0.02243811135277159,0.15786308327109588,0.08451774059674007
MMP1,0.028716325814575425,-0.016248132750761805,0.0122245674608641,-0.019518704232575707
MATN1,-0.01459196874006972,-0.023124882593668857,-0.006491704944986172,-0.034268709513916
ADAM28,0.06421906370820724,-0.028160797573004017,0.02995021989865841,-0.028362426510664243
TCN2,0.010687508436328699,0.048918983653957235,0.020266915148645072,0.08546975075661091
THPO,,-0.0017883176549723942,0.02099227638779531,0.028477421134801853
CUBN,0.0007256636934190334,0.02982497970121822,-0.0009596595821001674,0.05858276471402587
TIMP3,0.006155604636588351,0.05300720486322961,0.053168662824657466,0.08248880972918787
PIGF,0.06971852859070338,0.020604702131923155,-0.007309242521198179,-0.00971366546729801
CRH,0.08647153443666292,0.037722107782703226,0.027526294659436734,-0.007313908605217905
BDNF,0.02793380680698701,0.018758998959264677,0.02722671218628635,0.13221635974108567
CCL5,0.03872847560071976,0.013817109535015751,0.05278953455286321,0.013599832185895774
GAD1,-0.019610056785910913,-0.01521752288216887,0.07266697928932202,-0.08384080629195435
COL14A1,0.03807511916133754,0.007062486084683679,0.029204264486864303,0.10010598628165523
HLA-A,0.04382400431756229,0.006849219013637102,0.08137897101315882,-0.014733416686397008
FGF18,-0.001081557292537609,-0.014823486299590535,-0.01980242057690357,0.021591462380905164
ADM,0.02816385009945235,0.059860301642863864,0.05691712935804366,0.252680137187791
CCL15,,,-0.017174637829022253,
GNAI2,0.022511127925716266,-0.013694341086632096,0.014759831173310367,0.12084297599857688
HDC,,,0.0517288510044222,-0.019652573563861204
COL11A1,-0.013773658426185779,0.06345867844183593,0.011720775139978094,0.1278687269987474
NUCB2,0.018760937392887315,0.028739086248873145,0.05255019994687327,-0.0009055757110217293
FGF16,,,,0.026304739486644236
CXCL1,0.030686146696873442,-0.013073702314649828,0.029037721014271302,0.18129780269574045
VCAN,-0.07272579808364563,-0.009686856745950287,-0.026361536712876592,0.052822135263633226
MMP7,0.10628103434910481,0.025128518767590067,-0.003201814412798756,0.0395042771476812
PTPN6,0.06474686187329187,0.02027829837073571,0.03031301501435211,0.07557988941352732
PTGS2,0.03850130610383112,0.05204277865961783,0.01654176619275844,0.12772734161759522
XCL1,,,,-0.027192151585308258
CD58,0.015911627317041724,0.05891810062421416,0.003947214337161093,0.052359876293298344
TNFSF14,-0.02490786921788948,-0.00784089151311746,0.03077437907108375,0.01069329163741782
CNTN4,-0.015225788140355962,0.003029015598672641,-0.02922371431843055,-0.05796622209449219
INSL3,-0.027700657042268904,-0.023461448704772365,-0.023515974837305435,
BTLA,,,-0.022738771853432763,
MFNG,0.021891035951049572,-0.005150143016750887,0.01652840586378698,0.040070681978978125
ICAM1,0.03408119305758756,0.035354483646523285,-0.02747945505419985,0.1392469631772617
PROS1,0.0020354566335461432,0.0024719151202540796,-0.013130475358507523,0.09410588935151774
CLCF1,0.034441898156639186,0.03849032753403177,-0.020360858671713618,0.24913747500675454
PSAP,0.040755236289348566,-0.04723468096234697,0.023673713221221106,-0.0781499782808819
EFEMP1,0.09361172142334565,0.025198535261305534,-0.03535566377159245,0.2502743391352591
C1QTNF1,-0.002370056525460447,-0.0460204365323543,-0.004076617467830244,0.20083676819453114
ALB,-0.03053955046187481,0.08579078231648678,-0.026590936373965767,0.1788861852116344
CCL13,-0.018489883299607237,0.10368816738797064,,
EFNA3,0.04647589925801293,0.013967536229636262,0.012397543646095688,-0.058507069501133414
DRAXIN,-0.005065128863235423,-0.03689311451388491,0.07155350511322228,-0.0759213712274802
RAET1L,,-0.028503472629116403,,
NPTX2,-0.002387912142343184,0.024289752700650195,0.03519579924823745,-0.017877358751785942
FGF11,0.0444220243464643,-0.08624479193765307,0.004190319425096409,0.12575201123494031
CD59,0.09519310705854353,0.005883453636403864,0.03212486752159294,-0.08682144719974906
COL9A2,-0.03740285512106801,0.00801505162852933,-0.019313437984394385,-0.008419541714197079
DLL3,-0.027357736752337058,0.03401477987673261,-0.05732648761331556,-0.09885940892596885
FGF5,,,-0.012900850955695264,0.19807495920958032
LIN7C,-0.003843234464917986,0.023969193224293632,0.015856821090497436,-0.03461625021668103
GDF7,,-0.0190727883643689,-0.021256859448093912,-0.041938553463691755
PSPN,0.028052316261056417,0.007413104722409761,-0.0013594742087841903,0.013678241782240691
ANGPT1,0.05015983141476836,0.02953745003241566,0.017357288245759064,0.024831502093163958
PNOC,,0.00963954501891549,-0.02427066911189004,-0.061404935386603285
L1CAM,-0.006056774248522158,-0.037985359217906,0.029943889137598084,-0.19030095306928135
APOA1,0.03423401143097105,-0.045550391998172596,0.03229298081793046,0.046544434188229504
PSEN1,0.0013923846148053926,-0.03136300385700736,0.047549376166022984,0.035864244572990825
CALM2,0.024650702222092976,-0.02289862803554144,-0.08165452026690767,-0.17022926638832425
CLEC2B,0.010252948329831943,0.03257628582302997,0.045508165038024316,0.027850564287187563
NTNG1,0.050331728951222995,-0.01489285180737834,-0.0705484434520659,0.035548340765173034
LRIG1,0.007617560998195118,-0.007432506614108269,-0.11040968799008583,0.07240532860082541
CPAMD8,,,0.09162166927812952,-0.022738830831242826
GHRL,,0.01617880872271574,0.06443588662313149,-0.001107624815375493
NPY,0.0089783139337039,-0.05304031416602819,0.02633377237900148,-0.13991534722623541
MMP2,0.00868828816118334,0.005035294822915682,0.042413035587900466,-0.009333721702848826
PPY,0.05760837781808334,-0.023993142975355704,0.05475717867884121,0.07991908564783616
ALKAL2,-0.0047997423586219065,0.02418170074042946,-0.03501863543507793,0.12207124707321085
CSF1,0.03948362674844627,-0.061254474243722844,-0.018769204757975003,0.1780346967625744
SEMA4C,-0.03065566539792279,0.07834856405451628,0.05753882499799222,-0.03454910000839462
BMP8A,,,0.09588469721148664,
ICAM2,-0.025448907493754787,0.02365218584220945,0.052648349881803606,-0.06794828375456337
SYTL3,0.03339904266840466,0.02318848554052075,-0.006989645625393312,0.16010010016441528
IL1A,-0.03587922114199219,-0.030422074581548823,-0.02597705686902088,0.04553515554115952
HLA-G,0.07870874791639067,-0.03459124577052605,,
PGF,-0.013596518378739701,0.061738755212951205,0.05439142069266599,0.0006537584451839212
LGALS8,-0.022131790501766044,-0.03149023763163744,-0.06460297826902944,0.01222459756682585
DKK3,0.014341513967788032,-0.03097739892933261,-0.01847647275364014,-0.2611934238372046
COL16A1,0.011527883968458113,0.009285017474349944,0.07676834480691916,0.009654411916732329
TPH1,0.07389988285036568,0.0600085446695801,0.03401022477114741,0.00602205237021189
TNC,0.034915822979597555,0.011997304619266246,-0.03945168456320909,0.15651848884778305
TNFSF9,0.09471598656293778,0.0625723853462039,-0.00677045854515036,-0.018822554430207295
C4A,-0.02058507999091796,-0.01927394231507705,0.03346362901243781,
CNTN2,-0.03170078323564015,-0.01492953456467722,-0.04174454508088231,-0.17020504130133848
F7,0.007115982534677316,0.00014433131934241773,,-0.04591254225825128
LUM,0.01810744851504166,-0.005535267660826329,0.05110629372460864,0.11835342918537235
BTC,0.11692560644253719,-0.018457107207091525,-0.011991997864924154,0.20493226382997992
APOC1,-0.06302272594234974,-0.06362566277039211,-0.014798216207234495,0.01124136991845699
PKM,0.04085960242188695,-0.006594554073487496,-0.012580432405102664,0.17161277642610695
TNF,0.02829374829809356,,0.06274627390520415,-0.00654561938015879
GNAS,-0.03950940393799552,-0.04635701382690846,0.02507547570716775,-0.2857221312777245
BMP8B,-0.009954392403985731,0.0006458906131292214,0.04544600321786121,-0.013017570973207373
LIPH,-0.01848989009973653,-0.030288434440704493,0.030114862578101913,0.09850122383436137
CCL28,,,-0.016389517198269896,-0.04355466656050655
PTPN11,-0.009829135604212441,0.0062534800220072125,-0.0028528274345634447,-0.13939620038890213
ADAM12,0.08486377589793352,-0.010090049132308319,0.016419515365899244,0.09973841946545145
EPO,-0.020080492856599946,-0.018247550095497948,-0.017428889441646944,
EDN3,0.031965988916652685,0.0040263161116340825,0.03488122714613239,-0.012125474333636052
CCL22,0.05681337320228043,-0.016011430843908398,-0.026932201442575323,
CCL2,0.11486087882740299,0.04567203454288381,-0.05488603717316727,0.29743897329829444
DSCAM,-0.027069999224289536,0.01435296378548274,-0.05966340500123681,0.008166036197033044
ANG,0.016240493735630177,-0.04129252945795569,0.03910638136115382,0.109496779503834
FBLN2,0.051098403150542135,-0.007262714640148205,-0.003142882833104225,0.10406460899977887
VTN,-0.02295337751032043,-0.023628114502108465,0.0001353251218421575,-0.0013911371187702768
VEGFA,0.02411333777490242,0.024489496203462857,-0.032933700782024004,0.20024349835274988
F10,,0.05273376481799607,-0.004031225101947514,-0.0034785520990557135
SERPINA1,0.06812603998004223,0.080035240781102,0.03458101886040447,0.12290449091160106
VWF,-0.02175544197124516,0.02025058847415773,0.06360455257517024,-0.13814053791248573
GDNF,-0.003664188400527201,-0.025552108203521,,
VASP,-0.024009307301062294,-0.014210712529110143,0.05437605702271442,0.09604045580677646
ADAM15,-0.029413199305499675,0.05202901643666601,0.00974811220051143,0.10537996335163989
WNT2,0.04315292036995298,0.012208689224765154,0.028603245884211356,0.025608810577753077
CALCB,0.09554857714011965,-0.01470169613919389,,-0.035762008885832856
OLFM2,-0.042971681822304694,0.03120642616822093,-0.062408323295129416,0.015465324605501176
MFAP2,0.03474977486734564,-0.009839936681836999,0.054588319921486106,0.0231073673224347
HLA-C,0.023267111472028982,-0.010728656137737576,-0.017603221398795464,-0.09896986024913257
THBS1,0.04263420782666599,0.09823634821135237,0.01497644269756068,0.19038078288175353
HSPA4,-0.009500974638661414,0.007786434839977499,0.03352678314243928,-0.0486700459553596
LMAN1,0.025397661815611226,0.007658486280121726,0.08658175698676018,0.022622140553015636
LYPD3,-0.01990579915697635,0.021182499887034238,0.1548641995270042,-0.052043035347990874
APOE,-0.01878964730398152,-0.024025402947203508,-0.01394051525597764,-0.1430026311246278
SOSTDC1,-0.04147400279481729,0.037208146700047635,-0.029065191964752393,0.025508115573647707
ANXA1,0.08833513829444165,0.11001214296072068,-0.009052661189871188,0.15139538314062467
WNT2B,0.0037356934691465333,0.014050596426668673,-0.05490751551599533,0.05772481843030344
AMH,0.010717134404903806,-0.018284960267526008,0.02643960562241172,0.011423354844516379
GDF10,-0.017275113080418347,0.05464268038497125,0.012876650602134622,0.05071247038087349
EFNB3,0.01671903811247149,0.008647561840812126,-0.004284746756671496,-0.1484259233910273
LTB,0.006207690934986574,0.08484356333795033,0.023576376621473695,0.08162856206525634
ANGPT2,0.004166124883970485,0.05861928373271082,0.0562318164839281,-0.06470899507260894
NRTN,,-0.0162481340375146,,
ADAM17,-0.0013035834445897434,-0.06268833451952543,0.0031932554794376145,0.060047306849341904
LRPAP1,-0.0030831112252678572,0.020470555448492286,0.0028313193066251663,-0.13036192706660144
NID1,-0.0281076073183193,0.008518208499294948,0.06895327009743717,0.03177529308316025
MST1,-0.0015235435167038436,0.0625170843202194,-0.03061806789950461,0.11678234897844224
DCN,0.026964546116255747,-0.008464104447504929,0.0621243939802536,-0.02179297883998544
IGFL2,,,-0.03715351599286244,
COL7A1,0.03297422184316628,-0.0036442479470218795,0.05424791574546625,0.15534298668582908
CALR,0.04538628985669055,-0.015664137419312954,0.05651473079500013,0.13382193557088598
PIGA,0.06687624184894464,0.04598781355212698,0.02252886158175411,0.06344783912153261
CD200,-0.006632907312185271,-0.061055694261738756,0.02634579467560743,-0.1494396744371354
GRP,,-0.01782154727571516,-0.02068050170303812,0.0760563512438377
CDH1,-0.02059532796881622,0.02142325845081102,0.04639247391032057,-0.007849594330266985
LPL,0.009638806073023446,-0.045578063267045194,-0.043278062456623946,0.15651165944946507
SEMA5A,-0.06516255380912593,-0.07420286946360147,-0.0361294371681704,-0.010229030713331371
SEMA7A,-0.04498268857618382,-0.05463722587570096,0.06483891312569229,-0.13153695525259612
SEMA4G,0.030125906582725917,-0.030424307289747682,-0.014776928098555488,0.006241003814586341
SEMA3B,0.06179925024869742,0.06844743397474612,-0.011536114883291251,0.028812292241465875
RPH3A,0.012949093183208572,-0.0490188656312156,0.001305329405047072,-0.14177056358244883
JAG2,0.0166898129049032,-0.03439777742978267,0.018777673603006424,0.05532262291483815
CGN,0.004563756577811438,0.021189146934642897,0.016768075119409087,0.030177213992670853
GDF15,0.038456631334223605,0.02248500616157398,0.06710515667008332,0.15541234927388886
SEMA4F,-0.029804356104147486,-0.02320520784657168,-0.03637321923141829,0.06870642465870848
NXPH1,-0.045456427490186496,-0.04514095174001141,-0.026970370759330092,-0.05235387689586944
ARF1,-0.031174569290475563,-0.016663907010544567,0.050025738256835206,-0.043084207793293236
DSC3,,,-0.017428894732003708,
EBI3,0.038814198978619915,0.050948361995069996,0.018144596075469945,-0.029049016682818736
TIMP1,0.06478381922958917,0.08947709176596277,0.029008228991705076,0.18063303945092585
SEMA3C,0.0030317795895428643,-0.004515181069511799,-0.012513140674496596,0.012721220896057968
GNRH2,,,-0.01888658279591702,
GAS6,-0.021510949506862644,-0.036499010153006356,-0.026261962701742945,-0.08876498090893876
MEPE,0.003893145983870907,-0.027501764896313254,-0.006841224581006352,-0.10873534412786108
SERPINE1,0.041769827210280684,0.06435547516857691,0.052584471345341215,0.32504517544831146
RSPO2,-0.028079484077763887,-0.027264975119443573,0.027963946398588194,-0.007283990772618223
SHBG,0.027281173263051777,-0.025860408047601702,-0.011465675771591917,-0.03193974243282861
LGALS3BP,0.050333904765277895,-0.003977624545969601,0.005832457058102522,0.20606840948749963
LAMB1,0.015366754140441627,0.002376422893484421,0.05711821033709981,0.08275364545148717
SPTBN2,0.026842913108795063,0.019710772695242035,-0.039812925935157284,-0.12288327406048873
COL1A2,0.011378346518945434,0.027246532695351874,0.0429332683656482,0.04823620791817206
DEFB1,,,0.017990147998466814,0.07101581286201605
WNT11,-0.021047013497952037,0.1853209069100624,0.012980027558140659,0.03643405376447047
LGALS1,0.056931264369233375,-0.025608208143506412,0.07804017677733145,0.19837147086581852
BCAN,-0.04398191468106765,-0.018289604976840255,-0.02924641152433083,-0.15569275969573268
ANOS1,-0.007114188772758281,-0.005537400939131885,-0.022177935737808387,-0.031701967938859967
EDA,0.07768785679504599,-0.025922277346929028,0.11126627506563198,-0.002368247822497397
FGF22,0.07046699812332559,-0.027356102927388905,-0.033403144565212886,0.02075345405296502
SHANK1,0.0955678230164914,-0.013824541537729594,-0.031072205189954512,0.0021932289156694116
NPVF,0.10937456172294567,,,
RAET1G,,,0.09034512050131818,0.060534881695952565
TGFB1,0.03655058551446931,-0.044343326341522674,0.017029448087402296,0.05117540047317831
MSTN,0.02354663111617186,-0.02764677575905043,-0.04202974158525019,-0.039617942461390984
WNT4,0.039693360606732696,0.0325227041023075,0.008386247877730624,0.13170207822104343
TNFSF4,0.011280673075153859,-0.024261173611408577,0.08388563968551412,0.08863067440380284
NTN1,0.01707245968525949,-0.05419989931913303,-0.012618006169615077,0.18592983953185624
CXCL12,0.04050057007758134,-0.009444771945530367,0.03370454902495214,-0.00534678916161587
GNRH1,-0.03867169241310213,0.003927379450617281,-0.01306162599234576,0.04366745517136693
FGF8,-0.03427731154254155,0.023417039799403662,,
RIMS1,0.03942420076521248,-0.017513942901158288,0.01029371042702607,-0.09929494693278133
FGF14,-0.036218353885855654,0.00945116009259903,-0.009561831635088927,-0.09322395529516284
IGF1,-0.01138622733756165,-0.05692036791188773,0.02744677837693928,0.05178971184259084
TNFSF10,0.007986242221898058,0.07268141964732072,0.032901563968834605,0.0011755670782927518
GDF5,0.06385303030060462,-0.04087463885951135,-0.023958048172058054,0.04073227786860544
CHAD,-0.0058038280052104645,0.020265948064100956,,
RGMA,-0.029087354015901384,-0.024117138636283866,-0.06128037694723962,0.11430584870030329
WNT16,,-0.016248131892926773,0.035964456038955706,-0.0013654695964172817
CX3CL1,0.05722971096972406,0.022258072203828274,0.06296325187545022,-0.08896794151649538
FGF1,-0.001053809463929294,-0.0089054716075107,-0.009157008534588462,-0.13624419166051913
ALOX5AP,0.025660287173186986,0.08268544480672677,-0.04749905521002554,0.20937917078763532
IL1RN,-0.004793006994576543,-0.010140808952423754,-0.02004280957619272,0.13246644046955058
PCSK9,0.023449866587876886,-0.015771350196818742,,
NPW,0.03236193699243628,-0.007027939551865023,-0.03410415211143378,0.06075062274869616
CXCL9,,,0.037772802979895104,-0.043736610004796214
ANGPTL4,0.05442526564182733,0.00019990807188870993,0.0858203193605807,0.2719381798723601
UCN2,-0.007969767400226537,-0.01782154727571516,,
OBP2A,,,-0.01957720455844815,
COL4A3,,-0.024925455326387586,-0.03166816717510568,0.0018626626585532809
NRG3,0.040103813578149024,-0.042908418533063764,0.027555560782480885,-0.039963145085180535
IL23A,-0.019823712588349016,,-0.028261257044382638,-0.014430220843921544
COLQ,0.034366742488550955,-0.021852385892210367,-0.02885594618119255,0.12942663978322355
SCGB1A1,,-0.018247549985663185,,
TNFSF12,0.024193665982184007,-0.014136895279811679,0.041243662174474414,0.05609873499058178
DKK2,-0.023400516387014205,-0.0210037319307969,0.02501999107653152,-0.05360515580279646
