,UKF248,UKF251,UKF260,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk,ZH916inf
LIPC,-0.01726030026357023,-0.0165051338202541,0.02798032823277214,-0.012257574112950968,-0.03288240895271331,-0.03462378000340774,0.06423005759493255,0.131235448696626,-0.04713068402788609,0.033550684919205785,-0.050405912598400875,,,-0.029645908615634476,-0.019127836970200582,
COL8A1,-0.04047541769105915,-0.022073477788906327,-0.0037796212828446205,0.0009488494386704394,-0.0008959133379295833,-0.0937597067127064,0.04678564223537521,0.08243858109206917,0.02604677541221168,0.032469501043516195,0.12218325663307614,0.012854955936426897,0.03531174126109748,0.06972265159850315,0.05791803970684616,
GSTM2,0.0183147973065333,-0.024030383295264714,-0.03548455954466047,-0.024548353984980405,-0.029201791619256484,0.020091846365243405,0.012253638393722269,0.13273030512468748,0.03678352251079563,0.04111521592929748,0.039619436789346874,0.04493446613398408,-0.02195671524014857,-0.042675028464217855,0.001935264876168254,
IL4,,,,,,,,,0.0036907648670541846,,,,,,,
SPX,0.0849741687344711,-0.0025007881856889454,0.044866433434215605,-0.01247756931043627,-0.009602843696591186,,-0.03931803963380867,-0.039215319372915045,,,-0.0084004151346134,-0.0004904532663193844,0.10509420241527156,-0.01879921993553411,0.04417225480002723,-0.06015182244942795
MFGE8,0.030061175721711905,0.006128161862926755,0.018579082383308288,-0.0027429682246727753,-0.02532134840632642,-0.033403916442572984,0.0303637620385683,-0.015800091526257613,0.009163016460212864,0.05343683073783592,0.010182077611264585,0.02970116859659721,0.0890588637790137,0.047828737855187924,0.02377668992536789,-0.061132241041439966
TGFA,0.0026775332286843637,0.04253930374669363,-0.04811554546718551,-0.01294403242823002,0.11738369089244201,0.08712627596251023,0.03551023140834971,-0.04348312200338957,0.0007287994652020168,0.0369207838356352,0.10859548759586098,0.02171784334754768,-0.020613322075887636,-0.03331077665209058,-0.03780303643582843,-0.011588965804496263
SLIT2,0.006870231606498477,-0.006225350788478356,0.05451258003298047,0.006598148414236991,7.413600759264149e-05,-0.013297960486123956,-0.05180731412488548,-0.017242436949833555,0.023459876550058146,-0.03399154733037962,0.09905465667068525,0.0488989379098284,0.05730633852989907,0.0056787164103695885,-0.01515214853949914,-0.0008990488638455931
PLTP,0.04383904078873224,0.029982896937255383,-0.0303971738883864,-0.034044533246056774,0.10665857667893165,0.08045267234180341,-0.029052327640375686,0.07376781701229983,0.00916898947084182,-0.033052933753928745,0.05423415950364969,-0.07751422391147351,-0.0033014883123061835,0.09941634754183597,-0.02548329472457267,-0.005302699120078882
APOD,-0.05644882611793773,0.003356659481685859,0.005918854476969912,0.002209022845407374,0.00850351346297081,0.041183442229094,0.0350174092716849,-0.13175599198504528,0.047604476902361276,0.0022572944608677996,-0.05591825144503662,0.12140715026945338,-0.028195140288261575,-0.0968427013004767,-0.08485941334357171,0.04645794967891705
B2M,0.01538150763761573,-0.04361759992941904,0.04082341465861471,-0.004112231247853973,0.09000200014282751,0.09063446456463016,0.01024915994878597,0.08592098637074917,-0.022088339438274505,0.04498190826574913,0.010308145130441265,-0.00944976486950193,0.0020992907797411993,0.04785795909752801,0.012227487270741539,-0.0399329715081141
OMG,-0.07322202941146684,-0.0249096655113064,0.01535105023126823,-0.013545048729612813,-0.0595559666810086,-0.017536731603724914,0.012618830899305995,-0.02098946208174747,0.0483786090632393,0.08969832307707362,-0.11443076649973898,0.10928542635943414,0.007210907964102043,-0.0980136720851343,-0.016615868412342832,-0.036432366212716304
CXCL3,0.033288484796370234,0.021064783232051736,-0.03724268002476887,0.004379968871879114,-0.025846181577821398,0.09133358076534388,-0.016587049101075498,0.1148617284712599,-0.004729247263732402,,,-0.021420661774486798,0.10541010615649903,-0.017927705187927405,-0.021657348488348625,
CXCL10,-0.008888663828298374,0.00047412146492121734,-0.045222706508725764,0.01692186248961831,0.03623582193220151,0.04191491666552413,-0.02635882834915563,-0.023181291030727382,-0.09710590813962126,0.11012973705120133,0.010794783578906597,-0.021480997783147174,-0.023676939415493512,0.042260596285007765,0.001914057840653717,
RSPO3,-0.01846170440798688,,0.04674951359278408,0.04027659459191253,-0.039431777414014976,,-0.017333146626567684,,,,,0.052084494121863834,-0.010628283461466045,,-0.039887134345900264,-0.028986822793400504
CORT,0.0061953700239738025,-0.002133523664158584,0.042921653928806806,0.011678228953906303,0.10017229822514927,,-0.021874474989359523,,,,,0.10984442062963413,0.026053672188503622,,,0.08560659071850242
NCAN,0.010128306950912474,0.04750443155222562,-0.018580999537203116,0.0061962646070099865,-0.055227882466514173,,0.08326972739448905,-0.07523580990347092,0.10757208599601255,-0.01598848865431602,-0.03178898001632309,0.13054531774529773,-0.04438213768720072,0.06715832224794538,0.010861817627278893,-0.035598713907066176
PRG4,-0.02043930690236908,,0.031213955520295728,-0.021245591714705168,,,0.04850693482268913,,,,,-0.022784226668538087,0.003964227886981794,,0.035219671424784306,
ZG16B,0.017119007438405942,-0.01319637257235422,,-0.01135775616986675,,-0.031239043491883972,,,,,0.007996669682897679,,,,-0.018591592903038256,
TGM2,0.0008028114051952394,-0.012269767774769107,0.0017558926770334697,-0.005580058241562439,-0.049783441898531386,0.08677603564857632,0.029443079131933274,0.03222415269876182,-0.04723995216667627,0.029025148101553856,0.009145600763504742,-0.0009985819462538152,0.05661309942965855,0.021637782355942107,0.02649272322545306,-0.01069211910419933
VEGFC,0.0013243938845863836,0.059618314330061616,-0.009387330800685696,-0.030583635209656387,-0.020746709701387044,-0.00019868251494167366,-0.02068156038439247,-0.02149985653982583,0.04591525814160603,-0.034804431424411746,-0.0295220314510569,-0.026771308173999267,0.010968883082799358,0.1268308292644414,0.02840555927392706,
WNT6,0.05669085366749902,-0.012203962080543872,-0.0217870218381996,0.0961520268052833,,0.05181463884202135,0.0004336432221195259,,0.042650298472650214,,0.07801152099666508,-0.016800272120715238,-0.03433160120152451,,-0.019210693349202137,
NRG4,-0.012517828576399867,,0.009380254352160384,0.07855266348545804,-0.023113062238906516,,0.004536543356593515,,,-0.032577696556338895,,,,0.034809232936390794,0.040833004320964136,
PMCH,-0.014427471092848927,,,-0.016624609281108736,,,,,,,,-0.0010837749798769355,-0.02591762969375252,,-0.03699772117187187,
COL9A1,0.00019638289824650627,-0.03031164043089237,-0.046789109966372436,-0.030440269930220115,-0.01810547046392277,,-0.027492658496236902,0.008006877251889493,0.0336198795071337,0.008190259472909012,-0.023163074507405103,0.03535025012830624,-0.01571202092918743,0.03563984884449528,0.06959745499953718,-0.047161528011942504
GDF11,0.0007806178229393793,0.05354531639327886,0.03004646321573445,0.028053445539456465,0.03816306144541075,0.0063140604932757785,0.052488755793598955,0.10442695884377685,0.04747168084593163,-0.07466989449257914,0.012772540087193213,-0.03779540488229396,-0.05043408582771243,-0.002453468536543731,-0.0016135017639073378,-0.056014144399328794
IL24,,,,,,-0.01969923388355037,,,,,,-0.015764502438290518,0.07803084270905507,,-0.03229798768978103,
SORBS1,-0.007731725851517715,-0.012459456408163047,0.007717587951551705,0.03519024887938598,0.032300525488433256,0.05663032756157412,0.017969129892403943,0.04985159944802429,0.0913888212632504,-0.06787389288935329,0.0046681480414998205,0.04007124473420123,-0.016358375422375317,0.002218812355372389,0.018547690759997217,0.08502249312304654
DLL1,-0.07584197442137278,0.011490554009803559,0.0003207718244012592,-0.016053518793622126,0.05032345249731836,0.046013217449049876,0.012031237267808345,0.07707191991547635,-0.004381671054581188,0.03708103678859689,0.013517950922928193,0.11966681155840707,-0.01785084308295434,0.008455692322983347,-0.019680970626639885,0.07028967609098277
TLN1,0.021685763012484576,0.04370863371608988,-0.002250146709218972,0.021537529309922584,0.07591447264779777,0.06320759256076783,0.05597337010156939,-0.009382330753169394,0.0841388129479226,0.06492575845786197,0.0015655306525764554,-0.04809940262550187,0.037964546562975265,0.04732197025188863,0.02060006675276837,-0.05166084286432357
COL2A1,0.022473074915122574,,-0.01412226070106778,,,,-0.01683926020880452,,,,,-0.03446326893721782,0.06264766127035765,,0.11346662140279046,
SHH,,,0.05374632839940925,0.03672110563269339,,,-0.01607126695669039,0.08817093792944311,0.07590269452248397,,,-0.00603205937902303,-0.014485070551278907,0.14453594002927192,0.054913124516990736,
PON2,-0.03340840381570259,0.010827582030347319,-0.05355348586021921,-0.00045926668651000125,-0.0008497050959814034,0.10059613798765202,0.025957455320268212,0.07990248957158078,0.09102229170800925,-0.044275463943303284,-0.050119785167450734,0.07466929056745886,-0.05808362789835856,1.1948064517797315e-05,0.08210532791416651,0.02112900709849661
ICAM5,0.025410209211795137,-0.015709240009358885,-0.006336459128564096,-0.029441556484697214,-0.061539127943013534,-0.01864774529052613,-0.03138631624521747,,,,,-0.011880621978443905,-0.0049103810493005854,,0.037643331962138725,-0.06395384344709294
HPX,0.007800756616339597,,0.0019866198845125125,0.01454150049998308,,0.008323589737397663,0.010885272002702163,0.16845657499886532,-0.005001098658171667,-0.042380526518550496,0.0903883183914981,-0.039924475500118614,0.03742135122370028,-0.025458230028638253,0.0012285299607278871,
SFRP2,-0.018069327272327344,,,-0.018576334412253585,0.03248753783281761,-0.019441403799023836,-0.020852035787606023,0.03757712162859809,-0.04505246238471272,,0.08395455072159062,-0.020035697617948264,-0.02841506345297999,-0.007239515537011978,0.034748516345926544,0.0404333393267449
CFC1,,,,0.02430949604134555,-0.01885946154142324,,,,,,,,,,-0.02556304799350501,
CD70,-0.03301221365768763,,,0.017088132071387027,,0.06404600136708606,,,,-0.03535625923182552,,0.014798303028793564,0.054893754862466754,,-0.04053989709301485,
HP,-0.02148974430394641,,-0.036643328558373114,0.019077907173585776,0.18954271003750553,,-0.024639687118938144,0.09098205192605191,0.030140092456590318,0.030406763668970712,-0.06450502876629684,-0.04465906371279566,-0.05892239833850247,0.1250233458266862,0.012081378128509694,
CXCL2,-0.008521741205552524,0.06851289924221969,-0.02488418935876314,-0.04666556283673195,-0.0012523007925902216,0.08231890449100716,-0.010847706008136624,-0.0268207160898042,-0.06378843531100484,-0.03209426344539067,,-0.04150940307534679,0.07857261008195941,-0.04770655032950706,9.031410511898177e-05,0.04204994042896491
NPPB,-0.017533760276570998,,,-0.01251627136602502,,,-0.020681561888621667,,,,,-0.03122579375501532,0.003882550939536722,,,
CCK,-0.029372001249371556,-0.04118722878167987,0.03768495608952297,-0.030342924626706055,-0.10315871064311977,,-0.031034357213340233,-0.03136767132428397,,,0.15438746443138346,0.06500752412112719,-0.024173256199656178,0.018870036425207515,-0.09569357953791242,-0.10875056090335042
