,UKF248,UKF259,UKF275,UKF313,ZH1007nec,ZH916T1,ZH916bulk
CXCL10,0.06361459153536296,0.13747832878054767,0.02013472631837151,0.09985996720728949,-0.07976104592238242,0.05263127844243296,-0.0041913712114537705
RSPO3,-0.01752636349282175,0.07320984687319695,-0.001327749428023582,,,-0.019226692793456252,-0.061210029450476475
CORT,0.00785421269894225,0.07272186267372813,-0.014485404438973944,,,,
NCAN,-0.0023467572099072085,-0.08290402394216674,0.0317612494529887,,0.002715305414010891,-0.030195862566900915,-0.03438177208517734
PRG4,-0.019403773042606265,-0.02336310115878759,-0.010937082626602715,,,0.17656259912544198,-0.009182675374728172
ZG16B,0.11223621969609192,-0.01668112691237769,-0.01902169690494197,0.0899568082808351,,-0.023973616739045796,0.011985942106647553
TGM2,0.09939120467627899,-0.067921796807097,0.008872842791246158,0.1422620647696024,0.03407137078754414,0.10276473726006491,0.03888644639300626
VEGFC,0.07793715885588325,-0.012841260219766988,-0.03454735010795341,0.0014889789912504653,-0.04194805484738166,0.06519584347097589,-0.003822217163832163
WNT6,-0.020817849087410047,-0.023179674117665788,-0.04233210800309501,-0.05591959666386404,-0.0469251861645427,0.0016018786550446873,-0.01769213422416341
NRG4,-0.01188362726010836,0.05389606813130213,-0.02111066457276282,,,-0.019226694948309798,-0.02660625627254419
PMCH,0.08745869869245913,0.025674708538431894,-0.027842495839743468,,,0.05980536351138264,0.026189271586429804
COL9A1,0.0459212217576147,-0.01021760179880146,-0.028431921021294326,,0.0549382527867468,0.002156227994019966,0.015469904794416565
GDF11,0.0007326471859368651,-0.055247613284937803,0.021127822695254282,0.09049121356435134,-0.060085470888699255,0.10391876801796987,0.07930513906828869
RAET1E,,,,,,-0.021091547748943267,
IL24,,,,-0.05419685320273832,,,-0.012641586499309214
SORBS1,0.038198211791901526,-0.02271829201853268,0.016901420233010965,0.031630033151969286,0.04602501835541577,0.025214213854373283,0.008966497433088779
DLL1,0.03874195189384181,0.04633915826512383,-0.06833965172513348,0.05270271874416736,-0.02092645753598376,0.0651288561360078,0.09068462074947266
TLN1,0.04639495946704847,0.0046712351673429435,0.010989999278520242,0.07824281147336402,-0.032731213983766654,0.05048382301758451,0.023214678024519413
COL2A1,0.05521769929505863,,,,,0.11134251596329002,-0.0239708088244811
SHH,,0.07357209907684242,0.08201185520337065,,-0.11305314717175743,-0.008703090247981304,-0.048479548219966494
PON2,-0.02339198858649495,0.019420098698467687,0.0034141901170659105,0.2472796712270571,0.056034895680124396,-0.005718716884222383,0.007264449728878497
ICAM5,-0.015267328584813021,0.011140599059015826,-0.014531029754569305,-0.01312933325244622,,0.09467761968361382,0.04311968386580201
HPX,-0.011319496302023703,0.020133757603386045,-0.037328901251686204,0.020813258352657366,-0.03791243322625141,0.06211915128405726,-0.042460502166091305
SFRP2,-0.017153865691217574,0.02901065699599228,0.006559914645417246,0.01983282018069377,-0.037005282068077204,0.1446183673413055,-0.04822026632345677
CFC1,,,0.010388075514397264,,,,-0.023542350505459782
CD70,-0.009823060765172906,-0.04699734120094339,-0.03762660079178649,0.11374720713550679,,0.1396374437133045,-0.0035186196678550483
HP,-0.03380734306294358,-0.030569454599845194,0.003107444346741527,,0.10570021592021661,0.05792980679312481,0.061834829768312956
CXCL2,0.04916587461438425,0.0017712067298039382,0.00039396014934979886,0.2690216140847963,0.08446262686212157,0.11094817391887965,-0.01056223215082336
NPPB,0.0644149558101748,-0.00521375557970991,-0.020961950295797303,,,-0.0195033407438061,
CCK,-0.02474990847305005,0.0684274613183123,-0.03428332208075067,,,0.05619418578383321,-0.03184323440351549
SEMA6A,-0.03941420182025873,-0.017005527323529817,0.029388632935739876,0.0898072137383925,-0.06793656799746044,-0.03370983765118155,-0.009884978204620566
IRAK4,0.025087966294480565,-0.04816142654892353,0.04841461881230197,0.1530099015859143,-0.056435569191331275,-0.02404917187864393,0.06540166971134727
GSTP1,0.02666156984933897,0.026834311870251724,0.0033656211089366987,-0.03205088279033321,0.01776087453962391,0.005564643558395014,0.06571337529236894
VCAM1,0.02137082382700816,0.014121657944907245,0.030768086621955702,-0.06423842553433781,-0.023441805311080637,0.10809114147775245,-0.02114667620386756
NXPH3,-0.02788990672234142,0.03408454404192727,0.0026244745535132234,0.035505755184419674,0.02503655699805715,0.06531757498208875,0.0811845184786461
MTMR4,-0.013397156271508864,0.034485565561010616,-0.023926491354229966,0.08400654961055233,0.06889003151783654,0.0005973306435103727,0.005214890523899728
LAMC2,0.03934125334688455,0.008745259660479086,0.037031753471679335,0.0976095418045148,,0.030993352844094213,0.09353916466666409
IL10,-0.014627115966564234,-0.012527604899660039,0.02108185149009318,0.08391050540637246,-0.006021977397451196,-0.032620883736087125,0.0014868369587351634
SEMA4D,0.027866556875551462,0.024309012126994593,0.006696328627187464,0.06774200095890114,0.035812041027102816,0.06411323276876268,0.03336738137844961
TRH,-0.014201845830340648,0.0053656934405596525,0.04387004578558116,,-0.07220077475683442,-0.021845049555842433,-0.05555728733633259
SEMA6D,0.013442054197930695,0.010597917344667964,0.06361215507749957,0.02483436771090658,0.000297794615276355,0.0033108565199946025,0.03699583138724213
CEL,,,,,-0.04739966405545823,0.04367475010421742,0.02692263373708142
PDCD1LG2,0.022529118064028218,-0.016299954194566264,-0.0034640262430538646,0.027295979178964147,-0.0800957061450624,-0.06722068418187345,-0.017833897368918186
SPINT1,0.010556569579147562,-0.0194520475326996,-0.020755516836461315,0.07581173824136347,0.0317811325104058,-0.005562473574269091,0.08314654129202756
CTHRC1,0.08685383477103699,-0.03551080627765386,0.05037096038910949,-0.10395558812422316,0.016507642925943287,0.10960677966860533,0.05689920462066513
PODXL,0.12579305400648888,0.0013439813794539548,0.06841088010702705,0.21430454708566327,-0.10596331706739151,-0.004850800058457899,0.02251125909455573
JAM3,0.09779558159898287,0.01357318031402345,0.03854435973702855,0.12879771824850636,-0.09279660911285365,0.025018155206904775,0.02581006494834871
TGFB2,0.01463254295268286,0.02734871186950685,-0.014858958857592178,0.1932948922145861,0.01079727505432334,-0.07221641655361741,0.03573113186289012
COL18A1,0.12588236310938442,-0.053031214212304986,0.030186178395684483,0.2445330663006189,-0.046853699110145586,0.06669467266923058,0.06194630232477783
NODAL,-0.0008724875628072239,0.0706343160226197,,,-0.023923129685135443,0.10955114588169332,0.025650836350927544
INHBB,0.008787945784021022,0.0333582679846415,0.019278050953143566,0.17930568199824062,0.029764216516670435,-0.007022784797509003,0.026655737066764797
LCN1,0.012396072927711698,,,,,0.07108348884444103,-0.017970829964149043
ARF4,0.05612494029656149,0.008605081670879925,-0.03898226381567621,0.23499421072041815,0.08973858363812681,0.029986828223460497,0.05264876593080387
CXCL14,-0.001765166283761185,0.015388896625190829,0.058646929825423855,-0.05287575572352797,0.0417544696355509,0.007098826096740463,-0.0393527664017552
LIF,0.022503940720807584,-0.011681522442552439,-0.007945879215630065,0.16185965695562338,-0.05803974751955918,0.020419370508100637,-0.0037518478779174002
IL17B,,,,0.03363636722255685,-0.026978989542853358,0.03017771430417349,-0.0203184938685938
MMP1,0.0004532777548005621,,,-0.2404693605382674,0.015398568102159909,0.012109948523612937,-0.023276158120887864
MATN1,0.06040614291812932,,-0.021225215954158477,0.0657045153080034,,-0.010116825460034794,-0.018516447491589528
ADAM28,0.06382467166947407,-0.007672456573504428,0.08727813970890864,0.034626630779715215,-0.018212659989114307,0.07672179699098482,0.0269204422329588
TCN2,0.0777477474798664,-0.03569789307989641,0.03305086823035818,0.0638035816885501,0.008770753384269307,0.0684282441536501,0.01600450092198679
THPO,0.03858139701342446,-0.02332564221626275,0.008705609591602161,,0.13747148640542392,-0.028761041492080464,0.04282360393277486
CUBN,0.07799759787473287,-0.007856744711987766,-0.011959066988168465,0.22995712563985046,0.04769878706384806,0.048206158495418656,-0.012173727404213148
TIMP3,0.01962995356153258,0.04996483140309732,-0.06896016004715609,-0.17294857689617638,-0.03344786271181969,0.14721492136253428,0.025318603522899462
PIGF,-0.012934706095776268,0.04187853298259031,0.019073751982276652,0.15490419081092355,0.10219699565152773,-0.0014949331830119861,0.004979293123522162
CRH,0.07202464735481394,0.02891407870821802,-0.016038087106201075,,,0.055339444668642865,-0.040553942602073755
BDNF,-0.025904564295377273,-0.008307197218625398,0.0060910680194918125,0.04141926102435701,-0.0899904113782131,0.0339681437763372,0.08326349274024382
CCL5,0.03980205860216562,-0.03172927725477815,0.021695589448729482,0.15708104777512868,-0.026904015894441486,0.07572685716428786,-0.009473309355591195
GAD1,0.004266135631196808,0.07622542289308197,-0.02079050421801883,0.06372587796523653,0.07159886664589497,0.031065233629174398,-0.047161859593701026
COL14A1,0.10566105925256171,0.0021104492968193403,0.0047062336412005985,-0.0347497788757282,-0.0005991527985484141,0.14227652041016758,0.09156040961577717
HLA-A,0.10028199111779622,0.006833156630162321,0.048833697190841026,-0.16459652793384355,-0.10345065825916808,0.05848122495489562,0.06316607627048275
CD5L,-0.01530711571728433,,,,,,
FGF18,-0.013850173054458176,0.006391838545717883,0.09913806046288566,-0.03037663216550376,,0.1310901144438436,0.014659918539111545
ADM,-0.0475614645143136,-0.052016496054194644,0.017173231237225306,-0.1840956748553613,-0.1023777920885595,0.042355184310273776,0.06603942939363168
CCL15,0.0011809404104353364,,,,,0.13145079099773108,
GNAI2,0.06427820925038985,0.03467048343216908,0.029008130502594928,-0.07114247683643041,0.015329223015348387,-0.013245200831177886,-0.05917419719554704
HDC,,,,,,0.045643485749004904,0.08967339481950928
COL11A1,0.03577581695689639,-0.013588616907351834,0.031429394535116374,-0.09084064423638526,-0.009418539794525522,0.06303654650097724,0.07086582616840738
NUCB2,-0.024847530447181316,-0.028765134073954163,-0.003443937582177525,0.04392901852972152,0.03870449216965776,0.04176470232302868,-0.01544618636287007
FGF16,,,,,,,0.09467555007963616
CXCL1,-0.014935326278476463,-0.04026340702045709,0.011997508306209732,0.2871109996060466,-0.035226842613442284,0.018192642831893525,0.01277129581375262
VCAN,-0.048897843609021434,-0.005694895751331034,0.028031717241037105,0.1659476922518683,0.06327414418427765,0.05493867122129901,-0.0370784403149776
MMP7,0.02977682667075101,-0.04325341928416419,-0.020961950181269017,-0.00934208022804862,0.008339035459670035,0.0003144126814067449,-0.064753632382604
PTPN6,0.03753650885332903,0.02693069129713247,-0.011119205251169566,0.19183311119852026,-0.004479023832267906,0.06991681852165003,0.026643366980242267
PTGS2,0.041738522433818065,-0.03390549095386626,0.008757044024489725,0.025745549353099008,-0.05581262492266028,-0.012651764932204934,0.015118395296682048
XCL1,-0.016773860993289903,-0.02367186012084841,0.007995442020653226,0.08202645731799586,,,-0.000845794787847037
CD58,0.045071107254716414,0.0567776485229549,-0.017884373318427384,0.23769769911463465,0.04460118728664048,-0.018040114489331294,0.0445937936335532
TNFSF14,-0.016901394177259558,0.004655831802241526,0.047694915502286966,,-0.04547849634243607,0.003632348160101307,0.0036892763851368617
CNTN4,0.04956805088989026,-0.014641908326181837,0.006433761218957569,,,-0.03223815675616406,-0.0005377206483129042
NTF4,,0.04605075530963185,,,,,
INSL3,-0.015026283682548046,-0.008762194960686235,-0.0006830553454686597,,,0.023501835931089017,
BTLA,,0.008118815187971255,,,,-0.025084288857535785,
MFNG,0.10409055623964066,-0.00814209353398734,-0.01872567736144473,0.11751581151355055,-0.10919661152017937,0.001975748384859912,0.0043494338073236044
ICAM1,-0.005780402951517934,0.07381150891449985,-0.01840972666254756,0.01876831429012151,0.027949869043799327,-0.032511063791812116,-0.029310758854760435
PROS1,0.008942405152938948,0.054056295986918926,0.07018437843163403,0.12245109441217063,0.008095936664564825,-0.02014526488135227,0.03262512681354152
CLCF1,0.11195832821066339,0.010412353788740893,-0.03296479504483143,0.11557857810667847,-0.058154964149839825,-0.032927199827844145,-0.005704971876346522
PSAP,0.058099034812377125,-0.00017302121891286937,-0.008751271689155685,-0.04690668079572478,-0.1741678856458559,0.08707129881273318,-0.050153293339897494
EFEMP1,0.019577901063061853,0.039368546305888256,0.0038646387628011184,0.10089773809802048,-0.03117773627637195,-0.029926003277476586,-0.014392374829062986
C1QTNF1,0.004706202742372638,-0.011707947951180624,0.030341258044599466,-0.10440688223857923,-0.07419707494982182,-0.04889807819206721,-0.002711823998432917
ALB,0.11119369176944825,0.0006311815880023485,0.01737279991056562,0.013676940490138052,-0.05239475436864707,-0.029333806297731798,-0.007345902128106879
CCL13,,,,0.04610988288706461,,,
EFNA3,-0.007679149071967503,-0.05558297820146539,-0.033306867655278835,-0.02595343376581076,-0.03310518215244656,-0.06211338792262084,0.06290538727403615
DRAXIN,-0.06376457380385138,0.002630751630583263,0.019574610141405387,0.11774278445273592,-0.00892367004503171,0.09155601642608802,0.006690075852896702
RAET1L,-0.011705620922273808,,,,,,
NPTX2,-0.0033768746111702097,-0.013946449792028123,-0.026932814589412758,0.1637010952839048,0.02854255602606296,0.027299192214043085,0.004984955848613999
FGF11,-0.04418183359022425,0.0038226690104135675,-0.03411201033003285,-0.05930694931373584,0.01087184541761781,0.05511374578490656,0.003351199408250845
CD59,0.08989787197560756,-0.00559326102666707,0.03820629099187642,0.04353642555220125,-0.03613787952143326,0.08354100706919583,-0.041809020156439634
COL9A2,-0.032030209662748756,-0.012251431038191823,0.02725341469529842,0.1233031657175992,0.09941467120433632,0.06292987329542397,0.05296336645304356
DLL3,-0.03943161959658931,-0.007181297244335285,-0.05890229922786798,0.05985422732812635,0.02819007643585266,0.04311907749917529,0.0023075906827933835
FGF5,,,,0.02723229340812513,,-0.01426483413878724,0.04757713796863473
LIN7C,-0.02334112256484892,0.004568281738579898,0.009362619570377293,0.05541391918800007,-0.026486216985131376,0.05972834096315477,-0.03114340100558432
GDF7,-0.02760475406587262,-0.02261143436121532,0.003564716620028268,,,0.0335559179519707,-0.028304845558115188
PSPN,0.017815579484178296,0.014036229145699361,0.04109287033543389,0.07342916870352939,0.025427828630803458,-0.04299803827336991,0.06952042969344564
ANGPT1,0.009466976480923064,0.009185036239977537,-0.07962830395874565,0.14993268167187535,-0.05489350386028625,0.04481555776875881,0.05245241981083544
PNOC,7.300633038693217e-05,-0.0031492628458557287,-0.02084338790460483,-0.02667769841535516,,0.1748006879785716,0.04037009303086426
L1CAM,-0.03958963035937787,-0.020441704486943105,0.008320686334358927,0.08628664115822147,-0.04035753185670646,0.01943413333839508,-0.02042098654050652
APOA1,-0.03646372863686368,0.018699987272641702,0.05749965812719769,0.0667235443304461,0.07930082375741827,-0.014057529479876258,-0.008150168050312568
PSEN1,-0.03350410150551312,0.008423878023722395,0.006217659466686539,0.03911308656448707,0.03316253728104706,0.07409627629221668,-0.04651995876229906
CALM2,-0.005818675584983768,-0.03527476615744956,0.0031763664321609176,0.15836637760534908,0.13618562492503025,-0.0432297332163787,-0.04562024462742856
CLEC2B,0.04566534360380773,0.06385488960530922,0.006515085740961731,0.06295638939079806,0.06702914774788112,0.021521457405531706,0.0036161029669191987
NTNG1,0.025971648869555133,0.0323472782400102,0.005803322946080935,-0.019877620592015425,-0.023182263572619873,0.044489330097530096,0.05081354503670718
LRIG1,6.161056256215562e-05,0.03242561867894588,-0.015154803312144157,-0.09625533221044417,0.04790713296891938,-0.02336469538443807,-0.03862127950829046
CPAMD8,0.09350131343635094,-0.013906581708497269,-0.01672571296173589,,,0.141221193923832,0.004242017614112101
GHRL,-0.031187619322287273,0.022146397171513472,-0.04052259818813749,,0.1019134021118517,0.008496234555252306,-0.01769214032331087
NPY,-0.02730772346536189,-0.012142376731893218,-0.0028686912551570657,,-0.05151414960328065,-0.03275797280193718,0.049807752014582735
MMP2,0.08985626024621389,-0.040596893674659004,-0.008681839629181735,-0.22768782991937458,-0.09389406368301675,0.10683987503942965,0.013788055686111283
LHB,,-0.009573318570453215,,,,,
PPY,0.06594905002950882,0.05836069634401534,0.03873807508009853,-0.0281707420704274,,-0.033451712496745604,0.12459005098590842
ALKAL2,0.23211793468606598,-0.022086807528525376,0.027428497339561497,-0.04519696830061711,-0.04787040586183306,0.033735820213699176,-0.03301473784420102
CSF1,0.028904601718033936,0.07492214474013116,0.04404946941360757,0.2348899637841557,-0.05283844106187891,0.05667688972608523,0.034935915233037185
SEMA4C,0.04445145641101399,0.024134324991536428,0.022990162925134155,0.07948540224737537,0.009961847489518548,0.011739236440792725,0.015482964724779596
BMP8A,,,,,,-0.023284036953656925,
ICAM2,0.09889663887144166,-0.009832859349434711,0.03747970882714181,0.1337676329669905,-0.0947589976842113,0.07645605237458131,0.02275696664081159
SYTL3,-0.017487897314766198,0.011800480838053134,0.003733435875948201,-0.0792608791162119,-0.039927108251428915,0.0472593207208346,-0.04439558583107285
IL1A,0.06643063094284964,0.046577903631762084,-0.003980062912951727,,-0.0364912069005738,0.028582920034243845,0.04987446906539473
HLA-G,-0.018012155508128527,0.11104759856974086,,,-0.04194805484738166,,
PGF,0.1260393192834476,0.056222630278923234,0.036161543807759794,0.23527137293306163,-0.01551629126105474,0.017917093520199635,0.031658293615543835
LGALS8,0.023758050188865617,0.07315289324737295,-0.005807146339672926,0.00570391891360234,0.005168004050631309,0.03239436839288716,-0.02001412179779766
DKK3,0.03179628170775532,-0.07013417651636315,0.02690251415213201,0.016118688013780625,-0.02053189518347363,0.0340901733612609,0.004837474101358564
COL16A1,3.600415838638529e-05,0.03844299211176797,0.023871606063290716,0.2221479848796917,-0.05439233176403756,0.12036117319499776,-0.010186505183443578
TPH1,-0.013225496627710994,0.03923035636263481,-0.031440680805441976,,-0.011045795212431618,0.004981793169631012,0.059619279015997624
TNC,0.05283780109251235,0.007987087919680476,0.0441072840812753,-0.24129645697518698,-0.020161874187651536,-0.07295960127194989,0.003294129557553183
TNFSF9,-0.02351780035846361,-0.008135434257079592,-0.010583076586094965,0.10753978207759643,,0.02537772373691556,0.011272969036650565
C4A,,-0.015421098207030198,-0.023228782831695934,0.056469695613738796,0.03988099577664427,0.07798410640064359,
