,UKF251,UKF266,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916inf
COL4A4,-0.026561296794139783,-0.013914272951082414,-0.013864227203243833,-0.009516997368796654,,-0.026178180253502797,0.013294268927178702,-0.01889437821313406,0.10027126480387276,
TAC1,0.006871329781833828,0.06512020632550594,-0.017522704372746074,0.0257421277986579,0.012373344165098075,0.10568542553364542,,,0.019048593109143783,-0.019105846978943256
RARRES2,0.00196439578362129,-0.050600959369688864,0.04071352921565273,0.022743838442935975,0.020465722697213518,-0.06989831518539064,0.05951414271195833,-0.04703341211726629,0.0054453400008229935,0.0990230239606826
FGF7,-0.0032869141456857006,0.059332471053160155,-0.012691258299239215,0.009175523982260295,0.003672015284970735,0.05811054704607233,-0.03999795507973382,0.027595274647758294,-0.02109348650382765,-0.09038248290575358
HBEGF,-0.021460997331866672,-0.019142155122826632,-0.04311339916344125,-0.020174586400578672,-0.0477216706251044,-0.0150216921207358,0.057302842310551785,0.024643987968554687,-0.022688675099015312,0.03735655077384834
CSF3,,,,,,,0.08959957655338029,,0.002038616329089487,
PI3,,,,,,,0.07339034519602522,0.03676939253115483,-0.05202859796670117,
PCSK1N,0.00718955241943569,0.059629759127768675,0.0029587034162983123,-0.0056252770641096695,0.06500319424511829,0.08793290633467378,-0.02576472079020549,-0.009433519320630095,-0.015802046320556276,-0.07105651138654823
NTS,,0.005518255543755797,0.08910549829128284,0.04397723941809157,0.030755729776435096,,-0.03280977729840971,,-0.02515000376988096,
SFRP1,0.01633887208649005,-0.00390887665993375,0.023737751653415497,0.0020712141281280356,0.01945171975349855,0.020790642177994253,0.019654220192075897,-0.046061002518259044,0.02635819269990459,-0.032188803722442885
CXCL13,-0.02998300265315272,,,,,,-0.018083031112858566,,0.04831010511504935,
MICA,-0.044381926081096666,-0.025702206087699544,-0.005009051939265592,-0.011255999301200508,0.04040521676015416,-0.06817625234754902,0.029391428587428492,0.05811058140421434,-0.006117831877250823,-0.05837534593868214
TG,-0.0168607923747901,0.077399285524646,-0.013378611417638507,-0.011693625164940167,,-0.02761846187063144,-0.018687499533710707,,-0.021507629773301777,
ADA,-0.03483215215502636,-0.019030909593566087,-0.04332104898490076,0.041333420974365764,0.03868808129963762,-0.022388444385348878,0.021837909463909795,-0.0285396369854216,0.016340428031193056,0.03773618065037528
LAMC3,-0.029983002765933,-0.011208533837029735,-0.022090824470435835,0.0007778743843139938,0.02161607763401322,0.009967244428179254,-0.0017572044373053456,0.0315057193619198,0.09881677883850701,0.043508303319806166
CCL7,,,,,,,0.10023759022188704,,,
NGF,,-0.018709872349826122,,,-0.0200037460664541,,0.01091765559424214,,0.05459565085266821,
TNFSF15,,-0.02271788685521126,,,,,0.06308164034039086,,0.0751702080364177,
HMGB1,-0.002652475045724188,-0.06641237810800392,0.033195254621635174,-0.03618775563181156,-0.040591110973225444,0.05182465488255224,-0.04755078909232662,-0.002362171023485786,0.017997699768822116,-0.09461005515232432
ITGB3BP,-0.024493150763063565,-0.020160321370290744,0.011166025153221898,-0.0203813896064794,0.018328319742475625,-0.07548299200906922,0.06227039124000342,0.07676423543121381,-0.0016058802069467163,0.0672930478245513
AANAT,,,-0.012031463432730795,0.028729951172286185,-0.033022065682563974,-0.024663145687552457,-0.018491922672679753,0.003560649856933371,,
RELN,-0.02331463843927191,0.0354142989148833,-0.014798534707721633,-0.0022554295779985954,0.01048464648728078,0.023881322108565986,,0.07307642748331801,-0.01960162934714565,0.035160327082640046
IL15,-0.0055881301246374325,-0.016165127060250497,0.002507931048581826,-0.00845454008708772,0.07898105102445659,-0.022873927713154305,0.0710219552568922,0.003318082132154181,0.05097272245608939,
UTS2,,,,,,,0.0919218835303856,,,
BSG,-0.016695642636438007,0.021028339749649867,-0.08553090855304032,0.03739795463728216,0.027581988988423397,-0.07186753604300566,0.10007706434222075,0.08505019461607058,-0.0074129152998482425,-0.08432999751720129
ADAMTS3,-0.029625634637024736,-0.026037343326348147,-0.014554499568808228,-0.019671510874973038,-0.018922441674975265,-0.007963631733228073,0.11584717799411146,-0.06937436028399308,0.04227473969860721,
CD34,-0.03384393883965191,-0.0415466844730297,0.01627049002707207,-0.025219645733274294,-0.040056083352021106,0.019316783306088287,-0.006441130252524923,-0.06414135647334442,0.09944105928278714,-0.07195363247227807
PLAT,-0.02871549725514725,-0.06516900392055876,-0.03844383328395217,0.002771376992701237,-0.03665467208931247,-0.0030573754682253463,-0.03626444791767265,0.08829682145073739,-0.09773225372932146,0.08645689128780487
NTF3,,,,-0.02175901404426352,,,0.021615801352786505,,0.04043035864862014,
LTA,-0.012399479709973146,,0.011843038239764096,,,-0.02287393053672262,,,,
CKLF,0.05384856234963301,-0.020391036075643684,0.030607179722134756,0.013309330206338853,-0.002489460094355286,-0.0720515742561076,-0.002324058828490191,0.07959732988155196,-0.0035047776664474638,0.039232604720109164
CD24,-0.011108382232222632,0.056515120382831574,0.07174513436474421,0.018501255214719025,-0.004561920344323381,0.006482415060933183,-0.061625719094842026,-0.033742508204489555,0.06975293014522871,0.0896931742895021
HSP90AA1,-0.020162073104171317,0.03695804438571187,0.005095100698335558,0.037291184958478996,0.04744975334463174,0.112894759749685,0.006211669501136657,-0.0036090203659317087,0.043040234570230616,-0.1152503054037966
BMP4,0.01135965894682002,0.019120907487840184,0.03966177204193376,-0.005447077858113692,-0.01210940992729455,-0.0016764779481290466,0.0769640030762805,-0.01524724114952264,-0.01256308621907989,
SCGB3A1,,-0.0024305604215960333,,0.013353737632660135,0.0016818073278035061,0.026787116783320263,0.03819240343274041,,0.0003712255318232247,
IGFBP4,-0.010500740349256856,-0.00908578152255653,-0.025609672399946718,-0.02114104975036783,-0.05862173060537646,-0.04507218933819125,0.04272345913118212,0.05257782090888345,0.04058853178407535,-0.09062672604412479
RSPO4,-0.02004517510154463,,-0.013477029757715937,-0.01137002856758287,,-0.03172974273915535,,,0.04503999151764823,
LEFTY2,-0.012551764186289569,-0.012876719909989558,0.05542990463947159,-0.012467375382859344,-0.03512436178326641,-0.028237611799891992,-0.017893385881759982,0.11912602611726045,-0.030864744154100985,
PF4,-0.011279012061776193,,,,,,,,,
ANGPTL2,-0.0388742110659647,-0.02937712105664375,0.05399710548647884,0.06201489528638024,-0.00891047559923443,-0.09766503849880143,-0.016353437850818834,-0.014723043866663812,0.024216792521440184,-0.0988479697713847
LRIG2,0.05511945042629078,-0.011445425190641815,-0.017109697363692243,0.012714996596530645,0.04354816116952463,-0.010901026999957398,-0.02502389750081032,0.01590950072552499,0.0064696753051866965,-0.0015414843543734849
ICOSLG,-0.008778515078635243,0.05021163570119892,0.0006467372583998726,-0.021578190960511546,-0.027059163166514345,-0.07393062425202529,0.07687084080325512,-0.027806715538843122,0.055749165554932915,-0.05799634031836845
WIF1,,0.0044893175101184445,-0.01039990465138052,-0.021396039653639756,0.08781425467843733,0.1305130385130618,,,0.014234286846200065,0.04248553860857916
NPPC,,0.052277576361866133,0.0066780272272625365,-0.01580155722146769,0.1262424718706703,-0.0989375803123699,0.025314847952497943,-0.029889281295356944,0.007608295244558849,-0.053697302706162256
LYZ,-0.0312678577951202,-0.020958414206099295,-0.011043441073323857,-0.024973757972419488,-0.07370002018337937,-0.023969558374125087,0.013880837093394683,0.07155678714353048,0.055285667636868104,-0.020844676675511452
EREG,,,,,-0.03613270358900474,,0.05089192853960479,,0.039910485357554974,
SPTAN1,0.008643833428014721,0.028981489134019284,0.008917553220263805,0.05739480037357288,0.09317326668924886,0.11914165679806776,0.012799927897314869,-0.03837273652280947,0.035922879353011285,-0.028605483449304043
PTH2,,,,,,,,,0.0077132493012603024,
LIPC,-0.016975515954961513,0.004536796354064551,-0.02519667960178463,,-0.0187815702663567,-0.03593280582607417,,0.028344329826425697,,
COL8A1,0.05078431053957366,0.02405748559521183,0.00572463239380729,-0.03639414610040845,-0.053659207596754195,-0.06356657659939065,-0.02228451111018835,0.06347370082320442,0.06612147967579002,
GSTM2,-0.024715228575246214,-0.013669791606012649,-0.021913816249713537,0.011059188460530335,-0.013161132705258876,-0.033434320311006835,-0.04108547177487726,-0.027697393568498607,0.010311613389486359,
SPX,0.03674289760552702,-0.05204949960221449,0.027676209670521142,-0.014255682568720866,0.06170728902088665,0.030509412044414163,-0.021252464718173256,-0.03195158877497643,0.0171471467499022,-0.020625811055770917
MFGE8,-0.04425772719042677,-0.06296303055160002,-0.02789919493967245,-0.027871560196556736,0.0332203928402488,-0.041078017088377536,0.02647530206451511,0.042116781612472634,-0.01607722940581294,0.006561734691193314
TGFA,-0.012417157394270252,-0.010241427536321977,-0.0016233384042859368,0.01804252687970528,-0.003002393017870225,-0.02023812142150195,-0.0017701185994450797,-0.025676975835741023,0.006533303840237811,-0.08117966226888398
SLIT2,-0.02940967265376003,0.06705167200690887,0.04376997359766096,0.030169834833702263,0.01190470746245373,0.14713579466758192,0.07709447787414635,0.06567544812257864,0.002080507777452574,0.017525437273758583
PLTP,0.008441516871895953,0.031929402720484445,-0.01710264873284435,0.04753933933708396,-0.06674249485446512,-0.021179631699892492,0.04128555312939854,0.01451053534918779,0.05021032701866084,-0.0006728772659517613
APOD,-0.004623372191576458,-0.011235859270832586,-0.0007971691246181307,-0.05054396129323052,-0.04110988889201464,0.05749521901255218,-0.01065190900619503,-0.0077143623859824125,-0.01882303378610011,-0.0012440043346865414
B2M,0.040377370942029256,-0.04234029020118813,0.008232008727968814,0.0873611329366127,-0.08720386343983129,-0.1565249632662959,0.049594940615709654,0.05162323122074801,0.09599397030174636,0.005165028154723917
OMG,0.08685759337471828,-0.029576645328379492,-0.0025215780809732134,-0.017553018019775102,0.12318376538937192,0.13636076643576883,-0.012110223707004306,-0.0015596465074332081,0.016569276491890387,-0.053853112213886965
CXCL3,-0.02318857539558941,,-0.04438190164704376,-0.01216352720833397,-0.008533073186677575,-0.016473372143929122,0.12577457631162778,-0.031529869594850435,0.021807181357803823,
CXCL10,0.0007853009982596112,0.044591075684832907,-0.009032396953961163,-0.01847728809870265,-0.01628566084842735,0.025996595326508214,-0.021766409038276636,0.04247272517446808,0.005346339474521568,
RSPO3,,-0.007961640438342821,-0.020355016207720004,-0.02953673678572453,0.014714847453817504,0.04153097733986233,-0.028098169243620293,,0.038949495290143375,-0.044744339337382706
CORT,-0.020143601303487243,0.06665243969145312,-0.038995141814607455,-0.03996340218946748,-0.010479194221472605,0.011014332176726111,-0.024035237853337568,,-0.037746104953143324,-0.047779707219774474
NCAN,0.024875015121494825,0.03597023943319405,-0.009945549082726908,0.034463676476415975,0.06343067500286415,-0.061359623219902015,-0.05349911997508516,0.06810669373019952,-0.016410000325175044,0.0869798456935595
PRG4,,,-0.01722310901263333,,,-0.020126428266480572,0.12898513951925017,,-0.010421100318947035,
ZG16B,0.0824298827262949,,-0.009207362886350112,,,,,,,
TGM2,0.008617076485978804,-0.0384262606014884,-0.044243444013458026,0.0021415193954411353,-0.01634269800099707,0.06642830559459789,0.05725070063946847,0.019253901526901547,0.006475283389376713,0.045565115330399426
VEGFC,-0.017427558553404377,-0.03313870546545363,-0.024793156636533472,0.0543335295844807,0.06484820761899754,-0.020539822282623407,0.09213592296976215,0.05791205082426893,-0.007567011084844151,
WNT6,-0.012551764515704389,-0.01658043953474003,0.007443713292782114,,,0.05909957128222002,0.05430478840083058,,0.05776676789125462,
NRG4,,-0.001790165396860435,0.04579560788206725,-0.01905130091662026,0.01657877001185305,0.034256519837887,,-0.03339489858945593,0.02182606472172424,
PMCH,,,-0.013477029107303687,,,,-0.000937355803166601,,0.07042625121368663,
COL9A1,-0.008704559116512595,0.03775889796166724,-0.0019189996084787492,0.024287770393114787,-0.018784450293566204,-0.0008539724194564482,0.008302904109823152,0.00831016086606158,0.0077781415463071685,0.12108069402813025
GDF11,0.009304413404927981,0.0013606062468555936,-0.0068459204316267674,-0.04481410103393848,-0.0038761968025097272,-0.017015116334136503,0.021642789072224628,-0.05682816275010643,0.062339051521512444,0.011333932566440903
IL24,,,,,,,0.038268520234473156,,,
SORBS1,0.009256337746121016,-0.03322133557210383,0.017335704167534126,-0.016356274057358726,0.010964708488441194,0.009024189004598017,0.012518485765428742,-0.060167736193455446,-0.0403206503466163,0.09542871355892159
DLL1,0.013145532292792078,-0.052595530852755354,-6.67991380587539e-05,0.015748712997887066,0.04935650033069672,0.00670570546119692,-0.009276893230665145,0.02719797240609153,0.005887337162430181,-0.06909293128355025
TLN1,0.030328946076837594,-0.01652655002702828,-0.05939235046423311,0.0017662497962181928,-0.10660412370721933,-0.09675517137864391,0.06387630308330823,0.052453976685392256,0.0054727930010646745,-0.02268597413314387
COL2A1,,0.06406422632476093,,,,0.12487713557716601,0.005016718575266336,,0.006053068867318375,
SHH,,0.056780682281302196,-0.048882849925335946,-0.013054822463512673,,0.06856222307197875,-0.0656006688299417,-0.020541340293179455,-0.01623171894425676,
PON2,-0.006485677894864497,0.08766331871258526,0.016109746777730635,-0.013201048040775232,0.0861366930254106,-0.02366342893927213,0.02871440431942135,-0.03899262794636887,0.03019282270239581,0.01750777852212227
ICAM5,-0.01615693985418932,0.03371941694038797,0.06682273686398753,-0.007764044596731835,0.0185742830311529,0.05893925786793557,0.019263613234875212,,0.05339701090508027,-0.01779671715898293
HPX,,-0.016580440653207695,-0.018068879011719927,-0.011370029071559802,,-0.040569993791558144,0.028605229848840272,0.0026609808850824508,-0.029062090025194418,
SFRP2,,0.0032326782548611106,0.003371756429546603,-0.02011816741458627,-0.10398558223588217,0.03566322177178012,0.00036400667288530135,0.02740840980525653,-0.020107048333719527,-0.04063568046802652
CFC1,,-0.028016887047701017,-0.011587553860601155,,-0.037115668513142006,,,,,
CD70,,,0.00495818080038001,,,,0.06937567714225654,,-0.043644402340653456,
HP,,,-0.00262295230709474,-0.006880087266487287,-0.05494881698094704,0.018834256974818126,0.058056388933171756,0.006341702896653571,0.040673528198875555,
CXCL2,-0.031861859278049444,-0.025625788806708176,-0.046378346992413666,-0.015801555984789033,-0.08414113882440057,-0.0315909022235096,0.10086019953637758,-0.053346749864525436,-0.04637845118639298,0.034922425650105914
NPPB,,,-0.010146533410954308,,,0.03057294699591554,0.03344253944007823,,-0.02579041201821573,
CCK,0.024470939140142922,0.011216580748361227,0.004063601317898266,-0.04430440218459567,0.08362728629211381,0.11257036556571937,-0.07159918448258165,-0.038647881940680535,0.03116474703810814,-0.02931925480963036
SEMA6A,-0.009923079137562326,-0.00483621097238821,0.0007995323919701336,-0.03075363068607516,0.020389730848804962,-0.07400444077589748,0.022693820526225584,0.009226748579330797,0.02035618123595154,0.002086866946478816
IRAK4,0.04596204045326136,-0.0026107958151201835,0.01389533691684983,-0.008615717012204552,-0.03145558517778661,-0.06383733569493416,0.02116799927862852,0.0400522109865736,-0.017631324021346748,-0.09049882379183342
GSTP1,0.03016375421389228,-0.04606018590843194,0.0012939849737376038,0.016450957038145485,-0.1131589060207013,-0.04466232644543961,0.03485716301009523,-0.013064714650417017,0.02753289104793204,0.02555030658061552
VCAM1,0.027483133670560485,0.02040934062605071,0.03035157699902754,0.03839456712919466,-0.03854313298114063,-0.04847575689302166,0.10024275360474659,0.014593120127961264,-0.0316198741526807,-0.029097678111603863
NXPH3,0.01150857818373316,0.04346061424656809,0.015783273841208482,0.029405523747717273,0.04892963235429381,-0.011560493699822065,0.015910858536928262,-0.06944593866951217,-0.018376098718084537,-0.08392622944330798
MTMR4,0.019861567408139127,-0.04339728201277746,-0.008888346367074123,-0.0005704682603582408,5.283294572126755e-05,0.018837406340189725,0.06464158921023495,-0.00818135395145387,-0.011389870185464257,0.008493948929180723
LAMC2,,-0.022717884622419266,-0.01277335357465853,,,,0.07048200783941265,-0.0013420612657329553,-0.01674933855713919,
IL10,-0.017978164526755398,,0.0008319312947604536,,-0.046328086512312336,-0.018386062440204326,0.020772756790443495,-0.031144592006609954,0.01676144020003333,
SEMA4D,0.022809514788093777,-0.024331301776600606,0.016582996861182496,-0.008023345552250689,-0.01717269463412099,0.06684342910246414,-0.037701404793227596,-0.05700475829214037,0.025230407356486493,0.03908870939487813
TRH,,0.017291306793685967,0.029606113155799713,,0.02973508539145954,-0.055654420624011325,0.00904470424862571,-0.009068280003717344,0.0595322852238212,
SEMA6D,-0.050807963642167206,-0.04762293900145375,0.04478172622521064,0.020355342851051925,-0.07220840992196215,-0.06581992775216733,0.02558433903134696,0.018076740187389174,-0.0064536533539396625,0.06507976130949789
CEL,,,,,,,-0.024190121365228415,-0.04383756912899745,-0.004552778926366242,
PDCD1LG2,-0.032403507264320286,-0.015953649644060975,0.05479266635837088,-0.002514024925529153,-0.038471064014713674,-0.031451543694226286,0.021167832899530725,-0.03602794233419294,0.0016035474207100144,
SPINT1,0.012203025103772823,-0.020635076898968326,-0.022190910563864238,-0.018581128968921664,-0.05613338472124436,-0.026986781482902605,0.011707886352893278,-0.02901500101812663,0.04945868707868588,
CTHRC1,-0.01882906320762907,-0.008038058288802045,-0.020014145500567265,-0.029536733399208544,-0.09102053284196979,-0.05974466688650733,0.03615619648209493,0.11477609305343033,-0.01422161203262359,-0.018302592039650754
PODXL,0.002362509678592633,-0.008928730820745644,0.02070540486385043,0.015177961304027434,0.01981790182815785,0.008232443902882816,0.06137347732148322,0.05563788596857776,-0.02276296764669535,-0.07373247883703417
JAM3,0.007230637900235732,-0.03463353405238324,-0.04161225599962578,-0.009115144753490182,-0.02878445286750832,-0.07339323288431995,0.042861392038898424,0.043705240332244,-0.06391537243545535,0.05262895432292831
TGFB2,-0.03259371412804741,-0.05961971176745243,-0.016311668228333593,-0.030072122086350506,-0.06570097715451342,-0.028452983478086395,0.011590627481573988,0.0698857660519143,0.030105139829260396,-0.02939184149397588
COL18A1,-0.018012603844861717,-0.07363679496739428,-0.041533241807667466,-0.001938244570778568,-0.04921652145246349,-0.006982608177443895,0.023443394323816567,0.07155083321814498,0.03137664092186595,0.07240372213395024
NODAL,-0.012089453661893509,-0.03523331830283399,,,,-0.003522920464412529,-0.023879477179699002,-0.02628265582291263,-0.019154124863697948,
INHBB,0.038760875305870995,-0.037412777443364124,-0.04060600036573757,0.0030873741373633563,0.016600042611423314,-0.03838802207462117,0.0628615344396325,0.01641762611592222,0.07449385820967858,-0.023185403318271104
LCN1,,,,,,,0.04139438619180366,,,
ARF4,-0.0004134754016554397,-0.026969812062797333,-0.039394815778084055,0.015690243503569245,-0.001394973189547639,-0.10456468971313107,-0.006498983180250513,-0.008973078083492562,-0.03764652570152223,-0.021399616879407495
CXCL14,0.05224897483026311,0.02086665144085436,-0.008923155252781078,0.016652300697007343,0.053895928656522166,0.05210769033163757,-0.0006887682830540138,0.07641057171198226,0.09681324604839729,0.056704883565873186
LIF,-0.015298510097754504,-0.02012681284015312,0.028244579138796713,-0.013479429036867111,-0.02746879242030393,-0.034016411553993056,0.0325617195405774,-0.04720039319267042,-0.08111832993323705,
IL17B,,,,,,,0.05623520177897879,,0.04077471788911837,
MMP1,,,,,,,0.01531711328802189,,0.0685589692944304,
MATN1,,-0.019430239480977936,-0.01027396591417201,,,-0.01672385267787505,-0.03196013903242796,-0.017123875664182456,0.0061926541309828545,
ADAM28,0.023083691601272622,-0.009263239886388167,-0.017941915828143314,0.01521979805839902,0.040955468650196225,-0.05087818171238186,0.06697299627375762,-0.004611115758510347,0.012891138061004592,-0.05106529652585772
TCN2,0.0233113997528907,0.010817065572844228,-0.03411450731075776,-0.024832140797152756,-0.05981726525454744,-0.0037021082732385663,0.02457744967115308,0.07998016308155148,0.06190113143075218,-0.05021294655158524
THPO,,0.0003852774136645848,-0.021092006536040694,-0.014026625955625883,-0.027720116374473063,-0.016723854598986135,,,-0.0038626358873786204,
CUBN,-0.029119876010683603,-0.03456583467285772,-0.004751224659754575,0.02377665470375019,-0.023288316711398218,-0.03251499253089353,0.0037312736820145328,0.04501273377071748,-0.016416829124479816,
TIMP3,-0.023013193727100766,-0.041978996532385966,-0.020879230293409906,-0.029791292812812398,0.04544304318198761,0.02034315970518476,0.001927468733901498,0.03312880385379464,0.0838475210794839,0.11650275293856417
PIGF,-0.008326712677969682,0.024879905069244177,0.040405466812819014,-0.012365284529758831,-0.0006443411669764856,-0.04458830530634733,0.0742610446086882,-0.027053434069016037,-0.015399527875504112,0.06253301739395056
CRH,-0.015172232467778062,-0.016374023870871186,-0.016173620565533422,0.021458525784586263,0.019315092512115047,-0.022873925605420894,0.02974235757857659,0.014571227765136235,0.043120604570323316,0.11968426236075487
BDNF,-0.013572455266948554,-0.040641284917141876,0.030893946390540255,0.0026826129184158295,0.007549258238714476,-0.0005321128529445146,0.06654748138504706,0.08150359510879857,-0.026164192654363344,-0.033742173014468385
CCL5,0.028841639268754177,0.007425504668659682,-0.0009805389671104425,-0.007216038534138549,-0.054622554223725354,0.06968445868990318,0.07226406231028457,0.04358666720752636,-0.03467862439989316,
GAD1,-0.025739875985512552,0.004614400966265827,0.03063367427933881,-0.036232249223131105,0.04920830871016856,0.11780059158646895,0.06461195372105152,0.03493255643448164,0.025008088170022348,-0.06344389785054137
COL14A1,-0.018933031502272456,-0.025348214250076842,0.04220572140276863,0.013797288034247505,-0.06177951370854145,-0.007383292720862629,0.0692911318472776,0.0620642678315177,0.045305347583445114,
HLA-A,0.015527963230542825,-0.087550183463643,-0.03908799225306075,0.02854457688813774,-0.09299969557844143,-0.1408435521500305,0.07193755906731347,0.08359626552062835,0.014946898872764519,0.11523979403674099
CD5L,-0.0514751749970317,,,,-0.020476007713718887,,,,,
FGF18,,-0.006638368736264028,-0.01100895923966196,,,,0.057031688792619786,,-0.02981905767045581,
ADM,0.02741123924525228,-0.054666736612393095,-0.0440400182277035,0.004312653448402063,-0.01141397848697449,-0.1140275838894456,0.05314866339161064,0.02093369564625682,-0.022835978182382578,0.05450314854633781
CCL15,,,,0.024401585824693622,,,,,,
GNAI2,0.06751390827925573,-0.029072491619448377,0.020423402194239906,0.0004967487674786375,-0.08048670307577388,-0.060442187963393026,-0.049869728037632295,-0.038616600131509846,-0.056988563986210536,0.05300587988742597
HDC,,,,-0.00013515717510011015,,,,,,
COL11A1,-0.05157941178112072,-0.00846938596089716,-0.007947137526550347,-0.004635540362783466,0.04342468002010469,0.0011415524332115201,0.03044971862406261,0.015734302226053976,0.0012264609685959046,0.07516487515766265
NUCB2,0.028281533177396997,-0.03397751628089565,-0.004304071348167245,0.043584734028487365,-0.02096769503781345,-0.021780423989944904,0.029116842935646696,0.015972879230570388,-0.0005751493314061993,0.03207282557698887
CXCL1,-0.016276177023697446,,0.0020983690722009727,0.031030821994752635,-0.03979874834002977,0.007462122521801547,0.13241823083365528,-0.028295664756752638,0.04277718555764915,-0.0016858659291673842
VCAN,0.0008439803790822677,-0.069493991111156,0.012293611104614141,0.025924342629610093,-0.047892385958723444,-0.11236032427099049,-0.04158445925411586,-0.017414450733194725,-0.06712758854031338,-0.05903891035761456
MMP7,,-0.02012680719065651,-0.01014653335551743,0.0331515629411944,0.007061689241074273,-0.02584842108164139,0.11569495446210808,,-0.06197474055926845,
PTPN6,0.022037128190326494,0.02085209259681633,0.05553744042810132,-0.016374385589596106,0.008696105081309089,-0.056955758129919445,-0.011652365391480238,0.025380076874797708,0.07906279703867566,-0.043509083799383695
PTGS2,-0.014525634207617969,0.07521230919083055,-0.0274706781686277,0.02876515018362731,0.011838480635619118,-0.028720147046786167,0.07455642264750513,-0.04037678739701653,-0.027181385722037946,-0.01753639617876811
XCL1,,,-0.016665301388947333,,0.001457319718912234,,,,,
CD58,0.03443421438324631,-0.02778106839979482,0.07037798694526594,-0.013387640239425977,-0.0017033767239768873,0.0029393057856220337,0.027052701937033557,-0.0713690888458026,0.022639590449790793,0.041687108637036036
TNFSF14,0.0022515715060805112,,-0.026873552149433776,0.16999411989879043,-0.045994030190041384,,-0.02090355104375378,-0.03012008332690967,-0.02491630865058757,0.14453539990418374
CNTN4,-0.013288379808143293,-0.042299419869944774,-0.006802567331717916,-0.02847164227718218,0.017049877606882945,0.04147705946050108,-0.021300143895483202,0.0635106952582046,0.05678501343735285,-0.03236679607035467
INSL3,,,-0.011700020127453891,,,,-0.02324735582009169,,-0.024916306243270965,
BTLA,,,,-0.015921264779821555,,,,,,
