,UKF243,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.05089000332533047,-0.027552924424203772,0.003871175144154492,0.05583686546461879,0.05852993497970106,0.0485934165168047,0.08487201223170865,0.040201718753613044,-0.01465301710916454,0.04877371285465793,-0.06801720581478427,0.03675846563038901
QDPR,0.05139649133364043,-0.060684667420023944,0.02593589994410454,0.01239846801784354,-0.0665380751652195,-0.023010266924455923,0.048699690505552506,0.05967566184855674,0.03646160691907421,0.033070138554186,-0.04966788125621829,0.08668073603511142
POMC,-0.021789841081976322,,0.011434933456621228,-0.012707544278088564,-0.014415593651682762,0.05215194993903112,0.022407248576975892,0.011460927315253932,-0.014495823712141701,0.02372780165242567,0.034989414769134954,-0.061808082229377906
CCL18,-0.026650773066943773,,,,,,,-0.03838575624517051,,,,
CCL17,,,-0.01767748057203482,,,-0.017738824377574035,-0.015079038019393616,,-0.02544160745750119,-0.016605063715154127,,
VEGFD,-0.030027631631798998,,0.08317858585880585,,-0.01869929418924945,-0.018899217003896684,-0.011060656744448765,0.03429716053666144,-0.026833043332852743,,,
TNFSF13,,,0.106951331916095,0.043569202737486955,,,,,-0.027282833810361267,-0.02705656535549006,-0.03039813256084642,
WNT5A,-0.021806819101385783,0.0802335074103863,0.0068677860162905694,0.04563673019643553,0.032944884874472606,-0.03258583418148651,-0.0014688373812468847,-0.00047889616486926584,-0.02841537678178294,0.006668709343889343,0.11588171739317055,-0.07882411725377272
CXCL8,-0.06734301277318228,-0.001452839689834974,0.10575738915191704,0.0606154169357771,0.13072051197910967,-0.03277884876186529,-0.0103001644937747,-0.04517135256285796,-0.03612153671058301,0.019186976693777426,0.059970233831498326,-0.03664296148159092
GRN,0.003707695571374383,0.024710733950512934,-0.010539578316719218,-0.015749541372213054,-0.03389619092030435,-0.03737216139127749,-0.034732590188021537,0.015699264863354646,-0.05718512724330203,-0.026318868212786423,-0.030062065026985472,0.060817352347107084
MIA,0.07780839028644126,-0.043383100475585676,0.04534175558480127,0.05564615763989449,-0.019077400402924903,-0.0017283773189359928,-0.012579167694189328,,-0.025351921946647635,0.15982743736707453,0.010199267703655073,
COL4A4,-0.030228051688617447,-0.016064054603818715,-0.04260511548221237,0.10814466011598226,-0.010999293118492078,0.0866822996201082,-0.021132001338217125,,-0.026181284483169927,-0.00028362530875462616,0.024187020624212557,
TAC1,0.06818189255218259,0.08288493622558271,-0.05104645274215763,-0.020514651022711407,-0.0203522098711833,-0.02679061522985194,-0.005533582002155922,-0.03311288874004812,,-0.021829044727516667,-0.09156238553332327,-0.06433777758841534
RARRES2,0.008975002557226289,-0.0005455466874536327,0.0031814670065981915,-0.006207071975428601,0.07892244502385135,0.05524784093056164,0.0390805355470571,0.05471107980395552,0.050027417308533606,0.027390014174720586,0.05552304914043003,-0.047542286688398126
FGF7,0.01862829653112894,-0.02456659675693026,-0.03133497448104176,0.028536289883619764,0.060431936729860296,-0.01324143379070065,0.01014970446932721,-0.02090790176777577,-0.055009337449375494,0.08129173278877463,0.01142203822681353,-0.012832090888061158
HBEGF,0.021807883311068935,0.054836575775997494,0.02894520432701332,0.06711088276593842,-0.002132517242731821,0.0015096155460858425,-0.028404827044351152,0.03706141715588058,-0.01431492621766708,-0.03537221735325056,-0.009869619559523791,0.03665124661416906
CSF3,-0.030228027756978627,0.06700058462384098,0.06256325628950003,,-0.011637040409261654,,,,,0.07789286834559743,-0.03573730356194996,
PI3,-0.03580960651136415,0.02161273719769716,0.12028828346761132,,-0.013103461093137106,,,,-0.021616794967579768,-0.016021076954993455,-0.06626623529076725,
PCSK1N,0.04731961560468345,0.05586367053205166,-0.019549672934072115,-0.08571129318406694,-0.010859912014398478,-0.02134666861028517,-0.01379428843231808,0.015938543313405194,-0.044043572073526424,0.026415980698109257,-0.055098139359547285,-0.032149958441845
NTS,,,,0.08172243908614199,-0.01430332249845559,-0.021156811776426594,0.018190619946674768,-0.017847606528313183,,-0.009837239055460455,,
SFRP1,0.07201547542640888,,-0.01542428509719529,0.04624233617113292,-0.041975521531307215,0.013676386404404743,-0.015079038171251915,-0.07371433456664624,0.012002820441724084,0.09573676141049842,-0.03199220157047489,-0.03618040543350017
CXCL13,,-0.016778593714576358,,,,,,,,,-0.010656669588102272,
MICA,-0.038944308001222304,0.06724185408088142,0.03019232717957128,-0.020312751022359205,0.10743475187656985,0.022968429796525483,-0.01788381592042066,0.05011911384284725,-0.019471177361924902,0.009949425772307176,0.01807167681177017,-0.061379661881780144
TG,0.02360041958344472,,0.0004592843847408641,-0.01728155096605081,0.17772097530708125,-0.01787119426132366,-0.01091263433208606,,,0.01667658435010745,-0.01505235534020617,
ADA,-0.03563487992562601,0.0388980538183654,-0.02123601662899229,0.01093680189004525,0.04436027576695664,-0.020218873325531506,0.01492167404331652,0.028881908443741246,-0.0264056443559385,0.01108300467767265,-0.03618143418173229,-0.057876157305738016
LAMC3,-0.018179628040854323,-0.01628848482660238,-0.07134066804937957,0.06111527799668943,-0.04358763858569197,-0.023567882824088022,0.020766638479606105,-0.01919762207513286,-0.016470821408179577,-0.03952192492354598,-0.05853473925139335,-0.056523670956089754
CCL7,,,-0.012034487242932075,,,,,,,-0.01832003917309457,0.046238854930436814,
NGF,-0.017415226067780214,,0.014975885609281805,0.005548399837852867,,,,-0.017847618279777912,,-0.016540078784553068,-0.0032987567761490195,
TNFSF15,-0.021544808125379178,,-0.013400990144236057,0.016129473172710712,,,,,,-0.029538710893805515,-0.03955211348349864,
HMGB1,0.01478935886574225,0.031530282931155534,-0.10538328998265742,0.09151958741624344,0.02057275789034574,-0.020716806498380657,0.0016919500522645007,-0.043683940429665086,0.02884135377983522,-0.005337950873755248,-0.07242143043138088,0.07236290853819556
ITGB3BP,-0.029065854997631726,0.05126758988705978,0.04966891868254225,0.061840130468729444,0.06622286207495778,0.03353161951229165,0.062235750943944186,0.05087207609472543,0.05417434235157854,0.046266488034083376,0.02284285619325768,0.02565448290415921
AANAT,0.048948718838501236,,0.03469217148048458,,0.24244847077482684,-0.016071669438792714,-0.01257916839387475,-0.016779385964329038,-0.03147045220529319,-0.019383365430672216,-0.0218211535391246,
RELN,0.14564499206902015,-0.026022288068071175,-0.021165240465290353,0.057273097546752506,-0.030801272550832565,-0.002189850103382286,0.006185039837820629,0.0066850381507883895,-0.03935574097253118,,-0.07413248550039064,-0.007516337915608645
IL15,-0.030625572856366468,,-0.04232338595884449,0.03682825560396985,0.0015997782037963444,0.014840024091062524,-0.02703675531840206,-0.01905673439883583,0.014340753067439418,0.04206555263286129,0.07530308143783127,
UTS2,,,,,-0.010867682181406317,,,,,,,
BSG,0.05872657656942755,0.02586273553551006,0.01785099755359399,0.03256863726806493,0.049064851325033625,-0.06033240275597116,0.03744683496150086,0.013695377823750448,-0.06317517713100157,0.06452735396124827,-0.018418895690538773,0.1432336882332023
ADAMTS3,-0.05712191195220975,,0.05070610511408222,-0.02294980612683262,0.07805202268609367,0.04307843329685586,-0.044846566323321624,-0.02694375113605051,0.02114559459804948,0.0677764237010586,0.0037589040476702002,
CD34,-0.03694497316212146,0.16072280481986645,-0.02795558867469971,0.05969138349088254,0.04184430033683756,0.02437574859358594,0.014086249259487682,-0.031245239589926307,0.008350967322077046,-0.0004774447534516152,0.047530052761060544,-0.005083098177522088
CCL23,,,,,-0.011943834793622436,,,,,,,
PLAT,-0.04376349048597864,0.06909592850577127,-0.035313727893207005,0.03879634372938486,0.06999797584885635,-0.0333645336699633,0.02508195441543655,-0.04240398453135804,0.0008267253204013746,0.06378036049861278,-0.07181484732087644,-0.08238415814775014
NTF3,,,,,,,-0.020305778605225866,,,,,
LTA,,,-0.01542428437562299,,,-0.015478692599458622,,,,0.021769083332247804,,
CKLF,-0.04820245889497522,-0.02765232166491154,-0.06547794671877759,0.09842109934199171,0.006720302292170189,0.0006609850430559122,0.04274200294746753,-0.07001257439553797,0.013403656355001733,0.06631956898232251,0.017106039439483394,0.02317751911352127
CD24,0.00872205081821672,0.0069022025486776195,-0.028503121649591828,0.027724473800255514,0.11621261110576436,0.024558392792819874,-0.030683510013082203,-0.005766230733012845,0.026506646759511143,-0.023177878744512215,-0.04857681195381768,-0.05876560426520856
HSP90AA1,0.08295418468320728,-0.04220374938944972,0.03644005630705583,-0.0554021059867618,-0.09432164082179906,0.05942903724953253,0.014142643462043244,0.005700196895709089,0.03330110959901726,-0.0009948591350939248,-0.10011423151299637,0.03610280721786065
BMP4,-0.037690809199596456,0.013808010651005054,0.03195456317553307,0.0638119841677342,-0.019763247499797187,0.015756851681068842,0.047686152095898944,-0.0267634847069126,0.038260417882963776,0.017724529577828708,-0.027224010279162013,
SCGB3A1,,-0.024699359424103926,,0.12250898622354901,,,0.09568811289786326,0.006544310150162078,,0.15158666577664676,0.00894688446478958,
IGFBP4,0.029682829847882005,0.034318357321425214,-0.029886083799139585,0.022472701404246318,0.027274228027731613,-0.009309511353643534,-0.03423150935164672,-0.06223018537055409,-0.0455156639614401,-0.03529066985513571,-0.0016350200315040898,-0.06392081134724008
RSPO4,0.0062112626431481445,,0.036942061814179895,,,-0.018002661811990534,-0.010610650021125332,,,-0.00881530272679956,0.09953972235768421,
LEFTY2,0.05322743294289394,0.049091804159243614,-0.017680339928532057,0.06366462554514678,0.039194417849212695,-0.030906570314797318,0.08514373649595648,-0.017847618279777912,-0.020118456014230863,0.08941180747745672,-0.09575693958527642,
PF4,,,-0.0104998530259222,,,,,,,0.006632525813507633,-0.02155453447674632,
ANGPTL2,-0.07905851006146496,-0.03218182222835251,-0.042460434089439614,0.06589391033059841,0.017442286589809924,0.012546877395351267,0.036558202097517076,0.03216511400567838,0.022518685110645812,0.04742377437775217,-0.07532715443094214,-0.04214697924212094
LRIG2,-0.046468268287313014,0.0453146418517322,0.021030117465246946,0.053916795129414885,0.010537771264055822,0.029270644239101525,-0.007371452190848142,0.011654381820828003,0.0008829940418202799,0.016297630093320657,0.021758156775763926,0.0058190879957949245
ICOSLG,0.00975724925296589,0.06394447345584961,0.0329731980769731,0.05611406084234361,0.032805489200069454,0.055517761951753224,0.008772766197664681,0.012547447798283292,0.01851113598881753,0.014709353998784943,-0.01414364196904106,0.06036008506861555
WIF1,0.06226076297639897,-0.04005283098130771,,-0.03575595512388745,-0.038796614907890783,0.006043353221237711,0.00886701527899586,-0.04088383118961798,,,0.04956947795942968,0.020144056793722456
NPPC,0.11349328818386578,-0.030987390920367168,0.01853330841811072,-0.013982092262331772,-0.028262556178617972,-0.027099322200582417,-0.01474620687795007,-0.044310574221778004,0.037975043420468355,,-0.03082481539158813,-0.0037861109947459415
LYZ,-0.0640363898797552,0.036368167662509096,0.009547706504901889,-0.04076407558506461,0.08765474704206916,-0.027718235685886262,0.004291751719182049,-0.008077415275474653,-0.019179164176936037,-0.003749821482043115,0.09029279426033154,-0.06525659136673741
EREG,,0.07215731597586404,,,,,,-0.018359983451148327,,-0.018258489526019866,-0.02481565434262025,
SPTAN1,0.007941769145466213,0.052778395603985125,-0.044944049402653244,-0.01548690514997144,0.015180891788017018,0.05240146992247847,-0.02911717474536085,-0.03632010270644087,0.0034274496041029837,0.03547520229262446,-0.07355490739509002,-0.06300990145953142
LIPC,-0.044619687189200084,,-0.01886901788883933,-0.022095379627879552,0.13522483772711058,0.019113964795657773,,0.034014064270128326,-0.009146286780563525,-0.03298394642113248,-0.03361300628434684,
COL8A1,-0.10384892192116404,-0.028849816636522793,-0.0020751358216312783,0.0011455876483090262,0.06216259955255356,-0.060900133240018084,-0.019607568557249808,-0.02618518171908788,0.0037791913741428746,-0.022417857306854954,0.020509957379726763,
GSTM2,0.10680868608766049,-0.01161015402383956,-0.013342439084916408,-0.012048812477528396,0.017567824009536957,-0.042802101208081436,0.00636691393820261,0.009594054660956006,-0.05275315260137895,0.013811077436242191,-0.05166803788607823,
SPX,0.04927526110910624,,0.005862665546745504,-0.020344755012190553,0.004793212853145534,0.021807490268176893,0.04826367669113821,0.035366694682856775,0.017763637940618637,0.08333746667712978,0.08791511410999223,0.0077837891574185575
MFGE8,-0.00948172869430117,0.031084571960358364,0.012135131263120357,0.031431633737959035,0.02113590945580628,-0.004095589213078636,-0.02165122532932275,0.0025370877062595937,-0.011461968676623108,-0.03394137882704612,-0.06823327123609217,0.017303675674842783
TGFA,-0.010187497593240055,0.05613746228763534,-0.021750812406874116,0.02302453204475102,0.01534059139745379,-0.037382609294063444,0.018221924177491012,0.02904442011697194,0.05960941688507089,0.11313072384716748,-0.03952251543534537,0.06677759906285567
SLIT2,0.043675421877973984,-0.018358297422224532,-0.03573605649059546,-0.008328400334019296,-0.034879675021817776,-0.02200257047553754,0.03559560938037477,-0.03393190129931439,-0.03182918535274041,0.03153644911720824,0.026103626343294394,-0.07079426379982216
PLTP,0.01593964417554318,0.046069614107462124,-0.03548062212980502,-0.03297105863515549,0.06079218795592344,0.045980000382599244,0.023127860193800632,-0.01866244919126803,-0.011051163171819802,0.02001544845130329,0.04851556091716523,0.04006997969617515
APOD,0.0467274308060227,-0.015722913884891238,0.011708118262069548,0.0019049155385825241,-0.009789865635727975,0.03026846421942177,0.007183043670238253,-0.016785341835053817,0.020318057164800205,-0.03743338977953454,0.023097968044877987,-0.028715866974398947
B2M,-0.04877814136519623,0.03250645028451436,-0.05405603130292427,0.013615297777075451,0.060798347239199024,0.046502181765124745,0.03063652319487261,-0.03186511222040359,-0.06955144796380974,-0.03633503506887046,0.0016272567610072395,-0.10122697332930955
OMG,0.038927522228050265,0.047163411155835146,-0.07717595338811133,-0.004296467638596321,-0.06304023133090549,0.03203662131628673,0.02417164496631544,0.06101694401184835,0.06410509184715743,0.0989870962649753,-0.005323781871280105,0.036652053649165996
CXCL3,-0.07473353949659091,-0.04350776034992269,0.06750827206045736,,0.09746891739668799,-0.04974992490730323,-0.011351152678546401,-0.025846171183686564,-0.022161507598389862,0.0033175426664456835,3.0982558981450336e-05,
CXCL10,-0.05473087917597663,,-0.029419984422499674,-0.0007181081940774989,0.06793440209335178,0.01315559061575049,-0.017243231728881862,-0.041247936260134115,0.039271466175681294,0.02212783076074102,0.013358397667739375,
RSPO3,,0.04368201672328701,-0.012193530865320334,-0.03953257389908141,-0.017236508050157136,0.014002238885653688,0.01605101389192942,-0.03943176155638394,,0.06989295253459321,0.004617971843282898,0.04512143685277229
CORT,-0.02385244501278808,0.036674034217725096,-0.027344929247437113,-0.020755577853291216,-0.001310400415861736,-0.04661581513850442,0.05708067859766009,-0.01973360424680097,,,,-0.033699966717704935
NCAN,-0.05674003642196286,0.027291683641015807,-0.02051617718771003,0.019035496713331376,0.035637094313100734,-0.033476150358709975,0.08128286812927131,-0.011956610637730973,0.04577194682431959,0.08450408781233053,-0.007559257532499025,-0.036287735609336305
PRG4,-0.03255298712164109,0.01597418839430761,-0.012034489118328266,,-0.014931498904569374,-0.02300668711723856,,,,-0.031158027800451207,0.0851632448240662,
ZG16B,,,-0.013967496436723079,,-0.016120952548090005,-0.012299226402489318,,,,-0.023181297253511948,0.0657530547238348,
TGM2,-0.040574660351647536,-0.051205323887073155,0.03562370633899313,0.005115651671355036,0.05366376483867263,-0.03908476325841328,-0.021105939687114387,-0.02570668929771331,-0.05897305574725521,-0.020491074296939745,-0.05406043637436811,-0.04602011124002048
VEGFC,-0.023357418201841763,-0.034358513011286076,-0.021448681960488183,0.07189713642379499,0.05967995413967063,0.026210501572881403,-0.041660081626535866,-0.02074670135802316,-0.029231393702907234,0.05364737168274295,-0.05612576433337916,
WNT6,-0.029623428897994575,3.799160209224783e-05,0.0010173795605130378,-0.014614312529915236,-0.014683173977466572,0.03369207814597229,,,,0.06136108373078316,-0.019000556946055732,
NRG4,-0.02207643006423117,-0.01732012252986143,-0.014646523785217634,-0.017890620161272967,0.12866218446742017,-0.00011582848021540445,-0.03180607175252619,-0.02311305294390545,-0.02347238692539848,0.0044151284509959515,-0.028573923361794585,
PMCH,,,-0.02029418562038658,,,-0.018002660943167655,,,,-0.040089818195012325,-0.0365930211482783,
COL9A1,0.07403827812607498,0.08486971678684196,-0.015297225106479895,0.08038029838763396,-0.016530645284453922,-0.024603693754094963,-0.009746368175444787,-0.01810546318274274,-0.038293000602605515,0.0915188011609858,0.025392102060952396,-0.027117843494522408
GDF11,0.0152798631938873,0.026160885035905756,-0.006052814084565383,0.048716032378008825,0.027481238575033134,0.008822103591346515,0.019311723482461067,-0.0507583292648821,0.018749434433261075,0.056458896154340785,0.05604057705949765,-0.019221779960362003
RAET1E,,,,,,,,,,0.18000912906185404,,
IL24,,,,,,,,,,,-0.03194469575811427,
SORBS1,-0.045166438581335226,0.03448845538230411,0.013421714057989835,-0.03684147853201944,-2.7269144721369324e-05,0.06158008853676487,-0.03546986019009266,-0.006666205227895023,-0.013514609922019373,0.03643967980041535,-0.012965543394536249,-0.020443231814623247
DLL1,0.004857840951638738,0.008089731639155811,-0.01801335106018391,0.04237003007694107,-0.012998148236008015,-0.011439781554671898,-0.0054196613932990505,0.07442186979885948,-0.003578326633269458,0.024087909832150412,-0.05530364226864043,0.1108041039303094
TLN1,-0.0642033282672282,-0.011930197407316942,-0.07134907012320942,0.054939990581871476,0.03973563652572144,-0.039376742713407895,-0.040983094462493486,-0.021779310927143195,0.003142237700322596,0.019990652151681224,-0.056414628759212215,-0.018023963659141346
COL2A1,0.07976989893170656,,,-0.01583278883485907,-0.013781965920583299,,,,,0.03822907187281143,-0.025743571258379665,
SHH,,,-0.012505810089367058,0.025028164941017055,0.05876999534490224,-0.029913222464146235,-0.012182920335239399,,-0.04869131234663489,0.06265727982402582,-0.029114653067252937,
PON2,-0.03259552314932968,0.05303549040731913,-0.05367846371324107,0.011504852532730226,0.05586418924501189,-0.00585439426455592,-0.002265227169015985,0.08910563068199896,-0.022204251514487225,0.03394872374033068,0.03170861468159016,0.008530123262127452
ICAM5,0.05811309747685261,-0.024699361172075055,-0.01949119263890463,-0.006960954471723258,-0.02693130822211289,0.09329886947003764,0.02298080279345683,0.02361525058752051,,0.04258511696585006,-0.04615114560011844,0.04691916335640873
HPX,0.08315517715884607,-0.023107251424856725,0.0773473529932259,-0.014614313515753756,-0.020069413695893212,-0.02413646953502733,-0.010610650491442782,,0.00024780983328243094,0.05876584465589809,-0.045600670848578155,
SFRP2,-0.029419569778601874,,-0.014242762438896621,-0.013089562808729215,-0.010999289879599892,-0.020116169007997,0.017863428484767727,-0.05721873422183883,0.004499244212907797,-0.03066786937712614,-0.07743532057469246,0.008292193987163741
CFC1,,,,0.06436773975954073,,0.019961371850793237,,-0.018859453957022983,,,-0.025283426281723472,
CD70,,,-0.00026904845646034205,,,-0.018657684599917165,,,,0.07269028854016374,-0.00564801286931567,
HP,0.02901761737584151,0.006226714298873208,-0.052176839939073336,,0.07091443494555537,0.033310719725024675,-0.002716008918157162,-0.042556264959806654,-0.0300620841142261,-0.01196822408717239,-0.08316858425870381,
CXCL2,-0.03234541478454703,-0.042882070050731455,0.05169791126315974,-0.02258705420095541,0.06674184309080457,0.01766501815642746,-0.014746205723866389,-0.014380202814355274,0.008697095119437592,0.042121811708099144,0.050156602291209905,0.07480586316159117
NPPB,,-0.01735078708247954,0.077363274484755,,,-0.013553773557329507,,,,-0.01885876228605693,,
CCK,0.028956885605161773,0.0848483880882747,-0.021357355752765164,-0.06172997418275464,-0.0508433731160793,0.010739128349854571,-0.04044744504957897,-0.02416541631890457,-0.006477676999117219,-0.02446490570986764,-0.03268428752269545,-0.0641861445087094
SEMA6A,-0.013302962340700265,0.030446040014812537,-0.05093131621598035,0.09113700769009019,0.05020465637339015,-0.007523214280318833,-0.00990352772613737,0.020139801626820032,0.11878297551294777,0.04574916426253548,0.009701628475263551,0.007237304995550958
IRAK4,0.011710465146425784,0.0472418160530928,0.02694987016177869,0.010979335104754335,-0.02382450359961306,0.07666514908560806,-0.022591193063206484,-0.003015383443619898,-0.03082446570608199,0.02062546525125907,-0.025289955266209,0.06325692247679253
GSTP1,0.039305977331135764,0.006617237616603889,0.0033953225399662793,0.06588783839645233,0.05139355685606843,0.001718962191193939,0.06678326751259149,-0.04027230719344025,0.013324402938741988,0.04806664778222195,0.043497212992453974,-0.044691708352157286
VCAM1,-0.0446380741500085,-0.03763057557444114,0.024460100214464903,0.0785896018157899,0.03658130497436947,-0.00746653935088914,-0.02889148501748524,-0.04211663644366679,0.0734106019924601,0.07256599783175845,-0.0328877797479069,0.12671007290492198
NXPH3,-0.0179016811016513,0.03482701791136777,-0.017021314685642108,0.10100421036443645,0.000165224055206414,0.037528458812636396,0.06970454358367086,-0.028756260724270233,-0.030784116336359576,0.08393321456116853,0.0053104615371606925,0.028690514460680563
MTMR4,-0.11693878160977517,0.005009342763914162,-0.008783219364593073,0.07314968889285645,0.03626994861702584,-0.0044283829988432345,0.025218022174807914,0.06547550923036229,0.02886905605666764,0.05155631284455189,-0.0005908570265967467,0.0003193137151289562
LAMC2,-0.020160123704955814,,0.09811787542526192,-0.020023972536732645,,-0.017062688792974075,,,-0.022694169817708162,0.13172180606364486,-0.008641114651790174,
IL10,-0.03198473928008994,0.06241112235437853,-0.013315928923497075,,-0.018085016467458824,-0.030166405654314,,-0.026188828522304718,-0.021890706218333562,0.005714158134783883,0.04772132668226028,
SEMA4D,0.021241760624544626,0.03581983564182361,-0.04929017106962788,0.04127099671701547,-0.058041043006154217,0.002684880178889998,0.007372297611179497,0.045544277854213555,0.06737867476176766,0.05686906648559557,0.020821383286105603,0.08407444558506989
TRH,-0.039341728955120094,-0.017846249426498286,0.08269074085433369,-0.02739317961850998,0.15075808820167996,0.08527184076592223,,-0.010321343317578691,-0.05016083336568776,0.09893275490096784,-0.0354805328904246,
SEMA6D,-0.06694628647872664,0.01370332262039073,0.02745634541214808,0.04901839682230111,0.043671672332242104,-0.026431210465585022,0.04260683808377496,-0.006815659632916924,-0.008459499703949519,0.002269579948272706,0.014261171155156785,0.0011125586923651696
CEL,,0.11253734332444464,,,,,,,-0.006974835185517817,0.0020842481403579066,0.0901747464718415,
PDCD1LG2,0.04727547441795473,-0.02411315006041138,-0.042065846223062135,0.037795540520403834,0.016929863024375096,-0.024959521463821674,-0.04682313005613084,-0.042046410570772394,-0.05695211578057127,0.02081044870077618,-0.011535404858410123,
SPINT1,-0.031214020319193663,0.08968281427998569,0.03625249052337656,0.0023738318425252235,0.01168861657359929,-0.010736186867379371,-0.01734013730174247,0.04493171114783597,-0.03331539258468474,0.11617838537912936,0.0181588232862947,
CTHRC1,0.035871154786334195,-0.020968021978041772,-0.04904047697288825,0.0644906927398303,0.03764754368828137,-0.020985401299991845,0.03692973541186129,-0.056493422169125174,-0.06614093050372634,-0.021390601603115247,0.0011596585262594185,-0.05964584059355077
PODXL,-0.02999942586915885,0.0475134590759548,-0.010190653665020588,0.009001562337277244,0.10381591623157467,-0.03905922120761037,-0.03646586610682313,-0.02546411955792535,-0.004373994954863353,-0.025665066495114124,-0.056856307871005166,0.009811000324241445
JAM3,0.04453411364183893,-0.013638254733399241,-0.03780873618994133,-0.01000988186279717,0.06596114616233364,0.023333129745716056,0.018766633664403128,0.006082308746932204,0.021998295331530957,-0.03373150113554364,-0.03256545130528855,0.13591016018095803
TGFB2,0.004491256763743697,-0.009911261211896455,-0.0447258964598214,0.010191704634757267,0.07675642120049617,-0.0003465473016825038,-0.016648796970748784,0.038465832548176176,0.09954847804004781,-0.056025019655131146,-0.005054836576470107,0.06602727272432254
COL18A1,0.09573327863513233,0.06373497847715749,0.015951214555028233,0.029559061330587732,0.011616268865021305,-0.044023433192563056,-0.016972757176022008,-0.05572345232727115,-0.02425826751948226,-0.08888741383325628,-0.014217409912453103,0.03285867391491036
NODAL,,,-0.02462904514372816,0.06732884623794522,-0.023554230986990877,,,,-0.03413931631086637,-0.02890885379003333,-0.0573194937249634,
INHBB,-0.047561570017738336,0.045147779079762196,0.042245241651010575,0.016663711472257318,0.07281307486824468,-0.004562995909249224,0.011009746630133044,-0.03186058177208517,0.0368141983843585,0.043815061634479416,-0.005488049941674289,-0.06137984711384739
LCN1,,,,,0.05214586183113676,,,,,-0.021360806640774957,0.08191919323205384,
ARF4,-0.04689337035079441,-0.03957678999260749,0.057153876691932726,0.029908907930024507,0.03019244781035351,-0.011254402766666703,0.0010377435721486221,0.05492398862999714,0.014200597417835208,-0.0234687918500919,-0.028797536681870923,0.04822874779790303
CXCL14,0.04063883501695751,0.06588854359020474,0.026554814857044938,-0.04108001681230121,0.0470830879916927,-0.010519003047504543,-0.03842920501689777,-0.04016242801389773,-0.021545919916720217,0.052378214662783404,0.021567510682959066,0.010311348885590346
LIF,-0.06951998139497362,-0.025585001483699382,0.0472839328646963,-0.01774015293507842,0.0033108391311780423,-0.043616454432519665,0.03235104229754371,-0.025659346927604146,-0.02372929442926172,-0.037814118453829454,0.025825059045645454,
IL17B,-0.024096574024802576,-0.017846249426498286,,,0.05874652269506043,,,,,-0.036081391270363035,-0.021821149156839845,
MMP1,,-0.006714499340876969,,,,,,,,-0.048040013021637185,0.02003607818521457,
MATN1,-0.018985854546616016,-0.02850933420793612,,-0.017126180021412914,-0.01268023429129312,-0.013723998324991703,,,0.06582835193492916,0.007545871146114183,-0.01988583234475398,
ADAM28,-0.03354993330539064,-0.0016924843306424168,0.02874748280493333,0.04748401911738698,0.057852539618383284,0.09610364314611289,0.03574850024954103,0.016359791520704138,0.02313545379444754,0.04297893045737861,-0.01987927170085548,-0.06631325792741663
TCN2,-0.0853021579990985,-0.05051354967267514,-0.007185137088271566,0.026269748140732855,-0.0019618109968055617,0.0039383276010033575,-0.01184773893567618,-0.045090634780033556,0.024877599982475858,0.00960032997343817,0.009615067426847666,-0.020695564049887538
