,UKF259,UKF304,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
LAMC3,0.013591864072535712,-0.027737900511918833,0.06405028885125935,-0.012683598135367246,0.037200522245428025,-0.022925006808855532,-0.005445581499786398,0.007431117500424909
CCL7,-0.01229134497686878,,,,-0.01876111562412002,,-0.015403991828965085,-0.05264408708657969
NGF,0.04504649150901997,0.10118667681757956,,0.07435489119244018,-0.02166758660499207,0.04417305435809234,-0.006597046539760179,-0.035233566813799716
TNFSF15,0.028973563970111537,,,0.022031091957583192,0.09792009153710692,,-0.03021066445907375,-0.034407806114705446
HMGB1,-0.049279817797981205,0.01672058185501952,0.003600883119269545,-0.10411643669072462,0.005366782086512007,-0.0752680191419129,-0.01993425470227974,0.07074170969856444
ITGB3BP,0.044266328811597574,0.04272401256749898,-0.02029575910028457,0.05762674327659271,0.07104918342961276,-0.008706655331757497,0.05044819358103769,-0.011659179409016965
AANAT,-0.012453784062451899,-0.01677938141983419,0.02088283935268589,,-0.01645879213117816,-0.01882239596369363,0.16094518855950626,0.08913465389987223
RELN,0.005957435377717116,0.03691620429735914,,0.0353883948368007,,,,0.04202935053468993
IL15,-0.04322671393538974,-0.03438470046802042,-0.018129070536591445,0.02029224133463448,0.09794728313694807,0.016227315471252772,0.016682884082612183,0.006174416663766037
UTS2,,,-0.04147409917787016,,-0.014015866079000622,,,
BSG,0.029864648523741016,0.011071635301512641,0.08148608986622985,0.07138920004957922,0.03498208913119204,0.04899291450936243,0.05648439273154955,0.06463346627448271
ADAMTS3,-0.04561659121082226,-0.026943743838659624,0.07728332251771985,,-0.00641534848676052,-0.027129497953106825,0.04535183706421036,-0.03687439817690962
CD34,-0.0386755334824125,-0.002178108250203861,0.031182795142662978,0.024222896869643035,0.10167551150905126,0.008552652289369252,0.00766932434599825,0.03764992564271204
PLAT,-0.01075544893899526,0.010789557317830913,0.08496572804151309,-0.09243330792812313,0.02294804693422929,-0.10432250634475664,0.04039014449548672,0.04148319398821285
NTF3,,,,,0.03521586757640389,-0.021360532384801987,,
LTA,0.002247560341564915,,,,,,0.01599205427143847,
CKLF,-0.038432415332119794,-0.018632527983381043,-0.032465254671648396,0.016895391144215576,0.08094826475580648,0.0353362839306329,0.025276091001355524,0.054259654207704205
CD24,-0.05823789333176678,0.0448487174131112,0.08593790635987933,0.04882033601812798,-0.058266102084813975,-0.029515865401408443,-0.033128625725771306,0.013271009827393302
HSP90AA1,-0.01316472897578372,0.06655837087789875,0.0008450758119328128,-0.03488667825902479,-0.07600770539927902,-0.004911896300829097,-0.0589680391712791,-0.05594574088198606
BMP4,0.04563739715318079,-0.026763477458344707,0.1054452087998339,0.056775667128619325,0.019710088002352973,-0.027145963187493682,0.03316555850858378,-0.03391901156908139
SCGB3A1,,-0.02953640697523355,-0.00394452255398221,-0.00894690584181891,0.03474275606124374,-0.011856493801013277,0.007743547020911273,0.020431711745633553
IGFBP4,-0.006378145953723288,-0.030426268150735684,0.07319145482402584,-0.03776177104432982,0.02071567098660778,0.005640236617863241,0.012772179247234955,0.021652358243731913
RSPO4,-0.024113479750086233,,,-0.022910664212410867,,,0.1167917488647989,0.06172983170212161
LEFTY2,0.014805378592870852,-0.01784761344596519,0.09263008132912351,,-0.015926062636307123,-0.016082265529962936,0.02290748074818527,-0.013442865267079164
PF4,-0.010723956338382877,,,,,-0.012819837468733507,-0.02193473522607071,-0.018751064806638955
ANGPTL2,0.015602370504166555,-0.029622067620349253,0.10492597595989915,-0.02547451570874367,0.08818396974711225,-0.028643211194157737,0.0034301656514996105,0.02061590431828446
LRIG2,-0.03604078114981485,-0.0326291969098002,0.0405283914873241,-0.0613846946706001,0.0520686460484554,0.003124696400626312,0.06866476172505716,0.013607078176967439
ICOSLG,0.009959589201330533,-0.04824342710350032,0.017457232349029916,0.023762753029040972,0.04913041293958631,0.03907423065806841,0.01536922197182572,0.0029654326922342253
WIF1,,0.042395800103736725,,,,,,0.1341479765827528
NPPC,-0.01663550087737156,-0.020799946516964922,0.01497875426565596,0.020587123628481644,-0.028006962366447313,-0.024255991932819132,,-0.03224131614632687
LYZ,0.009618578483413942,-0.06526961881301477,0.017963162589145043,-0.021531108589008686,0.04340090863720068,0.012488935303560138,0.024646024520429296,-0.07992054751519947
EREG,,-0.018359978478567664,,,0.07473860952288945,0.10921803806582632,-0.0204872099851989,-0.021588030272684616
SPTAN1,-0.0013526187385244175,-0.00701154503226044,0.05126934266339167,-0.02766727335300267,-0.010355246982591222,-0.08216571551746457,-0.023289959448314856,-0.019179373528559487
LIPC,0.011089744629971122,0.019565544148730594,-0.044641405930542125,4.219802208019754e-05,,,0.049419952440603515,0.03994695667615362
COL8A1,-0.011334746927447436,-0.0045771587395807434,0.06791825163804109,-0.07493513839222478,0.04240412101233805,-0.006508109215203512,0.03325240237438199,-0.006710622765182115
GSTM2,0.008332876971895156,-0.0292017719667002,-0.046646154070957985,0.10239884837076375,0.035099250272322524,0.04815018057782057,-0.031187180873400937,-0.03162356198657695
IL4,,,0.14481071333438286,,,,,
SPX,0.023418218729912836,-0.0036561452199679544,,,-0.01891582099185372,0.08685329565198696,-0.023796357990575417,0.048551182711994594
MFGE8,-0.006962024352870259,0.023770877639176107,0.02915168259156176,0.06206229217180853,0.047438539280558724,0.025608509045224402,0.020351691179491063,0.03208142301874334
TGFA,0.02884671506759047,-0.02643836055396773,0.12877814443217717,-0.06700854161704083,0.04559869378922873,0.002162353300879464,0.04951259459532701,-0.007692476900716134
SLIT2,-0.028691560069532034,0.022303014978422978,0.013491412901048423,0.016828975662278912,0.060812093411745934,0.07994943048937829,0.0009251169382802978,-0.045822969996552027
PLTP,-0.0375052906131155,-0.03636637315110636,-0.0965444372546759,0.11010700802204015,0.04013165646647727,0.009576185699947781,-0.05982247697983575,0.026750020824484622
APOD,0.026514847843253024,-0.007878324846450235,0.06723697889799501,0.04967473307876789,0.061815278338836176,-0.03862880222245484,-0.03549638514378674,-0.012985344778408884
B2M,-0.032527899185540034,-0.03731080581300036,0.010684162070628174,0.018814891977796698,0.11115432087340532,0.03238972698592713,0.02106661443441462,0.00144537600354397
OMG,-0.04062008708712049,0.04144513189379843,0.043006511680328235,0.07731667613905625,0.05203216083489064,-0.012321228858843791,-0.007615369063933299,-0.03451467161350989
CXCL3,0.05977236574878964,0.015417812875322696,-0.043326605121465175,,0.04112455828429117,0.04333138511143436,-0.011716966517490534,-0.05647361638203021
CXCL10,0.025561981939146338,-0.0512872329202113,-0.00800156659231846,-0.0607415105285848,0.0026323391586875623,0.07827932517971382,0.0040628096936907365,0.0199933795372741
RSPO3,-0.012453783142258259,0.12546016866855128,,,0.06441736076875551,0.08974285385676692,-0.01563203960277219,-0.057186824475609785
CORT,0.012653665129215364,0.0427993514024341,,,-0.021392636701642705,-0.01341530832863784,,
NCAN,-0.06514782984709185,0.05962247711406839,-0.04781956705881946,-0.05123658337344123,0.051121614491712083,-0.0510424379499342,0.004399679324664544,-0.01120346502420849
PRG4,0.010741870172233018,,,,-0.020548613336828152,-0.01979510837589637,-0.03541078259042935,-0.026098927617078774
ZG16B,0.06727626736119403,,,,,,-0.019491471066412084,-0.015996581385738545
TGM2,-0.011859141321673566,-0.07202960094322572,-0.0032452599438452362,0.025753515075731075,0.0708216490445365,0.07415545038063463,-0.0009929737580612337,0.0021868910773465296
VEGFC,0.004930962023462033,0.10657679886619091,-0.024935846838150026,0.059229769179017344,-0.024144478028223334,0.005129135788006943,-0.05187681747463996,-0.026887112178249687
WNT6,-0.017000515421070055,,-0.05411216858239948,,0.032541969635599764,-0.024932950142536454,0.16912963295732195,-0.016529267892196477
NRG4,-0.014959131446315166,-0.023113046684013087,,-0.009974606023146997,,,0.11375874367916887,-0.0248574836684584
PMCH,-0.020727333990177312,,,,0.14226360751482453,-0.01882239529621354,0.04420295179106062,-0.03183358526078698
COL9A1,-0.015623720992598995,0.04002303236511473,0.020012854388238122,-0.021148397486929364,0.04162307493449709,-0.02029837955381428,0.07868032194521977,0.04570028934298768
GDF11,-0.01673274491232372,-0.02741240942482421,-0.11630279673087078,-0.03506761119332796,0.0025110909933400405,-0.0018272990775227294,0.010345609229796965,-0.008308611483055893
RAET1E,,,,,,,-0.017148238297511862,
IL24,,,,,-0.014217672153834024,-0.012615431678139574,,-0.027789839814679425
SORBS1,-0.06969563859703376,-0.0031182190122452805,0.04382584553528697,-0.07574466245007729,0.018633420873327793,-0.009838417538161313,0.024802299830779702,-0.031591042693746706
DLL1,-0.00042966939564239085,0.09464460730134251,0.07019892824248873,-0.027455863283024493,0.03811721153301741,0.0053050206661137515,-0.02572429676674357,0.005546557519958107
TLN1,0.024930067713745035,-0.04169529984550544,-0.047993623141229076,0.008811172065241336,-0.02768923586369468,0.0020489474839935234,0.0074111369978503636,0.005816715303306933
COL2A1,,,,,-0.0021824146240663014,0.02013229399015757,-0.022749901105531482,-0.022395258572667262
SHH,-0.012772727488983246,,0.02771658909699023,,0.04737328802252706,0.0015772849910510606,0.014003046361145981,-0.021976025664887225
PON2,-0.024866355952291013,-0.00852784821665737,0.05883827017407237,0.024737860261414526,0.10036288361403053,-0.02095886196674583,0.026767572757228426,0.09033369947184075
ICAM5,0.009983250310463418,0.06144865710930188,,,-0.028647088312980733,-0.040263838148640534,0.019828851072774756,-0.07019912742010168
HPX,-0.010602885112761971,,0.029482030131532756,0.03504298527588607,0.08797502030267716,-0.028541696971129026,-0.03607468733992709,-0.03966966371880436
SFRP2,-0.014546752431258149,-0.001964891129379858,-0.04267294869508914,,0.03951835292706668,-0.06898384237550138,0.013739411795763427,0.08572066100536155
CFC1,,-0.018859448849166745,,,,,,-0.02199496190715412
CD70,-0.024725340175952914,,,0.01159318359696175,0.14524580586456853,0.06797739575779899,-0.006282247656834521,-0.04366756615095921
HP,-0.0033289980954307684,-0.016348559931002767,-0.033083390555690394,-0.036673550430689386,0.06039421889683437,-0.003821807124349423,0.01133452903130757,0.027636597941368187
CXCL2,-0.01849948411553575,0.05880200382457669,-0.06041935297836616,-0.03526992542420176,0.022862042633551072,-0.0029267070256584252,0.03582300672887039,-0.044063682885427245
NPPB,0.046147869895812564,,,,0.0211238840139872,0.0011252741723836949,-0.015856965010503595,
CCK,0.021053845786450896,-0.0035393587275644235,,,-0.04195820887109059,-0.019611590936200938,-0.020570764292069176,-0.05946054720954339
SEMA6A,-0.006533555011649137,0.04491879886450763,0.036152959225832185,-0.05371778265085235,0.008309660538335428,-0.04724055167232054,0.02519116988134094,0.06403052023206163
IRAK4,-0.030833235607607326,-0.01587263945948097,-0.06525464491082059,0.11162215987455842,0.09436181402712547,0.03375156195044925,0.05712745284889655,-0.002645875044804011
GSTP1,-0.019272918833940562,-0.00326175606302151,0.05146441324713509,-0.019178514635961354,0.018874114327245787,0.02471110661967251,0.061513761909488957,-0.004283428140477058
VCAM1,-0.04340559448908155,0.00996094314118166,-0.10885572956076799,-0.13939955886880961,0.036943726758467035,0.007331158522564222,0.09116496285454417,0.043673448981247615
NXPH3,0.01776742090039687,-0.01590123222849481,0.07961313711582736,-0.03128360237636042,0.038730854467937816,0.027475320256835113,0.029037399260960613,0.07985946262732539
MTMR4,0.004356387311040241,0.01576998363028854,-0.02826606543926086,-0.04238635245736989,-0.017044811780727562,-0.010498562377764649,0.05252058004344138,0.054586558384779965
LAMC2,-0.028549288396439814,,,-0.03580121471951473,0.07967806744434391,-0.01656760161559989,-0.030212381078628604,0.06257158572526844
IL10,-0.021963903944267667,0.0172916315834767,-0.07689808562950552,0.07601305465142592,-0.020037302802076412,0.0072954387816089395,0.0025039295843365074,0.07207207583622768
SEMA4D,-0.05203183457701585,-0.01376980505036653,-0.06517179304972408,-0.07947073764440556,-0.027401416390042465,-0.03271371593812803,0.05196317392461896,0.0032183628004567775
TRH,-0.030277634119598492,0.07958620095972929,-0.06872726502204386,,0.006687447371720158,-0.06490292696767262,-0.017760864203211935,0.04127706588944668
SEMA6D,-0.024030636031587962,-0.015135243533450903,0.002429298292894976,-0.10462398988330136,0.005089891247373094,-7.657584550596702e-05,0.03197519308876347,0.06993108796340353
CEL,,,-0.054659316707327814,0.08184722572359947,-0.02153049124342729,0.05883439268391218,0.0013284934380112573,0.05108243057179645
PDCD1LG2,-0.033175533151258395,-0.016653964032170957,-0.01725124833986794,-0.028654102377644586,0.03448232730435011,-0.04632373165361246,0.02545022562083711,0.02521276619901895
SPINT1,0.0004058048552247141,0.032210133583048785,0.01075857862056266,0.047119436566225116,0.08335151760641965,0.017123915747128,0.05247923695707793,0.04344525742758251
CTHRC1,0.06762265659171446,-0.0087936817406609,0.018614517243077337,0.0038698263338140765,0.09344426062742028,-0.015858058595885877,-0.012505445166928916,0.027537032122931755
PODXL,-0.06703196365198595,0.0065482815585866955,0.01399189180721626,0.03772038694009179,0.032322597236087054,0.01859160549884833,0.013177266189177859,0.050210466797236585
JAM3,-0.05140889350340383,-0.025141159529027044,0.0648582905587645,0.04107836186325593,0.04543929068133373,-0.020874290011860742,0.019665133235850178,0.028745420068426782
TGFB2,-0.018082584034105863,0.04708983112970135,-0.017430664330665886,0.012587765011461994,0.017781890793919862,-0.04051620741985727,0.012743391775469213,0.05114131016888382
COL18A1,-0.020314365319938694,-0.01613898725592375,0.0578010313330865,0.041875842003497046,0.050383340324356776,-0.008620538405209105,-0.026543809293518215,0.02272324119952247
NODAL,-0.025154714463653544,,0.07095231711159511,0.1048152374457309,-0.021254001439371308,-0.015583029846744105,-0.02430735782598214,-0.0055422161349921025
INHBB,0.019418246713688442,-0.030906391141157293,-0.04901498958250293,-0.01605793535398127,0.06067492990884921,0.053151551456206876,0.015752826405976614,0.034779030310011394
LCN1,,,,,-0.00268761059779404,-0.014716200693901064,-0.017960752586044813,-0.016789645554284575
ARF4,-0.013663338566480675,-0.044655981768544226,0.015230192427369074,-0.016043665916165174,0.093950714616704,-0.024360022430373746,-0.011091440085861616,0.011810809739079718
CXCL14,0.0049242724352246935,0.05320113669384007,-0.08116735103398673,-0.07516670716915119,-0.032953020908221005,0.02862585428226497,0.1067804521708767,0.0262879047510493
LIF,0.01635360562502996,-0.02565933997807869,0.017494518996857174,-0.019011242030133695,-0.041305629747845116,0.04137377606082216,0.021773584479924005,0.010032920659524396
IL17B,,,0.12412924834163297,0.2161646036110936,0.002180235587419368,-0.006079347631861735,-0.0006160577990073496,0.00841290758954799
MMP1,,,0.09324731344435876,,-0.03108169810835889,0.0439519456414529,0.013649932361501367,-0.042482504229212494
MATN1,,,,0.09433992060833753,-0.013020719745354025,-0.010581213682057855,0.054668209243273036,0.0965908429273626
ADAM28,0.007448823600767383,0.03003563227733647,-0.00024356013695832883,-0.020921506136229437,0.07351800595142353,-0.03421840810427639,0.04263365206738552,0.010691426426845039
TCN2,-0.025359671417698043,-0.0010453905099449044,0.0035854933623981657,-0.024889404327326677,0.05645422835776028,-0.04500010312113885,0.0013936741704597946,0.009002144605632287
THPO,0.04328668273271105,-0.025471338129740655,0.0559671785197182,-0.03580123274845358,,,-0.00572779040682863,-0.025924724971408734
CUBN,-0.03984801132046886,-0.019586644145909684,-0.06755055227930143,0.11863449330942347,0.0332568889679429,0.033182887727204055,0.07576524725658298,0.0216485795631577
TIMP3,0.0942004747655877,-0.050706104663398054,0.03762812741076627,0.050494549358043615,-0.006672658968533809,0.03311089236318484,-0.014934383226183368,0.039879709207703035
PIGF,0.00910778031816156,0.05640172780603405,0.011113233768319495,-0.06525654771440516,0.06798173505290903,0.038405706758972986,0.06951006178806371,0.03900497527476152
CRH,-0.014406828216563302,-0.02185076431041638,,,0.011263665119919166,-0.04128195495534736,0.03536479586445769,-0.03788841825758496
BDNF,-0.021925053976448724,-0.025282129441670655,-0.1128956594421067,,-0.006068678213201719,0.04544777259565119,0.03125321818273927,0.02487071518234001
CCL5,0.006239661283839473,-0.033561980879949764,0.014471000097309969,-0.05418620546238496,0.036257362040280745,0.018853433972306197,0.038284384770994176,-0.04695989065364324
GAD1,0.01219626785657831,0.04629562187395834,0.006340464998770956,-0.03934366330180692,-0.002439147665027725,-0.01809352495858442,-0.058144318170148195,-0.030409068622079625
COL14A1,-0.01372184972630867,0.015295903188574895,0.03807495940768228,0.0441974549956107,0.061107593606087224,0.05436382213254693,0.018214388866726175,0.05785802064040016
HLA-A,0.013007340132322555,-0.04279705510762399,0.1661067870228216,0.050646772773860066,-0.008147711060018803,0.03820172848947877,-0.005887220910426344,-0.004793276907530633
CD5L,,-0.026582176842335666,,,,,,
FGF18,-0.0114461172804845,,,,-0.02325811577888513,0.04704512831896721,-0.017760865628152135,-0.023748954412350955
ADM,-0.0027972375638964557,-0.0033114409124154506,-0.08216897925344463,0.10383525958374329,-0.07828102836545144,0.06947832660232835,0.05676490474780588,0.03182614757930245
CCL15,,,,,,,-0.015403997380462667,
GNAI2,-0.061132882570780867,-0.01742695382006884,0.1427808867044661,-0.08104749459304549,-0.0164359911761088,-0.01977662269725215,-0.053951887548480314,0.005829277038925434
HDC,,,,0.151728647934214,,,-0.00918080743345115,0.039867921445464534
COL11A1,-0.03818371447300921,0.11844295694698256,0.08171564079872409,,0.008223666149032386,0.09091497937735661,0.017207314008337977,0.059955898468202026
NUCB2,-0.031164571423260044,-0.024896660800525647,-0.14106286258131376,-0.0371450510427471,-0.012631404163433736,-0.016328696927772755,0.026809250822856494,-0.045072507803097135
FGF16,,,,,,,,-0.01704630286297257
CXCL1,0.06380080585597422,-0.0199423878899337,-0.012612382408570271,-0.023089096193931857,0.0009604038196947329,0.018899503673714728,0.05028613433331891,-0.05473158041262459
VCAN,-0.019091292791237124,-0.009225334550216447,-0.031211009402630902,-0.03595666221934734,-0.022696367063097717,-0.0071324194372722576,-0.03421014550309279,-0.0054909761880593735
MMP7,-0.022755659751080005,-0.01564322998054868,0.021367783125877834,,0.0609873002400875,0.014762652308745603,-0.01011811782726604,-0.053893922773939756
PTPN6,-0.031125198898922044,0.036473864410505034,-0.018157335978266777,-0.08504311364122995,0.059639632308960494,-0.031110942387110086,0.06010137429302698,0.06090747871589317
PTGS2,-0.0019265216623718516,0.02899392151868178,-0.046505513572292545,-0.025684639846016065,-0.01672653510460327,0.042519799552132996,0.0061796995985605166,-0.002238723818822235
XCL1,-0.01245378523825518,-0.02051946674295217,,,,,,-0.013804181474752618
CD58,0.05169910539597467,-0.02752983321500578,-0.07820299878257618,-0.026424897660841842,0.09203895714811527,0.0033358827049026676,0.002576343361307746,0.08727318512187358
TNFSF14,0.0020521165480862544,0.005356048107731419,-0.05244390618561802,,-0.018605269312580257,-0.007903969407369312,0.011724444139481698,-0.04123831921715958
CNTN4,0.003725098362074406,0.03665386095922663,,,-0.015118213550323719,-0.03490885409161838,-0.02621085948303349,-0.04827067959723731
NTF4,-0.015753492946003086,,,,,,,
INSL3,-0.011446115035395402,,,,-8.899518235177165e-05,0.040467807855214526,0.018477041194143264,
BTLA,-0.01816846308656063,,,,,,-0.020394490151828558,
MFNG,0.02719981119121325,-0.008048230286621506,0.05610043688448617,0.017479716653406016,0.08101904985838537,-0.02032409633220854,0.046226935310514784,-0.022665855424545675
ICAM1,0.0043288934239659165,-0.023748288915393906,0.027539617901551152,-0.10674870990503244,0.05253743961939974,0.013787819328151627,0.09242104310710096,-0.02435523673458969
PROS1,-0.031723536890398835,-0.00590827145314909,0.04070495323516944,-0.10600247336719623,-0.004824269618355239,-0.000765464218074463,0.041910184990479826,0.03683359683528001
CLCF1,-0.002225755506644296,-0.035981648915962755,-0.03928065619923322,-0.04663752345018756,-0.0038238409049309793,0.056239936524636366,0.014669405197646857,-0.0007844193423373092
PSAP,-0.03910717226521343,-0.043670028907321974,-0.05529122884639873,0.024934596401093165,0.020290388403136458,0.034303529370726484,0.07059745845477797,-0.04727457289604417
EFEMP1,-0.07357573596513207,-0.04135082495526954,5.8766400732947605e-06,0.011836119843375697,0.04296494324063719,-0.01562696686879688,0.047359214682398974,0.043983368520049616
C1QTNF1,0.008292740156879074,0.018542785138129535,0.010526196528326856,0.12546682831365633,-0.0034111325663040795,-0.006596621213114954,-0.013394378715173526,0.06821115572021351
ALB,0.0357188638589618,-0.036436195029194714,0.014388715581019902,0.1689787187195483,-0.030671631521203415,-0.03332812362155052,-0.006659504420763889,-0.024492834765882043
CCL13,,,,,-0.013811268050993954,,,
EFNA3,0.0705561421427712,-0.020466522797497545,-0.010699065534869908,0.019895850159420695,-0.020928469516265938,0.017856647995582814,0.057735360569324316,0.046825356431521206
DRAXIN,-0.0399235818014922,-0.021415282993039172,0.10974330319729299,-0.05540682463935995,-0.010769112521205246,0.02449487584624861,0.07780355677691478,0.03976349456206181
RAET1L,,,,,,-0.01471619104951935,,
NPTX2,0.041207832665135176,0.014824600214334798,-0.03529030967602421,,0.052416953700444885,0.041669376280154505,0.0035343963393558867,-0.06446754603793492
FGF11,0.019867630744460813,0.11338097364913695,-0.01790658980417106,0.010086214417711152,-0.02798961620710275,0.041480175564740665,0.0004422585018218927,0.023201336037603063
CD59,-0.006036274133241519,-0.061504552738494075,0.020524146669204227,0.00778540522904062,0.06678818402003858,0.013077802081094872,-0.025846141411446647,-0.040074112888351304
COL9A2,-0.023185158187528504,0.0017646171844536746,-0.0051265283550789,-0.04268767528708753,-0.025820833434156747,-0.008154376473160136,0.0636103672387222,0.049180040626799176
DLL3,-0.011508822212467892,0.03719456755999067,-0.007167451192776991,-0.005256197235101113,-0.018646263720612576,-0.0032688097488658826,0.0038297038168416697,-0.008398202447884265
FGF5,,-0.015044914587661372,,,,,0.04104775891732658,-0.01255482434129574
LIN7C,0.004078874020639288,0.009870481135230395,-0.026107071591739712,-0.05166867093955661,-0.007256625107190346,-0.043840111112161566,0.05490826690696367,0.019641044734073687
GDF7,-0.020423210925402533,0.04995917671685543,,,,-0.012615435674963765,-0.01641070201850441,-0.026444428295052495
PSPN,-0.008688989576684427,0.05147875868448786,-0.017023094769432097,0.04921122502119832,-0.0004950013037312605,0.0889216137293073,0.07864009292493392,0.035079471196489936
ANGPT1,0.016616122411048557,0.01858042403411795,0.10143782349831401,-0.06201038708723845,0.05278236582964392,0.04394767385680573,0.03566304476760822,0.027954170604001235
PNOC,0.017069038573227703,0.035191435923314134,,,,-0.013415309788182506,0.17265473562161626,-0.04616910995163244
L1CAM,0.021262693081036864,0.05560953056959736,0.027006188595934035,-0.01933982850246671,-0.001997225290439007,-0.0020871108451861395,-0.02649324858448752,-0.054606270268906104
APOA1,-0.017825433011186578,-0.026245518691196488,-0.05993173660617295,0.03249147450699951,0.0029242832158993463,0.0651929475568474,0.036883336667803794,-0.0006601730101384918
PSEN1,-0.016431325882366867,0.03446881672387423,-0.002234629459241591,-0.0270677363890493,0.053388211289921564,-0.019244621389257886,0.039606522150069684,-0.01237909960298147
CALM2,-0.025056420482667586,0.023803024978246427,0.042678218759439335,0.10486964722393415,0.07491112211696786,-0.042160961228277276,0.08925609727747615,0.004451787597480236
